seed,Test,True,ARMA,Informer,Informer_para,Informer_lr
20,"[0.6919287386873479, 0.4648315726744983, -0.14960425021182708, 0.18635573270171957, 0.29680787974086487, -0.4484899218346412, -0.2992076453888737, -0.06076795898061571, 0.274627471855408, -0.3427802568587124]","[0.0876909677511867, 0.6480832548117545, 0.14078994526862101, -0.2199992228461376, 0.29635534412478837, 0.14863020767847068, -0.5228050256738765, -0.037805132551935405, -0.04186539270464801, 0.295560168207732]","[0.06181320853856737, 0.6427597980400577, 0.0941758447090581, -0.19923744206941638, 0.2944968929923171, 0.12493587196382296, -0.5093969934474321, -0.006178168433226369, -0.05599603956947623, 0.30020777043990504]","[1.1579982, 0.29701865, 0.6731987, 0.90923053, 0.6907446, 0.70337546, 0.7408056, 0.5354448, -0.09416326, 0.37991276]","(10, 5)",1e-06
6,"[-0.4453356817584949, -0.8090818530260567, -0.3396503960315645, -0.45486538584113234, -1.3696958412225113, -1.3293383836789032, -0.8804124823287928, -1.1841419263023116, -1.157885584127501, 0.20079134087507833]","[0.0020627459518735014, -0.44636705473443167, -0.5858983256588408, -0.04670123320214406, -0.4315147692400603, -1.1539384566024813, -0.7523691553776627, -0.5042279046399614, -0.932027973982331, -0.6918715971363356]","[-0.0035201482892765756, -0.4441922500455838, -0.5986107369723038, -0.054721188630751774, -0.42939276566636075, -1.168059517735947, -0.7751929225724616, -0.5129050803419818, -0.9437816049785819, -0.7121834403668389]","[0.68636984, 0.54818404, -0.29076657, 0.27671653, -0.07930427, 0.6235675, 0.24600083, 0.40910745, 0.17212792, -0.48441657]","(10, 5)",1e-06
24,"[-0.16368099539043024, 0.9924642877554309, 1.5017809662698562, 1.7499909856268978, 1.8575848526434937, 1.8671810402860531, 0.4432714813088353, 0.5882500217078281, 1.3552075007307907, 0.9892293937218952]","[-1.112930554346549, 0.39278428178284436, 0.7960721468640088, 1.103744892837852, 1.198118539207972, 1.258525583039508, 1.2379182487662992, -0.17568764307431434, 0.6760938432449853, 1.017160579108298]","[-1.075032589537582, 0.4658320926490625, 0.7451997984196704, 1.1058759280927477, 1.1507492335100729, 1.2389042258681875, 1.200693792518707, -0.24965703773619619, 0.7536965315163386, 0.9545379224085291]","[0.22736192, 0.1196217, 0.5278511, 0.90702266, 0.3843298, -0.52590346, 0.087496236, -0.56301314, -0.844236, -0.9230387]","(10, 5)",1e-06
25,"[0.08350745381100205, -0.8242756176951482, -1.011413625416096, -0.09363244690039896, 1.0122823555583396, -0.016629211871084237, -1.339810472310588, -2.081997936761713, -1.4947085922194965, -0.5558238426717202]","[0.32273195480336575, -0.07785852359068082, -0.7853463558998078, -0.6187404474661921, 0.21573777683269707, 0.904413467141991, -0.46883594544207974, -1.105392499589548, -1.529301686966939, -0.730057748736027]","[0.29152812361345337, -0.07271202566161158, -0.7769485541095748, -0.5867461698425185, 0.22040655505676068, 0.8845720187449974, -0.488822547479852, -1.0627418547309855, -1.4948249729671141, -0.682300643658645]","[0.24330626, 0.94970274, 0.8621409, 0.5071308, 0.30371326, -0.6394258, -1.1463095, -1.510733, -1.1256535, 0.5455667]","(10, 5)",1e-06
11,"[0.9041179734816571, 1.3128266820579864, -0.08782188970286342, -0.06818098498933428, 0.5325499896573734, -0.23708674172827865, -1.4348660106393332, -0.4933474587559986, 0.2532797562564811, -0.8010393132490272]","[0.14243923322386534, 0.8328983568697245, 0.8963775036231242, -0.5360106415144255, 0.19982433576787847, 0.4326378217734342, -0.45340565261499577, -1.2081631843318354, 0.11073413340991906, 0.19791268955152155]","[0.144573628448405, 0.8322274744974258, 0.896800531930338, -0.5396231344256734, 0.2026977973951748, 0.4302227420837198, -0.4539914769785896, -1.206881774291454, 0.11674927568900176, 0.1938310692770147]","[-1.4744201, -0.5840693, -0.73498577, -0.9164708, -0.88998246, -0.63075745, -0.104235746, 0.073367536, -0.72717774, -1.2508047]","(10, 5)",1e-06
10,"[-0.8772296308972455, -1.6549104396358945, -0.31582108669494224, 0.7705771338391414, 0.24377949080872308, -0.4566587265431938, -0.36452016573846713, -1.0615117756657937, -1.411526515194137, -0.40210935568612516]","[0.004444454067039555, -0.8794518579307653, -1.215184510670512, 0.2917711686403137, 0.6246915495189845, -0.06856628395076919, -0.4223755845678092, -0.15333237345456252, -0.9848455889385124, -0.9191037207248808]","[-0.020660491928538166, -0.9353904176299954, -1.257929557925019, 0.2637899316321063, 0.5815253146855726, -0.12701239733824182, -0.4716636078882578, -0.19386066626182588, -1.0356365440018482, -0.9637163453075897]","[0.07436778, 0.26395303, 1.0463576, 1.1592972, 1.0037998, -0.34115335, -0.66113937, -0.386178, -0.823036, -0.37948453]","(10, 5)",1e-06
22,"[0.33438651265842706, 0.8984919538709591, 1.255431644998678, 1.783500954397775, 1.239939248831758, -0.1801253960457755, -0.6709199658377545, -1.1298765987584993, -0.5347702735330219, -0.5966475730795737]","[0.49832583589606355, 0.08522359471039528, 0.8558801565157614, 0.8274915667407973, 1.3697551710273763, 0.5550616633180699, -0.45765622770481046, -0.4420918519853493, -0.9088306727658247, -0.0803549371501095]","[0.5111764605487991, 0.07540392273303244, 0.8924021254758614, 0.8296765095275425, 1.413767661077231, 0.5406688384804088, -0.473114103070897, -0.4458538612631708, -0.9379882812463582, -0.05798354297832947]","[0.55964136, -0.24783853, -0.015530065, -0.6525993, -0.26472297, 1.1502243, 1.0224462, -0.021324834, 1.0693314, 1.2147611]","(10, 5)",1e-06
12,"[0.15975893077394543, -0.6714124980704688, -1.290158604413174, -1.6942023779207949, -0.2920549054519067, 1.0150965112652832, 0.5274579925926742, 0.016072710814402813, -0.11857658304519078, 0.34342723076854553]","[0.9234486538678678, -0.30196539615998846, -0.5204297999904746, -1.029943704417937, -1.1792305257118265, 0.2975603574040065, 0.86631633256328, 0.09429982631103423, -0.0310772023411143, -0.10303798187463363]","[0.921245646506572, -0.31123202311865855, -0.5171372231070578, -1.0370334024508188, -1.1796341714789498, 0.3121635258608502, 0.8644278806058943, 0.08561912802661886, -0.028118921714333337, -0.10528980830587825]","[-0.5480392, 0.3233771, 0.7563585, 0.19597864, 0.7214993, 0.16405845, 0.4292897, -0.3887356, -0.18141149, -0.5367263]","(10, 5)",1e-06
9,"[1.3720358408819346, 0.1934169010522101, 0.27509356117561357, 1.1698136779493402, 0.8396187983203321, 0.07579211512231926, -0.5409942725418014, -0.7460267956586354, -0.43181432207649323, 0.5030684841082512]","[0.636904104623728, 1.0535837885700707, -0.3333749932328252, 0.44178105779202614, 0.9489231490533271, 0.3651572237936686, -0.10678649677451504, -0.4876010241545439, -0.5022262835813633, -0.18070118028581153]","[0.6034778295420987, 1.065988979624622, -0.38113544963794177, 0.48351299697928474, 0.9230520257291159, 0.3506888901941693, -0.11358450703118127, -0.4871731658579188, -0.49227579074344463, -0.17064740348091728]","[0.8501523, 1.0580058, 0.805569, -0.41174287, -0.70918775, -0.7309958, -0.18711723, -0.56106603, -0.05347681, -0.6814032]","(10, 5)",1e-06
15,"[-1.314869177500513, -0.8128914800497161, -0.9034256162458353, 0.02329661284420509, 0.19275515633593684, -0.9766123479889883, -0.8038138207200214, -0.27456184565904596, 0.6611367385216939, 1.6933467873451775]","[-0.5886015160302154, -1.0205684194854054, -0.30260727030701345, -0.7521219810923285, 0.3993576033903694, -0.006923645359247846, -0.9731505253093644, -0.3172385580653392, -0.11594256662637636, 0.719108021834882]","[-0.6211990134102218, -1.0759793910628586, -0.3162161366005845, -0.794639156024654, 0.42299711682667296, -0.008652482181453189, -1.024991600394355, -0.3313355791795512, -0.12259512266621152, 0.7588136627619222]","[-0.057152566, -0.5311033, -0.9645813, -1.0311508, -1.1639001, -1.2418987, -1.3542947, -1.1619391, -0.22365187, -0.53773546]","(10, 5)",1e-06
3,"[0.7980877186989277, 1.2468067813411086, 1.2401457725175637, 1.5366640958549644, 1.5519090964049083, 0.20115061110280497, -0.77519480065918, 0.1100903025267086, 0.47543770245064265, -0.3961646607507813]","[0.7727444411989659, 0.41171549809944474, 1.0409490322913864, 0.7196712563718707, 1.1768284676690293, 0.9634948625703936, -0.28059682018239185, -0.6348963905679841, 0.42753849781070064, 0.26166845354529233]","[0.764220201894502, 0.44963374888111274, 1.0415530004173088, 0.7671928124817828, 1.1896078219155597, 1.0156611617049476, -0.25867348079472996, -0.6581747057535423, 0.4098103760260874, 0.28888995035362774]","[0.10498679, 0.048026353, -0.43384913, -0.83153635, -0.17223749, 0.69215965, 0.6073921, 0.9100401, 0.64156425, 0.38476005]","(10, 5)",1e-06
18,"[0.6554220069690487, -0.27970866932576083, -0.36477843347642436, -0.031330279488522184, -0.4869737980110459, -1.1616764337448426, -0.8786642603399086, -0.2585873045465875, -0.1496013583854589, -0.758057730817691]","[1.072740373942728, 0.11905181999768472, -0.3392345793246032, -0.19516114381412275, 0.06625029241853919, -0.5200989442203154, -0.9016269616346848, -0.4278507795225662, -0.0446619147853044, -0.1272704009928067]","[1.110453459886084, 0.12676081025382266, -0.3509295595156904, -0.20215282881780222, 0.06794268335154142, -0.5357489635332667, -0.9326292379222936, -0.4436980985723793, -0.04647199587447784, -0.13128591813429213]","[0.38737413, 1.0733912, 0.9393828, 0.5383171, 0.4267931, 0.65745187, 0.71729463, 1.1551553, 0.85092753, 0.7127154]","(10, 5)",1e-06
7,"[-0.8232601166334932, -0.5298394014472506, -0.3387823766722479, -0.7212923203315648, 0.2598628305207872, -0.1039366254986972, 0.3854609948048303, -0.07987568228383563, -1.3004569534483674, -1.9072242717731585]","[-0.7770452226186639, -0.4347375053241612, -0.31247064878517, -0.18254705227966292, -0.6300187941917332, 0.5748722276166538, -0.39137273930702415, 0.5811473644583425, -0.3704493645130068, -1.1152322711918639]","[-0.6978165856456123, -0.3968793785743571, -0.2811757379481922, -0.16640619750543073, -0.566541310910964, 0.5101610850021321, -0.3415056293859186, 0.5095542359754284, -0.3168562273861688, -1.0074545354331172]","[0.28048432, -0.87078667, -1.0992671, -0.08815497, 0.9266753, -0.005828738, -0.84324944, 0.39236268, 0.21329676, 0.71880436]","(10, 5)",1e-06
23,"[-0.7972534420681722, 0.2865580919118626, 1.3092846607646509, 0.5319940660574185, -0.01799348567364678, 0.7823631415737075, 0.6977989543286605, 0.14898163745840431, -0.9797952977894697, -1.5618723998755375]","[-0.7442062845127789, -0.4251502998117827, 0.499133241817754, 1.059718039855774, 0.002135046129531526, -0.019061008738412544, 0.7918936459429138, 0.30185213135720357, -0.0019444282201974694, -0.978823083679371]","[-0.766406083399954, -0.4125026152010256, 0.5015380045110751, 1.0669807238383002, -0.012541423450942335, -0.011714928272611815, 0.7978693527286296, 0.29284080208026514, -0.000977325702970419, -0.9913499150148979]","[-0.10940048, -0.22480913, -0.89810115, -1.1872082, -0.23439793, -0.50922334, 0.37945646, -0.48038658, -0.39316818, -0.28758135]","(10, 5)",1e-06
13,"[0.4776846498526209, 0.5821712388038603, 0.2802554900752415, 0.22297160123899062, -0.1975596134215989, -1.0425238717296366, 0.09155253831370191, 1.3776430823527734, 0.6777434048553513, -0.3775402270772465]","[0.6008590120983393, 0.17725514380345123, 0.49354366690213475, 0.0334836566241741, 0.2062297729269036, -0.3006744998850507, -0.8921866217871113, 0.5376458492072576, 1.1088201577491446, 0.12333332598077901]","[0.603962451144779, 0.17810278345816338, 0.4953277919545993, 0.034278459534193534, 0.2064865252495178, -0.3007936570781048, -0.8959076179547449, 0.5381940910701396, 1.1113677403074027, 0.12173883786392334]","[-1.2074641, 0.100898325, -0.5745792, -0.8964966, -0.7682348, 0.5370915, 0.70679826, -0.12716243, -0.7409877, -0.015365908]","(10, 5)",1e-06
34,"[0.3332583930137314, -0.23995789038278237, -0.1122022786309056, 1.0596879630957488, 1.177080487643221, 0.06245018526644397, 0.3923453408792714, 0.7568536651749199, 0.8723372494612107, 0.7982448589461052]","[-0.46563829537462587, 0.5660775407010443, -0.5229966607333045, 0.14929605173574667, 0.9850399372278754, 0.6845605190292833, -0.27983007424819767, 0.5322603780033702, 0.4907234761732348, 0.6269755113745933]","[-0.4306375999443702, 0.518082873520637, -0.4676908209804369, 0.10898616440824666, 0.9559975368867913, 0.6745444323086836, -0.2551398812649557, 0.49159600343862847, 0.49027142211522573, 0.6011888316600724]","[-0.49472198, 0.005933283, -0.24083832, -0.43877462, -0.76346993, -0.2904064, 0.7535436, 0.45730147, 0.1421032, -0.57253265]","(10, 5)",1e-06
27,"[0.30040852971221266, -0.8635496756460255, -1.108788642005658, -0.8672904828370445, -0.8654089035328904, -0.3739462395836059, 0.1337306828910472, 1.1138616177334373, 0.38626475625811707, -0.33900312009153016]","[0.8854465399547372, -0.14231474026515595, -0.7923923055134475, -0.7125924892489344, -0.5109942382125773, -0.6099117844266018, -0.06899034737030504, 0.1682258565761997, 1.0297486894453374, -0.12860958846455167]","[0.9357544630886322, -0.10355770307046869, -0.8222073416325582, -0.7565816961420063, -0.5426709623063475, -0.6341987433176633, -0.1002052089019304, 0.178016191162421, 1.0428412026053566, -0.06450842821719019]","[0.30128548, -0.47882676, -0.8948923, -0.9974894, 0.02874447, 0.06748721, 0.06922032, -0.12603958, -1.1440411, -0.73158205]","(10, 5)",1e-06
14,"[-1.2440986860865688, -0.4865508935504905, 0.2975830767098091, 0.7568197055496705, 0.16370804313753556, 0.3232395075890545, 0.4764214573147744, -0.18314757271140183, -0.9892241619774378, -1.1428070380385411]","[-1.3117611664475848, -0.5882181028627764, -0.1924418421191023, 0.39380399776936026, 0.5599177066649903, -0.11625081019495961, 0.38136491268653433, 0.2857390009715073, -0.32601707319715545, -0.8262156253788601]","[-1.295782134042414, -0.582220074596217, -0.19007800315232964, 0.3878953191556848, 0.5530771475827163, -0.11403413883151896, 0.3752401254238151, 0.28260852179866014, -0.3212755997931328, -0.8151522626144387]","[-0.21752554, -0.21400115, -0.52232945, 0.44833228, 0.47793278, -0.35255402, 0.42334074, 0.5129371, -0.04606308, 0.5067123]","(10, 5)",1e-06
38,"[0.19644936950695574, 0.7281072577741707, 1.1272456055662539, 0.8525148113636306, -0.3894738733621225, -1.603538127060835, -1.4450464554723474, -1.0456602876981642, -0.656953379263158, -0.013529857602883555]","[-0.009104065229563349, 0.20100140212173742, 0.627606556713302, 0.8134423272096029, 0.4457936477588292, -0.6123706972415371, -1.2973527784400667, -0.7963700662523142, -0.6474752545720072, -0.3332157519771544]","[-0.013026502665758458, 0.21156659609635475, 0.6460663516530138, 0.8313008552818697, 0.4464224117017722, -0.6437537772737942, -1.3297096867442437, -0.7982377065975844, -0.6658468934460435, -0.3307656635355058]","[-0.7593555, 0.6036212, 1.3787932, 1.4110746, -0.035580516, 1.1152278, 1.0589347, 1.404763, 1.4246104, 0.21752253]","(20, 10)",1e-06
28,"[0.4827028715952292, 1.4678364634529344, 1.3724934473667743, 1.0175367027674227, 0.022275222104768733, -1.2173349750094409, -1.5869965908448915, -1.5499497042573265, -0.8359834031823613, 0.6462443282473137]","[-0.5051172102800897, 0.7352614767352741, 1.1002057250852975, 0.8223905848241256, 0.6063414103553598, -0.2808954830729112, -1.0768872334729853, -1.0485529741083988, -1.0256732172031269, -0.3231467945807978]","[-0.5195414260282876, 0.7715169439009939, 1.1078640298032083, 0.8330566041765478, 0.6119265284302646, -0.30025021113482514, -1.0999498256385412, -1.060052230346995, -1.044760821125123, -0.313328897100296]","[1.1257343, 1.0929309, 0.9384672, 0.9118022, 0.9287233, 0.46218777, 0.3936252, 0.63331944, 0.21204165, -0.14283633]","(10, 5)",1e-06
37,"[0.5198539064413863, 0.6858897627786857, 0.10725806906728796, -0.9021371215984122, -1.7735493506493345, -2.003625817677107, -1.6001014203826736, -0.7717716489465446, -0.24750679902302114, -0.36925922064009464]","[0.38359838798831714, 0.3280547124472277, 0.5218624065550719, -0.15367313421024797, -0.8253005544932882, -1.3608990734026905, -1.323176280975762, -0.9385132798947927, -0.30251500899914824, -0.09624929452344702]","[0.3735197343471385, 0.3212970696637332, 0.5104155236065158, -0.1515271024745888, -0.8074978106074922, -1.333704679911328, -1.2976350886934804, -0.9215094287892422, -0.29602500827026385, -0.09463541603313688]","[0.3330617, -0.43205526, -0.35135978, -1.0778339, -0.14698763, 0.8571781, 0.07029657, 0.47837496, -0.84560406, -1.5338255]","(10, 5)",1e-06
30,"[1.2814768747862875, 0.7463073658718593, -0.6197134102433243, -1.037345767595449, -0.9008440397125207, 0.3078315876998408, 0.021581535938597574, -0.8796944083338989, -1.081324879546362, -0.7193946696679511]","[0.43879132928733666, 1.0620812101426191, 0.21526676080054974, -0.7273467906435991, -0.6736723722736494, -0.564007853575696, 0.5898355144876888, -0.2733362213052468, -0.7430262976812755, -0.7098117307057242]","[0.45985433020152167, 1.0741234078562514, 0.24667605392622435, -0.7396448857869931, -0.6953304326092639, -0.5790948607441746, 0.5838541438588409, -0.2532891797339625, -0.7651574702362096, -0.7267625148174944]","[-0.11917572, -0.7288859, -0.9252792, -0.8748166, -1.193754, -0.6408244, -0.8684754, -1.0971397, -0.89794886, -0.38516524]","(10, 5)",1e-06
45,"[1.5986809186122513, 0.5870517951914, -0.41358013736480403, -0.4052438815562328, 0.7583692513653287, 0.6914356783987883, -0.44176982189254166, 0.21781130501365153, 1.3373666074715205, 1.2397585200818428]","[0.786672168079583, 1.2053448345724598, -0.015620622094829839, -0.4057698263173891, -0.20235896839753825, 0.8595487355640978, 0.26166131061673936, -0.5726004772009113, 0.5041115436141073, 1.085310835664467]","[0.7503285365582619, 1.1343419516548834, -0.053064525158763726, -0.36987339070182984, -0.18855500122437843, 0.8352655300808294, 0.20930742405176597, -0.5405839179428342, 0.5072019793744238, 1.010593357513431]","[0.09617842, 0.10414068, 0.0035914592, -0.25540438, -0.28319195, 0.22980869, 0.47997078, -0.18622223, -0.49750045, -0.64078665]","(10, 5)",1e-06
55,"[0.0597406406247821, -0.1678599922012634, -0.9621383958223706, -0.7242586151080308, -0.17647016738731758, -1.0147712914908675, -1.2606932635760457, -0.9813658235672976, 0.39282085477752915, -0.09476282728208718]","[-0.039946685167910584, 0.07971398320873739, -0.2077169838056321, -0.8582799039195546, -0.2951186631482535, -0.028910835813190816, -1.000315873584272, -0.7605353267839096, -0.6010981601753429, 0.6933699348652006]","[-0.06907712276041064, 0.09674027895240753, -0.22073881754936345, -0.8567964270934832, -0.27939672123857684, -0.03064702778758068, -1.0109987781436918, -0.7406190919368056, -0.6016329652666781, 0.7156798346111549]","[-0.56732553, 0.019786354, -0.36533684, -0.9489154, -0.0893379, -0.4805472, -1.1156846, 0.1309938, 0.37705535, -0.054602183]","(10, 5)",1e-06
35,"[0.8718212183723597, 0.23996180134999567, 0.5027677335543254, 0.256883532130359, 0.4565036352177868, 0.931794886936089, 1.1337187066863104, 1.2265590848314618, 0.9301097178148303, 1.398123321187097]","[0.6515019435710301, 0.5460702465868447, -0.03307332194342666, 0.5193043945260387, -0.002768665132660303, 0.45788796778411694, 0.7028509030440305, 0.782293255164295, 0.8354124572493142, 0.5124034891901732]","[0.6214405539497161, 0.5388342648960885, -0.03177866030018309, 0.5021402090143567, 0.0021584083524391756, 0.44016488608400384, 0.6856143237484045, 0.7615160653685561, 0.8153211344865703, 0.5021028141810746]","[-0.33625138, 0.04747197, -0.7144854, -0.6054716, -0.70206666, 0.43434143, 0.25987458, 0.45772758, -0.5148529, -1.038767]","(10, 5)",1e-06
39,"[0.674737531176434, 0.22585632107127612, 0.1447173558891808, 0.8449839033204969, 0.981149081186912, -0.12607406087554024, -1.1291825113924396, -1.7708241223934436, -1.9237683696617718, -0.7785626463038531]","[0.5973708668962577, 0.3760520977283051, 0.037830272207123566, 0.125802219785619, 0.7820827934276874, 0.5901076844730684, -0.4211279031120744, -0.9186185598364025, -1.3115148424752423, -1.2680109484241506]","[0.6004760090901349, 0.36303736204782266, 0.03297260671991607, 0.13021758598894836, 0.7945748873151087, 0.571045744554592, -0.441480129295847, -0.915451558210254, -1.3161179470653042, -1.256902311566227]","[-0.2097133, 0.7714248, 0.63322103, 0.75787044, 1.0243386, 1.0914848, 1.1693038, 1.1941777, 1.3427085, 0.8233359]","(10, 5)",1e-06
