seed,Test,True,ARMA,Informer,Informer_para,Informer_lr
71,"[-0.3554152505113094, -0.02975410376236226, -0.25959945907995363, -0.9358414537869765, -0.12890522663637843, -0.5793798935908536, -0.41284641392986976, -0.17134171205282966, 0.7643885659247678, 1.6737191415560615]","[-0.043121824067123976, -0.3338543384777474, 0.13717306547651145, -0.32818599181820934, -0.7717484578778717, 0.2569690023025575, -0.7078643947421324, -0.05891421655880358, -0.14188460377342788, 0.8353308678114817]","[-0.020695608856997977, -0.3535240467286214, 0.1338090274668601, -0.3273670112458105, -0.8043941855605312, 0.24219884892351906, -0.7027652431610166, -0.09612686200249035, -0.13018365109427718, 0.8385152946054881]","[-0.4273196, -0.05545391, 1.0229955, 0.92169225, 0.33825132, 0.43432048, 1.1932406, 1.1110532, 0.9390179, 0.7655676]","(20, 10)",1e-07
58,"[1.510355179741854, 2.0301940980054147, 1.602444767843888, 0.48715777178627817, 0.5733721127916374, 0.3788016595510697, 0.12708588853599878, 0.2878831986044595, -0.5186035928698992, 0.01585601199575798]","[0.6038429570714859, 1.2084337012061108, 1.4259772474023593, 0.8894561441427083, 0.042429699714923996, 0.5521572629341753, 0.10272302808398204, 0.07572437449400776, 0.2500210113574556, -0.643614098548627]","[0.5767133015191583, 1.2471654704173005, 1.41677963703005, 0.878763312037487, 0.017203235435398312, 0.5871878393532572, 0.0671529435700861, 0.09483222202374456, 0.24676992078001847, -0.6771981879434894]","[-0.22625364, -0.34547442, -0.65940845, -0.1325868, 0.94439733, -0.14427076, -0.55676293, -0.7917216, -0.18574336, -0.10345417]","(10, 5)",1e-07
61,"[-0.0036954660390594585, 0.27550783067996126, 1.1239127417131645, 1.1687177412800736, 1.1831522415013263, 1.5818914086661853, 1.559611048077245, 0.11037240701178674, 0.016774561263831866, 1.010526995482934]","[0.1346935947096829, -0.0710422633939009, 0.3110289623769117, 0.9683982605247086, 0.6845186110177193, 0.8408929359924666, 1.161444940669952, 0.978888577742269, -0.37907188185934776, 0.20631050219350575]","[0.1411087127293168, -0.07020814480848371, 0.30368877721128906, 0.9609565625153023, 0.6948403121697259, 0.8355579070808424, 1.1632393943585857, 0.988403338434171, -0.3573759607693239, 0.18478940847846098]","[-0.92613137, -1.038625, -1.0633953, -0.9066081, -0.31324276, 0.43052337, 0.73813283, -0.14067388, -0.26924103, -0.66460526]","(10, 5)",1e-07
82,"[0.5965816182483674, 1.2990713543801533, 1.9234065624372736, 1.406278453618136, 0.7102716267622579, 0.4623261112951719, 0.3983423829156504, 0.739548226017041, -0.1040164850777916, 0.4512726259317906]","[0.09717399050939596, 0.5479946229936694, 1.0250740428833187, 1.4108695409956142, 0.700843683120329, 0.3598497852020934, 0.28240121869412527, 0.25714177356858775, 0.6109773392327471, -0.40950515469416515]","[0.060204100826482254, 0.5724693407256758, 1.0458596056783747, 1.460566670962175, 0.74882037862441, 0.3730025824762331, 0.29531765091704143, 0.2664321381538081, 0.6243684138750497, -0.39125704735497313]","[-0.06368585, 0.11004375, 0.6733363, 0.9253142, 1.2758155, 0.6243711, 0.31827593, 0.701873, 0.235141, -0.71860254]","(10, 5)",1e-07
60,"[0.1439260942628195, -0.5516878304774138, -1.253597244706976, -0.6692049931331621, 0.09871728711618077, 0.7569978747274981, -0.1512836748371179, -0.2700760217890171, -0.642043653227157, -1.5500347664759542]","[-0.4775463092182544, 0.38269924887194673, -0.7430374549133871, -0.8820785172502825, -0.2281657345080208, 0.21280015437019117, 0.6505977975424025, -0.4765825736083192, -0.03178473498485748, -0.6261512857347282]","[-0.46870898142348666, 0.38835657108771043, -0.7448071872469741, -0.8391342395463046, -0.21579846411656328, 0.21079028574801972, 0.633012388161761, -0.4822299010004757, -0.010990633404999048, -0.6234552261616626]","[-0.39936838, -0.84999293, -0.9278557, -0.94780165, -0.96432894, -1.0556463, -0.6451939, -0.38288972, -0.13777295, -0.24153541]","(20, 10)",1e-07
76,"[0.9170068935406449, 0.09921659153687062, 0.027081572364266338, 0.35196597674754104, -0.6042087501673028, -0.6224803369831329, 0.30027899987465956, 0.4035081592790838, 0.46612235038460753, -0.10607835979586652]","[0.6285459706553915, 0.602733908212949, -0.20215036256960392, 0.1281567536490683, 0.2878875999230069, -0.7481525501288062, -0.24840406191872977, 0.42448103083402444, 0.19126764386207157, 0.3704885284535717]","[0.6251454807910546, 0.6077102296360002, -0.228057372795346, 0.15194298688957333, 0.280908401459627, -0.7771412928704522, -0.21936764930870312, 0.4295323436169589, 0.1821281369385884, 0.3819889831091462]","[-0.83507484, -0.8542667, -0.8439326, -0.6643977, -0.49800634, -0.24619013, -0.18036973, 0.04331679, -0.3188973, -0.23299474]","(10, 5)",1e-07
78,"[0.6755184010827213, 1.1439816782952925, 1.1528557572551912, 0.7089011188918671, 0.6603542970946401, 1.455951427027909, 0.7632413159410387, 0.06502358227825644, -0.02083398634245487, -0.42931481195208465]","[-0.07286427676973314, 0.7119505394675879, 0.7880064085614985, 0.758852552974442, 0.32947484240464614, 0.49561687589231707, 1.2081429890817506, 0.15916982140016345, -0.014561328421825281, -0.013553322131542228]","[-0.027662038807113792, 0.6691269282562199, 0.817059388725234, 0.7610607336920383, 0.3532319360429514, 0.48713059768925304, 1.205119728235885, 0.20992129483793784, -0.029688152213008072, -0.007127245459857542]","[-0.49643996, -0.77797943, -0.8819435, -0.7463791, -0.6814161, -0.2571524, -0.27508873, -0.65583426, -0.84027964, -0.56829864]","(10, 5)",1e-07
79,"[-0.6303287116750474, -0.4172462558880245, -0.7572533394594584, -0.019003206271569206, 0.4268367240084925, -0.4111084786236091, 0.2619592123410066, -0.4100592315646806, -1.152792322082976, 0.0648824619404823]","[0.2835713083607613, -0.7721143658554281, -0.031189072960310454, -0.7416588029793032, 0.35182619521808234, 0.2509236263994513, -0.5365702918233348, 0.530244358252674, -0.6751814106910177, -0.8152016167374673]","[0.2839500419781652, -0.7427018637800198, -0.05990422510042795, -0.7043431093494681, 0.3050396579723307, 0.2718914160174034, -0.522544859938391, 0.49372223902071766, -0.6204894291808621, -0.8251758830984535]","[-1.1561908, -0.7558598, -0.9203896, -0.42741036, -0.48138136, 0.07539514, 0.63082093, 1.0123211, 0.6538998, 0.8142598]","(10, 5)",1e-07
85,"[-1.3312969593621875, -0.4819894714107096, 0.7434917037912979, 1.3435029603963398, 0.5023171287675088, 0.1822480400419817, 0.4313604082137851, 0.7866010130572215, -0.16108620425007575, -1.0858749210216962]","[-0.7413632764748638, -0.9606153211247557, -0.001681810848331744, 0.7443326092154638, 0.9713366557886078, 0.01664880087320486, 0.17392363960537927, 0.34439858841109544, 0.6144017188516737, -0.46828706367591266]","[-0.7031187442275172, -0.9485037058152015, -0.02697485571399058, 0.7205891021803092, 0.9514163130478235, 0.042680841841588324, 0.1540965610210322, 0.3406206890079829, 0.5941158277222991, -0.4257864093432461]","[0.9298215, 0.38631907, 0.04344908, 0.12143963, 0.39688852, 0.48524326, -0.18056677, -0.3849535, -0.6892302, 0.051728208]","(10, 5)",1e-07
92,"[0.8596404822819658, 0.4374904133750261, 0.7191868944438928, 0.3651578480343064, 0.08424335058355342, 0.9652470838024234, -0.03361744545792311, -0.7012014607522381, 0.3366434321231948, 0.7734045106531834]","[-0.124765866916691, 0.9220234157403113, -0.023521294495129547, 0.7309475416914576, -0.00031592281142239775, 0.08440131198926462, 0.9230464278077911, -0.49514065936181867, -0.4536311310713288, 0.5634589976588592]","[-0.12610733445280922, 0.9201480725218514, -0.019637014276755488, 0.7243986106551457, 0.0072796961998548015, 0.08004192508524205, 0.9205511742602771, -0.48649249192131366, -0.4559935305740737, 0.5597041931490896]","[-1.0437558, -1.0456216, -0.57464474, -0.56946576, -0.33764875, 0.3855401, 0.78576463, 0.7491588, 0.5472522, -0.33414912]","(10, 5)",1e-07
94,"[0.9920904917775231, 1.404787258984352, 0.8012487493676103, 0.7159173176371231, 0.5870722326524214, -0.22594986489279378, -0.8937359625112508, -0.35962977264115575, 0.5938938908482846, -0.18655597877024993]","[0.884112738136156, 0.5500341227094451, 1.1297701976296293, 0.23636365055279557, 0.5977354923607252, 0.28820448647205876, -0.37005210812882317, -0.7087099084468391, -0.005274818417736166, 0.5965313000571526]","[0.864191154585052, 0.5832599609777724, 1.1156898981783392, 0.2848767086107768, 0.5735834394414603, 0.3185538730183211, -0.364196612674177, -0.7129018854525111, -0.03254873291346, 0.596805014279178]","[1.1430908, 0.44943208, -0.58699644, -0.7482431, -1.0189112, -0.87057054, 0.49411887, 0.72811675, 0.6447463, -0.43080947]","(10, 5)",1e-07
100,"[0.6222004416663334, -0.14643987609322695, -0.589992441037281, 0.5659891711853549, 1.149165459575575, 0.4060878722864004, -0.529152482535381, -0.016476438998050513, 0.34979229227538555, 0.2217781204849847]","[0.10549828280820003, 0.5694513002622333, -0.4311655262243436, -0.37440967792510915, 0.7531940101479094, 0.7725684545016201, 0.019803645035590345, -0.5390543050531762, 0.2530507135285376, 0.22326693551111676]","[0.11484686543695682, 0.5427439848182674, -0.3997275080726167, -0.3750466872658365, 0.7230797421032791, 0.7561766233003604, 0.0262114897297418, -0.5209722162876732, 0.23540701252168286, 0.2222731877337973]","[-0.43929878, -0.3693794, -0.43064544, 0.19120106, 0.06600461, 0.21518877, -0.27585867, -0.83329505, -0.8151214, -0.9364663]","(10, 5)",1e-07
93,"[0.30153223106988497, -0.10321544872931196, -0.2748992041791227, 0.29015353002316857, 0.35914253840275745, 0.9712980800074007, 1.1340918819236876, 0.33791150229537725, 0.40404228402007347, 0.5769322414121981]","[0.45274007283906675, 0.0751621946503516, -0.14079654605448777, -0.20450093115187884, 0.392403995599108, 0.16294054060320345, 0.889827809705799, 0.6891779770707881, -0.0066774862400167945, 0.40738102714008184]","[0.4159710493168258, 0.11607313740752687, -0.15377831265123745, -0.20526902249111714, 0.3789514103876732, 0.18944023928723383, 0.8812239889688582, 0.7383682718438801, 0.009943463183864298, 0.39699296411333396]","[0.07613431, -0.33799332, -0.8433356, 0.022094436, 1.0800587, 0.9654329, 0.12343672, -0.64612985, -0.93602103, -1.189247]","(10, 5)",1e-07
84,"[-1.0773882682801095, 0.09131150572273972, 1.4135278971612522, 1.2096555701259912, 0.8029150850723583, -0.31707212454065514, -0.10828527337610316, 0.10507598256799106, 0.7912046177200425, 0.930934130756752]","[-0.5941391785567693, -0.7803186790017248, 0.4814708452236021, 1.1727924745494511, 0.6232593328512657, 0.4912854186467255, -0.5627148338640179, 0.17307214355590578, 0.018539910790038167, 0.7819346623250234]","[-0.5990059768147293, -0.7860631344987885, 0.4811888797408444, 1.180998726134258, 0.6279609488162418, 0.4948012169596309, -0.5654668769521961, 0.1722056788232055, 0.019938702745748528, 0.7840651767987579]","[0.62845516, 0.3081081, -0.08621881, -0.034150064, -0.6888782, -1.1381295, -1.3163415, -1.0917516, -1.1684792, -0.21572351]","(10, 5)",1e-07
97,"[1.4183671678152758, 0.4139600652939346, 0.48535394723718606, -0.04410255415612191, 0.4525782606865739, 0.09852123979295663, 0.0581639591738482, -0.5169310831622613, -0.35451166912538934, 0.8486503987237831]","[0.7543061489748016, 1.041214093327875, -0.10664698137000295, 0.5386774379221875, -0.3134412731172157, 0.6092988972451818, -0.20612820882963426, 0.16122806358866532, -0.597545114956594, -0.05573911164709233]","[0.7418294414305162, 1.0687631808256433, -0.1888205667717913, 0.6237982010314471, -0.41047335175362376, 0.7142470421111039, -0.30818687182661814, 0.23823873334238888, -0.6793009471336425, 0.01710609149481357]","[0.5917229, 0.8005516, 0.8487337, -0.02404679, 0.40427348, 1.0403184, 0.88414985, 0.56980604, 0.013928819, -0.30014554]","(10, 5)",1e-07
99,"[-0.6498029850777745, 0.3893539140723592, -0.008361240862607366, -0.7097390734515481, -1.0072067818740826, -0.6339129644263006, 0.7135116813054091, 1.396591786710745, 1.0031708116774778, -0.4296508252965735]","[-0.11705891312578315, -0.5912735285148829, 0.6849906783298007, -0.3508565800275077, -0.5343107834377943, -0.7400513901551855, -0.2638872693487079, 0.8454553159797631, 0.9738641287208634, 0.5162387473170461]","[-0.11657656586727239, -0.5887036245870255, 0.6800190163016739, -0.34449937165077993, -0.5322249554388756, -0.7351870370047631, -0.2642710419717361, 0.8396037627414628, 0.9687199482188107, 0.5136602326572076]","[-0.03301106, 0.45270744, 0.6154546, 0.5633643, 0.55037105, 0.24740286, -0.26524645, 0.022386197, 0.08069525, 0.4258311]","(10, 5)",1e-07
91,"[0.3545847810736995, -0.38975637253466244, -1.529425353097951, -0.8268873015709277, 0.6365461092780518, -0.15301607298961528, -0.4043066933888111, -1.0811037141111999, -1.848357109134251, -2.2259245068820883]","[-0.18622597904702598, 0.4476977705972125, -0.6136052578332687, -1.2226227241813166, -0.21557593948026943, 0.7443340790181865, -0.5251831124987085, -0.14171513713945683, -1.0102461455414715, -1.3432340363635151]","[-0.191189455825744, 0.4533746800611861, -0.6194981671437274, -1.2259402741427587, -0.21173366865768056, 0.7483688514516368, -0.5339038439653739, -0.13531246125308172, -1.0166009156996738, -1.344499898603611]","[-0.6045149, -0.9401637, -1.0591861, -0.9476885, -0.8397769, -0.41325215, 0.11410652, -0.13712224, -0.58553857, -0.016797261]","(10, 5)",1e-07
89,"[-0.49526888152609727, -0.7460328929309152, -0.9918597789897783, -1.304960027194354, -1.6368133427777063, -0.4304367241010688, 0.9542770910203493, 0.8867173276198901, 0.2483301378449666, 0.8005497665221791]","[-0.6227272176590564, -0.1839052726965691, -0.6540802565826307, -0.6648196506984629, -0.9725502018451225, -1.1505382418551449, 0.14483239682650367, 0.8818608926070974, 0.44578688131634137, 0.02543669718679592]","[-0.5679200477097259, -0.1770149900195309, -0.6414255822160315, -0.6287636659404774, -0.9473950038654403, -1.1029931956644459, 0.1810885890672583, 0.8466862161822191, 0.4114592435589162, 0.018609341323412118]","[0.4484984, 0.14990662, -0.46095666, -0.52536905, 0.2823766, -0.37322122, -0.40723535, -0.58689743, -0.6391143, -0.5298323]","(10, 5)",1e-07
41,"[-1.4375676212985418, -2.0217203782526525, -1.9535855577314707, -2.166978050543202, -1.189794536956566, -1.3323027622775923, -1.0140894979802253, -0.2643535583450203, -0.7854779820234, -1.3409865220708328]","[-0.5559291296022015, -1.159603056497441, -1.441918850003932, -1.2326261327295045, -1.5506649841784497, -0.41446204486734106, -1.1250717398439218, -0.4515536280582644, -0.03857674431588809, -0.7661896098654559]","[-0.5572184987479532, -1.1600022082637556, -1.442623472884398, -1.2326503114478138, -1.5610113122545568, -0.4072967951488632, -1.1367884562200992, -0.4483778069961592, -0.04001766486642824, -0.772482692088867]","[-0.6382143, -0.4470814, -0.79159325, -1.1329942, -1.0746542, -0.8428895, -0.88959724, -1.0246685, -0.69090015, 0.56576484]","(20, 10)",1e-07
83,"[-1.4898022222680432, -0.3109631005748127, -0.5951744279989193, -0.5246923011041309, -1.087759376814463, -0.4217591500611426, 0.7426609102994897, 0.7528060875519031, 0.7440215146198741, 1.45521694174279]","[-0.8928126776604424, -1.0433958834378219, 0.2107348411440983, -0.7005418485709685, -0.17442137681864667, -1.0005486884051398, 0.07851519414142727, 0.703403313228776, 0.40110443093751513, 0.5434692991511165]","[-0.8956973417111748, -1.049088311815451, 0.21375079089410945, -0.7034046615464701, -0.17505761880288997, -1.002060091697953, 0.07343551454885916, 0.7060323275026622, 0.4025332431739905, 0.545026443035904]","[0.42214182, 0.7024375, 0.64093405, 0.37953955, 0.73973745, 0.86567163, 0.51868534, 0.47594675, 0.03368255, -0.7452719]","(20, 10)",1e-07
96,"[-1.7501678292007754, -0.7971942000059093, 0.3938658922474092, -0.45714863756277946, -1.052168722196051, -1.0664714795621473, -0.7293493968282486, -0.5032054302575537, -0.23205691191626843, 0.4997808401105744]","[-0.9695056609500554, -1.2654149987257477, -0.1644867006430355, 0.47610924256892695, -0.695203258847243, -0.7045670927724295, -0.7141879331759325, -0.37225543024028235, -0.31707771513741256, -0.07351805434756215]","[-0.9949654395936294, -1.3108669407520321, -0.16338736752894006, 0.49042269526891946, -0.7232951083035173, -0.7222887720289142, -0.7383497672164157, -0.380636073235826, -0.32823964707739556, -0.0736763309543976]","[0.62963563, -0.02648154, -0.6371661, -1.0119385, -1.1432259, -0.8874654, 0.411933, 0.48092145, 0.1716645, -0.533085]","(10, 5)",1e-07
88,"[-0.12535351901394975, 0.08603058028843796, -0.5926475112831628, -0.7978512218358794, 0.03577122429240581, 0.44487145056039135, 0.7412664821382897, 0.07631729439473611, -0.9968099512419335, -1.4889540761275784]","[-0.777693907859682, 0.2634934349158912, -0.04571613716950765, -0.569789442698409, -0.512956500486675, 0.29224947453574324, 0.2987467132925197, 0.5918931254920299, -0.21962926835127883, -0.8869953170662941]","[-0.7822098284549532, 0.2664656475781251, -0.04722571808931861, -0.5726636155924045, -0.5150973560591356, 0.2953796774654555, 0.29896112042086453, 0.5957428089433012, -0.22279956498864922, -0.8907911784505502]","[1.1510984, -0.100207865, -0.7804022, -1.090337, -0.9716916, 0.38279426, 0.9170896, 0.89471, 1.1474216, 0.14470159]","(10, 5)",1e-07
98,"[-0.024751709486492857, -0.5971460663241378, 0.2728564640434047, 1.1688558513803806, 0.18526211348455457, 0.6983190008011432, 1.230512166014851, 1.0703487013429358, 1.414747368266163, 1.289010327184216]","[-0.14517548450490225, 0.04783603276595827, -0.621064082707117, 0.5833885053969632, 0.8771615986818991, -0.253318685856395, 0.8249783437293408, 0.8180229941501806, 0.6613372042678455, 1.0840787661322402]","[-0.09809520805636007, 0.019812270736244468, -0.587929141017022, 0.5251399554779015, 0.8980666263756845, -0.2222885058444227, 0.7743907965425265, 0.8452937374234906, 0.6593490971297685, 1.0778899780848565]","[0.05848456, 0.022619901, 0.4946115, 0.6099457, 0.61770755, -0.36944497, -0.7961137, -0.5711084, -0.4969345, 0.62433773]","(10, 5)",1e-07
68,"[0.21263473829745294, -0.02159108115931474, -0.7355939908870763, 0.11311593314200874, 0.803653853729746, 0.6037626099035067, 1.279551432608447, 1.4060288513171892, 1.5881124618570683, 0.8294192362309764]","[-0.67661078237541, 0.5509401294851579, -0.2970611459018937, -0.5870634179361295, 0.4066476421100735, 0.6003300326747092, 0.3035975935661521, 1.1277526358253709, 0.8421525334045038, 1.1670361951548163]","[-0.6703703015392499, 0.5445946279098466, -0.29185531229885653, -0.5764655303791488, 0.40066170341446095, 0.5891706870076174, 0.2975949420646469, 1.1101968172228607, 0.8267086663523353, 1.1507819481414483]","[-0.12959571, 0.6271401, 0.6533715, 0.87163144, 1.0600603, 0.3724335, 0.7610907, 0.09580933, -0.99641603, -1.4415071]","(10, 5)",1e-07
90,"[1.4245022281618231, 1.799329875111626, 2.206378161820413, 1.767049604338895, 1.9183454248212044, 1.0744307019004289, 0.16026964917266995, 0.12059175201549427, -0.2668079118155402, 0.2526246011402322]","[0.48790248543746223, 1.1805509854430922, 1.2090543823900801, 1.6018509706253732, 0.9661241190262085, 1.4352833653081, 0.35678901924637885, -0.018124860450519475, 0.129654182240754, -0.3316350029359172]","[0.4898520788360653, 1.2029808424936828, 1.2254643743509586, 1.6349238701399391, 0.9809874464182149, 1.4690607799782522, 0.36155333892687286, -0.0175826513955174, 0.13219471368772007, -0.3395256294599779]","[-0.3083656, -0.087836646, -0.026676072, -0.5001535, 0.38224447, -0.3255406, -0.9391322, -0.88328654, -0.75693834, -0.26125333]","(10, 5)",1e-07
87,"[0.37304200380651775, 0.5762159787098875, -0.19769908031622863, -0.3203639541219173, -0.8153877939653668, -0.3420536830765592, -0.41000703934783667, -1.321035881999118, -0.1696072908106876, 0.6487607692576584]","[0.0668150779555817, 0.3396344648287269, 0.4063987462955241, -0.40089845346399067, -0.11991472738992198, -0.7554304302704058, 0.03566153205864367, -0.4278378053771585, -1.1071169793105387, 0.38395119884458173]","[-0.025585832778686174, 0.41648261548000454, 0.37773828826381595, -0.43433943214092025, -0.09095397744433274, -0.8262476279393944, 0.11438587901893241, -0.5075768015806376, -1.126499711045831, 0.476839053495098]","[0.56785256, 0.47535026, -0.50323725, -0.97615176, -0.5530251, 0.74594116, 0.9671449, 0.77991444, -0.28692943, -1.113105]","(10, 5)",1e-07
95,"[-1.251953775866529, -1.3727370399751577, -1.10733230794949, -0.1600413611097481, -0.035180079313670676, -0.6129131056313042, 0.011044381299815775, -0.0844093501524874, 0.6939304783580773, 0.6270762385219777]","[-0.7061472957282471, -0.8988801280024054, -0.923296975973955, -0.6456838199625125, 0.16280054887150813, -0.11658035374942474, -0.5546229287565918, 0.2883558456781117, -0.22858727299154324, 0.8082241148538489]","[-0.723389952249877, -0.8747395764452298, -0.9172600185197366, -0.6278679162574295, 0.17336179005616204, -0.1279378017591826, -0.549744787664656, 0.30454084953769184, -0.247371412302084, 0.8293212432940671]","[0.89230597, -0.042780377, -0.6731001, -0.9892731, -0.8037591, -0.72496, -0.46412042, -0.35579595, -0.5618999, 0.06995897]","(10, 5)",1e-07
73,"[1.5981682754602797, 0.47613100745064985, 0.2460839045818798, -0.4131581420894077, -0.9561774860620392, -1.6382663600870793, -1.60388481734283, -1.8562502351959105, -1.7275972666232273, -1.8483471817968984]","[0.8859232350970252, 1.155206657911767, -0.10147232150523372, 0.2968200653344966, -0.561568174756656, -0.6753933986837113, -1.3005696607452237, -0.9535999869702182, -1.3794502417108014, -1.0378721457678266]","[0.8647769927276909, 1.1100639858808958, -0.10941013591808077, 0.29562714133254353, -0.5531975510334685, -0.6438475887356068, -1.2624867462328213, -0.9129245960781524, -1.3416860914265383, -1.000432909247799]","[0.3321792, 0.085955955, -0.26265386, 0.57120305, 0.16020766, 0.6376866, 0.5656122, 0.5826671, 0.66118926, 0.74489295]","(10, 5)",1e-07
