seed,Test,True,ARMA,Informer,Informer_para,Informer_lr
51,"[1.1027938592817046, 0.34045469877338874, 0.5465650431561858, -0.012748478862714074, -0.031411042081015306, 0.18515080084438512, 1.031587476771617, 1.025435166503927, 0.8898924504433815, 1.490158626581319]","[0.41068459361253906, 0.8974515624754351, -0.10827108246432882, 0.6007005843883502, -0.3130987710568892, 0.1251383434474293, 0.12258162912067047, 0.9702966622112819, 0.540286835398286, 0.6197490327442385]","[0.4112384391512388, 0.9268472094025673, -0.10305370389045082, 0.6073487964058355, -0.30649588716197484, 0.11562360914533754, 0.13265817957039472, 0.9862707297828004, 0.5687600202400297, 0.6321585181329682]","[0.9398172, 0.24666885, 0.07260523, -0.3373253, -0.5294642, -0.67113715, -0.7385489, -0.6003532, 0.054729022, 0.49120343]","(10, 5)",1e-07
50,"[-0.7398717908313841, -0.42551601429476005, 0.19253691287633612, 1.2298119011299429, 0.4577166314850195, 0.704582015968397, 0.9634884957302314, 0.8580584785749414, 1.1904080425814711, 1.4132258747786544]","[-0.2506365489102902, -0.614553516376239, -0.11823925610664054, 0.2516565409296564, 1.1039836306651147, -0.0942751838475378, 0.751719607892166, 0.5876286917841484, 0.5642441326828672, 0.9082859762400376]","[-0.2706230166986866, -0.6159630194381742, -0.13663929657519544, 0.25825848287754816, 1.1153173194778474, -0.06672797351649848, 0.7366252212343122, 0.6200020423123217, 0.5696149008219209, 0.9279164121073532]","[0.4938138, 0.5160679, 0.38041463, 0.059150957, -0.40973026, -0.46384192, -0.82315844, -1.0534717, -0.6740176, -0.4038586]","(10, 5)",1e-07
52,"[0.07698530595451958, 1.302073473651972, 1.4133234630846068, 1.764720429031175, 2.3154781653454277, 2.362995080574064, 1.391187672921547, 1.1643013582939798, 0.39764984455662633, -0.1456017266395344]","[-0.6070785987528169, 0.380524605330928, 1.111811170986508, 0.8574178775913528, 1.3360114902354987, 1.6474724202276785, 1.5392588704602248, 0.6215582376914347, 0.8535222394482624, -0.02911127516750489]","[-0.5866200687859788, 0.3754108574326399, 1.078529508404284, 0.8270952701080334, 1.302801049029506, 1.6045524269861664, 1.5034352386603238, 0.600564257870976, 0.8393489611114324, -0.03637655190893027]","[0.6136727, 0.8398764, 1.0984186, 1.0459932, 0.9759657, 0.021645319, -0.86635274, -1.1523194, -0.3966461, 1.042872]","(10, 5)",1e-07
46,"[1.633972604008512, 2.0515556040711123, 1.2981827694919237, 0.0014295668353975222, 0.11633872874199408, 0.8278345371025561, 0.5531603536194274, 0.4213312298761668, 1.0650114075866626, 1.7370590875200516]","[0.7386829754656061, 1.2646311162757091, 1.419240045933258, 0.5885627465252948, -0.2928518064272499, 0.26276463195561905, 0.6964522211247466, 0.2049342430570541, 0.31886410834763973, 0.9055793534128427]","[0.7269272514576657, 1.2494450958539292, 1.4098038927343732, 0.5937589097757957, -0.2854556747297441, 0.2522118093928597, 0.6902592855156059, 0.20838874257464562, 0.3125339223829112, 0.8944633406101088]","[0.05697833, 0.7897759, -0.23304781, -0.49247947, -0.080742635, 0.042830452, 0.8348665, 0.104353525, -0.30349445, -0.7316207]","(10, 5)",1e-07
57,"[-1.8630088636675026, -1.0000216091411298, -0.45118413556671233, 0.5061288786413728, 0.42788040157579815, 0.9503932125234023, 0.20599477772784902, -0.7118420755422327, -0.3173799698110968, -0.8456177701374148]","[-1.2194831459856854, -1.25326729067466, -0.3733879638037998, -0.26449015366481243, 0.6383739554737791, 0.10869342383890865, 0.896046500603948, -0.24202847257412496, -0.5908278392551702, -0.021966050183511693]","[-1.2155097197441405, -1.2335699867731602, -0.4124775695699199, -0.24802946149907112, 0.5837275332218365, 0.15240100481493885, 0.8294811487414112, -0.15987198681593076, -0.6007174007294802, -0.0410467581416213]","[-0.34067273, 0.37135312, -0.31576285, -0.76085806, -0.93250096, -0.9062897, -0.9065881, -0.6636858, -0.5943883, -0.7503778]","(10, 5)",1e-07
3,"[0.7980877186989277, 1.2468067813411086, 1.2401457725175637, 1.5366640958549644, 1.5519090964049083, 0.20115061110280497, -0.77519480065918, 0.1100903025267086, 0.47543770245064265, -0.3961646607507813]","[0.7727444411989659, 0.41171549809944474, 1.0409490322913864, 0.7196712563718707, 1.1768284676690293, 0.9634948625703936, -0.28059682018239185, -0.6348963905679841, 0.42753849781070064, 0.26166845354529233]","[0.7642202018693898, 0.4496337489429884, 1.0415530004458575, 0.7671928125230169, 1.1896078219879487, 1.0156611615899571, -0.2586734808256892, -0.6581747057796674, 0.4098103760563495, 0.2888899504035941]","[-0.1638788, -0.08845875, -0.5045516, -0.8872255, -0.30898583, 0.7818795, 0.53409135, 0.3764919, 0.57823205, 0.40684575]","(10, 5)",1e-07
38,"[0.19644936950695574, 0.7281072577741707, 1.1272456055662539, 0.8525148113636306, -0.3894738733621225, -1.603538127060835, -1.4450464554723474, -1.0456602876981642, -0.656953379263158, -0.013529857602883555]","[-0.009104065229563349, 0.20100140212173742, 0.627606556713302, 0.8134423272096029, 0.4457936477588292, -0.6123706972415371, -1.2973527784400667, -0.7963700662523142, -0.6474752545720072, -0.3332157519771544]","[-0.0130265026685073, 0.21156659609854178, 0.6460663499682512, 0.8313008540382123, 0.446422409737578, -0.6437537772477988, -1.3297096870343816, -0.7982377067074998, -0.6658468934147441, -0.3307656635288587]","[0.4468883, 0.27707174, -0.5344932, 0.4429132, -0.06026615, -0.6119505, -0.6568879, -0.4908427, -0.6044499, -0.73193157]","(10, 5)",1e-07
39,"[0.674737531176434, 0.22585632107127612, 0.1447173558891808, 0.8449839033204969, 0.981149081186912, -0.12607406087554024, -1.1291825113924396, -1.7708241223934436, -1.9237683696617718, -0.7785626463038531]","[0.5973708668962577, 0.3760520977283051, 0.037830272207123566, 0.125802219785619, 0.7820827934276874, 0.5901076844730684, -0.4211279031120744, -0.9186185598364025, -1.3115148424752423, -1.2680109484241506]","[0.6004760090901349, 0.36303736204782266, 0.03297260671991607, 0.13021758598894836, 0.7945748873151087, 0.571045744554592, -0.441480129295847, -0.915451558210254, -1.3161179470653042, -1.256902311566227]","[-0.47692868, 0.726781, 0.51840746, 0.5008583, 0.8829485, 0.9080485, 0.96804756, 0.91502553, 0.93123007, 0.57200146]","(10, 5)",1e-07
62,"[0.5807857887775404, 1.309510170126392, 0.9957710142775008, 1.4423135326117467, 1.5073385732072293, 1.860124071525592, 0.6912137815587395, 0.7148231064998893, -0.005251213892576323, -0.10066984423083652]","[-0.00012903537550514044, 0.580850306465293, 1.0190850168937455, 0.486228505830628, 1.1991992796964326, 0.907738933359013, 1.4062546048460853, -0.01191352086430325, 0.720779866932041, -0.3656411473585968]","[-0.00502921252308113, 0.5460768104154268, 1.0068606391335329, 0.5262285668569315, 1.1404986002896464, 0.9554517065802758, 1.3647608733236525, 0.10301474469533778, 0.6277478215518039, -0.2530063900729562]","[-0.5399187, -0.7517996, -0.79389626, -0.68540263, -0.5643276, -0.7203005, -0.55094236, -0.20308512, -0.4993333, -0.16136523]","(10, 5)",1e-07
49,"[0.8382158388849568, -0.0017823148800648614, 0.351562312056268, -0.42582646617299624, 0.2523567822596229, 0.3716366264252864, -0.3938303597605525, 0.34268572030417965, 0.12956473948667274, 0.004100428920260829]","[1.221039115717665, 0.22769628102612427, -0.115630455393127, 0.4093775397528315, -0.630515236049412, 0.5676144002843289, 0.08782942628312196, -0.43774507290211345, 0.5615582567552364, -0.15121438889094543]","[1.2193701816610152, 0.1917775393675789, -0.10378886447043563, 0.4085819056644547, -0.6457376308162862, 0.5956393201378629, 0.05545931218031572, -0.42312662667951917, 0.5689268038276784, -0.173978620450021]","[0.70737237, 0.8026088, 0.53024495, 0.0676704, -0.57219785, -0.1369883, -0.36182845, 0.583749, -0.25698274, -0.2667153]","(10, 5)",1e-07
47,"[-1.009250979898832, -0.7701319154712624, 0.08930738572817859, 0.2566093204995177, 0.8323242941617286, 1.3232039795721067, 1.4124786199861312, 1.6719219791951865, 0.8777050605621279, 0.23718701237558681]","[-0.7287000669637255, -0.6449009464169694, -0.4476814422627777, 0.3131481068595674, 0.10003526706973398, 0.7823066606268616, 0.9320506492586759, 0.9464532953567933, 1.1986953315167899, 0.278357394803733]","[-0.7917113814056376, -0.6513006886313581, -0.42491337882109737, 0.2185511659425462, 0.0752676890544883, 0.7502418205066118, 0.8707496177624312, 0.8496334280912898, 1.1221849514758135, 0.18459789602760368]","[-0.5023626, -0.48407325, -0.40502787, 0.2172386, 0.6426747, 0.089544624, 0.1650516, 0.946362, 0.92909926, 0.20709261]","(10, 5)",1e-07
54,"[0.31203083810310817, 1.3613904788509006, 1.195532054916856, 1.4605682871991594, 0.9667515199872356, 0.19552214134450574, 0.23813215504759117, 0.8253908993813368, -0.06620810044579895, -1.3417662727601902]","[-0.6043694926509021, 0.6142155844285593, 1.054282686636621, 0.6683907115985456, 1.1263729313998867, 0.4035650542872923, -0.0062603857991404, 0.24126234794716137, 0.7047597254077561, -0.418587963149677]","[-0.620475048146414, 0.6014984850471712, 1.0968787262936692, 0.6999838826772069, 1.1535136576496905, 0.44412123901150785, -0.007848192298854959, 0.24458468842135916, 0.721896216904631, -0.4014700937973222]","[-0.32416004, 0.024748456, 0.5258911, 0.2562607, 0.021296611, 0.5242834, 0.33843464, -0.09940798, -0.9462515, -1.0794333]","(10, 5)",1e-07
53,"[1.0042581321986983, 1.786586900069016, 0.5037616150013121, -0.8280515123641135, 0.007359997236528915, -0.34453630765982646, 0.046965674911952915, 0.3372333050774645, -0.1431627080297465, -0.8911516232459916]","[0.42355291967175035, 0.7924816723628231, 1.3903460638876046, -0.19141141694249014, -0.7323458038928684, 0.3735328991829631, -0.531302757251308, 0.31261705353760694, 0.18092477830866105, -0.23362509718407704]","[0.4223248953593794, 0.8111678277771466, 1.4147281668447313, -0.21644669403148947, -0.7357896777643355, 0.392089914839382, -0.557830591490227, 0.3377759168207952, 0.1693120621483585, -0.234699927694639]","[-0.99068296, -1.1669036, -1.4000025, -1.0581686, 0.31468165, 0.34820616, 0.5671236, 0.96756816, 0.5951352, 0.2736895]","(10, 5)",1e-07
35,"[0.8718212183723597, 0.23996180134999567, 0.5027677335543254, 0.256883532130359, 0.4565036352177868, 0.931794886936089, 1.1337187066863104, 1.2265590848314618, 0.9301097178148303, 1.398123321187097]","[0.6515019435710301, 0.5460702465868447, -0.03307332194342666, 0.5193043945260387, -0.002768665132660303, 0.45788796778411694, 0.7028509030440305, 0.782293255164295, 0.8354124572493142, 0.5124034891901732]","[0.6214405539497161, 0.5388342648960885, -0.03177866030018309, 0.5021402090143567, 0.0021584083524391756, 0.44016488608400384, 0.6856143237484045, 0.7615160653685561, 0.8153211344865703, 0.5021028141810746]","[-0.67181826, -0.4954473, -0.81622756, -0.782325, -0.82781947, -0.1927293, -0.09653269, 0.14915216, -0.31989747, -0.78218555]","(10, 5)",1e-07
64,"[0.23852963012555473, -0.6688249263640104, -1.0927167707160792, 0.07694186236625611, 0.9028233188183508, 0.8403579258344346, 0.3291329648542219, 0.6839714346741905, -0.10916170940259728, -0.36405424235644585]","[0.17516356987934845, 0.1509478451858805, -0.7442988489569506, -0.7205673462376039, 0.43722553548505805, 0.6842105510758217, 0.4982526502965237, 0.08000663970596003, 0.6439681148212105, -0.43114576681320255]","[0.17793817708781043, 0.1470878246820425, -0.7383408981334798, -0.7121727520901573, 0.4369285158773398, 0.675080781071101, 0.4925044119941541, 0.07710530081483698, 0.6405319373652775, -0.43228584773209]","[0.30175218, 0.120340236, 0.18558186, 0.7738472, 0.9283738, 0.30745286, 0.48739967, 0.33061093, -0.27992508, -0.42029956]","(20, 10)",1e-07
55,"[0.0597406406247821, -0.1678599922012634, -0.9621383958223706, -0.7242586151080308, -0.17647016738731758, -1.0147712914908675, -1.2606932635760457, -0.9813658235672976, 0.39282085477752915, -0.09476282728208718]","[-0.039946685167910584, 0.07971398320873739, -0.2077169838056321, -0.8582799039195546, -0.2951186631482535, -0.028910835813190816, -1.000315873584272, -0.7605353267839096, -0.6010981601753429, 0.6933699348652006]","[-0.06907712276041064, 0.09674027895240753, -0.22073881754936345, -0.8567964270934832, -0.27939672123857684, -0.03064702778758068, -1.0109987781436918, -0.7406190919368056, -0.6016329652666781, 0.7156798346111549]","[-0.6811708, -1.0199054, -0.12990619, 0.8045941, 0.96470195, 0.6117914, 0.59450805, 0.026964542, -0.7157221, -0.54104483]","(20, 10)",1e-07
48,"[1.7841674166006096, 2.2003436022919436, 1.0119687774891792, -0.26618771143275843, -0.3351779204101464, 0.21005192911370119, 0.3921341847760322, -0.25692673846648806, -1.0095307649133711, -1.2657635522890587]","[0.8633880684430364, 1.3524733823790913, 1.5241069111023977, 0.24991532193798038, -0.3911453724017486, -0.13960523420927207, 0.2798545462183372, 0.2522069116668636, -0.38303019429991986, -0.8180156677634112]","[0.8261484478204996, 1.356157614311865, 1.522419511161169, 0.28570418239053974, -0.39127026577884216, -0.14575000919814995, 0.2725185967862821, 0.25627414383982816, -0.36955594737846953, -0.8139411037272125]","[0.5632006, 0.6243901, -0.06218939, -0.11601401, 0.08872758, -0.45686728, -0.87803525, -0.77479255, -0.23840201, 0.49857342]","(20, 10)",1e-07
66,"[-0.6572802407303726, 0.33901436137985463, 0.7605520246291917, 1.1789933961523502, 1.5431756664136453, 1.6087590203804698, 0.7841834180057043, -0.2558724857185287, -0.9590685788386175, -0.24734287231134922]","[-0.7877360010386747, -0.26341224021103526, 0.47072048148537227, 0.5251917838865056, 0.9163975042090974, 1.0849769143090966, 1.0662705632259215, 0.2510481363927436, -0.3813965539149005, -0.7683703018811673]","[-0.8103061584964801, -0.2824199711921493, 0.4704718440742929, 0.5430045309992305, 0.929216043702461, 1.116309353608194, 1.0972273200306923, 0.2782651742341946, -0.38602027618363083, -0.7836298060991869]","[0.4188415, 0.6709785, 0.68038833, 0.8416831, -0.09923053, -0.7628763, 0.08285518, -0.42092946, -0.8186262, -0.4634773]","(10, 5)",1e-07
4,"[0.5410634348616266, 0.5097665400950302, 0.5667117941097729, 1.0781615282146044, 0.4083071368106441, 0.10370790334011548, 1.0541410512349865, 0.5330146905372262, 0.8459085031782458, -0.005321208465915772]","[-0.3949986432210948, 0.738562756472174, 0.14048516185894322, 0.4964692131803013, 0.8299269216244538, -0.006656324001582781, 0.10703606534090687, 1.000623018564533, 0.032703181254959635, 0.829556912550766]","[-0.47565324975543505, 0.37531241662304904, -0.14188334822425586, 0.4220417380606911, 0.57771029826554, 0.009737844333054246, 0.20317494396835134, 0.9316575675323059, 0.03293741171130715, 1.0321940577667696]","[-0.3906297, -0.0037151594, 0.05428973, -0.3733197, -0.13956293, 0.37838426, -0.31300524, -0.03237644, 0.17243323, 0.41645756]","(20, 10)",1e-07
70,"[0.10693495482647092, 0.8232310013173386, 1.2053241614363102, 1.4700828560388284, 2.016568771808842, 1.2639616120501023, 0.12985046941863365, -0.5398238340701509, 0.29509613985232397, 0.6861929947714235]","[0.13230756292857776, 0.04078117336218204, 0.8028404146362476, 0.8039039541181864, 1.0681308789797352, 1.4825033323189745, 0.5227099458906149, -0.1315045035266738, -0.474071582306814, 0.532131931005731]","[0.356718851744242, 0.23349824108198644, 0.8762159214582257, 0.7871310812774943, 1.1521931327159298, 1.4565139171084898, 0.7696079321599013, 0.35218358947384076, 0.002291897556203182, 0.7944154656849398]","[-0.25255534, 0.57414776, 0.4909885, 0.6580272, 0.4911076, -0.15910384, 0.19243442, 0.61719674, 0.6654392, 0.6297194]","(10, 5)",1e-07
5,"[-1.519516268580265, -1.9567182899100213, -0.3942312312214392, 1.2259767836303324, 0.6115227427302498, -0.8980431558406511, -1.024683007165081, -0.7525965944647041, 0.2672627656501367, -0.35985101828423405]","[-0.520535967908677, -1.2592482846259265, -1.327094147597058, 0.2693158425770898, 1.0913188623417875, 0.06586331155935604, -0.9309748116203291, -0.5591956013549165, -0.4729987937872458, 0.5037621625437596]","[-0.5136240489142256, -1.2464697554731101, -1.2979820559606796, 0.2937735727317478, 1.069144344659102, 0.04061672290603227, -0.9200082481198807, -0.5315664360553564, -0.46811435240514654, 0.518571021288298]","[0.6644676, 0.0804435, -1.1311929, -0.4060097, -0.54748875, -1.1753426, -0.53261507, 0.69756645, 0.81679887, 0.80681264]","(10, 5)",1e-07
56,"[1.062138497073678, 0.23995009130914868, 0.16192740318761228, 0.44955851787324586, -0.4035215430663204, -0.11828645815823358, -0.6068315102284053, -1.6416433869243496, -0.4409004571584503, 0.9281506778209008]","[0.5422957253340213, 0.7909906344066674, -0.155545225894185, 0.2397000161347048, 0.32970850980589345, -0.5683757979692671, 0.16590144082639996, -0.6897822306416053, -1.296752271603547, 0.20747567864332317]","[0.5113750662899562, 0.7690063816669852, -0.12021131252009755, 0.2061071434914869, 0.3297245112927478, -0.5276473010510643, 0.12624943835118915, -0.6249550694423733, -1.2607252094595203, 0.15350893997341533]","[0.6712601, 0.618367, 0.7258143, 0.866603, 0.79039085, 0.7439333, 0.64637417, 0.43424788, 0.27951512, 0.3197409]","(10, 5)",1e-07
65,"[-0.42039777932292344, 0.42722690301195787, -0.5352817346039381, 0.1859956830270023, 1.091069816807214, 0.7775177400114549, 0.4600446314126952, 0.3717937853021772, -0.23669389191899443, -1.3437604318320369]","[-0.9918975082850874, 0.07555097481962025, 0.38945141560214774, -0.730007442405012, 0.5509994042295083, 0.8155701146924598, 0.369732682665225, 0.27517829008008265, 0.2342046402621359, -0.3537962120500624]","[-0.9563492762224629, 0.002811050556219774, 0.4036522839876948, -0.6780155042380097, 0.4604517284583044, 0.8382366530436657, 0.3822836461935696, 0.2742964716494864, 0.23634419764039893, -0.32433072187931977]","[0.2335244, -0.19892277, -0.43602654, -0.25809565, -0.43537414, 0.1412334, -0.085944906, 0.040482376, 0.9738951, 1.0199779]","(10, 5)",1e-07
77,"[0.24622065274750415, 1.0890274668618551, 1.1317004588103599, 0.9311535368048494, -0.38726243233612045, -0.6997465916529763, 0.4300835202433518, 1.1174021830434606, 0.6362336595329503, -0.7596260725035046]","[-0.41153606729488623, 0.45198868639494727, 0.8630331236643815, 0.7001838969781691, 0.5810615883157648, -0.6777932264940029, -0.3608499784059748, 0.6105085094463392, 0.812147928320291, 0.23015969537280478]","[-0.38758778275013783, 0.4198387263517694, 0.8575724176358811, 0.6936904817453617, 0.5767633239570782, -0.6469786164338138, -0.37310468889983534, 0.5930323689100072, 0.8027922563938776, 0.23641512550234176]","[0.4503948, 0.48021927, 0.4161005, 0.13555488, 0.16534585, -0.6206858, -0.6638755, 0.45300058, 0.66418314, 0.1616899]","(10, 5)",1e-07
23,"[-0.7972534420681722, 0.2865580919118626, 1.3092846607646509, 0.5319940660574185, -0.01799348567364678, 0.7823631415737075, 0.6977989543286605, 0.14898163745840431, -0.9797952977894697, -1.5618723998755375]","[-0.7442062845127789, -0.4251502998117827, 0.499133241817754, 1.059718039855774, 0.002135046129531526, -0.019061008738412544, 0.7918936459429138, 0.30185213135720357, -0.0019444282201974694, -0.978823083679371]","[-0.766406083399954, -0.4125026151980152, 0.5015380045448691, 1.0669807237090636, -0.012541423379363814, -0.011714928312317255, 0.7978693527133366, 0.29284080207127733, -0.0009773256994632523, -0.9913499151625325]","[0.20158215, -0.46875772, -0.8399119, -1.0078181, -0.70034325, -0.57252944, 0.17357218, -0.3204151, -0.5218297, -0.50748026]","(10, 5)",1e-07
63,"[1.050059351997494, 1.1375970531793824, 0.9018157948913458, -0.34597085854476634, 0.17781742522708355, 0.9972768497318145, 0.7951631711450577, -0.4408745917527447, -0.4381256548375619, -0.12837392231248315]","[0.7913603395091786, 0.6543791822429046, 0.8104074620579301, 0.4966120638623807, -0.5942768904759567, 0.4749558704650619, 0.7597989144992836, 0.41526371389541594, -0.6485064487004526, -0.11387243048733556]","[0.7869889109170349, 0.6452059660018903, 0.807037679114555, 0.48755976685103125, -0.5985047704235252, 0.48653649746012856, 0.7466064039676933, 0.4101849182011556, -0.6537477750858322, -0.10012735092341528]","[-0.39427084, -0.2836036, -0.3873251, -0.5181585, -0.2065244, 0.026702836, 0.07368816, -0.17368996, -0.22605494, -0.7843216]","(10, 5)",1e-07
86,"[-1.053605686133575, -0.8829235935390368, -0.621673625728832, -0.8505325239963792, -0.86748778064892, 0.2395305728917369, 0.8466424303377501, 0.4149480654767686, -0.6857906490263341, -1.063394691695795]","[-0.7888615642590333, -0.6591749040040583, -0.5533361415370077, -0.34500555496032814, -0.6780297465162152, -0.5284729073908123, 0.5037670265871431, 0.5947589170441785, 0.11756860695467933, -0.7445749525036738]","[-0.7981091518834231, -0.6152543101877149, -0.5449577455920285, -0.3236747125645038, -0.6703236613553983, -0.5009887115754406, 0.5076629829039863, 0.5671659134314867, 0.10613807171852321, -0.7387411183599949]","[0.16410695, 0.49311092, 0.9307853, 0.47644535, -0.7410899, -0.5836735, -0.21869628, -0.5511436, -0.1995375, -0.1253341]","(10, 5)",1e-07
59,"[0.39252656193441793, 0.10522439082413843, 0.5670246387022652, 0.12040436613973832, 0.19563415423037656, 0.7403999543365595, 0.7732802993362309, 1.1573201297249, 1.1896231605276943, 1.5076741635150042]","[0.8636055764672351, -0.039276226299199635, 0.12486250397373824, 0.504593386715396, -0.1318923272179597, 0.2615803178393564, 0.6096097954168813, 0.4684754016277902, 0.9230824289110049, 0.7280819460721919]","[0.8164616660974762, -0.04750778495317287, 0.12649773795589286, 0.4817592885225909, -0.1358461738036965, 0.2599986820362471, 0.5790715346345956, 0.4439546707994105, 0.8867769273405651, 0.6868227866724139]","[0.94860095, 1.0770584, 0.5370889, -0.4277159, 0.3163289, 0.34251195, 0.24180888, 0.39157122, -0.42408323, -0.9405287]","(10, 5)",1e-07
69,"[-1.3572221770065578, -1.689371623382879, -2.218453378526922, -2.4307958881708336, -1.608259844621509, -1.6702634237071332, -1.6587362341714638, -1.4930287109740452, -0.2854297640817306, 0.8723836238072996]","[-0.9063654868615589, -0.9040394335757783, -1.23735190659499, -1.599777425229427, -1.63090717555612, -0.7928062568434491, -1.2738602952854086, -1.0218060865287595, -0.9821256677096656, 0.2056330697731022]","[-0.8859812147228046, -0.8817022314009422, -1.2072084426034717, -1.5672341469095554, -1.6061852497655338, -0.7906774904256044, -1.244911452894729, -1.0190943458947865, -0.9677277558529931, 0.18337461873834443]","[-0.38447362, -0.43589005, -0.95828694, -1.0862559, -0.93951005, -0.60492545, 0.13055661, -0.4753525, -0.95793015, -0.89907783]","(10, 5)",1e-07
6,"[-0.4453356817584949, -0.8090818530260567, -0.3396503960315645, -0.45486538584113234, -1.3696958412225113, -1.3293383836789032, -0.8804124823287928, -1.1841419263023116, -1.157885584127501, 0.20079134087507833]","[0.0020627459518735014, -0.44636705473443167, -0.5858983256588408, -0.04670123320214406, -0.4315147692400603, -1.1539384566024813, -0.7523691553776627, -0.5042279046399614, -0.932027973982331, -0.6918715971363356]","[-0.0035201482892765756, -0.4441922500455838, -0.5986107369723038, -0.054721188630751774, -0.42939276566636075, -1.168059517735947, -0.7751929225724616, -0.5129050803419818, -0.9437816049785819, -0.7121834403668389]","[0.6333825, 0.29192582, -0.13407683, 0.059309576, -0.24350913, 0.18687169, 0.44089293, 0.4183907, 0.35469237, -0.50635433]","(10, 5)",1e-07
75,"[-1.3082483367598985, -0.4126170132094682, 0.4024540984496342, 1.0164133685964796, 0.8318673149626878, 0.8285374739095881, 0.8139221795242224, 1.370061553210951, 0.32954309265826653, -0.00567307499851466]","[-0.9860339790492562, -0.8152313472352704, -0.005001339591833021, 0.4049547682455507, 0.8139359844737042, 0.42489932272583575, 0.6160878125466702, 0.5058782732508873, 1.1171224165855074, -0.22901811563448715]","[-0.9699696134669488, -0.7469954686395205, 0.09410761856156846, 0.4106558219210805, 0.8280090704840317, 0.40047132841423294, 0.6504549765328448, 0.526137320884012, 1.169904391152055, -0.2837496607365051]","[0.21086168, 0.30622575, 0.55089283, 0.77797043, 0.7190286, 0.8693087, 0.6214277, 0.29259324, -0.6951819, 0.04920406]","(10, 5)",1e-07
72,"[0.3400362027505685, 0.5494297971996708, -0.18855905206840756, -0.17295932256218585, 0.2865234062973911, 1.093810300008649, 0.2181147109918452, -0.7681901979743875, -0.8638393452899186, -1.4775207517018147]","[0.5890670145315953, 0.0455026954847709, 0.5266784494572854, -0.4518982767970502, 0.05298981583633926, 0.2600284983792215, 0.9637960508190383, -0.26378331441767394, -0.6362985407655505, -0.5456900749071434]","[0.600236115349279, 0.061161422185441544, 0.5319050446877011, -0.4448621916221445, 0.03450494833757976, 0.2757479503600485, 0.9849771622241361, -0.24359673486989994, -0.6664742946741812, -0.5639107393114875]","[0.1927906, 0.5716045, 0.88651896, 0.81056327, 0.21996239, -0.4832563, -0.036346454, -0.34595758, -0.9154194, -0.4933411]","(20, 10)",1e-07
67,"[0.729710885124822, 0.3580871125226279, 0.3820539067858688, 0.5636147765141644, 1.1955202759757722, 1.1388831600958804, 1.5734531705372468, 0.708418386939582, 0.6764489948362266, -0.1955689737740191]","[-0.06776950810963145, 0.7635956391796377, -0.023710707067190917, 0.39390926031946427, 0.3666601463544322, 1.012190202798556, 0.6327880586966025, 1.2570591411889454, 0.0798888163451093, 0.6365045866636718]","[-0.07106850819969576, 0.7552481169734073, -0.019014297900675492, 0.3858315949202439, 0.3658477653367357, 0.9995290344461907, 0.6326806265474111, 1.2430601372834105, 0.09215106055283412, 0.6201477488153984]","[1.2399386, 1.0309244, 0.78915685, 0.2023801, -0.18110774, -0.14799362, 0.0925044, -0.7920642, -0.9733163, -0.7077176]","(10, 5)",1e-07
80,"[0.9636377985163948, 0.39882579524252343, -0.21844154512904299, -0.9147408817499261, -1.010092074545899, -1.2257992419273558, -1.080561231886611, -0.7668514536382576, -0.2311160523526119, -0.2887952520021184]","[0.8155109290355714, 0.555882333998609, 0.12088462824321891, -0.27888385925065245, -0.7752989521245999, -0.6224425984835991, -0.9145779426855563, -0.6232722605438328, -0.4552153233663412, -0.003508390669441308]","[0.8162415627494122, 0.5570350195816732, 0.11661555657578924, -0.28308737161259157, -0.7846455974610496, -0.6209833351470466, -0.926901851813159, -0.6204519068255646, -0.45995729825403353, 0.003095504362320367]","[0.8816719, 0.7780909, -0.34146485, -0.53834236, -0.4229174, -0.08158877, -0.504451, -0.8887039, 0.23541617, 0.7385955]","(10, 5)",1e-07
74,"[-0.2080154370523759, 0.3240087946226874, 0.027330453640296903, -0.556590845023878, -0.9979922323030095, -0.15365661263831965, 1.1602266237061287, 1.5451893745146046, 1.8652690599464647, 1.478337072429936]","[0.6646332709888394, -0.5403320725467956, 0.5941748308960852, -0.26975696180774567, -0.4217123641200052, -0.7871360502430069, 0.23991141248318382, 1.0402709174645368, 1.0250539157823362, 1.3527421020552968]","[0.7124005410358313, -0.5460943662576614, 0.7970524146274136, -0.4159375648207755, -0.18346844031525117, -0.9479772853701557, 0.25933052232316695, 0.7908853797132895, 1.1250669287769057, 1.5260288114412646]","[-0.76310664, -0.5440417, -0.4568997, 0.4018155, 0.7595147, -0.14270972, -0.62847257, 0.68289167, 0.18870275, -0.26056948]","(10, 5)",1e-07
81,"[-0.11825032407236824, 0.5133704831195337, -0.12972211393461386, -0.4753794384972261, -0.9712735767247948, -1.0070699126716907, -1.206213243148309, -1.5575639861401895, -1.9123992920490966, -1.7841343264400584]","[0.7205027123815342, -0.47850168026313533, 0.7526213232511014, -0.5060327755601646, -0.2223630507171438, -0.8600920513662229, -0.5770238869885792, -0.9177012996540194, -1.0987133363131798, -1.3630426238925066]","[0.7196561155232322, -0.4644811082554436, 0.7381902301670946, -0.47770534890747246, -0.254247221057408, -0.8591798491219114, -0.6118194057095854, -0.930034515118094, -1.1372452603156948, -1.4018557513138628]","[0.58485854, 0.4041655, 0.6260197, 0.020832092, 0.20072392, 0.2803216, -0.23335421, -0.50382686, -0.5171745, -0.32299483]","(10, 5)",1e-07
