seed,True,ARMA,Informer,Informer_para,Informer_lr,RNN
100,"[2.1864307920249866, 2.0639327647448313, 0.10103989620108295, -0.32115888400398673, 0.6268021476008949, -0.07151195867502458, 0.8386928412588855, 1.8947658704269013, 1.32160338274791, 1.6006802152055026]","[0.40413855309139735, 1.953445488017461, 0.7179691403751606, -0.6667820147469078, -0.1333805803407202, 0.6821207065404713, -0.41946660234941846, 0.8798187858087745, 1.2210536006323212, 0.3325845428825374]","[1.4102677, 1.4452015, -0.66971904, -2.2802923, -1.0034068, 0.18257436, 0.46212468, 0.6313064, 0.9990266, 0.6216276]","(50, 20)",1e-05,"[0.23014575242996216, 1.7595876455307007, 0.5870834589004517, -0.5213336944580078, -0.10780751705169678, 0.5272416472434998, -0.2535209655761719, 0.8386635184288025, 1.0982263088226318, 0.32077598571777344]"
65,"[3.4335508773089245, 3.144454023541827, 0.841010547351804, -1.5892790549141784, -1.825150136671232, -1.909472434156661, -2.6573631781809595, -2.932104031235805, -2.411024914237837, -0.6711922413533821]","[1.5151364081203464, 1.8802918452584327, 1.021028113200215, -0.6121721803597657, -1.4539177785059043, -0.5947901337259934, -0.8917008019835884, -1.4290476026181418, -1.2573490421966076, -0.7783930590698255]","[0.103585064, 0.8457796, 1.1208402, 0.6411941, 0.06959844, -0.79423845, 0.21497725, 0.38189203, 0.20348306, 0.4527555]","(50, 20)",1e-05,"[1.577598214149475, 1.7610582113265991, 1.0454572439193726, -0.5835074186325073, -1.5564807653427124, -0.6190593242645264, -0.898358941078186, -1.4822190999984741, -1.2746320962905884, -0.7606981992721558]"
75,"[0.7570397944851985, 0.3264153638780595, -0.45909094353956986, -0.5826039118794046, 1.1674121532790114, 0.08484646261257223, -1.0267676834885384, -1.9540044488697927, -1.235315180233392, -0.3720651649076729]","[1.1959159400342938, -0.022103884711446087, 0.13276699094516722, -0.5799964234876, -0.1676044863351156, 1.3346759291081525, -0.8367014573069727, -0.6018440590522031, -1.3166124126162266, -0.06963606348508944]","[1.0897248, 0.2394502, 0.010217126, 1.3579332, 1.6976218, 0.94554526, 0.82331526, 0.7841098, 1.0865486, 0.24110977]","(50, 20)",1e-05,"[1.3238096237182617, 0.048472002148628235, 0.2122153341770172, -0.4968772232532501, 0.009185582399368286, 1.3087238073349, -0.806538462638855, -0.6406010389328003, -1.390956163406372, -0.04779592156410217]"
34,"[1.5659960799344281, -0.4803619457547359, -1.0839423596483155, 0.1675213475082694, 0.9709578066105129, 0.1238356957633096, -0.6905410299778845, -1.3810468241012401, -1.5426304109503217, -0.14750334587360048]","[0.5728656478717237, 0.8722564674245122, -1.1459477548405186, -0.4000128152019975, 0.5735033537595399, 0.5927367314790061, -0.36220643343569847, -0.5013023024387676, -0.8427655661353568, -0.6800261814090829]","[0.4974794, 0.7096715, -0.32494378, -0.012375278, 0.54534805, 1.059589, 0.16539143, -0.19635728, -0.48496604, -0.14887133]","(100, 50)",1e-05,"[0.6689640283584595, 0.7907747030258179, -0.8938401937484741, -0.5708328485488892, 0.3649529814720154, 0.6634529829025269, -0.4016367495059967, -0.5294984579086304, -1.0204657316207886, -0.7414842844009399]"
77,"[1.6381681811464013, 1.5163091051092064, -0.01503119565809874, -0.7291922849134499, -0.6024020784517252, -1.0381969221159666, -0.49444726436241826, -0.26433945326827135, 0.8936261423364658, 1.108942721816281]","[0.6339363739592173, 1.1403998555947295, 0.6058138444668979, -0.4636768964424038, -0.4054961286401473, -0.24900632118125965, -0.7681526367287492, 0.03882603311447452, -0.20226909164456452, 0.9126284843913488]","[0.3777794, 1.4082062, 0.46463144, -0.7247278, -0.6254291, -0.066176996, -0.35079494, 0.75930196, 0.02267713, 0.63214636]","(100, 50)",0.0001,"[0.43391871452331543, 1.1080420017242432, 0.5070652365684509, -0.33477169275283813, -0.634469211101532, -0.23352369666099548, -0.7951148152351379, -0.006973147392272949, -0.1354583203792572, 0.702046811580658]"
84,"[1.7657596647186145, 0.80593265424549, -0.49099348239789453, -0.6131802149332892, -0.8930455165630119, 0.3785499607319385, -0.9713944955957852, -1.5850208204140368, -1.3141875053091447, 0.4742749949797309]","[1.186890127143106, 0.7626990371791288, 0.16356557756298848, -0.5892751786860989, -0.16233802216755255, -0.6732721299334608, 0.8039957134275276, -1.3924917347720884, -0.5540909492948075, -0.7321475276292586]","[0.009713719, 0.92372966, -0.19515285, -0.06269712, -0.3758417, 0.43328348, -0.25636792, -0.113063864, -0.2329061, -0.019480187]","(50, 20)",0.0001,"[1.1784435510635376, 0.7277824282646179, -0.028973063454031944, -0.5450712442398071, -0.20849363505840302, -0.6462572813034058, 1.0467017889022827, -1.1398664712905884, -0.8029252886772156, -0.5867946743965149]"
53,"[0.8606487645789926, -0.698624895079477, 0.3247693823306157, 0.2561256273314433, -1.4423109666184164, -1.363886937991038, 0.4991661019370947, 1.0112286877495094, 1.585008755485581, 0.21626299717768338]","[0.265048813981524, 0.6058523685828807, -0.9881464763454507, 0.836135192472873, -0.20599253751573976, -1.1845666400974775, -0.42464511278309747, 0.7537517913534417, 0.4249861728300906, 1.052846266692532]","[0.43494794, 0.5523708, 0.40934607, -1.3922281, -0.3773756, -1.3012311, -0.24143107, 0.76978517, -0.06483416, -0.89639693]","(50, 20)",1e-05,"[0.05693162977695465, 0.44188615679740906, -0.9379932880401611, 0.7513431310653687, -0.37657204270362854, -1.1945687532424927, -0.4813845455646515, 0.888222336769104, 0.2000626027584076, 0.9070935249328613]"
79,"[0.3212783034069509, 0.925336215464605, 1.413339881835395, 0.8285967290848415, -0.5435592959054865, -0.056201819171468714, 1.8646355226437261, 1.9385548012576812, 0.9224280275059789, -0.15752934733504564]","[-0.020878058423054457, 0.19950127322554992, 0.6804373654007313, 0.8080295945869903, 0.09370426836403178, -0.778587356622797, 0.31549022700204754, 1.618593968940023, 0.7463948658918663, 0.024758083858246627]","[0.31388867, 0.5139322, 0.52051, 0.27313605, 0.25829616, 0.42980537, 0.5916079, 1.1097425, 0.74544364, -0.13265109]","(50, 20)",0.0001,"[-0.0006663203239440918, 0.37151235342025757, 1.076216697692871, 1.2044211626052856, 0.09799087047576904, -0.904759407043457, 0.26144105195999146, 2.034827470779419, 0.8125077486038208, -0.015120387077331543]"
57,"[0.7691340464710884, 0.340600860179081, 0.8267172167726493, 0.6635427933439457, 0.6719199264570652, 0.6416426284352383, 0.8824718242536251, -0.2160054395044846, -0.8160575970590329, -1.6902358651616616]","[-0.5756662577300224, 1.055405343680052, -0.32285430653723707, 0.7543110797218349, 0.061480735402740516, 0.3729992154208097, 0.23000175569997783, 0.5088611179088792, -0.6585295025496603, -0.4274598617094892]","[-0.1720349, 0.5678201, 0.49343598, -0.9755559, 0.74493134, 1.5365745, 0.64120007, 0.39723045, 1.5051587, 1.1066347]","(50, 20)",1e-05,"[-0.5930790305137634, 1.0478744506835938, -0.3839963674545288, 0.8091646432876587, 0.21454350650310516, 0.4406610131263733, 0.3535464406013489, 0.5353609323501587, -0.8066107034683228, -0.35854554176330566]"
38,"[-1.5664670941876349, 0.15243834229327857, 0.983753246404777, -0.5436373409011893, 0.8970963991631993, -0.0952211032098027, 0.27406666345592756, 0.8660951032587624, -0.13081336499192697, 0.48545526971877406]","[-0.6373852795937724, -0.9784189595233136, 0.821556512225144, 0.43617073684744645, -0.873206321370453, 1.4038207890260077, -0.9518759750416105, 0.7639177766981835, 0.394300715376916, -0.4594376747909504]","[-0.42542586, -0.47869194, -0.034785707, 0.6502487, -0.30199406, 0.10265684, -0.35900018, -0.36678058, -0.1365344, -0.26477975]","(100, 50)",0.0001,"[-0.5100039839744568, -0.7234010100364685, 0.7029778361320496, 0.9830318093299866, -0.9572187066078186, 1.3256773948669434, -0.529227614402771, 0.7268868088722229, 0.7782261967658997, -0.5227534770965576]"
99,"[0.8573606561197087, 2.6652747225376228, 2.553801771180517, 0.32072359499827585, -0.3090027839208697, -0.5610798974268356, -1.999372983436337, -0.9593340330067425, -1.5437940233328593, -1.4610008393222689]","[-0.5237227771837908, 1.2423107816756107, 1.6509003690145843, 1.1761509544540445, -0.5929358290867147, 0.06798005801411941, -0.5236989517273575, -1.5293754609461963, 0.1929094815284939, -1.494472345243014]","[-0.3281364, 1.0618055, 1.6233103, 0.567188, -0.98679686, -0.44032502, -0.19531786, -0.9005478, -0.50616854, -0.52449584]","(100, 50)",0.0001,"[-0.39320191740989685, 1.4035923480987549, 1.7852063179016113, 1.0525932312011719, -0.7424870729446411, 0.24983853101730347, -0.5968427658081055, -1.2150166034698486, 0.11466959118843079, -0.9720596075057983]"
37,"[-0.7320107824784348, -1.334873221862436, -2.830270727999395, -2.171825700352501, -1.1699072417331753, -0.9083298934746911, -0.6531089742269618, 0.1716358428829503, 1.420182219659508, 1.505674042252934]","[-0.2849852189966668, -0.35861985091764303, -0.8806465714714965, -1.890026218090886, -0.4361124282922968, -0.27270422992457616, -0.39270457695089495, -0.1858217861825478, 0.42599914559381785, 1.1052115673516234]","[-0.62172276, -0.5902067, -0.63096243, -1.2927043, -0.658526, 0.014348632, -0.5570715, -0.602257, -0.2799294, 0.34855452]","(100, 50)",0.0001,"[-0.24799132347106934, -0.32387542724609375, -0.8271274566650391, -2.173396587371826, 0.0421903133392334, -0.23755168914794922, -0.2513997554779053, -0.15784358978271484, 0.4514424800872803, 1.0658071041107178]"
89,"[1.1097467982772344, 2.7494568229333805, 2.793437258117477, 1.2762010586136605, 0.3916148593513883, 0.9368139977123908, 1.0682075952905798, -0.2573166031314196, -0.2766141739103809, 1.5269399600003974]","[-0.10581003768029901, 1.0505671574021462, 1.856714072215273, 1.298035347620126, 0.2289947538284659, 0.14169663145539801, 0.7648113663301488, 0.48769676132575124, -0.594918776472785, 0.08985147297675905]","[-0.33403832, -1.2134074, -0.24440226, -0.16827036, -0.40255484, -0.13045083, -0.5225959, -0.81984437, 1.156891, -0.11513457]","(50, 20)",1e-05,"[-0.2362861931324005, 1.154745101928711, 1.6913477182388306, 1.1559414863586426, 0.2556738555431366, 0.34827443957328796, 0.6408752202987671, 0.4932468831539154, -0.7950448989868164, -0.12012520432472229]"
73,"[-2.5376221671283297, -1.2580984383368738, -0.3346163985270597, 0.49886123812781336, 2.9658841044232194, 2.5419784354427586, 1.748233198849274, 0.6511930271995904, 0.4982793667647232, 1.3323473686472305]","[-1.5349323303912514, -1.436521489882157, -0.1491646717336637, -0.1213626029884407, 0.537158609485188, 2.537483911116516, 0.7824715100738266, 0.9299344808640488, 0.041638868767672255, 0.3493396369423094]","[-1.2164919, -1.1639383, -0.29534477, 0.028717864, 0.43453333, 1.8663707, 1.6331336, 1.2250979, -0.21972203, 0.051832438]","(100, 50)",0.0001,"[-1.4545649290084839, -1.3662399053573608, 0.05218082666397095, -0.1304464340209961, 0.14320170879364014, 2.936129093170166, 0.6116924285888672, 0.5161548256874084, -0.09081608057022095, 0.54789137840271]"
30,"[3.6797197203677383, 2.6841988295801826, -1.355879757919341, -0.9314851555473704, 1.8615556975115024, 2.590151730329535, 1.4312375358488243, 0.6150920298430339, 0.27271521074882693, -0.30257438887931704]","[2.2680611852882304, 1.5951686431382428, 0.7361818187895564, -2.2575495106620993, 0.4052039180531669, 1.7588772214002821, 1.0941676434344587, 0.1085513784256289, 0.09262857065560362, 0.030194813684087607]","[-0.090208314, -0.14081633, -0.6845218, -0.75530934, -0.50836957, -1.7093816, 0.41788796, 0.98879313, 0.4860509, -0.9149489]","(50, 20)",0.0001,"[1.6804434061050415, 1.6889203786849976, 0.7978948354721069, -2.0371041297912598, 0.28486835956573486, 1.7047319412231445, 1.0289862155914307, 0.23093107342720032, 0.053012996912002563, 0.30889904499053955]"
67,"[-0.10932086797793605, -2.3759584597037526, -0.27903187809677243, 0.9552127848679067, 0.16574953757049932, -0.9983664309168176, -0.9120398214521346, -0.9474899843698715, -1.1983056533258027, -0.31428371150315515]","[1.6772515004556925, -1.3381555352702044, -1.649941896372735, 0.9848224469546089, 0.5746484244042203, -0.3139600897495691, -0.8387154772427668, -0.257502875336905, -0.5336929428182076, -0.6501814091817526]","[-0.2975961, -1.2751127, 1.0207348, 0.54698235, 0.2998171, 0.05779605, -0.26966175, 0.5254777, 0.44019043, -0.536635]","(50, 20)",0.0001,"[1.6254112720489502, -1.1592657566070557, -1.71150541305542, 0.9514482021331787, 0.42188048362731934, -0.21649539470672607, -0.9249998331069946, -0.2960376739501953, -0.5972071886062622, -0.644178032875061]"
76,"[0.6284462840705773, 2.832357135252855, 0.7838583994273636, -2.4008159710761228, -1.276424057037398, 0.9441756474293519, 0.29418363882198173, 1.4631129432888905, -0.06437190747572186, -3.4901185360827855]","[-0.4341054948830401, 1.0343134686282953, 1.8900248874437944, -0.7766820192707358, -1.9427014283757207, 0.2798900964886105, 0.9958580854524277, -0.39571301114887303, 1.3888995383617164, -0.9937534776360208]","[1.3568875, 0.503268, -0.32951915, -1.118794, -0.534413, -0.34973064, 0.6563427, 0.13980828, -0.6939716, -0.528374]","(50, 20)",0.0001,"[-0.7181886434555054, 1.121461272239685, 1.9059674739837646, -0.46684733033180237, -1.8884410858154297, 0.07565286755561829, 0.8032180070877075, -0.38147810101509094, 1.2571415901184082, -0.737637996673584]"
82,"[1.1636955896271974, 0.551543475212207, -1.597994601477104, -1.644474056900559, -0.35267418935987405, 1.2896146463399254, 0.921871432679185, 1.7473868639972983, 1.0418311651243877, 1.0962248815547175]","[0.12830905263980336, 0.8050191124008704, -0.06662866329643308, -1.5761020228662421, -0.5675162319378334, 0.3132955232836269, 1.170670678998381, 0.12174904244858803, 1.2774046365644138, 0.07149047547484011]","[0.51746327, -0.92767376, -0.78382164, -0.17804065, 0.019112254, 0.9088268, -0.048029058, -0.91088057, -0.8473068, -0.62918997]","(50, 20)",1e-05,"[0.1785581111907959, 0.7399194240570068, 0.019539237022399902, -1.675897240638733, -0.758749783039093, 0.3199259042739868, 1.230171799659729, 0.1889740228652954, 1.268424391746521, 0.022276759147644043]"
31,"[-0.2961286904765348, -0.6336096511314683, 1.0251329346676603, 0.8600392488685231, -0.11189223653348883, 0.11324071608822323, 0.9080759866243711, 0.41638558378421137, -0.27700348089556404, 1.2447834539866645]","[-0.2675527565511763, 0.14081538538077193, -0.5111042131831873, 1.2299881853266874, 0.02953512813434328, -0.34266110255930393, 0.24639982567742574, 0.6614592380133695, -0.12217859366885916, -0.3091535097272483]","[-0.37516683, -0.15017535, -0.97774893, 0.41595218, 0.42146215, -0.5058455, -0.07126769, 0.38148078, -0.16945395, -0.7174269]","(100, 50)",0.0001,"[-0.3314493000507355, 0.14572986960411072, -0.5823671817779541, 1.0613679885864258, -0.040038853883743286, -0.24187031388282776, 0.46428224444389343, 0.32818254828453064, 0.03288838267326355, -0.36285796761512756]"
44,"[-0.5056082778797509, -2.0875265911689587, -1.0587424355010804, -0.5779309381379442, -0.9511686886023605, 1.2944907615656183, 0.7781956316766037, -0.40165013354457113, -0.7305511989994586, -1.953595362675893]","[0.9066305753276187, -1.2208049025557077, -1.2468554217892578, 0.05879457631193885, -0.286279940474635, -0.5946582446676293, 1.6193754456781262, -0.26924933359039405, -0.4311392618636101, -0.3794094168242722]","[0.41975453, 1.3157697, 0.6322199, 0.7610945, -0.74249715, -0.22722048, -0.052710216, -0.77738535, -0.6666011, 0.5127834]","(50, 20)",1e-05,"[1.1570392847061157, -1.3584884405136108, -1.099717617034912, 0.08737337589263916, -0.2235102653503418, -0.7615768909454346, 1.8359583616256714, -0.6267956495285034, -0.3852347135543823, -0.5866808891296387]"
78,"[-1.786411214463587, -1.8354435815308485, -1.2823137440676615, -0.3262719890789862, -0.9540302994008945, 0.005323301806313019, 1.7321971066872592, 1.8547066062348914, 0.4942234998395071, -1.5670137052905864]","[-0.674789029181795, -1.1568657175212, -0.9246396675139519, -0.5123314281732814, 0.0765796076355058, -0.9040122023707977, 0.56477621208961, 1.3221754808924835, 0.8044536466457279, -0.14498520810928264]","[-1.1659212, -1.4190499, -1.2907889, -1.1264261, -0.4179473, -0.69862455, 0.072270855, 2.9029741, 1.0139645, -0.15882605]","(100, 50)",0.0001,"[-0.7964098453521729, -1.2887060642242432, -1.1394683122634888, -0.5819874405860901, 0.22468143701553345, -0.8481021523475647, 0.2843077778816223, 1.562036395072937, 0.5847791433334351, -0.010341405868530273]"
70,"[1.1041198434913908, 2.498722261475809, 0.7070132528875621, -0.37924950941900215, 1.2425046147542027, 2.703513984021721, 1.785425395293896, -0.8307463292078725, -0.7578664514622202, 0.023382765994171464]","[0.8786424198696614, 0.33478203389821926, 1.8273816203124826, -0.6856174928807318, -0.16250260829634372, 1.424434009811171, 1.3099280986311845, 0.44909152869548147, -1.218472463750676, 0.1545445996148111]","[0.4497062, 0.694037, 0.3449737, -1.0133423, -0.058414824, -0.14635462, 1.151984, 1.3085426, 0.89784676, -0.15731546]","(50, 20)",0.0001,"[0.7489084005355835, 0.3796616196632385, 1.8756753206253052, -0.6607389450073242, -0.24747270345687866, 1.3617357015609741, 1.5095268487930298, 0.21697795391082764, -1.503458857536316, 0.18714964389801025]"
68,"[-2.485083915460492, -2.5769433457135267, -0.5272650754224179, 0.8330953983588225, 0.437108669782632, -0.9249725933620062, -0.34223249638355, 0.46424143462466905, 2.0860737485258207, 2.2017187375229894]","[-0.920806031842633, -1.526533700044308, -1.0535306134650757, 0.6441007214302726, 0.6033397306646431, -0.08400564613481945, -0.9254552695463614, 0.3440349148445363, 0.3553302845357489, 1.645682212960798]","[-0.76159513, -1.0418355, -0.9016083, 1.4049903, 0.70632416, 0.3367327, -0.42411187, -0.23068559, 0.8624149, 0.92493236]","(100, 50)",0.0001,"[-1.1976208686828613, -1.4623758792877197, -1.2020165920257568, 0.32719686627388, 0.5343163013458252, 0.26605507731437683, -1.0559768676757812, 0.3955719470977783, 0.3048917055130005, 1.7976994514465332]"
