seed,Test,True,ARMA,Informer,Informer_para,Informer_lr
27,"[0.30040852971221266, -0.8635496756460255, -1.108788642005658, -0.8672904828370445, -0.8654089035328904, -0.3739462395836059, 0.1337306828910472, 1.1138616177334373, 0.38626475625811707, -0.33900312009153016]","[0.8854465399547372, -0.14231474026515595, -0.7923923055134475, -0.7125924892489344, -0.5109942382125773, -0.6099117844266018, -0.06899034737030504, 0.1682258565761997, 1.0297486894453374, -0.12860958846455167]","[0.9357544630886322, -0.10355770307046869, -0.8222073416074931, -0.7565816961240488, -0.5426709622407535, -0.6341987433050005, -0.10020520890178225, 0.17801619115935188, 1.0428412025960874, -0.06450842790795147]","[0.28880292, -0.58205396, -0.982711, -1.2333589, -0.8789514, -0.5197661, -0.027338369, 0.12124663, -0.6611528, -0.48286715]","(10, 5)",1e-08
26,"[-0.1476671635400908, -0.6899565897852734, -0.03942738610034574, -0.041523039371085035, 0.37620241401136634, 0.9867307216742658, 1.5340533666055696, 0.6723199389881331, -0.846517886351763, -0.954506590760342]","[-0.4001582927652938, 0.052411982842556104, -0.7161625812065515, 0.31865390450292996, -0.20084999162255002, 0.47662740982264135, 0.7484170167629451, 1.159844858224097, 0.09239750987608464, -0.8927166412898053]","[-0.39635299394006945, 0.04409077851136953, -0.7170432384376472, 0.3071948174790509, -0.18949650081008435, 0.4691131511823304, 0.7666445495782571, 1.1760891864177103, 0.11091594821003556, -0.9054107467883445]","[-0.35466677, -0.22365458, -0.04947225, -0.24861415, -0.22512309, 0.7647955, -0.022702318, -1.026741, -1.468139, -1.2047914]","(10, 5)",1e-07
12,"[0.15975893077394543, -0.6714124980704688, -1.290158604413174, -1.6942023779207949, -0.2920549054519067, 1.0150965112652832, 0.5274579925926742, 0.016072710814402813, -0.11857658304519078, 0.34342723076854553]","[0.9234486538678678, -0.30196539615998846, -0.5204297999904746, -1.029943704417937, -1.1792305257118265, 0.2975603574040065, 0.86631633256328, 0.09429982631103423, -0.0310772023411143, -0.10303798187463363]","[0.921245646506572, -0.31123202311865855, -0.5171372231070578, -1.0370334024508188, -1.1796341714789498, 0.3121635258608502, 0.8644278806058943, 0.08561912802661886, -0.028118921714333337, -0.10528980830587825]","[-0.29038447, 0.24586673, 0.6791506, -0.028328203, 0.36405593, 0.34905833, 0.6943003, -0.19096252, -0.19798572, -0.6237684]","(10, 5)",1e-07
11,"[0.9041179734816571, 1.3128266820579864, -0.08782188970286342, -0.06818098498933428, 0.5325499896573734, -0.23708674172827865, -1.4348660106393332, -0.4933474587559986, 0.2532797562564811, -0.8010393132490272]","[0.14243923322386534, 0.8328983568697245, 0.8963775036231242, -0.5360106415144255, 0.19982433576787847, 0.4326378217734342, -0.45340565261499577, -1.2081631843318354, 0.11073413340991906, 0.19791268955152155]","[0.144573628448405, 0.8322274744974258, 0.896800531930338, -0.5396231344256734, 0.2026977973951748, 0.4302227420879997, -0.45399147695971775, -1.2068817742185636, 0.11674927538940649, 0.19383106932366434]","[-1.1671195, -0.67602295, -0.606682, -0.7701224, -0.79162985, -0.66487265, -0.21938802, -0.06020583, -0.62476456, -1.0363555]","(10, 5)",1e-08
31,"[0.30341332875453375, 0.6340193617748036, -0.4182343227752221, -1.673433365507266, -1.2106983823717758, -1.4389688373836647, -0.5797403527290004, -0.6714112545638771, -0.3776577208129207, -0.08125005336654284]","[0.3498758509388278, 0.12847540328511986, 0.5697816601322436, -0.7031251528413439, -1.321870789086594, -0.5497629878284789, -1.1640873434694252, 0.0023033190057122344, -0.6725629140667332, -0.04137626377955411]","[0.3327561428414222, 0.12111451648966627, 0.5463644917748995, -0.6785486735095142, -1.2575501957391455, -0.5179874766887756, -1.1171239013123107, 0.012752969159173455, -0.6483271875957898, -0.03368463297977062]","[0.55168706, 0.07864986, 0.6591838, 0.7024642, 0.54682726, 0.7533564, -0.08876431, -0.026324172, 0.23572582, -0.10651379]","(10, 5)",1e-07
33,"[-1.1700749594508788, -0.632615951279612, -0.4751845445619967, -0.4547302097030288, -0.6348457431219107, -0.7505243143273135, 0.2114753886932912, -0.4974238080943947, -1.1128169748310386, -0.9364902740093957]","[-1.1922453627898077, -0.573952278055975, -0.3456398122516245, -0.30236463843618444, -0.3035478904849366, -0.4830717978794424, -0.5089884153875923, 0.46596959638708735, -0.7304086062879384, -0.7476126716870695]","[-1.209341519672921, -0.58472820151188, -0.35027368570951783, -0.3070427642928286, -0.3077871156584018, -0.4895410717837609, -0.5168497069868115, 0.4688200204001437, -0.7320836257293777, -0.7614332122844725]","[0.25526384, 0.43631616, 0.26882043, -0.1605929, -0.47617084, -0.53102684, 0.17403269, 0.5890071, 0.7819299, -0.17575042]","(10, 5)",1e-08
35,"[0.8718212183723597, 0.23996180134999567, 0.5027677335543254, 0.256883532130359, 0.4565036352177868, 0.931794886936089, 1.1337187066863104, 1.2265590848314618, 0.9301097178148303, 1.398123321187097]","[0.6515019435710301, 0.5460702465868447, -0.03307332194342666, 0.5193043945260387, -0.002768665132660303, 0.45788796778411694, 0.7028509030440305, 0.782293255164295, 0.8354124572493142, 0.5124034891901732]","[0.6214405539497161, 0.5388342649262359, -0.03177866030241053, 0.5021402090357079, 0.0021584083481316907, 0.4401648861756147, 0.6856143239475921, 0.7615160654169099, 0.8153159374496622, 0.5021017309143806]","[-0.8283591, -0.6368549, -0.9391456, -0.75275683, -0.9134477, -0.24029483, 0.1632487, 0.62850034, -0.04024499, -0.77198553]","(10, 5)",1e-08
34,"[0.3332583930137314, -0.23995789038278237, -0.1122022786309056, 1.0596879630957488, 1.177080487643221, 0.06245018526644397, 0.3923453408792714, 0.7568536651749199, 0.8723372494612107, 0.7982448589461052]","[-0.46563829537462587, 0.5660775407010443, -0.5229966607333045, 0.14929605173574667, 0.9850399372278754, 0.6845605190292833, -0.27983007424819767, 0.5322603780033702, 0.4907234761732348, 0.6269755113745933]","[-0.4306375999443702, 0.518082873520637, -0.4676908209804369, 0.10898616440824666, 0.9559975368867913, 0.6745444323086836, -0.2551398812649557, 0.49159600343862847, 0.49027142211522573, 0.6011888316600724]","[-0.50709754, -0.0070927087, -0.430879, -0.6555767, -0.7898087, -0.1935525, 0.82125473, 0.51856154, 0.08377109, -0.79186934]","(10, 5)",1e-08
24,"[-0.16368099539043024, 0.9924642877554309, 1.5017809662698562, 1.7499909856268978, 1.8575848526434937, 1.8671810402860531, 0.4432714813088353, 0.5882500217078281, 1.3552075007307907, 0.9892293937218952]","[-1.112930554346549, 0.39278428178284436, 0.7960721468640088, 1.103744892837852, 1.198118539207972, 1.258525583039508, 1.2379182487662992, -0.17568764307431434, 0.6760938432449853, 1.017160579108298]","[-1.0750325895547244, 0.46583209259889957, 0.7451997986458951, 1.1058759279340449, 1.1507492335344645, 1.2389042258309482, 1.2006937924030578, -0.24965703778281328, 0.7536965317050666, 0.9545379221845938]","[0.24963029, -0.16311488, 0.33018517, 0.7323259, 0.40322116, -0.2920977, 0.0464643, -0.6685142, -1.0060688, -1.0379426]","(10, 5)",1e-08
6,"[-0.4453356817584949, -0.8090818530260567, -0.3396503960315645, -0.45486538584113234, -1.3696958412225113, -1.3293383836789032, -0.8804124823287928, -1.1841419263023116, -1.157885584127501, 0.20079134087507833]","[0.0020627459518735014, -0.44636705473443167, -0.5858983256588408, -0.04670123320214406, -0.4315147692400603, -1.1539384566024813, -0.7523691553776627, -0.5042279046399614, -0.932027973982331, -0.6918715971363356]","[-0.0035201482892765756, -0.4441922500455838, -0.5986107369723038, -0.054721188630751774, -0.42939276566636075, -1.168059517735947, -0.7751929225724616, -0.5129050803419818, -0.9437816049785819, -0.7121834403668389]","[0.6998114, 0.40011305, -0.34156245, 0.04781473, -0.26841313, 0.37046137, 0.36356652, 0.4412837, 0.41522053, -0.5596127]","(10, 5)",1e-07
39,"[0.674737531176434, 0.22585632107127612, 0.1447173558891808, 0.8449839033204969, 0.981149081186912, -0.12607406087554024, -1.1291825113924396, -1.7708241223934436, -1.9237683696617718, -0.7785626463038531]","[0.5973708668962577, 0.3760520977283051, 0.037830272207123566, 0.125802219785619, 0.7820827934276874, 0.5901076844730684, -0.4211279031120744, -0.9186185598364025, -1.3115148424752423, -1.2680109484241506]","[0.6004760090821365, 0.36303736204572246, 0.0329726067064878, 0.1302175859923851, 0.7945748873117686, 0.5710457446212325, -0.44148012929398706, -0.9154515579821302, -1.316117947290195, -1.2569023112517717]","[-0.2309336, 0.55432373, 0.31378508, 0.3162293, 0.5910428, 0.6331292, 0.6908073, 0.66442263, 0.8135851, 0.5472498]","(10, 5)",1e-08
25,"[0.08350745381100205, -0.8242756176951482, -1.011413625416096, -0.09363244690039896, 1.0122823555583396, -0.016629211871084237, -1.339810472310588, -2.081997936761713, -1.4947085922194965, -0.5558238426717202]","[0.32273195480336575, -0.07785852359068082, -0.7853463558998078, -0.6187404474661921, 0.21573777683269707, 0.904413467141991, -0.46883594544207974, -1.105392499589548, -1.529301686966939, -0.730057748736027]","[0.29152812361345337, -0.07271202566161158, -0.7769485541095748, -0.5867461698425185, 0.22040655505676068, 0.8845720187449974, -0.488822547479852, -1.0627418547309855, -1.4948249729671141, -0.682300643658645]","[0.34010652, 0.7466886, 0.69775146, 0.48084307, 0.24101166, -0.33310473, -0.70550144, -1.2057258, -0.82895595, 0.575615]","(10, 5)",1e-08
36,"[1.7070818713424813, 2.045447346725296, 2.1959127831650487, 2.2534853510824338, 1.5010977209710923, -0.09454852088964627, -1.462718595695245, -2.1904910799420496, -1.6940501142298685, 0.09280371768140017]","[0.7472668932694579, 1.3334484247077523, 1.3787231343714197, 1.5065512159793388, 1.5002097430927646, 0.7509928494247101, -0.47004494560200133, -1.2276961228942445, -1.5766430184949274, -0.9057286049824048]","[0.7643594362090806, 1.350962572412412, 1.4109130115238449, 1.5393682451486626, 1.5414982752231716, 0.778296843258148, -0.47285988508988774, -1.2555037111224374, -1.6182568122474503, -0.9375551484433939]","[-0.12467198, -0.9377024, -0.18938127, 1.2218571, 1.2491934, 0.934367, 1.0251833, 0.52406186, 0.099897265, 0.2382322]","(10, 5)",1e-07
13,"[0.4776846498526209, 0.5821712388038603, 0.2802554900752415, 0.22297160123899062, -0.1975596134215989, -1.0425238717296366, 0.09155253831370191, 1.3776430823527734, 0.6777434048553513, -0.3775402270772465]","[0.6008590120983393, 0.17725514380345123, 0.49354366690213475, 0.0334836566241741, 0.2062297729269036, -0.3006744998850507, -0.8921866217871113, 0.5376458492072576, 1.1088201577491446, 0.12333332598077901]","[0.603962451144779, 0.17810278345816338, 0.4953277919545993, 0.034278459534193534, 0.2064865252495178, -0.3007936570781048, -0.8959076179547449, 0.5381940910701396, 1.1113677403074027, 0.12173883786392334]","[-0.84421384, 0.06045227, -0.24511999, -0.24376097, -0.3545895, 0.39174804, 0.9085604, 0.7181595, -0.0015132912, 0.19883974]","(10, 5)",1e-07
29,"[-0.6951020745913491, -0.4279128852287399, -0.918815378963657, -1.5019427858790135, -0.9666298109046424, -1.2665671590539103, -0.5775728482030134, -0.5941856313162276, -0.85509393819885, -0.1997517813043379]","[-0.6397628680588204, -0.3752206405619389, -0.24030256494777044, -0.7986640964897718, -1.1026107376341279, -0.4153244420875785, -1.058904938010121, -0.04812037919795287, -0.5701254417172512, -0.5700312173402244]","[-0.6370606448192044, -0.3954240903481721, -0.2418956894238121, -0.8101736743721768, -1.127369125105184, -0.43560131683651454, -1.0693720761279022, -0.07312238230629575, -0.5626685939695388, -0.5937352878567917]","[1.0428832, 1.0147821, 0.95695984, -0.4799452, -0.6935702, -0.75267315, -0.24389552, -0.8196251, -0.80524755, -0.7101901]","(10, 5)",1e-08
17,"[0.7177026498497739, -0.3332051284093975, -1.062168419523947, -1.7271917723626906, -2.2484326699739463, -1.6921430636559718, -1.4602003730141448, -1.4343167547945197, -1.6665329052094175, -0.9171298809888877]","[1.1081008676865838, 0.163652216006482, -0.4150312364126385, -0.8546528013176277, -1.2998653717038766, -1.5984999841220078, -0.8928930715949678, -1.0137538372166608, -0.9274398361861893, -1.202812987116323]","[1.1235074124933437, 0.1766231612429666, -0.4152673956624021, -0.8567660457636308, -1.30863365565079, -1.6164498944601204, -0.9158629523095886, -1.020738434719426, -0.9467418694187916, -1.2165155503231615]","[0.62545514, 0.9179473, 0.9859442, 1.0122002, 0.9036472, -0.28425837, -0.92849404, -1.1995634, -1.3407241, -1.2483194]","(10, 5)",1e-07
43,"[-0.11156417888470532, 0.966500439914207, 0.06058132689622597, -1.3372379535143002, -0.4305957387041587, 0.13068337221055676, -0.6601923748812928, -1.5378782637377053, -1.5310104121270827, -0.6472473879029459]","[-0.7525185267471248, 0.26469508448885715, 0.8341528976697784, -0.35649512193866323, -1.1589903925449687, 0.14889945756832562, 0.05623364342639395, -0.6883091965944897, -1.1937236654404604, -0.9341485794068525]","[-0.7794611003046521, 0.29730566547349396, 0.8451225461304798, -0.38688312461438806, -1.1820610273642593, 0.18456285981822226, 0.03669783504823203, -0.7045152069841485, -1.2197487346870226, -0.9372987992157672]","[-0.7375456, 0.20186459, -0.0978919, -0.029077707, 0.59052795, 0.78028345, 0.21321647, 0.4029997, 0.33571947, -0.0021036547]","(10, 5)",1e-08
42,"[1.349609050956198, 0.28643198137919956, -0.580334596230885, -0.8864732069124243, -1.3947872325795727, -1.5342702678159439, -1.5749370649129626, -1.1672918085267447, 0.18855794128975967, -0.288322847974939]","[1.0400575483876775, 0.8295802767623592, -0.12835815700198006, -0.516155517729895, -0.6283954480474767, -1.0805895085558344, -0.9939755135380268, -1.0779493081439493, -0.6283171544547702, 0.5027165185171447]","[0.9818714211374602, 0.7895718221293976, -0.098809623263584, -0.4873027082620037, -0.590390961491319, -1.0116262441092494, -0.9483687655064952, -1.017156592919641, -0.6110081704196929, 0.4539525208675109]","[0.22916754, 0.35464507, -0.10406837, -0.7730635, 0.07857317, -0.45343912, 0.26454753, -0.20977579, 0.20185685, 0.1340313]","(10, 5)",1e-08
48,"[1.7841674166006096, 2.2003436022919436, 1.0119687774891792, -0.26618771143275843, -0.3351779204101464, 0.21005192911370119, 0.3921341847760322, -0.25692673846648806, -1.0095307649133711, -1.2657635522890587]","[0.8633880684430364, 1.3524733823790913, 1.5241069111023977, 0.24991532193798038, -0.3911453724017486, -0.13960523420927207, 0.2798545462183372, 0.2522069116668636, -0.38303019429991986, -0.8180156677634112]","[0.8261484478204996, 1.356157614311865, 1.522419511161169, 0.28570418239053974, -0.39127026577884216, -0.14575000919814995, 0.2725185967862821, 0.25627414383982816, -0.36955594737846953, -0.8139411037272125]","[0.5869009, 0.294543, -0.15250784, -0.21347275, -0.29887155, -0.6130448, 0.50188524, -0.30089253, -0.85532284, -0.28678128]","(10, 5)",1e-07
22,"[0.33438651265842706, 0.8984919538709591, 1.255431644998678, 1.783500954397775, 1.239939248831758, -0.1801253960457755, -0.6709199658377545, -1.1298765987584993, -0.5347702735330219, -0.5966475730795737]","[0.49832583589606355, 0.08522359471039528, 0.8558801565157614, 0.8274915667407973, 1.3697551710273763, 0.5550616633180699, -0.45765622770481046, -0.4420918519853493, -0.9088306727658247, -0.0803549371501095]","[0.5111764605487991, 0.07540392273303244, 0.8924021254758614, 0.8296765095275425, 1.413767661077231, 0.5406688384804088, -0.473114103070897, -0.4458538612631708, -0.9379882812463582, -0.05798354297832947]","[1.2311771, 0.79595083, 0.762667, 0.87949884, 0.879232, 0.47719955, 1.2381246, 1.0866995, 0.5832424, 1.0060472]","(20, 10)",1e-07
37,"[0.5198539064413863, 0.6858897627786857, 0.10725806906728796, -0.9021371215984122, -1.7735493506493345, -2.003625817677107, -1.6001014203826736, -0.7717716489465446, -0.24750679902302114, -0.36925922064009464]","[0.38359838798831714, 0.3280547124472277, 0.5218624065550719, -0.15367313421024797, -0.8253005544932882, -1.3608990734026905, -1.323176280975762, -0.9385132798947927, -0.30251500899914824, -0.09624929452344702]","[0.3735197343471385, 0.3212970696637332, 0.5104155236065158, -0.1515271024745888, -0.8074978106074922, -1.333704679911328, -1.2976350886934804, -0.9215094287892422, -0.29602500827026385, -0.09463541603728882]","[0.0862063, -0.2517074, -0.14557329, -0.6866489, -0.07497428, 0.59958756, 0.50834006, 0.44456625, -0.59980965, -1.1669738]","(10, 5)",1e-08
4,"[0.5410634348616266, 0.5097665400950302, 0.5667117941097729, 1.0781615282146044, 0.4083071368106441, 0.10370790334011548, 1.0541410512349865, 0.5330146905372262, 0.8459085031782458, -0.005321208465915772]","[-0.3949986432210948, 0.738562756472174, 0.14048516185894322, 0.4964692131803013, 0.8299269216244538, -0.006656324001582781, 0.10703606534090687, 1.000623018564533, 0.032703181254959635, 0.829556912550766]","[-0.4756531229311975, 0.3753125639787336, -0.1418831473812332, 0.42204348319977486, 0.577721888581632, 0.009744630488521422, 0.203176753349906, 0.9316575773066269, 0.03294116917112533, 1.0321743901196891]","[0.74322957, 0.5204796, 0.0799494, -0.6048018, -0.45372865, -0.68028206, -0.6032464, -0.22432311, -0.42491436, -0.2990218]","(10, 5)",1e-08
14,"[-1.2440986860865688, -0.4865508935504905, 0.2975830767098091, 0.7568197055496705, 0.16370804313753556, 0.3232395075890545, 0.4764214573147744, -0.18314757271140183, -0.9892241619774378, -1.1428070380385411]","[-1.3117611664475848, -0.5882181028627764, -0.1924418421191023, 0.39380399776936026, 0.5599177066649903, -0.11625081019495961, 0.38136491268653433, 0.2857390009715073, -0.32601707319715545, -0.8262156253788601]","[-1.295782134042414, -0.582220074596217, -0.19007800315232964, 0.3878953191556848, 0.5530771475827163, -0.11403413883151896, 0.3752401254238151, 0.28260852179866014, -0.3212755997931328, -0.8151522626144387]","[-0.21584973, -0.35077873, -0.2494753, -0.016047336, 0.3197064, -0.24709445, 0.12548305, 0.66893524, 0.3868203, 0.573331]","(10, 5)",1e-08
49,"[0.8382158388849568, -0.0017823148800648614, 0.351562312056268, -0.42582646617299624, 0.2523567822596229, 0.3716366264252864, -0.3938303597605525, 0.34268572030417965, 0.12956473948667274, 0.004100428920260829]","[1.221039115717665, 0.22769628102612427, -0.115630455393127, 0.4093775397528315, -0.630515236049412, 0.5676144002843289, 0.08782942628312196, -0.43774507290211345, 0.5615582567552364, -0.15121438889094543]","[1.2193701816519527, 0.1917775383973815, -0.1037888649036592, 0.40858190687025964, -0.6457376309646145, 0.5956393198080241, 0.05545931219891259, -0.4231264330440029, 0.5689268043782602, -0.17397862050604]","[0.44944823, 0.7626062, 0.50646263, -0.22017252, -0.9311378, -0.5156359, -0.61432695, 0.68530333, -0.26401538, -0.22319068]","(10, 5)",1e-08
16,"[-0.8925604713988429, -0.6212528188330457, 0.5991684642228181, 1.282312738377204, 1.7892923932724853, 1.0734674101721913, -0.2954125087901368, -0.8968350856880265, -0.604867114153435, 0.1009670901745342]","[-0.5361011232371724, -0.6245099097802567, -0.3089978639429174, 0.7536673961942768, 0.9054790402800655, 1.3365528731324525, 0.405190973605965, -0.4980079955931193, -0.6478310878914668, -0.28095157020770156]","[-0.523095029175745, -0.5854322477147637, -0.2873081554044523, 0.7398687186210926, 0.847219184315467, 1.286431950297486, 0.34992959012675645, -0.47795547700664975, -0.6153939633546766, -0.25537796776969046]","[0.6086557, 0.4481091, 0.09843518, -0.50193495, -0.2314555, 0.5856852, -0.25994998, -0.6703291, -0.4415699, -0.20237939]","(10, 5)",1e-08
40,"[-0.8047873718045049, -0.1300202701662716, 0.695905070661731, 0.37099730432246275, -0.07549416870083717, -0.9612037512661388, -1.6009695774664776, -1.7099297981413237, -0.8936570159629138, -0.12911489059261472]","[-0.8058451454567335, -0.40186479907613815, 0.07091212937179747, 0.6604490059758323, 0.04077280133454661, -0.09588056936811047, -0.9132634665820836, -1.144337844175436, -1.1377608760536058, -0.3247765779361109]","[-0.8199558092216098, -0.4355921829067213, 0.05432958581611837, 0.645901337281351, 0.09008485985266504, -0.10953864734865965, -0.8777195447776389, -1.1766966369633043, -1.1600702092506956, -0.38149462290425146]","[0.047743857, -0.5874757, -0.83892876, -0.80956787, -0.7754114, 0.061096363, 0.95071775, 1.3075957, 1.0086797, 0.06494044]","(10, 5)",1e-07
