seed,True,ARMA,Informer,Informer_para,Informer_lr,RNN
82,"[1.1636955896271974, 0.551543475212207, -1.597994601477104, -1.644474056900559, -0.35267418935987405, 1.2896146463399254, 0.921871432679185, 1.7473868639972983, 1.0418311651243877, 1.0962248815547175]","[0.12830905263980336, 0.8050191124008704, -0.06662866329643308, -1.5761020228662421, -0.5675162319378334, 0.3132955232836269, 1.170670678998381, 0.12174904244858803, 1.2774046365644138, 0.07149047547484011]","[-0.8061889, 0.7053321, 0.70534253, 0.5620106, 0.8800445, 0.07114352, -0.2249504, 1.0737724, 0.86768264, -0.2425328]","(10, 5)",1e-05,"[0.10502662509679794, 0.7861577868461609, -0.1375024914741516, -1.5786668062210083, -0.7415496110916138, 0.39382222294807434, 1.063018560409546, -0.0017216503620147705, 1.248184323310852, 0.005901545286178589]"
87,"[-3.453753699772272, -0.6902689726117852, -1.0857188978948584, -0.3239988130660879, 0.5905938518679926, 2.061073845904555, 0.8168329171895543, 0.22593668313470427, 0.21798706491249104, 1.2783242143974283]","[-1.8022103491570092, -1.6097914364143477, 1.0149319977792417, -1.2856660102395105, 0.5795685454379274, 0.34585818559036463, 1.5551414207643361, -0.5044691646472182, 0.22517395321554473, 0.035896662600314065]","[1.5529653, -0.91043615, 1.4454732, 1.5017627, -0.226693, 2.0992918, 1.7906939, 1.4372692, 1.866079, 1.3598856]","(10, 5)",1e-05,"[-1.6759974956512451, -1.5700364112854004, 0.537503182888031, -1.143112063407898, 0.6294397115707397, 0.47984904050827026, 1.5703089237213135, -0.49939191341400146, 0.401065468788147, -0.020672157406806946]"
97,"[-1.5808474741224197, -1.2290528862580499, 1.346181297541957, 1.1976573512813244, 0.3366372538547029, -0.6307799657498392, 0.1618084638687156, 0.2954837610351196, -0.2282927930042342, -0.06259748933095696]","[-1.3072190919593178, -0.6144420136412341, -0.6147636498709492, 1.604485879098393, 0.11279911608266413, 0.10107224793906075, -0.5985218387333011, 0.5006276466427595, 0.002299344963838046, -0.25580989896429795]","[0.7007571, 0.56804156, -0.36646238, -0.2576156, -1.6504089, -1.4265233, 0.0321424, 0.37722424, -0.68708867, -0.08063862]","(20, 10)",1e-05,"[-1.3642431497573853, -0.3939075469970703, -0.17357997596263885, 2.0230066776275635, 0.04720819741487503, -0.12527260184288025, -0.6012182831764221, 0.3270004689693451, 0.1592426896095276, -0.37964925169944763]"
83,"[-0.6545817741299405, 1.434024738276674, 0.34749362506855164, 0.5199948567396283, 0.721188136451574, 0.43640808211075144, 1.45987711423287, 1.1287010228834997, 1.2488000179907937, 2.319392260813648]","[-0.5221744572880407, 0.2762225748259858, 1.3427768277193306, -0.6297091235969534, 0.5615262354960142, 0.25777126133788264, 0.05826696042957505, 1.0999153472471983, 0.12378776932281355, 0.6801486777008658]","[-0.07038802, -0.20096701, 0.26125422, 0.33570522, -0.6409829, -0.039021395, 1.1619418, 0.39671874, 0.03946589, -0.21299845]","(10, 5)",1e-05,"[-0.8942989110946655, 0.17300459742546082, 1.603296160697937, -0.7237265110015869, 0.7894066572189331, 0.19404375553131104, 0.22559607028961182, 1.1543225049972534, 0.10167598724365234, 0.8096315860748291]"
95,"[-1.8408205377327054, -0.03628414253457146, 0.47017977591069965, -2.5357434101446676, -2.625633797650085, -2.178204033737437, -0.8323780526776967, 1.887831065411457, 0.7018165890233634, -1.0450361336430805]","[-0.4618821121901112, -1.0395328573791636, 0.8195158570944779, 0.10628075772980713, -2.414362865290848, -0.7737494337793162, -1.0161757374005664, 0.1748565831494701, 1.8147812270343127, -0.545007247874711]","[-0.4891847, 0.44862878, 0.08868283, -1.275648, -1.4230839, -0.4800873, 0.2533935, 0.62438637, 0.48585215, -0.16484238]","(10, 5)",1e-05,"[-0.2983044683933258, -1.0054142475128174, 0.9714587926864624, -0.39286568760871887, -1.9772553443908691, -0.9555714130401611, -0.48687395453453064, 0.0330718457698822, 1.7765209674835205, -0.7552372217178345]"
81,"[-0.5811029134529359, 0.4310004762787655, 0.6375594550160434, -0.18088458138817717, 0.11779146978495952, 1.0227561550962823, 0.8887016571627435, 0.16692453209748487, 1.3827431017558145, 2.904046528960264]","[0.3470502248439199, -0.6592954249529045, 0.7647819224540866, 0.13046455552225478, -0.3059316162751318, 0.30868707300795944, 0.7327524622666131, 0.2992586424709113, -0.08338426004829055, 1.280910272231706]","[1.5747224, 0.9273227, -1.8848819, -1.0474167, 0.7416256, -0.7011825, -1.2408884, -0.0669388, 2.0820732, 0.5663067]","(10, 5)",1e-05,"[0.20504099130630493, -0.5999776124954224, 0.901280403137207, 0.03877490013837814, -0.2281973958015442, 0.20173078775405884, 0.8825230002403259, 0.26719874143600464, -0.008959837257862091, 1.3259689807891846]"
98,"[0.656405584432002, -1.207656509505517, 0.5993212325163169, 0.583045848020239, -0.9246790935825699, -0.8244523844859435, 0.08045860789221096, 0.5647606216955552, 1.0008906723266189, -0.033911890927044164]","[0.8923803247908519, -0.27793087146404966, -1.1163081611446457, 1.1577458161061378, -0.004825251784283113, -0.9336506952898447, -0.18801392101180886, 0.33048519286749406, 0.3611302555609465, 0.6063882353062572]","[-1.1737851, 1.414078, 0.6879183, -0.79264736, -0.3481356, -0.9146298, 0.920174, 1.7388492, 0.6192602, -0.5975331]","(10, 5)",0.0001,"[0.6417397856712341, -0.16244962811470032, -1.0855752229690552, 0.9551393389701843, 0.2975141108036041, -0.9087677597999573, -0.1409745216369629, 0.36244040727615356, 0.6064270734786987, 0.6803322434425354]"
79,"[0.3212783034069509, 0.925336215464605, 1.413339881835395, 0.8285967290848415, -0.5435592959054865, -0.056201819171468714, 1.8646355226437261, 1.9385548012576812, 0.9224280275059789, -0.15752934733504564]","[-0.020878058423054457, 0.19950127322554992, 0.6804373654007313, 0.8080295945869903, 0.09370426836403178, -0.778587356622797, 0.31549022700204754, 1.618593968940023, 0.7463948658918663, 0.024758083858246627]","[0.831413, 1.2750038, -0.18824336, -0.08520894, -0.35055062, 0.22603431, 0.37667504, 1.2346141, -1.2475048, -0.5911243]","(20, 10)",1e-05,"[0.033322542905807495, 0.5477592349052429, 0.9279317855834961, 0.9001724720001221, 0.1743108630180359, -0.9073307514190674, 0.32105427980422974, 1.7633893489837646, 0.7720651626586914, 0.08053818345069885]"
96,"[-1.2741581362232641, -0.735933208541081, 0.27360876414691276, 0.4293168106664177, 1.612928681231648, 2.462793050964408, 1.3723185701398026, 2.5126341570302753, 3.22601166774103, 1.4886932623391762]","[0.11799775594943539, -1.2075134725782466, 0.21385354773059628, 0.341746202979504, 0.17023055633874418, 1.3331805680571835, 1.2734274174631564, 0.05595113927482165, 2.009168069022067, 1.4511184734249842]","[1.6088482, 1.0998608, -0.8239751, -0.3267688, -0.71944726, 0.51037186, -0.82113916, -0.84630895, 0.15231833, 0.86438155]","(20, 10)",1e-05,"[0.15478181838989258, -1.2428622245788574, 0.2558777332305908, 0.39932680130004883, 0.18033385276794434, 1.3013267517089844, 1.2262210845947266, 0.07536530494689941, 1.9169511795043945, 1.3938770294189453]"
93,"[0.20159081728108763, -0.832456530206572, -2.34844928464669, -2.406744084546449, -0.626592421845463, -0.004427805454655487, -0.28116451627828387, -0.6482656161166611, -1.5171044233122044, -3.143487794109255]","[0.5954249532237216, -0.21354165076582518, -0.6627042493876932, -1.685362054882427, -1.1050245878980953, 0.23664105145732423, -0.08846207415968618, -0.23876621574969573, -0.42130628729381814, -1.0991910913735237]","[0.6143963, 1.2590696, 1.6316789, -0.87299293, -1.0873485, 0.89750504, 0.33275414, -0.8198521, 1.1740589, 1.7490872]","(10, 5)",1e-05,"[0.419124573469162, -0.5436233282089233, -0.6559027433395386, -1.5921262502670288, -1.0645487308502197, 0.5092500448226929, 0.47476860880851746, -0.3700248897075653, -0.2071499526500702, -1.237331509590149]"
