seed,True,ARMA,Informer,Informer_para,Informer_lr,RNN
90,"[1.7130880261288133, 1.5009803564878188, 2.081887324413866, -0.419534550644592, -0.9755141657726423, 1.0185698970243244, 1.645341301515098, 1.0585931284142258, 0.9759343192926778, 0.08256095322825291]","[0.528086915753646, 1.153239235122166, 0.5605761650499067, 1.4208439452932076, -1.2969912016585519, -0.11195524362085257, 1.0628744722003372, 0.7542254860651231, 0.3934725587352254, 0.5804240976711197]","[0.8078564, 1.4025676, 0.9051823, 1.4493378, -1.5345765, -0.59289044, 1.1686438, 0.87150884, -0.3190836, 0.4867759]","(100, 20)",0.0001,"[0.5478388071060181, 1.3047869205474854, 0.4591512382030487, 1.5221445560455322, -1.303966760635376, -0.12129954993724823, 1.2737250328063965, 0.7694360017776489, 0.28703346848487854, 0.6372915506362915]"
15,"[1.9877180158333834, 0.6412507552841065, -1.3332199243664182, -0.5877213416820823, -0.04635724783356576, -0.15313840750309313, -1.3506328108232484, -2.250841349679237, -0.0869710897871927, 1.8672560230339834]","[0.452616209166302, 1.5766792058960737, -0.6501895379951229, -1.1402602647808815, 0.32905387263126473, 0.01388865887086806, -0.1276943853758611, -1.1097382765778492, -1.1645264942584581, 1.0720202709886748]","[0.2759368, 1.2203466, -0.6263295, -2.4538138, 0.63685036, -0.21178767, -1.5651985, -2.4404492, -2.0075562, 0.7362752]","(100, 20)",0.0001,"[0.37358182668685913, 1.4250760078430176, -0.37027496099472046, -1.3221290111541748, 0.12536166608333588, 0.3638070821762085, -0.11862598359584808, -1.252874732017517, -1.2095921039581299, 0.37145841121673584]"
82,"[1.1636955896271974, 0.551543475212207, -1.597994601477104, -1.644474056900559, -0.35267418935987405, 1.2896146463399254, 0.921871432679185, 1.7473868639972983, 1.0418311651243877, 1.0962248815547175]","[0.12830905263980336, 0.8050191124008704, -0.06662866329643308, -1.5761020228662421, -0.5675162319378334, 0.3132955232836269, 1.170670678998381, 0.12174904244858803, 1.2774046365644138, 0.07149047547484011]","[-0.15471883, 1.0096859, -0.13431408, -1.6102202, -1.6919802, 0.16082773, 0.98901296, -0.22044829, 0.8516001, -0.06780096]","(100, 20)",0.0001,"[0.21564655005931854, 0.8213464617729187, 0.10714656859636307, -1.6266835927963257, -0.714799702167511, 0.48976635932922363, 1.0313892364501953, 0.1955934315919876, 1.3039264678955078, 0.20734912157058716]"
72,"[0.33601750436686517, 0.44696086144959624, 1.5477168592623303, 0.9089844435908385, 0.08969874285455368, 1.1288989688706905, 1.1573235341285844, 0.644995806543942, 0.8025087475155676, 0.618384834647737]","[-0.49659825420663256, 0.7360499889559019, -0.06723705801801716, 1.3298585655862745, -0.253494433175674, -0.0009779418175047683, 0.9988469539813782, 0.24665470781129728, 0.17872211714835293, 0.478783520263252]","[-0.6594331, 0.6181715, 0.37440634, 0.94271255, -0.3751475, -0.39242822, 0.61633813, -0.14925107, -0.6012109, 0.46163577]","(100, 20)",0.0001,"[-0.5976678133010864, 1.208771824836731, -0.5773121118545532, 1.300221562385559, -0.24370655417442322, -0.2746228277683258, 1.300221562385559, -0.028155773878097534, 0.3370091915130615, 0.4141803979873657]"
45,"[0.5610074140434663, 0.07980465943690218, 0.08375326997131953, -0.1536627707201625, 0.3873411031695232, -0.20519217119133598, -1.9417602214778804, -1.8477082741216246, -1.4307904140148686, -1.9630829509448933]","[1.0861440913332656, -0.31647042640092227, -0.004349801620014679, 0.054657302485993035, -0.1873097324360513, 0.4693622841719014, -0.45946978178284836, -1.6122679932926256, -0.6190646262716197, -0.5685556187308674]","[0.9090974, -0.70574963, -0.060876235, -0.4773348, -0.5874168, 0.31618854, -0.23830216, -0.7890035, -1.0410737, -0.45012665]","(100, 20)",0.0001,"[0.9644083976745605, -0.4626522660255432, 0.21278440952301025, 0.07184851169586182, -0.060454487800598145, 0.32539471983909607, -0.2614697217941284, -1.5612833499908447, -0.9066974520683289, -0.7557645440101624]"
75,"[0.7570397944851985, 0.3264153638780595, -0.45909094353956986, -0.5826039118794046, 1.1674121532790114, 0.08484646261257223, -1.0267676834885384, -1.9540044488697927, -1.235315180233392, -0.3720651649076729]","[1.1959159400342938, -0.022103884711446087, 0.13276699094516722, -0.5799964234876, -0.1676044863351156, 1.3346759291081525, -0.8367014573069727, -0.6018440590522031, -1.3166124126162266, -0.06963606348508944]","[0.915946, -0.66537356, -0.626294, -0.7906215, -0.18958645, 1.3586545, -0.6273234, -0.86250603, -1.2867522, -0.3190234]","(100, 20)",0.0001,"[1.028826117515564, 0.3853912055492401, 0.1258155107498169, -0.6471986770629883, -0.22221270203590393, 1.3256423473358154, -0.6782553791999817, -0.9108750820159912, -1.1773229837417603, -0.1889011561870575]"
52,"[0.4185223717210336, -0.7013853601343594, -0.06192313177101827, 0.011469453908906357, -0.4105014783487351, -0.28678503085709656, 1.0889963254811568, 0.9104242384465742, 0.40873433318946123, -2.1422188209835333]","[0.8040691481457317, -0.6414447251990103, -0.9512161279638374, 0.07843333430660326, -0.15522369059884505, -0.526892884985894, -0.2334979479877402, 0.8195753541725483, 0.05298585972257919, -0.25878414682054185]","[0.36926135, -0.33865848, -0.8570568, 1.1299362, -0.17167707, -0.748591, 0.19794987, 1.6940937, 0.4569524, 0.29059282]","(100, 20)",0.0001,"[0.996719241142273, -0.2401966005563736, -0.5052037239074707, 0.3623129427433014, -0.032415397465229034, -0.3301333487033844, 0.15448719263076782, 1.1025078296661377, 0.19365692138671875, 0.23394855856895447]"
71,"[0.9522399840519237, -1.169532400658353, -1.4476195133811665, -0.0609618985288381, 0.739031087695927, 0.5808766494264185, -1.7593410788728847, -2.721187982436676, -1.6816344238498644, 0.05833687127702186]","[0.39164914257280814, 0.6767825145440298, -1.901608932693974, -1.0084941763879112, 0.1679058376199729, 0.3798395622886697, 0.25464855378940365, -2.1828807949030544, -1.931524853860434, -0.7169187450703247]","[0.38630253, 0.7834207, -1.1984456, -0.9368625, -0.04455795, 0.3856783, 0.43508458, -1.8646625, -1.4773961, -1.0655664]","(100, 20)",0.0001,"[0.7359205484390259, 0.9107722043991089, -1.6309945583343506, -0.6042817831039429, 0.7547820210456848, 0.6649672985076904, 0.22112026810646057, -1.7330740690231323, -1.4446160793304443, -0.3343225121498108]"
19,"[-0.7112980372260169, 0.5369460039820787, -0.2239064927329748, -0.6714163521295253, 0.15471560840418275, 1.626880414522232, 1.7047193560827267, 0.47754033762371034, -1.840320257066993, -0.9194332307565033]","[-1.45429879039632, 0.062454988657491994, 0.6690189616963953, -0.575090099261147, -0.35029802165643376, 0.44819568913476626, 1.2708731447867314, 0.6446279924507927, -0.27708186086068265, -1.705296852733032]","[-1.610965, -1.0617207, -0.19980903, -1.2403877, -0.7891895, 0.43297789, 1.1625432, 0.42679113, -0.20038311, -1.8736004]","(100, 20)",0.0001,"[-1.202907681465149, -0.13486823439598083, 0.6111513376235962, -0.5913206934928894, -0.642577052116394, 0.5887385606765747, 1.1829864978790283, 0.5729849934577942, -0.35599592328071594, -1.7829948663711548]"
86,"[-0.6597796119947241, -1.3459889959585982, -0.7114255402078072, -1.0230528737738915, -1.4463509436814377, 0.37292661399897864, 1.444459644565084, 1.1575064800879824, 0.9256016173664637, -0.39227314322700135]","[1.0035803761625421, -1.4325782777843754, -0.19725085345957308, -0.1869063914824572, -0.7320855077700861, -0.5730856428727958, 0.8436166750558439, 0.6563974100455443, 0.3218549328666628, 0.44789541566981195]","[1.7085488, -0.2471167, -0.3401574, 0.48567438, -1.353148, -1.0398302, 0.49593148, 0.81737113, 0.5640065, 0.6397953]","(100, 20)",0.0001,"[0.909082293510437, -1.4262644052505493, -0.44179579615592957, -0.32305455207824707, -0.5731644630432129, -0.5966663360595703, 1.0137017965316772, 0.6328266263008118, 0.31461912393569946, 0.3681222200393677]"
67,"[-0.10932086797793605, -2.3759584597037526, -0.27903187809677243, 0.9552127848679067, 0.16574953757049932, -0.9983664309168176, -0.9120398214521346, -0.9474899843698715, -1.1983056533258027, -0.31428371150315515]","[1.6772515004556925, -1.3381555352702044, -1.649941896372735, 0.9848224469546089, 0.5746484244042203, -0.3139600897495691, -0.8387154772427668, -0.257502875336905, -0.5336929428182076, -0.6501814091817526]","[1.9815599, -0.8738754, -2.2230413, 0.5145506, 0.88638186, 0.8621179, -0.29606172, 0.44660857, -0.7549911, -0.18594968]","(100, 20)",0.0001,"[1.7334730625152588, -0.8309035897254944, -1.8406574726104736, 1.1173133850097656, 0.5755112767219543, -0.3650917708873749, -1.0039284229278564, -0.40020763874053955, -0.6762033700942993, -0.7800910472869873]"
33,"[0.051313360279217346, -1.1941266547350573, -0.49330191249584987, -0.2879651952912808, -0.38518271615872435, 0.910538106739884, 1.4459594473898747, 0.3573531292499716, -1.7438237471703844, -2.374942746444699]","[0.40979852672944217, -0.17173057302537725, -1.05012836738866, 0.22027720420926217, -0.3100087285879514, -0.21573705199879123, 1.0197690331763154, 0.7174272412051574, -0.21103776202919583, -1.523701381644361]","[0.7246018, -0.15206167, -0.97347707, 0.35751027, -0.092418656, -0.03343816, 1.1695837, 0.66383326, 0.20670603, -1.4275776]","(100, 20)",0.0001,"[0.36882293224334717, -0.283810019493103, -1.0289011001586914, -0.011467024683952332, -0.09969832003116608, -0.27331018447875977, 0.9390493631362915, 0.82264244556427, -0.2609257102012634, -1.4165608882904053]"
83,"[-0.6545817741299405, 1.434024738276674, 0.34749362506855164, 0.5199948567396283, 0.721188136451574, 0.43640808211075144, 1.45987711423287, 1.1287010228834997, 1.2488000179907937, 2.319392260813648]","[-0.5221744572880407, 0.2762225748259858, 1.3427768277193306, -0.6297091235969534, 0.5615262354960142, 0.25777126133788264, 0.05826696042957505, 1.0999153472471983, 0.12378776932281355, 0.6801486777008658]","[-1.2052329, 0.10586118, 1.8571982, -1.2428199, 0.7348752, 0.63034123, -0.39729875, 1.4913502, -0.21048461, 0.6368384]","(100, 20)",0.0001,"[-0.6121978163719177, 0.09544126689434052, 1.5973973274230957, -0.7825456261634827, 0.7953073382377625, 0.270263135433197, 0.273052453994751, 1.2541834115982056, 0.06124551594257355, 0.8847038745880127]"
61,"[-3.057948799466865, -3.963349443448349, -2.2110460710511606, -1.0383298758388935, 0.3293943821787133, -1.067748810281296, -2.149024809062282, -2.0398062169834312, -0.14888278236076757, -0.21845981564460837]","[-0.8349129540259195, -2.4017177896044553, -1.7660645317129833, -0.512245952598252, -0.44357341720456733, 0.663312315217872, -1.4304668953649007, -1.0591108021499285, -0.9059390981470894, 0.5836529066990241]","[0.29724655, -1.4493122, -0.5988092, -0.6803143, 0.6017799, 1.4365199, -1.4338359, -0.098214015, -0.42188862, 1.0683084]","(100, 20)",0.0001,"[-0.9353747963905334, -2.1827383041381836, -1.770229458808899, -0.645025372505188, -0.21091705560684204, 0.792188823223114, -1.7355118989944458, -0.9311291575431824, -1.240890383720398, 0.7863389849662781]"
54,"[-1.6548414401155862, -1.0923288020554764, -0.20930414280020937, 0.48050805157153986, 1.5395672153751465, 2.6580351381390885, 1.3425125521817323, 2.114649888439951, 2.759196543252524, 2.1465735566472923]","[-0.37883313989930756, -1.220470392224101, -0.004599764676595952, 0.0992513299130032, 0.4419507951183343, 1.0610928684965615, 1.5172784753749151, -0.16255086967498544, 1.62645138282076, 1.2127117681134307]","[-0.05942247, -0.85671175, 0.012625508, 0.33659592, 0.461898, 1.324465, 1.4412165, 0.9219596, 1.2423238, 1.191387]","(100, 20)",0.0001,"[-0.5328906774520874, -1.2306127548217773, 0.03023649752140045, 0.09446056187152863, 0.4621424376964569, 1.090071201324463, 1.4748084545135498, -0.39764830470085144, 1.4929605722427368, 1.3241183757781982]"
92,"[-0.47638607818833084, 0.2896693442622678, 1.2600691101965904, 1.9794712839398585, 2.3972614213846057, 1.74360811031123, 0.615770596118553, -1.260497787937056, 0.28965761125159295, -0.939215085030968]","[-0.3824373367408215, -0.29539852511882725, 0.5032605066907694, 0.9119965082674564, 1.217433151138989, 1.335876818508259, 0.5788943548457215, -0.023222128831020872, -1.3140941445502747, 1.1163755689158383]","[-0.7957156, -0.82448727, 0.18081927, 0.5538784, 0.7758492, 0.84147525, 0.21785659, -0.5597526, -1.8835136, -0.057736486]","(100, 20)",0.0001,"[-0.38074764609336853, -0.332479327917099, 0.6011404991149902, 0.973199725151062, 1.2027454376220703, 0.9111371040344238, 0.7242418527603149, -0.167340487241745, -1.2996279001235962, 1.1952157020568848]"
