seed,Test,True,ARMA,ARMA_Order,ARMA_Train_loss,ARMA_Valid_loss,AR,AR_Order,TimesFM
23,"[1.610858611901898, 1.6052244804717049, 0.8100882999138944, 0.8187703686360048, 0.39919529302952417, -0.8404340900216865, -0.49795225102597285, 0.659677659388591, 0.8062886988743734, 0.0929237745641246, -0.4582593662278985, -0.6713011692202978, -0.30507080845307505, -0.9285714823169683, -1.3657023341150394, -0.10557348252984644, 1.2889420454827696, 0.23657296803370564, -0.3329032026901547, -1.0303682851926492, -1.281632441342935, -0.09586818910615424, 1.170741253587393, 1.8844382071755392, 1.859279693167374, 1.632760201165138, 0.9535603098830037, -0.2198922030523781, 0.08037437502020656, -0.24210435424543908, -1.2441975105760532, -1.8939868675164622, -1.5801838907167067, -1.0250066050636737, -0.4098214065467928, -0.20094457552847272, 0.5527095955509423, 1.5501226590201929, 2.027242145351563, 1.4749922037691863, 0.5634554525278246, 0.4557883627141889, -0.34528193381539457, 0.07718243724962026, 0.22440619558437563, 0.08591303925524216, 1.0404223712035177, 1.7310778910298092, 1.5653900160822771, 0.17661067025966304, -0.30065561747533653, -0.16725875706791338, -0.21371811543138242, -0.0053492547195495566, 0.608207087750948, 1.0464345756569378, 0.8196195417555684, 0.8221236143866484, 0.3838028791995979, 0.003673294583696085, -0.26844876842316456, 0.4876098746955345, 0.22380844128974836, 0.8017222971975, 1.4789707472561129, 0.2656872010880019, -0.21162767900532692, -0.428957783403242, -0.28759697324378636, 0.8580995610988016, 0.17418985861972658, -0.8010587264741339, -0.8552192844532497, -0.926220502434168, -0.09453495581023158, 0.5506571837051129, 1.1271668411804077, -0.005368258022226402, -0.8453367581748537, -0.5434936215779995, 0.3402884322403096, 1.073481646944224, 1.323732814138166, 0.32379096244865013, 0.5644285899948734, 1.4343745345415932, 2.0180845969302106, 0.8266946506924813, -0.7420926512579152, -0.4357542791755414, 0.27416092109225265, -0.6681429113627193, -0.5151119583695934, -0.5539707866622421, -0.2059031623378721, -0.9040902692431627, -0.6075832447545585, 0.7183152765596018, -0.00023980552509833553, -0.44216430605787016]","[0.8879180143545344, 1.1668996047246307, 1.0217746781093897, 0.2992009608591996, 0.669169888206405, 0.06461034892632167, -0.8727392644848473, -0.0615826187835492, 0.6904689687803656, 0.4610542144841906, -0.1376033326779707, -0.3894576998889131, -0.47657231927584126, -0.06678464881515442, -0.8951791579093911, -0.9181127551603439, 0.3534828950503255, 1.1122005979576068, -0.3195273309450978, -0.17313953721760583, -0.9437985165838463, -0.8097331830510118, 0.30899840241935167, 1.016242052377717, 1.3763171809866808, 1.1711211026740336, 1.0471996498281213, 0.429960484968943, -0.4348724455368496, 0.2978105977886314, -0.3910096531397548, -1.0486926840061757, -1.3696405255133743, -0.8953636279600196, -0.577324791083664, -0.12115901100496079, -0.14036507002599233, 0.6228921305639386, 1.2386765937382236, 1.407903848482451, 0.7710402795279607, 0.17793531276384422, 0.36682070633226677, -0.5286922869815279, 0.3415285807403842, 0.05364190521418352, 0.059092086648150396, 1.0108763278794424, 1.225639727090088, 0.9525701525372332, -0.29967440600895356, -0.15081841447085975, -0.0918495498324835, -0.16779334051514067, 0.07854741553802078, 0.5689333799819376, 0.761967885665969, 0.4386355989225839, 0.6028058149253565, 0.08239997173691965, -0.03752669128476374, -0.2496854227807827, 0.6124525860859258, -0.08241785175321456, 0.8429312230741073, 1.0575051357190595, -0.26306536677152775, -0.08009499561956304, -0.38891028559346047, -0.09314183044705612, 0.9046704763223297, -0.27814537954143825, -0.6619860367034147, -0.5242262661015422, -0.6641073693833968, 0.23751872888146683, 0.4318978192643794, 0.911217931548218, -0.4609772237963354, -0.6148481462766859, -0.23606954843965655, 0.45832320646013786, 0.8443200437141553, 0.9015727922810883, -0.12699543369189403, 0.6279263068408205, 1.1204113811211829, 1.4578789063696191, 0.0977551975076717, -0.790970250011751, -0.04026915416966584, 0.29429549817708556, -0.8152906604512621, -0.1074666281439624, -0.5002374725902609, 0.044215573957258336, -0.9261980562217919, -0.14448421664366257, 0.7905573848814331, -0.39551849796581484]","[0.9013468738148344, 1.1828318613618565, 1.0398549511985542, 0.3059168714386615, 0.677385694275644, 0.06968853830182095, -0.8846276215046243, -0.06571640482726299, 0.6997291230550639, 0.4681736594570457, -0.13882162150743374, -0.39478102783296887, -0.4830844095830009, -0.06828292513458674, -0.9057920966304722, -0.9324892875314554, 0.35776133241638614, 1.126831638923338, -0.3250940769971528, -0.17372587283501156, -0.9547718972360424, -0.8191364498854319, 0.3133645123313837, 1.0278675480876056, 1.3938729577469637, 1.1866064482687033, 1.0630195499748398, 0.4352652608257155, -0.44242053829064465, 0.3041645514039402, -0.3981847516536514, -1.0632066272695817, -1.3917855239488195, -0.9082218791872704, -0.5867985942918988, -0.12210976996769692, -0.1431979987627884, 0.6347226424246555, 1.2601462932701795, 1.434571666899622, 0.7839043094919654, 0.18055292839665016, 0.3745577451836809, -0.5410780836865619, 0.3500666212500461, 0.05310672128271106, 0.06090639501863303, 1.030432813895517, 1.2486957248396187, 0.9711872177055335, -0.3079241819128464, -0.15154602325024852, -0.09440438611151515, -0.1706515254282408, 0.08057298205479906, 0.5805061486288073, 0.7761926222854949, 0.445785072203714, 0.6153731039690672, 0.08198001309354554, -0.03758366592133971, -0.25536278209760604, 0.6266054074465562, -0.08649544472913728, 0.8596063745387293, 1.077163240518868, -0.2699601108338777, -0.07957895409677357, -0.3973066514355358, -0.09323917353059948, 0.9222121888035445, -0.2868471790991739, -0.6707708725866869, -0.5327849158955587, -0.6753626651741866, 0.24490756350292567, 0.43744305013666984, 0.9284513664058232, -0.4735450003565476, -0.6209521318681762, -0.2394564407478467, 0.46793534292018096, 0.8569412363590387, 0.9157908404679738, -0.13407254186032702, 0.6421998128813313, 1.1365386795310541, 1.4850038479806493, 0.092362154095735, -0.8036232214327299, -0.035673775295807175, 0.2978838500781651, -0.8338238928990229, -0.10005638782475146, -0.5130905216319352, 0.05094754993276911, -0.9450464719756291, -0.14081323819309824, 0.8009720983750341, -0.40716640459303155]","(1, 0, 1)",0.3513511368149603,0.7095826638619553,"[0.845106232336024, 1.1510962206251327, 1.1014174425468286, 0.3408483604981564, 0.7009358894434043, 0.15878262338390844, -0.8790228923711199, -0.058870817519412866, 0.7398241281988779, 0.4250586165716839, -0.162564992189948, -0.36662847205368143, -0.44442891589906397, -0.07468106328905355, -0.8865216066003673, -0.9842772930696788, 0.3568178579188413, 1.1049009713862614, -0.36200683124334865, -0.22682417661214221, -0.8302186739011586, -0.857437427717737, 0.3158280303555147, 0.9961922260980572, 1.3231284603380633, 1.1781750865148628, 1.078496867914359, 0.5021137095299426, -0.394400755266334, 0.327502922384717, -0.30976979145163885, -1.1124093398589834, -1.3581952840956475, -0.910117964595524, -0.6008740818491758, -0.19011384981108242, -0.1737536785896745, 0.5768202495041109, 1.2629200241912584, 1.4060219666208007, 0.7926761965140767, 0.2048380543148295, 0.42597294256798734, -0.4642164919212849, 0.3008746274756624, 0.13665155908647755, -0.003603976313569776, 1.0308467843612905, 1.2704273498240055, 0.9397921322540853, -0.26869777109296844, -0.14258764925837802, -0.004293913100721275, -0.18309430447467606, 0.0658415519395735, 0.5767999870730411, 0.7687391508980735, 0.43694790631471614, 0.6084919388911735, 0.13544189858145117, -0.045834295561129446, -0.21192654072026518, 0.6083449114208554, -0.03695228671504086, 0.7710436963960459, 1.1482391230351836, -0.28015457267581173, -0.10825822871289291, -0.29255754435630965, -0.12540104665320453, 0.9198437772251434, -0.25388817938758634, -0.746216751808569, -0.46425179466967825, -0.6574930270013288, 0.19423958559310328, 0.45230246765545085, 0.8609067936699935, -0.43012328055187893, -0.6709365443523723, -0.16034083085391254, 0.4576706595272354, 0.834041894103217, 0.8845707851760267, -0.11711089926035617, 0.6137149535357869, 1.2228953200915458, 1.4484336897296224, 0.12382271582234661, -0.8121261795397434, 0.033120951124951226, 0.3591463252897322, -0.8602715519158652, -0.16500890111743738, -0.4197384017334076, -0.03150512374865419, -0.8919134436823086, -0.2248411189969693, 0.8531779689529858, -0.4214721487279934]","(3, 0, 0)","[0.8707367202608107, 0.9885598624665082, 1.5033465004574347, 1.2282412604375867, 1.1140776780842048, -0.26336442613772454, -0.7956924072227248, -0.5331828841140495, 0.46187392278828787, 0.4134689180887658, -0.3831920107283025, -0.7981214340295897, -1.6294698538433943, 0.07463440390014221, -0.36545682549435876, -0.9184141066397351, 0.012394701800825608, 0.9007588567124396, 0.2794134417176476, -0.04172742853590964, -0.9305263210749941, -1.130423896297569, -0.03940784992822939, 1.1133807754695488, 1.5640763048362925, 1.9811034673515198, 1.5213907798394526, 0.9567839216472573, 0.16039582492941357, -0.1201375344616884, -0.3591186404426844, -0.6179169104449954, -2.1025080962870804, -1.5751334595560684, -0.9044780248532425, 0.08494106942536771, -0.22416353378570264, 0.41476181054592287, 0.973872446591511, 1.4032543536771565, 1.3453287356391144, 0.7510421756098095, 0.7603117744783, 0.47522514150436257, 0.7076572327978609, 0.4330944463956612, 0.20091810917031905, 1.2662374770073062, 1.9090445604965005, 1.3710297491815793, 0.23255098368565855, 0.16369906112140853, 0.4807289404169593, 0.5172127547922336, 0.39834139078330877, 1.0393696430477362, 1.559332614843565, 1.1075204325129158, 1.3190684547874243, 0.6448858534440007, 0.2913453514395712, -0.16407238785387934, 0.8989912849401426, 0.4173970407747187, 0.5948045915704013, 1.5193369452627636, 1.1243385988211791, 1.230806831833901, 1.0610547474337324, 0.42181812075971004, 1.119781242522739, 0.1987188118466214, -0.37097875891974263, -0.1068728122481894, 0.36180085469282364, 0.8209204675395366, 0.8926503707341352, 0.8027748306621463, 0.7262166964196709, 0.1514392508774979, -0.1738389880252859, 0.7045976992191217, 1.108617609352332, 1.2503347313260973, 0.41769166849996575, 0.7801012448892082, 1.393716133771568, 1.947593223970355, 1.4080343793619416, -0.09237178683143116, 0.34413226830642973, 0.5615167291948864, 0.1495009289555141, 0.16755558420562447, 0.6790113268267568, 0.5614056807614879, -0.08482228474927493, -0.06115409774172226, 1.1711786032958602, 0.742171904813176]"
20,"[1.5346998106396919, 1.1669860396143723, 0.2992869476662767, -0.043410806146297665, 0.5519828958102175, -0.18419876722996853, 0.30593736784751757, 0.45840061586022257, 0.30604979202794236, -0.48066729135392594, -1.5458100650896311, -1.7717738479679794, -1.458330357226141, -1.4063002915677225, -0.7964556977327777, -0.021001743034473885, 0.34455879018846053, 0.45254622505318476, 0.9362198629364082, 1.4694824647593283, 2.000398267303246, 1.8987762583138545, 0.617494178489704, -0.9130516944852263, -1.514482844850816, -0.4223495847251788, 0.2804737228502857, -0.4224656347987079, -1.0951952113132333, 0.032377252527753475, 0.2911172472521131, 0.49996248215710304, 0.2568041035166672, -0.9650172762956566, -0.06845753656323816, -0.013340569019119675, -0.5485743001964064, 0.5276482625600564, 1.4515923050266162, 0.3710321432950531, -0.6929421399605304, -1.202705214409224, -1.4797193805265882, -0.12024200454488587, 1.260113819773891, 0.21552782025205364, -0.003420668209600408, 0.3461137433549983, -0.5746563384009907, -1.4734952108210657, -0.5123974215628172, 0.9078097987772321, 0.5272813529008473, -0.15583517214493947, -0.3440216568302524, -0.5419542569557225, 0.30726480045430904, 0.24378953666094627, 0.1619135862678555, 0.6261023389134752, 0.8884329131888676, -0.2813226419019101, 0.19478939282631313, 0.4351128267297638, -0.0919325620344153, -0.0981485298270208, 0.8242619933040767, 0.9587291504927026, 0.5970119905467219, 1.0802841020120395, 1.586021408112111, 1.171098227912473, -0.06738366772701954, -0.24317962309159885, -1.0049409048415763, -1.6763521934824948, -1.169809224928771, -0.2618496619014392, -0.5524105315220313, -1.5500805706537988, -1.139656957370219, -1.4709982110918383, -0.6029995762981721, 0.4633191329874434, 0.7295309732553992, -0.26072203730031007, -0.5275290817392061, -1.0216631993729852, -0.04019105737570794, 1.1567282280460653, 0.8232735755066556, 0.6250826678861209, 0.6865447503713312, 0.2048116957106872, 0.18003886070529462, -0.4073656438886941, -1.447629219125039, -1.54500929413295, -1.3908152899331687, -1.1944098086478638]","[1.0558901537987633, 1.0067547337403102, 0.6636086727442172, -0.03251738870583187, -0.027152111793381728, 0.5655589517069084, -0.46697824308342273, 0.5394264893892289, 0.1886873711656081, 0.21170610644513832, -0.586520344576495, -1.2525498928013836, -1.1454989015672876, -0.8855809064424972, -0.963509838346474, -0.3147007785595407, 0.13634864624529647, 0.2763844670658123, 0.3143539915202786, 0.7790428671762689, 1.0799610311711938, 1.460417751717649, 1.1685673824550302, 0.03321048726218895, -0.9296569381163208, -1.0496543757926557, 0.10247760317114907, 0.22923492126471118, -0.5370830954310635, -0.8266536635977015, 0.44570408432660424, 0.06826520508881095, 0.46582987961269756, 0.023889163710318434, -0.9769618581508158, 0.42002339251216975, -0.22335226527520455, -0.4368981675588041, 0.7460973463394585, 1.078543631856887, -0.1682396726333904, -0.6088223036438353, -0.8982940625873065, -1.0305723492329348, 0.3950441700715816, 1.0625917347381002, -0.31576804711699646, 0.15446335534889782, 0.2688820656805494, -0.7090973712412654, -1.1189465252004331, 0.04707584103739931, 0.8842718782585324, 0.08514541377158114, -0.19840787903073004, -0.24481771731488736, -0.41954539829827886, 0.5170374996034485, -0.014729213140777964, 0.1692781928382445, 0.541463242494353, 0.6177012919416911, -0.5901732878727557, 0.489876036762691, 0.19017480834841832, -0.18701996620862446, -0.004638546722708567, 0.826581266665431, 0.5454385171599871, 0.32429273196672836, 0.9181377360286754, 1.1269525400977731, 0.6076219578635865, -0.3711946466588128, -0.05758229976219245, -0.9761497549604801, -1.1882773160022548, -0.5756705669276436, 0.0259856215623826, -0.5654033423032226, -1.2673788995021873, -0.5059675076191255, -1.2180144572822755, 0.00600765234296563, 0.4603153068159606, 0.49937331984741884, -0.5104086972240195, -0.27232473312719635, -0.8855008328093871, 0.4025593590289856, 0.9554485485315725, 0.34554930124086936, 0.4523080172656862, 0.4603907417384881, -0.025383675158556857, 0.19273069828457307, -0.5037309930309807, -1.1957637226095488, -0.9471274328281757, -0.9172515735190809]","[1.0800331923713242, 1.0904963315184348, 0.6581701539811271, 0.04330142581548463, 0.07021694865852578, 0.6370692409659848, -0.4773726437802426, 0.5223340956270124, 0.2517268875301214, 0.1352447166290526, -0.5262053360479858, -1.2065157300042935, -1.0605212393014176, -0.8782095178792906, -1.0423748358539515, -0.3937948689212337, 0.0711185677474296, 0.1712193516729843, 0.2650555323107914, 0.7706174158473215, 1.0742669076685039, 1.437882128412124, 1.1856561425425096, 0.08264685130412908, -0.8024948905955711, -0.8958690775554499, 0.16480591701919922, 0.16036422377495552, -0.6625186590495798, -0.8062510943368345, 0.5100334752691789, 0.023690385635274758, 0.3524282563944351, 0.06004683775127595, -0.9811389600763427, 0.4926566190860351, -0.19429911854951848, -0.5520787032975494, 0.8028007852307505, 1.0403105236559664, -0.26820642339018863, -0.5495849605209843, -0.7468356256124796, -0.9973291300095659, 0.3822202187134971, 0.9817652991849221, -0.47502054214955947, 0.1681713607161239, 0.3931680789741747, -0.7494003317446214, -1.0807836165808056, 0.13374352143130852, 0.8333512502677287, -0.07287976882944702, -0.2241426865896347, -0.1379623891736087, -0.3912330449084303, 0.5107766966463506, -0.04384409308740672, 0.10209102809069448, 0.5898811380180872, 0.5871670193778817, -0.6023145702622702, 0.5416915262286477, 0.26353662994636196, -0.2738311776645194, 0.05025160847060557, 0.8435727396278729, 0.4919276715557446, 0.2755405608977781, 0.9732907415487191, 1.1384048033282557, 0.5744916887769144, -0.3169619613839105, 0.06466459597229063, -0.880687466579137, -1.1873419197377286, -0.5076941502040409, -0.026768493190039655, -0.6760534837768106, -1.3049734396018495, -0.4401143233519593, -1.2152164298986503, -0.08786886286279927, 0.4384858367183639, 0.3421572627263393, -0.5345058727165017, -0.2183190028844194, -0.7935700827235661, 0.37462364619276767, 0.9333761486485257, 0.19787139799449116, 0.4491406086490037, 0.5384508897476833, -0.015247185124476509, 0.22637724433500162, -0.4504242276616914, -1.178411852142259, -0.8633837887114605, -0.8957628540504564]","(3, 0, 0)",0.3248886162634372,0.9243837245202506,"[1.0800331923713242, 1.0904963315184348, 0.6581701539811271, 0.04330142581548463, 0.07021694865852578, 0.6370692409659848, -0.4773726437802426, 0.5223340956270124, 0.2517268875301214, 0.1352447166290526, -0.5262053360479858, -1.2065157300042935, -1.0605212393014176, -0.8782095178792906, -1.0423748358539515, -0.3937948689212337, 0.0711185677474296, 0.1712193516729843, 0.2650555323107914, 0.7706174158473215, 1.0742669076685039, 1.437882128412124, 1.1856561425425096, 0.08264685130412908, -0.8024948905955711, -0.8958690775554499, 0.16480591701919922, 0.16036422377495552, -0.6625186590495798, -0.8062510943368345, 0.5100334752691789, 0.023690385635274758, 0.3524282563944351, 0.06004683775127595, -0.9811389600763427, 0.4926566190860351, -0.19429911854951848, -0.5520787032975494, 0.8028007852307505, 1.0403105236559664, -0.26820642339018863, -0.5495849605209843, -0.7468356256124796, -0.9973291300095659, 0.3822202187134971, 0.9817652991849221, -0.47502054214955947, 0.1681713607161239, 0.3931680789741747, -0.7494003317446214, -1.0807836165808056, 0.13374352143130852, 0.8333512502677287, -0.07287976882944702, -0.2241426865896347, -0.1379623891736087, -0.3912330449084303, 0.5107766966463506, -0.04384409308740672, 0.10209102809069448, 0.5898811380180872, 0.5871670193778817, -0.6023145702622702, 0.5416915262286477, 0.26353662994636196, -0.2738311776645194, 0.05025160847060557, 0.8435727396278729, 0.4919276715557446, 0.2755405608977781, 0.9732907415487191, 1.1384048033282557, 0.5744916887769144, -0.3169619613839105, 0.06466459597229063, -0.880687466579137, -1.1873419197377286, -0.5076941502040409, -0.026768493190039655, -0.6760534837768106, -1.3049734396018495, -0.4401143233519593, -1.2152164298986503, -0.08786886286279927, 0.4384858367183639, 0.3421572627263393, -0.5345058727165017, -0.2183190028844194, -0.7935700827235661, 0.37462364619276767, 0.9333761486485257, 0.19787139799449116, 0.4491406086490037, 0.5384508897476833, -0.015247185124476509, 0.22637724433500162, -0.4504242276616914, -1.178411852142259, -0.8633837887114605, -0.8957628540504564]","(3, 0, 0)","[1.0747260250735917, 1.337475097952107, 1.1896629346257457, 0.97526199250346, 0.6659500464649961, 0.8404858212571319, 0.4378964303762759, 0.3920676804293012, 0.33151844102473627, 0.8155935426933884, 0.768361696081617, 0.41362544024260145, -0.7891045557467415, -0.39487750650587783, -0.7498809285359348, -0.6957257612537191, -0.1242530916374858, 0.19627240001976579, 0.2705025034843348, 1.2791121953038433, 1.6715748284112715, 2.12856455388215, 1.7178553929878042, 0.8249210349223107, 0.24909385270867773, -0.13379189060811347, 0.0023192185997921305, 0.2401376901259596, -0.5755885632848218, -0.704188486997796, -0.2204684390695839, -0.4990090604364625, -0.11032264018733193, 0.15936790489554659, 0.4474430066351047, -1.0127169984771107, 0.10844340909177089, -0.9748867138474725, 0.47876595241571995, 0.9477875040790815, 1.0735850485917109, -0.5842367785547534, -0.5110748419500758, -0.3493570108402087, -0.3568207514301106, 0.7140891659633057, -0.6326167687900457, -0.6384601174134205, 0.06611286490582095, 0.6635785399634729, -0.7663179336625459, 0.5366730974727554, 1.2017695818200682, 0.893372243718768, 0.25018063738811663, 0.5072468235159575, 0.38697609820736867, 0.8083713196531838, 0.5805165690736249, 0.42531319518910626, 0.47204119151474316, 1.3921947609661678, 0.6617638603450381, 0.24950146348166535, -0.18008896832534702, 0.5018774446152041, 0.20383144014266275, 0.7122029966795408, 1.0012265904328357, 0.5054622170920378, 0.4022632944705995, 0.9445134966500743, 1.0959177650307856, -0.4213516200943888, -0.12485958803692129, -0.46636908617919093, -2.148738755896864, -1.856375090221094, -0.27522152107733944, -1.24542200365323, -1.6915165244215498, -0.6814417187160019, -1.3922160955171212, 0.06677988241127815, -0.1058629785187262, 0.20203293222555246, 0.7919798758297001, 0.4400916572741764, -0.2886148172945655, 0.7280705224465964, 1.4514007078385005, 0.9640378978484809, 0.8357894344723569, 0.5656712451877685, 0.14847460851217864, 0.8037171138253226, 0.12542086035122754, -0.668262174224274, -0.4074181905977035, -1.7321794527503327]"
