seed,Test,True,ARMA,ARMA_Order,ARMA_Train_loss,ARMA_Valid_loss,AR,AR_Order,TimesFM_expanding
1,"[0.23722607578487998, -0.6118774781293821, -1.5835707077084504, -0.25415399003180195, -0.07260398192441186, -0.9686678068782666, -1.8048743736848025, -0.6422426221822904, -0.6029229026862756, -1.2846455952164806, -1.22539576414724, -1.3749849458694068, -1.1229648429147585, -0.4631213790139759, 0.519434140042289, 0.7724662100498709, 1.3225919993743438, 1.0478960233090262, 0.748918534179767, 0.37971574468483965, 0.9565854741314699, 1.3116189239178753, 1.0718107256901344, 1.3254796319477513, 1.8191206807862956, 1.4720276775081325, 0.2291904064319492, -0.5116294687591093, 0.417297693030402, 0.6109752889316019, 0.9869475900497532, 0.8217771818081798, -0.5010379420664668, -0.5254249741822931, 0.7854867623917473, 0.1755625715018731, -0.006908215387344985, 0.41229806171249717, -0.43698366392946564, -1.0143135388744122, -0.9291061996709961, 0.33370931779929974, 0.7747257917114102, -0.36116600269603644, -1.3789051223757638, -0.17492741565298042, 0.9769073824715855, 0.6504012336885588, 0.5984853562072745, -0.1044080641950158, -0.2999460410248529, 0.8212735657771082, 1.5470269049199121, 0.5358965775333341, -0.11922539234300095, 0.03417379777013371, 0.23137121098145363, 1.0475382258159107, 0.46448687205813943, 0.3000184769981158, 0.8688430240878017, -0.052387836669553545, -0.3574437855179323, -0.3276454793141645, -0.24689428218625406, -0.9905246051188953, -1.3908750150940978, -1.4258973126658834, -0.6255912956866003, -1.0439695116543277, -0.025641290559537455, 0.21168885659607278, 0.7252716436808764, 1.1230903673776877, -0.1850043656490149, -1.3883818162731687, -1.9169937801866688, -1.2350808608959103, -0.4212293138814879, -0.5233562260382205, -1.224682830926767, -0.4619364094284485, -0.685964754830782, -0.5347197262406533, -0.1649729574927541, -0.05356304597664019, -0.29798383272324597, -1.1786968808769482, -1.3614808766129323, 0.05515773095974341, 1.3740962442318958, 0.994018991390294, 0.9104258721328631, 0.8124923527095794, 1.2918688504187537, 1.5327588882129173, 0.7906516915355696, -0.5896724606319328, -0.1130750608175316, -0.11308307451086924]","[0.07559133743852942, 0.19943040706561527, -0.7115926816621897, -1.2277743668773555, 0.3597331934068758, -0.2524705786278498, -0.8424325175643417, -1.3836581149026315, 0.04958643526902534, -0.6277161203207882, -0.9707875350560865, -0.7400019966191967, -1.0049839475598086, -0.6204728691348542, -0.15288494444654877, 0.5958766122655634, 0.4745279039170892, 1.0853280474157991, 0.5052319996011266, 0.49630253437920363, 0.13156447749523784, 0.890803235383851, 0.8662173062259498, 0.6387020725771595, 1.0061285956591717, 1.31605638295671, 0.8139994860297775, -0.17780933658293951, -0.42272480046763955, 0.6286600932642218, 0.296645242299491, 0.8386249689000076, 0.402464697358176, -0.7022702907455548, -0.17428982880951566, 0.8726316767965052, -0.26075326689637945, 0.12346841806084474, 0.3505638526820748, -0.612265590270503, -0.7081807437391606, -0.5750158278014157, 0.6212172317000076, 0.4641171758614064, -0.5932245906267396, -1.082292827062394, 0.3662189978782166, 0.7937978835324772, 0.25350229192232027, 0.4717342102461144, -0.340275169318073, -0.1298084563658164, 0.8861777939600164, 1.1039380079399042, -0.016072426436617937, -0.11118917912469198, 0.0897683873324797, 0.18648701731521378, 0.9542947171583038, -0.012660486521012482, 0.30634872025862203, 0.7156686639584906, -0.4102221686487989, -0.15233270119353287, -0.2514791287173981, -0.12115471782755503, -0.9299472462051177, -0.925901391991539, -0.9629466166701139, -0.14411798735154335, -0.971910517978556, 0.46031396842974054, -0.018468127618797486, 0.7345057074902751, 0.7558375136325503, -0.56292312246529, -1.1069202550405237, -1.3635336526664068, -0.5533140345627069, -0.14457229660013443, -0.45107007773815333, -0.9991477920576904, 0.03763748660039673, -0.7047834981309804, -0.18232797717516314, -0.07380896890517252, -0.016658561524053928, -0.28965455196121903, -1.033869604896339, -0.8445460741647629, 0.47743076804212486, 1.1353808602108333, 0.42632856128487734, 0.6972615914904244, 0.4638615569643672, 1.0599380719365699, 1.0027898522446321, 0.28925676541325346, -0.7343008433385595, 0.25407536085174814]","[0.07777008021898078, 0.20559422324627696, -0.7332066384422954, -1.2663470468912879, 0.3722549008388881, -0.26028044303918574, -0.8662582793515319, -1.4262205976801505, 0.05236942917114046, -0.6446852951621265, -0.999001924131895, -0.7618189584802241, -1.0355565885610805, -0.6394607196134141, -0.1574886293354346, 0.6141870899044819, 0.4886101995384725, 1.1191699158258706, 0.5212414112166612, 0.5116989518436772, 0.13605755941979228, 0.9178164552810365, 0.8950796572398508, 0.6597313348725624, 1.0398182655451782, 1.3627047029003438, 0.8440383844583397, -0.18345038968416844, -0.4374384397977046, 0.6497969322703538, 0.30671210439898505, 0.8663641675836777, 0.4172239336684504, -0.725743307725687, -0.1798306562585436, 0.9015430615604586, -0.27042625134094017, 0.12812056050243642, 0.36105892658808464, -0.6320130381886943, -0.7291432607386543, -0.592742339909907, 0.6421346276480071, 0.47619314056693174, -0.6124211429527595, -1.1145253525383811, 0.3826200322271567, 0.8133809857520815, 0.258254071056335, 0.4866417631064215, -0.35454897921675677, -0.12950142163081102, 0.9130616046563489, 1.1328279672646182, -0.023747107768173847, -0.11087832362728488, 0.09184414389000652, 0.1919918968223726, 0.9838208557591357, -0.022145291101602516, 0.32026295529042204, 0.732866418593099, -0.4279205849254074, -0.15001333310284576, -0.26110080943489067, -0.12126622745854204, -0.9590924398571821, -0.9453636326948814, -0.9896802926730177, -0.14166998430225786, -1.0039261165585667, 0.4795325072991404, -0.023742306855072545, 0.7550422130522598, 0.7735972315963419, -0.5794380980436472, -1.1339681379935964, -1.399896222174527, -0.5639157512332817, -0.14847700244821138, -0.4636650631693424, -1.0269285108694537, 0.04388891682245488, -0.7267348484305889, -0.18354053380300184, -0.07705716368619853, -0.016213562535401786, -0.2981012507888073, -1.0619252619810402, -0.8651561204816869, 0.4934581612751769, 1.1639821705726545, 0.4328025745169839, 0.7177391757298365, 0.4728260317801523, 1.0909669583928976, 1.027560945157396, 0.29489748096920954, -0.7571095983152676, 0.2668508142894535]","(1, 0, 1)",0.3315909736261229,1.0978493199542445,"[-0.03351977512098603, 0.21346260794463562, -0.7189409065151557, -1.269841288381842, 0.3864303136960278, -0.23407983598128057, -0.9885338488193826, -1.3753859524109129, 0.03630038000130564, -0.6300138298810236, -1.1267218585525054, -0.7353047504255977, -1.0408588068376667, -0.7047589437165377, -0.18537855279451826, 0.5404329387404009, 0.4487398319565656, 1.0634692697782087, 0.5703491877584398, 0.497927849507096, 0.2170452820773899, 0.9217595872849371, 0.940720731925087, 0.6344197659073378, 1.0706219513416015, 1.408741326006119, 0.8689874573810473, -0.13650746939287417, -0.3594348328995323, 0.7100180045477684, 0.32485118278163533, 0.7847072894443068, 0.4737129108472878, -0.7191743208351719, -0.14176840780060723, 0.9546385225328724, -0.2956010398748399, 0.05467104933602711, 0.4522267515317244, -0.6381212301562681, -0.7391693612519359, -0.5355477411812601, 0.5925930953217036, 0.45027931089383033, -0.6739565763057274, -1.0741099234935678, 0.42045272019764207, 0.8081150976436993, 0.14897640048743677, 0.4764239019321228, -0.271251823480889, -0.13848121095418003, 0.9549160119318283, 1.1072022791885003, -0.05383599037725495, -0.08234902130267321, 0.19670079381062483, 0.19404607618665431, 0.9528887253423093, 0.003433189706140649, 0.2793438937078326, 0.8216205353885329, -0.4165790111593632, -0.1670668998470014, -0.16705868689688338, -0.15893465423375908, -0.9422445387671448, -0.9702336281600856, -0.9560688218105136, -0.20757933169708054, -1.0260575027856458, 0.35704633774283384, 0.026491802789384983, 0.6233985499159573, 0.822817196926922, -0.5876539881605831, -1.096457211609171, -1.2994183188527415, -0.5822527909234297, -0.18903674235369572, -0.5579966062252325, -1.0636611008541832, 0.026935563258111528, -0.7004874181844917, -0.29602076959054624, -0.03850448211223395, -0.07556079885177724, -0.3056642386552797, -1.0549987737456148, -0.8613257008699069, 0.4897864879366849, 1.1019900535505869, 0.345479195592167, 0.6979613584252187, 0.5677809013090085, 1.0846682090026187, 1.0775830190276572, 0.3015260246661211, -0.6892845595441857, 0.32469712706133824]","(3, 0, 0)","[-2.404196502312275, -1.852769123729715, -3.0128347305397716, -3.641055894360285, -2.2070916603313417, -2.3438387390201174, -2.735307371347371, -3.012705600508876, -3.0392034877604024, -2.7665490731747178, -4.66027796156579, -4.757117421458025, -4.33167714533737, -3.5396367864884675, -3.4047690472953236, -2.577475293065748, -2.5091103066469427, -1.6149555040641275, -0.9138478689422018, -0.8554682741799798, -1.4823826336881742, -0.9905214510158389, -1.2982251600131545, -1.302614972192948, -2.2368376047341094, -1.7078049119847156, -1.8110614078373604, -2.071542414413975, -2.079255945874799, -0.9921020593611772, -0.749319605904435, -0.465918046473663, -1.244201704694368, -1.8904157682109348, -2.8217199793137384, -1.8876872490857581, -1.9868912753037482, -1.9972956874719128, -2.4693364242060545, -2.346420792816874, -2.59301631270502, -2.71523587269743, -2.5230803861747453, -1.9889455226539166, -2.2532972986511326, -4.455853799511883, -2.2562353124935726, -1.1310420471020706, -2.2009073519434987, -2.0940543172558668, -2.603902029068773, -2.6785701498685883, -1.7162324669765519, -1.2434708202824016, -1.3895155518167854, -2.8108914172601533, -4.341827218206971, -3.1857173256351645, -1.6011097972742627, -0.9966045646660886, -0.7585929863761562, -0.6778745843939756, -1.6749387095979058, -1.6403742345381405, -2.1346276637579154, -2.210537551639119, -3.7052214953951235, -2.999828769043013, -3.7031442261208203, -3.1930370016015956, -2.746017654516955, -2.4298120890778523, -1.989266073106037, -1.4387747394160266, -1.605924483157398, -3.4425783753609878, -3.8506359121304574, -5.136844196778373, -3.4108373060660493, -3.2778858838286262, -4.054572302113014, -3.7595908441679713, -3.7238266867680654, -2.09518154165293, -2.77128058883872, -2.4105414834068193, -2.559994613544362, -3.92911799717104, -4.772417873973362, -3.0742916584513202, -3.5035084421787337, -0.2140736975682253, -0.40735489961771026, -0.45185097356504894, -0.7844312602987599, -0.09684643679597775, 0.3209122039778226, -0.7282988604489312, -1.7389019243492214, -1.7346273453285597]"
2,"[0.2656211702973496, -0.8314623239980846, -0.35406805450848683, 0.2033758419241968, 0.20883189326135815, 1.060266825195276, 0.48909323529573756, 0.6138886872778594, -0.33998958548160363, -0.3130067714768308, -0.8729157753238822, -0.8411584927278919, -0.0054180894415174485, -0.5844644647570632, -0.5193802059163497, -0.5399275041632361, -0.2857454207145622, -1.0224003348601325, -1.0856140480808514, -1.1774528337489856, -1.3896747933923874, -0.1365566888221289, -0.6070857355946252, -1.0744328006121022, 0.30191837941655264, 1.3332521247497844, 1.1466941872191847, 0.646283853277193, 0.8759591427579102, 1.2873101061702008, -0.04853524870150927, 0.40476678728894466, 1.4033184317012357, 1.1974902955405176, 1.4627456841250375, 1.4632584562755526, 1.6467910832589776, 2.1977246100698475, 0.8146161257063779, -0.9357925772605812, -1.168249954700436, -0.028051796196066126, 0.37559671804269185, -0.27648058941789755, 0.48928243975562347, 1.0076839290914505, 1.5327165669541345, 0.6128101454144916, -0.9335462427944835, -1.3339254732809374, -0.4345878926722352, 0.5265547340395169, 0.27569452848256726, -0.4179945432178201, -0.30859936708177693, 0.03196468432290539, -0.4263744306142966, -1.2601949536413843, -1.895182913227885, -1.517411246559587, -0.5273318989623225, -0.23872326185689913, 0.6704315253670744, 0.39577499474391625, 0.4009263257119783, 0.6727507841255258, 0.39388309249014997, 0.43967319578330866, 0.7288296014896141, 0.23350415277769132, -0.3408410534191556, -0.4768239115190645, -0.2740640378545114, -0.12862406724084174, 0.39192774304802763, -0.2552930025084694, -0.40487005207801774, -0.9238671553933618, -1.4198034157316919, -1.4023505186347767, -1.6533167904839103, -0.8271565602420563, -1.2004297365005083, -1.5146137442242376, -0.8107960610917416, 0.6216592689443816, 1.3469933234669675, 1.1035692380850888, 1.1743369391232468, 0.7117509993169254, -0.19165078765125781, 0.31418716970764204, 0.02703975158170474, -1.2026211906261122, -1.053274838445326, 0.3207884105514658, -0.02695753094898079, -0.15435119029953454, -0.7963866735782691, -1.1032648921024042]","[0.6165826130636092, -0.04267013623445495, -0.8101272558808572, 0.05099557343194175, 0.17787805520822592, 0.11989286565724519, 1.0003203923666535, -0.011066960887589183, 0.619422167721654, -0.6497006693424305, 0.011843563194384482, -0.8788375569210745, -0.40173971426735466, 0.19545176769215988, -0.6821903486031431, -0.17828503161477816, -0.450784988355847, -0.06035292653663871, -0.9922238715918131, -0.5895021122849449, -0.8827017776065131, -0.9483239045891309, 0.3376052634724365, -0.7758883673308434, -0.6864886169466805, 0.6451626878898928, 1.0106707808048379, 0.6413587968167657, 0.3256044548688101, 0.7131569153235051, 0.9307316485084481, -0.5139010729557334, 0.6617173237668114, 1.0724597698178302, 0.6612604106316026, 1.132115478809236, 0.8972007168709346, 1.1981907248235104, 1.5986292476580926, 0.015301501877331647, -0.9434433281992469, -0.6965282906008124, 0.3202123491043401, 0.2154905434905218, -0.38422586116315843, 0.6813953703372027, 0.6669862439228492, 1.19922344499271, 0.013198422918136665, -0.9401454542535519, -0.8638527461541615, -0.002661519595154427, 0.5278854938370942, 0.01175178156402018, -0.42387043399983015, -0.09666415008186185, 0.08029675936383632, -0.46652281029621473, -1.0269335484932771, -1.3817161389812465, -0.8265531770689637, -0.11405531042784062, -0.18169560664297882, 0.7612793286885637, 0.015135330399634356, 0.3933586605121611, 0.47607145386944527, 0.15584736555542733, 0.361749513005595, 0.5479548449868166, -0.040473269715716964, -0.3206044185612971, -0.3165217022384159, -0.11580318673530343, -0.07072247387319003, 0.4272889799846227, -0.46893749250078076, -0.17040130582762736, -0.8386665024795481, -1.0004701644919178, -0.9021154363888177, -1.2022590722895015, -0.22602702409730557, -1.0874162244518555, -0.9709056319983097, -0.3253432450925868, 0.784330891490675, 0.95482787772163, 0.6261552992242738, 0.8612592895111099, 0.2811213545613705, -0.3322114649319431, 0.4802929021736136, -0.21310669950510205, -1.0960678408735611, -0.5052409180085455, 0.5734088695557386, -0.31366196572685007, 0.0024797925638904983, -0.7976265698602143]","[0.6251983714603679, 0.00795138829007197, -0.7434134504675555, 0.11185452806605634, 0.1284541202468436, 0.10851881871693475, 1.0057246377138949, -0.028363668014369903, 0.5857764733625893, -0.6286150233486243, -0.03857881510367783, -0.8328403346845303, -0.41339057443689614, 0.2283560471859776, -0.6571187132250073, -0.1137462087967413, -0.40290439723966137, -0.06870551697608163, -0.9049542412290298, -0.5454208203891551, -0.8100743914880517, -0.9008273249937216, 0.38125262599727977, -0.7106998924581873, -0.6044560574788229, 0.671567213615587, 0.9284178416778017, 0.6441840665327324, 0.35063597871537217, 0.6462802606228768, 0.8268754905669065, -0.5304604593085066, 0.6217259469674108, 0.9730443569341211, 0.5646889730169198, 1.1139083125147486, 0.8190181077565797, 1.0876747554961017, 1.500280241448926, -0.043693060952059715, -0.9320819073026817, -0.7161186508396121, 0.2141549459268251, 0.18781005232579928, -0.3197468869301876, 0.7004023895667533, 0.6078727816499413, 1.1280074599465073, 0.03275055934963533, -0.9250248870142466, -0.8417921382980416, -0.0639458261783547, 0.4913741074898733, 0.0471530630602664, -0.3552451776147782, -0.07919850244117449, 0.0471716645861342, -0.45388316326399214, -0.9527117283961788, -1.3046281893574423, -0.7855231986159479, -0.08678577173013535, -0.13555424382916015, 0.803025544689578, 0.04772306955296757, 0.3828207701039994, 0.46977320674637424, 0.10037356176961032, 0.34953107118143123, 0.503950134603489, -0.07107152668146377, -0.3099302089271897, -0.3133001803997654, -0.13888835488361229, -0.06834363795935336, 0.42533655222755035, -0.4393130724005037, -0.14959773653856456, -0.7929737945807879, -0.9781145987630679, -0.829782272945205, -1.146720372026945, -0.16778447586289424, -0.9992827550544274, -0.8878229736518404, -0.24165743303562848, 0.7545797710703015, 0.9578579766255474, 0.6426842724754662, 0.8514253111286856, 0.22758838796455572, -0.3696760373051257, 0.4408370795735512, -0.2576520620929757, -1.069269815481368, -0.44852812148122456, 0.5235657296883793, -0.3122034801994235, 0.07086287343821307, -0.7325861725702932]","(4, 0, 0)",0.3424414994305867,0.9390455049191391,"[0.6251983714603679, 0.00795138829007197, -0.7434134504675555, 0.11185452806605634, 0.1284541202468436, 0.10851881871693475, 1.0057246377138949, -0.028363668014369903, 0.5857764733625893, -0.6286150233486243, -0.03857881510367783, -0.8328403346845303, -0.41339057443689614, 0.2283560471859776, -0.6571187132250073, -0.1137462087967413, -0.40290439723966137, -0.06870551697608163, -0.9049542412290298, -0.5454208203891551, -0.8100743914880517, -0.9008273249937216, 0.38125262599727977, -0.7106998924581873, -0.6044560574788229, 0.671567213615587, 0.9284178416778017, 0.6441840665327324, 0.35063597871537217, 0.6462802606228768, 0.8268754905669065, -0.5304604593085066, 0.6217259469674108, 0.9730443569341211, 0.5646889730169198, 1.1139083125147486, 0.8190181077565797, 1.0876747554961017, 1.500280241448926, -0.043693060952059715, -0.9320819073026817, -0.7161186508396121, 0.2141549459268251, 0.18781005232579928, -0.3197468869301876, 0.7004023895667533, 0.6078727816499413, 1.1280074599465073, 0.03275055934963533, -0.9250248870142466, -0.8417921382980416, -0.0639458261783547, 0.4913741074898733, 0.0471530630602664, -0.3552451776147782, -0.07919850244117449, 0.0471716645861342, -0.45388316326399214, -0.9527117283961788, -1.3046281893574423, -0.7855231986159479, -0.08678577173013535, -0.13555424382916015, 0.803025544689578, 0.04772306955296757, 0.3828207701039994, 0.46977320674637424, 0.10037356176961032, 0.34953107118143123, 0.503950134603489, -0.07107152668146377, -0.3099302089271897, -0.3133001803997654, -0.13888835488361229, -0.06834363795935336, 0.42533655222755035, -0.4393130724005037, -0.14959773653856456, -0.7929737945807879, -0.9781145987630679, -0.829782272945205, -1.146720372026945, -0.16778447586289424, -0.9992827550544274, -0.8878229736518404, -0.24165743303562848, 0.7545797710703015, 0.9578579766255474, 0.6426842724754662, 0.8514253111286856, 0.22758838796455572, -0.3696760373051257, 0.4408370795735512, -0.2576520620929757, -1.069269815481368, -0.44852812148122456, 0.5235657296883793, -0.3122034801994235, 0.07086287343821307, -0.7325861725702932]","(4, 0, 0)","[-0.7032539894107276, -0.8802364807428475, -1.6886872278409377, -2.172496939278139, -1.0599746531576801, -0.508290611370242, -0.9464417451691901, -1.5246477377144847, -1.4563928858270785, -1.7701698838526956, -2.1088588769659053, -2.368842899628166, -2.0113819013430647, -0.8217980452618601, -1.1123945890981615, -0.9087560482206363, -1.529851884303261, -1.3913363482572862, -1.9596534629265523, -1.8952055509872412, -4.040292908061793, -3.0541829988852345, -2.1196200453022818, -2.5270420860661145, -3.5195006139311604, -1.581341379582068, -0.7906473903468355, 0.33299967135816283, 0.17153666201810752, -0.33514011841600405, -0.015284229290709647, -1.0709655966428717, -1.053499514514174, -0.05986049305208604, -0.8239932458763385, -0.8887467171931562, -0.9707600770694879, 0.0318563285134496, 0.7149712211869494, -1.3488853768392692, -2.667600783385336, -2.6709976744845467, -1.3887859091236183, -1.5088776607212915, -1.5269912730468642, -0.5709302072644826, -0.9612688473744725, -0.2244585829471126, -0.6871671239838002, -2.315741434829068, -1.1872883354623065, -2.6433542072386373, -2.0227766886635816, -1.9456122960545121, -2.6548086880201502, -2.9187097529448995, -3.0892475485064814, -2.5522490142241008, -3.013784019564736, -2.038397251297234, -0.8637405036794261, -2.0859338665956426, -1.613524141250369, -0.3329609146953907, -1.219560132332893, -1.1650449483301182, -0.9962340985445247, -0.7895753144468696, -1.0389952475818485, -0.24715103280406114, -1.1357260977782802, -1.5329667920536911, -1.8792010094407376, -2.0706202404887897, -1.30094521778131, -1.1657588361378917, -1.8212691151706075, -1.0864564433172006, -1.901679835260314, -2.6816570954148577, -2.823674123253536, -3.422926613544822, -1.1617868081624352, -3.2128422561301284, -3.6290331239260873, -2.5451129529197787, -0.5997779942206773, 0.4691936047354553, -0.7878056325194015, -0.49272696004208694, -1.049158734191858, -0.43763375252154785, 0.013107976245267224, -1.1428239201550063, -1.1458688251198517, -2.242595417398144, -0.6061032501319326, -0.6519793735869794, -0.7790427673422269, -1.5787970480424134]"
