seed,True,ARMA,Informer,Informer_para,Informer_lr,RNN
68,"[-2.485083915460492, -2.5769433457135267, -0.5272650754224179, 0.8330953983588225, 0.437108669782632, -0.9249725933620062, -0.34223249638355, 0.46424143462466905, 2.0860737485258207, 2.2017187375229894]","[-0.9208060317839213, -1.5265337012331037, -1.0535306131222595, 0.6441007211337992, 0.6033397305754296, -0.0840056465878671, -0.9254552698897629, 0.3440349146268319, 0.35533028458966126, 1.645682210914122]","[-0.14192367, -0.43702444, -0.72220707, -0.9843593, 1.0489469, 0.303673, -2.086386, -0.50577176, 0.38049388, 1.2399253]","(20, 4)",0.0001,"[-1.0965694189071655, -1.7265440225601196, -1.2057805061340332, 0.7500231266021729, 0.6420421600341797, -0.05964702367782593, -1.0242061614990234, 0.3998340964317322, 0.39067894220352173, 1.4656139612197876]"
18,"[1.0769444597298259, 1.1508178764839934, 1.1314012156091628, 0.6194191172025649, 0.19605842238177193, -0.03716624271710068, 0.07530562557817477, 1.092841581901716, 1.1164179633444207, 0.13578519206867418]","[0.4117106664196146, 0.7917234443298445, 0.515647929305666, 0.6743155056413788, 0.11438905252983732, 0.06183295655714788, -0.07086837975205845, 0.11045460674032039, 0.9610033282279935, 0.4104029711079279]","[-0.5852233, 0.3872004, -0.7958059, -1.5780951, -0.69401157, 0.826558, 0.8798171, -0.14651936, 1.1163379, 0.54579586]","(20, 4)",1e-05,"[0.6017205119132996, 0.7987685799598694, 0.7549435496330261, 0.7817097306251526, 0.3452674150466919, 0.19598448276519775, 0.0707230269908905, 0.31819140911102295, 0.8954556584358215, 0.6475459933280945]"
16,"[0.5152276739766124, 0.144524383745533, -1.0183953636576761, -1.9749354802841095, -1.5787766719451315, 0.25751307478105334, -0.44708157882728417, -0.674185560798419, -1.6529463550583572, -2.02131055789495]","[-0.8583976403339317, 1.3774064495241565, -0.5847352604522926, -0.8830946506855164, -1.1174226432188172, -0.4474524297685868, 0.7383639017290176, -0.9334105354121602, -0.27107179646351903, -1.1784688823175045]","[0.766688, -0.9317458, -0.7148635, 1.6877047, 1.1049174, -0.27843058, -1.5450021, -1.2062049, -1.0137292, -0.40451425]","(50, 10)",0.0001,"[-0.9489054083824158, 1.4048751592636108, -0.5098043084144592, -0.8004083037376404, -1.1220157146453857, -0.3875386118888855, 0.7664688229560852, -0.8294348120689392, -0.14120928943157196, -1.232801914215088]"
84,"[1.7657596647186145, 0.80593265424549, -0.49099348239789453, -0.6131802149332892, -0.8930455165630119, 0.3785499607319385, -0.9713944955957852, -1.5850208204140368, -1.3141875053091447, 0.4742749949797309]","[1.1868901270762575, 0.7626990371639784, 0.16356557756345913, -0.5892751786800983, -0.16233802217228793, -0.6732721299686545, 0.8039957134532832, -1.3924917347862193, -0.5540909496024881, -0.7321475274869262]","[-0.52392375, 0.687618, -0.057800896, 0.99810547, 1.2063527, -0.2162403, -0.7330698, -0.2892266, -0.20734462, 0.911663]","(20, 4)",0.0001,"[1.0117756128311157, 0.6121923923492432, 0.041683629155159, -0.4815443158149719, -0.19333063066005707, -0.7971847653388977, 0.8206662535667419, -1.1585947275161743, -0.7821150422096252, -0.5719519853591919]"
19,"[-0.7112980372260169, 0.5369460039820787, -0.2239064927329748, -0.6714163521295253, 0.15471560840418275, 1.626880414522232, 1.7047193560827267, 0.47754033762371034, -1.840320257066993, -0.9194332307565033]","[-1.454298790492691, 0.0624549902523136, 0.669018961881592, -0.5750900989990226, -0.3502980217424175, 0.44819568901649687, 1.2708731445751178, 0.6446279925355589, -0.2770818606459697, -1.7052968532178858]","[-0.078730255, -2.2802906, -1.2896348, 0.57976615, -0.5174583, -0.79452014, -1.6513953, 0.09473945, -0.53385174, 0.37591964]","(50, 10)",0.0001,"[-1.3909331560134888, -0.17491281032562256, 0.6811559200286865, -0.7393639087677002, -0.47854840755462646, 0.43482425808906555, 1.1901432275772095, 0.6428680419921875, -0.32239359617233276, -1.7528892755508423]"
57,"[0.7691340464710884, 0.340600860179081, 0.8267172167726493, 0.6635427933439457, 0.6719199264570652, 0.6416426284352383, 0.8824718242536251, -0.2160054395044846, -0.8160575970590329, -1.6902358651616616]","[-0.5756662577390124, 1.0554053436725186, -0.32285430640109547, 0.7543110795960487, 0.0614807356347043, 0.3729992154203001, 0.2300017557116876, 0.5088611178550742, -0.6585295026157592, -0.42745986164642813]","[-0.96510434, 0.46462214, -0.36002108, 0.7747871, -0.041922227, -0.22804242, 0.18221208, 0.5936278, -0.9370142, -1.1501485]","(100, 20)",1e-05,"[-0.5809119343757629, 1.1298754215240479, -0.18324369192123413, 0.8988198041915894, 0.021382629871368408, 0.45266637206077576, 0.22192959487438202, 0.7576454281806946, -0.6769896745681763, -0.4673653841018677]"
15,"[1.9877180158333834, 0.6412507552841065, -1.3332199243664182, -0.5877213416820823, -0.04635724783356576, -0.15313840750309313, -1.3506328108232484, -2.250841349679237, -0.0869710897871927, 1.8672560230339834]","[0.452616209214033, 1.5766792051359406, -0.6501895378176186, -1.1402602649260716, 0.32905387248597995, 0.013888658901490259, -0.1276943853127383, -1.1097382782745002, -1.1645264933805102, 1.0720202706298756]","[-1.0507569, -1.1099793, -0.7153093, 0.4034086, 0.6844523, 0.6673022, 0.1767653, -0.45742542, -0.14724, 1.3963807]","(20, 4)",1e-05,"[0.5394655466079712, 1.4304343461990356, -0.5943692922592163, -1.2940281629562378, 0.3157416582107544, -0.0029992014169692993, -0.10694350302219391, -1.3651026487350464, -1.1439223289489746, 0.8253426551818848]"
3,"[-0.8002904057913294, 1.0290506471787033, 0.44813717880772275, -0.652453653396722, 0.3549254962682892, 0.049329357131917106, -0.3098622573180623, 0.18935398431869174, 1.87114900921887, 1.0091447266623186]","[-1.2886888740566862, 0.24135002736395833, 1.05012781288705, -0.26500834712459487, -0.6084618280186398, 0.714278362613648, -0.3112934910452034, -0.17610509300283525, 0.31681727635132906, 1.4903414289545136]","[-0.4614846, 0.75569284, 0.5846079, -0.022265187, -1.241787, -0.8859911, 0.88694054, 0.69458985, -0.1395975, -0.35974807]","(50, 10)",0.0001,"[-1.5117627382278442, 0.44981616735458374, 1.028204083442688, -0.22321759164333344, -0.6447129249572754, 0.8350148797035217, -0.3549823760986328, -0.06569014489650726, 0.009055748581886292, 1.6027882099151611]"
48,"[1.1399513399307817, 2.430756152965367, 1.934636891961126, -0.8375189558567607, -3.010068500613653, -1.667091680285292, -0.0882044017550313, 1.0351423008721765, -0.28129497585500673, 0.049888017237669335]","[0.2527927972321449, 1.2551266866436017, 1.4636846957610739, 0.6113991855564898, -1.4947160330091367, -1.9827292073380278, -0.002639350727379197, 0.3314610517609937, 0.8491999905415278, -0.859533215171663]","[1.6966267, 0.7352423, -0.39948988, -0.9912261, 0.4095884, 1.3751937, -0.21655217, -0.5554672, -0.7527769, -0.04370039]","(50, 10)",0.0001,"[0.4403234124183655, 1.390117883682251, 1.7536921501159668, 0.9011205434799194, -1.7823355197906494, -2.24703049659729, 0.3480684757232666, 0.4130597710609436, 0.9976261854171753, -0.7503769397735596]"
5,"[0.21598835098125613, -0.9042088904919257, -1.8090137817402674, -1.4089284280220933, 0.3948796173719372, 1.6563896397729863, 1.8222513045715725, 0.7513808381041238, 0.21509180691047064, 0.15812087009887799]","[0.6154961032275815, -0.3136113147674944, -0.7307070251522265, -1.0857750591912372, -0.36710350518281143, 0.8477930584109312, 1.036008005092716, 0.7895444422513049, -0.10497680037970286, 0.03850099236816193]","[1.1947742, 1.1408787, -0.7528308, 0.4036841, -0.4583692, 0.8852874, 1.0485911, 0.92512596, -0.67357504, -0.7051428]","(50, 10)",1e-05,"[0.6925190687179565, -0.4419518709182739, -0.5672211647033691, -1.147046685218811, -0.29449450969696045, 0.8864785432815552, 1.0214990377426147, 0.7684386372566223, -0.12530279159545898, -0.17028379440307617]"
77,"[1.6381681811464013, 1.5163091051092064, -0.01503119565809874, -0.7291922849134499, -0.6024020784517252, -1.0381969221159666, -0.49444726436241826, -0.26433945326827135, 0.8936261423364658, 1.108942721816281]","[0.6339363739651767, 1.1403998556384682, 0.6058138444675307, -0.46367689644162696, -0.40552387211727314, -0.24900957693041903, -0.7681262590692697, 0.03880090606487829, -0.20233734897699485, 0.9126336494675971]","[-1.1649343, -0.35079977, -1.0877861, 0.020345192, -1.436627, -0.6147187, 2.1195319, -0.5703063, -1.1839142, 1.3156658]","(50, 10)",0.0001,"[0.7949364185333252, 1.1729989051818848, 0.561180591583252, -0.6470088958740234, -0.5120513439178467, -0.21401122212409973, -0.7107324600219727, 0.02337024360895157, -0.03268101066350937, 1.047952651977539]"
92,"[-0.47638607818833084, 0.2896693442622678, 1.2600691101965904, 1.9794712839398585, 2.3972614213846057, 1.74360811031123, 0.615770596118553, -1.260497787937056, 0.28965761125159295, -0.939215085030968]","[-0.38243733672059554, -0.29539852515135123, 0.5032605068681003, 0.9119965083142767, 1.2174331510405616, 1.3358768186032886, 0.5788943549760377, -0.02322213562795372, -1.3140956334420004, 1.1163778102008293]","[-0.44250935, 0.5502711, 0.15314013, 0.18389964, -0.50591695, -1.0980291, -0.5959384, 0.84260356, -0.31500155, 0.27338037]","(50, 10)",1e-05,"[-0.48465967178344727, -0.35546213388442993, 0.31687498092651367, 1.1230748891830444, 1.047043800354004, 1.1137913465499878, 0.5818057060241699, 0.03201371431350708, -1.350709319114685, 0.6202290058135986]"
70,"[1.1041198434913908, 2.498722261475809, 0.7070132528875621, -0.37924950941900215, 1.2425046147542027, 2.703513984021721, 1.785425395293896, -0.8307463292078725, -0.7578664514622202, 0.023382765994171464]","[0.8786424197861102, 0.33478203392715566, 1.8273816201602098, -0.6856174928875278, -0.16250260818279144, 1.4244340097738206, 1.3099280987326258, 0.44909152869463953, -1.2184724638836528, 0.15454459949567922]","[0.36440656, 0.48750356, 0.68179154, -0.9012608, -0.30811048, -0.49370983, 1.3328016, 0.48766142, 1.0639293, -0.85092777]","(50, 10)",0.0001,"[0.6698271036148071, -0.08168759942054749, 1.8833869695663452, -0.7712433338165283, -0.2807784378528595, 0.9532133340835571, 1.9178777933120728, -0.028510719537734985, -1.058335304260254, -0.183334082365036]"
28,"[0.523710630683018, 0.04752838082399702, -0.12177348507794875, 0.026768672560152126, 0.3361239468267235, 0.22293268048079945, -2.111120066759831, -0.4133371844290823, 0.5128633588881688, 1.8524875363268667]","[0.6964075809833349, -0.010083503945174377, -0.11412976140365327, -0.08651596914252752, 0.09020151778366658, 0.2651784074899317, 0.010131085107810134, -1.9771454024180148, 0.9265166918163132, 0.28213090777945427]","[0.060272153, 2.3062088, 2.0852158, -0.088142924, -1.107513, -1.4768993, -0.6151306, 0.1973626, 1.813999, 0.3666543]","(50, 10)",0.0001,"[0.5787690877914429, -0.1173267662525177, -0.14375293254852295, -0.19382202625274658, 0.08867228031158447, 0.32043540477752686, -0.042720019817352295, -2.0472421646118164, 0.7622798681259155, 0.22294360399246216]"
99,"[0.8573606561197087, 2.6652747225376228, 2.553801771180517, 0.32072359499827585, -0.3090027839208697, -0.5610798974268356, -1.999372983436337, -0.9593340330067425, -1.5437940233328593, -1.4610008393222689]","[-0.5237227771612865, 1.2423107810850893, 1.6509003690628252, 1.1761509544410473, -0.5929358291054603, 0.06798005798962059, -0.5236989517524206, -1.5293754614183677, 0.1929094815182859, -1.4944723451869706]","[0.23787923, 1.3162664, 1.1501848, 0.61432666, -0.47177646, -0.23721546, 0.028171314, -0.10590471, -0.8080446, -1.0537775]","(100, 20)",0.0001,"[-0.25742608308792114, 1.2291158437728882, 1.873815894126892, 1.064149260520935, -0.6763037443161011, 0.2584957182407379, -0.4475308656692505, -1.3812427520751953, 0.03072461485862732, -1.3563311100006104]"
91,"[-1.1289669884288405, -0.3500837920234936, 0.3588623852690576, 0.6709128788251884, -0.7690741376259973, -0.999432036295885, -1.3230171276914775, 1.9302983069410935, 2.4770209522318285, -1.8142838600653524]","[-0.7757707519459813, -0.6065385173319822, 0.13701538160932414, 0.2903648387283267, 0.4316250299227421, -1.0308934604405149, -0.33671038309439766, -0.9317240756429412, 2.423428609526753, 0.9256807681473089]","[-1.1254586, -0.89646524, 0.20071909, 0.8213535, -1.643768, -1.1585361, -0.040466335, -0.15594363, -0.83150536, -0.26230633]","(50, 10)",1e-05,"[-0.7272112369537354, -0.5943284630775452, 0.36887574195861816, 0.2573546767234802, 0.32185012102127075, -0.9866907000541687, -0.30670323967933655, -0.8645400404930115, 2.358159303665161, 0.9679439663887024]"
87,"[-3.453753699772272, -0.6902689726117852, -1.0857188978948584, -0.3239988130660879, 0.5905938518679926, 2.061073845904555, 0.8168329171895543, 0.22593668313470427, 0.21798706491249104, 1.2783242143974283]","[-1.802210349194059, -1.6097914363076313, 1.0149319978995854, -1.2856660095426324, 0.5795685456162364, 0.3458581854017142, 1.5551414202022835, -0.5044691644228937, 0.22517395298405843, 0.035896662584672265]","[0.07629442, 1.386987, 1.7232654, 0.23211555, -0.56561416, 1.3603317, 1.2528135, -0.8529, -0.8894515, 2.7031367]","(20, 4)",0.0001,"[-1.7170360088348389, -2.231614112854004, 0.679443359375, -1.2742217779159546, 0.7257453203201294, 0.22535456717014313, 1.9288002252578735, -0.5227108001708984, 0.3994980454444885, 0.09939195215702057]"
20,"[0.8896314159026872, -0.5813853203745856, -3.07725423138906, -3.178129315348814, 0.0009961796221158448, 0.4946515920223329, -0.9000429254088452, -0.9231928517859458, 1.8351160477986588, 2.4359315456730197]","[0.31697806608333295, 0.23955308459080216, -0.8252315520117297, -2.207631120266667, -1.119152866533463, 1.2586714568753656, -0.062132995037134986, -0.8855618299821835, -0.22463208841360643, 1.924961402585053]","[0.31941596, 0.0069356197, -1.1383116, -1.4512695, -0.39583167, 0.13327007, -0.23061031, -1.3797623, 0.23802435, 1.2057726]","(100, 20)",1e-05,"[0.47864246368408203, 0.34411850571632385, -0.9565308094024658, -2.05985426902771, -1.0104084014892578, 1.2104955911636353, -0.10294873267412186, -0.9566963911056519, -0.35485154390335083, 1.7029318809509277]"
88,"[0.22461653339957438, 1.318030320057857, -0.08611223501594023, -0.8058442094657586, -0.7336720484304529, 0.6393652633056603, 0.027561054269627294, -0.4087066917385706, 0.8341597633245745, -0.9843083475757248]","[0.059506809684996, 0.44607951482876007, 0.9203924212508791, -0.7494370878914212, -0.6735775557722617, -0.2773106470746516, 0.8170161488056079, -0.3374838338386464, -0.40449768283642307, 0.8262540939012464]","[0.50696695, -0.120926544, 0.45975834, 1.495831, 0.33668646, 0.5992599, -1.0244279, -0.61407906, 1.7319272, 1.6306429]","(50, 10)",1e-05,"[0.029868721961975098, 0.5756949186325073, 0.9472095370292664, -0.5867179036140442, -0.3575444221496582, -0.161810040473938, 1.1745970249176025, -0.41468191146850586, -0.11844247579574585, 1.047412395477295]"
46,"[2.8137127642240065, -0.047749592330057045, -1.0955737735196776, -1.5325422459220963, -1.482447853598284, 1.7497486260458175, 3.2227051311515513, 2.045243991798609, -0.2059593156666384, -0.19616392221062062]","[1.806391032244124, 1.2675300096239235, -0.8734477868169073, -0.5143099794948421, -0.9233883551502011, -0.7295207189449474, 1.97432328483293, 1.674874580221986, 0.6237602432533423, -0.6188095755502503]","[0.56613964, -0.15111896, 0.051521394, -0.9795003, 0.4074163, -0.86807936, 0.21417606, 0.36946702, -0.03215329, 1.2050323]","(50, 10)",0.0001,"[2.0125832557678223, 1.304914116859436, -1.017428994178772, -0.686281144618988, -0.927829384803772, -0.593984842300415, 2.0539560317993164, 1.992317795753479, 0.5637528896331787, -0.7323794960975647]"
31,"[-0.2961286904765348, -0.6336096511314683, 1.0251329346676603, 0.8600392488685231, -0.11189223653348883, 0.11324071608822323, 0.9080759866243711, 0.41638558378421137, -0.27700348089556404, 1.2447834539866645]","[-0.2675527565632014, 0.14081538535483745, -0.5111042131467308, 1.2299881847894252, 0.029535128252555443, -0.3426611026890122, 0.24639982591373452, 0.6614592379435917, -0.12217859368285405, -0.3091535096138941]","[0.1818803, -0.6729719, 0.95089257, -0.03762277, -1.4866575, -1.3636007, -0.98892856, 0.6325629, 0.96162343, 0.22015326]","(20, 4)",1e-05,"[-0.2030470073223114, 0.31453171372413635, -0.6640136241912842, 1.1256024837493896, -0.2481013536453247, -0.10759085416793823, 0.2726178467273712, 0.5796017646789551, -0.27735307812690735, -0.21311862766742706]"
71,"[0.9522399840519237, -1.169532400658353, -1.4476195133811665, -0.0609618985288381, 0.739031087695927, 0.5808766494264185, -1.7593410788728847, -2.721187982436676, -1.6816344238498644, 0.05833687127702186]","[0.3916491396695264, 0.6767825236101027, -1.9016089294579848, -1.0084941712695954, 0.16790582485393865, 0.37983954657017627, 0.2546485506876595, -2.182880776653604, -1.93152486974583, -0.7169187551720638]","[0.43322414, 0.4731787, -1.1961625, -1.0211843, 0.30342686, 0.13833155, -0.29348728, -1.41696, -1.7576754, -0.9552967]","(100, 20)",0.0001,"[0.5574722290039062, 0.9182274341583252, -1.3081012964248657, -0.4893600344657898, 0.5738118886947632, 0.7195671200752258, 0.260170578956604, -1.3429518938064575, -1.4889966249465942, -0.09042249619960785]"
51,"[2.7801558908965927, 1.444691466795002, 0.22295876801519848, -2.5569285765859204, -3.1433200735719717, -3.4560790809189634, -1.0621860721879726, -0.43184800559919734, -1.6916701320538288, -1.5772351497153858]","[0.7766095537212697, 1.5092634389351196, 0.049015233025471394, -0.19471922016135285, -2.2825688398236044, -1.367981174414157, -1.8097561946364975, 0.5725625674728206, -0.2891420684701895, -1.3062478105663229]","[1.2439134, 0.7599067, 0.5330637, -0.1794152, -1.5594202, -1.3727049, -1.2125068, -0.43842253, -0.07971445, -1.1331049]","(100, 20)",1e-05,"[0.8092138767242432, 1.7542251348495483, 0.0951136127114296, -0.16695836186408997, -2.09444522857666, -1.108232855796814, -1.5471357107162476, 0.46379518508911133, -0.057893380522727966, -1.5561327934265137]"
89,"[1.1097467982772344, 2.7494568229333805, 2.793437258117477, 1.2762010586136605, 0.3916148593513883, 0.9368139977123908, 1.0682075952905798, -0.2573166031314196, -0.2766141739103809, 1.5269399600003974]","[-0.10581003778192176, 1.0505671575204159, 1.8567140720388202, 1.2980353476319935, 0.22899475383163923, 0.14169663145101313, 0.7648113663448406, 0.4876967613325143, -0.5949187764911069, 0.08985147300959387]","[-1.176033, -0.5681363, 0.6809783, -0.4285562, -0.80726314, -0.6897758, 0.5323252, -0.48525083, -1.1465482, 0.4596216]","(20, 4)",1e-05,"[-0.015536174178123474, 1.090638518333435, 1.663962960243225, 1.4605015516281128, 0.2329500913619995, 0.22600746154785156, 0.7499194145202637, 0.4541369378566742, -0.5717048048973083, -0.19878125190734863]"
53,"[0.8606487645789926, -0.698624895079477, 0.3247693823306157, 0.2561256273314433, -1.4423109666184164, -1.363886937991038, 0.4991661019370947, 1.0112286877495094, 1.585008755485581, 0.21626299717768338]","[0.2650488139841446, 0.6058523686803905, -0.9881464763981362, 0.8361351923372895, -0.2059925374908423, -1.1845666400380905, -0.42464511280275075, 0.7537517913568995, 0.4249861728297775, 1.0528462670767704]","[0.1549307, 0.62757164, 0.6695959, -1.3090779, -0.31076252, -0.76012224, -0.1690776, 0.59213024, 0.018517224, -0.8016563]","(50, 10)",1e-05,"[0.26913154125213623, 0.5669528245925903, -1.1365655660629272, 0.9009945392608643, -0.3416241407394409, -1.1450300216674805, -0.4452216625213623, 0.7395731210708618, 0.38075828552246094, 0.9671663641929626]"
