seed,Test,True,ARMA,Order,Informer,Informer_para,Informer_lr
80,"[0.9636377985163948, 0.39882579524252343, -0.21844154512904299, -0.9147408817499261, -1.010092074545899, -1.2257992419273558, -1.080561231886611, -0.7668514536382576, -0.2311160523526119, -0.2887952520021184]","[0.8155109290355714, 0.555882333998609, 0.12088462824321891, -0.27888385925065245, -0.7752989521245999, -0.6224425984835991, -0.9145779426855563, -0.6232722605438328, -0.4552153233663412, -0.003508390669441308]","[0.8162415627268014, 0.5570350196680779, 0.11661555659771315, -0.28308737159525843, -0.7846455974714137, -0.6209833351463001, -0.9269018517865251, -0.6204519068436035, -0.45995729821894094, 0.003095504332171442]","(1, 0, 1)","[0.42323005, -0.07334465, -0.6792659, 0.63282365, -0.24838677, 0.4584441, -0.33572307, 0.058927655, -0.6209301, -0.6174334]","(20, 4)",0.001
67,"[0.729710885124822, 0.3580871125226279, 0.3820539067858688, 0.5636147765141644, 1.1955202759757722, 1.1388831600958804, 1.5734531705372468, 0.708418386939582, 0.6764489948362266, -0.1955689737740191]","[-0.06776950810963145, 0.7635956391796377, -0.023710707067190917, 0.39390926031946427, 0.3666601463544322, 1.012190202798556, 0.6327880586966025, 1.2570591411889454, 0.0798888163451093, 0.6365045866636718]","[-0.07106850820224567, 0.7552481169689027, -0.019014297707443867, 0.38583159493265273, 0.36584776532132135, 0.9995290344493477, 0.6326806265607545, 1.2430601372725993, 0.092151061315556, 0.620147748965592]","(1, 0, 1)","[-0.14603448, 0.5913108, -0.05145936, 0.31001598, 0.3098963, 1.0363216, 0.9361427, 1.2060324, 0.28380245, 0.4610209]","(50, 10)",0.001
76,"[0.9170068935406449, 0.09921659153687062, 0.027081572364266338, 0.35196597674754104, -0.6042087501673028, -0.6224803369831329, 0.30027899987465956, 0.4035081592790838, 0.46612235038460753, -0.10607835979586652]","[0.6285459706553915, 0.602733908212949, -0.20215036256960392, 0.1281567536490683, 0.2878875999230069, -0.7481525501288062, -0.24840406191872977, 0.42448103083402444, 0.19126764386207157, 0.3704885284535717]","[0.6251454807877732, 0.6077102296120348, -0.22805737281234262, 0.1519429868282902, 0.28090840145153917, -0.7771412928798127, -0.21936764929171748, 0.4295323436243168, 0.18212813694387517, 0.3819889831086757]","(1, 0, 1)","[-0.8227072, -0.81726897, 0.26143882, -0.68601817, 0.46000198, 0.30673197, -0.44449317, -0.1894179, -0.2121754, -0.60939413]","(20, 4)",0.001
83,"[-1.4898022222680432, -0.3109631005748127, -0.5951744279989193, -0.5246923011041309, -1.087759376814463, -0.4217591500611426, 0.7426609102994897, 0.7528060875519031, 0.7440215146198741, 1.45521694174279]","[-0.8928126776604424, -1.0433958834378219, 0.2107348411440983, -0.7005418485709685, -0.17442137681864667, -1.0005486884051398, 0.07851519414142727, 0.703403313228776, 0.40110443093751513, 0.5434692991511165]","[-0.895697360626861, -1.0490881389831839, 0.21375086157340648, -0.7034046615782864, -0.17505761879099174, -1.0020600916975828, 0.07343551456670219, 0.7060323275429836, 0.4025332432064296, 0.5450264430942713]","(1, 0, 1)","[-0.8772606, -1.1082504, -0.03332982, -0.76894873, -0.49320728, -0.8674, -0.28545117, 0.66068494, 0.44855294, 0.3980658]","(50, 10)",0.001
77,"[0.24622065274750415, 1.0890274668618551, 1.1317004588103599, 0.9311535368048494, -0.38726243233612045, -0.6997465916529763, 0.4300835202433518, 1.1174021830434606, 0.6362336595329503, -0.7596260725035046]","[-0.41153606729488623, 0.45198868639494727, 0.8630331236643815, 0.7001838969781691, 0.5810615883157648, -0.6777932264940029, -0.3608499784059748, 0.6105085094463392, 0.812147928320291, 0.23015969537280478]","[-0.3875877827239298, 0.4198387265542739, 0.8575724175075898, 0.6936904817022138, 0.576763324103699, -0.646978616474413, -0.3731046888537448, 0.593032368896574, 0.8027922563819287, 0.23641512548826377]","(1, 0, 1)","[0.119524285, -0.53976136, 0.44477808, 0.41439387, -0.27425763, -0.40159258, 0.6342057, 0.16325642, -0.2862762, -0.31528378]","(10, 2)",0.001
20,"[0.6919287386873479, 0.4648315726744983, -0.14960425021182708, 0.18635573270171957, 0.29680787974086487, -0.4484899218346412, -0.2992076453888737, -0.06076795898061571, 0.274627471855408, -0.3427802568587124]","[0.0876909677511867, 0.6480832548117545, 0.14078994526862101, -0.2199992228461376, 0.29635534412478837, 0.14863020767847068, -0.5228050256738765, -0.037805132551935405, -0.04186539270464801, 0.295560168207732]","[0.11861970756509344, 0.6385002132817112, 0.09532752898958763, -0.21901584001539937, 0.34991779188372263, 0.09738583968224018, -0.535860527669429, 0.035689166137068684, -0.058297936721516175, 0.25096514820681426]","(4, 0, 0)","[0.31230086, 1.090827, 0.3182074, 0.122811705, 0.42862725, 0.5637717, 0.97731173, 0.71817577, 0.020226382, -0.6232556]","(10, 2)",0.001
69,"[-1.3572221770065578, -1.689371623382879, -2.218453378526922, -2.4307958881708336, -1.608259844621509, -1.6702634237071332, -1.6587362341714638, -1.4930287109740452, -0.2854297640817306, 0.8723836238072996]","[-0.9063654868615589, -0.9040394335757783, -1.23735190659499, -1.599777425229427, -1.63090717555612, -0.7928062568434491, -1.2738602952854086, -1.0218060865287595, -0.9821256677096656, 0.2056330697731022]","[-0.8859812147194308, -0.8817022313944229, -1.2072084425123126, -1.5672341467518733, -1.6061852498201212, -0.7906774903281024, -1.2449114529074885, -1.0190943459962432, -0.9677277558393208, 0.18337461870168778]","(1, 0, 1)","[0.284395, -0.30009127, -1.0156642, 0.011559093, -0.4942275, -0.04315707, -0.54494596, 0.22004953, -0.05538942, 0.2605451]","(10, 2)",0.001
86,"[-1.053605686133575, -0.8829235935390368, -0.621673625728832, -0.8505325239963792, -0.86748778064892, 0.2395305728917369, 0.8466424303377501, 0.4149480654767686, -0.6857906490263341, -1.063394691695795]","[-0.7888615642590333, -0.6591749040040583, -0.5533361415370077, -0.34500555496032814, -0.6780297465162152, -0.5284729073908123, 0.5037670265871431, 0.5947589170441785, 0.11756860695467933, -0.7445749525036738]","[-0.7800853294769925, -0.5891533308607069, -0.6179146395767858, -0.3324466250621595, -0.6125221836294383, -0.5105704492186405, 0.4941935530319319, 0.5874412673128719, 0.139542969461444, -0.7880429116254724]","(5, 0, 0)","[0.099552885, 0.6051235, 0.10309224, -0.8440417, -0.1503272, -0.31982896, -0.08540349, -0.8087373, -1.2355229, -0.91036654]","(20, 4)",0.001
81,"[-0.11825032407236824, 0.5133704831195337, -0.12972211393461386, -0.4753794384972261, -0.9712735767247948, -1.0070699126716907, -1.206213243148309, -1.5575639861401895, -1.9123992920490966, -1.7841343264400584]","[0.7205027123815342, -0.47850168026313533, 0.7526213232511014, -0.5060327755601646, -0.2223630507171438, -0.8600920513662229, -0.5770238869885792, -0.9177012996540194, -1.0987133363131798, -1.3630426238925066]","[0.6489964563991975, -0.36554131847443855, 0.6698197213217696, -0.3924720870041422, -0.31979144035236573, -0.7736633059378183, -0.6410817167241423, -0.9161289026464425, -1.1831882323974154, -1.4141054655822896]","(3, 0, 0)","[0.845283, 0.32832387, -0.11903548, -0.30036524, -0.05711963, -0.58273554, -0.77048796, 0.27536055, 0.962422, 1.1391386]","(10, 2)",0.001
72,"[0.3400362027505685, 0.5494297971996708, -0.18855905206840756, -0.17295932256218585, 0.2865234062973911, 1.093810300008649, 0.2181147109918452, -0.7681901979743875, -0.8638393452899186, -1.4775207517018147]","[0.5890670145315953, 0.0455026954847709, 0.5266784494572854, -0.4518982767970502, 0.05298981583633926, 0.2600284983792215, 0.9637960508190383, -0.26378331441767394, -0.6362985407655505, -0.5456900749071434]","[0.6452345599419606, -0.0021434418456610094, 0.45801589003902843, -0.41338383829100195, 0.012154791591098724, 0.35084350585226254, 0.9571548193210171, -0.27699253145014224, -0.7127368174979924, -0.46571979737840896]","(3, 0, 0)","[0.68915063, -0.6562374, -0.75424063, -1.3055371, -1.4533215, -0.17372626, -0.42675975, -0.78882575, 0.028945528, 0.064774536]","(20, 4)",0.001
79,"[-0.6303287116750474, -0.4172462558880245, -0.7572533394594584, -0.019003206271569206, 0.4268367240084925, -0.4111084786236091, 0.2619592123410066, -0.4100592315646806, -1.152792322082976, 0.0648824619404823]","[0.2835713083607613, -0.7721143658554281, -0.031189072960310454, -0.7416588029793032, 0.35182619521808234, 0.2509236263994513, -0.5365702918233348, 0.530244358252674, -0.6751814106910177, -0.8152016167374673]","[0.2839500419819552, -0.7427018638938374, -0.05990422509420437, -0.7043431091517864, 0.30503965807998124, 0.271891415958223, -0.5225448599481475, 0.49372223875490406, -0.6204894294739005, -0.8251758826494544]","(1, 0, 1)","[0.4747983, -0.90921545, -0.07776603, -0.872546, 0.5248925, 0.28165022, -0.35642108, 0.5148134, -0.7170263, -1.1170294]","(50, 10)",0.001
84,"[-1.0773882682801095, 0.09131150572273972, 1.4135278971612522, 1.2096555701259912, 0.8029150850723583, -0.31707212454065514, -0.10828527337610316, 0.10507598256799106, 0.7912046177200425, 0.930934130756752]","[-0.5941391785567693, -0.7803186790017248, 0.4814708452236021, 1.1727924745494511, 0.6232593328512657, 0.4912854186467255, -0.5627148338640179, 0.17307214355590578, 0.018539910790038167, 0.7819346623250234]","[-0.5990059767719628, -0.7860631344891613, 0.4811888797524254, 1.1809987262422528, 0.6279609489202093, 0.4948012170083148, -0.5654668768025906, 0.17220567910103982, 0.019938702837522325, 0.784065176761747]","(1, 0, 1)","[-0.21307065, 0.23059255, -0.32660806, -1.0928794, -0.89495283, -1.1377658, -1.0536546, -0.9392996, -1.2419785, -1.4316068]","(20, 4)",0.001
87,"[0.37304200380651775, 0.5762159787098875, -0.19769908031622863, -0.3203639541219173, -0.8153877939653668, -0.3420536830765592, -0.41000703934783667, -1.321035881999118, -0.1696072908106876, 0.6487607692576584]","[0.0668150779555817, 0.3396344648287269, 0.4063987462955241, -0.40089845346399067, -0.11991472738992198, -0.7554304302704058, 0.03566153205864367, -0.4278378053771585, -1.1071169793105387, 0.38395119884458173]","[-0.02558583280601781, 0.4164826155219449, 0.3777382882906385, -0.434339432128005, -0.0909539775428089, -0.8262476279472493, 0.11438587903850608, -0.5075768015712014, -1.1264997110882415, 0.47683905353280587]","(1, 0, 1)","[-1.2734029, -0.8183567, 0.5811568, 0.7009614, -0.48687118, 0.39784417, 0.4832235, -0.556545, -0.9295287, -0.95656604]","(20, 4)",0.001
82,"[0.5965816182483674, 1.2990713543801533, 1.9234065624372736, 1.406278453618136, 0.7102716267622579, 0.4623261112951719, 0.3983423829156504, 0.739548226017041, -0.1040164850777916, 0.4512726259317906]","[0.09717399050939596, 0.5479946229936694, 1.0250740428833187, 1.4108695409956142, 0.700843683120329, 0.3598497852020934, 0.28240121869412527, 0.25714177356858775, 0.6109773392327471, -0.40950515469416515]","[0.04976565211858072, 0.6015427448226212, 1.0368054341641586, 1.4914035318423318, 0.7499560048908295, 0.3517976491104416, 0.2542316269658281, 0.20582807253301244, 0.5950656764471878, -0.4070931700081601]","(4, 0, 0)","[-0.037925873, 1.0152938, -0.030962244, 0.8605621, 1.0090297, 1.4493998, 1.5346482, 0.0025804564, -1.6262314, -1.185469]","(20, 4)",0.001
60,"[0.1439260942628195, -0.5516878304774138, -1.253597244706976, -0.6692049931331621, 0.09871728711618077, 0.7569978747274981, -0.1512836748371179, -0.2700760217890171, -0.642043653227157, -1.5500347664759542]","[-0.4775463092182544, 0.38269924887194673, -0.7430374549133871, -0.8820785172502825, -0.2281657345080208, 0.21280015437019117, 0.6505977975424025, -0.4765825736083192, -0.03178473498485748, -0.6261512857347282]","[-0.46870898142774825, 0.3883565710447384, -0.7448071872148279, -0.8391342398185949, -0.21579846409896447, 0.21079028575861022, 0.6330123884116368, -0.48222990100886826, -0.010990633363224839, -0.6234552261114292]","(1, 0, 1)","[-0.1277738, 0.7417341, -0.37063903, -0.9576691, -1.0454543, -0.9535696, -0.7203511, 0.20528547, 0.72959596, -0.4375228]","(20, 4)",0.001
92,"[0.8596404822819658, 0.4374904133750261, 0.7191868944438928, 0.3651578480343064, 0.08424335058355342, 0.9652470838024234, -0.03361744545792311, -0.7012014607522381, 0.3366434321231948, 0.7734045106531834]","[-0.124765866916691, 0.9220234157403113, -0.023521294495129547, 0.7309475416914576, -0.00031592281142239775, 0.08440131198926462, 0.9230464278077911, -0.49514065936181867, -0.4536311310713288, 0.5634589976588592]","[-0.12610733443538885, 0.9201480725039197, -0.019637014300541822, 0.7243986108037027, 0.007279695905243189, 0.08004192507020183, 0.9205511744032829, -0.48649249196724187, -0.45599353057786735, 0.5597041931592497]","(1, 0, 1)","[-0.53421855, 0.74192786, -0.054040305, 0.56941617, -0.030241907, 0.078441426, 0.954739, -0.6704574, -0.928831, 0.6603468]","(50, 10)",0.001
89,"[-0.49526888152609727, -0.7460328929309152, -0.9918597789897783, -1.304960027194354, -1.6368133427777063, -0.4304367241010688, 0.9542770910203493, 0.8867173276198901, 0.2483301378449666, 0.8005497665221791]","[-0.6227272176590564, -0.1839052726965691, -0.6540802565826307, -0.6648196506984629, -0.9725502018451225, -1.1505382418551449, 0.14483239682650367, 0.8818608926070974, 0.44578688131634137, 0.02543669718679592]","[-0.5679200477805284, -0.17701499002428447, -0.6414255822230588, -0.6287636659604584, -0.9473950037677223, -1.1029931959078012, 0.1810885889371247, 0.8466862162612498, 0.4114592435893092, 0.018609341326199777]","(1, 0, 1)","[1.2488799, 1.0563893, -0.10024781, -0.22034559, 0.94985956, 0.7841058, 0.27451015, -0.1794532, -0.36019966, 0.27538458]","(10, 2)",0.001
97,"[1.4183671678152758, 0.4139600652939346, 0.48535394723718606, -0.04410255415612191, 0.4525782606865739, 0.09852123979295663, 0.0581639591738482, -0.5169310831622613, -0.35451166912538934, 0.8486503987237831]","[0.7543061489748016, 1.041214093327875, -0.10664698137000295, 0.5386774379221875, -0.3134412731172157, 0.6092988972451818, -0.20612820882963426, 0.16122806358866532, -0.597545114956594, -0.05573911164709233]","[0.7554873488403302, 1.0691925114599772, -0.15077847577341186, 0.5636884656611832, -0.42799615186322065, 0.58918296266633, -0.25323590228253484, 0.15175671439045826, -0.6137895397547856, -0.06413008677520421]","(4, 0, 0)","[0.4822962, -0.41999093, -0.68170065, 0.07953882, 0.9719769, 1.2961416, 0.22287314, 1.1295894, 0.86703557, 1.1132356]","(20, 4)",0.001
90,"[1.4245022281618231, 1.799329875111626, 2.206378161820413, 1.767049604338895, 1.9183454248212044, 1.0744307019004289, 0.16026964917266995, 0.12059175201549427, -0.2668079118155402, 0.2526246011402322]","[0.48790248543746223, 1.1805509854430922, 1.2090543823900801, 1.6018509706253732, 0.9661241190262085, 1.4352833653081, 0.35678901924637885, -0.018124860450519475, 0.129654182240754, -0.3316350029359172]","[0.4898520788586116, 1.202980842481412, 1.2254643743455111, 1.6349238700601703, 0.9809874464569011, 1.469060779983939, 0.36155333908033416, -0.017582651434320445, 0.1321947136717327, -0.33952562936615]","(1, 0, 1)","[-0.093619, 0.43389773, 0.62315893, 0.61052144, 1.1812466, 0.5776459, -0.32455796, 0.61655986, 1.2216226, 0.35160786]","(20, 4)",0.001
95,"[-1.251953775866529, -1.3727370399751577, -1.10733230794949, -0.1600413611097481, -0.035180079313670676, -0.6129131056313042, 0.011044381299815775, -0.0844093501524874, 0.6939304783580773, 0.6270762385219777]","[-0.7061472957282471, -0.8988801280024054, -0.923296975973955, -0.6456838199625125, 0.16280054887150813, -0.11658035374942474, -0.5546229287565918, 0.2883558456781117, -0.22858727299154324, 0.8082241148538489]","[-0.7233899522501364, -0.87473957644421, -0.9172600184600959, -0.6278679162317269, 0.1733617900515806, -0.1279378017515877, -0.5497447876496897, 0.3045408495011976, -0.2473714122932575, 0.8293212433786263]","(1, 0, 1)","[0.41593355, 0.26396072, 0.5415435, -0.60289574, -1.0475669, -0.12598355, 0.8504231, 0.9370903, -0.7720231, -0.16386044]","(20, 4)",0.001
93,"[0.30153223106988497, -0.10321544872931196, -0.2748992041791227, 0.29015353002316857, 0.35914253840275745, 0.9712980800074007, 1.1340918819236876, 0.33791150229537725, 0.40404228402007347, 0.5769322414121981]","[0.45274007283906675, 0.0751621946503516, -0.14079654605448777, -0.20450093115187884, 0.392403995599108, 0.16294054060320345, 0.889827809705799, 0.6891779770707881, -0.0066774862400167945, 0.40738102714008184]","[0.41597104929910345, 0.11607313740585093, -0.1537783126496683, -0.20526902249379228, 0.378951410386737, 0.1894402392843593, 0.8812239889389685, 0.7383682718140223, 0.009943463394460367, 0.3969929641267792]","(1, 0, 1)","[0.060704254, -0.5900322, -0.7379937, 0.4001197, -0.46839663, 0.2669256, 0.4357053, -0.09937745, 0.771582, 1.3491824]","(10, 2)",0.001
91,"[0.3545847810736995, -0.38975637253466244, -1.529425353097951, -0.8268873015709277, 0.6365461092780518, -0.15301607298961528, -0.4043066933888111, -1.0811037141111999, -1.848357109134251, -2.2259245068820883]","[-0.18622597904702598, 0.4476977705972125, -0.6136052578332687, -1.2226227241813166, -0.21557593948026943, 0.7443340790181865, -0.5251831124987085, -0.14171513713945683, -1.0102461455414715, -1.3432340363635151]","[-0.16829764746951104, 0.3993622738241991, -0.5668921543193189, -1.2571640162655775, -0.14955752467447359, 0.7284623032345994, -0.6357558802737058, -0.19481770296999035, -0.9044332966181686, -1.3867741254562254]","(3, 0, 0)","[-0.20704237, 0.3100512, -0.11009851, -1.3005137, -0.08403541, 0.653778, -0.13503061, 0.19978993, -0.8178239, -1.2126529]","(50, 10)",0.001
94,"[0.9920904917775231, 1.404787258984352, 0.8012487493676103, 0.7159173176371231, 0.5870722326524214, -0.22594986489279378, -0.8937359625112508, -0.35962977264115575, 0.5938938908482846, -0.18655597877024993]","[0.884112738136156, 0.5500341227094451, 1.1297701976296293, 0.23636365055279557, 0.5977354923607252, 0.28820448647205876, -0.37005210812882317, -0.7087099084468391, -0.005274818417736166, 0.5965313000571526]","[0.8641911545842516, 0.5832599609513214, 1.115689898168045, 0.2848767087208306, 0.5735834381984258, 0.3185538724852538, -0.36419661266352177, -0.7129018854421371, -0.03254873289274371, 0.59680501439315]","(1, 0, 1)","[-0.0662768, 0.48971125, 0.8421293, -0.3254778, -0.9720044, -1.1339233, -0.56863284, -0.91079444, -1.304251, -0.86983967]","(10, 2)",0.001
88,"[-0.12535351901394975, 0.08603058028843796, -0.5926475112831628, -0.7978512218358794, 0.03577122429240581, 0.44487145056039135, 0.7412664821382897, 0.07631729439473611, -0.9968099512419335, -1.4889540761275784]","[-0.777693907859682, 0.2634934349158912, -0.04571613716950765, -0.569789442698409, -0.512956500486675, 0.29224947453574324, 0.2987467132925197, 0.5918931254920299, -0.21962926835127883, -0.8869953170662941]","[-0.7822098284740254, 0.26646564732381034, -0.04722571819121309, -0.5726636158179284, -0.5150973560887573, 0.29537967749401095, 0.29896112038637396, 0.5957428089217391, -0.22279956491894826, -0.8907911786598022]","(1, 0, 1)","[-0.1543735, -0.3586424, 0.2308971, -0.21585219, 0.33244577, 0.39626318, -0.5980058, 0.06583966, -0.35681653, 0.13840505]","(10, 2)",0.001
99,"[-0.6498029850777745, 0.3893539140723592, -0.008361240862607366, -0.7097390734515481, -1.0072067818740826, -0.6339129644263006, 0.7135116813054091, 1.396591786710745, 1.0031708116774778, -0.4296508252965735]","[-0.11705891312578315, -0.5912735285148829, 0.6849906783298007, -0.3508565800275077, -0.5343107834377943, -0.7400513901551855, -0.2638872693487079, 0.8454553159797631, 0.9738641287208634, 0.5162387473170461]","[-0.1165765658617464, -0.5887036254923984, 0.6800190160360617, -0.3444993717742879, -0.5322249574494249, -0.7351870370462013, -0.26427104200728163, 0.8396037627154893, 0.9687199481836986, 0.5136602326811337]","(1, 0, 1)","[1.4286791, 1.361623, -0.13591059, 0.122965686, 0.6679536, -0.30131218, -0.37885657, 0.73196256, 0.5583106, 0.6060002]","(10, 2)",0.001
98,"[-0.024751709486492857, -0.5971460663241378, 0.2728564640434047, 1.1688558513803806, 0.18526211348455457, 0.6983190008011432, 1.230512166014851, 1.0703487013429358, 1.414747368266163, 1.289010327184216]","[-0.14517548450490225, 0.04783603276595827, -0.621064082707117, 0.5833885053969632, 0.8771615986818991, -0.253318685856395, 0.8249783437293408, 0.8180229941501806, 0.6613372042678455, 1.0840787661322402]","[-0.09809520808313238, 0.019812270741271946, -0.5879291408748147, 0.5251399555549044, 0.8980666269505503, -0.22228850584155674, 0.7743907964477394, 0.8452937375605502, 0.659349097413872, 1.0778899780867133]","(1, 0, 1)","[0.66256607, -0.14187062, -0.90159106, -0.9937116, 0.1927037, 0.07598075, 0.25401637, -0.3219289, -0.8923113, -0.48495865]","(10, 2)",0.001
39,"[0.674737531176434, 0.22585632107127612, 0.1447173558891808, 0.8449839033204969, 0.981149081186912, -0.12607406087554024, -1.1291825113924396, -1.7708241223934436, -1.9237683696617718, -0.7785626463038531]","[0.5973708668962577, 0.3760520977283051, 0.037830272207123566, 0.125802219785619, 0.7820827934276874, 0.5901076844730684, -0.4211279031120744, -0.9186185598364025, -1.3115148424752423, -1.2680109484241506]","[0.6004760087238546, 0.36303736222227007, 0.03297260671829377, 0.13021758598805133, 0.7945748873151138, 0.5710457445711412, -0.4414801292954093, -0.9154515582060454, -1.3161179471064415, -1.2569023115362703]","(1, 0, 1)","[0.119696304, -0.31440678, -0.36433226, 0.046599835, 0.7114463, 0.52880156, 0.127068, -0.4762143, -0.85354507, -0.86757815]","(50, 10)",0.001
96,"[-1.7501678292007754, -0.7971942000059093, 0.3938658922474092, -0.45714863756277946, -1.052168722196051, -1.0664714795621473, -0.7293493968282486, -0.5032054302575537, -0.23205691191626843, 0.4997808401105744]","[-0.9695056609500554, -1.2654149987257477, -0.1644867006430355, 0.47610924256892695, -0.695203258847243, -0.7045670927724295, -0.7141879331759325, -0.37225543024028235, -0.31707771513741256, -0.07351805434756215]","[-0.9949654395718345, -1.3108669407211062, -0.16338736761387235, 0.4904226953101618, -0.7232951082579265, -0.7222887720611828, -0.7383497672233428, -0.38063607330064647, -0.3282396470984749, -0.0736763309877691]","(1, 0, 1)","[-0.36772373, -1.0237899, -0.63869, -0.7838598, 0.4494746, -0.34617886, 0.26372886, 1.0595877, -0.045397174, 0.19307959]","(10, 2)",0.001
100,"[0.6222004416663334, -0.14643987609322695, -0.589992441037281, 0.5659891711853549, 1.149165459575575, 0.4060878722864004, -0.529152482535381, -0.016476438998050513, 0.34979229227538555, 0.2217781204849847]","[0.10549828280820003, 0.5694513002622333, -0.4311655262243436, -0.37440967792510915, 0.7531940101479094, 0.7725684545016201, 0.019803645035590345, -0.5390543050531762, 0.2530507135285376, 0.22326693551111676]","[0.09460118098149356, 0.5778917805875484, -0.3686721482046894, -0.37828367013595493, 0.7109306939923012, 0.6970281415916304, 0.06265464392666342, -0.45885844627459116, 0.2152903730927635, 0.159058712113157]","(4, 0, 0)","[0.36727, 0.58646894, -0.4311299, -0.7840445, 0.47219926, 0.9056982, 0.10651801, -1.0340954, 0.12195963, 0.29941192]","(50, 10)",0.001
2,"[-0.07619475748646493, 0.09164797186979468, 0.04265355710869123, -0.8318082724773688, -1.111989211738884, 0.14320985858035817, -0.26641798290445873, -1.3436869366331248, -0.5416921497300823, -0.45165602223925905]","[-0.8616532555087413, 0.35463187026790566, -0.08566796326415815, 0.08548753874077031, -0.8745520418477539, -0.6747131908150071, 0.48056645398786174, -0.5067012098983896, -1.0903363316839298, 0.003476016111882696]","[-0.8471978894543913, 0.3840399729636133, -0.04706436435444104, 0.07314479324528976, -0.8214579801682239, -0.7058399358645229, 0.48969271194123576, -0.5070311485397203, -1.0741120250389362, 0.037580934628151264]","(4, 0, 0)","[0.3346119, 1.2464648, 1.0470481, 1.0829885, 0.60159314, -0.05253587, 0.14548415, 0.487395, 1.0977777, -0.08847367]","(10, 2)",0.001
