seed,Test,True,ARMA,Order,ARMA_Train_loss,ARMA_Valid_loss,Informer,Informer_para,Informer_lr
67,"[0.729710885124822, 0.3580871125226279, 0.3820539067858688, 0.5636147765141644, 1.1955202759757722, 1.1388831600958804, 1.5734531705372468, 0.708418386939582, 0.6764489948362266, -0.1955689737740191]","[-0.06776950810963145, 0.7635956391796377, -0.023710707067190917, 0.39390926031946427, 0.3666601463544322, 1.012190202798556, 0.6327880586966025, 1.2570591411889454, 0.0798888163451093, 0.6365045866636718]","[-0.07109813815534921, 0.7552480397420149, -0.019014297302757582, 0.3858315950680579, 0.3658477654349416, 0.9995290344351756, 0.632680626565161, 1.2430601372698824, 0.09215106154854835, 0.6201477489080697]","(1, 0, 1)",0.32694768576152955,0.8611810412043474,"[-0.1936624, 0.7399596, -0.0372124, 0.37720728, 0.47207305, 0.92934376, 0.84248006, 1.1717111, 0.2593326, 0.5204754]","(50, 10)",0.0001
66,"[-0.6572802407303726, 0.33901436137985463, 0.7605520246291917, 1.1789933961523502, 1.5431756664136453, 1.6087590203804698, 0.7841834180057043, -0.2558724857185287, -0.9590685788386175, -0.24734287231134922]","[-0.7877360010386747, -0.26341224021103526, 0.47072048148537227, 0.5251917838865056, 0.9163975042090974, 1.0849769143090966, 1.0662705632259215, 0.2510481363927436, -0.3813965539149005, -0.7683703018811673]","[-0.8174997553288388, -0.2553465144766749, 0.4651021604987639, 0.5022096553117404, 0.885059001472208, 1.1255832370119538, 1.0916194552317053, 0.29077094513134394, -0.3663577092417287, -0.7246495827009608]","(3, 0, 0)",0.3316921753518049,0.6986500973673155,"[-1.0549395, -0.43744904, 0.56703013, 0.45604458, 1.190671, 1.6581968, 1.5399227, 0.53092027, -0.17568585, -0.65526205]","(20, 4)",0.0001
71,"[-0.3554152505113094, -0.02975410376236226, -0.25959945907995363, -0.9358414537869765, -0.12890522663637843, -0.5793798935908536, -0.41284641392986976, -0.17134171205282966, 0.7643885659247678, 1.6737191415560615]","[-0.043121824067123976, -0.3338543384777474, 0.13717306547651145, -0.32818599181820934, -0.7717484578778717, 0.2569690023025575, -0.7078643947421324, -0.05891421655880358, -0.14188460377342788, 0.8353308678114817]","[-0.02073552508191487, -0.35352352342926957, 0.13380863835118706, -0.3273669874947708, -0.8043941852005078, 0.24219884921501847, -0.7027652430728468, -0.09612686203613935, -0.1301836510879114, 0.8385152946128971]","(1, 0, 1)",0.3574422204514535,0.7762273010803131,"[0.40060917, -0.051833484, 0.19851868, -0.13884678, -0.7703057, 0.06270643, -0.5257437, -0.30373895, -0.07196689, 1.0404822]","(50, 10)",0.0001
60,"[0.1439260942628195, -0.5516878304774138, -1.253597244706976, -0.6692049931331621, 0.09871728711618077, 0.7569978747274981, -0.1512836748371179, -0.2700760217890171, -0.642043653227157, -1.5500347664759542]","[-0.4775463092182544, 0.38269924887194673, -0.7430374549133871, -0.8820785172502825, -0.2281657345080208, 0.21280015437019117, 0.6505977975424025, -0.4765825736083192, -0.03178473498485748, -0.6261512857347282]","[-0.49132793311702494, 0.39060629991097384, -0.7469611018188611, -0.8593362602661438, -0.18994156596593614, 0.16163645838598267, 0.6607034616215396, -0.4204994861174776, 0.002985240525030408, -0.6190328202750328]","(4, 0, 0)",0.34021407493712885,0.707705608899623,"[-0.6749225, 0.16561678, -0.7323541, -1.0606992, -0.37497696, 0.08340172, 0.5372409, -0.51370466, -0.24367619, -0.6511951]","(20, 4)",0.0001
72,"[0.3400362027505685, 0.5494297971996708, -0.18855905206840756, -0.17295932256218585, 0.2865234062973911, 1.093810300008649, 0.2181147109918452, -0.7681901979743875, -0.8638393452899186, -1.4775207517018147]","[0.5890670145315953, 0.0455026954847709, 0.5266784494572854, -0.4518982767970502, 0.05298981583633926, 0.2600284983792215, 0.9637960508190383, -0.26378331441767394, -0.6362985407655505, -0.5456900749071434]","[0.6002347891330615, 0.061160341564044096, 0.5319050704732248, -0.4448621948465328, 0.03450494807409338, 0.2757479503001703, 0.9849771622582192, -0.2435967349146203, -0.6664742943541758, -0.5639107394211758]","(1, 0, 1)",0.33911660860089227,0.8496829217427947,"[0.9028706, 0.32288748, 0.5830139, -0.40866724, -0.07534512, 0.35759145, 0.90120935, -0.20478353, -0.6477742, -0.3317772]","(10, 2)",0.0001
75,"[-1.3082483367598985, -0.4126170132094682, 0.4024540984496342, 1.0164133685964796, 0.8318673149626878, 0.8285374739095881, 0.8139221795242224, 1.370061553210951, 0.32954309265826653, -0.00567307499851466]","[-0.9860339790492562, -0.8152313472352704, -0.005001339591833021, 0.4049547682455507, 0.8139359844737042, 0.42489932272583575, 0.6160878125466702, 0.5058782732508873, 1.1171224165855074, -0.22901811563448715]","[-1.0428840041819825, -0.7597556041794021, 0.003920625169216263, 0.41313145476468316, 0.8152039845789492, 0.3967103944609207, 0.6308491073724392, 0.48335056711918767, 1.1425175140596835, -0.30410602897952144]","(1, 0, 1)",0.33215485385780813,0.7390205706467944,"[-1.0099951, -0.80455935, 0.11704977, 0.59900093, 0.88368744, 0.61259466, 0.6329846, 0.56402665, 1.0315815, -0.011834068]","(10, 2)",0.0001
73,"[1.5981682754602797, 0.47613100745064985, 0.2460839045818798, -0.4131581420894077, -0.9561774860620392, -1.6382663600870793, -1.60388481734283, -1.8562502351959105, -1.7275972666232273, -1.8483471817968984]","[0.8859232350970252, 1.155206657911767, -0.10147232150523372, 0.2968200653344966, -0.561568174756656, -0.6753933986837113, -1.3005696607452237, -0.9535999869702182, -1.3794502417108014, -1.0378721457678266]","[0.8491438545273882, 1.077120595402003, -0.03048910508345004, 0.3380007543716182, -0.5523196960088423, -0.6070526630519848, -1.2934908820646622, -0.9302039567031775, -1.407316694684445, -1.0298900286893398]","(1, 0, 2)",0.33083531870208027,0.6816464176119444,"[0.8109238, 0.7065465, -0.09303394, 0.13990662, -0.17435221, -0.6839407, -1.1176528, -1.1857885, -1.419102, -1.0996889]","(20, 4)",0.0001
74,"[-0.2080154370523759, 0.3240087946226874, 0.027330453640296903, -0.556590845023878, -0.9979922323030095, -0.15365661263831965, 1.1602266237061287, 1.5451893745146046, 1.8652690599464647, 1.478337072429936]","[0.6646332709888394, -0.5403320725467956, 0.5941748308960852, -0.26975696180774567, -0.4217123641200052, -0.7871360502430069, 0.23991141248318382, 1.0402709174645368, 1.0250539157823362, 1.3527421020552968]","[0.702419521616542, -0.573334566514627, 0.6213728513572205, -0.3131553136012429, -0.3858411038003198, -0.7964312407246315, 0.21724476006456817, 1.0730424538617411, 1.0654570673522012, 1.379960644561116]","(5, 0, 0)",0.32282593047300845,0.7945296556433555,"[0.57133234, -0.5219336, 0.41334215, -0.14720482, -0.50721174, -0.6450392, 0.30186903, 0.8321364, 1.151016, 1.3593514]","(10, 2)",0.0001
76,"[0.9170068935406449, 0.09921659153687062, 0.027081572364266338, 0.35196597674754104, -0.6042087501673028, -0.6224803369831329, 0.30027899987465956, 0.4035081592790838, 0.46612235038460753, -0.10607835979586652]","[0.6285459706553915, 0.602733908212949, -0.20215036256960392, 0.1281567536490683, 0.2878875999230069, -0.7481525501288062, -0.24840406191872977, 0.42448103083402444, 0.19126764386207157, 0.3704885284535717]","[0.6251627746380792, 0.6077013757953622, -0.22814046975527824, 0.15197646707521217, 0.2808925523627038, -0.7771412965764859, -0.2193676222306991, 0.4295323436217884, 0.18212813696689845, 0.38198898310564544]","(1, 0, 1)",0.33728498019247444,0.7601219722903961,"[0.7400817, 0.7673879, -0.27804965, -0.055100046, 0.39583817, -0.73121196, -0.11101711, 0.5987076, 0.23299587, 0.3193465]","(10, 2)",0.0001
80,"[0.9636377985163948, 0.39882579524252343, -0.21844154512904299, -0.9147408817499261, -1.010092074545899, -1.2257992419273558, -1.080561231886611, -0.7668514536382576, -0.2311160523526119, -0.2887952520021184]","[0.8155109290355714, 0.555882333998609, 0.12088462824321891, -0.27888385925065245, -0.7752989521245999, -0.6224425984835991, -0.9145779426855563, -0.6232722605438328, -0.4552153233663412, -0.003508390669441308]","[0.8163753413811107, 0.5570182761369026, 0.11661558533276012, -0.2830858418235189, -0.7846453860585125, -0.620983084746151, -0.9268987696822334, -0.6204513512208043, -0.4599573577113162, 0.0030954715288834117]","(1, 0, 1)",0.3366232323619899,0.7921286008596781,"[0.43619418, 0.2616478, -0.13025588, -0.4574258, -0.74568814, -0.5912283, -0.66703975, -0.74731934, -0.586179, -0.1827547]","(50, 10)",0.0001
82,"[0.5965816182483674, 1.2990713543801533, 1.9234065624372736, 1.406278453618136, 0.7102716267622579, 0.4623261112951719, 0.3983423829156504, 0.739548226017041, -0.1040164850777916, 0.4512726259317906]","[0.09717399050939596, 0.5479946229936694, 1.0250740428833187, 1.4108695409956142, 0.700843683120329, 0.3598497852020934, 0.28240121869412527, 0.25714177356858775, 0.6109773392327471, -0.40950515469416515]","[0.06019050083338606, 0.5723399894286112, 1.0458534556147083, 1.4605667071142832, 0.748820389266705, 0.3730025821194324, 0.2953176507546663, 0.26643213804700416, 0.6243684138645358, -0.39125704728274474]","(1, 0, 1)",0.32752479035882515,0.8344281055117224,"[-0.11407407, 0.7836242, 1.068886, 1.2312601, 0.9743088, 0.3443781, 0.15769193, 0.30832863, 0.7741261, -0.28376812]","(20, 4)",0.0001
77,"[0.24622065274750415, 1.0890274668618551, 1.1317004588103599, 0.9311535368048494, -0.38726243233612045, -0.6997465916529763, 0.4300835202433518, 1.1174021830434606, 0.6362336595329503, -0.7596260725035046]","[-0.41153606729488623, 0.45198868639494727, 0.8630331236643815, 0.7001838969781691, 0.5810615883157648, -0.6777932264940029, -0.3608499784059748, 0.6105085094463392, 0.812147928320291, 0.23015969537280478]","[-0.3875826981624104, 0.4198353439682893, 0.8575776060745841, 0.693691106405414, 0.5767634655824064, -0.6469786777625666, -0.3731046904619494, 0.5930323688617077, 0.8027922564190253, 0.23641512551533977]","(1, 0, 1)",0.31476615947760517,0.6950688508305952,"[-0.34509042, 0.49680394, 0.9981333, 0.73947746, 0.5880212, -0.52415526, -0.75247633, 0.89852536, 0.9589857, 0.49775535]","(10, 2)",0.0001
81,"[-0.11825032407236824, 0.5133704831195337, -0.12972211393461386, -0.4753794384972261, -0.9712735767247948, -1.0070699126716907, -1.206213243148309, -1.5575639861401895, -1.9123992920490966, -1.7841343264400584]","[0.7205027123815342, -0.47850168026313533, 0.7526213232511014, -0.5060327755601646, -0.2223630507171438, -0.8600920513662229, -0.5770238869885792, -0.9177012996540194, -1.0987133363131798, -1.3630426238925066]","[0.6489847810218016, -0.3655441870024496, 0.6698198587282984, -0.3924722857685411, -0.3197914438236773, -0.7736634522685027, -0.641081666147574, -0.9161287398586004, -1.1831882019749038, -1.4141054636404873]","(3, 0, 0)",0.34279162598245966,0.7205948758127076,"[0.72503144, -0.31665117, 0.68205225, -0.43132865, -0.47719288, -0.9721561, -0.8574261, -1.1639887, -1.4461554, -1.6522026]","(10, 2)",0.0001
79,"[-0.6303287116750474, -0.4172462558880245, -0.7572533394594584, -0.019003206271569206, 0.4268367240084925, -0.4111084786236091, 0.2619592123410066, -0.4100592315646806, -1.152792322082976, 0.0648824619404823]","[0.2835713083607613, -0.7721143658554281, -0.031189072960310454, -0.7416588029793032, 0.35182619521808234, 0.2509236263994513, -0.5365702918233348, 0.530244358252674, -0.6751814106910177, -0.8152016167374673]","[0.2839750726010743, -0.7426974370826301, -0.05990373780096436, -0.7043436083267771, 0.3050395373439012, 0.27189150505342013, -0.5225448572837775, 0.49372223901502565, -0.6204894293618177, -0.8251758830210472]","(1, 0, 1)",0.3445554451453889,0.8485511060316863,"[0.43229568, -0.59990925, 0.010422066, -0.56794524, 0.40141168, 0.38457888, -0.25396118, 0.51616263, -0.31148592, -0.9225599]","(10, 2)",0.0001
86,"[-1.053605686133575, -0.8829235935390368, -0.621673625728832, -0.8505325239963792, -0.86748778064892, 0.2395305728917369, 0.8466424303377501, 0.4149480654767686, -0.6857906490263341, -1.063394691695795]","[-0.7888615642590333, -0.6591749040040583, -0.5533361415370077, -0.34500555496032814, -0.6780297465162152, -0.5284729073908123, 0.5037670265871431, 0.5947589170441785, 0.11756860695467933, -0.7445749525036738]","[-0.7981073830748034, -0.6152553909637188, -0.5449576407530526, -0.32367482524477054, -0.6703247224794828, -0.500988458126421, 0.5076629850484067, 0.5671659140344905, 0.10613807185059677, -0.7387411184329495]","(1, 0, 1)",0.35562925319751265,0.7613778707602643,"[-1.0153679, -1.0704687, -0.78212744, -0.6060371, -0.9775864, -0.8375138, 0.4298693, 0.8423233, 0.055169772, -1.2028209]","(10, 2)",0.0001
83,"[-1.4898022222680432, -0.3109631005748127, -0.5951744279989193, -0.5246923011041309, -1.087759376814463, -0.4217591500611426, 0.7426609102994897, 0.7528060875519031, 0.7440215146198741, 1.45521694174279]","[-0.8928126776604424, -1.0433958834378219, 0.2107348411440983, -0.7005418485709685, -0.17442137681864667, -1.0005486884051398, 0.07851519414142727, 0.703403313228776, 0.40110443093751513, 0.5434692991511165]","[-0.8956945967750358, -1.0490691386787971, 0.21375875305702957, -0.7034046536632188, -0.17505761889490723, -1.0020600916786848, 0.07343551446894558, 0.7060323276525228, 0.4025332432041313, 0.5450264430439914]","(1, 0, 1)",0.3151501794617918,0.7464435205506735,"[-1.3044432, -1.3654943, -0.04877887, -0.9524021, -0.57996917, -1.1703004, -0.047345735, 0.94383043, 0.44516644, 0.53004235]","(10, 2)",0.0001
88,"[-0.12535351901394975, 0.08603058028843796, -0.5926475112831628, -0.7978512218358794, 0.03577122429240581, 0.44487145056039135, 0.7412664821382897, 0.07631729439473611, -0.9968099512419335, -1.4889540761275784]","[-0.777693907859682, 0.2634934349158912, -0.04571613716950765, -0.569789442698409, -0.512956500486675, 0.29224947453574324, 0.2987467132925197, 0.5918931254920299, -0.21962926835127883, -0.8869953170662941]","[-0.7821207077499515, 0.2664569262237012, -0.0472319511742421, -0.5726722605551585, -0.5150992199315878, 0.29537579566583866, 0.2989646102844067, 0.5957404110546285, -0.22279598957156674, -0.8907905927290667]","(1, 0, 1)",0.3344355991998293,0.7712925304087475,"[-0.79300785, 0.58175194, 0.1552537, -0.051205203, -0.5421237, 0.476668, 0.44741732, 0.6665256, -0.13098368, -0.79646957]","(20, 4)",0.0001
84,"[-1.0773882682801095, 0.09131150572273972, 1.4135278971612522, 1.2096555701259912, 0.8029150850723583, -0.31707212454065514, -0.10828527337610316, 0.10507598256799106, 0.7912046177200425, 0.930934130756752]","[-0.5941391785567693, -0.7803186790017248, 0.4814708452236021, 1.1727924745494511, 0.6232593328512657, 0.4912854186467255, -0.5627148338640179, 0.17307214355590578, 0.018539910790038167, 0.7819346623250234]","[-0.5989718985598977, -0.7860610606670613, 0.48118890174992945, 1.180998725297398, 0.6279609485542026, 0.4948012170103002, -0.565466876878638, 0.17220567867857994, 0.01993870279658571, 0.7840651767870335]","(1, 0, 1)",0.3351087649246506,0.8450141476871044,"[-0.8454534, -1.0670605, 0.4501369, 0.9761125, 0.50306374, 0.24212468, -0.47591057, 0.07895924, 0.13647106, 0.6374346]","(20, 4)",0.0001
87,"[0.37304200380651775, 0.5762159787098875, -0.19769908031622863, -0.3203639541219173, -0.8153877939653668, -0.3420536830765592, -0.41000703934783667, -1.321035881999118, -0.1696072908106876, 0.6487607692576584]","[0.0668150779555817, 0.3396344648287269, 0.4063987462955241, -0.40089845346399067, -0.11991472738992198, -0.7554304302704058, 0.03566153205864367, -0.4278378053771585, -1.1071169793105387, 0.38395119884458173]","[0.16214593512235492, 0.26656309035871223, 0.48387950574765426, -0.4584757131273978, -0.07808998785608834, -0.7243930811988432, 0.040122281408422056, -0.4351336127572082, -1.2439064058258862, 0.4974588186640776]","(3, 0, 0)",0.3333590099230449,0.8986392748226358,"[0.067834854, 0.10703887, 0.2970493, -0.67426896, -0.14792031, -0.85326004, -0.003999371, -0.5932981, -1.4096732, 0.46088126]","(10, 2)",0.0001
90,"[1.4245022281618231, 1.799329875111626, 2.206378161820413, 1.767049604338895, 1.9183454248212044, 1.0744307019004289, 0.16026964917266995, 0.12059175201549427, -0.2668079118155402, 0.2526246011402322]","[0.48790248543746223, 1.1805509854430922, 1.2090543823900801, 1.6018509706253732, 0.9661241190262085, 1.4352833653081, 0.35678901924637885, -0.018124860450519475, 0.129654182240754, -0.3316350029359172]","[0.48989237227860993, 1.202980842371928, 1.2254643665840488, 1.6349238704881004, 0.9809874464459192, 1.4690607799647313, 0.3615533393991264, -0.017582651434896054, 0.1321947136850759, -0.3395256294263309]","(1, 0, 1)",0.3373830746439094,0.8574053114857252,"[0.727306, 0.99083936, 0.9375286, 0.9711207, 0.68171966, 0.849208, 0.47434902, -0.015729763, 0.15732399, -0.54009783]","(10, 2)",0.0001
89,"[-0.49526888152609727, -0.7460328929309152, -0.9918597789897783, -1.304960027194354, -1.6368133427777063, -0.4304367241010688, 0.9542770910203493, 0.8867173276198901, 0.2483301378449666, 0.8005497665221791]","[-0.6227272176590564, -0.1839052726965691, -0.6540802565826307, -0.6648196506984629, -0.9725502018451225, -1.1505382418551449, 0.14483239682650367, 0.8818608926070974, 0.44578688131634137, 0.02543669718679592]","[-0.567962510787139, -0.17700414009094262, -0.6414036508488716, -0.6287473454413228, -0.9473909841080594, -1.10299622969795, 0.18109047539482764, 0.8466862168591798, 0.4114592464823594, 0.01860934201664348]","(1, 0, 1)",0.34016228429324585,0.6332089721457108,"[-0.6630622, -0.21747133, -0.51299226, -0.6071598, -0.82265913, -0.9635789, 0.0515627, 1.1624519, 0.4263684, 0.09992913]","(50, 10)",0.0001
92,"[0.8596404822819658, 0.4374904133750261, 0.7191868944438928, 0.3651578480343064, 0.08424335058355342, 0.9652470838024234, -0.03361744545792311, -0.7012014607522381, 0.3366434321231948, 0.7734045106531834]","[-0.124765866916691, 0.9220234157403113, -0.023521294495129547, 0.7309475416914576, -0.00031592281142239775, 0.08440131198926462, 0.9230464278077911, -0.49514065936181867, -0.4536311310713288, 0.5634589976588592]","[-0.1261020769133187, 0.9201475307365448, -0.01963673459756035, 0.7243986055767297, 0.00727969559809391, 0.08004192508670768, 0.9205511742427868, -0.48649249204709966, -0.45599353057330483, 0.5597041931571569]","(1, 0, 1)",0.3131584982585745,0.7665319783755362,"[-0.16025588, 0.9072056, 0.23178509, 0.617481, 0.19962668, 0.050540052, 0.9113744, -0.37931234, -0.6600924, 0.6399757]","(10, 2)",0.0001
93,"[0.30153223106988497, -0.10321544872931196, -0.2748992041791227, 0.29015353002316857, 0.35914253840275745, 0.9712980800074007, 1.1340918819236876, 0.33791150229537725, 0.40404228402007347, 0.5769322414121981]","[0.45274007283906675, 0.0751621946503516, -0.14079654605448777, -0.20450093115187884, 0.392403995599108, 0.16294054060320345, 0.889827809705799, 0.6891779770707881, -0.0066774862400167945, 0.40738102714008184]","[0.4039366994751588, 0.20082999003193064, -0.17270733948843683, -0.18542587585943748, 0.38732767080818664, 0.19341563076745955, 0.8478624456323484, 0.7613353264778145, -0.007325654953917293, 0.41575285173775633]","(3, 0, 0)",0.34383378769147555,0.7764883889510271,"[0.36325443, 0.3314124, -0.07584303, -0.104983725, 0.5954807, 0.35070497, 0.9548736, 0.9235206, 0.12253737, 0.45139793]","(10, 2)",0.0001
91,"[0.3545847810736995, -0.38975637253466244, -1.529425353097951, -0.8268873015709277, 0.6365461092780518, -0.15301607298961528, -0.4043066933888111, -1.0811037141111999, -1.848357109134251, -2.2259245068820883]","[-0.18622597904702598, 0.4476977705972125, -0.6136052578332687, -1.2226227241813166, -0.21557593948026943, 0.7443340790181865, -0.5251831124987085, -0.14171513713945683, -1.0102461455414715, -1.3432340363635151]","[-0.1912361908019666, 0.4533797265350503, -0.6194978620118498, -1.2259402738076604, -0.21173366867777346, 0.7483688514450685, -0.5339038439109532, -0.1353124614094706, -1.0166009156807128, -1.344499898613426]","(1, 0, 1)",0.3343659479674635,0.7554513616809957,"[-0.21925956, 0.35335588, -0.52814466, -1.293302, -0.20137843, 0.9691385, -0.3890138, -0.24817984, -0.8481494, -1.1648401]","(20, 4)",0.0001
95,"[-1.251953775866529, -1.3727370399751577, -1.10733230794949, -0.1600413611097481, -0.035180079313670676, -0.6129131056313042, 0.011044381299815775, -0.0844093501524874, 0.6939304783580773, 0.6270762385219777]","[-0.7061472957282471, -0.8988801280024054, -0.923296975973955, -0.6456838199625125, 0.16280054887150813, -0.11658035374942474, -0.5546229287565918, 0.2883558456781117, -0.22858727299154324, 0.8082241148538489]","[-0.7233909383419493, -0.8747396668453288, -0.917260070959844, -0.6278679213603605, 0.1733617899972319, -0.1279378018062025, -0.5497447876038966, 0.3045408495157887, -0.24737141227740583, 0.8293212433363357]","(1, 0, 1)",0.33763859708748056,0.7577678505446152,"[-0.8242063, -1.4265044, -1.1642016, -0.93960875, 0.116832845, 0.053658944, -0.75407076, 0.35724986, -0.018568054, 0.93761426]","(10, 2)",0.0001
94,"[0.9920904917775231, 1.404787258984352, 0.8012487493676103, 0.7159173176371231, 0.5870722326524214, -0.22594986489279378, -0.8937359625112508, -0.35962977264115575, 0.5938938908482846, -0.18655597877024993]","[0.884112738136156, 0.5500341227094451, 1.1297701976296293, 0.23636365055279557, 0.5977354923607252, 0.28820448647205876, -0.37005210812882317, -0.7087099084468391, -0.005274818417736166, 0.5965313000571526]","[0.8175294429577482, 0.5977987785796156, 1.0945569838004006, 0.3164949364295722, 0.5510830606127277, 0.37800791953928353, -0.37587856256614993, -0.6985047847604298, 0.0021899123495885964, 0.6145494984777614]","(3, 0, 0)",0.34133000287493426,0.8484958023761671,"[0.88114804, 0.6264232, 1.1902248, 0.3673408, 0.5387452, 0.36018223, -0.3357046, -0.72207916, 0.09860985, 0.78045416]","(10, 2)",0.0001
96,"[-1.7501678292007754, -0.7971942000059093, 0.3938658922474092, -0.45714863756277946, -1.052168722196051, -1.0664714795621473, -0.7293493968282486, -0.5032054302575537, -0.23205691191626843, 0.4997808401105744]","[-0.9695056609500554, -1.2654149987257477, -0.1644867006430355, 0.47610924256892695, -0.695203258847243, -0.7045670927724295, -0.7141879331759325, -0.37225543024028235, -0.31707771513741256, -0.07351805434756215]","[-0.9944316132661916, -1.2646554477097072, -0.18241765848533642, 0.5312176636961882, -0.6691048539204941, -0.6491481294930149, -0.7297476256390253, -0.4342007083977817, -0.3066403261227233, -0.05196494747444472]","(4, 0, 0)",0.32384651389725183,0.8558729225541686,"[-1.0124673, -1.1190218, -0.20693825, 0.6577451, -0.69258976, -0.9850025, -0.7566741, -0.46657795, -0.37125716, -0.12010087]","(10, 2)",0.0001
97,"[1.4183671678152758, 0.4139600652939346, 0.48535394723718606, -0.04410255415612191, 0.4525782606865739, 0.09852123979295663, 0.0581639591738482, -0.5169310831622613, -0.35451166912538934, 0.8486503987237831]","[0.7543061489748016, 1.041214093327875, -0.10664698137000295, 0.5386774379221875, -0.3134412731172157, 0.6092988972451818, -0.20612820882963426, 0.16122806358866532, -0.597545114956594, -0.05573911164709233]","[0.7554685479486112, 1.0691973153901118, -0.15077825529743227, 0.5636889380985041, -0.42799592545237075, 0.5891829359753737, -0.25323590613963165, 0.1517567141439787, -0.613789539464824, -0.06413008669304376]","(4, 0, 0)",0.33821443774585647,0.7929522666610405,"[0.8062879, 1.027415, -0.07397102, 0.5581937, -0.26858538, 0.67940116, -0.15952916, 0.14915714, -0.72135854, -0.058182128]","(10, 2)",0.0001
98,"[-0.024751709486492857, -0.5971460663241378, 0.2728564640434047, 1.1688558513803806, 0.18526211348455457, 0.6983190008011432, 1.230512166014851, 1.0703487013429358, 1.414747368266163, 1.289010327184216]","[-0.14517548450490225, 0.04783603276595827, -0.621064082707117, 0.5833885053969632, 0.8771615986818991, -0.253318685856395, 0.8249783437293408, 0.8180229941501806, 0.6613372042678455, 1.0840787661322402]","[-0.10249575147773349, -0.19028952452092465, -0.5591526252520631, 0.45567490206187744, 1.0201777725038819, -0.20990217352551474, 0.6001885588936317, 0.9367291486151127, 0.6107660754402761, 0.9912784504399469]","(2, 0, 0)",0.3308038098088198,0.7339938636501048,"[0.062452637, -0.11352876, -0.53692985, 0.47726178, 1.0482252, -0.076437645, 0.75856555, 0.92641157, 0.8511766, 1.0044537]","(20, 4)",0.0001
99,"[-0.6498029850777745, 0.3893539140723592, -0.008361240862607366, -0.7097390734515481, -1.0072067818740826, -0.6339129644263006, 0.7135116813054091, 1.396591786710745, 1.0031708116774778, -0.4296508252965735]","[-0.11705891312578315, -0.5912735285148829, 0.6849906783298007, -0.3508565800275077, -0.5343107834377943, -0.7400513901551855, -0.2638872693487079, 0.8454553159797631, 0.9738641287208634, 0.5162387473170461]","[-0.11602593967153202, -0.6399208219583425, 0.6017025982531309, -0.3202736587524182, -0.5251003184640647, -0.7074585965140167, -0.31856355309887263, 0.8443718402231808, 1.0128389224312253, 0.5731940317219715]","(4, 0, 0)",0.3194258755785892,0.7408246002351252,"[-0.21916158, -0.7347757, 0.6819651, -0.29650235, -0.6134876, -1.0160207, -0.37380922, 0.84777045, 1.184247, 0.77651495]","(20, 4)",0.0001
55,"[0.0597406406247821, -0.1678599922012634, -0.9621383958223706, -0.7242586151080308, -0.17647016738731758, -1.0147712914908675, -1.2606932635760457, -0.9813658235672976, 0.39282085477752915, -0.09476282728208718]","[-0.039946685167910584, 0.07971398320873739, -0.2077169838056321, -0.8582799039195546, -0.2951186631482535, -0.028910835813190816, -1.000315873584272, -0.7605353267839096, -0.6010981601753429, 0.6933699348652006]","[-0.06905848736106193, 0.09673867973976084, -0.22072831566374604, -0.8567959640567537, -0.2793978731244875, -0.030646932198050314, -1.0109983597844607, -0.7406188636876678, -0.6016329879349546, 0.7156798345869745]","(1, 0, 1)",0.3268617086114347,0.8038987606844151,"[0.11587655, 0.05156406, -0.11184622, -0.8665558, -0.3999367, 0.07118753, -1.0870813, -0.9859872, -0.68321276, 0.65463865]","(10, 2)",0.0001
100,"[0.6222004416663334, -0.14643987609322695, -0.589992441037281, 0.5659891711853549, 1.149165459575575, 0.4060878722864004, -0.529152482535381, -0.016476438998050513, 0.34979229227538555, 0.2217781204849847]","[0.10549828280820003, 0.5694513002622333, -0.4311655262243436, -0.37440967792510915, 0.7531940101479094, 0.7725684545016201, 0.019803645035590345, -0.5390543050531762, 0.2530507135285376, 0.22326693551111676]","[0.1148177970910725, 0.5426438305196793, -0.39985326378099006, -0.3749674532341047, 0.7230797435601093, 0.7561766210873623, 0.02621148989363356, -0.5209722177532283, 0.23540705771670253, 0.22227317614699982]","(1, 0, 1)",0.32573954534176536,0.6960148386687517,"[-0.047050323, 0.42135826, -0.5399474, -0.60640746, 0.21648195, 0.76961005, 0.07401433, -0.56074965, -0.106880926, 0.3525519]","(50, 10)",0.0001
85,"[-1.3312969593621875, -0.4819894714107096, 0.7434917037912979, 1.3435029603963398, 0.5023171287675088, 0.1822480400419817, 0.4313604082137851, 0.7866010130572215, -0.16108620425007575, -1.0858749210216962]","[-0.7413632764748638, -0.9606153211247557, -0.001681810848331744, 0.7443326092154638, 0.9713366557886078, 0.01664880087320486, 0.17392363960537927, 0.34439858841109544, 0.6144017188516737, -0.46828706367591266]","[-0.7031130453044601, -0.9485070741205222, -0.026974039675661532, 0.7205891043454704, 0.9514163203175985, 0.042680841492483856, 0.15409656110423384, 0.3406206890515323, 0.5941158277321984, -0.4257864094045943]","(1, 0, 1)",0.33056015978948433,0.7161807699587467,"[-0.7427963, -0.9414204, -0.13543467, 0.9038181, 1.021395, 0.15861559, 0.014995657, 0.4095124, 0.64337444, -0.51825744]","(10, 2)",0.0001
