seed,True,ARMA,Informer,Informer_para,Informer_lr,RNN
11,"[1.220552242568979, 0.6384145957159848, -0.7898802092302276, -2.361363135025176, 0.13285202098126514, -0.1970077243723518, -0.0760779511015095, 0.10149436886419005, -0.7202119635367813, 0.23930190935999962]","[0.6584036723005278, 0.7042699585964356, -0.01359942979104134, -0.8429349597469535, -1.5579635429651244, 1.3253469064603598, -0.7607175112679561, 0.2957255648385991, -0.01640157604546212, -0.6518739327966119]","[1.2759774, 0.13909316, 0.62743425, -0.29182604, -0.39330003, -0.06471242, -0.5361277, -0.5441163, -0.27944395, 0.26825547]","(50, 10)",0.001,"[0.45547235012054443, 0.9481608867645264, -0.2407701015472412, -0.7656773924827576, -1.3898500204086304, 0.6099011898040771, -0.8278918862342834, 0.299367755651474, -0.08892051130533218, -0.6607884168624878]"
70,"[1.1041198434913908, 2.498722261475809, 0.7070132528875621, -0.37924950941900215, 1.2425046147542027, 2.703513984021721, 1.785425395293896, -0.8307463292078725, -0.7578664514622202, 0.023382765994171464]","[0.8786424197861102, 0.33478203392715566, 1.8273816201602098, -0.6856174928875278, -0.16250260818279144, 1.4244340097738206, 1.3099280987326258, 0.44909152869463953, -1.2184724638836528, 0.15454459949567922]","[-0.059812248, 1.1706989, 1.2934597, -0.38690537, -0.023613064, -0.42153844, 0.8396909, 1.1604439, 1.6202146, 0.09557488]","(50, 10)",0.001,"[0.7044594883918762, 0.14413422346115112, 2.0428059101104736, -0.7242864966392517, -0.22548681497573853, 1.5743675231933594, 1.5389811992645264, 0.12717986106872559, -0.9841447472572327, 0.23871690034866333]"
86,"[-0.6597796119947241, -1.3459889959585982, -0.7114255402078072, -1.0230528737738915, -1.4463509436814377, 0.37292661399897864, 1.444459644565084, 1.1575064800879824, 0.9256016173664637, -0.39227314322700135]","[1.0035803761355615, -1.4325782775888014, -0.1972508535243884, -0.18690639143952117, -0.7320855078211586, -0.5730856428688758, 0.8436166750556108, 0.6563974101029619, 0.3218549328239536, 0.4478954155965015]","[1.2270423, 1.5340194, 1.1263932, -0.88668895, -0.49609056, 0.35301688, 0.56895566, 0.45462093, 0.074587144, -0.012350867]","(50, 10)",0.001,"[0.7997720241546631, -1.1523163318634033, -0.36930713057518005, -0.4038639962673187, -0.5501271486282349, -0.786960244178772, 0.892894983291626, 0.702049970626831, 0.4665992259979248, 0.6307761669158936]"
32,"[0.8919009554410655, 0.3430863057232868, -0.8331640162756686, 0.1995299285292902, -0.014756781712837341, -1.0446170315563479, -1.2185155412428688, 0.4021040272206776, 1.4225012729638218, 1.6394346542640252]","[1.0708670033078274, 0.045295010634492594, 0.03639834552131513, -0.8345627503645376, 0.6962977496386662, -0.31022366132304036, -0.7965547439488251, -0.4934608792273786, 0.8607952962943064, 0.8267061307131363]","[0.4111197, -0.16957855, -0.010595096, 0.25954318, 0.4185291, -0.3700983, 0.649588, 1.1367726, -0.5379582, -0.073227905]","(20, 4)",0.0001,"[1.1863603591918945, 0.056426212191581726, 0.1315273493528366, -0.7688873410224915, 0.7989749312400818, -0.21716393530368805, -0.5535967350006104, -0.39945757389068604, 1.2294214963912964, 0.9964908361434937]"
53,"[0.8606487645789926, -0.698624895079477, 0.3247693823306157, 0.2561256273314433, -1.4423109666184164, -1.363886937991038, 0.4991661019370947, 1.0112286877495094, 1.585008755485581, 0.21626299717768338]","[0.2650488139841446, 0.6058523686803905, -0.9881464763981362, 0.8361351923372895, -0.2059925374908423, -1.1845666400380905, -0.42464511280275075, 0.7537517913568995, 0.4249861728297775, 1.0528462670767704]","[0.23586023, 0.5589414, -0.35872337, 0.43458837, -0.13321778, -0.9808122, -0.68283546, 0.72641104, 0.45855126, 0.59325397]","(100, 20)",0.001,"[0.09599721431732178, 0.5227750539779663, -0.9671342372894287, 0.5012046098709106, 0.012701138854026794, -1.2716492414474487, -0.2731264531612396, 0.668753981590271, 0.6321966052055359, 0.8167089223861694]"
28,"[0.523710630683018, 0.04752838082399702, -0.12177348507794875, 0.026768672560152126, 0.3361239468267235, 0.22293268048079945, -2.111120066759831, -0.4133371844290823, 0.5128633588881688, 1.8524875363268667]","[0.6964075809833349, -0.010083503945174377, -0.11412976140365327, -0.08651596914252752, 0.09020151778366658, 0.2651784074899317, 0.010131085107810134, -1.9771454024180148, 0.9265166918163132, 0.28213090777945427]","[0.03166694, -0.5978233, 0.20038413, -0.5633001, 0.03394154, -0.4996076, 0.42352042, -1.8276149, -0.054681506, 0.5037911]","(100, 20)",0.0001,"[0.9091311693191528, 0.03482159972190857, 0.11391350626945496, -0.27452993392944336, 0.062774658203125, 0.3085431456565857, 0.12659890949726105, -1.8293733596801758, 0.6555666327476501, 0.21294458210468292]"
19,"[-0.7112980372260169, 0.5369460039820787, -0.2239064927329748, -0.6714163521295253, 0.15471560840418275, 1.626880414522232, 1.7047193560827267, 0.47754033762371034, -1.840320257066993, -0.9194332307565033]","[-1.454298790492691, 0.0624549902523136, 0.669018961881592, -0.5750900989990226, -0.3502980217424175, 0.44819568901649687, 1.2708731445751178, 0.6446279925355589, -0.2770818606459697, -1.7052968532178858]","[-1.7208284, -0.63873416, 0.66939926, -0.80543554, -0.4639612, -0.2865075, 0.63322616, 0.4964952, -0.0864167, -0.7042108]","(100, 20)",0.0001,"[-1.534266710281372, -0.20538507401943207, 0.8164741396903992, -0.6931631565093994, -0.4849613308906555, 0.40553003549575806, 1.4185166358947754, 0.7457265853881836, -0.4585725665092468, -1.5470143556594849]"
10,"[0.9540683597246074, -1.4948819926179446, -2.085307280897278, -0.7357640837443896, 0.02099719610477871, -0.884042384348172, -1.1848339102345966, 0.9365599434162426, 0.9505495460881257, 0.7274982660519955]","[0.5160140247696614, 0.46982193451931475, -1.6626851623318337, -0.8958887084831305, 0.03438048102292804, 0.029660508854070552, -0.8313061171019696, -0.5600361950894036, 1.2627679739476574, 0.10868386394966972]","[0.19627927, -0.16115452, -0.95670974, -0.4216013, 0.1051003, 0.21974048, -0.5831324, -0.11590666, 0.40424877, -0.029568473]","(100, 20)",0.001,"[0.9054362177848816, 0.3174215853214264, -1.702219009399414, -0.9292147159576416, 0.1192232295870781, 0.3471633195877075, -0.7618586421012878, -0.4478885531425476, 1.0029327869415283, 0.3098587989807129]"
44,"[-0.5056082778797509, -2.0875265911689587, -1.0587424355010804, -0.5779309381379442, -0.9511686886023605, 1.2944907615656183, 0.7781956316766037, -0.40165013354457113, -0.7305511989994586, -1.953595362675893]","[0.9066305752729582, -1.220804902115266, -1.24685542134551, 0.05879457662006826, -0.28627994091444703, -0.5946582445800904, 1.619375445852434, -0.2692493333530508, -0.43113926174704276, -0.3794094163824284]","[0.59704417, 1.6280135, 1.9583378, 1.4001751, -0.086439416, -0.0037141256, 0.40911886, -1.467889, -1.0218937, 0.3366223]","(50, 10)",0.001,"[1.1797763109207153, -0.7050744891166687, -1.3117728233337402, 0.1828007698059082, -0.36059218645095825, -0.551337480545044, 1.687838077545166, -0.581041157245636, -0.5014041066169739, -0.31805118918418884]"
7,"[-1.7962881168495544, -1.2732067659801491, 0.8889886203523798, 2.951012883596368, 1.2646958340563796, -0.3323120601885993, 0.0903106840418626, -0.13735260074694355, -0.9151583016949827, -1.3520889193794698]","[-1.6979879476832072, -0.745448213548314, -0.3255003972473889, 1.3184101975608118, 1.8739404929492873, -0.5083924458995719, -0.4523972739014501, 0.3736915046230299, -0.31349366045575905, -0.6613341614854449]","[-0.47695658, 1.1220924, 0.9430848, 0.13527176, 0.39995065, -0.03254083, -0.29526877, -0.8800553, -0.6896264, 0.037925284]","(20, 4)",0.001,"[-1.376508116722107, -1.146067500114441, -0.10471142828464508, 1.1650176048278809, 1.5654739141464233, -0.4284324645996094, -0.56170654296875, 0.3567237854003906, -0.5407876968383789, -0.6470341086387634]"
75,"[0.7570397944851985, 0.3264153638780595, -0.45909094353956986, -0.5826039118794046, 1.1674121532790114, 0.08484646261257223, -1.0267676834885384, -1.9540044488697927, -1.235315180233392, -0.3720651649076729]","[1.1959159400210846, -0.02210388447918682, 0.1327669909985469, -0.5799964234671682, -0.16760820475268198, 1.3346763740020975, -0.8367006151026113, -0.6018447874755832, -1.316612431872195, -0.06963603597228973]","[1.3212839, 0.4273073, 0.015855253, -0.5286363, -0.13039882, 1.1487423, -0.7891554, -0.9629254, -1.2858659, -0.3334412]","(100, 20)",0.0001,"[1.2301160097122192, -0.07283012568950653, 0.04755669832229614, -0.7787911891937256, -0.31516361236572266, 1.3631505966186523, -0.5005522966384888, -1.0077029466629028, -1.2140036821365356, -0.15204715728759766]"
69,"[-0.16234568459449816, -0.2936882445415183, -2.30238624114441, -1.693834438789145, 0.2620232653263378, 2.012165567982864, -0.002596373005707031, -0.5044192760117522, 0.890082937014962, 1.8203041144753023]","[0.5385776662267012, -0.46650508160318493, -0.07899953763253081, -1.931383819672047, -0.26434543832379964, 0.8215413297056062, 1.477075973637032, -1.0280614757278665, -0.16448201862144365, 0.9856732512105051]","[-1.085407, -0.030247051, 0.16575065, -1.8442341, 0.3941118, -1.1176237, -1.638702, -1.8190776, -1.9987533, 0.005293738]","(20, 4)",0.001,"[0.2038048803806305, -0.6461460590362549, -0.1329319179058075, -1.4564722776412964, -0.762283205986023, 0.6696306467056274, 1.4891096353530884, -0.7545366287231445, -0.17420920729637146, 1.0640597343444824]"
64,"[0.960188229976986, 1.9874423379743371, 1.0987946114776337, 2.0902947357532593, 2.476175664241769, 0.8121078065848485, 0.3355804188099139, 0.0889636597566559, 0.9725893746154093, 1.7738191075207315]","[0.7652422687166154, 0.3161222113425893, 1.6022566710529627, -0.026237707568565305, 1.8247733014583274, 1.158331135151183, -0.14879648987058822, 0.35764641745039655, -0.12216291054414127, 0.9427720596271478]","[0.0051106885, -0.38899937, 0.076749414, -0.32909003, 1.3937969, 1.2111065, 0.7407199, 0.97797316, -0.04656727, -0.8858963]","(50, 10)",0.0001,"[0.650696873664856, 0.09432671964168549, 1.409226417541504, -0.1872713714838028, 1.5208765268325806, 0.7268454432487488, -0.3592534065246582, 0.20732812583446503, -0.13998563587665558, 0.9254758358001709]"
98,"[0.656405584432002, -1.207656509505517, 0.5993212325163169, 0.583045848020239, -0.9246790935825699, -0.8244523844859435, 0.08045860789221096, 0.5647606216955552, 1.0008906723266189, -0.033911890927044164]","[0.89238032476624, -0.27793087143189765, -1.1163081610048424, 1.157745815952938, -0.004825251160305022, -0.9336506949052469, -0.18801392077725249, 0.3304851928203383, 0.3611302555446967, 0.6063882360290964]","[0.8237754, 0.051906437, -1.3739016, 1.0234114, -0.13925217, -1.4744514, 0.51844174, 0.7627251, 1.3885055, 0.67433965]","(100, 20)",0.0001,"[0.9434072971343994, -0.3808239996433258, -1.2960959672927856, 1.1993950605392456, 0.02728477120399475, -0.9498692750930786, -0.2901726961135864, 0.4739154875278473, 0.824356198310852, 0.6490767002105713]"
62,"[-0.38103550211399373, 2.3179132758350227, 1.9676456316651094, -0.6949430781875117, -0.015844449814724992, 0.7120288144408287, 1.6757146923382078, 0.37580041088353155, -1.5290659513724867, -2.3072879293107276]","[-1.7446886590749588, 1.2471535245019987, 1.8626008211819503, 0.353764504450078, -1.4693070342860257, 0.65953062458431, 0.45429834587653817, 1.0936652549250812, -0.6062988903655993, -1.3353803577024534]","[-1.4944817, 0.8203442, 1.7282867, 1.0887849, -0.7427844, 0.6907066, 0.056064922, 0.05975582, -0.6825417, -1.2306828]","(100, 20)",0.0001,"[-1.8690378665924072, 0.4195318818092346, 1.8755443096160889, -0.21929866075515747, -1.1738204956054688, 0.7077406644821167, 0.6168569922447205, 1.0414924621582031, -0.41559261083602905, -1.3451571464538574]"
68,"[-2.485083915460492, -2.5769433457135267, -0.5272650754224179, 0.8330953983588225, 0.437108669782632, -0.9249725933620062, -0.34223249638355, 0.46424143462466905, 2.0860737485258207, 2.2017187375229894]","[-0.9208060317839213, -1.5265337012331037, -1.0535306131222595, 0.6441007211337992, 0.6033397305754296, -0.0840056465878671, -0.9254552698897629, 0.3440349146268319, 0.35533028458966126, 1.645682210914122]","[-0.7561025, -0.7587175, -0.9673898, 0.36083752, 0.24809174, -0.26212236, -0.49850684, 0.7794219, 0.42926863, 0.92999905]","(100, 20)",0.0001,"[-0.8783307075500488, -1.7855902910232544, -1.2223987579345703, 0.7305504083633423, 0.5606604814529419, -0.03888142108917236, -0.9112280607223511, 0.47092998027801514, 0.34695351123809814, 1.6891347169876099]"
2,"[1.117955292270915, -0.5518213055246787, -1.8093663247008356, 0.6038570961881811, 1.7866471785563718, 0.9735819005629688, 0.6416274664424011, 0.07042582739030706, -0.18387678254019418, 0.10128451690205971]","[-0.15190144148019213, 0.7659468546665001, -1.0723893314947321, -1.0744256727534076, 1.433569264241069, 0.9164594307250928, 0.008543065285985252, 0.26322416574415114, -0.22021599527445368, -0.11102642785288429]","[-0.5111087, 1.0111449, -1.2005451, -1.0050346, 1.5010387, 1.7286775, 0.10960169, 0.76788324, -0.8560518, -0.92566764]","(100, 20)",0.001,"[-0.3074682950973511, 0.7982864379882812, -1.1501789093017578, -1.1607766151428223, 1.1059626340866089, 0.9034227728843689, 0.009897712618112564, 0.23120224475860596, -0.28686171770095825, -0.2109854817390442]"
37,"[-0.7320107824784348, -1.334873221862436, -2.830270727999395, -2.171825700352501, -1.1699072417331753, -0.9083298934746911, -0.6531089742269618, 0.1716358428829503, 1.420182219659508, 1.505674042252934]","[-0.2849852189977527, -0.3586198509100228, -0.8806465713955552, -1.8900262181605831, -0.4361124281334561, -0.27270423012927714, -0.39270457700217143, -0.1858217861455479, 0.4259991456128711, 1.1052115674301346]","[-1.6435548, -0.9489129, -0.033928625, -0.14116278, -0.34950674, -1.4897513, -0.37255532, 1.7913469, 1.5162424, 1.4786909]","(50, 10)",0.0001,"[-0.3115256130695343, -0.3738202750682831, -0.8912347555160522, -1.8132749795913696, -0.3501810133457184, -0.19847950339317322, -0.40916940569877625, -0.19488313794136047, 0.39309564232826233, 1.1728651523590088]"
67,"[-0.10932086797793605, -2.3759584597037526, -0.27903187809677243, 0.9552127848679067, 0.16574953757049932, -0.9983664309168176, -0.9120398214521346, -0.9474899843698715, -1.1983056533258027, -0.31428371150315515]","[1.677251500460844, -1.3381555354713945, -1.6499418965888388, 0.9848224469504184, 0.574648424143449, -0.31396009010545733, -0.8387154765409149, -0.2575028753972636, -0.5336929427077995, -0.650181409163805]","[1.4765921, 0.33030993, 0.6866652, 0.749054, -0.064930215, -0.56990117, 1.0420197, 0.730424, -0.7254432, -0.98313224]","(20, 4)",0.0001,"[1.719569444656372, -1.1436350345611572, -1.9311952590942383, 1.0131845474243164, 0.13980597257614136, -0.034736692905426025, -0.8747227787971497, -0.2373548150062561, -0.6098187565803528, -0.6238041520118713]"
58,"[-1.1360804360825063, -2.3528033865031404, -1.9444738901971435, -0.3170785714627838, 0.2701104409570658, 0.5509030547183833, -0.37519938614217074, -0.22247583389512038, 0.902296877008832, 1.680020654510379]","[-0.6361283293190341, -0.6256766683026819, -1.7362583247077172, -0.6454829527424687, 0.2508216102327069, 0.10380298281709237, 0.42100224289725163, -0.6234307203926153, 0.1645999395763101, 0.790045941427334]","[-0.68374217, -0.97457546, -1.373533, -0.37988117, 0.2954318, 0.29313824, 0.45097718, -1.1693299, 0.112682715, 0.1088312]","(100, 20)",0.0001,"[-0.5189371705055237, -0.7787269353866577, -1.9031782150268555, -0.4748775362968445, 0.026479601860046387, 0.22450371086597443, 0.5141586065292358, -0.9099997878074646, -0.16077935695648193, 0.9812784790992737]"
96,"[-1.2741581362232641, -0.735933208541081, 0.27360876414691276, 0.4293168106664177, 1.612928681231648, 2.462793050964408, 1.3723185701398026, 2.5126341570302753, 3.22601166774103, 1.4886932623391762]","[0.11799775593264265, -1.2075134731034063, 0.21385354676782886, 0.3417462030610175, 0.17023055749834345, 1.3331804668721332, 1.2734274262552403, 0.05595109619423633, 2.009168061722254, 1.4511184805595319]","[2.0824273, 1.8814726, 0.42007825, -1.0182872, -0.42850468, 0.4278213, -0.3599189, -1.2313977, -0.64033186, 0.37744462]","(20, 4)",0.001,"[0.3736758828163147, -1.405461311340332, 0.42164868116378784, 0.14247196912765503, 0.2056249976158142, 1.388047218322754, 1.161451816558838, 0.08232325315475464, 1.9056735038757324, 1.231403112411499]"
77,"[1.6381681811464013, 1.5163091051092064, -0.01503119565809874, -0.7291922849134499, -0.6024020784517252, -1.0381969221159666, -0.49444726436241826, -0.26433945326827135, 0.8936261423364658, 1.108942721816281]","[0.6339363739651767, 1.1403998556384682, 0.6058138444675307, -0.46367689644162696, -0.40552387211727314, -0.24900957693041903, -0.7681262590692697, 0.03880090606487829, -0.20233734897699485, 0.9126336494675971]","[1.9089607, 1.5295593, 1.1165923, -0.047451504, -0.6201147, -0.7545948, -0.5884925, 0.4835049, -0.21996693, 0.64798963]","(100, 20)",0.0001,"[0.5370655059814453, 1.0854711532592773, 0.7431663274765015, -0.7613648176193237, -0.2443104088306427, -0.13686302304267883, -0.583221435546875, 0.12629756331443787, 0.023189574480056763, 0.882158637046814]"
50,"[-1.1074164950471894, -1.667247989755705, 0.19933135239435407, 2.6694384717533595, 0.5175092354803723, -3.05929763846666, -2.1261798332655144, -1.5593888249869532, -0.17739849212898062, -0.0876300162353374]","[-1.294546947347922, -0.23660740117292256, -1.0893862621223604, 1.1065212946828797, 2.135269274893738, -1.0983658675986212, -2.767990953569546, -0.07843375280379772, -0.6458314683957294, 0.5954661034302408]","[-1.8520956, -1.0281093, 0.2538634, 0.6009339, 1.0316962, 0.08880556, 0.122339435, 1.9307256, -0.86403036, -0.30736962]","(50, 10)",0.001,"[-1.1633400917053223, -0.3685765564441681, -1.1076394319534302, 1.3445218801498413, 2.6232221126556396, -0.38953936100006104, -3.0484414100646973, -0.33401942253112793, -0.6001278758049011, 1.0889990329742432]"
73,"[-2.5376221671283297, -1.2580984383368738, -0.3346163985270597, 0.49886123812781336, 2.9658841044232194, 2.5419784354427586, 1.748233198849274, 0.6511930271995904, 0.4982793667647232, 1.3323473686472305]","[-1.534932330352177, -1.436521489891586, -0.14916478818273254, -0.12136248648755517, 0.5371586091124227, 2.5374839110742378, 0.782471509972768, 0.9299344799266405, 0.041638868527818784, 0.3493396369380069]","[-0.54688776, -1.1556097, -1.968542, -1.5398903, -0.7682797, -0.31766033, 0.31921658, -0.30291128, 0.4670773, -0.043879762]","(20, 4)",0.0001,"[-1.4421792030334473, -1.3746802806854248, 0.025965601205825806, -0.3402783274650574, 0.2906685173511505, 2.6961445808410645, -0.14853250980377197, 0.7476603984832764, -0.029064595699310303, 0.37658050656318665]"
24,"[-0.5535449299134794, 0.4515542522223963, 1.5079982453383614, -0.6604978916087958, -4.020652389777224, -3.8083523193128563, -1.0488918440513808, 1.3564697966297397, 3.0180827103370307, 3.8053992266989916]","[-0.13959281793872425, -0.5625030558300204, 0.8307265150146386, 0.8584601253875636, -1.234249786275107, -2.924323462232261, -1.4789920061090887, 0.18601474409909988, 1.1856101066253597, 1.9799765545565133]","[-0.0993308, -1.5815833, 0.99105626, 1.5277672, -1.3802043, -1.8986052, -1.1664933, 0.11798325, 0.815739, 0.93909705]","(100, 20)",0.0001,"[0.32584434747695923, -0.7133023738861084, 1.013109803199768, 0.9462178945541382, -1.0493483543395996, -3.324812889099121, -1.1625118255615234, 0.3683392405509949, 1.01990807056427, 1.6251684427261353]"
