seed,Test,True,ARMA,Order,Informer,Informer_para,Informer_lr
39,"[0.3760520977283051, 0.037830272207123566, 0.125802219785619, 0.7820827934276874, 0.5901076844730684, -0.4211279031120744, -0.9186185598364025, -1.3115148424752423, -1.2680109484241506, -0.14455717209177776]","[0.29868543344812887, 0.18802604886415256, 0.018915136103561783, 0.0629011098928095, 0.3910413967138437, 0.2950538422365342, -0.2105639515560372, -0.45930927991820125, -0.6557574212376212, -0.6340054742120753]","[0.30146876237601566, 0.18981731634155502, 0.019094090473603602, 0.06348504601744433, 0.39483464623712683, 0.29812444462829013, -0.2123419477030847, -0.46381830751896025, -0.6645388714819239, -0.6448033649256123]","(1, 0, 0)","[-0.5089901, -0.40575844, -0.4288181, -0.41228482, -0.38599715, -0.44628596, -0.5138604, -0.53187644, -0.54106843, -0.6003664]","(20, 4)",0.001
37,"[0.3280547124472277, 0.5218624065550719, -0.15367313421024797, -0.8253005544932882, -1.3608990734026905, -1.323176280975762, -0.9385132798947928, -0.3025150089991483, -0.09624929452344705, -0.32113457337837115]","[0.19179919399415857, 0.16402735622361386, 0.26093120327753594, -0.07683656710512399, -0.4126502772466441, -0.6804495367013452, -0.661588140487881, -0.4692566399473964, -0.15125750449957415, -0.048124647261723524]","[0.1835786918196099, 0.15700886444793236, 0.2499647581740392, -0.07353072578933058, -0.3951215277150446, -0.6540992078447853, -0.6388090564168092, -0.4539745244444047, -0.1462305948424477, -0.04652337730180237]","(1, 0, 0)","[0.0424728, 0.06775054, 0.08907926, 0.27094, 0.16320582, 0.07012978, -0.011291683, 0.16825213, 0.16836463, 0.28674135]","(20, 4)",0.001
29,"[-0.3752206405619389, -0.24030256494777044, -0.7986640964897717, -1.1026107376341279, -0.41532444208757857, -1.058904938010121, -0.04812037919795287, -0.5701254417172512, -0.5700312173402244, 0.08526382736577431]","[-0.3198814340294102, -0.18761032028096944, -0.12015128247388522, -0.39933204824488583, -0.5513053688170639, -0.20766222104378929, -0.5294524690050605, -0.024060189598976434, -0.2850627208586256, -0.2850156086701122]","[-0.33031214332908476, -0.19373334031454148, -0.12407717989341006, -0.41276183067136074, -0.5712758041238554, -0.21502113363197614, -0.5490757672885866, -0.02489224867188481, -0.29492192880889107, -0.29511657305349265]","(1, 0, 0)","[-0.08005442, -0.0800544, -0.080054656, -0.08005409, -0.080054626, -0.08005394, -0.08005442, -0.08005424, -0.08005439, -0.08005403]","(20, 4)",0.001
43,"[0.26469508448885715, 0.8341528976697784, -0.35649512193866323, -1.1589903925449687, 0.14889945756832557, 0.05623364342639392, -0.6883091965944897, -1.1937236654404606, -0.9341485794068526, -0.1801730981995197]","[-0.3762592633735624, 0.13234754224442857, 0.4170764488348892, -0.17824756096933161, -0.5794951962724844, 0.07444972878416278, 0.02811682171319696, -0.3441545982972449, -0.5968618327202303, -0.4670742897034263]","[-0.395488788339276, 0.13882816226414643, 0.43783031347578405, -0.18660636936758038, -0.607538667927569, 0.07777218836254143, 0.02937152979135794, -0.3595015555202431, -0.62485419994872, -0.4897199012087156]","(1, 0, 0)","[-0.23344457, -0.23380798, -0.23524003, -0.23376007, -0.22793135, -0.21945499, -0.21622409, -0.21564417, -0.21464276, -0.21866253]","(50, 10)",0.001
42,"[0.8295802767623592, -0.12835815700198006, -0.516155517729895, -0.6283954480474767, -1.0805895085558344, -0.9939755135380269, -1.0779493081439493, -0.6283171544547703, 0.5027165185171447, -0.5396811072335115]","[0.5200287741938387, 0.4147901383811796, -0.06417907850099003, -0.2580777588649475, -0.31419772402373836, -0.5402947542779172, -0.49698775676901347, -0.5389746540719746, -0.31415857722738516, 0.25135825925857236]","[0.44934224969642766, 0.3592422113259696, -0.05545278605189788, -0.2230611818073323, -0.2719051537839509, -0.4689559375273673, -0.4327967024891346, -0.4710969149984294, -0.2748619440170604, 0.21929950549838137]","(1, 0, 0)","[0.15015772, 0.14938478, 0.15012166, 0.15398055, 0.15334375, 0.1522659, 0.15545914, 0.1512152, 0.1511138, 0.15211871]","(20, 4)",0.001
38,"[0.20100140212173742, 0.627606556713302, 0.8134423272096029, 0.4457936477588292, -0.6123706972415371, -1.2973527784400667, -0.7963700662523143, -0.6474752545720073, -0.3332157519771545, 0.15307801838569363]","[-0.0045520326147816745, 0.10050070106086871, 0.313803278356651, 0.40672116360480143, 0.2228968238794146, -0.30618534862076857, -0.6486763892200333, -0.39818503312615716, -0.32373762728600364, -0.16660787598857724]","[-0.004804179988400527, 0.10606760831365668, 0.3313392124494957, 0.43002905785759665, 0.23567248525562193, -0.3232058738056057, -0.6865498279160189, -0.4217017901049447, -0.34312373888386605, -0.17658454720878416]","(1, 0, 0)","[0.3482657, 0.34829587, 0.34831953, 0.3483078, 0.34828144, 0.34830892, 0.34830654, 0.34830254, 0.34827387, 0.34826374]","(20, 4)",0.001
46,"[1.2646311162757091, 1.419240045933258, 0.5885627465252949, -0.29285180642724984, 0.26276463195561905, 0.6964522211247466, 0.2049342430570541, 0.31886410834763973, 0.9055793534128427, 1.2842694108136303]","[0.3693414877328031, 0.6323155581378546, 0.709620022966629, 0.29428137326264747, -0.14642590321362492, 0.13138231597780953, 0.3482261105623733, 0.10246712152852705, 0.15943205417381986, 0.45278967670642134]","[0.358302368079907, 0.6153970274377268, 0.6939220539827714, 0.2875746706969198, -0.14286203082749066, 0.1281138145426029, 0.3397989922883477, 0.09994398386785422, 0.15551579709492097, 0.4422215301180869]","(1, 0, 0)","[-0.29382804, -0.29383555, -0.29384115, -0.2938394, -0.29386187, -0.29381073, -0.29383245, -0.29381868, -0.29385933, -0.29384226]","(20, 4)",0.001
45,"[1.2053448345724598, -0.015620622094829839, -0.4057698263173891, -0.20235896839753825, 0.8595487355640979, 0.2616613106167394, -0.5726004772009113, 0.5041115436141073, 1.0853108356644672, 0.6971031022496095]","[0.3933360840397915, 0.6026724172862299, -0.0078103110474149195, -0.20288491315869456, -0.10117948419876913, 0.42977436778204897, 0.1308306553083697, -0.28630023860045567, 0.25205577180705363, 0.5426554178322336]","[0.35273515838616043, 0.5424813951615635, -0.007004071145993847, -0.18194333599363838, -0.09073765356457118, 0.38502781051525903, 0.11714005798781978, -0.25608334718189796, 0.22490494185955828, 0.48537313226059425]","(1, 0, 0)","[0.11460805, 0.11462602, 0.114618346, 0.11460705, 0.11463542, 0.114751145, 0.114684045, 0.114708126, 0.11471932, 0.11464219]","(10, 2)",0.001
36,"[1.3334484247077523, 1.3787231343714195, 1.5065512159793388, 1.5002097430927646, 0.7509928494247102, -0.4700449456020013, -1.2276961228942445, -1.5766430184949274, -0.9057286049824048, 0.5456680201726025]","[0.37363344663472897, 0.6667242123538761, 0.6893615671857097, 0.7532756079896694, 0.7501048715463823, 0.3754964247123551, -0.23502247280100064, -0.6138480614471222, -0.7883215092474637, -0.4528643024912024]","[0.3841297669617377, 0.6875328648150391, 0.7136750495211316, 0.7834583344840171, 0.7836745701262906, 0.3922799727189504, -0.24482957337485173, -0.6406928853597842, -0.826702853644407, -0.4751557382048008]","(1, 0, 0)","[-0.1625554, -0.16597208, -0.16630608, -0.16341197, -0.16386062, -0.1648789, -0.16493613, -0.16349086, -0.1661306, -0.1736939]","(20, 4)",0.001
40,"[-0.40186479907613815, 0.07091212937179747, 0.6604490059758323, 0.04077280133454664, -0.09588056936811046, -0.9132634665820835, -1.1443378441754357, -1.1377608760536058, -0.3247765779361109, 0.033273398375440744]","[-0.40292257272836673, -0.20093239953806907, 0.035456064685898736, 0.33022450298791617, 0.02038640066727332, -0.04794028468405523, -0.45663173329104173, -0.5721689220877179, -0.5688804380268029, -0.16238828896805546]","[-0.4216977628856239, -0.25290103289069343, -0.010183055155032976, 0.2987017713316761, 0.0676157952835081, -0.03235546720491903, -0.42032174685789037, -0.5901694939128553, -0.6156347357704108, -0.24745423727839527]","(1, 0, 1)","[0.36795044, 0.3542208, 0.43547553, 0.4335235, 0.434514, 0.43314222, 0.35037178, 0.34974185, 0.34975234, 0.3496222]","(10, 2)",0.001
49,"[0.22769628102612427, -0.115630455393127, 0.4093775397528315, -0.630515236049412, 0.5676144002843289, 0.08782942628312196, -0.43774507290211345, 0.5615582567552363, -0.15121438889094546, 0.07970762336573353]","[0.6105195578588325, 0.11384814051306213, -0.0578152276965635, 0.20468876987641574, -0.315257618024706, 0.28380720014216443, 0.04391471314156098, -0.21887253645105673, 0.28077912837761815, -0.07560719444547273]","[0.6001589170705017, 0.11167448696659649, -0.05670777382405282, 0.20068075861767853, -0.3085832775557667, 0.27706643710646767, 0.04285026215340592, -0.21355911195142094, 0.27347265990256747, -0.07355608436579487]","(1, 0, 0)","[-0.027707802, -0.02899994, -0.03005784, -0.022830613, -0.0143696265, -0.013942829, -0.03649898, -0.019601867, -0.022731984, -0.0005198277]","(10, 2)",0.001
50,"[-0.614553516376239, -0.11823925610664054, 0.2516565409296564, 1.1039836306651145, -0.09427518384753786, 0.751719607892166, 0.5876286917841484, 0.5642441326828672, 0.9082859762400377, 0.9590828866586357]","[-0.1253182744551451, -0.3072767581881195, -0.05911962805332027, 0.1258282704648282, 0.5519918153325573, -0.04713759192376893, 0.375859803946083, 0.2938143458920742, 0.2821220663414336, 0.45414298812001885]","[-0.12947844828528843, -0.3176457787280736, -0.06108227091558224, 0.1300002712130812, 0.5708314811808314, -0.048590831293266606, 0.38732122944859343, 0.30297170787414895, 0.29110979174237694, 0.4693191028124976]","(1, 0, 0)","[0.5757628, 0.57576334, 0.5757653, 0.5757641, 0.575761, 0.5757584, 0.57575744, 0.5757597, 0.5757652, 0.5757628]","(50, 10)",0.001
41,"[-1.159603056497441, -1.4419188500039322, -1.2326261327295045, -1.5506649841784497, -0.41446204486734106, -1.1250717398439218, -0.4515536280582644, -0.03857674431588809, -0.7661896098654559, -0.9578917171381048]","[-0.27796456480110077, -0.5798015282487206, -0.7209594250019661, -0.6163130663647522, -0.7753324920892248, -0.20723102243367053, -0.5625358699219609, -0.2257768140291322, -0.019288372157944045, -0.38309480493272796]","[-0.27825369758288937, -0.5817104847941726, -0.7266285099839342, -0.6232260801939853, -0.7880657012488065, -0.2100894923905211, -0.5712620167126891, -0.22914248943056484, -0.01956848561449461, -0.388666702205195]","(1, 0, 0)","[-0.25361305, -0.25361824, -0.25361943, -0.25362122, -0.25362056, -0.2536229, -0.25362122, -0.2536204, -0.25362092, -0.2536204]","(50, 10)",0.001
48,"[1.3524733823790913, 1.5241069111023977, 0.24991532193798038, -0.3911453724017486, -0.13960523420927207, 0.2798545462183372, 0.2522069116668636, -0.38303019429991986, -0.8180156677634112, -0.8567557184073531]","[0.4316940342215182, 0.6762366911895457, 0.7620534555511989, 0.12495766096899019, -0.1955726862008743, -0.06980261710463603, 0.1399272731091686, 0.1261034558334318, -0.19151509714995993, -0.4090078338817056]","[0.42076701838176717, 0.6615879824734298, 0.7495842036670285, 0.12248385852958328, -0.19158766671404698, -0.06837859315850799, 0.1370651583963214, 0.12352121693521752, -0.18747131351834956, -0.40081782602824867]","(1, 0, 0)","[0.11847323, 0.11847311, 0.11847302, 0.1184732, 0.11847311, 0.11847302, 0.11847323, 0.11847326, 0.11847323, 0.11847335]","(20, 4)",0.001
54,"[0.6142155844285593, 1.054282686636621, 0.6683907115985457, 1.126372931399887, 0.4035650542872924, -0.006260385799140344, 0.2412623479471614, 0.7047597254077561, -0.418587963149677, -1.1324722911853518]","[-0.30218474632545106, 0.30710779221427964, 0.5271413433183105, 0.33419535579927284, 0.5631864656999435, 0.2017825271436462, -0.003130192899570172, 0.1206311739735807, 0.35237986270387806, -0.2092939815748385]","[-0.31836066319406836, 0.32275119267961594, 0.5550791293244373, 0.35209162233179436, 0.5946739439610957, 0.21286735995192338, -0.0033009202270990515, 0.12721035740240622, 0.37181038202709926, -0.22030667066052614]","(1, 0, 0)","[0.2637335, 0.55356055, 0.5911638, 0.702316, 0.6796585, 0.5620107, 0.54873776, 0.59449255, 0.61640084, 0.6572241]","(20, 4)",0.001
53,"[0.792481672362823, 1.3903460638876046, -0.1914114169424901, -0.7323458038928684, 0.3735328991829631, -0.531302757251308, 0.31261705353760694, 0.18092477830866105, -0.23362509718407704, -0.774339074653953]","[0.21177645983587517, 0.3962408361814115, 0.6951730319438023, -0.09570570847124504, -0.3661729019464342, 0.18676644959148156, -0.265651378625654, 0.15630852676880347, 0.09046238915433052, -0.11681254859203852]","[0.21957177427030236, 0.41123989712902703, 0.7237906753724992, -0.09912633400437067, -0.37944819132934965, 0.19309765533776696, -0.27435148641128326, 0.16121924320572692, 0.0933047589946457, -0.12047819088848823]","(1, 0, 0)","[0.25513154, 0.25662357, 0.2569938, 0.25501528, 0.24960206, 0.24722575, 0.24945782, 0.24930944, 0.24867149, 0.25126228]","(20, 4)",0.001
52,"[0.380524605330928, 1.1118111709865077, 0.8574178775913527, 1.3360114902354987, 1.6474724202276785, 1.5392588704602248, 0.6215582376914347, 0.8535222394482624, -0.02911127516750489, -0.13104608905578197]","[-0.30353929937640844, 0.190262302665464, 0.5559055854932539, 0.42870893879567634, 0.6680057451177493, 0.8237362101138392, 0.7696294352301124, 0.31077911884571735, 0.4267611197241312, -0.014555637583752445]","[-0.28640317854108305, 0.17915874940061502, 0.524388612001361, 0.4051505604745399, 0.6337846380397488, 0.7867474589032676, 0.7394920778784055, 0.2983496438171916, 0.41037260115288315, -0.013971504948696903]","(1, 0, 0)","[0.18547836, 0.19865426, 0.21009287, 0.21438101, 0.22743645, 0.20827255, 0.2061216, 0.2105667, 0.23084798, 0.23202065]","(10, 2)",0.001
21,"[-0.5791056563787207, 0.47949480063968897, 1.0954412687302106, 0.20871642358897224, -0.8551277032775353, -0.1875794888911282, 0.20697012315491248, -0.8501899492983882, -1.2924784527508213, -0.7066330024876699]","[-0.31456773032610563, -0.28955282818936035, 0.23974740031984448, 0.5477206343651053, 0.10435821179448612, -0.42756385163876764, -0.0937897444455641, 0.10348506157745624, -0.4250949746491941, -0.6462392263754106]","[-0.324217214794465, -0.29864397857164127, 0.24678923002597802, 0.5648053057777993, 0.10743188368318234, -0.43977398272273577, -0.09637806999370156, 0.10633411798948805, -0.4363433690253382, -0.6654242261712332]","(1, 0, 0)","[-0.18831545, -0.18839523, -0.18763569, -0.187121, -0.18719617, -0.18790874, -0.18839473, -0.18826288, -0.18775472, -0.18714711]","(10, 2)",0.001
58,"[1.2084337012061108, 1.4259772474023593, 0.8894561441427083, 0.042429699714923996, 0.5521572629341753, 0.10272302808398204, 0.07572437449400776, 0.2500210113574556, -0.643614098548627, 0.3376630612700715]","[0.30192147853574297, 0.6042168506030554, 0.7129886237011797, 0.4447280720713542, 0.021214849857461998, 0.27607863146708767, 0.05136151404199102, 0.03786218724700388, 0.1250105056787278, -0.3218070492743135]","[0.3096552321808413, 0.6210771298721632, 0.7358048864173363, 0.45937384713662277, 0.021880481987420958, 0.2847456898667003, 0.05295642737355989, 0.03903797752014475, 0.12889513306220693, -0.3315645815222913]","(1, 0, 0)","[-0.08237139, -0.08237743, -0.08243056, -0.08245234, -0.082476474, -0.08247894, -0.08254389, -0.08256893, -0.082481146, -0.082368255]","(20, 4)",0.001
56,"[0.7909906344066674, -0.155545225894185, 0.2397000161347048, 0.32970850980589345, -0.5683757979692671, 0.16590144082639996, -0.6897822306416054, -1.296752271603547, 0.20747567864332317, 0.8244128384992392]","[0.27114786266701063, 0.3954953172033337, -0.0777726129470925, 0.1198500080673524, 0.16485425490294672, -0.28418789898463354, 0.08295072041319998, -0.3448911153208027, -0.6483761358017734, 0.10373783932166158]","[0.24817082610745678, 0.36254801102153394, -0.07113900685758395, 0.109619390262283, 0.15078609225486012, -0.2596277311250339, 0.07568458068344794, -0.31446815972040565, -0.5933021984161446, 0.09440746489228032]","(1, 0, 0)","[0.00028317608, -0.00021676812, -0.0012304699, -0.0014247196, -0.0014925422, -0.0020129457, -0.0008112462, -0.00032513402, -0.00040763337, -0.0005279528]","(20, 4)",0.001
57,"[-1.25326729067466, -0.3733879638037998, -0.26449015366481243, 0.6383739554737791, 0.10869342383890868, 0.896046500603948, -0.24202847257412496, -0.5908278392551702, -0.02196605018351172, -0.8346347450456589]","[-0.6097415729928427, -0.62663364533733, -0.1866939819018999, -0.13224507683240622, 0.31918697773688953, 0.05434671191945434, 0.448023250301974, -0.12101423628706248, -0.2954139196275851, -0.01098302509175586]","[-0.5687071619099053, -0.5868693283906935, -0.17461870421976652, -0.12369558225781509, 0.29829609547584607, 0.050759597650381905, 0.41863998150017406, -0.11274970863140533, -0.2753956866184275, -0.01023127138370339]","(1, 0, 0)","[-0.091939844, -0.09193992, -0.09193992, -0.091939904, -0.091939695, -0.09193965, -0.09193994, -0.09193992, -0.09193983, -0.091939814]","(20, 4)",0.001
51,"[0.8974515624754351, -0.10827108246432882, 0.6007005843883502, -0.3130987710568892, 0.1251383434474293, 0.12258162912067047, 0.9702966622112819, 0.540286835398286, 0.6197490327442385, 1.1802841102091999]","[0.2053422968062695, 0.44872578123771756, -0.05413554123216441, 0.3003502921941751, -0.1565493855284446, 0.06256917172371465, 0.061290814560335236, 0.48514833110564093, 0.270143417699143, 0.30987451637211927]","[0.2166709728459401, 0.4740319140317539, -0.05706459165838229, 0.3165080086861144, -0.16471125398544573, 0.06580665151434874, 0.06446307850676126, 0.5105001964245244, 0.28427835933191264, 0.3263523964285943]","(1, 0, 0)","[0.17224781, 0.17224805, 0.17225143, 0.17225091, 0.17227514, 0.17211023, 0.17169109, 0.17239122, 0.17233579, 0.17209584]","(10, 2)",0.001
63,"[0.6543791822429046, 0.8104074620579301, 0.4966120638623807, -0.5942768904759567, 0.4749558704650619, 0.7597989144992836, 0.41526371389541594, -0.6485064487004526, -0.11387243048733553, -0.07143770706881536]","[0.3956801697545893, 0.3271895911214523, 0.40520373102896506, 0.24830603193119036, -0.29713844523797833, 0.23747793523253094, 0.3798994572496418, 0.20763185694770797, -0.3242532243502263, -0.056936215243667765]","[0.3912417843497469, 0.32390981190000717, 0.40174899893123417, 0.24627684618116819, -0.29412899583100666, 0.23456275845830182, 0.37568227121587844, 0.20534350140086785, -0.32016036402996634, -0.056182266082768974]","(1, 0, 0)","[-0.5539076, -0.55274236, -0.55287623, -0.5536251, -0.55104315, -0.5503693, -0.5535705, -0.5525025, -0.5512027, -0.5507355]","(50, 10)",0.001
59,"[-0.039276226299199635, 0.12486250397373824, 0.5045933867153961, -0.13189232721795968, 0.2615803178393564, 0.6096097954168813, 0.4684754016277902, 0.9230824289110049, 0.7280819460721919, 1.143633190478908]","[0.43180278823361756, -0.019638113149599817, 0.06243125198686912, 0.25229669335769805, -0.06594616360897984, 0.1307901589196782, 0.30480489770844066, 0.2342377008138951, 0.46154121445550245, 0.36404097303609595]","[0.39653991585903936, -0.017999051683235158, 0.057220230754286075, 0.23125054402725007, -0.06040045369049196, 0.11978353632162898, 0.2792972827814868, 0.21476429515707396, 0.4239002424403587, 0.3348385409843582]","(1, 0, 0)","[0.07284003, 0.08515912, 0.053001024, 0.25895324, 0.048651703, -0.040090874, -0.010206962, 0.1696097, 0.11993771, 0.13200888]","(20, 4)",0.001
44,"[-0.15096578240358677, -0.4663370240002972, 0.06997653842864565, 0.991590385488639, 0.7815102626262366, 0.5481174870498668, -0.6721053635843551, -0.552368545275395, -0.6009439917405122, -0.3627863064971871]","[-0.4458416874392081, -0.07548289120179338, -0.2331685120001486, 0.034988269214322826, 0.4957951927443195, 0.3907551313131183, 0.2740587435249334, -0.33605268179217757, -0.2761842726376975, -0.3004719958702561]","[-0.4524061052405449, -0.07650446503162989, -0.2363351429621799, 0.0354488778313395, 0.5023480853591932, 0.39649135334522473, 0.2782257917035149, -0.34038779550165926, -0.27992253154517993, -0.3047735712931957]","(1, 0, 0)","[0.817911, 0.8179272, 0.81791705, 0.8178991, 0.8178988, 0.81789654, 0.8179047, 0.81790745, 0.81790596, 0.81791586]","(20, 4)",0.001
65,"[0.07555097481962025, 0.38945141560214774, -0.7300074424050119, 0.5509994042295083, 0.8155701146924598, 0.369732682665225, 0.27517829008008265, 0.2342046402621359, -0.3537962120500624, -1.1668623258070057]","[-0.4959487541425437, 0.03777548740981013, 0.19472570780107387, -0.36500372120250596, 0.27549970211475416, 0.4077850573462299, 0.1848663413326125, 0.13758914504004133, 0.11710232013106794, -0.1768981060250312]","[-0.4745752715323862, 0.036054020334503334, 0.18585646530385266, -0.3478230444606543, 0.2617110171657113, 0.38794239403722325, 0.17586840638676943, 0.1308953591522678, 0.11141027924393596, -0.1682439845611509]","(1, 0, 0)","[-0.25007504, -0.30150518, -0.34985048, -0.3627627, -0.33372718, -0.35041565, -0.33055547, -0.31685165, -0.32208958, -0.24481724]","(20, 4)",0.001
62,"[0.5808503064652929, 1.0190850168937458, 0.48622850583062804, 1.1991992796964326, 0.907738933359013, 1.4062546048460853, -0.011913520864303306, 0.720779866932041, -0.3656411473585968, 0.08215072944846188]","[-6.451768775257716e-05, 0.29042515323264645, 0.5095425084468729, 0.24311425291531402, 0.5995996398482163, 0.4538694666795065, 0.7031273024230427, -0.005956760432151653, 0.3603899334660205, -0.1828205736792984]","[-6.0726540953857366e-05, 0.27335939163173895, 0.48064662565581745, 0.22932939663329102, 0.566948818741696, 0.43002956985107776, 0.669117783773235, -0.0056419914735811785, 0.3413443605689298, -0.17271603914806555]","(1, 0, 0)","[0.017327584, 0.009772107, 0.011732876, 0.016666323, -0.020024575, -0.0139498785, 0.011297248, 0.01741352, 0.017382875, 0.017374791]","(10, 2)",0.001
66,"[-0.26341224021103526, 0.47072048148537227, 0.5251917838865056, 0.9163975042090973, 1.0849769143090966, 1.0662705632259215, 0.2510481363927436, -0.3813965539149005, -0.7683703018811673, 0.13684227862923443]","[-0.39386800051933735, -0.13170612010551763, 0.23536024074268613, 0.2625958919432528, 0.45819875210454863, 0.5424884571545483, 0.5331352816129608, 0.1255240681963718, -0.19069827695745026, -0.38418515094058364]","[-0.40656160767541766, -0.13588401728721702, 0.24265393653240597, 0.27089265550413855, 0.47338036316723414, 0.561842821727535, 0.553474668254572, 0.13013063987691711, -0.19758601598633402, -0.3984387837773496]","(1, 0, 0)","[0.21704927, 0.21691927, 0.2170356, 0.21708918, 0.21713823, 0.21711588, 0.21703777, 0.21702962, 0.21705338, 0.21710949]","(50, 10)",0.001
60,"[0.38269924887194673, -0.7430374549133871, -0.8820785172502825, -0.2281657345080208, 0.21280015437019117, 0.6505977975424025, -0.4765825736083192, -0.03178473498485748, -0.6261512857347282, -1.2369591236085902]","[-0.2387731546091272, 0.19134962443597336, -0.37151872745669356, -0.44103925862514126, -0.1140828672540104, 0.10640007718509559, 0.3252988987712013, -0.2382912868041596, -0.01589236749242874, -0.3130756428673641]","[-0.22626848583228348, 0.18107059885849902, -0.35095115774210117, -0.4174293712676335, -0.10788788824504443, 0.10058639514725086, 0.30770045382094846, -0.2248375588922513, -0.01498845472015482, -0.29527442533764864]","(1, 0, 0)","[0.09320384, 0.093187064, 0.0932083, 0.09320244, 0.09321305, 0.09320533, 0.09321299, 0.09320514, 0.09323235, 0.09320521]","(20, 4)",0.001
67,"[0.7635956391796377, -0.023710707067190917, 0.39390926031946427, 0.3666601463544322, 1.0121902027985559, 0.6327880586966025, 1.2570591411889454, 0.07988881634510925, 0.6365045866636718, -0.5138212671058551]","[-0.033884754054815724, 0.38179781958981884, -0.011855353533595459, 0.19695463015973214, 0.1833300731772161, 0.5060951013992779, 0.31639402934830124, 0.6285295705944727, 0.039944408172554624, 0.3182522933318359]","[-0.03320853214796528, 0.37416101948498953, -0.011599733017656787, 0.192706455297303, 0.17938528250674352, 0.49600803388449455, 0.310284737220583, 0.6180685187233288, 0.039159546061418984, 0.312026760674415]","(1, 0, 0)","[-0.1560183, -0.15698819, -0.1561983, -0.15074447, -0.1506696, -0.15053844, -0.15289353, -0.15218882, -0.15623632, -0.15680726]","(10, 2)",0.001
71,"[-0.3338543384777474, 0.13717306547651145, -0.32818599181820934, -0.7717484578778717, 0.2569690023025575, -0.7078643947421324, -0.05891421655880358, -0.14188460377342788, 0.8353308678114817, 1.2560537076503206]","[-0.021560912033561988, -0.1669271692388737, 0.06858653273825573, -0.16409299590910467, -0.38587422893893586, 0.12848450115127874, -0.3539321973710662, -0.02945710827940179, -0.07094230188671394, 0.41766543390574085]","[-0.02317833732084225, -0.17945103146100364, 0.07370595794833307, -0.17633060179186005, -0.4149022544513498, 0.13787649324019866, -0.37948889802008784, -0.031556886290552436, -0.07599958161369606, 0.44722844459902034]","(1, 0, 0)","[-0.015164614, 0.05735971, -0.081202, -0.0035317466, -0.07958005, -0.13699862, -0.56685865, -0.5281178, -0.42117178, -0.43730956]","(20, 4)",0.001
15,"[-1.0205684194854054, -0.3026072703070135, -0.7521219810923286, 0.39935760339036935, -0.00692364535924786, -0.9731505253093644, -0.3172385580653392, -0.11594256662637636, 0.719108021834882, 1.3337927764277362]","[-0.2943007580151077, -0.5102842097427027, -0.15130363515350675, -0.3760609905461643, 0.19967880169518468, -0.00346182267962393, -0.4865752626546822, -0.1586192790326696, -0.05797128331318818, 0.359554010917441]","[-0.3264988555237663, -0.5670152183497035, -0.16795683587384277, -0.41772567847334147, 0.2212942242958556, -0.003835296313429566, -0.5390700809839878, -0.1755954430303877, -0.06417332549096423, 0.3978727445304247]","(1, 0, 0)","[0.14953075, 0.1496592, 0.14987206, 0.1495477, 0.14916992, 0.14910862, 0.14920488, 0.14881906, 0.14883731, 0.14889541]","(10, 2)",0.001
69,"[-0.9040394335757783, -1.23735190659499, -1.599777425229427, -1.63090717555612, -0.7928062568434491, -1.2738602952854086, -1.0218060865287593, -0.9821256677096656, 0.2056330697731022, 0.7695670889207484]","[-0.45318274343077947, -0.45201971678788916, -0.618675953297495, -0.7998887126147135, -0.81545358777806, -0.39640312842172454, -0.6369301476427043, -0.5109030432643796, -0.4910628338548328, 0.1028165348865511]","[-0.42664309212427515, -0.4264436711746673, -0.5857397309139072, -0.7618815767878692, -0.7818545284794185, -0.38007510752909485, -0.6127509624951515, -0.49270287645630845, -0.4746680782902267, 0.09907781617023245]","(1, 0, 0)","[-0.11018953, -0.11024307, -0.11021829, -0.11052239, -0.11037998, -0.11024696, -0.11018716, -0.11019297, -0.11012231, -0.1103411]","(20, 4)",0.001
47,"[-0.6449009464169695, -0.44768144226277773, 0.3131481068595674, 0.10003526706973398, 0.7823066606268616, 0.9320506492586759, 0.9464532953567935, 1.1986953315167899, 0.278357394803733, 0.09800831497372031]","[-0.36435003348186273, -0.32245047320848474, -0.22384072113138886, 0.1565740534297837, 0.05001763353486699, 0.3911533303134308, 0.46602532462933793, 0.47322664767839673, 0.5993476657583949, 0.1391786974018665]","[-0.33724542529337037, -0.29874798482038994, -0.207484840527375, 0.1449672845434685, 0.04630920658273694, 0.3621752271004879, 0.43255143061880824, 0.4402600058847786, 0.5595385421262692, 0.12972350807946573]","(1, 0, 0)","[-0.10929927, -0.10979217, -0.10966727, -0.109824955, -0.10962723, -0.109591156, -0.10949521, -0.109384924, -0.10942587, -0.10931569]","(20, 4)",0.001
64,"[0.1509478451858805, -0.7442988489569505, -0.7205673462376039, 0.43722553548505805, 0.6842105510758217, 0.4982526502965237, 0.08000663970596003, 0.6439681148212105, -0.43114576681320255, -0.14848135894984457]","[0.08758178493967422, 0.07547392259294025, -0.37214942447847527, -0.36028367311880194, 0.21861276774252902, 0.34210527553791087, 0.24912632514826186, 0.040003319852980015, 0.32198405741060526, -0.21557288340660127]","[0.08612420621886681, 0.07422016814434051, -0.3657635055418403, -0.35453951803451805, 0.21455198619750349, 0.3360758413763582, 0.2448629997534119, 0.03930379290705279, 0.316370114115876, -0.21137354319959975]","(1, 0, 0)","[-0.16313413, -0.16313395, -0.16313359, -0.16313419, -0.16313389, -0.16313422, -0.1631344, -0.16313443, -0.16313419, -0.16313446]","(20, 4)",0.001
