seed,Test,True,ARMA,Order,Informer,Informer_para,Informer_lr
61,"[-0.07104226339390093, 0.3110289623769117, 0.9683982605247086, 0.6845186110177193, 0.8408929359924666, 1.161444940669952, 0.9788885777422691, -0.3790718818593477, 0.20631050219350577, 0.9073717443861808]","[0.06734679735484142, -0.03552113169695047, 0.15551448118845584, 0.4841991302623543, 0.34225930550885963, 0.4204464679962333, 0.580722470334976, 0.48944428887113456, -0.18953594092967385, 0.10315525109675289]","[0.06649067800383773, -0.0350674757583653, 0.15351638844437818, 0.4784218784807188, 0.33847164618584924, 0.4164163107905066, 0.5767202928385229, 0.4870526835481488, -0.187919540743739, 0.10221094182990183]","(1, 0, 0)","[0.117833994, 0.11789372, 0.11780008, 0.117808856, 0.11774015, 0.11786675, 0.11776968, 0.11793985, 0.11823929, 0.118180595]","(20, 4)",0.001
72,"[0.04550269548477093, 0.5266784494572854, -0.4518982767970502, 0.05298981583633927, 0.2600284983792215, 0.9637960508190384, -0.2637833144176739, -0.6362985407655504, -0.5456900749071433, -1.2046757142482432]","[0.29453350726579763, 0.022751347742385464, 0.2633392247286427, -0.2259491383985251, 0.026494907918169636, 0.13001424918961074, 0.4818980254095192, -0.13189165720883694, -0.3181492703827752, -0.27284503745357164]","[0.31354873800020605, 0.02420462972159988, 0.2801648670069321, -0.24002708991704502, 0.02813056844457703, 0.1380444696795461, 0.5121216775956183, -0.1397363155086925, -0.33725565537808794, -0.28938545354378153]","(1, 0, 0)","[0.14560819, 0.1466559, 0.14910312, 0.14889717, 0.14411898, 0.14486153, 0.14387995, 0.14622386, 0.14820893, 0.14812998]","(20, 4)",0.001
55,"[0.0797139832087374, -0.2077169838056321, -0.8582799039195546, -0.2951186631482535, -0.028910835813190816, -1.0003158735842723, -0.7605353267839096, -0.6010981601753429, 0.6933699348652006, -0.4414477947146875]","[-0.019973342583955278, 0.0398569916043687, -0.10385849190281606, -0.4291399519597773, -0.14755933157412676, -0.014455417906595408, -0.5001579367921362, -0.3802676633919548, -0.30054908008767145, 0.3466849674326003]","[-0.01994548151136973, 0.03979995533225958, -0.10370673691753213, -0.4287808012650416, -0.14735910336435037, -0.014435217350645879, -0.49945974993923786, -0.38018950307056604, -0.30071619494478447, 0.34593966378014557]","(1, 0, 0)","[-0.19358066, -0.19376087, -0.19332695, -0.19386403, -0.19387515, -0.19367205, -0.19366693, -0.1933513, -0.19361588, -0.19352235]","(20, 4)",0.001
68,"[0.5509401294851579, -0.2970611459018937, -0.5870634179361295, 0.4066476421100735, 0.6003300326747092, 0.3035975935661521, 1.1277526358253709, 0.8421525334045038, 1.1670361951548163, 0.2459011386535681]","[-0.338305391187705, 0.27547006474257896, -0.14853057295094685, -0.29353170896806474, 0.20332382105503674, 0.3001650163373546, 0.15179879678307606, 0.5638763179126854, 0.4210762667022519, 0.5835180975774081]","[-0.3281981432996545, 0.26646549816321635, -0.14345925925900577, -0.28369189932638617, 0.19611894652211095, 0.2897622341193697, 0.14654145696711787, 0.5451440464280753, 0.4077504738632437, 0.5667942324639937]","(1, 0, 0)","[0.31619334, 0.31620228, 0.31618682, 0.3162272, 0.3162077, 0.3162296, 0.31618202, 0.3162441, 0.31624725, 0.3162417]","(20, 4)",0.001
3,"[0.4117154980994447, 1.0409490322913864, 0.7196712563718708, 1.1768284676690293, 0.9634948625703936, -0.28059682018239185, -0.6348963905679841, 0.42753849781070064, 0.26166845354529233, -0.5269988875234275]","[0.3863722205994829, 0.20585774904972234, 0.5204745161456932, 0.3598356281859354, 0.5884142338345146, 0.4817474312851968, -0.14029841009119592, -0.31744819528399204, 0.21376924890535032, 0.13083422677264617]","[0.4003492023198913, 0.2133091023415831, 0.5400942866365914, 0.3736939697212694, 0.6125494215030051, 0.5023707001024699, -0.14584693882803962, -0.3301918136976527, 0.22190558915278213, 0.13581654002104368]","(1, 0, 0)","[-0.23986384, -0.055846125, -0.0050819665, -0.042827427, 0.017501935, -0.039681382, 0.023277223, 0.17427951, 0.062309735, -0.016689856]","(10, 2)",0.001
78,"[0.7119505394675879, 0.7880064085614984, 0.758852552974442, 0.32947484240464614, 0.49561687589231707, 1.2081429890817506, 0.15916982140016345, -0.014561328421825281, -0.013553322131542228, -0.4225381508863135]","[-0.036432138384866586, 0.35597526973379395, 0.3940032042807492, 0.379426276487221, 0.16473742120232307, 0.24780843794615853, 0.6040714945408753, 0.07958491070008172, -0.007280664210912641, -0.006776661065771114]","[-0.03615237467001396, 0.35310750779449696, 0.39138960072128903, 0.3774150955718986, 0.16385719840208762, 0.24657772930860483, 0.6023888326830399, 0.07916869833636545, -0.007242322695201468, -0.006740940864189663]","(1, 0, 0)","[-0.14234675, 0.03539116, -0.050389417, 0.013886416, -0.20782821, -0.13054553, -0.016002294, -0.15100245, -0.29085112, -0.20549572]","(50, 10)",0.001
80,"[0.555882333998609, 0.12088462824321888, -0.27888385925065245, -0.7752989521245999, -0.6224425984835991, -0.9145779426855563, -0.6232722605438328, -0.4552153233663412, -0.003508390669441308, -0.28704105666739776]","[0.4077554645177857, 0.2779411669993045, 0.06044231412160944, -0.13944192962532623, -0.38764947606229994, -0.31122129924179953, -0.4572889713427781, -0.3116361302719164, -0.2276076616831706, -0.001754195334720654]","[0.41596107912192665, 0.283676626284864, 0.061665386299133346, -0.14225672194518632, -0.39572581374033056, -0.3179505525312706, -0.46793276377445225, -0.3190865753540271, -0.23313446682830696, -0.0017959854671369328]","(1, 0, 0)","[-0.06970663, -0.085256845, -0.118039265, -0.08074295, -0.08605602, -0.04492417, -0.103890345, -0.07024714, -0.12690435, -0.0951435]","(20, 4)",0.001
73,"[1.155206657911767, -0.10147232150523378, 0.29682006533449656, -0.561568174756656, -0.6753933986837113, -1.3005696607452237, -0.9535999869702183, -1.3794502417108014, -1.0378721457678266, -1.3294111089129852]","[0.4429616175485126, 0.5776033289558835, -0.05073616075261689, 0.14841003266724828, -0.280784087378328, -0.33769669934185564, -0.6502848303726119, -0.47679999348510915, -0.6897251208554007, -0.5189360728839133]","[0.41387634521296596, 0.5414526759425158, -0.04738483187342214, 0.1385994619834013, -0.2619188405898283, -0.31537405705833677, -0.6093102393152966, -0.44775072459650384, -0.6505367000309066, -0.49073529278433053]","(1, 0, 0)","[-0.23386097, -0.23386091, -0.23386167, -0.23386168, -0.23386112, -0.23386097, -0.23386073, -0.23386145, -0.23386139, -0.23386112]","(20, 4)",0.001
76,"[0.602733908212949, -0.20215036256960395, 0.1281567536490683, 0.2878875999230069, -0.7481525501288062, -0.24840406191872977, 0.42448103083402444, 0.19126764386207157, 0.3704885284535717, -0.2913226240226524]","[0.31427298532769576, 0.3013669541064745, -0.10107518128480197, 0.06407837682453416, 0.14394379996150344, -0.3740762750644031, -0.12420203095936488, 0.21224051541701222, 0.09563382193103578, 0.18524426422678586]","[0.32399337357933833, 0.3108671415354596, -0.1041219773672449, 0.06600647588768982, 0.14827230566711608, -0.38488504755591807, -0.1277347304142379, 0.21814622345801923, 0.0982921501335649, 0.1904031452157558]","(1, 0, 0)","[-0.40892822, -0.40892866, -0.40893036, -0.4089268, -0.40892917, -0.40892753, -0.4089286, -0.40892443, -0.40892443, -0.40892163]","(50, 10)",0.001
17,"[0.16365221600648194, -0.4150312364126385, -0.8546528013176277, -1.2998653717038766, -1.5984999841220078, -0.8928930715949677, -1.0137538372166608, -0.9274398361861893, -1.202812987116323, -0.31572338743072625]","[0.5540504338432919, 0.08182610800324097, -0.20751561820631925, -0.42732640065881383, -0.6499326858519383, -0.7992499920610039, -0.44644653579748383, -0.5068769186083304, -0.46371991809309465, -0.6014064935581614]","[0.5578371149815318, 0.08223466523548167, -0.20847587485401498, -0.4298221275770614, -0.6559058232583836, -0.8110108719090381, -0.45327612671747913, -0.5157697679916402, -0.4727141137662575, -0.614881679978254]","(1, 0, 0)","[0.10845068, 0.10845, 0.10844716, 0.10844575, 0.108446, 0.108445, 0.10844463, 0.10844424, 0.108444154, 0.10843981]","(20, 4)",0.001
74,"[-0.5403320725467956, 0.5941748308960852, -0.26975696180774567, -0.4217123641200052, -0.7871360502430069, 0.23991141248318382, 1.0402709174645368, 1.0250539157823362, 1.3527421020552968, 0.8019660214022879]","[0.3323166354944197, -0.2701660362733978, 0.2970874154480426, -0.13487848090387283, -0.2108561820600026, -0.39356802512150346, 0.11995570624159191, 0.5201354587322684, 0.5125269578911681, 0.6763710510276484]","[0.34296338334704213, -0.27811230025508565, 0.3052024824828275, -0.13835839942393088, -0.2163675820404353, -0.40427862712227974, 0.12294970838601875, 0.5336252039551289, 0.5269788095145316, 0.6979664792163331]","(1, 0, 0)","[0.214769, 0.2147715, 0.21476935, 0.2147614, 0.21474692, 0.2147492, 0.21473894, 0.21475624, 0.21479616, 0.21478806]","(50, 10)",0.001
81,"[-0.47850168026313533, 0.7526213232511014, -0.5060327755601646, -0.2223630507171438, -0.8600920513662229, -0.5770238869885792, -0.9177012996540193, -1.0987133363131796, -1.3630426238925066, -1.1026130144938049]","[0.3602513561907671, -0.23925084013156767, 0.3763106616255507, -0.2530163877800823, -0.1111815253585719, -0.43004602568311145, -0.2885119434942896, -0.4588506498270096, -0.5493566681565898, -0.6815213119462533]","[0.3786544675801279, -0.25083877969089785, 0.3937663338264106, -0.26401933959458834, -0.1160149563443847, -0.449016780802348, -0.3013747140566379, -0.4800072897409476, -0.5760052319334396, -0.7170705195612327]","(1, 0, 0)","[-0.1846277, -0.32944041, -0.28986204, -0.30326688, -0.25533193, -0.24124019, -0.24633886, -0.21572153, -0.23856036, -0.2966708]","(20, 4)",0.001
82,"[0.5479946229936694, 1.0250740428833187, 1.4108695409956142, 0.700843683120329, 0.3598497852020934, 0.28240121869412527, 0.25714177356858775, 0.6109773392327471, -0.40950515469416515, 0.6560252032788731]","[0.04858699525469798, 0.2739973114968347, 0.5125370214416594, 0.7054347704978071, 0.3504218415601645, 0.1799248926010467, 0.14120060934706263, 0.12857088678429388, 0.30548866961637355, -0.20475257734708258]","[0.05077648815719949, 0.2863548925157088, 0.5366605591058081, 0.7414194679517215, 0.36827682407630746, 0.1890837183545779, 0.14838810299479294, 0.13512453537264624, 0.3212431768915751, -0.21491021583745434]","(1, 0, 0)","[-0.08132066, -0.07420525, -0.07404001, -0.07199302, -0.07044135, -0.07079911, -0.072128475, -0.06991525, -0.05281763, -0.05675676]","(10, 2)",0.001
85,"[-0.9606153211247557, -0.001681810848331744, 0.7443326092154638, 0.9713366557886078, 0.01664880087320486, 0.17392363960537927, 0.34439858841109544, 0.6144017188516737, -0.46828706367591266, -0.8517313891837399]","[-0.3706816382374319, -0.48030766056237784, -0.000840905424165872, 0.3721663046077319, 0.4856683278943039, 0.00832440043660243, 0.08696181980268963, 0.17219929420554772, 0.30720085942583686, -0.23414353183795633]","[-0.3464686672371074, -0.4499860234803503, -0.0007860796422861011, 0.347901425080539, 0.4550893066509724, 0.007783168734908564, 0.0813080392045102, 0.16101494675275857, 0.2875294507964509, -0.21862960948789156]","(1, 0, 0)","[-0.12534311, -0.11594302, -0.092528746, -0.1292765, -0.14780895, -0.092012346, -0.072209395, -0.086234055, -0.21879418, -0.17368855]","(20, 4)",0.001
75,"[-0.8152313472352704, -0.005001339591833021, 0.4049547682455507, 0.8139359844737042, 0.42489932272583575, 0.6160878125466702, 0.5058782732508873, 1.1171224165855074, -0.22901811563448715, 0.10883598281872892]","[-0.4930169895246281, -0.4076156736176352, -0.0025006697959165103, 0.20247738412277536, 0.4069679922368521, 0.21244966136291787, 0.3080439062733351, 0.25293913662544365, 0.5585612082927537, -0.11450905781724358]","[-0.4967565473547941, -0.4112991375047367, -0.002519442871454592, 0.20399717627744554, 0.4104844799689814, 0.21429169605127915, 0.3109646941845854, 0.2554756495808846, 0.565283327416056, -0.11542038973097889]","(1, 0, 0)","[-0.14582922, -0.15010835, -0.15334815, -0.15021275, -0.15407161, -0.15687253, -0.15734927, -0.1569948, -0.15493591, -0.15372486]","(10, 2)",0.001
83,"[-1.0433958834378219, 0.21073484114409835, -0.7005418485709685, -0.17442137681864667, -1.0005486884051398, 0.07851519414142727, 0.703403313228776, 0.40110443093751513, 0.5434692991511165, 1.1834822921672319]","[-0.4464063388302212, -0.5216979417189109, 0.10536742057204918, -0.35027092428548423, -0.08721068840932333, -0.5002743442025699, 0.039257597070713635, 0.351701656614388, 0.20055221546875757, 0.27173464957555826]","[-0.4505596951015944, -0.5278546422237826, 0.10622735291670087, -0.3528534293698941, -0.08780288257239484, -0.5040428295441881, 0.03944603635640902, 0.35340484365134295, 0.20159471005303556, 0.27332240137915403]","(1, 0, 0)","[-0.007509209, -0.007692691, -0.007864371, -0.007554494, -0.0045180693, -0.0045183674, -0.004502319, -0.0045014396, -0.00448934, -0.004530281]","(20, 4)",0.001
87,"[0.3396344648287269, 0.4063987462955241, -0.40089845346399067, -0.11991472738992198, -0.7554304302704057, 0.0356615320586437, -0.42783780537715843, -1.1071169793105387, 0.38395119884458173, 0.4567851698353675]","[0.03340753897779086, 0.16981723241436344, 0.20319937314776204, -0.20044922673199533, -0.05995736369496099, -0.37771521513520284, 0.01783076602932185, -0.21391890268857922, -0.5535584896552693, 0.19197559942229087]","[-0.034595753428234094, 0.20600315543618836, 0.2041086546651557, -0.2716304313540258, -0.02375834786290515, -0.440713163664183, 0.0957238970702843, -0.2668396654560142, -0.6062562610577866, 0.3272271686552446]","(1, 0, 1)","[-0.09885033, -0.099019855, -0.0986746, -0.09914376, -0.099151224, -0.09961082, -0.09948905, -0.09944947, -0.09954609, -0.088213176]","(10, 2)",0.001
88,"[0.2634934349158912, -0.04571613716950765, -0.569789442698409, -0.512956500486675, 0.29224947453574324, 0.2987467132925197, 0.5918931254920299, -0.21962926835127883, -0.8869953170662941, -1.0454564175944312]","[-0.388846953929841, 0.1317467174579456, -0.022858068584753824, -0.2848947213492045, -0.2564782502433375, 0.14612473726787162, 0.14937335664625986, 0.29594656274601494, -0.10981463417563941, -0.44349765853314704]","[-0.39392455187290865, 0.13316087897150183, -0.0231021665734484, -0.28793556201069187, -0.25935473722693286, 0.14757566399527716, 0.1508641420706896, 0.29912193255284497, -0.11084028104299386, -0.44798109314515305]","(1, 0, 0)","[0.048539735, 0.07724858, 0.007941224, 0.0981467, 0.0658957, 0.087864585, 0.08149522, 0.036399625, 0.013098694, 0.03647422]","(20, 4)",0.001
92,"[0.9220234157403113, -0.02352129449512952, 0.7309475416914576, -0.00031592281142239775, 0.08440131198926462, 0.9230464278077911, -0.49514065936181867, -0.4536311310713288, 0.5634589976588592, 0.4916750118237538]","[-0.06238293345834549, 0.46101170787015566, -0.01176064724756476, 0.3654737708457288, -0.00015796140571119888, 0.04220065599463231, 0.46152321390389556, -0.24757032968090933, -0.2268155655356644, 0.2817294988294296]","[-0.06235145058577687, 0.4605064825310511, -0.011722608335998861, 0.36428650118243694, -0.0001572361632149935, 0.04200689942492747, 0.4595671666536758, -0.24547449220565004, -0.2250116298980026, 0.27900730690886977]","(1, 0, 0)","[0.16333616, -0.42026556, 0.22947186, -0.26288933, 0.09614039, 0.26060745, 0.25242907, 0.2529854, 0.257588, 0.25777265]","(10, 2)",0.001
79,"[-0.7721143658554281, -0.031189072960310482, -0.7416588029793032, 0.35182619521808234, 0.2509236263994513, -0.5365702918233348, 0.530244358252674, -0.6751814106910177, -0.8152016167374673, 0.47248327030921594]","[0.1417856541803806, -0.38605718292771407, -0.015594536480155241, -0.3708294014896516, 0.17591309760904117, 0.12546181319972566, -0.2682851459116674, 0.265122179126337, -0.33759070534550883, -0.40760080836873364]","[0.13692775574346533, -0.37239220864899836, -0.015024501546523066, -0.35728153592684153, 0.16909406019960171, 0.12060299755588934, -0.257726031794289, 0.2541939348500809, -0.3229450964327761, -0.3905125850514484]","(1, 0, 0)","[0.06899208, 0.11272669, 0.18621828, 0.13918608, 0.17800713, 0.15104845, 0.16826394, 0.2197085, 0.25717023, 0.10653103]","(10, 2)",0.001
90,"[1.1805509854430922, 1.2090543823900801, 1.6018509706253732, 0.9661241190262086, 1.4352833653081, 0.35678901924637885, -0.018124860450519475, 0.129654182240754, -0.3316350029359172, 0.4184421026081908]","[0.24395124271873114, 0.5902754927215461, 0.6045271911950401, 0.8009254853126866, 0.4830620595131043, 0.71764168265405, 0.17839450962318942, -0.009062430225259738, 0.064827091120377, -0.1658175014679586]","[0.25174189333508507, 0.610286736919955, 0.626875938711492, 0.8346205643595528, 0.5038226957237252, 0.7512448162991794, 0.18631802343773157, -0.009462167061583501, 0.06768644852462959, -0.1731246760013066]","(1, 0, 0)","[-0.28315005, -0.013233611, -0.10369965, 0.040008463, -0.029631115, -0.099187225, -0.21887454, -0.17917949, 0.012738159, -0.01109699]","(20, 4)",0.001
89,"[-0.1839052726965691, -0.6540802565826307, -0.6648196506984629, -0.9725502018451225, -1.1505382418551449, 0.14483239682650373, 0.8818608926070974, 0.44578688131634137, 0.02543669718679592, 0.7878314179287811]","[-0.3113636088295282, -0.09195263634828454, -0.32704012829131535, -0.33240982534923147, -0.48627510092256127, -0.5752691209275724, 0.07241619841325186, 0.4409304463035487, 0.22289344065817068, 0.01271834859339796]","[-0.29274692801625546, -0.0864230930779048, -0.3075337496380988, -0.312948379369097, -0.45880794666691416, -0.5445877596801016, 0.06828539627490492, 0.41602172528852904, 0.21030948160379007, 0.01199658199530912]","(1, 0, 0)","[0.010749031, 0.01015047, 0.009362176, 0.009148974, 0.009681247, 0.0073280483, 0.008140318, 0.010251779, 0.010654811, 0.010602463]","(20, 4)",0.001
86,"[-0.6591749040040584, -0.5533361415370077, -0.34500555496032814, -0.6780297465162152, -0.5284729073908123, 0.5037670265871431, 0.5947589170441785, 0.1175686069546793, -0.7445749525036738, -0.6911072154439581]","[-0.3944307821295167, -0.3295874520020292, -0.27666807076850386, -0.17250277748016407, -0.3390148732581076, -0.26423645369540616, 0.25188351329357156, 0.29737945852208925, 0.05878430347733965, -0.3722874762518369]","[-0.37652240705717877, -0.3149573538186125, -0.26458471509464404, -0.16497556886367726, -0.3245493231710138, -0.253127614891348, 0.24083685748885847, 0.2845784946144848, 0.05622745489484667, -0.3559364506447629]","(1, 0, 0)","[0.003963692, 0.003957359, 0.003992269, 0.0039645825, 0.003963055, 0.0039598364, 0.0039558765, 0.003958689, 0.0039624106, 0.003958078]","(20, 4)",0.001
91,"[0.4476977705972125, -0.6136052578332687, -1.2226227241813166, -0.21557593948026943, 0.7443340790181865, -0.5251831124987085, -0.14171513713945683, -1.0102461455414715, -1.3432340363635151, -1.5543074887003305]","[-0.09311298952351299, 0.22384888529860625, -0.30680262891663435, -0.6113113620906583, -0.10778796974013471, 0.37216703950909324, -0.26259155624935426, -0.07085756856972841, -0.5051230727707358, -0.6716170181817576]","[-0.09410269914950714, 0.22612539641362664, -0.30939567384683286, -0.6180352797540442, -0.1087331675364919, 0.3751206827170934, -0.26387459339919783, -0.07119860797060608, -0.5077535083026137, -0.6776689119281445]","(1, 0, 0)","[-0.105954856, -0.10600668, -0.10610139, -0.106006086, -0.10606176, -0.106132895, -0.10615295, -0.10613558, -0.106126964, -0.10615194]","(10, 2)",0.001
96,"[-1.2654149987257477, -0.1644867006430355, 0.47610924256892695, -0.695203258847243, -0.7045670927724295, -0.7141879331759325, -0.37225543024028235, -0.31707771513741256, -0.07351805434756215, 0.5365398672843554]","[-0.48475283047502765, -0.6327074993628738, -0.08224335032151775, 0.23805462128446347, -0.3476016294236215, -0.35228354638621473, -0.35709396658796627, -0.18612771512014117, -0.15853885756870628, -0.03675902717378107]","[-0.5162054629341646, -0.6757936609852079, -0.08760881744905667, 0.2534860164745692, -0.36944319324642616, -0.374782781540143, -0.3802772599087327, -0.19821078074433013, -0.16885871152266482, -0.03914931324670975]","(1, 0, 0)","[-0.023874816, -0.023867667, -0.023866959, -0.02391831, -0.023907248, -0.02399293, -0.023981512, -0.023935277, -0.023911584, -0.023931902]","(50, 10)",0.001
95,"[-0.8988801280024054, -0.9232969759739549, -0.6456838199625125, 0.16280054887150813, -0.11658035374942474, -0.5546229287565918, 0.2883558456781117, -0.22858727299154324, 0.8082241148538489, 0.22296418109505323]","[-0.35307364786412354, -0.4494400640012027, -0.46164848798697744, -0.3228419099812562, 0.08140027443575407, -0.05829017687471237, -0.2773114643782959, 0.14417792283905584, -0.11429363649577162, 0.40411205742692446]","[-0.34796544626783704, -0.4437313710339894, -0.4566859969663224, -0.31962672070822357, 0.08047501080891167, -0.057625350501155435, -0.27415673784783556, 0.1423532144785869, -0.11279202703730454, 0.39841826902049265]","(1, 0, 0)","[0.17464694, 0.17464772, 0.17464736, 0.17464784, 0.174647, 0.17464682, 0.17464635, 0.17464724, 0.17464724, 0.17464772]","(20, 4)",0.001
100,"[0.5694513002622333, -0.4311655262243436, -0.37440967792510915, 0.7531940101479094, 0.77256845450162, 0.01980364503559029, -0.5390543050531762, 0.2530507135285376, 0.22326693551111676, 0.1101446527294263]","[0.05274914140410003, 0.28472565013111667, -0.2155827631121718, -0.18720483896255458, 0.3765970050739547, 0.38628422725081, 0.009901822517795145, -0.2695271525265881, 0.1265253567642688, 0.11163346775555838]","[0.04948358924558371, 0.2671285622311457, -0.20188447593662848, -0.17537654614888418, 0.35217764037690213, 0.3618185490053092, 0.00926228650823497, -0.252117406810373, 0.11818341485079661, 0.10427723605396881]","(1, 0, 0)","[0.12418502, 0.16048488, 0.12235368, 0.083336316, 0.08207596, 0.09582328, 0.17374611, 0.27398455, 0.28543422, 0.21740976]","(10, 2)",0.001
98,"[0.04783603276595827, -0.621064082707117, 0.5833885053969631, 0.8771615986818992, -0.25331868585639494, 0.8249783437293408, 0.8180229941501806, 0.6613372042678455, 1.0840787661322402, 0.7469709441180956]","[-0.07258774225245113, 0.023918016382979135, -0.3105320413535585, 0.29169425269848154, 0.4385807993409496, -0.12665934292819747, 0.4124891718646704, 0.4090114970750903, 0.33066860213392274, 0.5420393830661201]","[-0.07124735412721728, 0.023475265084180606, -0.30477350502186235, 0.2854981228672491, 0.42996594620573547, -0.12382196546724228, 0.40279199969872437, 0.4000387960255137, 0.32373982945063995, 0.5319283883239513]","(1, 0, 0)","[0.049795944, 0.046867777, 0.051664, 0.056337763, 0.056138378, 0.052345846, 0.05056042, 0.049230736, 0.04969718, 0.046065163]","(20, 4)",0.001
97,"[1.041214093327875, -0.10664698137000295, 0.5386774379221875, -0.3134412731172157, 0.6092988972451818, -0.20612820882963423, 0.16122806358866532, -0.597545114956594, -0.05573911164709233, 0.8765199545473292]","[0.3771530744874008, 0.5206070466639375, -0.05332349068500147, 0.26933871896109374, -0.15672063655860785, 0.3046494486225909, -0.10306410441481711, 0.08061403179433266, -0.298772557478297, -0.027869555823546166]","[0.3930771641471514, 0.5436863844907505, -0.05553189179148539, 0.2804235620667254, -0.16295062338028815, 0.31644702338627206, -0.10691485384150426, 0.08362253675939274, -0.30972140012377364, -0.028872722824595083]","(1, 0, 0)","[0.09370082, 0.0479426, 0.08885876, 0.10937268, 0.056574233, 0.058746703, 0.059018083, 0.055145584, 0.044456974, 0.049978606]","(10, 2)",0.001
93,"[0.0751621946503516, -0.14079654605448777, -0.20450093115187884, 0.392403995599108, 0.16294054060320345, 0.889827809705799, 0.6891779770707881, -0.0066774862400167945, 0.40738102714008184, 0.3732417278421572]","[0.22637003641953338, 0.0375810973251758, -0.07039827302724389, -0.10225046557593942, 0.196201997799554, 0.08147027030160173, 0.4449139048528995, 0.34458898853539405, -0.0033387431200083972, 0.20369051357004092]","[0.23433820393079557, 0.03889254944178024, -0.07285420600443136, -0.10581818403099925, 0.20296843931116124, 0.08427898868910964, 0.46047554887610076, 0.35693848956733787, -0.0034548667210666964, 0.21077472820641155]","(1, 0, 0)","[-0.0722051, -0.073844016, -0.07414231, -0.0726465, -0.06979515, -0.069224454, -0.06908183, -0.068615176, -0.06934619, -0.07108422]","(20, 4)",0.001
99,"[-0.5912735285148829, 0.6849906783298007, -0.3508565800275077, -0.5343107834377943, -0.7400513901551855, -0.2638872693487079, 0.8454553159797631, 0.9738641287208634, 0.5162387473170461, -0.6877701989550966]","[-0.058529456562891574, -0.29563676425744145, 0.3424953391649003, -0.17542829001375385, -0.26715539171889713, -0.37002569507759275, -0.13194363467435394, 0.42272765798988154, 0.4869320643604317, 0.25811937365852305]","[-0.05800848357030407, -0.2931321692051995, 0.33864461662483636, -0.17306095784077793, -0.2637115662489355, -0.365707021248908, -0.13035709096115639, 0.4171246929070294, 0.48156807429360254, 0.2552984339901067]","(1, 0, 0)","[0.12688115, 0.12717353, 0.11530787, 0.12566185, 0.12690577, 0.13013639, 0.1255734, 0.11678463, 0.120584026, 0.12303685]","(20, 4)",0.001
70,"[0.04078117336218204, 0.8028404146362477, 0.8039039541181865, 1.0681308789797352, 1.4825033323189747, 0.5227099458906149, -0.1315045035266738, -0.474071582306814, 0.532131931005731, 0.420127029268558]","[0.06615378146428888, 0.02039058668109102, 0.40142020731812383, 0.40195197705909325, 0.5340654394898676, 0.7412516661594873, 0.26135497294530746, -0.0657522517633369, -0.237035791153407, 0.2660659655028655]","[0.06014588707556259, 0.018538726160440465, 0.3649750088208057, 0.3662030335924886, 0.4880479454976245, 0.6812436577894103, 0.23989769533227964, -0.06029181985486151, -0.21737009115780873, 0.24357977245465762]","(1, 0, 0)","[-0.01888045, -0.018875942, -0.017933607, -0.017404392, -0.017417192, -0.017413259, -0.017432079, -0.017403305, -0.017410375, -0.017407902]","(10, 2)",0.001
77,"[0.45198868639494727, 0.8630331236643813, 0.700183896978169, 0.5810615883157648, -0.6777932264940029, -0.3608499784059748, 0.6105085094463392, 0.812147928320291, 0.23015969537280478, -0.874705920189907]","[-0.20576803364744312, 0.22599434319747363, 0.43151656183219067, 0.3500919484890845, 0.2905307941578824, -0.33889661324700143, -0.1804249892029874, 0.3052542547231696, 0.4060739641601455, 0.11507984768640239]","[-0.19777889612467875, 0.21692401872840975, 0.4148134045192509, 0.33696155701527564, 0.27987714301763605, -0.3255475964142241, -0.1733308599312117, 0.2928483901544216, 0.39019600247196756, 0.11050811456122528]","(1, 0, 0)","[-0.12992617, -0.1298495, -0.12975734, -0.12809119, -0.12761301, -0.12712786, -0.12739417, -0.12749118, -0.1274229, -0.12756675]","(20, 4)",0.001
94,"[0.5500341227094451, 1.1297701976296293, 0.2363636505527955, 0.5977354923607252, 0.28820448647205876, -0.37005210812882317, -0.7087099084468391, -0.005274818417736138, 0.5965313000571526, -0.4848216287988263]","[0.442056369068078, 0.27501706135472254, 0.5648850988148146, 0.11818182527639776, 0.2988677461803626, 0.14410224323602938, -0.18502605406441158, -0.35435495422341956, -0.002637409208868069, 0.2982656500285763]","[0.44217826149932016, 0.27520603027832724, 0.5664134679801531, 0.11831288691749042, 0.2993448425089532, 0.14433152660767187, -0.18519871251956133, -0.3549798651033733, -0.002639265786294561, 0.2984751919889985]","(1, 0, 0)","[-0.30318746, -0.30331007, -0.30327496, -0.3033155, -0.30318558, -0.3032775, -0.30326536, -0.30327374, -0.30327824, -0.30327576]","(10, 2)",0.001
84,"[-0.7803186790017248, 0.4814708452236021, 1.1727924745494511, 0.6232593328512657, 0.4912854186467255, -0.5627148338640179, 0.17307214355590578, 0.018539910790038167, 0.7819346623250234, 0.5399667995942403]","[-0.29706958927838467, -0.3901593395008624, 0.24073542261180106, 0.5863962372747256, 0.31162966642563283, 0.24564270932336274, -0.28135741693200894, 0.08653607177795289, 0.009269955395019083, 0.3909673311625117]","[-0.3011556530629778, -0.3960322607916818, 0.24363000374286448, 0.5946055093859124, 0.316000862344526, 0.24923718184507235, -0.2849809708395943, 0.08755297511558145, 0.009378804067058474, 0.3955590549428041]","(1, 0, 0)","[0.0360924, 0.037427835, 0.033386372, 0.022738323, 0.019775957, 0.01786153, 0.01856161, 0.017312855, 0.01743871, 0.016120575]","(20, 4)",0.001
