seed,True,ARMA,Informer,Informer_para,RNN
90,"[1.7130880261288133, 1.5009803564878188, 2.081887324413866, -0.419534550644592, -0.9755141657726423, 1.0185698970243244, 1.645341301515098, 1.0585931284142258, 0.9759343192926778, 0.08256095322825291]","[0.5280869158686654, 1.1532392351085459, 0.5605761649182324, 1.4208439452299326, -1.2969912013243725, -0.11195524360867126, 1.0628744722624293, 0.7542254860459678, 0.3934725587302377, 0.5804240976887466]","[1.1092398, 2.9037714, 0.5247344, 1.4224482, -1.4369587, -0.18858866, 1.9902998, 2.682668, -0.33757588, -0.59666747]","(100, 20)","[0.7383249998092651, 1.4522150754928589, 0.586222767829895, 1.5032426118850708, -1.098979115486145, -0.13856279850006104, 1.2151066064834595, 0.8207650184631348, 0.33931219577789307, 0.47460293769836426]"
21,"[-0.12209518045912171, -0.49232190219066185, 0.273603898841564, 0.07303147537178839, -0.8278595447446644, 0.4218687285241316, 0.2656092206333669, -1.8561907060811473, -2.323855822887737, -0.9278921284749352]","[0.3090763147491202, -0.2195393520039349, -0.38129807572068775, 0.539285732735527, -0.25194297584956593, -0.6769613656379327, 0.8711247283849197, -0.2565838212678197, -1.680694389858527, -1.0632215428628462]","[0.52631867, 0.21473444, -1.081293, 0.041229885, -0.58933896, -1.2546701, -0.206974, -0.13622713, -1.1295326, -1.3122231]","(100, 20)","[0.5643520355224609, -0.2250710427761078, -0.4273134768009186, 0.5100457668304443, -0.22218433022499084, -0.8190778493881226, 0.8518335819244385, -0.3536953032016754, -1.6701124906539917, -0.9567713737487793]"
62,"[-0.38103550211399373, 2.3179132758350227, 1.9676456316651094, -0.6949430781875117, -0.015844449814724992, 0.7120288144408287, 1.6757146923382078, 0.37580041088353155, -1.5290659513724867, -2.3072879293107276]","[-1.7446886590749588, 1.2471535245019987, 1.8626008211819503, 0.353764504450078, -1.4693070342860257, 0.65953062458431, 0.45429834587653817, 1.0936652549250812, -0.6062988903655993, -1.3353803577024534]","[-1.2056866, 0.7754816, 1.7040445, 0.96193707, 0.52797645, 2.0911963, 1.9065883, 1.8566642, 0.14591686, -1.1252124]","(100, 20)","[-1.9289711713790894, 0.6569182276725769, 2.1821560859680176, 0.3116183578968048, -1.351682186126709, 0.5037512183189392, 0.5546180605888367, 1.083383560180664, -0.5439145565032959, -1.468867301940918]"
9,"[2.3564076519401875, 0.08026659789866364, -1.0184116336690976, 0.7731049242622018, 0.6259768819617235, -0.6362086120037269, -0.8481798523509172, -0.3844170283470339, -1.0025075425906094, -0.23450906292930995]","[1.0584677749552682, 1.4923364637618968, -1.122379125503358, -0.5800851155402456, 1.193742103385336, -0.05870948624293382, -0.7418996493059715, -0.33151319434935506, 0.014819599365779701, -0.7975415092483881]","[-0.52737826, -2.513848, -1.6523768, 0.46555212, -2.394144, -1.8126171, 0.0998582, -2.545967, -0.47028583, -0.34921095]","(10, 2)","[1.079714298248291, 1.541491985321045, -1.103258490562439, -0.14658412337303162, 1.3137869834899902, -0.12502896785736084, -0.8147730231285095, -0.20350289344787598, -0.06021672487258911, -0.873091459274292]"
14,"[0.5056551689111879, 1.2698229884982295, 1.8669604770978578, 2.0663476828423546, 0.21897598581297573, -0.9528005740642272, -0.41287904739377845, 1.4393575748899095, 0.9622441119074492, 1.907505078818939]","[-0.494741129151717, 0.47585247699479916, 0.7074911636972763, 0.9508549249380589, 0.8752020115777207, -0.8486568578051596, -0.7429827043237693, 0.04827931339529773, 1.2949362873708512, -0.14636257782953532]","[-0.5412675, 1.3061846, -0.12416464, -1.3885947, -1.6710796, -1.9343611, -0.5723038, -0.7953417, -2.1643333, -0.83003926]","(50, 10)","[-0.24155855178833008, 0.308992862701416, 0.5303661823272705, 0.9459688663482666, 0.8749182224273682, -0.8677003383636475, -0.590146541595459, -0.007327079772949219, 1.605015516281128, 0.1355760097503662]"
7,"[-1.7962881168495544, -1.2732067659801491, 0.8889886203523798, 2.951012883596368, 1.2646958340563796, -0.3323120601885993, 0.0903106840418626, -0.13735260074694355, -0.9151583016949827, -1.3520889193794698]","[-1.6979879476832072, -0.745448213548314, -0.3255003972473889, 1.3184101975608118, 1.8739404929492873, -0.5083924458995719, -0.4523972739014501, 0.3736915046230299, -0.31349366045575905, -0.6613341614854449]","[-1.1248819, -1.4043224, 0.0820294, 1.3562502, 1.5750837, -0.013752993, -1.3125734, 0.40817878, 1.7279633, 0.07883752]","(100, 20)","[-1.6522696018218994, -0.9855666756629944, -0.2593713402748108, 1.0983481407165527, 1.5159399509429932, -0.25777989625930786, -0.5509844422340393, 0.13644081354141235, -1.011711597442627, -0.4734070897102356]"
23,"[-0.9623806480473136, -1.6709087756701242, -0.27783964327840793, -0.9500816447829181, -1.8826477468168035, -1.8395970086951476, -1.2454507077305115, 0.5701247373579653, 3.578944774899174, 2.747911711687151]","[0.22445779088600898, -0.7196011912853146, -0.8955135842721336, 0.623586842566207, -0.9838691679522027, -0.9860855733164424, -0.6569630702756915, -0.2732891380289769, 0.9986625806476012, 2.608809982477677]","[-0.40003473, -1.6532739, -0.0093587935, 0.36276466, -0.6665943, 0.32581747, 1.124309, 0.27079788, 0.07508962, -0.9833492]","(50, 10)","[0.4925067126750946, -0.91916424036026, -0.8189364075660706, 0.8065503835678101, -1.5444271564483643, -0.8633363842964172, -0.7969442009925842, -0.41751742362976074, 1.0577940940856934, 2.365576982498169]"
1,"[-0.44777366358533155, -0.10574035166322028, 0.3966155421575484, 1.0972745116866522, 2.027988567456552, 1.1397070686752993, -2.2610192634955197, -2.39598013703586, -0.3067146415432615, 0.40023086770772087]","[-0.6517749350971669, 0.05570744061967592, 0.04692113136899287, 0.3338012596633283, 0.7193609829901707, 1.22202587012121, 0.04261022548454341, -2.2872743038603605, -0.654427655105257, 0.7127537782298696]","[-0.26997328, -0.18600291, 0.1503531, 0.8016187, 1.6275891, 1.6597029, 1.70587, -0.3011936, -0.8064898, 2.972501]","(100, 20)","[-0.655280590057373, 0.049355149269104004, 0.09658312797546387, 0.5688026547431946, 1.0417907238006592, 1.3262348175048828, -0.04311031103134155, -2.599508762359619, -0.9335374236106873, 0.5880303978919983]"
51,"[2.7801558908965927, 1.444691466795002, 0.22295876801519848, -2.5569285765859204, -3.1433200735719717, -3.4560790809189634, -1.0621860721879726, -0.43184800559919734, -1.6916701320538288, -1.5772351497153858]","[0.7766095537212697, 1.5092634389351196, 0.049015233025471394, -0.19471922016135285, -2.2825688398236044, -1.367981174414157, -1.8097561946364975, 0.5725625674728206, -0.2891420684701895, -1.3062478105663229]","[0.80275345, 2.1760657, -0.49828786, -0.9691309, 0.80749106, -0.5702822, -1.2088783, -0.19945848, 0.9163072, -1.3979974]","(20, 4)","[1.2586573362350464, 1.6291664838790894, 0.07295122742652893, -0.6148477792739868, -2.1529617309570312, -1.4080302715301514, -2.0863068103790283, 0.9449467658996582, -0.7114396095275879, -0.9769643545150757]"
82,"[1.1636955896271974, 0.551543475212207, -1.597994601477104, -1.644474056900559, -0.35267418935987405, 1.2896146463399254, 0.921871432679185, 1.7473868639972983, 1.0418311651243877, 1.0962248815547175]","[0.12830905270612536, 0.8050191121429633, -0.06662866342206791, -1.5761020232464564, -0.5675162319840195, 0.3132955230805002, 1.1706706789352408, 0.1217490423724133, 1.2774046365626845, 0.07149047596407254]","[0.30780503, 0.71782917, -1.0089796, -2.3220787, -2.0880444, -0.586215, 1.279865, 1.7734101, 1.7131544, 1.5204664]","(100, 20)","[0.13475102186203003, 0.8016107678413391, -0.08912336826324463, -1.8157858848571777, -0.6611608862876892, 0.2631481885910034, 1.1519315242767334, 0.1207924485206604, 1.445232629776001, 0.07906851172447205]"
87,"[-3.453753699772272, -0.6902689726117852, -1.0857188978948584, -0.3239988130660879, 0.5905938518679926, 2.061073845904555, 0.8168329171895543, 0.22593668313470427, 0.21798706491249104, 1.2783242143974283]","[-1.802210349194059, -1.6097914363076313, 1.0149319978995854, -1.2856660095426324, 0.5795685456162364, 0.3458581854017142, 1.5551414202022835, -0.5044691644228937, 0.22517395298405843, 0.035896662584672265]","[0.94878817, -1.2464535, 1.2636681, 0.03007992, -0.9057964, 1.108164, 0.6773157, 0.33266282, 0.9971836, 0.25500193]","(10, 2)","[-1.7499181032180786, -1.2645903825759888, 1.6970837116241455, -0.938029944896698, 0.2563668489456177, 0.564736008644104, 1.6291563510894775, -0.3678050637245178, 0.3296041488647461, 0.06207580864429474]"
16,"[0.5152276739766124, 0.144524383745533, -1.0183953636576761, -1.9749354802841095, -1.5787766719451315, 0.25751307478105334, -0.44708157882728417, -0.674185560798419, -1.6529463550583572, -2.02131055789495]","[-0.8583976403339317, 1.3774064495241565, -0.5847352604522926, -0.8830946506855164, -1.1174226432188172, -0.4474524297685868, 0.7383639017290176, -0.9334105354121602, -0.27107179646351903, -1.1784688823175045]","[-0.39591244, -1.4932326, -0.8170713, -0.6805612, 0.7444784, 1.2918723, 0.16948591, -1.6085613, -0.8070949, -1.0877768]","(10, 2)","[-1.1514644622802734, 1.3117682933807373, -0.5871013402938843, -0.8462021350860596, -1.3016595840454102, -0.5429980754852295, 0.772829532623291, -1.0122854709625244, -0.2528481185436249, -1.3884704113006592]"
68,"[-2.485083915460492, -2.5769433457135267, -0.5272650754224179, 0.8330953983588225, 0.437108669782632, -0.9249725933620062, -0.34223249638355, 0.46424143462466905, 2.0860737485258207, 2.2017187375229894]","[-0.9208060317839213, -1.5265337012331037, -1.0535306131222595, 0.6441007211337992, 0.6033397305754296, -0.0840056465878671, -0.9254552698897629, 0.3440349146268319, 0.35533028458966126, 1.645682210914122]","[-0.4290483, 1.0146104, 0.42231098, 0.34509483, 1.0702599, 0.72532, 0.09145763, 0.5058787, 1.2340326, 1.321216]","(10, 2)","[-1.077307105064392, -1.5536587238311768, -1.2415080070495605, 0.7740408778190613, 0.44849562644958496, 0.007325857877731323, -0.8920937776565552, 0.483167827129364, 0.3156117796897888, 1.6375985145568848]"
39,"[-0.12378478423108075, 0.9491369505089282, 0.6007481699702958, -0.820814645641097, -1.45030813379365, -1.3368299005403044, -0.17220820268879794, 0.5880687080090562, -0.20713407563941955, -1.009909872293798]","[-0.8326665834789205, 0.42770203431381704, 0.6580917841987213, 0.03171962886869523, -0.8248017396106548, -0.6957426568620172, -0.48811688754975413, 0.3578405254477042, 0.40278354600850125, -0.4476025218927207]","[-0.32768783, 0.36123538, 2.010252, -0.83800626, 0.11114852, 0.79159033, 1.4746997, 1.4934298, 0.17128456, 0.24631864]","(20, 4)","[-0.8226144313812256, 0.5639146566390991, 0.6182044744491577, -0.015494003891944885, -0.8046954870223999, -0.7531226873397827, -0.3871554136276245, 0.43304190039634705, 0.4136829674243927, -0.43397772312164307]"
54,"[-1.6548414401155862, -1.0923288020554764, -0.20930414280020937, 0.48050805157153986, 1.5395672153751465, 2.6580351381390885, 1.3425125521817323, 2.114649888439951, 2.759196543252524, 2.1465735566472923]","[-0.37883313991831413, -1.2204703914419042, -0.004599764558070707, 0.0992513297719262, 0.44195079527611236, 1.061092868518668, 1.5172784753711788, -0.16255086979963806, 1.6264513823013556, 1.2127117675116914]","[0.9130978, -1.4795719, -1.1735194, -1.3758329, -2.7951534, -2.2580101, -1.522741, -0.5390972, -0.43441284, -0.163276]","(20, 4)","[-0.315154492855072, -1.253744125366211, 0.0958465039730072, -0.054084956645965576, 0.4952963590621948, 1.0308829545974731, 1.3866826295852661, -0.2606704831123352, 1.597577691078186, 1.0340619087219238]"
30,"[3.6797197203677383, 2.6841988295801826, -1.355879757919341, -0.9314851555473704, 1.8615556975115024, 2.590151730329535, 1.4312375358488243, 0.6150920298430339, 0.27271521074882693, -0.30257438887931704]","[2.2680611853164563, 1.595168642486804, 0.7361818186766333, -2.257549510266589, 0.405203918100588, 1.7588772206748517, 1.0941676417778106, 0.10855137902243173, 0.09262857062372803, 0.03019481364220898]","[0.30979508, 0.4706985, 0.7387505, 0.9290148, 0.39187497, 0.2808982, 0.64236736, 1.2532505, 1.00093, -0.30149525]","(10, 2)","[1.9344533681869507, 1.5618324279785156, 1.0046329498291016, -2.0267529487609863, 0.46633854508399963, 1.8986762762069702, 1.0192523002624512, 0.3889068067073822, 0.1372745931148529, 0.08305665850639343]"
92,"[-0.47638607818833084, 0.2896693442622678, 1.2600691101965904, 1.9794712839398585, 2.3972614213846057, 1.74360811031123, 0.615770596118553, -1.260497787937056, 0.28965761125159295, -0.939215085030968]","[-0.38243733672059554, -0.29539852515135123, 0.5032605068681003, 0.9119965083142767, 1.2174331510405616, 1.3358768186032886, 0.5788943549760377, -0.02322213562795372, -1.3140956334420004, 1.1163778102008293]","[-0.6290949, 1.5978279, 0.2159019, 1.9705359, -0.5304348, 0.9285664, 0.25790387, -1.8306549, -1.8026145, -1.5221633]","(20, 4)","[-0.14248573780059814, -0.23176415264606476, 0.47217506170272827, 0.941961407661438, 1.233289122581482, 1.2554458379745483, 0.3975469470024109, 0.05609343573451042, -1.3920581340789795, 0.8044718503952026]"
52,"[0.4185223717210336, -0.7013853601343594, -0.06192313177101827, 0.011469453908906357, -0.4105014783487351, -0.28678503085709656, 1.0889963254811568, 0.9104242384465742, 0.40873433318946123, -2.1422188209835333]","[0.8040690876680198, -0.641444788769282, -0.9512161844884088, 0.07843328481265055, -0.1552237386591016, -0.5268929346923581, -0.2334979932757685, 0.8195753103395942, 0.052985821611658324, -0.25878419145174414]","[0.28193042, -1.3761919, -1.066246, -0.17747153, 0.017690541, 0.16727103, 0.37787032, 0.7698234, 1.214765, -0.1940623]","(10, 2)","[0.9438633918762207, -0.3748903274536133, -0.7620072960853577, 0.29011619091033936, 0.04277709871530533, -0.4270218014717102, -0.1678648144006729, 1.1470950841903687, 0.16481579840183258, 0.17662490904331207]"
86,"[-0.6597796119947241, -1.3459889959585982, -0.7114255402078072, -1.0230528737738915, -1.4463509436814377, 0.37292661399897864, 1.444459644565084, 1.1575064800879824, 0.9256016173664637, -0.39227314322700135]","[1.0035803761355615, -1.4325782775888014, -0.1972508535243884, -0.18690639143952117, -0.7320855078211586, -0.5730856428688758, 0.8436166750556108, 0.6563974101029619, 0.3218549328239536, 0.4478954155965015]","[1.1700805, -1.3957694, -0.8226384, -0.76612633, -1.1282088, -1.3224897, -2.225467, -1.9453852, -1.1089149, -0.019385865]","(100, 20)","[0.6165082454681396, -1.0864810943603516, -0.3639831840991974, 0.1335262954235077, -0.7295719385147095, -0.6979197263717651, 0.9747823476791382, 0.780465841293335, 0.3989191949367523, 0.35050341486930847]"
81,"[-0.5811029134529359, 0.4310004762787655, 0.6375594550160434, -0.18088458138817717, 0.11779146978495952, 1.0227561550962823, 0.8887016571627435, 0.16692453209748487, 1.3827431017558145, 2.904046528960264]","[0.34705022487489934, -0.6592954249658236, 0.7647819225303542, 0.13046455534006848, -0.3059316163431158, 0.30868707299182974, 0.7327524622640604, 0.29925864246952394, -0.08338426004351966, 1.2809102722522356]","[-0.13948701, -1.7351452, -0.4708547, 0.00839714, -0.9194833, 0.94898766, 1.7626288, 0.11260976, -0.73624843, 1.7118162]","(50, 10)","[0.17243309319019318, -0.5591414570808411, 0.7685778737068176, 0.20236267149448395, -0.44804924726486206, 0.1978672593832016, 1.004396677017212, 0.11952261626720428, -0.31213080883026123, 1.2649476528167725]"
93,"[0.20159081728108763, -0.832456530206572, -2.34844928464669, -2.406744084546449, -0.626592421845463, -0.004427805454655487, -0.28116451627828387, -0.6482656161166611, -1.5171044233122044, -3.143487794109255]","[0.595424953252961, -0.21354165075029516, -0.6627042494130758, -1.6853620546989365, -1.1050245879281169, 0.2366410515033153, -0.08846207416375293, -0.23876621576282497, -0.4213096374250091, -1.099191184232291]","[0.20815419, 0.8915555, 1.7941153, -0.8366777, -0.68048084, 1.0542551, 0.4922059, 0.2574413, 1.3461885, 1.4715788]","(10, 2)","[0.30098727345466614, -0.3008516728878021, -1.0794737339019775, -1.4294480085372925, -0.9523825645446777, 0.6533231139183044, 0.350237101316452, -0.6260517239570618, -0.7489615082740784, -1.1695383787155151]"
26,"[-2.137207159941018, -1.548716462312171, -0.4097235362139258, 0.09950230877584003, 0.3047697198963778, 0.3717224578572047, -1.0782700431902128, -0.9204881218738453, -2.2284802823007532, 1.6278903209138331]","[-0.48619488694345114, -1.6747748323959941, -0.338907236118058, -0.03060431472841682, 0.10041403696044433, 0.22427383995143632, 0.19228911946860272, -1.1309945845017988, -0.15645906534328202, -1.8486374035991957]","[-0.41906124, 1.0872198, 0.7917675, 0.9212986, 1.2320279, 0.69715005, 1.0013645, 0.42452312, 1.5257139, 0.22841127]","(20, 4)","[-0.7108640074729919, -2.025398015975952, -0.5581743121147156, -0.1878010630607605, 0.2982010245323181, 0.31586235761642456, 0.1566041111946106, -1.0222687721252441, -0.2502366900444031, -1.4699761867523193]"
25,"[1.080499510070525, 2.050462369521346, 1.1660135123636166, -0.11025214627619051, -0.8275167082373214, 0.29475418043174917, 0.8726591148291903, 1.0289695655039972, 1.7528068465108266, 2.38007842498586]","[1.3557094127976588, -0.029052082451668126, 1.4487197991807568, -0.11672111117880979, -0.5354971588010836, -0.5782910618128979, 0.4994290488421691, 0.36414371129540474, 0.4366384865607027, 1.0805702505069752]","[1.9579066, 2.2278557, 1.3608601, -1.0144074, -2.654816, -0.207481, 0.4128634, 0.23950669, -0.65720314, -0.7075804]","(50, 10)","[1.59522545337677, 0.15039663016796112, 1.5618029832839966, -0.03032030165195465, -0.4309544563293457, -0.6930220723152161, 0.9353822469711304, 0.2870662212371826, 0.5124569535255432, 1.0004011392593384]"
70,"[1.1041198434913908, 2.498722261475809, 0.7070132528875621, -0.37924950941900215, 1.2425046147542027, 2.703513984021721, 1.785425395293896, -0.8307463292078725, -0.7578664514622202, 0.023382765994171464]","[0.8786424197861102, 0.33478203392715566, 1.8273816201602098, -0.6856174928875278, -0.16250260818279144, 1.4244340097738206, 1.3099280987326258, 0.44909152869463953, -1.2184724638836528, 0.15454459949567922]","[-0.45981556, 0.43425664, 1.944187, 0.8170424, -0.91870594, -0.40439677, -1.6889791, 1.6935527, 1.7630827, 1.1163865]","(20, 4)","[0.5980530977249146, 0.1344517469406128, 1.6139168739318848, -0.705620527267456, -0.4841412305831909, 1.221096158027649, 1.5053516626358032, 0.21827775239944458, -1.0585144758224487, 0.030384153127670288]"
80,"[-0.5613858153862623, -0.790461367838833, -1.0409663342353854, -0.5568659070484537, -0.5045889880848211, -2.70230625342549, -1.7096012135254275, 0.5860291433465896, 0.6817901070537535, 0.15430797407978392]","[0.6363220475105552, -0.8645520132644269, -0.30950265344731037, -0.6585186266447235, -0.13649868971573442, -0.3112248078802307, -2.3493995155345595, -0.1597158148071387, 0.894719307759013, 0.03574995230204431]","[1.303896, 2.4429138, 2.7582178, -1.2004546, -2.2883596, 1.1207051, -0.9980728, -0.9826148, -0.80288184, -0.7172686]","(50, 10)","[0.7246075868606567, -0.9506028890609741, -0.2987957000732422, -0.7222105860710144, 0.18573009967803955, -0.2124989628791809, -2.4474716186523438, 0.016609370708465576, 1.135678768157959, 0.17988193035125732]"
67,"[-0.10932086797793605, -2.3759584597037526, -0.27903187809677243, 0.9552127848679067, 0.16574953757049932, -0.9983664309168176, -0.9120398214521346, -0.9474899843698715, -1.1983056533258027, -0.31428371150315515]","[1.677251500460844, -1.3381555354713945, -1.6499418965888388, 0.9848224469504184, 0.574648424143449, -0.31396009010545733, -0.8387154765409149, -0.2575028753972636, -0.5336929427077995, -0.650181409163805]","[-0.09324642, -0.9964801, 0.60252213, -0.41593644, 0.25447083, 1.1154611, 1.1205276, 1.041381, 0.18809745, 0.96729267]","(10, 2)","[1.7975904941558838, -0.8732520341873169, -1.9213111400604248, 1.2258799076080322, 0.8787411451339722, -0.370594322681427, -0.8367627859115601, -0.3380446434020996, -0.6376436948776245, -0.7312108874320984]"
37,"[-0.7320107824784348, -1.334873221862436, -2.830270727999395, -2.171825700352501, -1.1699072417331753, -0.9083298934746911, -0.6531089742269618, 0.1716358428829503, 1.420182219659508, 1.505674042252934]","[-0.2849852189977527, -0.3586198509100228, -0.8806465713955552, -1.8900262181605831, -0.4361124281334561, -0.27270423012927714, -0.39270457700217143, -0.1858217861455479, 0.4259991456128711, 1.1052115674301346]","[0.6096802, 0.92799795, 0.46660462, -1.3247105, -1.8450217, -1.722711, -0.05847484, -0.860276, -2.0019743, -0.8718004]","(10, 2)","[-0.19663766026496887, -0.22505030035972595, -0.749925971031189, -1.7906593084335327, -0.3504907786846161, 0.0012908577919006348, -0.14619144797325134, -0.04680529236793518, 0.40426960587501526, 1.2197394371032715]"
85,"[0.783565604740575, -0.23128560047596272, 1.245591134008775, 0.5255730375733589, 0.13670485802958854, 1.2243003148685252, 0.5537325694994476, 0.5876690299764378, -0.9171186822264674, -0.23122972465852398]","[1.0985822034907746, -0.5842846582186091, -0.45732384995737785, 1.0275570656294004, -0.4184386889606946, 0.038510748547272045, 0.857630731623199, -0.24453221268235925, 0.38278879171452673, -1.2341201752044242]","[0.5702204, 0.13400164, -0.521728, 1.0059981, 0.44492868, 0.2778607, 1.1777451, 0.49907523, 0.06621208, 0.003162099]","(100, 20)","[1.187742829322815, -0.6272891163825989, -0.5084153413772583, 1.1279853582382202, -0.5740726590156555, 0.19790546596050262, 0.9350503087043762, -0.33376210927963257, 0.4580901265144348, -1.2163723707199097]"
44,"[-0.5056082778797509, -2.0875265911689587, -1.0587424355010804, -0.5779309381379442, -0.9511686886023605, 1.2944907615656183, 0.7781956316766037, -0.40165013354457113, -0.7305511989994586, -1.953595362675893]","[0.9066305752729582, -1.220804902115266, -1.24685542134551, 0.05879457662006826, -0.28627994091444703, -0.5946582445800904, 1.619375445852434, -0.2692493333530508, -0.43113926174704276, -0.3794094163824284]","[1.4133674, -0.29821622, -1.6598127, -0.46302903, -0.34752092, -0.8637669, 0.6521551, 2.0701008, 1.458981, -1.4010406]","(20, 4)","[0.9471496343612671, -0.7650763988494873, -1.404961347579956, 0.19346413016319275, -0.2569262683391571, -0.5357093214988708, 1.7566280364990234, -0.47738316655158997, -0.41686511039733887, -0.18889012932777405]"
35,"[-2.223263267222157, -1.989672094441333, -1.4150748145182186, -0.8212655795011936, -2.2398976210908645, -1.2718568869535694, -1.2471422397079532, -1.0991395277809057, 0.5467537183927864, 3.2757550208821042]","[-1.9144632941528266, -0.7639407053194665, -1.2385702298982444, -0.5290778804603011, -0.3257706631586668, -1.878302511343735, -0.00043389802398674515, -0.9843454054857377, -0.47419849038116746, 0.9173528529143877]","[-1.5455439, -2.2288468, -1.7860419, -1.0031708, 0.06412889, -2.9811244, -1.1831803, -1.4894291, -1.2144138, 0.71356857]","(100, 20)","[-1.8006510734558105, -0.70195472240448, -1.0985785722732544, -0.6507205963134766, -0.5232338905334473, -1.85512375831604, -0.24177798628807068, -1.0367672443389893, -0.6205670833587646, 0.922664999961853]"
50,"[-1.1074164950471894, -1.667247989755705, 0.19933135239435407, 2.6694384717533595, 0.5175092354803723, -3.05929763846666, -2.1261798332655144, -1.5593888249869532, -0.17739849212898062, -0.0876300162353374]","[-1.294546947347922, -0.23660740117292256, -1.0893862621223604, 1.1065212946828797, 2.135269274893738, -1.0983658675986212, -2.767990953569546, -0.07843375280379772, -0.6458314683957294, 0.5954661034302408]","[-1.9471375, 0.9696401, -0.71274173, 0.6797322, 2.3090806, -0.4982653, -1.3005718, 0.24379171, 0.12357306, -0.3598729]","(100, 20)","[-1.2075934410095215, -0.42957931756973267, -1.194124698638916, 0.9118066430091858, 2.4810218811035156, -1.6841156482696533, -2.566789150238037, 0.19412246346473694, -1.1610057353973389, 0.7192299962043762]"
60,"[0.9526084233240861, 0.08244639626527595, 0.7032575939323291, 0.9462779478182216, -1.4780112925573055, -0.929984919829518, 0.30529261319500667, 0.7760026384822799, 0.49816301967014687, -0.9583953158693476]","[1.3741617108691773, -0.10197888306584102, -0.18363411824272108, 0.6623081591677501, 0.3771236888739974, -1.7332503232646692, 0.2682474062920792, 0.45503369845356384, 0.42305677290189525, 0.04595024273991749]","[0.497674, -0.5328956, -1.4417261, 0.7197468, -0.45675838, 0.19794777, -0.26202506, 1.4047122, 1.3181455, 0.21117999]","(20, 4)","[1.444539189338684, 0.028669551014900208, -0.1948399394750595, 0.776070237159729, 0.36026978492736816, -1.7023423910140991, 0.21507446467876434, 0.7181017398834229, 0.3852924108505249, -0.09657470881938934]"
61,"[-3.057948799466865, -3.963349443448349, -2.2110460710511606, -1.0383298758388935, 0.3293943821787133, -1.067748810281296, -2.149024809062282, -2.0398062169834312, -0.14888278236076757, -0.21845981564460837]","[-0.8349129540036259, -2.401717789180623, -1.766064530845529, -0.5122459526614727, -0.44357341720360827, 0.6633123152393554, -1.43046689539637, -1.05911080225231, -0.9059390981130855, 0.5836529066401555]","[0.46325874, -2.707617, -0.18533237, 0.37018052, 1.0352813, -2.096119, -2.1770756, -3.5569131, -2.5120077, -0.6943444]","(50, 10)","[-0.48416703939437866, -2.9589638710021973, -1.5157756805419922, -0.3032388985157013, -0.2798568308353424, 0.6862238645553589, -1.630650281906128, -1.04594087600708, -0.8427472114562988, 0.5699381828308105]"
40,"[-0.36836396144562705, 0.06519317265661737, 1.635751843033155, 2.449605719636047, 1.5483543694146185, -0.8292807918568593, -0.32969365633440273, 1.8825053392083313, 2.7088104746043307, 1.0906967238931284]","[-0.5812837482297675, 0.226224708679752, 0.0442845071764584, 1.4762977079687007, 1.1850672469092574, 0.28909878946252787, -1.2818477371684764, 0.4883483842176247, 1.5959226716040207, 1.308324075565386]","[1.1963533, 1.9888809, 2.373768, 0.250959, -0.9622941, 3.5407267, 3.3929498, -0.30558562, -1.4997663, -0.25263917]","(10, 2)","[-0.4853922128677368, 0.4884399175643921, 0.10786384344100952, 1.3310422897338867, 1.290606141090393, 0.37339818477630615, -1.518155574798584, 0.6041891574859619, 1.3503077030181885, 1.4335414171218872]"
59,"[0.49104831094266865, -0.8048544390998214, -0.024775232916586676, 0.6952599203292249, 1.9603310146283763, 1.547732630353295, 0.6385240670328055, 0.6746580949314387, 0.3768624967118318, -1.8612362572169527]","[0.21564556273037777, 0.4825847242848753, -1.0545777689510576, 0.5001076047949539, 0.4999196948776145, 1.3560457713089817, 0.41113479830049615, 0.035423764061565666, 0.5012348020362117, 0.06843656085165595]","[0.46161768, -0.37667966, -0.44330403, -0.39151382, -0.048138887, 0.0130993035, -0.24067816, 0.13530655, 0.77963907, -0.18909243]","(50, 10)","[0.2183874547481537, 0.5649601817131042, -1.0937477350234985, 0.5588359236717224, 0.4753127098083496, 1.4376264810562134, 0.5300273895263672, 0.09223461151123047, 0.4673117399215698, 0.07820695638656616]"
71,"[0.9522399840519237, -1.169532400658353, -1.4476195133811665, -0.0609618985288381, 0.739031087695927, 0.5808766494264185, -1.7593410788728847, -2.721187982436676, -1.6816344238498644, 0.05833687127702186]","[0.3916491396695264, 0.6767825236101027, -1.9016089294579848, -1.0084941712695954, 0.16790582485393865, 0.37983954657017627, 0.2546485506876595, -2.182880776653604, -1.93152486974583, -0.7169187551720638]","[-0.25595814, -0.6113452, -0.3637114, -1.7450546, -2.0086854, -0.93401605, -0.209108, 0.058437154, 0.13415152, 0.9891888]","(10, 2)","[0.22764015197753906, 0.9210869073867798, -1.5797908306121826, -0.3121315836906433, 0.3812926411628723, 0.5986844897270203, 0.20300568640232086, -1.7594608068466187, -1.2361024618148804, -0.17764972150325775]"
