seed,True,ARMA,Informer,Informer_para,RNN
31,"[-0.2961286904765348, -0.6336096511314683, 1.0251329346676603, 0.8600392488685231, -0.11189223653348883, 0.11324071608822323, 0.9080759866243711, 0.41638558378421137, -0.27700348089556404, 1.2447834539866645]","[-0.2675527565632014, 0.14081538535483745, -0.5111042131467308, 1.2299881847894252, 0.029535128252555443, -0.3426611026890122, 0.24639982591373452, 0.6614592379435917, -0.12217859368285405, -0.3091535096138941]","[0.7809867, 0.87178254, -1.183706, -1.0958579, 1.8051218, 0.79525065, -1.5341973, -2.7381363, 1.648385, 1.7008816]","(10, 2)","[-0.23419079184532166, 0.3169531524181366, -0.694835901260376, 1.2685155868530273, -0.21566590666770935, -0.19491204619407654, 0.21721431612968445, 0.41779235005378723, -0.10760894417762756, -0.33569100499153137]"
22,"[0.9349710626244665, -1.0079803653464618, -2.2617010906704964, -2.5296775664849687, -2.1989700420724487, 1.0566217251543857, 2.9441932554597017, 1.7987345947809725, 0.7229064106424254, -0.22990473319400817]","[1.2545323584479693, 0.014749312019428584, -1.1410156448155417, -1.2848419367211983, -1.116619712721161, -0.8159186639846063, 1.820548948682597, 1.639719028598619, 0.16227139220006104, 0.0571184187179008]","[0.08284455, 1.7977738, 0.2005607, 0.34939778, -0.26166523, 0.43546888, -0.5740769, -0.4724322, 0.81528103, 0.29658845]","(10, 2)","[1.5031681060791016, 0.13242048025131226, -1.2791743278503418, -1.206630825996399, -1.0938525199890137, -0.7433542013168335, 1.495712399482727, 1.8208814859390259, 0.07813608646392822, -0.00780177116394043]"
32,"[0.8919009554410655, 0.3430863057232868, -0.8331640162756686, 0.1995299285292902, -0.014756781712837341, -1.0446170315563479, -1.2185155412428688, 0.4021040272206776, 1.4225012729638218, 1.6394346542640252]","[1.0708670033078274, 0.045295010634492594, 0.03639834552131513, -0.8345627503645376, 0.6962977496386662, -0.31022366132304036, -0.7965547439488251, -0.4934608792273786, 0.8607952962943064, 0.8267061307131363]","[-0.9224558, 0.36015686, -0.24753729, -0.82300496, -0.86160415, 0.18222973, 0.39262673, 0.28581414, -0.6069989, -0.86800987]","(50, 10)","[1.02858567237854, 0.34069740772247314, 0.08288420736789703, -0.5441632866859436, 0.30697065591812134, -0.08681873977184296, -0.5472233891487122, -0.5175061225891113, 0.6016867160797119, 0.9542338252067566]"
20,"[0.8896314159026872, -0.5813853203745856, -3.07725423138906, -3.178129315348814, 0.0009961796221158448, 0.4946515920223329, -0.9000429254088452, -0.9231928517859458, 1.8351160477986588, 2.4359315456730197]","[0.31697806608333295, 0.23955308459080216, -0.8252315520117297, -2.207631120266667, -1.119152866533463, 1.2586714568753656, -0.062132995037134986, -0.8855618299821835, -0.22463208841360643, 1.924961402585053]","[0.18417591, -0.6968466, -0.5589136, 0.4839014, 0.98297316, -0.081593424, -0.28761616, -0.62850314, -0.10823448, -0.43886313]","(10, 2)","[0.44893330335617065, 0.5486987233161926, -0.7142502665519714, -2.021627187728882, -1.4283149242401123, 0.6800039410591125, 0.2705111503601074, -0.8797956109046936, -0.4084891676902771, 1.4546759128570557]"
28,"[0.523710630683018, 0.04752838082399702, -0.12177348507794875, 0.026768672560152126, 0.3361239468267235, 0.22293268048079945, -2.111120066759831, -0.4133371844290823, 0.5128633588881688, 1.8524875363268667]","[0.6964075809833349, -0.010083503945174377, -0.11412976140365327, -0.08651596914252752, 0.09020151778366658, 0.2651784074899317, 0.010131085107810134, -1.9771454024180148, 0.9265166918163132, 0.28213090777945427]","[0.40987706, 2.0307865, 2.0544982, 0.39307895, -0.34452218, -0.5596314, -0.640809, 0.48455814, 0.3605536, 0.20484847]","(50, 10)","[0.6138384342193604, -0.09959816932678223, -0.14553838968276978, -0.0825062096118927, 0.013346850872039795, 0.1405973732471466, -0.03981029987335205, -1.7816933393478394, 1.0034657716751099, 0.19914710521697998]"
55,"[0.9385057848644893, 0.4611060020433973, -0.7800011553020153, -1.16336574100135, 0.24006685469578415, 0.9343065873976425, 1.7347838283635246, 1.392368765525556, 0.9443571039674578, 1.4741979605798183]","[0.01919977144050522, 0.9445939943766618, -0.19160403014056093, -0.7725985027704652, -0.5591570283854266, 0.7551200249281451, 0.5078446919972052, 1.136495259810522, 0.3652250066196633, 0.3369149255735505]","[-0.48618022, -1.0588398, 1.9417728, -0.4654306, -0.57942027, -0.27247113, -0.74111354, -0.6910329, -0.86724395, -1.0575095]","(50, 10)","[0.03285958617925644, 0.8768355250358582, -0.10771168023347855, -0.8449331521987915, -0.7638882994651794, 0.6601698994636536, 0.6430119872093201, 1.14713716506958, 0.6015030145645142, 0.5300268530845642]"
19,"[-0.7112980372260169, 0.5369460039820787, -0.2239064927329748, -0.6714163521295253, 0.15471560840418275, 1.626880414522232, 1.7047193560827267, 0.47754033762371034, -1.840320257066993, -0.9194332307565033]","[-1.454298790492691, 0.0624549902523136, 0.669018961881592, -0.5750900989990226, -0.3502980217424175, 0.44819568901649687, 1.2708731445751178, 0.6446279925355589, -0.2770818606459697, -1.7052968532178858]","[-1.1391597, -0.7043681, 1.0988814, 0.29229796, -0.14606397, 0.46466574, 1.1106181, 0.82414395, 0.29474947, -0.15499935]","(100, 20)","[-1.687260627746582, 0.034613270312547684, 0.424961119890213, -0.5605169534683228, -0.3585672378540039, 0.2700400650501251, 1.2645617723464966, 0.6740121841430664, -0.371209055185318, -1.7215585708618164]"
78,"[-1.786411214463587, -1.8354435815308485, -1.2823137440676615, -0.3262719890789862, -0.9540302994008945, 0.005323301806313019, 1.7321971066872592, 1.8547066062348914, 0.4942234998395071, -1.5670137052905864]","[-0.674789029189929, -1.1568657175248143, -0.9246396675123958, -0.5123314281704237, 0.0765796076367032, -0.9040122022991512, 0.5647762120183046, 1.3221754808728161, 0.804453646652284, -0.14498520812009277]","[-1.3690166, 0.32268548, -0.062070407, -0.2062069, 0.11877237, -0.32594684, 1.5641191, 1.7371353, -1.2508885, -1.0451071]","(20, 4)","[-0.7057919502258301, -1.274759292602539, -0.7794876098632812, -0.6790330410003662, -0.04088979959487915, -0.8431085348129272, 0.11706125736236572, 1.2812354564666748, 1.1911098957061768, -0.32891228795051575]"
2,"[1.117955292270915, -0.5518213055246787, -1.8093663247008356, 0.6038570961881811, 1.7866471785563718, 0.9735819005629688, 0.6416274664424011, 0.07042582739030706, -0.18387678254019418, 0.10128451690205971]","[-0.15190144148019213, 0.7659468546665001, -1.0723893314947321, -1.0744256727534076, 1.433569264241069, 0.9164594307250928, 0.008543065285985252, 0.26322416574415114, -0.22021599527445368, -0.11102642785288429]","[-0.19226697, 0.5828808, -0.44540948, -0.6613977, 0.992761, 1.4773113, 0.952258, -0.3263244, -0.5747245, -0.40106428]","(100, 20)","[-0.16661913692951202, 0.8207588195800781, -0.9944654703140259, -1.4480525255203247, 0.9433099031448364, 1.2717413902282715, -0.1707354635000229, 0.18203188478946686, -0.27794283628463745, -0.31513023376464844]"
8,"[-0.1459271072689517, -0.39088531478562016, -0.38063486707447913, 0.08866428006592048, -1.0456591362723784, -1.7036151373825725, -2.0873723395931476, -0.6757411489484053, 0.29169593142698025, 0.310696188212238]","[-0.015614548841277082, -0.17930241731321095, -0.22761894312515607, -0.14237562011668342, 0.22756952080995563, -1.0422649249197877, -0.780998356589522, -1.0972750190895795, 0.37338283437187825, 0.23196248186598198]","[-0.13182932, 0.57170016, -0.45758703, 0.14963585, 0.4074007, -0.60927117, -1.6153075, -2.0884948, -1.2142068, -0.85823697]","(100, 20)","[0.1443178504705429, -0.2851065993309021, -0.2625011205673218, -0.12219494581222534, 0.2924482524394989, -1.0534322261810303, -0.6826862692832947, -0.9682918190956116, 0.3436393141746521, 0.20508626103401184]"
83,"[-0.6545817741299405, 1.434024738276674, 0.34749362506855164, 0.5199948567396283, 0.721188136451574, 0.43640808211075144, 1.45987711423287, 1.1287010228834997, 1.2488000179907937, 2.319392260813648]","[-0.522174457218974, 0.27622257475845047, 1.342776828463979, -0.6297091169640003, 0.5615262322906871, 0.25777126146290946, 0.05826696061532441, 1.0999153474479924, 0.12378776999016444, 0.6801486780069295]","[1.0541668, 1.8386235, 4.2334247, 4.2071514, 0.39928794, -1.7619526, 0.429205, 2.877988, 1.8428204, 1.1177142]","(10, 2)","[-0.6717727184295654, 0.29511258006095886, 1.4712271690368652, -0.6326491832733154, 0.6818270683288574, 0.368348091840744, 0.12136361002922058, 1.2438225746154785, 0.1523301899433136, 0.7554636001586914]"
17,"[1.9776637326387456, 2.2808021325809653, 2.317044702502045, -0.7175141667587497, -2.1281041285195292, -0.8441584517729043, 1.7475194681679131, 1.3316694908239595, -1.3700210622760884, -1.811697341144787]","[1.156218373636755, 0.6947561258027226, 1.1927028964731252, 0.9360993840860329, -1.5657279365541836, -0.9571450470604014, 0.19501390176518796, 1.6099732135787765, 0.015507159076137977, -1.4957714905997983]","[1.1807978, 1.9290609, 3.1930172, 3.0723488, -1.6388888, -1.409818, 0.62010443, 1.4998132, -0.076497465, -1.1435193]","(100, 20)","[1.1506508588790894, 0.6798213124275208, 1.1530721187591553, 0.9016484022140503, -1.561927080154419, -0.8522211909294128, 0.15198791027069092, 1.6766576766967773, 0.0016471147537231445, -1.3767175674438477]"
41,"[2.018166804797763, 0.26567622443363115, -0.9204996471380374, -1.0915786321448933, 0.09451775061611134, 0.31135675102023463, 0.4124258015615632, 0.7819182881710262, -0.06601750429049408, -1.0093415460830055]","[1.3271865846138056, 1.263780137117525, -0.7674561645015447, -0.6235334351298745, -0.48828947810733353, 0.5594706410122898, 0.05697221970524784, 0.2554370235623691, 0.4849397830804102, -0.4451383881405852]","[-0.52633256, -0.43531883, 1.3180944, 2.0802653, 2.1258028, -1.3092802, -1.1281861, -1.357264, -0.3356054, 1.0838746]","(10, 2)","[0.9408919811248779, 1.3427907228469849, -0.9603176116943359, -0.8308995962142944, -0.6249027252197266, 0.5011928081512451, 0.26544490456581116, 0.5110924243927002, 0.5239332914352417, -0.4795713424682617]"
33,"[0.051313360279217346, -1.1941266547350573, -0.49330191249584987, -0.2879651952912808, -0.38518271615872435, 0.910538106739884, 1.4459594473898747, 0.3573531292499716, -1.7438237471703844, -2.374942746444699]","[0.4097985266716356, -0.17173175150652284, -1.0501283735718405, 0.22027721194958494, -0.31000872932497614, -0.21573705141261423, 1.0197690331607996, 0.7174272412051679, -0.2110377928614669, -1.5237013860268767]","[-1.0047711, 0.04402338, 0.58554316, 0.6961338, 1.0486135, 0.8173971, 0.53826463, 0.76293015, 1.2527615, -0.4800633]","(20, 4)","[0.3530760109424591, -0.14718303084373474, -1.101169228553772, 0.037468165159225464, -0.2948468029499054, -0.26913830637931824, 0.7499212026596069, 0.8521734476089478, -0.28827396035194397, -1.5139280557632446]"
4,"[2.067124107644449, 2.5686384206666197, 1.548636252558472, -1.8934739577779094, -3.0603493921538383, -1.5460546475415136, 1.6060580025500382, 1.0334052925338875, 0.1531615255673301, -0.9281370649952224]","[-0.6934151272640436, 2.3776218575252788, 0.7741830902158584, 0.3963862696822936, -2.2678525610233167, -1.3138441467792836, -0.02747901729369928, 1.8765519377017443, -0.26561020302204796, -0.041675644605451284]","[-1.0878544, 2.0271976, 1.3696777, 1.6699164, 1.2589968, 0.5924501, 0.6054636, 2.110615, 0.37190834, -0.20891525]","(100, 20)","[-0.8474225997924805, 2.1002097129821777, 1.5596452951431274, 0.7630273103713989, -1.8151321411132812, -1.3768898248672485, -0.1765020489692688, 1.6023787260055542, 0.31119969487190247, -0.1161605715751648]"
6,"[0.8053994409555097, 0.8856414169249209, 0.4943224239362206, 1.7995936753740582, 1.7673214780165216, 0.6334584440749447, 1.8001778240967057, 0.22129878296870098, -1.9224282693789516, -2.283598234786646]","[1.1541817622107653, 0.28073871009764134, 0.46523209629729423, 0.00660115850473994, 1.5086673621888056, 0.4808786174208332, -0.1226396265682021, 1.5264069482365221, -0.9426061774389248, -1.4269596304347576]","[0.8265522, -1.1150002, -1.2779826, 0.6218514, -0.59158564, -0.816077, 0.6499739, 0.26727822, -0.27067116, 0.52373356]","(10, 2)","[0.7306479215621948, 0.49661698937416077, 0.29208555817604065, -0.01452028751373291, 1.4245799779891968, 0.5587981939315796, -0.3164248764514923, 1.5469616651535034, -0.8965975046157837, -1.2896101474761963]"
29,"[-0.3838494298390033, -0.8209339735103687, -0.29288624789992923, -0.0011933479864128516, -0.21558756453364483, -0.17361018908784606, 1.3877131053933396, 2.1533300994088713, 0.6818409273858781, 0.9164525058305746]","[-0.6444171644428858, 0.13447758071923782, -0.780661098213375, 0.28706017567068354, -0.0907570427572727, -0.1596847561649396, -0.04078152977932764, 1.3872118206961348, 1.0713009097000374, -0.3327560713990486]","[-0.9577922, 1.9350275, -0.66074514, 0.56138223, 1.2269064, 0.21525942, -1.2150813, -1.5794274, -0.78328663, -0.3472001]","(10, 2)","[-0.5080316662788391, 0.02671891450881958, -0.7671101689338684, 0.32729214429855347, -0.11455434560775757, -0.046905696392059326, -0.043840110301971436, 1.4394335746765137, 1.1394414901733398, -0.3168940544128418]"
63,"[1.5183510787843302, 2.3937143568473545, 2.5425282829933686, 0.6313434942478507, 1.2377169419351737, 0.15686896505073666, 0.02589841203218335, -0.08404419849605466, -0.5951041478727183, -0.5938219288017121]","[0.3674664350881277, 1.2091005911550354, 1.3073123433941114, 1.2267656016689017, -0.4572692954768485, 1.1474626468344176, -0.5715000252853468, 0.21877239389736933, -0.16568949982967976, -0.43906850559469146]","[0.014862753, 2.1529052, 2.361654, 2.3714693, 0.58069086, 1.9202393, 0.099711366, 2.031037, 1.7471448, 1.211513]","(100, 20)","[0.43151727318763733, 1.2542145252227783, 1.5557395219802856, 1.446426272392273, -0.5168018341064453, 1.2917871475219727, -0.5735349655151367, 0.4066261649131775, -0.29612281918525696, -0.5968477725982666]"
3,"[-0.8002904057913294, 1.0290506471787033, 0.44813717880772275, -0.652453653396722, 0.3549254962682892, 0.049329357131917106, -0.3098622573180623, 0.18935398431869174, 1.87114900921887, 1.0091447266623186]","[-1.2886888740566862, 0.24135002736395833, 1.05012781288705, -0.26500834712459487, -0.6084618280186398, 0.714278362613648, -0.3112934910452034, -0.17610509300283525, 0.31681727635132906, 1.4903414289545136]","[0.5622361, 0.9631098, -0.27514926, -1.4767098, 0.25362068, 0.76030594, 0.48584092, 0.95885, 0.63436764, -0.6138603]","(20, 4)","[-1.3200907707214355, 0.5226094722747803, 1.2016150951385498, -0.26500487327575684, -0.7136619091033936, 0.7852737307548523, -0.39906787872314453, -0.2516830563545227, 0.2966487407684326, 1.6705880165100098]"
27,"[0.5433834014821325, -0.2813752169572461, -1.6507690638399892, -0.5392228109744919, 0.0358458019989249, -1.3523093968168916, -0.28370180807418044, 0.4866379650562555, -0.9807717619087977, -0.8254637564587508]","[0.5743737551420518, 0.14440912969146297, -0.4286094610866067, -1.33224326962273, 0.4118313956896023, -0.13123660571344994, -1.3135848059827064, 0.6455335423134319, 0.1503724050584376, -1.1587534149996344]","[-1.5066259, 0.42400804, 2.1674197, 1.2062863, 0.68515694, 1.5404174, 1.2458485, 0.6856016, 0.43436453, 0.6835228]","(10, 2)","[0.6459431052207947, 0.016495943069458008, -0.1518573760986328, -1.1938716173171997, 0.18553054332733154, 0.4019010663032532, -1.3108197450637817, 0.5537595748901367, 0.2233668565750122, -1.0387786626815796]"
53,"[0.8606487645789926, -0.698624895079477, 0.3247693823306157, 0.2561256273314433, -1.4423109666184164, -1.363886937991038, 0.4991661019370947, 1.0112286877495094, 1.585008755485581, 0.21626299717768338]","[0.2650488139841446, 0.6058523686803905, -0.9881464763981362, 0.8361351923372895, -0.2059925374908423, -1.1845666400380905, -0.42464511280275075, 0.7537517913568995, 0.4249861728297775, 1.0528462670767704]","[0.6323985, 1.4597927, -0.44138426, -0.15076031, 1.524555, -0.55754364, -0.45588863, 0.4292262, 0.2712252, 0.14181587]","(20, 4)","[0.22580644488334656, 0.45520952343940735, -1.1973490715026855, 1.0039377212524414, -0.26249316334724426, -1.2338006496429443, -0.4393695294857025, 0.7872400879859924, 0.3205936551094055, 1.0943059921264648]"
13,"[1.4793128611023205, 0.591042788834431, 0.3477782217475577, -0.806349611187325, -0.9062769035464382, 0.05592871077716732, 0.20916445777627946, -1.3139142763056653, -2.753412723668258, -2.3515827973302845]","[1.3635882169555849, 0.39423311404448613, 0.20574807604961282, 0.17493091898737567, -0.8586789620260133, -0.2716499920349156, 0.2865482657520384, 0.00586822524030034, -1.217918064509364, -1.7062703605949012]","[-1.0113337, 0.8290126, -0.2022755, -1.4165133, -0.94509256, -0.20205382, 1.3817037, 1.2288464, 1.0855317, -0.30347094]","(20, 4)","[1.2019014358520508, 0.41402217745780945, 0.15069350600242615, 0.21759924292564392, -0.9812434911727905, -0.21259191632270813, 0.1979517638683319, 0.047479838132858276, -1.2231087684631348, -1.6205692291259766]"
11,"[1.220552242568979, 0.6384145957159848, -0.7898802092302276, -2.361363135025176, 0.13285202098126514, -0.1970077243723518, -0.0760779511015095, 0.10149436886419005, -0.7202119635367813, 0.23930190935999962]","[0.6584036723005278, 0.7042699585964356, -0.01359942979104134, -0.8429349597469535, -1.5579635429651244, 1.3253469064603598, -0.7607175112679561, 0.2957255648385991, -0.01640157604546212, -0.6518739327966119]","[1.6416355, 1.1118453, 1.1131966, -0.36855206, 0.045417033, -0.21491064, 0.35066023, -0.6739475, -0.53280836, 1.4978168]","(50, 10)","[0.9294112920761108, 0.6176849603652954, 0.11252537369728088, -1.105229377746582, -1.30652916431427, 1.1881165504455566, -0.7716920375823975, 0.23013785481452942, 0.06873133778572083, -0.8473327159881592]"
