seed,Test,True,ARMA,Informer,Informer_para,Informer_lr
51,"[1.1027938592817046, 0.34045469877338874, 0.5465650431561858, -0.012748478862714074, -0.031411042081015306, 0.18515080084438512, 1.031587476771617, 1.025435166503927, 0.8898924504433815, 1.490158626581319]","[0.41068459361253906, 0.8974515624754351, -0.10827108246432882, 0.6007005843883502, -0.3130987710568892, 0.1251383434474293, 0.12258162912067047, 0.9702966622112819, 0.540286835398286, 0.6197490327442385]","[0.4112384391879588, 0.9268472094184523, -0.10305370398374639, 0.6073487964883769, -0.30649588744523226, 0.11562360931391769, 0.13265817949005898, 0.9862707297826335, 0.5687600202262468, 0.6321585181372025]","[-1.1787131, -0.6524598, -0.3557667, -0.31999502, -1.1004075, 0.34783366, -0.27892724, -1.3842802, -0.96548986, -0.07463224]","(20, 3)",1e-06
59,"[0.39252656193441793, 0.10522439082413843, 0.5670246387022652, 0.12040436613973832, 0.19563415423037656, 0.7403999543365595, 0.7732802993362309, 1.1573201297249, 1.1896231605276943, 1.5076741635150042]","[0.8636055764672351, -0.039276226299199635, 0.12486250397373824, 0.504593386715396, -0.1318923272179597, 0.2615803178393564, 0.6096097954168813, 0.4684754016277902, 0.9230824289110049, 0.7280819460721919]","[0.816461666108865, -0.047507784937820624, 0.12649773797005207, 0.48175928851541405, -0.13584617381729236, 0.2599986820128407, 0.5790715330097835, 0.44395467433002744, 0.8867769284407311, 0.686822786686015]","[-0.16866449, 0.045127075, -0.049955342, 0.15512674, 0.7954839, 0.42265755, -0.3521975, -0.14908023, 0.72605187, -0.7651777]","(20, 3)",1e-06
40,"[-0.8047873718045049, -0.1300202701662716, 0.695905070661731, 0.37099730432246275, -0.07549416870083717, -0.9612037512661388, -1.6009695774664776, -1.7099297981413237, -0.8936570159629138, -0.12911489059261472]","[-0.8058451454567335, -0.40186479907613815, 0.07091212937179747, 0.6604490059758323, 0.04077280133454661, -0.09588056936811047, -0.9132634665820836, -1.144337844175436, -1.1377608760536058, -0.3247765779361109]","[-0.8199558092372605, -0.43559218292100255, 0.0543295858742046, 0.6459013372697743, 0.09008485979246898, -0.1095386473845856, -0.8777195447666764, -1.1766966369530825, -1.1600702090232082, -0.38149462279795215]","[0.052148037, -0.7709954, -0.94587666, -0.6443916, -0.44547963, 0.10836504, 0.75096726, 0.800553, 0.3847028, -0.18452285]","(10, 2)",1e-06
16,"[-0.8925604713988429, -0.6212528188330457, 0.5991684642228181, 1.282312738377204, 1.7892923932724853, 1.0734674101721913, -0.2954125087901368, -0.8968350856880265, -0.604867114153435, 0.1009670901745342]","[-0.5361011232371724, -0.6245099097802567, -0.3089978639429174, 0.7536673961942768, 0.9054790402800655, 1.3365528731324525, 0.405190973605965, -0.4980079955931193, -0.6478310878914668, -0.28095157020770156]","[-0.5230950291834258, -0.5854322477086389, -0.2873081554026839, 0.7398687187298916, 0.8472191841476295, 1.2864319503294195, 0.34992959010611047, -0.477955477000619, -0.6153939634570839, -0.2553779678424723]","[-0.5980567, -0.09334807, 1.009347, 0.7707706, 0.15262516, 0.5132068, -0.326438, -0.78600806, -0.7321715, -0.5010198]","(20, 3)",1e-06
25,"[0.08350745381100205, -0.8242756176951482, -1.011413625416096, -0.09363244690039896, 1.0122823555583396, -0.016629211871084237, -1.339810472310588, -2.081997936761713, -1.4947085922194965, -0.5558238426717202]","[0.32273195480336575, -0.07785852359068082, -0.7853463558998078, -0.6187404474661921, 0.21573777683269707, 0.904413467141991, -0.46883594544207974, -1.105392499589548, -1.529301686966939, -0.730057748736027]","[0.2915281236378388, -0.0727120256583958, -0.7769485537832894, -0.5867461697969076, 0.22040655504254703, 0.8845720188338586, -0.4888225475965776, -1.0627418545639626, -1.494824973045192, -0.6823006438228789]","[-0.6611834, 0.7557309, -0.21791822, -0.46803698, 0.44875127, -0.1904815, 0.19844802, 0.0008710418, 0.2309353, 0.15434934]","(20, 3)",1e-06
57,"[-1.8630088636675026, -1.0000216091411298, -0.45118413556671233, 0.5061288786413728, 0.42788040157579815, 0.9503932125234023, 0.20599477772784902, -0.7118420755422327, -0.3173799698110968, -0.8456177701374148]","[-1.2194831459856854, -1.25326729067466, -0.3733879638037998, -0.26449015366481243, 0.6383739554737791, 0.10869342383890865, 0.896046500603948, -0.24202847257412496, -0.5908278392551702, -0.021966050183511693]","[-1.2155097197327065, -1.2335699867687677, -0.41247756958700715, -0.24802946149854793, 0.5837275331810292, 0.15240100481081226, 0.8294811487473408, -0.1598719868061757, -0.6007174007110804, -0.041046758115398]","[-0.78701365, -0.3086242, -1.0899106, 0.26552522, -0.8734087, -0.82567984, -0.8930105, 0.053411245, -0.15365827, 1.2349914]","(20, 3)",1e-06
70,"[0.10693495482647092, 0.8232310013173386, 1.2053241614363102, 1.4700828560388284, 2.016568771808842, 1.2639616120501023, 0.12985046941863365, -0.5398238340701509, 0.29509613985232397, 0.6861929947714235]","[0.13230756292857776, 0.04078117336218204, 0.8028404146362476, 0.8039039541181864, 1.0681308789797352, 1.4825033323189745, 0.5227099458906149, -0.1315045035266738, -0.474071582306814, 0.532131931005731]","[0.3567188045395377, 0.23349792527740634, 0.8762148449003143, 0.7871312182529944, 1.152192737475272, 1.456510471659838, 0.7696053230840236, 0.3521856331685083, 0.002291836627803967, 0.7944142013457878]","[0.15300624, -0.039977837, 0.74176246, 0.123294756, 0.20348473, 0.06369446, 0.2181124, 0.8491885, 0.9313836, 0.47154492]","(20, 3)",1e-06
81,"[-0.11825032407236824, 0.5133704831195337, -0.12972211393461386, -0.4753794384972261, -0.9712735767247948, -1.0070699126716907, -1.206213243148309, -1.5575639861401895, -1.9123992920490966, -1.7841343264400584]","[0.7205027123815342, -0.47850168026313533, 0.7526213232511014, -0.5060327755601646, -0.2223630507171438, -0.8600920513662229, -0.5770238869885792, -0.9177012996540194, -1.0987133363131798, -1.3630426238925066]","[0.7196561155258049, -0.4644811082997968, 0.7381902300939394, -0.47770534885402804, -0.2542472210032688, -0.8591798491842481, -0.611819405486622, -0.9300345151171749, -1.1372452602511918, -1.401855751361585]","[0.6711842, 1.0223684, 0.47239092, -0.22910602, 0.65037405, 0.27855897, -0.70199573, -0.44521457, -0.7265582, -0.59435195]","(10, 2)",1e-06
10,"[-0.8772296308972455, -1.6549104396358945, -0.31582108669494224, 0.7705771338391414, 0.24377949080872308, -0.4566587265431938, -0.36452016573846713, -1.0615117756657937, -1.411526515194137, -0.40210935568612516]","[0.004444454067039555, -0.8794518579307653, -1.215184510670512, 0.2917711686403137, 0.6246915495189845, -0.06856628395076919, -0.4223755845678092, -0.15333237345456252, -0.9848455889385124, -0.9191037207248808]","[-0.047433111537786676, -0.9193540227298775, -1.249846485677626, 0.2544418943461757, 0.5648692063011543, -0.11698109558269587, -0.463614769663071, -0.19413782240074487, -1.0358956819009173, -0.9567352422979953]","[-0.122375496, 0.14348072, 0.3043065, -0.7776358, -0.06038422, 0.63114744, 0.75443333, -0.7574999, 0.89320475, 0.9103058]","(20, 3)",1e-06
9,"[1.3720358408819346, 0.1934169010522101, 0.27509356117561357, 1.1698136779493402, 0.8396187983203321, 0.07579211512231926, -0.5409942725418014, -0.7460267956586354, -0.43181432207649323, 0.5030684841082512]","[0.636904104623728, 1.0535837885700707, -0.3333749932328252, 0.44178105779202614, 0.9489231490533271, 0.3651572237936686, -0.10678649677451504, -0.4876010241545439, -0.5022262835813633, -0.18070118028581153]","[0.6034778295083246, 1.0659889796353663, -0.38113544961095747, 0.4835129969537034, 0.9230520259430361, 0.3506888900971782, -0.11358450703489872, -0.48717316586759174, -0.49227579073819056, -0.17064740347710997]","[0.86863446, 0.65710974, 0.3888355, -0.5540693, -0.63349134, -0.44055808, 0.24854848, -0.413368, 0.18872109, -0.72020817]","(10, 2)",1e-06
88,"[-0.12535351901394975, 0.08603058028843796, -0.5926475112831628, -0.7978512218358794, 0.03577122429240581, 0.44487145056039135, 0.7412664821382897, 0.07631729439473611, -0.9968099512419335, -1.4889540761275784]","[-0.777693907859682, 0.2634934349158912, -0.04571613716950765, -0.569789442698409, -0.512956500486675, 0.29224947453574324, 0.2987467132925197, 0.5918931254920299, -0.21962926835127883, -0.8869953170662941]","[-0.7822098284740254, 0.26646564732381034, -0.04722571819121309, -0.5726636158179284, -0.5150973560887573, 0.29537967749401095, 0.29896112038637396, 0.5957428089217391, -0.22279956491894826, -0.8907911786598022]","[-0.9109795, -0.9518871, -0.5841557, -0.680529, -0.55279, -0.7047321, -0.731131, -0.73472834, -0.87108165, -0.9384234]","(20, 3)",1e-06
21,"[-0.8936733867048263, 0.18994197245032862, 1.335188669050055, 0.7564370579540775, -0.7507694914830492, -0.6151433405298958, 0.11318037870934838, -0.746704887720932, -1.7175734274000156, -1.3528722288630806]","[-0.6291354606522113, -0.5791056563787207, 0.47949480063968897, 1.0954412687302106, 0.2087164235889722, -0.8551277032775353, -0.1875794888911282, 0.20697012315491248, -0.8501899492983882, -1.2924784527508213]","[-0.594815249865635, -0.5937533541026023, 0.5418733773975136, 1.0868202860691334, 0.16402921512569224, -0.882857083695533, -0.13216362047184588, 0.19543116173195238, -0.8971115762197712, -1.2806708302230891]","[-0.008171357, -0.29842708, -1.1187842, -0.8474886, -0.67759776, -0.9123378, -0.80823684, -0.34942302, -0.26420656, -0.454628]","(20, 3)",1e-06
72,"[0.3400362027505685, 0.5494297971996708, -0.18855905206840756, -0.17295932256218585, 0.2865234062973911, 1.093810300008649, 0.2181147109918452, -0.7681901979743875, -0.8638393452899186, -1.4775207517018147]","[0.5890670145315953, 0.0455026954847709, 0.5266784494572854, -0.4518982767970502, 0.05298981583633926, 0.2600284983792215, 0.9637960508190383, -0.26378331441767394, -0.6362985407655505, -0.5456900749071434]","[0.6002361153437772, 0.061161422180801894, 0.5319050464914653, -0.444862191306743, 0.03450494828977753, 0.2757479503726208, 0.9849771622343941, -0.24359673487468364, -0.6664742944078312, -0.5639107394250499]","[0.087084725, 0.58169675, 0.97212625, 0.77120024, -0.0503944, -0.7805142, -0.22211201, -0.73184514, -0.9179474, 0.06025678]","(20, 3)",1e-06
68,"[0.21263473829745294, -0.02159108115931474, -0.7355939908870763, 0.11311593314200874, 0.803653853729746, 0.6037626099035067, 1.279551432608447, 1.4060288513171892, 1.5881124618570683, 0.8294192362309764]","[-0.67661078237541, 0.5509401294851579, -0.2970611459018937, -0.5870634179361295, 0.4066476421100735, 0.6003300326747092, 0.3035975935661521, 1.1277526358253709, 0.8421525334045038, 1.1670361951548163]","[-0.6703703015657507, 0.5445946282647965, -0.29185531229474154, -0.5764655301717171, 0.40066170291525083, 0.5891706870690016, 0.29759494209335813, 1.1101968172424745, 0.826708666473983, 1.1507819481791477]","[-0.96126914, 0.4441496, 1.1125454, 0.6226403, 0.05320235, 0.5346236, -0.70109534, -0.15128122, 0.7371528, 0.097208366]","(20, 3)",1e-06
23,"[-0.7972534420681722, 0.2865580919118626, 1.3092846607646509, 0.5319940660574185, -0.01799348567364678, 0.7823631415737075, 0.6977989543286605, 0.14898163745840431, -0.9797952977894697, -1.5618723998755375]","[-0.7442062845127789, -0.4251502998117827, 0.499133241817754, 1.059718039855774, 0.002135046129531526, -0.019061008738412544, 0.7918936459429138, 0.30185213135720357, -0.0019444282201974694, -0.978823083679371]","[-0.7664060833599537, -0.41250261525499304, 0.5015380044500688, 1.066980723781505, -0.012541423475623092, -0.011714928262126783, 0.7978693527162426, 0.29284080206291646, -0.0009773257018471926, -0.9913499151576562]","[-0.035783578, -0.33879265, -0.9073017, -1.1395957, -0.43318865, -0.56516355, 0.54441094, -0.37284327, -0.31495437, -0.23933168]","(10, 2)",1e-06
19,"[-0.9154401587451794, -0.06436007585343079, 0.4094842724044888, 0.864996052684246, 1.5430190391230463, 1.6072113163130664, 1.9569449337649647, 2.215450394275211, 1.1791069990858976, -0.35616315803360665]","[-0.6812585576001368, -0.574810879945111, 0.2230453641191247, 0.2979615903449265, 0.7160152575117827, 1.1850114103671547, 1.014705611129489, 1.4495921282002202, 1.4906543301751007, 0.4337798339983472]","[-0.7024117781400898, -0.5536365008800744, 0.23030033680120388, 0.2921852723184043, 0.721474256634294, 1.1815379338207854, 1.0023218941671455, 1.4577933171987394, 1.482985646136303, 0.412230326378637]","[-0.69462776, -1.3936913, -0.5091465, -0.15087652, 0.31176487, 0.6190759, 0.1834939, 0.32072854, 0.73058116, -0.53345674]","(20, 3)",1e-06
48,"[1.7841674166006096, 2.2003436022919436, 1.0119687774891792, -0.26618771143275843, -0.3351779204101464, 0.21005192911370119, 0.3921341847760322, -0.25692673846648806, -1.0095307649133711, -1.2657635522890587]","[0.8633880684430364, 1.3524733823790913, 1.5241069111023977, 0.24991532193798038, -0.3911453724017486, -0.13960523420927207, 0.2798545462183372, 0.2522069116668636, -0.38303019429991986, -0.8180156677634112]","[0.8261484477968004, 1.356157613971999, 1.5224195111510046, 0.2857041830472393, -0.39127026566346146, -0.1457500092136384, 0.27251859679737755, 0.25627414383807406, -0.36955594733213476, -0.8139411037363783]","[0.6452064, 0.11041038, -0.29246008, 0.20139825, 0.37212408, -0.8279935, -1.2530942, -0.85557324, 0.12341504, 0.5863508]","(20, 3)",1e-06
46,"[1.633972604008512, 2.0515556040711123, 1.2981827694919237, 0.0014295668353975222, 0.11633872874199408, 0.8278345371025561, 0.5531603536194274, 0.4213312298761668, 1.0650114075866626, 1.7370590875200516]","[0.7386829754656061, 1.2646311162757091, 1.419240045933258, 0.5885627465252948, -0.2928518064272499, 0.26276463195561905, 0.6964522211247466, 0.2049342430570541, 0.31886410834763973, 0.9055793534128427]","[0.7269272514695717, 1.2494450958230194, 1.4098038926767318, 0.5937589097607006, -0.2854556747238728, 0.2522118093894288, 0.6902592855787826, 0.20838874237110372, 0.3125339222784537, 0.8944633406455611]","[-0.80357444, 0.04348743, 0.657733, 0.04224226, 0.23996013, 0.7428104, 0.23768505, -0.11686234, 0.7100831, 0.8187895]","(20, 3)",1e-06
66,"[-0.6572802407303726, 0.33901436137985463, 0.7605520246291917, 1.1789933961523502, 1.5431756664136453, 1.6087590203804698, 0.7841834180057043, -0.2558724857185287, -0.9590685788386175, -0.24734287231134922]","[-0.7877360010386747, -0.26341224021103526, 0.47072048148537227, 0.5251917838865056, 0.9163975042090974, 1.0849769143090966, 1.0662705632259215, 0.2510481363927436, -0.3813965539149005, -0.7683703018811673]","[-0.8103061585109972, -0.2824199712124582, 0.47047184409334764, 0.5430045309919185, 0.9292160436970316, 1.1163093536414044, 1.0972273199992693, 0.2782651742360005, -0.38602027616986073, -0.7836298060943974]","[-0.89748853, -1.5198984, 0.6845101, 0.3323675, 0.60305995, 0.7764739, -0.7459272, 0.5176625, 0.4242183, 0.13539593]","(20, 3)",1e-06
32,"[0.3506014663779186, 0.4588708537287912, 0.6111870775222703, 0.7009557382411274, -0.33368058540159296, -0.3390673579828756, 0.5324358915267126, 1.0572967256413448, -0.0632253738257702, -0.19514903824269536]","[0.8439740211373092, -0.07138554419073598, 0.4945636258241592, 0.3639052646101907, 0.519003105936032, -0.593182138369609, -0.04247628879807108, 0.5536740359257482, 0.7804597076784707, -0.45345522766500557]","[0.8153999527866831, 0.019570657971601485, 0.43206255573104035, 0.41889038189035016, 0.5103466575863398, -0.5174009872422966, -0.12492988531318495, 0.558921919027225, 0.79722773095777, -0.3707085311797668]","[-0.4337556, 0.39171273, -0.73283565, -0.49060956, 0.36176887, 0.8210913, 0.8145245, 0.2516069, 0.5832134, -0.06924001]","(20, 3)",1e-06
47,"[-1.009250979898832, -0.7701319154712624, 0.08930738572817859, 0.2566093204995177, 0.8323242941617286, 1.3232039795721067, 1.4124786199861312, 1.6719219791951865, 0.8777050605621279, 0.23718701237558681]","[-0.7287000669637255, -0.6449009464169694, -0.4476814422627777, 0.3131481068595674, 0.10003526706973398, 0.7823066606268616, 0.9320506492586759, 0.9464532953567933, 1.1986953315167899, 0.278357394803733]","[-0.7917123255064915, -0.6513005840306993, -0.42491339142054785, 0.2185511710449054, 0.07526770439954061, 0.7502418954662252, 0.8707496274755132, 0.8496333848412829, 1.1221850096223072, 0.1845978915198403]","[-0.54420805, -0.8864144, -0.08847783, 0.74195147, 1.0590693, -0.10920829, 0.18403232, 1.2398854, 1.0066239, -0.25909016]","(10, 2)",1e-06
79,"[-0.6303287116750474, -0.4172462558880245, -0.7572533394594584, -0.019003206271569206, 0.4268367240084925, -0.4111084786236091, 0.2619592123410066, -0.4100592315646806, -1.152792322082976, 0.0648824619404823]","[0.2835713083607613, -0.7721143658554281, -0.031189072960310454, -0.7416588029793032, 0.35182619521808234, 0.2509236263994513, -0.5365702918233348, 0.530244358252674, -0.6751814106910177, -0.8152016167374673]","[0.2839500419819552, -0.7427018638938374, -0.05990422509420437, -0.7043431091517864, 0.30503965807998124, 0.271891415958223, -0.5225448599481475, 0.49372223875490406, -0.6204894294739005, -0.8251758826494544]","[-0.24236614, -0.60888207, -0.9602938, 0.02068467, -0.4803296, 0.34943378, 1.053521, 1.0066817, 0.93903494, 1.2443984]","(10, 2)",1e-06
92,"[0.8596404822819658, 0.4374904133750261, 0.7191868944438928, 0.3651578480343064, 0.08424335058355342, 0.9652470838024234, -0.03361744545792311, -0.7012014607522381, 0.3366434321231948, 0.7734045106531834]","[-0.124765866916691, 0.9220234157403113, -0.023521294495129547, 0.7309475416914576, -0.00031592281142239775, 0.08440131198926462, 0.9230464278077911, -0.49514065936181867, -0.4536311310713288, 0.5634589976588592]","[-0.12610733443538885, 0.9201480725039197, -0.019637014300541822, 0.7243986108037027, 0.007279695905243189, 0.08004192507020183, 0.9205511744032829, -0.48649249196724187, -0.45599353057786735, 0.5597041931592497]","[0.13111784, -0.124083966, 0.31037396, 0.47844127, 1.0132192, 1.0252004, 0.37225732, -0.38645652, -0.15623423, -0.20742807]","(20, 3)",1e-06
62,"[0.5807857887775404, 1.309510170126392, 0.9957710142775008, 1.4423135326117467, 1.5073385732072293, 1.860124071525592, 0.6912137815587395, 0.7148231064998893, -0.005251213892576323, -0.10066984423083652]","[-0.00012903537550514044, 0.580850306465293, 1.0190850168937455, 0.486228505830628, 1.1991992796964326, 0.907738933359013, 1.4062546048460853, -0.01191352086430325, 0.720779866932041, -0.3656411473585968]","[-0.0050292125232058865, 0.5460768104122382, 1.0068606390887958, 0.526228566846015, 1.1404986003041082, 0.9554517072506253, 1.3647608733308987, 0.10301474436317182, 0.6277478228083299, -0.2530063901908243]","[-0.02350121, 0.19764751, 0.86412865, -0.0175535, -0.81225365, -1.0813234, -1.0632906, -0.7162003, 0.14580548, 0.6045098]","(20, 3)",1e-06
76,"[0.9170068935406449, 0.09921659153687062, 0.027081572364266338, 0.35196597674754104, -0.6042087501673028, -0.6224803369831329, 0.30027899987465956, 0.4035081592790838, 0.46612235038460753, -0.10607835979586652]","[0.6285459706553915, 0.602733908212949, -0.20215036256960392, 0.1281567536490683, 0.2878875999230069, -0.7481525501288062, -0.24840406191872977, 0.42448103083402444, 0.19126764386207157, 0.3704885284535717]","[0.6251454807877732, 0.6077102296120348, -0.22805737281234262, 0.1519429868282902, 0.28090840145153917, -0.7771412928798127, -0.21936764929171748, 0.4295323436243168, 0.18212813694387517, 0.3819889831086757]","[-0.08830881, 0.4577725, -0.26311162, 0.27121282, 1.260361, -0.018355606, 0.45904472, 0.35640943, -0.4785405, 1.0916662]","(20, 3)",1e-06
29,"[-0.6951020745913491, -0.4279128852287399, -0.918815378963657, -1.5019427858790135, -0.9666298109046424, -1.2665671590539103, -0.5775728482030134, -0.5941856313162276, -0.85509393819885, -0.1997517813043379]","[-0.6397628680588204, -0.3752206405619389, -0.24030256494777044, -0.7986640964897718, -1.1026107376341279, -0.4153244420875785, -1.058904938010121, -0.04812037919795287, -0.5701254417172512, -0.5700312173402244]","[-0.6370606448281202, -0.39542409036498904, -0.24189568942640366, -0.8101736743910369, -1.1273691254531244, -0.43560131686853365, -1.0693720760329457, -0.0731223821797897, -0.5626685940030564, -0.5937352877911576]","[-0.78760403, -0.8555889, -0.77791035, -0.21437044, -0.47169805, -0.86829215, -0.50408995, -0.41813788, -0.4614329, 0.23615614]","(20, 3)",1e-06
93,"[0.30153223106988497, -0.10321544872931196, -0.2748992041791227, 0.29015353002316857, 0.35914253840275745, 0.9712980800074007, 1.1340918819236876, 0.33791150229537725, 0.40404228402007347, 0.5769322414121981]","[0.45274007283906675, 0.0751621946503516, -0.14079654605448777, -0.20450093115187884, 0.392403995599108, 0.16294054060320345, 0.889827809705799, 0.6891779770707881, -0.0066774862400167945, 0.40738102714008184]","[0.41597104929910345, 0.11607313740585093, -0.1537783126496683, -0.20526902249379228, 0.378951410386737, 0.1894402392843593, 0.8812239889389685, 0.7383682718140223, 0.009943463394460367, 0.3969929641267792]","[-0.06039137, -0.54355663, -1.0589274, -0.3010604, 0.052280273, 0.58631116, 0.48981827, -0.18540242, 0.0032654367, 0.9953204]","(20, 3)",1e-06
99,"[-0.6498029850777745, 0.3893539140723592, -0.008361240862607366, -0.7097390734515481, -1.0072067818740826, -0.6339129644263006, 0.7135116813054091, 1.396591786710745, 1.0031708116774778, -0.4296508252965735]","[-0.11705891312578315, -0.5912735285148829, 0.6849906783298007, -0.3508565800275077, -0.5343107834377943, -0.7400513901551855, -0.2638872693487079, 0.8454553159797631, 0.9738641287208634, 0.5162387473170461]","[-0.1165765658617464, -0.5887036254923984, 0.6800190160360617, -0.3444993717742879, -0.5322249574494249, -0.7351870370462013, -0.26427104200728163, 0.8396037627154893, 0.9687199481836986, 0.5136602326811337]","[0.88409835, 1.0791744, 0.91573834, -0.34607032, -0.48164752, -0.060817804, -0.003222283, 0.60387844, 0.21466497, -0.53047335]","(20, 3)",1e-06
2,"[-0.07619475748646493, 0.09164797186979468, 0.04265355710869123, -0.8318082724773688, -1.111989211738884, 0.14320985858035817, -0.26641798290445873, -1.3436869366331248, -0.5416921497300823, -0.45165602223925905]","[-0.8616532555087413, 0.35463187026790566, -0.08566796326415815, 0.08548753874077031, -0.8745520418477539, -0.6747131908150071, 0.48056645398786174, -0.5067012098983896, -1.0903363316839298, 0.003476016111882696]","[-0.8576950725274748, 0.3319979049034927, -0.06692390329875386, 0.07385484897406581, -0.8567395117011027, -0.6931412183124687, 0.4704693032167333, -0.4862425787519873, -1.0959848051325651, -0.012398799342220379]","[0.6942258, 0.5921793, 0.120958045, 0.7487448, 0.7765154, -0.33504188, -0.16587617, 0.13280737, -0.34566194, -1.0391668]","(20, 3)",1e-06
91,"[0.3545847810736995, -0.38975637253466244, -1.529425353097951, -0.8268873015709277, 0.6365461092780518, -0.15301607298961528, -0.4043066933888111, -1.0811037141111999, -1.848357109134251, -2.2259245068820883]","[-0.18622597904702598, 0.4476977705972125, -0.6136052578332687, -1.2226227241813166, -0.21557593948026943, 0.7443340790181865, -0.5251831124987085, -0.14171513713945683, -1.0102461455414715, -1.3432340363635151]","[-0.19118945581715807, 0.45337468003298964, -0.6194981671871473, -1.2259402739603737, -0.21173366881167405, 0.7483688514578494, -0.5339038438540264, -0.13531246137885572, -1.0166009156838174, -1.3444998986209322]","[1.0409349, 1.0837065, 0.34350044, 0.3803373, -0.06637861, -0.23363516, 0.23300333, -0.65411514, -0.7642168, -0.9330053]","(20, 3)",1e-06
94,"[0.9920904917775231, 1.404787258984352, 0.8012487493676103, 0.7159173176371231, 0.5870722326524214, -0.22594986489279378, -0.8937359625112508, -0.35962977264115575, 0.5938938908482846, -0.18655597877024993]","[0.884112738136156, 0.5500341227094451, 1.1297701976296293, 0.23636365055279557, 0.5977354923607252, 0.28820448647205876, -0.37005210812882317, -0.7087099084468391, -0.005274818417736166, 0.5965313000571526]","[0.8641911545842516, 0.5832599609513214, 1.115689898168045, 0.2848767087208306, 0.5735834381984258, 0.3185538724852538, -0.36419661266352177, -0.7129018854421371, -0.03254873289274371, 0.59680501439315]","[-0.66815525, -1.4152614, -1.5660623, -1.4225968, -0.7644896, -0.8157321, -1.3300948, -0.86187375, 0.6612333, 1.1174251]","(20, 3)",1e-06
27,"[0.30040852971221266, -0.8635496756460255, -1.108788642005658, -0.8672904828370445, -0.8654089035328904, -0.3739462395836059, 0.1337306828910472, 1.1138616177334373, 0.38626475625811707, -0.33900312009153016]","[0.8854465399547372, -0.14231474026515595, -0.7923923055134475, -0.7125924892489344, -0.5109942382125773, -0.6099117844266018, -0.06899034737030504, 0.1682258565761997, 1.0297486894453374, -0.12860958846455167]","[0.9357544631118551, -0.10355770310354281, -0.8222073415983508, -0.7565816961235134, -0.5426709622706096, -0.6341987433647133, -0.10020520892489353, 0.17801619113413364, 1.042841202610865, -0.0645084279818588]","[1.1920261, 1.0707518, 0.6622076, -0.06566341, -0.67924213, -0.31902447, -0.9258609, -0.5968404, -0.2825133, 0.5061587]","(20, 3)",1e-06
63,"[1.050059351997494, 1.1375970531793824, 0.9018157948913458, -0.34597085854476634, 0.17781742522708355, 0.9972768497318145, 0.7951631711450577, -0.4408745917527447, -0.4381256548375619, -0.12837392231248315]","[0.7913603395091786, 0.6543791822429046, 0.8104074620579301, 0.4966120638623807, -0.5942768904759567, 0.4749558704650619, 0.7597989144992836, 0.41526371389541594, -0.6485064487004526, -0.11387243048733556]","[0.7869889109168062, 0.6452059659943314, 0.8070376790866995, 0.48755976687953595, -0.5985047704230421, 0.4865364974849516, 0.7466064043589378, 0.4101849183388323, -0.6537477750776555, -0.10012735091962982]","[-1.0837508, -0.24250117, 0.66231924, 0.49524596, 0.13627246, 0.11931235, -0.39686045, 0.35588607, 0.7270492, 1.0076066]","(20, 3)",1e-06
30,"[1.2814768747862875, 0.7463073658718593, -0.6197134102433243, -1.037345767595449, -0.9008440397125207, 0.3078315876998408, 0.021581535938597574, -0.8796944083338989, -1.081324879546362, -0.7193946696679511]","[0.43879132928733666, 1.0620812101426191, 0.21526676080054974, -0.7273467906435991, -0.6736723722736494, -0.564007853575696, 0.5898355144876888, -0.2733362213052468, -0.7430262976812755, -0.7098117307057242]","[0.4598543302022402, 1.0741234078821025, 0.24667605392841924, -0.7396448858080438, -0.6953304325795804, -0.5790948606718196, 0.5838541439219388, -0.2532891798390635, -0.7651574704932804, -0.7267625148608166]","[-0.9067182, -0.737971, -0.92722726, -0.59463716, -0.4011672, -0.54235727, 0.20440769, 0.4143698, 1.000228, 0.27795863]","(20, 3)",1e-06
86,"[-1.053605686133575, -0.8829235935390368, -0.621673625728832, -0.8505325239963792, -0.86748778064892, 0.2395305728917369, 0.8466424303377501, 0.4149480654767686, -0.6857906490263341, -1.063394691695795]","[-0.7888615642590333, -0.6591749040040583, -0.5533361415370077, -0.34500555496032814, -0.6780297465162152, -0.5284729073908123, 0.5037670265871431, 0.5947589170441785, 0.11756860695467933, -0.7445749525036738]","[-0.7981091518860699, -0.6152543101983581, -0.5449577455527754, -0.3236747126152722, -0.6703236615933909, -0.5009887115143103, 0.5076629829028865, 0.5671659134235381, 0.106138071711375, -0.7387411183848454]","[-0.83226407, -0.2246227, 0.15104103, -0.54626006, -1.1111734, -0.93843126, -0.8056534, -0.55003786, -0.023657974, -0.24992889]","(20, 3)",1e-06
87,"[0.37304200380651775, 0.5762159787098875, -0.19769908031622863, -0.3203639541219173, -0.8153877939653668, -0.3420536830765592, -0.41000703934783667, -1.321035881999118, -0.1696072908106876, 0.6487607692576584]","[0.0668150779555817, 0.3396344648287269, 0.4063987462955241, -0.40089845346399067, -0.11991472738992198, -0.7554304302704058, 0.03566153205864367, -0.4278378053771585, -1.1071169793105387, 0.38395119884458173]","[-0.02558583280601781, 0.4164826155219449, 0.3777382882906385, -0.434339432128005, -0.0909539775428089, -0.8262476279472493, 0.11438587903850608, -0.5075768015712014, -1.1264997110882415, 0.47683905353280587]","[1.0777222, -0.56776786, -1.3673236, -0.19989468, -1.0901314, 0.06505419, -0.68235886, -1.1866425, -1.0725125, -0.32183895]","(20, 3)",1e-06
