seed,True,ARMA,Informer,Informer_para,RNN
59,"[0.49104831094266865, -0.8048544390998214, -0.024775232916586676, 0.6952599203292249, 1.9603310146283763, 1.547732630353295, 0.6385240670328055, 0.6746580949314387, 0.3768624967118318, -1.8612362572169527]","[0.21564556273037777, 0.4825847242848753, -1.0545777689510576, 0.5001076047949539, 0.4999196948776145, 1.3560457713089817, 0.41113479830049615, 0.035423764061565666, 0.5012348020362117, 0.06843656085165595]","[0.61206836, 0.0020778775, -0.27183124, -0.2502436, 0.58347994, 0.079017445, -0.016334064, -0.23852716, -1.1994406, -0.15774773]","(20, 10)","[0.4321340024471283, 0.5295780301094055, -0.8570411205291748, 0.384233295917511, 0.39846277236938477, 1.4223313331604004, 0.1743752807378769, -0.08688641339540482, 0.46490710973739624, -0.04223433509469032]"
84,"[1.7657596647186145, 0.80593265424549, -0.49099348239789453, -0.6131802149332892, -0.8930455165630119, 0.3785499607319385, -0.9713944955957852, -1.5850208204140368, -1.3141875053091447, 0.4742749949797309]","[1.1868901270762575, 0.7626990371639784, 0.16356557756345913, -0.5892751786800983, -0.16233802217228793, -0.6732721299686545, 0.8039957134532832, -1.3924917347862193, -0.5540909496024881, -0.7321475274869262]","[-0.7269057, 0.8651195, 0.2678758, 1.1792911, 1.2211463, 0.6731803, 0.5262963, 0.28571755, -0.42781383, -0.27230465]","(20, 10)","[1.1420533657073975, 0.8336911201477051, 0.009109467267990112, -0.6665277481079102, -0.36934295296669006, -0.779671311378479, 0.8198482990264893, -1.15982186794281, -0.666541337966919, -0.833081841468811]"
47,"[-1.7111665383308072, -1.3271955440327867, -0.8947412509936394, 0.5082325191167953, 1.644393493709316, -0.3910509437959291, -0.09076708797623323, 0.1277131193985414, -0.8578829534384619, 1.2438912514993927]","[-0.7075626129649617, -1.2383178577387128, -0.18791163965311308, -0.36299818443075543, 0.8383072300302331, 0.9557272923376828, -1.1881475828598107, 0.5363787333926099, -0.09622450215700934, -0.7452347904924969]","[0.4928593, 1.9047718, 2.715219, 1.1065174, -0.78401625, 0.7354643, 3.652614, 1.3803535, -1.0033193, 0.29631644]","(50, 20)","[-0.5939320921897888, -1.1977845430374146, -0.23666687309741974, -0.410173237323761, 0.9612225890159607, 1.0755373239517212, -1.0124773979187012, 0.45796865224838257, 0.012175396084785461, -0.9455776810646057]"
71,"[0.9522399840519237, -1.169532400658353, -1.4476195133811665, -0.0609618985288381, 0.739031087695927, 0.5808766494264185, -1.7593410788728847, -2.721187982436676, -1.6816344238498644, 0.05833687127702186]","[0.3916491396695264, 0.6767825236101027, -1.9016089294579848, -1.0084941712695954, 0.16790582485393865, 0.37983954657017627, 0.2546485506876595, -2.182880776653604, -1.93152486974583, -0.7169187551720638]","[-1.8000065, -0.16492833, 1.47493, 0.20773737, -1.1223642, 0.039924357, -0.44803837, 0.32127222, 0.0645449, -0.2687294]","(50, 20)","[0.31592467427253723, 0.9227281808853149, -1.1265509128570557, -0.7094212770462036, 0.5383473038673401, 0.63572758436203, 0.2911413311958313, -1.733394980430603, -1.4946027994155884, 0.08527672290802002]"
87,"[-3.453753699772272, -0.6902689726117852, -1.0857188978948584, -0.3239988130660879, 0.5905938518679926, 2.061073845904555, 0.8168329171895543, 0.22593668313470427, 0.21798706491249104, 1.2783242143974283]","[-1.802210349194059, -1.6097914363076313, 1.0149319978995854, -1.2856660095426324, 0.5795685456162364, 0.3458581854017142, 1.5551414202022835, -0.5044691644228937, 0.22517395298405843, 0.035896662584672265]","[-0.3205976, -1.451125, -1.0933336, -0.026975546, 1.5537807, 1.8450843, 1.2604611, 1.9607958, 2.4316266, 2.4385386]","(50, 20)","[-1.5327492952346802, -1.5298001766204834, 0.8495435118675232, -0.9446321725845337, 0.5717687010765076, 0.5026119351387024, 1.3173089027404785, -0.3357994556427002, 0.22607028484344482, 0.10119444876909256]"
62,"[-0.38103550211399373, 2.3179132758350227, 1.9676456316651094, -0.6949430781875117, -0.015844449814724992, 0.7120288144408287, 1.6757146923382078, 0.37580041088353155, -1.5290659513724867, -2.3072879293107276]","[-1.7446886590749588, 1.2471535245019987, 1.8626008211819503, 0.353764504450078, -1.4693070342860257, 0.65953062458431, 0.45429834587653817, 1.0936652549250812, -0.6062988903655993, -1.3353803577024534]","[1.2727953, 1.088135, -0.80268896, -0.2464269, -1.1263998, -2.2760212, 0.017031444, 2.95717, 2.8049808, 0.25636935]","(10, 5)","[-1.7404288053512573, 0.9963861703872681, 2.1233675479888916, 0.23377813398838043, -1.1552029848098755, 0.7672888040542603, 0.2089979350566864, 1.100271463394165, -0.5705679655075073, -1.2862558364868164]"
70,"[1.1041198434913908, 2.498722261475809, 0.7070132528875621, -0.37924950941900215, 1.2425046147542027, 2.703513984021721, 1.785425395293896, -0.8307463292078725, -0.7578664514622202, 0.023382765994171464]","[0.8786424197861102, 0.33478203392715566, 1.8273816201602098, -0.6856174928875278, -0.16250260818279144, 1.4244340097738206, 1.3099280987326258, 0.44909152869463953, -1.2184724638836528, 0.15454459949567922]","[-0.109237745, -0.9925879, 1.607986, 0.5676171, -2.0005574, -1.0884166, -2.3927443, 2.4741948, 0.7921373, -0.05686322]","(20, 10)","[0.6300818920135498, 0.18673990666866302, 1.335752010345459, -0.7517973184585571, -0.2787608504295349, 1.039316177368164, 1.3784565925598145, 0.17534112930297852, -0.8723322153091431, -0.6293045282363892]"
79,"[0.3212783034069509, 0.925336215464605, 1.413339881835395, 0.8285967290848415, -0.5435592959054865, -0.056201819171468714, 1.8646355226437261, 1.9385548012576812, 0.9224280275059789, -0.15752934733504564]","[-0.020878058660068977, 0.1995012737120827, 0.6804373652498913, 0.8080295946710735, 0.09369686379923348, -0.7785961949221885, 0.3154936541067953, 1.618595078210279, 0.7463944748024586, 0.024758454252039375]","[-0.18461059, 1.4927863, 0.5984577, -0.011503123, -0.7948837, -0.7203621, -1.1588299, -0.7499458, -0.52208656, -0.44114152]","(50, 20)","[-0.09902048110961914, 0.2073807716369629, 0.7542774081230164, 0.875555694103241, 0.07115203142166138, -0.6502230167388916, 0.2726002335548401, 1.8166873455047607, 0.7858803868293762, -0.0310823917388916]"
91,"[-1.1289669884288405, -0.3500837920234936, 0.3588623852690576, 0.6709128788251884, -0.7690741376259973, -0.999432036295885, -1.3230171276914775, 1.9302983069410935, 2.4770209522318285, -1.8142838600653524]","[-0.7757707519459813, -0.6065385173319822, 0.13701538160932414, 0.2903648387283267, 0.4316250299227421, -1.0308934604405149, -0.33671038309439766, -0.9317240756429412, 2.423428609526753, 0.9256807681473089]","[-0.41117978, -1.6250068, -0.83842385, -0.4588777, 0.4622283, 0.21203199, 0.34393072, 0.6061608, 1.3589367, 1.4088553]","(100, 50)","[-0.7982625961303711, -0.3653724193572998, 0.208377867937088, 0.4077248275279999, 0.3137517273426056, -1.0195127725601196, -0.10744436085224152, -0.8333722352981567, 2.1568665504455566, 0.7879705429077148]"
68,"[-2.485083915460492, -2.5769433457135267, -0.5272650754224179, 0.8330953983588225, 0.437108669782632, -0.9249725933620062, -0.34223249638355, 0.46424143462466905, 2.0860737485258207, 2.2017187375229894]","[-0.9208060317839213, -1.5265337012331037, -1.0535306131222595, 0.6441007211337992, 0.6033397305754296, -0.0840056465878671, -0.9254552698897629, 0.3440349146268319, 0.35533028458966126, 1.645682210914122]","[-0.08718289, 0.67006624, -0.8007597, -1.69918, 0.6082248, 1.4200201, -1.3434516, -0.3903564, 0.025176454, 0.86742544]","(20, 10)","[-1.2214415073394775, -1.4175670146942139, -1.46256685256958, 0.8689688444137573, -0.02573370933532715, 0.4108501672744751, -1.0005533695220947, 0.394215852022171, 0.003590106964111328, 1.7456663846969604]"
56,"[1.1277697917032894, -0.6167016375988958, -2.2454707975740966, -1.7216037819454042, -0.2057979258287624, -0.6431066014382045, -0.994871653897775, 0.13107371707070214, 0.08136512881196556, -0.40860584270981265]","[1.4932332608483412, -0.1504634607184563, -0.7908307717772567, -1.5521188279192026, -0.34009359626404556, 0.40560701180921566, -0.6943650736795459, -0.4511481429464359, 0.563564792873223, -0.19104600163434404]","[0.8500429, 2.4798179, -0.9826655, -1.0734011, 1.3528934, 0.55305886, 1.0909084, 0.05738077, 0.39209765, 0.37301493]","(20, 10)","[1.393180012702942, -0.14385244250297546, -0.7233099937438965, -1.518389344215393, -0.3762039840221405, 0.3962039053440094, -0.6734011173248291, -0.6434087753295898, 0.6148462295532227, -0.13769760727882385]"
80,"[-0.5613858153862623, -0.790461367838833, -1.0409663342353854, -0.5568659070484537, -0.5045889880848211, -2.70230625342549, -1.7096012135254275, 0.5860291433465896, 0.6817901070537535, 0.15430797407978392]","[0.6363220475105552, -0.8645520132644269, -0.30950265344731037, -0.6585186266447235, -0.13649868971573442, -0.3112248078802307, -2.3493995155345595, -0.1597158148071387, 0.894719307759013, 0.03574995230204431]","[0.8778443, -2.6655025, -0.7855984, 0.5700207, -0.8109181, -0.092114545, -0.6421045, -0.21744698, -0.43249574, -0.6615386]","(20, 10)","[0.5996248126029968, -0.6751769185066223, -0.3289540410041809, -0.6152010560035706, 0.04868180304765701, -0.2034345269203186, -2.3406143188476562, 0.02797693759202957, 0.784964919090271, 0.14228618144989014]"
61,"[-3.057948799466865, -3.963349443448349, -2.2110460710511606, -1.0383298758388935, 0.3293943821787133, -1.067748810281296, -2.149024809062282, -2.0398062169834312, -0.14888278236076757, -0.21845981564460837]","[-0.8349129540036259, -2.401717789180623, -1.766064530845529, -0.5122459526614727, -0.44357341720360827, 0.6633123152393554, -1.43046689539637, -1.05911080225231, -0.9059390981130855, 0.5836529066401555]","[-0.09095605, -1.1016505, -0.3388015, 1.734918, 0.09751451, 1.3136171, 2.1987653, 1.1837187, 2.5066833, 2.5647001]","(20, 10)","[-0.18129532039165497, -3.6563429832458496, -1.2463434934616089, -0.558975875377655, -0.27985575795173645, 0.5786222815513611, -1.5937615633010864, -0.939507007598877, -0.95766282081604, 0.6946108341217041]"
49,"[2.14139299167754, 0.737526324612608, -2.695596445213911, -2.1341644105411124, 0.6657921220924975, 1.325673640268029, 0.9371901206099983, 1.7274604421408803, 1.7147301263003336, 0.6381771095028151]","[0.8043065297502421, 1.3395788166162892, -0.27351603363580324, -2.487694272643738, -0.16550447105785415, 1.3650768305006822, 0.37386154486518586, 0.18461263562942287, 1.279748431601233, 0.7093535348876685]","[1.2856058, 2.1183395, 0.2175377, -1.8143566, -1.3604771, 0.35836694, 0.514888, -0.376016, 0.07767313, 1.1784027]","(100, 50)","[0.35236167907714844, 0.6752725839614868, -0.18277886509895325, -2.4869165420532227, -0.05241060256958008, 0.6701052188873291, 0.8481812477111816, 0.28511565923690796, 0.863618016242981, 0.5403149127960205]"
50,"[-1.1074164950471894, -1.667247989755705, 0.19933135239435407, 2.6694384717533595, 0.5175092354803723, -3.05929763846666, -2.1261798332655144, -1.5593888249869532, -0.17739849212898062, -0.0876300162353374]","[-1.294546947347922, -0.23660740117292256, -1.0893862621223604, 1.1065212946828797, 2.135269274893738, -1.0983658675986212, -2.767990953569546, -0.07843375280379772, -0.6458314683957294, 0.5954661034302408]","[-0.9162289, -1.8947644, -2.785946, -0.9183614, 2.0622172, 0.8934646, -0.9345505, -1.2706915, -1.7555214, -0.9343384]","(100, 50)","[-1.525625228881836, -0.23947730660438538, -1.2586102485656738, 0.5863494277000427, 1.9670257568359375, -0.7279740571975708, -3.254302978515625, 0.0963306799530983, -0.4715063273906708, 0.5688344836235046]"
90,"[1.7130880261288133, 1.5009803564878188, 2.081887324413866, -0.419534550644592, -0.9755141657726423, 1.0185698970243244, 1.645341301515098, 1.0585931284142258, 0.9759343192926778, 0.08256095322825291]","[0.5280869158686654, 1.1532392351085459, 0.5605761649182324, 1.4208439452299326, -1.2969912013243725, -0.11195524360867126, 1.0628744722624293, 0.7542254860459678, 0.3934725587302377, 0.5804240976887466]","[-0.5550924, -1.009829, -2.3653214, -0.23760274, -0.3728742, -0.64200747, -1.8614801, -2.853077, -2.6895678, 0.6177179]","(50, 20)","[0.6638832688331604, 1.3120522499084473, 0.6437062621116638, 1.4884326457977295, -1.1010186672210693, -0.34982067346572876, 1.1804935932159424, 1.0362334251403809, 0.35635656118392944, 0.760642945766449]"
65,"[3.4335508773089245, 3.144454023541827, 0.841010547351804, -1.5892790549141784, -1.825150136671232, -1.909472434156661, -2.6573631781809595, -2.932104031235805, -2.411024914237837, -0.6711922413533821]","[1.515136408143694, 1.8802918530708168, 1.0210281135174508, -0.6121721800885074, -1.453917775986262, -0.5947901336837977, -0.8917008022466039, -1.4290476028421009, -1.2573490423714384, -0.7783930596770302]","[-0.14099632, 1.1771032, 1.5397539, 1.7410039, 1.3918006, 0.6541844, 0.36602753, 0.31279984, 0.3548788, 1.7573403]","(50, 20)","[1.6825547218322754, 0.9790306687355042, 0.6256380677223206, -0.29234665632247925, -1.7939376831054688, -0.6182536482810974, -0.7710577845573425, -1.1958956718444824, -1.189009666442871, -0.9987401366233826]"
73,"[-2.5376221671283297, -1.2580984383368738, -0.3346163985270597, 0.49886123812781336, 2.9658841044232194, 2.5419784354427586, 1.748233198849274, 0.6511930271995904, 0.4982793667647232, 1.3323473686472305]","[-1.534932330352177, -1.436521489891586, -0.14916478818273254, -0.12136248648755517, 0.5371586091124227, 2.5374839110742378, 0.782471509972768, 0.9299344799266405, 0.041638868527818784, 0.3493396369380069]","[-1.2397369, -3.035825, -1.9725518, -0.88987094, 0.015278162, 1.5789005, 1.624519, 1.8309209, 2.4419365, 2.2163966]","(100, 50)","[-1.4935951232910156, -1.269712209701538, -0.10519501566886902, -0.06906768679618835, 0.30863866209983826, 2.421499013900757, 0.43455830216407776, 0.5152994394302368, -0.2821178138256073, 0.4757925271987915]"
57,"[0.7691340464710884, 0.340600860179081, 0.8267172167726493, 0.6635427933439457, 0.6719199264570652, 0.6416426284352383, 0.8824718242536251, -0.2160054395044846, -0.8160575970590329, -1.6902358651616616]","[-0.5756662577390124, 1.0554053436725186, -0.32285430640109547, 0.7543110795960487, 0.0614807356347043, 0.3729992154203001, 0.2300017557116876, 0.5088611178550742, -0.6585295026157592, -0.42745986164642813]","[-0.64143074, -2.2236264, 0.581228, -1.1863923, -2.031786, -0.6708014, -0.6439357, -1.3523928, 0.9018858, 0.5230886]","(20, 10)","[-0.5395814180374146, 1.1058635711669922, -0.2648901343345642, 0.8692457675933838, 0.33076977729797363, 0.5591162443161011, 0.47425419092178345, 0.6782362461090088, -0.7995592951774597, -0.3200361132621765]"
66,"[-0.8265169580268706, -1.396541205475884, -0.9167166386413339, -1.5898361819775375, -1.0119721880242576, 0.02266458331775667, -1.046561352298553, -1.9815628641834506, -0.8337163979212412, 0.7585149439450467]","[0.057208584614709956, -0.8765536993483297, -0.7143457384110743, -0.19403583117458034, -1.1529109777513697, -0.05343773901871579, 0.29910821987339936, -1.0943175271912702, -1.1086830003595143, 0.19069423532696345]","[1.4971133, 1.732013, 1.4024018, 1.3891658, -1.6780323, -2.7216685, -2.6563518, -1.393688, 1.164365, -1.139354]","(20, 10)","[-0.054650306701660156, -0.8380788564682007, -0.5843148231506348, -0.05809187889099121, -0.9432945251464844, 0.055750370025634766, 0.3254205286502838, -0.9528355598449707, -0.9925087690353394, 0.27300894260406494]"
64,"[0.960188229976986, 1.9874423379743371, 1.0987946114776337, 2.0902947357532593, 2.476175664241769, 0.8121078065848485, 0.3355804188099139, 0.0889636597566559, 0.9725893746154093, 1.7738191075207315]","[0.7652422687166154, 0.3161222113425893, 1.6022566710529627, -0.026237707568565305, 1.8247733014583274, 1.158331135151183, -0.14879648987058822, 0.35764641745039655, -0.12216291054414127, 0.9427720596271478]","[0.004440114, -0.89116037, 0.4867516, -1.6158917, -1.2062141, -0.43182778, 0.42932084, 1.0372971, 1.438853, -0.3193376]","(20, 10)","[0.6036989688873291, 0.13855302333831787, 1.4999204874038696, -0.11920750141143799, 1.641811728477478, 1.0221120119094849, -0.357047438621521, 0.27070164680480957, -0.030593514442443848, 0.9179035425186157]"
58,"[-1.1360804360825063, -2.3528033865031404, -1.9444738901971435, -0.3170785714627838, 0.2701104409570658, 0.5509030547183833, -0.37519938614217074, -0.22247583389512038, 0.902296877008832, 1.680020654510379]","[-0.6361283293190341, -0.6256766683026819, -1.7362583247077172, -0.6454829527424687, 0.2508216102327069, 0.10380298281709237, 0.42100224289725163, -0.6234307203926153, 0.1645999395763101, 0.790045941427334]","[-0.32956475, 0.20353238, 0.6656847, 1.2679734, 1.1686319, 0.8634797, 1.2518268, 0.1277366, -0.04613904, 0.05839879]","(50, 20)","[-0.5845617651939392, -0.8054049015045166, -1.6709641218185425, -0.5519951581954956, 0.45885053277015686, 0.13439062237739563, 0.279864639043808, -0.631097674369812, -0.16670140624046326, 0.8050552606582642]"
52,"[0.4185223717210336, -0.7013853601343594, -0.06192313177101827, 0.011469453908906357, -0.4105014783487351, -0.28678503085709656, 1.0889963254811568, 0.9104242384465742, 0.40873433318946123, -2.1422188209835333]","[0.8040690876680198, -0.641444788769282, -0.9512161844884088, 0.07843328481265055, -0.1552237386591016, -0.5268929346923581, -0.2334979932757685, 0.8195753103395942, 0.052985821611658324, -0.25878419145174414]","[0.8020835, -1.0718892, -1.4020065, -0.45937034, 0.95179635, 0.55963695, -0.30631295, 0.05540791, -0.24904908, 0.60356563]","(100, 50)","[0.9620810747146606, -0.4589812755584717, -0.7574697136878967, 0.4661523103713989, -0.18334436416625977, -0.33989614248275757, 0.12705546617507935, 1.102392554283142, 0.17408716678619385, 0.1421186923980713]"
69,"[-0.16234568459449816, -0.2936882445415183, -2.30238624114441, -1.693834438789145, 0.2620232653263378, 2.012165567982864, -0.002596373005707031, -0.5044192760117522, 0.890082937014962, 1.8203041144753023]","[0.5385776662267012, -0.46650508160318493, -0.07899953763253081, -1.931383819672047, -0.26434543832379964, 0.8215413297056062, 1.477075973637032, -1.0280614757278665, -0.16448201862144365, 0.9856732512105051]","[-0.5737601, 1.563745, 0.6038664, -1.2149992, -0.5319864, -0.59320384, -1.0034108, -1.6166072, -1.9269502, -2.4109378]","(20, 10)","[0.3862445056438446, -0.5908509492874146, 0.0662926435470581, -2.04618239402771, -0.18874040246009827, 0.4979460537433624, 1.4931071996688843, -1.2040711641311646, 0.06789371371269226, 0.828863263130188]"
46,"[2.8137127642240065, -0.047749592330057045, -1.0955737735196776, -1.5325422459220963, -1.482447853598284, 1.7497486260458175, 3.2227051311515513, 2.045243991798609, -0.2059593156666384, -0.19616392221062062]","[1.806391032244124, 1.2675300096239235, -0.8734477868169073, -0.5143099794948421, -0.9233883551502011, -0.7295207189449474, 1.97432328483293, 1.674874580221986, 0.6237602432533423, -0.6188095755502503]","[1.0841141, 0.10969368, -0.9418543, -1.8502716, -0.7308182, -1.60303, -1.0987316, -0.8326247, -1.4150792, -0.14274575]","(50, 20)","[1.9224985837936401, 1.2574716806411743, -0.9229878187179565, -0.3641852140426636, -0.9560058116912842, -0.6112935543060303, 2.015402317047119, 2.6082468032836914, 0.681860089302063, -0.7011939287185669]"
60,"[0.9526084233240861, 0.08244639626527595, 0.7032575939323291, 0.9462779478182216, -1.4780112925573055, -0.929984919829518, 0.30529261319500667, 0.7760026384822799, 0.49816301967014687, -0.9583953158693476]","[1.3741617108691773, -0.10197888306584102, -0.18363411824272108, 0.6623081591677501, 0.3771236888739974, -1.7332503232646692, 0.2682474062920792, 0.45503369845356384, 0.42305677290189525, 0.04595024273991749]","[0.38117516, 1.1505084, 1.3697689, 0.79344577, 0.44318157, -0.34229174, 2.1679094, 2.2862763, 1.8898171, -0.4217124]","(50, 20)","[1.5883649587631226, -0.147257000207901, -0.29866763949394226, 0.8934739828109741, 0.3742029070854187, -1.9932981729507446, 0.08285459876060486, 0.5472054481506348, 0.4796488285064697, -0.045283615589141846]"
74,"[-0.5623526981463747, 0.37797869313613547, 0.4125857230772335, -0.8539702986625579, 0.6425177323652328, 1.4567042111346191, 1.2699117989303987, -0.32059603873438003, -0.461653773125066, -0.21328967629013376]","[-1.2582413580074092, 0.12240112919997226, 0.41680326545425717, 0.11208656180232766, -0.8937070487489676, 1.1141285327451378, 0.6956856715903534, 0.5043533329580804, -0.77776461699481, -0.029698015836541164]","[0.76307243, 0.1993723, -2.1492517, -2.7259533, -0.2833736, 0.7449636, 0.60699314, 0.06927829, -0.7708621, -1.4547478]","(10, 5)","[-1.8233290910720825, -0.2969692051410675, -0.08088847249746323, 0.06449980288743973, -0.6757787466049194, 1.006842017173767, 0.7774054408073425, 0.2761724293231964, -1.2043932676315308, -0.330777108669281]"
45,"[0.5610074140434663, 0.07980465943690218, 0.08375326997131953, -0.1536627707201625, 0.3873411031695232, -0.20519217119133598, -1.9417602214778804, -1.8477082741216246, -1.4307904140148686, -1.9630829509448933]","[1.0861440915963883, -0.31647042631874056, -0.004349802429782362, 0.05465730201248273, -0.1873094876110566, 0.46936310169694173, -0.4594701157523096, -1.612268316640753, -0.6190646384716202, -0.5685555117890843]","[0.86757535, -1.2305572, -0.35747573, -0.24253763, -0.19787773, 1.1682975, 1.0210445, -0.58327895, -0.22604927, -0.30609393]","(100, 50)","[0.9385761022567749, -0.4458962678909302, 0.16856084764003754, 0.12249820679426193, 0.10712762922048569, 0.580518364906311, 0.010364249348640442, -1.433951497077942, -0.5453911423683167, -0.5821402072906494]"
