seed,Test,True,ARMA,Order,ARMA_Train_loss,ARMA_Valid_loss,Informer,Informer_para,Informer_lr,RNN
30,"[0.7851986108052504, 0.10556892847871557, -0.9928670931792539, -0.7274890624737869, -0.3821711559147962, 0.7582536075561012, -0.1323342579113228, -0.8904851763031977, -0.6414776753794126, -0.1787322298947701]","[-0.057486934693700364, 0.4213427727494754, -0.15788692213537991, -0.417490085521937, -0.15499948847592493, -0.11358583371943565, 0.4359197206377684, -0.2841269892745456, -0.30317909351432604, -0.16914929093254327]","[-0.056693617382549, 0.4165397411978646, -0.15339044897124487, -0.4154879135408732, -0.15464434890597475, -0.1128274862746586, 0.43165372479241165, -0.2782857795104389, -0.3028076334164667, -0.16790890226301036]","(0, 0, 1)",0.35871928781311124,0.4263561113139944,"[-0.14657092, 0.41430444, -0.08179947, -0.64939964, -0.2112441, -0.0931912, 0.42840695, -0.25418735, -0.486179, -0.2494069]","(10, 2)",0.0001,"[-0.13047698140144348, 0.3546479642391205, -0.22781416773796082, -0.37451931834220886, -0.2769756019115448, -0.007626086473464966, 0.35257360339164734, -0.3377467691898346, -0.4361349046230316, -0.2733936607837677]"
27,"[-0.4014588299672138, -1.0137539405021319, -0.6770138041826455, -0.3128961618342154, -0.4317636621143681, 0.058758212182839276, 0.32070380268285015, 1.046996276287914, -0.17066605260860157, -0.5321354982205887]","[0.18357918027531073, -0.2925190051212623, -0.3606174676904348, -0.15819816824610533, -0.07734899679405505, -0.17720733266015654, 0.1179827724214979, 0.10136051513067612, 0.47281788057861884, -0.3217419665936102]","[0.17763733532740777, -0.27605626006183054, -0.3521206788378502, -0.15526474728354017, -0.07535677143808557, -0.17039120610288191, 0.10954375788675143, 0.10095068694394732, 0.4523868175592303, -0.2967576462332268]","(0, 0, 1)",0.34611660364838126,0.43448585521562083,"[0.3337734, -0.21986146, -0.36799777, -0.2809812, -0.1900112, -0.24862161, 0.03229264, 0.19417518, 0.55509156, -0.15040725]","(20, 4)",0.0001,"[0.2548002600669861, -0.3380368947982788, -0.371783971786499, -0.25969409942626953, -0.005242876708507538, -0.21557272970676422, 0.11857999861240387, 0.2648055851459503, 0.5574098229408264, -0.34736543893814087]"
28,"[0.7540821585286152, 1.2264850276553196, 0.6385752156403072, 0.33128997908403546, -0.4864931292789426, -1.2284725860618253, -0.9783291033401711, -0.7564514088348806, -0.06100855105369807, 1.0642360298384945]","[-0.23373792334670374, 0.49391004093765944, 0.36628749335883015, 0.1361438611407385, 0.09757305897164847, -0.29203309412529554, -0.4682197459682649, -0.2550546786859531, -0.25069836507446375, 0.09484490701038284]","[-0.24684593808508493, 0.5300223456402909, 0.3690161488202705, 0.14328709755707897, 0.09993671168380443, -0.31174068825176304, -0.48803023027650516, -0.26133121281919475, -0.2641650624977445, 0.10832897854984311]","(0, 0, 1)",0.3335590874028133,0.4432434536402533,"[-0.27612394, 0.46104044, 0.49768284, 0.23294674, 0.0019576587, -0.27218747, -0.41145396, -0.30680302, -0.24400064, 0.0975474]","(20, 4)",0.0001,"[-0.31003043055534363, 0.7311661839485168, 0.5078112483024597, 0.2795005440711975, -0.04998070001602173, -0.3018237054347992, -0.3456518054008484, -0.26969122886657715, -0.33126676082611084, 0.3040415644645691]"
25,"[-0.21772179745587428, -0.8660293446006493, -0.5992758165685219, 0.412074365807649, 1.059098579008539, -0.522770389650254, -1.3314958663750458, -1.412092700606419, -0.45370962383864, 0.191530453438028]","[0.02150270353648942, -0.11961225049618185, -0.3732085470522337, -0.1130336347581441, 0.26255400028289655, 0.3982722893628212, -0.4605213395065376, -0.43548726343425415, -0.48830271858608243, 0.017296547373721216]","[0.01715882232498566, -0.11937873224611288, -0.37973833332953677, -0.11159519931257621, 0.2666077898065054, 0.4039646493906817, -0.4710785997675172, -0.4382961160050681, -0.49825091107866326, 0.02275044504246765]","(0, 0, 1)",0.3328265885724397,0.39201086343251307,"[0.036670282, -0.22181532, -0.2014632, -0.09774041, 0.50824857, 0.34699142, -0.33262226, -0.46329013, -0.6031853, 0.037656553]","(10, 2)",0.0001,"[0.05751219391822815, -0.19001461565494537, -0.409244179725647, -0.08929139375686646, 0.387021005153656, 0.2407158613204956, -0.2907119393348694, -0.5081341862678528, -0.6437600255012512, -0.1227954626083374]"
31,"[0.034449533163366186, 0.4823126973975367, -0.7352440036626239, -1.4643162041196547, -0.37398169961814287, -0.8336196461977767, 0.13974406596283195, -0.3815410781993769, -0.04195209353098217, 0.10757880703991751]","[0.08091205534766022, -0.023231261092147015, 0.25277197924484185, -0.49400799145373286, -0.48515410633296097, 0.05558620335740905, -0.4446029247775929, 0.2921734953702124, -0.33685728678479465, 0.14745259662690624]","[0.07957452013905236, -0.021602466776870145, 0.2411814732438004, -0.4656212311173085, -0.47791926902234116, 0.04993073161961536, -0.42370446476489515, 0.2686713889505517, -0.3088365037791521, 0.12648122143536175]","(0, 0, 1)",0.32810850388708845,0.37412176468966246,"[0.09170418, -0.033155832, 0.33033958, -0.42762515, -0.4675287, 0.05656393, -0.33125386, 0.3164223, -0.22269095, 0.16492906]","(10, 2)",0.0001,"[0.06388963758945465, -0.01659107208251953, 0.21715101599693298, -0.42694586515426636, -0.7202881574630737, 0.06939774751663208, -0.39568081498146057, 0.22073116898536682, -0.3661037087440491, 0.19333085417747498]"
23,"[-0.5443686891029941, 0.6851848129459487, 1.1660056148087197, -0.12264826432490694, -0.28399051870235603, 0.7913598844105308, 0.3066173835418067, -0.19991783970592591, -1.0542861165186719, -1.0719747509808026]","[-0.49132153154760083, -0.02652357877769662, 0.35585419586182265, 0.4050757094734485, -0.2638619868991777, -0.010064265901589153, 0.40071207515606, -0.04704734580712666, -0.07643524694939963, -0.4889254347846361]","[-0.5111134393127142, -0.017000374281682572, 0.3597840458055638, 0.4141901479786913, -0.275092670756195, -0.004563032878128329, 0.40877408433666823, -0.052482304664607196, -0.07575306595551852, -0.5027627062604223]","(0, 0, 1)",0.34077172930557303,0.43447403176117494,"[-0.33217153, -0.24995753, 0.44482645, 0.46210477, -0.18905652, -0.11787423, 0.32972002, 0.17404914, -0.18440768, -0.31449422]","(20, 4)",0.0001,"[-0.4739101827144623, 0.02852112054824829, 0.4175623953342438, 0.4175623953342438, -0.3069542348384857, 0.07264485955238342, 0.4175623953342438, -0.05546882748603821, -0.018204092979431152, -0.47391024231910706]"
33,"[-0.45559548159727437, -0.04757847155417261, -0.1588765689221907, -0.21713793742203047, -0.40748063827039627, -0.4331014427663582, 0.5867375458569479, -0.6031615024410403, -0.8641050707838414, -0.38008178659387637]","[-0.4777658849362031, 0.011085201669464362, -0.029331836611818485, -0.06477236615518611, -0.07618278563342218, -0.16564892631848704, -0.13372625822393558, 0.36023190204044175, -0.481696702240741, -0.19120418427155017]","[-0.47902065587760273, 0.011786629862760602, -0.029870504005632105, -0.06491342794813165, -0.07659741793860322, -0.16650203340014208, -0.1341845273659091, 0.3627860652026655, -0.4840815306687999, -0.19037227631023118]","(0, 0, 1)",0.33675492171221616,0.46592411286512175,"[-0.4836584, 0.18548834, 0.22229493, 0.10143843, 0.036230817, -0.08499391, -0.04695548, 0.5736755, -0.28873277, -0.23011467]","(20, 4)",0.0001,"[-0.465911328792572, -0.08653777837753296, 0.09487751126289368, 0.02464616298675537, -0.02930527925491333, -0.18385159969329834, -0.1641477346420288, 0.4549200236797333, -0.6016737818717957, -0.43205463886260986]"
35,"[0.7020637436753707, -0.19594880783618418, 0.38278683287932747, 0.005499665353196348, 0.32806186915260727, 0.7035430693271956, 0.6678212632182657, 0.6596997314883065, 0.3168301753990994, 0.933068462279682]","[0.4817444688740411, 0.11015963740066481, -0.1530542226184245, 0.267920527748876, -0.13121043119783982, 0.22963615017522354, 0.23695345957598601, 0.21543390182113986, 0.22213291483358333, 0.04734863028275804]","[0.4467190891526539, 0.12115072623274632, -0.15123804295742924, 0.254724744791343, -0.1186922563493542, 0.21254043165566874, 0.23388287919845818, 0.20700721076475836, 0.2160785445326407, 0.04810446668695665]","(0, 0, 1)",0.3212360365539763,0.41779982088902523,"[0.29787293, 0.17251757, -0.3491131, 0.12131271, -0.17250302, 0.09912772, 0.20423833, 0.122657984, 0.119163334, -0.088009335]","(10, 2)",0.0001,"[0.26688066124916077, 0.0029307901859283447, -0.20772898197174072, 0.1811656653881073, -0.1707828938961029, 0.17496120929718018, 0.09212611615657806, 0.1228354275226593, 0.06077466905117035, -0.3043191730976105]"
36,"[1.1111743649823689, 1.1919064110540551, 1.1731891098024008, 1.1555289594999096, 0.3743550454298755, -0.8450973813751924, -1.415444335250422, -1.4591317820944272, -0.5988045742588437, 0.9398287747963344]","[0.15135938690934547, 0.4799074890365117, 0.35599946100877167, 0.4085948243968145, 0.37346706755154757, 0.0004439889391639751, -0.4227706851571782, -0.4963368250466219, -0.4813974785239026, -0.05870354786747056]","[0.15133757584555724, 0.4800129285148844, 0.35633890377618793, 0.4099991925949383, 0.3746661597926564, -0.00015652696834758065, -0.42533461297558656, -0.4993909080777341, -0.4854197067029985, -0.0573592399496429]","(0, 0, 1)",0.3425265047707231,0.40444022504617344,"[0.16929838, 0.42587912, 0.30341715, 0.24323481, 0.15822667, -0.17519599, -0.3786519, -0.4060274, -0.37944114, -0.08013069]","(20, 4)",0.0001,"[0.26404181122779846, 0.3608751595020294, 0.4203299582004547, 0.3964446485042572, 0.3879745304584503, 0.1037040650844574, -0.29749712347984314, -0.2430409938097, 0.06548383831977844, 0.06527569890022278]"
34,"[0.5340025070585588, -0.40658708688964806, 0.00777666656048559, 1.1157891024112017, 0.6472365060953466, -0.5260900585551666, 0.3611202482460494, 0.5606809947352842, 0.4939104168737507, 0.36207623421549984]","[-0.2648941813297985, 0.39944834419417863, -0.40301771554191335, 0.20539719105119947, 0.45519595568000104, 0.09602027520767276, -0.31105516688141965, 0.3360877075637345, 0.11229664358577485, 0.19080688664398793]","[-0.22840713524003017, 0.3481918006697602, -0.34261460320870374, 0.1585478111315703, 0.43601119962889234, 0.09640515455022325, -0.2843150808581967, 0.2939407576089378, 0.12149052073944323, 0.1699149219980841]","(0, 0, 1)",0.34132877713003473,0.4206149248838174,"[-0.36050093, 0.24326816, -0.4318828, 0.052303456, 0.29775572, -0.03904265, -0.48963046, 0.23956385, 0.12154766, 0.063282885]","(10, 2)",0.0001,"[-0.263278067111969, 0.3156353235244751, -0.38990485668182373, 0.11177822947502136, 0.31896018981933594, 0.2841171622276306, -0.3857826292514801, 0.234098881483078, 0.24512901902198792, 0.20964550971984863]"
32,"[-0.021211781091684312, 0.2835701205398319, 0.38175165065787464, 0.3953621994799923, -0.6841584545221566, -0.1722270652820791, 0.7019695705181503, 0.7910787798779885, -0.5918737366464426, -0.16353635132981026]","[0.47216077366770626, -0.24668627737969528, 0.2651281989597636, 0.05831172584905553, 0.16852523681546838, -0.4263418456688125, 0.1270573901933667, 0.2874560901623918, 0.2518113448577983, -0.42184254075212047]","[0.42755746015798135, -0.19849220696555633, 0.21274053441504123, 0.07463888745374551, 0.1418261594119324, -0.364410151838233, 0.08450910272904313, 0.27256400139450887, 0.22928981011363106, -0.3624601679975485]","(0, 0, 1)",0.31490804620216395,0.40123005350812924,"[0.57076836, 0.019530531, 0.13404728, 0.13410883, 0.18190707, -0.38708276, -0.11720456, 0.36336154, 0.3408802, -0.3646015]","(20, 4)",0.0001,"[0.4795728921890259, -0.2588908076286316, 0.173913836479187, 0.09220743179321289, 0.12742146849632263, -0.3375347852706909, -0.03108900785446167, 0.35666757822036743, 0.28417152166366577, -0.3613029718399048]"
39,"[0.2263570180259722, -0.11151244451694087, 0.03178919535354274, 0.7726252253759065, 0.5586571295266636, -0.6166486014689962, -1.0661454809546695, -1.2062328666972237, -1.03835630846505, 0.1833215385270328]","[0.14899035374579594, 0.03868333214008812, -0.0750978883285145, 0.05344354184102862, 0.35959084176743894, 0.09953314387961232, -0.3580908726743043, -0.3540273041401827, -0.4261027812785205, -0.30612676359326474]","[0.16021453521081963, 0.03528793019404157, -0.0783231158060092, 0.05875038488657221, 0.3810534206640939, 0.0947649464630195, -0.38011578164749216, -0.3669268216211221, -0.4497615492888182, -0.31571355733226114]","(0, 0, 1)",0.3267373715141591,0.42666515128407057,"[0.259574, 0.031842176, -0.1932635, 0.013232514, 0.41617298, 0.23804085, -0.4919528, -0.41603008, -0.40330684, -0.34829134]","(20, 4)",0.0001,"[0.1121211051940918, -0.016369104385375977, -0.1070331335067749, 0.017924368381500244, 0.39735114574432373, 0.06294798851013184, -0.36784496903419495, -0.33387523889541626, -0.44322389364242554, -0.277582585811615]"
37,"[0.11654630473821159, 0.4259628095579926, -0.2356868123220549, -0.9557661561320562, -1.3224807898501285, -1.1168511423524399, -0.5982885115441202, 0.02827906124479218, 0.13837902545025116, -0.2455058211285841]","[-0.019709213714857565, 0.06812775922653458, 0.178917525165729, -0.20730216874389196, -0.3742319936940821, -0.4741243980780232, -0.32136337213720834, -0.13846256970345594, 0.08337081547412406, 0.02750410498806355]","[-0.01623198533929962, 0.06506630438160879, 0.17690090360580824, -0.202163092117014, -0.3697251194852597, -0.4684497035851669, -0.3192817777217543, -0.13756118597105332, 0.08177878890562706, 0.02791091601566252]","(0, 0, 1)",0.3176883672498031,0.4299257471631794,"[0.10399442, 0.003557101, 0.061479352, -0.3533321, -0.43565446, -0.35339004, -0.26166093, -0.023610152, 0.2583439, 0.18223226]","(20, 4)",0.0001,"[0.012574397027492523, -0.0010265633463859558, 0.18711304664611816, -0.32087719440460205, -0.3926304280757904, -0.5169811248779297, -0.03231325000524521, -0.07386287301778793, 0.16839787364006042, 0.04464513808488846]"
43,"[0.2109233096580676, 1.0222825293565596, -0.4226688930608775, -1.3675286169624132, 0.23802323805299141, 0.3459812415626361, -0.7255340609865711, -1.207782076297059, -0.7620712802582301, 0.11825781816059544]","[-0.43003103820435196, 0.3204771739312098, 0.3509026777126749, -0.3867857853867762, -0.4903714157878185, 0.36419732692040496, -0.009108042678884432, -0.35821300915384335, -0.42478453357160784, -0.16864337334331114]","[-0.45426807481263903, 0.3556853753691638, 0.35690976133053925, -0.418109205016524, -0.5100092482193305, 0.4016517428543508, -0.02988434040944242, -0.3739655540101759, -0.4489253665666253, -0.16863189414521548]","(0, 0, 1)",0.333929343168862,0.44135599697981964,"[-0.47129512, 0.31994304, 0.5679413, -0.43543592, -0.4873805, 0.3875386, 0.28265345, -0.44692153, -0.38300544, -0.20456111]","(10, 2)",0.0001,"[-0.3768830895423889, 0.32436347007751465, 0.4666319489479065, -0.39156919717788696, -0.3228587508201599, 0.3310457468032837, 0.061623215675354004, -0.39156919717788696, -0.298516184091568, -0.2571813464164734]"
38,"[0.24754175002460443, 0.6298825730206928, 0.7631919766791685, 0.2888920085805037, -0.8157312790439378, -1.408801190379774, -0.64327739194193, -0.3231370599619906, -0.1341232354140759, 0.31494683202869544]","[0.04198831528808533, 0.10277671736825955, 0.26355292782621664, 0.24981952442647593, 0.019536242077013877, -0.41763376056047585, -0.49558371490964903, -0.07384683851614049, -0.12464511072292506, -0.004739062345575418]","[0.037249317794288306, 0.11313049943530902, 0.27811901037051295, 0.26124529027078147, 0.014894049592639597, -0.44770567615019086, -0.5190307033431555, -0.06716350445618256, -0.13846862265671556, 0.0023480419157703245]","(0, 0, 1)",0.30723971237433967,0.3999770319484035,"[0.16181979, 0.22809467, 0.3872713, 0.34243175, 0.025326673, -0.42280138, -0.35779238, 0.02289119, -0.037801538, -0.0031369664]","(10, 2)",0.0001,"[0.20174050331115723, 0.11842751502990723, 0.3985322117805481, 0.35458847880363464, 0.08558130264282227, -0.3047904670238495, -0.14190158247947693, -0.056186944246292114, -0.19460174441337585, 0.026440322399139404]"
45,"[1.1082529835420172, -0.21228866411472558, -0.7071060349605041, -0.1984538128738308, 0.9609911921434452, 0.31225105271612397, -0.7874876610919358, 0.43869621595992236, 1.228460954964695, 0.5710752163460826]","[0.2962442330093489, 0.40600437526633415, -0.30914651969052986, -0.1989797576349871, 0.00026297238057815253, 0.4803641098814335, -0.08405652858265478, -0.3517155662546405, 0.39520589110728144, 0.4166275319287067]","[0.2944038797813682, 0.4050935147132211, -0.3068335258622835, -0.1990439507482704, 0.0002940731698060655, 0.47872591928806946, -0.0826442599774136, -0.3513683011689504, 0.3935013361552137, 0.4167949324469841]","(0, 0, 1)",0.3344496422782526,0.3415647340322639,"[0.20986989, 0.30814442, -0.44315827, -0.45200995, 0.025845926, 0.42396894, -0.10316387, -0.55790424, 0.3477198, 0.36816704]","(10, 2)",0.0001,"[0.2579047679901123, 0.3489358425140381, -0.3258087635040283, -0.167705237865448, 0.007936723530292511, 0.44720959663391113, -0.09776779264211655, -0.3656159043312073, 0.41102784872055054, 0.33878418803215027]"
44,"[-0.15990611587499448, -0.24341618028069312, 0.10771798402954236, 1.1081746414887133, 0.7640161280190751, 0.30021989067770705, -0.8674829292409143, -0.6893979170378617, -0.43291765084442335, -0.22469417017833837]","[-0.4547820209106158, 0.14743795251781067, -0.1954270663992519, 0.15157252521439712, 0.47830105813715806, 0.14285753494095854, 0.07868117786837425, -0.4730820535546443, -0.1081579317416087, -0.16237985955140732]","[-0.4669953466428674, 0.15575903386741463, -0.20243796139977366, 0.1571472084690288, 0.4836035707488673, 0.14277258866438078, 0.08022205039928526, -0.4825168599177793, -0.10518614945726353, -0.1669137884738768]","(0, 0, 1)",0.3415993922658502,0.38502672158308376,"[-0.45580748, 0.01441057, -0.14313215, 0.019597806, 0.49476612, 0.29731375, -0.028778538, -0.38256, -0.31707242, -0.17333737]","(20, 4)",0.0001,"[-0.45196792483329773, 0.15294590592384338, -0.10635146498680115, 0.15294590592384338, 0.15294590592384338, 0.12881635129451752, 0.0394458994269371, -0.5043963193893433, -0.09108622372150421, -0.15097957849502563]"
42,"[0.6481732987665773, -0.38837254409889943, -0.7235505869204848, -0.5963059087969818, -0.9515506291233606, -0.8368766515261578, -0.8078019310049906, -0.37982327607026356, 0.772203845553132, -0.3826018186198189]","[0.33862179619805677, 0.15477575128426024, -0.27157414769157984, -0.22598821961445248, -0.18515884459126464, -0.383195892266048, -0.22684037963005488, -0.2904807756874679, -0.04467125019139784, 0.40843754787226494]","[0.3139465272142121, 0.14523122265794614, -0.23185771243989792, -0.21382581062517625, -0.16653820661945878, -0.3422124933488083, -0.21584692916272902, -0.25872376027810196, -0.05292949426224113, 0.36094968523896453]","(0, 0, 1)",0.31558519753933445,0.40866758621707483,"[0.2678674, 0.119890116, -0.29180303, -0.31856737, -0.23439014, -0.36176005, -0.3687667, -0.28804255, -0.20876887, 0.24607584]","(50, 10)",0.0001,"[0.2597258687019348, -0.028300046920776367, -0.2974708676338196, -0.2719600200653076, -0.11928543448448181, -0.32865408062934875, -0.22131793200969696, -0.2328624278306961, 0.019602030515670776, 0.43386149406433105]"
41,"[-1.0670706157499026, -1.3029365676033817, -0.9427253686051443, -1.1901852716774668, -0.10630551168496494, -0.7374054937993093, -0.34793811684142906, 0.24269119064509237, -0.6533012028508899, -0.9482475310591328]","[-0.18543212405356235, -0.4408192458481701, -0.4310586608776058, -0.25583335386376926, -0.4671759589068487, 0.18043522361094189, -0.4589203587051256, 0.05549112093184827, 0.09360003485662205, -0.37345061885375597]","[-0.18892641372956936, -0.446314511848639, -0.43624895718610185, -0.2583193972818887, -0.4759909432318706, 0.1883241599329163, -0.4701062903164974, 0.06183796613216214, 0.09183168693815687, -0.37913316803388397]","(0, 0, 1)",0.32635402047318846,0.40868270115512617,"[-0.19225077, -0.26611018, -0.19537997, -0.12912045, -0.24594794, 0.07303873, -0.3222733, -0.047147352, 0.20566094, -0.37152168]","(20, 4)",0.0001,"[-0.19707879424095154, -0.45117029547691345, -0.3431142270565033, -0.19241055846214294, -0.4293278157711029, -0.10773596167564392, -0.6071406602859497, -0.30257949233055115, 0.04940047860145569, -0.47944268584251404]"
47,"[-0.7512295562734213, -0.26550642552184633, 0.47437334346380977, 0.2119556276354284, 0.7040196339119698, 0.9070418324912424, 0.750876630200078, 0.965682669202121, 0.041744070964534696, -0.20166551790547715]","[-0.47067864333831455, -0.14027545646755335, -0.06261548452714649, 0.26849441399547813, -0.02826939318002486, 0.3661445135459973, 0.27044865947262253, 0.24021398536372773, 0.3627343419191966, -0.16049513547733096]","[-0.45867882819231043, -0.14349436895834033, -0.060162278139408894, 0.26323886807252866, -0.0252533580223011, 0.35854750451512485, 0.26988848382653263, 0.23715788281737904, 0.35963495756332525, -0.15678700349305924]","(0, 0, 1)",0.35907400269545586,0.3895271651706254,"[-0.31797862, -0.39339975, -0.09527606, 0.26788616, 0.09337756, 0.34373277, 0.35569775, 0.091782846, 0.4021728, -0.112826824]","(50, 10)",0.0001,"[-0.4363356828689575, -0.24174359440803528, 0.15446323156356812, 0.20821791887283325, -0.053179383277893066, 0.3803214430809021, 0.20301026105880737, 0.24064448475837708, 0.2277732789516449, -0.1051267683506012]"
49,"[0.09925319701136792, -0.42089023432254324, 0.3524534694963004, -0.6016076222011302, 0.465270015346121, 0.24545823529547495, -0.5796486729731957, 0.5396009001844558, -0.041778120665417084, -0.06068194082307554]","[0.48207647384407615, -0.1914116384163541, -0.11473929795309457, 0.2335963837246975, -0.41760200296291383, 0.4414360091545174, -0.09798888692952124, -0.24082989302183722, 0.3902153966031465, -0.2159967586342818]","[0.4980445384748027, -0.20497234303768969, -0.11113351164653462, 0.239207076389773, -0.4331876324561441, 0.45966836020853774, -0.10915579396836686, -0.24097659342670047, 0.4007149141814043, -0.22642674027886614]","(0, 0, 1)",0.3330087511116658,0.34104657006085165,"[0.45601067, -0.107305616, -0.2638347, 0.2878893, -0.5115053, 0.38901314, -0.033028897, -0.4071176, 0.34527794, -0.21395169]","(10, 2)",0.0001,"[0.42108190059661865, -0.1276431381702423, -0.2137640118598938, 0.303026020526886, -0.2373117208480835, 0.3606117367744446, -0.08308753371238708, -0.22269298136234283, 0.381708562374115, -0.22849932312965393]"
48,"[1.3225588858908945, 1.3082598939916386, -0.08820302365679245, -0.772172100177348, -0.20208406469376716, 0.3776408893187744, 0.2871082202191816, -0.4529938308545042, -0.881067395680127, -0.7609981698323731]","[0.4017795377333213, 0.4603896740787866, 0.423935109956426, -0.25606906680660924, -0.2580515166853694, 0.027983725995801123, 0.17482858166148663, 0.05613981927884748, -0.25456682506667583, -0.3132502853067256]","[0.36237875828995353, 0.4497159469021608, 0.4036833858091828, -0.23083369668804943, -0.25440668003376615, 0.02462056761680011, 0.16612270699329013, 0.056930969279935954, -0.240028844897885, -0.30200934051899403]","(0, 0, 1)",0.3292807541827416,0.45021632377954335,"[0.27683493, 0.42599225, 0.24724607, -0.38330215, -0.51399, -0.06766796, -0.0009102449, -0.079292804, -0.29239368, -0.41020477]","(50, 10)",0.0001,"[0.2754025459289551, 0.3492357134819031, 0.28790563344955444, -0.10616880655288696, -0.3656753897666931, 0.08346623182296753, 0.19703158736228943, 0.10666120052337646, -0.3158351182937622, -0.28898853063583374]"
46,"[1.1706604617330816, 1.2345693020668564, 0.27240496745636766, -0.6476618179105643, 0.11562394532429532, 0.769665172731559, 0.1392430850681493, 0.14475105306645308, 0.8543457926485791, 1.2045533837267204]","[0.27537083319017563, 0.447644814271453, 0.3934622438977017, -0.06052863822066701, -0.29356658984494866, 0.204595267584622, 0.2825349525734685, -0.0716459337526596, 0.10819849340955634, 0.3730736496195114]","[0.2658700172341784, 0.435486362610994, 0.3853831439865069, -0.05452731863202341, -0.28647468059691805, 0.19401813102239876, 0.2780876792116312, -0.06712201105372484, 0.10236754805207544, 0.3637424044232106]","(0, 0, 1)",0.32969077865882623,0.4422762535568256,"[0.2526093, 0.31080124, 0.2978584, -0.102391765, -0.33887163, 0.017368376, 0.3221353, -0.04812113, 0.08665621, 0.21273139]","(20, 4)",0.0001,"[0.2636486291885376, 0.5974115133285522, 0.4270003139972687, -0.12009153515100479, -0.24713999032974243, 0.21844428777694702, 0.2477089762687683, -0.043954551219940186, 0.12420666217803955, 0.3392021358013153]"
40,"[-0.23899011047522323, 0.27237341573598084, 0.7609152057448668, 0.023044768991597242, -0.26099282086206854, -0.9234566669157201, -1.1203677018334082, -0.9094450094080848, -0.03869211689225194, 0.3177136173888422]","[-0.24004788412745182, 0.0005288868261142943, 0.13592226445493327, 0.3124964706449668, -0.14472585082668477, -0.05813348501769189, -0.43266159094901413, -0.343853055442197, -0.2827959769829439, 0.12205193004534598]","[-0.22483395662400685, -0.006330441613525031, 0.12464640574304572, 0.2847842578163403, -0.11699629219797464, -0.06439658873535958, -0.38426440808742396, -0.3298001877035134, -0.26040036401433253, 0.09953207844265445]","(0, 0, 1)",0.33180914988016036,0.44127671308780847,"[-0.3505855, -0.06674445, 0.17085864, 0.29632005, 0.0431264, -0.013705116, -0.4037542, -0.42097706, -0.36374384, 0.05863255]","(50, 10)",0.0001,"[-0.17548774182796478, 0.0015711188316345215, 0.03553859889507294, 0.049732908606529236, -0.25306302309036255, -0.2865025997161865, -0.4967905282974243, -0.459743857383728, -0.25073742866516113, 0.11962336301803589]"
56,"[0.8140992286897303, -0.29111915722769033, 0.04195235753303794, 0.3685948162794397, -0.6283008020029432, 0.08347431337492661, -0.5476882811492886, -1.3382276318101467, 0.37992123630372454, 1.148600906400126]","[0.2942564569500735, 0.2599213858698284, -0.27552027154875935, 0.15873631454089865, 0.10492925086927052, -0.3666150264361069, 0.22504466990551675, -0.38636647552740266, -0.4759305781413721, 0.4279259072225483]","[0.264935300801403, 0.24343480893784591, -0.23685589868911275, 0.12327963166504005, 0.1085972936732074, -0.32650225009529693, 0.1810768323591761, -0.32083017328114605, -0.45010522159893857, 0.36699597203664447]","(0, 0, 1)",0.3347841223004843,0.36567813351252326,"[0.2857666, 0.23107983, -0.14847496, 0.123318985, 0.26995742, -0.24412264, 0.16303836, -0.24280547, -0.49086517, 0.21761893]","(50, 10)",0.0001,"[0.1908944994211197, 0.19272875785827637, -0.12102809548377991, 0.061145275831222534, 0.1194092333316803, -0.29745134711265564, 0.09163200855255127, -0.2848025858402252, -0.32270219922065735, 0.1747150421142578]"
53,"[0.572888777621766, 1.2844578339696668, -0.3895318350331959, -1.0799323198647697, 0.42138575341858564, -0.34821630627809097, 0.21923382874186614, 0.31375046762148806, -0.31177936056847877, -0.8195702692311183]","[-0.007816434905181802, 0.2903526062634739, 0.4970526138530965, -0.4432922244431462, -0.3183200477108117, 0.36985290056469866, -0.3590346034213948, 0.2891342160816305, 0.01230812576992879, -0.16204374316920378]","[-0.012335088146991755, 0.3064738663838007, 0.5130900796693739, -0.4725391725444168, -0.31818585662593507, 0.38870518600618853, -0.3860851817461063, 0.315732880090103, -0.0010364884788594438, -0.16251537392594922]","(0, 0, 1)",0.3471067136074956,0.4272428639961232,"[0.20866558, 0.46192876, 0.555624, -0.17245695, -0.14327787, 0.3981062, -0.20801604, 0.27928293, 0.3038001, -0.19537139]","(50, 10)",0.0001,"[-0.10974934697151184, 0.335697740316391, 0.6147291660308838, -0.4445045292377472, -0.2511187195777893, 0.31577035784721375, -0.38580322265625, 0.2543582618236542, 0.01106157898902893, -0.17584586143493652]"
