seed,Test,True,ARMA,Order,ARMA_Train_loss,ARMA_Valid_loss,Informer,Informer_para,Informer_lr,RNN
51,"[1.0448663205744078, -0.21094223086746355, 0.37633769376949144, -0.286031000440807, -0.02503680264965824, 0.20085632188489277, 0.9390120763494245, 0.5096414281181184, 0.377174867191418, 1.0452124013596285]","[0.35275705490524223, 0.3460546328345828, -0.2784984318510232, 0.3274180628102573, -0.30672453162553215, 0.14084386448793695, 0.03000622869847791, 0.4545029238254733, 0.027569252146322554, 0.17480280752254773]","[0.3596452797522003, 0.34797886768656294, -0.28422216132716616, 0.3349585570868939, -0.31364373440433935, 0.14547104106562883, 0.027985485912393537, 0.45976864616684315, 0.025160316058655395, 0.17752864531467322]","(0, 0, 1)",0.34035474700225177,0.4373333604989353,"[0.3522328, 0.2796976, -0.29534167, 0.2493649, -0.31684127, 0.05924996, 0.13999857, 0.35098788, 0.04826249, 0.10223393]","(10, 2)",0.0001,"[0.35329923033714294, 0.3045756220817566, -0.26969635486602783, 0.32122135162353516, -0.30672532320022583, 0.11863572150468826, 0.07997728139162064, 0.3716394007205963, 0.077754907310009, 0.18649621307849884]"
52,"[0.5943679883420456, 1.263580820674712, 0.7622867262586207, 1.0580586974888717, 1.4331179508298402, 1.2052559979013502, 0.20969013263451508, 0.4687075218332062, -0.1845008345903636, -0.3444266489178476]","[-0.08969591636529084, 0.34203195235366823, 0.4607744341605219, 0.1507561460490494, 0.45365127571991115, 0.4897333375549645, 0.3577613301731928, -0.07403559876933885, 0.2713715603012725, -0.22793619744581806]","[-0.08908844891370926, 0.33608141805478625, 0.4569431082152404, 0.15061438144326125, 0.4479507855156535, 0.4874188003608666, 0.3562055521106313, -0.0726973544199344, 0.2684279617505779, -0.22403244160881264]","(0, 0, 1)",0.31728148330281847,0.43835804597024103,"[-0.10072342, 0.4689276, 0.45411262, 0.192464, 0.41093987, 0.39771247, 0.27687004, -0.065336324, 0.24318206, -0.23598385]","(10, 2)",0.0001,"[-0.055111050605773926, 0.563890814781189, 0.41073936223983765, 0.14247262477874756, 0.2306247353553772, 0.8106668591499329, 0.5911893248558044, 0.031985342502593994, 0.14481252431869507, -0.19526541233062744]"
60,"[0.339852142274769, -0.6236508776088235, -0.9777533294682692, -0.04240637077967402, 0.4333197836827618, 0.7076392311694077, -0.529782612200867, -0.19443418437045812, -0.5070056423326484, -1.2290129398623757]","[-0.2816202612063049, 0.31073620174053695, -0.46719353967468025, -0.2552798948967945, 0.10643676205856023, 0.1634415108121008, 0.2720988601786535, -0.4009407361897602, 0.10325327590965105, -0.30512945912114975]","[-0.2826997868661561, 0.3122045505546663, -0.46698612683751073, -0.25502481611624206, 0.10662863884015007, 0.16388160040320432, 0.2729269199316457, -0.4021831743436535, 0.10377860274734331, -0.30485330786966514]","(0, 0, 1)",0.34292233346126316,0.3818623608191454,"[-0.22661673, 0.1865661, -0.32622457, -0.33819708, -0.007924857, 0.23182996, 0.35611016, -0.2678729, -0.06760673, -0.26012546]","(50, 10)",0.0001,"[-0.28612926602363586, 0.32539060711860657, -0.3742827773094177, -0.35550087690353394, 0.11819276213645935, 0.18984755873680115, 0.17224916815757751, -0.3536360263824463, 0.00602450966835022, -0.21895194053649902]"
50,"[-0.47040567232512576, -0.055580118879068, 0.40529492002371614, 1.1335434446917747, -0.15718931907995193, 0.4757237002258873, 0.6111974877460329, 0.3763142307098257, 0.7613788032940005, 0.8180218534879189]","[0.018829569595968154, -0.24461762096054696, 0.09451875104073948, 0.15538808449148833, 0.4890776801001432, -0.32313349959004756, 0.3994285999079674, 0.10588444391903273, 0.1352148933953965, 0.313081954949302]","[0.016035564309668408, -0.23993761183485288, 0.09082014413376402, 0.1551134753051272, 0.4829348181850139, -0.31455375422961823, 0.3864757317057623, 0.10991204155812383, 0.13069388767154244, 0.30979584683138706]","(0, 0, 1)",0.3390642360302898,0.37818485056646356,"[-0.039116807, -0.21450354, 0.06733596, 0.3078537, 0.46770033, -0.27178833, 0.4039612, 0.33813146, 0.14378922, 0.3762702]","(10, 2)",0.0001,"[0.031481266021728516, 0.0024548619985580444, 0.09665173292160034, 0.30077633261680603, 0.4558292031288147, -0.28868505358695984, 0.31504249572753906, 0.24967026710510254, 0.0007807314395904541, 0.3457958698272705]"
58,"[0.8918129399692943, 1.2750165081344877, 0.5873477188411806, -0.31406461213566583, 0.3297932268984982, 0.09211560315525102, -0.06231494123953607, 0.2243402543364601, -0.6625451921721289, 0.2751578084307076]","[-0.014699282701073568, 0.45325611133518395, 0.41088019839965195, 0.08823376022076435, -0.2011491861782151, 0.26547120653835665, -0.08667780169155281, 0.012181430226008372, 0.10607941205522586, -0.3843123021136774]","[-0.02763069720719358, 0.5032159692726623, 0.4227828833492162, 0.09035392932449916, -0.22204778764909888, 0.3026025918487346, -0.11525238678072196, 0.029015244511706527, 0.10707972940104561, -0.421958186583262]","(0, 0, 1)",0.3579270905818312,0.4465444694446294,"[0.028377093, 0.58683217, 0.32772034, -0.09130854, -0.43806943, 0.48611975, -0.35023218, -0.15464208, -0.047782198, -0.55365884]","(10, 2)",0.0001,"[-0.06493717432022095, 0.8636075258255005, 0.3278599977493286, 0.08969271183013916, -0.1760672628879547, 0.32404589653015137, -0.14372020959854126, 0.073050856590271, 0.06254851818084717, -0.35176026821136475]"
55,"[-0.04640128526494314, -0.19773031251365447, -0.8782083997217389, -0.2431894171968455, 0.18565914016669782, -0.9265362077972089, -0.7533076178306118, -0.35101919177927476, 0.883503766561178, -0.29117325467085176]","[-0.14608861105763582, 0.04984366289634634, -0.1237869877050004, -0.37721070600836926, 0.06701064440576188, 0.05932424788046797, -0.49293022783883844, -0.1301886949958867, -0.11041524839169403, 0.496959507476436]","[-0.1648754801757568, 0.061272473849590676, -0.13405142096932499, -0.38594094274796437, 0.07408114031499909, 0.05790972669387209, -0.5110813494503649, -0.1256309954167983, -0.11711453467975995, 0.5189331224534169]","(0, 0, 1)",0.3271825501290121,0.45458884754252155,"[0.032383636, 0.023617014, -0.0008023232, -0.39307037, 0.17140713, 0.36883345, -0.4873346, -0.15508978, 0.017908111, 0.61016035]","(10, 2)",0.0001,"[-0.049672581255435944, 0.055137887597084045, -0.012421384453773499, -0.40400230884552, 0.16051560640335083, 0.09281039237976074, -0.52754807472229, -0.13567976653575897, -0.004885688424110413, 0.5525263547897339]"
17,"[-0.11351895924091904, -0.6920564533342844, -0.8955658553192481, -1.1961075626007172, -1.384836783792601, -0.5679267286689985, -0.6141288411861588, -0.7042165682874474, -0.9493745278121577, -0.08386342838417893]","[0.2768792585958909, -0.19519910891840497, -0.24842867220793974, -0.3235685915556542, -0.4362694855225314, -0.47428364913503473, -0.04682153976698189, -0.2836536507095885, -0.21028145878892945, -0.3695465345116141]","[0.275171772323062, -0.18960091235896326, -0.2452484078524347, -0.3177710907730317, -0.42987808774582176, -0.4684846744224623, -0.04879508440344817, -0.2774755075168598, -0.209532819021814, -0.3637259281091956]","(0, 0, 1)",0.33464380581606373,0.40477591703203625,"[0.34094742, -0.22065672, -0.33218375, -0.34176874, -0.38295433, -0.4004866, -0.049342763, -0.21087527, -0.22954902, -0.3559507]","(10, 2)",0.0001,"[0.26400813460350037, -0.2536889910697937, -0.2380431592464447, -0.3210689127445221, -0.5581685304641724, -0.6649218797683716, -0.15882542729377747, -0.13466396927833557, -0.19933372735977173, -0.370130330324173]"
54,"[0.7713967322548283, 1.2053750597993464, 0.5148368154914058, 0.8628022597407315, 0.23646737638765591, -0.2878536186491121, 0.1403710843753383, 0.7063248218575412, -0.47890355013646735, -1.3086622225372908]","[-0.14500359849918198, 0.45820016537700514, 0.37358744721117065, 0.07062468414011758, 0.396088787800307, -0.07981070570632554, -0.10402145647139327, 0.12219627042336578, 0.2920642757170877, -0.3854839129267775]","[-0.14252664849110133, 0.4498192692632442, 0.3723977592769925, 0.07039919402142056, 0.3916752755500211, -0.07661443786269613, -0.1043585969194991, 0.12098674463932085, 0.2895175147984905, -0.3792768217676629]","(0, 0, 1)",0.3190931562131608,0.36858306168885613,"[0.034123465, 0.25045088, 0.65856504, 0.21693613, 0.26154888, -0.40929, -0.581204, -0.14140734, 0.4768118, -0.45882055]","(20, 4)",0.0001,"[-0.13451416790485382, 0.3632512092590332, 0.39466631412506104, 0.156996950507164, 0.34487056732177734, 0.07071967422962189, -0.21140143275260925, 0.14888553321361542, 0.2965811491012573, -0.459506630897522]"
61,"[-0.2587392349440796, 0.277355563699491, 0.9861588263731838, 0.6067613704234913, 0.5987933708612895, 0.9903152879155221, 0.7686653437441524, -0.6694331170268357, -0.038411642242061506, 1.0021397148510178]","[-0.12035017419533722, -0.06919453037437118, 0.17327504703693108, 0.40644188966812633, 0.1001597403776825, 0.2493168152418035, 0.37049923633685933, 0.19908305370364654, -0.43425808536524113, 0.1979232215615898]","[-0.11652554861785207, -0.06792516322602142, 0.16492391142178586, 0.3926445812891205, 0.10237523829648093, 0.23751934297563126, 0.3605402196179165, 0.1956301090913661, -0.41458258673756043, 0.17973708394017393]","(0, 0, 1)",0.3483439633653616,0.46621647162858837,"[-0.20513447, -0.18181069, 0.14722651, 0.43111038, 0.14656092, 0.25286806, 0.313763, 0.2819653, -0.5009206, 0.01607142]","(20, 4)",0.0001,"[-0.36968961358070374, -0.14833928644657135, 0.2363356351852417, 0.4615407884120941, 0.03668467327952385, 0.07655757665634155, 0.30551019310951233, 0.12270614504814148, -0.5241094827651978, -0.0015347562730312347]"
68,"[0.45089360164772274, -0.1279084503080412, -0.724798450307419, 0.4809129285855469, 0.7470958871587415, 0.20193568303863374, 0.9776701276566936, 0.7662531350129658, 0.8850980361984736, 0.035363005302442185]","[-0.43835191902514015, 0.44462276033643144, -0.2862656053222363, -0.21926642249259132, 0.3500896755390691, 0.1985031058098362, 0.0017162886143987643, 0.4879769195211474, 0.13913810774590918, 0.3729799642262822]","[-0.4302936821897551, 0.4309178675884711, -0.27169893411395657, -0.22119212069414346, 0.3442664360663596, 0.19759572538572118, 0.002130795767485661, 0.4789470891349617, 0.14093171404594254, 0.36549636467208424]","(0, 0, 1)",0.3276767136410469,0.4030539244266986,"[-0.41413173, 0.34047225, -0.21590391, -0.3669011, 0.17497575, 0.09579846, -0.10363462, 0.43702906, 0.2946274, 0.34914306]","(50, 10)",0.0001,"[-0.22655662894248962, 0.3360591530799866, -0.22556233406066895, -0.2999931275844574, 0.3308109641075134, 0.25179755687713623, 0.057237304747104645, 0.25217777490615845, 0.24542172253131866, 0.2614328861236572]"
57,"[-0.9095478762550108, -0.06851717730737839, 0.048826669003852574, 0.731720946424729, 0.17481596225511176, 0.7364530117355033, -0.2692018285338521, -0.8148394644061572, 0.03854106796001955, -0.6869277852318664]","[-0.26602215857319356, -0.3217628588409086, 0.1266228407667651, -0.03889808588145627, 0.3853095161530926, -0.10524677694899043, 0.42084989434224684, -0.3450258614380495, -0.23490680148405385, 0.1367239347220367]","[-0.24978714350867975, -0.2893977158552509, 0.09678721045907848, -0.02102608029646588, 0.32966283904046884, -0.06767126726745307, 0.35102739884952916, -0.26943632416602276, -0.23757617300313724, 0.12057032555748733]","(0, 0, 1)",0.3351508654165205,0.4382098262073214,"[-0.19982895, -0.25131115, 0.111687735, -0.008595129, 0.36604136, -0.016183086, 0.37419823, -0.23063621, -0.32122993, 0.17798439]","(20, 4)",0.0001,"[-0.3021870255470276, -0.2674674391746521, 0.06443598866462708, -0.008155107498168945, 0.31839850544929504, -0.07251502573490143, 0.30700549483299255, -0.3326777219772339, -0.2769063711166382, 0.06686027348041534]"
62,"[0.5732688146342271, 1.0191172757376221, 0.3410159292143048, 0.9444280254729961, 0.786181806901356, 1.1064547849219772, -0.23884825420405653, 0.36921621572051966, -0.362662767142521, -0.09804423728454836]","[-0.007646009518818442, 0.29045741207652276, 0.3643299318305496, -0.011657001308122417, 0.47804251339055925, 0.15406964675539836, 0.47619256908328944, -0.357520411643673, 0.3633683136820963, -0.36301554041230866]","[-0.012408630733717422, 0.24980736859490332, 0.32869228246801613, 0.005268613946992528, 0.4011240168951628, 0.16442693775274583, 0.40324172971033145, -0.27322100383137315, 0.2722886615330786, -0.26805503052938146]","(0, 0, 1)",0.3270902107987964,0.3948387140179581,"[0.07469653, 0.36302635, 0.4289058, 0.12763375, 0.45276865, 0.27260226, 0.30156735, -0.33954236, 0.12947017, -0.41982853]","(10, 2)",0.0001,"[-0.07431118190288544, 0.34257441759109497, 0.2457277774810791, 0.1762019544839859, 0.23865364491939545, 0.2329021394252777, 0.23217876255512238, -0.2796838879585266, 0.3583256006240845, -0.3599095344543457]"
66,"[-0.10382946472013788, 0.6676544817450409, 0.5910448439392644, 0.7987173838377543, 0.9536789683374703, 0.8371711871736472, -0.020196092184530556, -0.6479641947213809, -0.8311323359793532, 0.23219141710795954]","[-0.23428522502843996, 0.06522788015415104, 0.30121330079544495, 0.1449157715719097, 0.3269008061329223, 0.31338908110227404, 0.2618910530356866, -0.14104357261010858, -0.25346031105563616, -0.2888360124618585]","[-0.23122130507721766, 0.0618639436190197, 0.2943164055118341, 0.144193501312189, 0.3182320774073397, 0.3092473041400234, 0.257275284397798, -0.13515646173232143, -0.2499969161049174, -0.28357951377195556]","(0, 0, 1)",0.3353804869005155,0.37602642130544306,"[-0.22972623, 0.0945009, 0.4176255, -0.023266554, 0.30471453, 0.21225308, 0.24753669, -0.13576172, -0.1665611, -0.38252696]","(20, 4)",0.0001,"[-0.2319328337907791, 0.027917757630348206, 0.4209141731262207, 0.1881933957338333, 0.353821337223053, 0.33414047956466675, 0.23618720471858978, -0.22857318818569183, -0.23898513615131378, -0.2567957043647766]"
65,"[0.16980988602848823, 0.6374257926734196, -0.748895186109917, 0.4536365503289713, 0.9980719752937127, 0.23198283160784794, 0.07128576140696774, 0.14177146959582965, -0.42259078457008303, -1.2254134858725396]","[-0.4016898429336757, 0.28574986448108197, 0.1758379640961688, -0.4623665751030429, 0.4580015627160071, 0.2700352062888528, -0.019026187340502432, 0.045155974373735086, 0.04830774761104728, -0.23544926609056516]","[-0.35204609632569367, 0.22882067745439852, 0.17942604700908932, -0.40832753726346094, 0.3767232272937999, 0.272235752264542, -0.01770181254513167, 0.03913320404334557, 0.04513652069793946, -0.20568527830894512]","(0, 0, 1)",0.3384228892243234,0.4347833384305742,"[-0.51873046, 0.11925007, 0.20678055, -0.43334323, 0.4528783, 0.36054948, 0.14898315, 0.1326043, 0.2366038, -0.15392339]","(50, 10)",0.0001,"[-0.3220973610877991, 0.18828776478767395, 0.29647552967071533, -0.3942291736602783, 0.3620424270629883, 0.3351731300354004, -0.06812679767608643, -0.01885443925857544, 0.06930181384086609, -0.23577433824539185]"
59,"[-0.08651717773280232, -0.09103889014307054, 0.514412443290196, -0.16310795321139426, 0.13543197116050743, 0.6425828772213712, 0.4030803221679511, 0.7706799800567845, 0.6109630956652443, 0.912862583251157]","[0.3845618368000149, -0.2355395072664086, 0.07225030856166903, 0.22108106736426347, -0.19209451028782887, 0.16376324072416815, 0.23940981824860152, 0.08183525195967478, 0.34442236404855486, 0.13327036580834473]","[0.3835416561824776, -0.2296418882914663, 0.06764255971875743, 0.21830412587700446, -0.1863186525142414, 0.15696538525216974, 0.23720706140519532, 0.08109136076227155, 0.337249657853465, 0.13384214500151792]","(0, 0, 1)",0.34012295773438456,0.40586290044261497,"[0.23062977, -0.0494466, -0.10328533, 0.18903095, -0.13368583, -0.022046931, 0.29568088, 0.094342075, 0.35383564, 0.17653832]","(50, 10)",0.0001,"[0.3765358030796051, -0.27187055349349976, 0.11655789613723755, 0.2577250599861145, -0.18358685076236725, 0.2329433560371399, 0.2588065564632416, 0.04515153169631958, 0.335095077753067, 0.08195605874061584]"
63,"[0.49708833491241033, 0.6125673771806355, 0.33301726830165457, -0.7968787559904392, 0.3508028544994667, 0.9083681371182728, 0.2965247462791505, -0.8384561773252736, -0.21768835896118954, 0.09068890510629779]","[0.23838932242409505, 0.12934950624415764, 0.24160893546823892, 0.045704166416707825, -0.4212914612035735, 0.3860471578515201, 0.26116048963337635, 0.01768212832288707, -0.4280691528240803, 0.10519039693144538]","[0.24242296451103626, 0.12959164758357394, 0.24589728719748696, 0.04435111939572833, -0.42858652734984054, 0.39562349936839886, 0.2604922389268027, 0.01835896380099834, -0.4364255522466169, 0.11113620082620185]","(0, 0, 1)",0.32355495372332893,0.40250011715430856,"[0.3396384, 0.2221055, 0.25036332, 0.22802317, -0.44667903, 0.2899628, 0.38726684, 0.087257124, -0.4338611, -0.08593804]","(50, 10)",0.0001,"[0.208257257938385, 0.16660264134407043, 0.2345716655254364, 0.09678355604410172, -0.3040122389793396, 0.26204943656921387, 0.41274377703666687, 0.03695499897003174, -0.31754279136657715, -0.1333075761795044]"
64,"[0.4701124784697912, -0.7880897414267877, -0.758304307534074, 0.6233002477242957, 0.8643523876352227, 0.3889462664252592, -0.0910459980629954, 0.5194049522470796, -0.45114742673969255, -0.3094733876551472]","[0.4067464182235849, 0.03168303012310314, -0.4098863857749454, -0.17420896087956428, 0.39875460430193, 0.23279889166664636, 0.07807368737930642, -0.08455984272115091, 0.30198239748411526, -0.3765649121119039]","[0.4050579391064904, 0.03235442708005742, -0.40955599617673366, -0.17420056618427812, 0.39862099878789864, 0.23282818674772826, 0.07814822484806816, -0.08469177046668849, 0.3021609040568675, -0.37556508228168994]","(0, 0, 1)",0.32746133846119585,0.4255861158792091,"[0.50072515, 0.25827506, -0.23657021, 0.17407653, 0.8111778, 0.5638938, 0.113697775, 0.048888527, 0.49159768, -0.26449093]","(50, 10)",0.0001,"[0.3734304904937744, 0.09526249766349792, -0.46098804473876953, -0.19382146000862122, 0.41180336475372314, 0.27816715836524963, 0.09056416153907776, -0.050419166684150696, 0.2169370949268341, -0.48279309272766113]"
69,"[-0.7497776660383744, -1.0107605348796003, -1.3737675668354825, -1.3215691989073726, -0.3928619005360924, -0.8661335013963787, -0.823604522317897, -0.6636605938883134, 0.461084591405292, 1.0150985058481647]","[-0.2989209758933755, -0.22542834507249943, -0.3926660949035504, -0.490550735965966, -0.4155092314707033, 0.011323665467305455, -0.43872858343184207, -0.1924379694430275, -0.23561131222264298, 0.3483479518139675]","[-0.2936829312750588, -0.21503589185851107, -0.3756407344579714, -0.47241091735981006, -0.4030312377634793, 0.0048320925121849954, -0.41333289821158103, -0.1946728684041286, -0.22305485135377642, 0.32457620180029506]","(0, 0, 1)",0.3536099545934027,0.3565280631495966,"[-0.36881384, -0.17958695, -0.35905996, -0.36847866, -0.26610136, -0.001328703, -0.39102784, -0.23509294, -0.24096379, 0.2992317]","(10, 2)",0.0001,"[-0.32232147455215454, -0.19130845367908478, -0.3378986120223999, -0.4553452730178833, -0.3913642168045044, -0.022038325667381287, -0.31713831424713135, -0.2343568652868271, -0.14479534327983856, 0.25560545921325684]"
73,"[1.1899931085134279, -0.32295313027949, 0.008018400856554808, -0.5362000943803475, -0.7495984150173354, -1.1601776170560596, -0.7847516372992904, -1.0543078265244956, -0.7994721490252721, -0.9845485484852847]","[0.47774806815017345, 0.35612252018162727, -0.33953782523055864, 0.17377811304355673, -0.35498910371195214, -0.19730465565269162, -0.481436480701684, -0.15165757829880322, -0.4513251241128462, -0.17407351245621294]","[0.4628410290420206, 0.3542915463500304, -0.33080174616084435, 0.16502029728978312, -0.34066109253649113, -0.19881989381488543, -0.4685055585514368, -0.15397347968899056, -0.4391200171736984, -0.17565579962360306]","(0, 0, 1)",0.3369511745028315,0.3965709383462163,"[0.27438498, 0.16205357, -0.4157795, 0.11270416, -0.28048822, -0.339638, -0.4104001, -0.2569634, -0.50015426, -0.19383672]","(20, 4)",0.0001,"[0.3874884247779846, 0.33074748516082764, -0.21288470923900604, 0.07841522991657257, -0.18355827033519745, -0.24936048686504364, -0.36762481927871704, -0.184681698679924, -0.32646650075912476, -0.19710855185985565]"
70,"[0.1048255994931997, 0.7697635239041032, 0.7937086607776409, 0.8674207753206734, 1.2815273437894281, 0.2556772261456811, -0.5021303366064175, -0.6047490687794678, 0.5650080568873994, 0.5386449248452615]","[0.13019820759530654, -0.01268630405105342, 0.3912249139775783, 0.2012418734000313, 0.33308945096032105, 0.47421894641455353, -0.10927086013443621, -0.19642973823599064, -0.20415966527173857, 0.384583861079569]","[0.11664925334038548, -0.005507137122526738, 0.36077935513847936, 0.201515149714701, 0.3105558131454364, 0.45391279046828237, -0.09260672308743405, -0.19161098889442213, -0.19348661608954634, 0.3546770204689015]","(0, 0, 1)",0.3251188965682431,0.3985311208906038,"[-0.072185904, -0.059522606, 0.1769408, 0.1293737, 0.14565706, 0.20164627, -0.12973183, -0.29536164, -0.31475016, 0.28579837]","(20, 4)",0.0001,"[0.19293728470802307, -0.02147287130355835, 0.3637978732585907, 0.19762654602527618, 0.31034064292907715, 0.3772623538970947, -0.025660842657089233, -0.15372872352600098, -0.164398193359375, 0.3772623538970947]"
67,"[0.9356820262761757, -0.006768330039783055, 0.20301035052455485, 0.37258782312122996, 0.9137128877186899, 0.5411230221079945, 1.0040115904893065, -0.07830819832904135, 0.3222398013664355, -0.5337934711921324]","[0.13820163304172228, 0.3987401966172267, -0.20275426332850488, 0.20288230692652987, 0.08485275809735005, 0.4144300648106699, 0.06334647864866227, 0.4703325559203221, -0.2743203771246817, 0.2982800892455586]","[0.13308228111124437, 0.3928336342247195, -0.19531066069346362, 0.19437334287465616, 0.08700544900419219, 0.4037925214460573, 0.0669920101388188, 0.4572519752596384, -0.25997887530159947, 0.281840940762337]","(0, 0, 1)",0.32703246154685367,0.4639948065101978,"[0.12337596, 0.40377015, -0.2614508, 0.098270535, -0.04379069, 0.3185633, 0.004637042, 0.7607206, -0.17895797, 0.30512688]","(20, 4)",0.0001,"[0.18093886971473694, 0.3381815254688263, -0.07186976075172424, 0.20163467526435852, 0.13731485605239868, 0.34774184226989746, 0.16153760254383087, 0.4352589547634125, -0.2426682412624359, 0.2562931478023529]"
72,"[0.16549049836934648, 0.3794116958243865, -0.46327395066824295, -0.07867979652798207, 0.373003067578484, 0.9505485968599535, -0.3287904390124793, -0.87724755347031, -0.47974424630272483, -1.0456010790568557]","[0.4145213101503732, -0.12451540589051335, 0.2519635508574499, -0.35761875076284644, 0.13946947711743218, 0.11676679523052591, 0.4168909008147138, -0.37284066991359655, -0.25220344177835674, -0.11377040226218404]","[0.41588530237646104, -0.12552979741009399, 0.25290706520240086, -0.3577317481787079, 0.13906536909110603, 0.11678773943332928, 0.41651762784328533, -0.3707824597392871, -0.25225816174551785, -0.11361360650145676]","(0, 0, 1)",0.3396269563535176,0.4281940642470513,"[0.7076857, 0.065752864, 0.30399555, -0.34284008, 0.09694598, 0.2825577, 0.40427193, -0.31570637, -0.379623, -0.021552928]","(10, 2)",0.0001,"[0.2764686644077301, 0.013660192489624023, 0.3030174970626831, -0.394207239151001, 0.18763494491577148, 0.2863210439682007, 0.27926450967788696, -0.3703998327255249, -0.32386332750320435, -0.10902151465415955]"
75,"[-0.7911856605796342, 0.24150715517048105, 0.6087626050543683, 0.8151863193716624, 0.32366063066444806, 0.4126038164282442, 0.39965344256942836, 0.9631004634488398, -0.355487683947209, -0.17044462132764793]","[-0.468971302868992, -0.1611071788553211, 0.20130716701290108, 0.2037277190207336, 0.3057293001754644, 0.008965665244491827, 0.20181907559187617, 0.0989171834887761, 0.43209163998003186, -0.3937896619636204]","[-0.5350922863754365, -0.1400671225400426, 0.20967199586323435, 0.2194485240484667, 0.3277681021903933, -0.002260631542819294, 0.2282157510085227, 0.09429307731617036, 0.4779331943499514, -0.45628919365147363]","(0, 0, 1)",0.33280831109508785,0.3956137828305372,"[-0.47763887, -0.1805695, 0.3653598, 0.31604877, 0.37750238, 0.05202939, 0.18605885, 0.111254, 0.44945437, -0.33450168]","(10, 2)",0.0001,"[-0.26689210534095764, -0.1859104335308075, 0.3981843590736389, 0.1660846322774887, 0.2981857657432556, 0.07194598019123077, 0.19796545803546906, 0.13971593976020813, 0.32643866539001465, -0.2830903232097626]"
71,"[-0.45741856831148275, 0.14795352149329244, -0.24472240719877247, -0.8060417242469996, 0.3390155002571098, -0.5149272802726644, -0.12315646713444295, 0.035081494912105216, 0.8500594219511826, 1.2915248585936776]","[-0.1451251418672973, -0.15614671322209273, 0.15205011735769258, -0.19838626227823253, -0.30382773098438354, 0.32142161562074667, -0.41817444794670555, 0.1475089904061313, -0.05621374774701304, 0.4531365848490978]","[-0.14392017008228317, -0.1561944211932639, 0.15167623596939023, -0.19757355153619308, -0.3035281623864061, 0.32036763048098243, -0.4149678282914004, 0.14453058731440002, -0.05426202285587623, 0.44790607745238836]","(0, 0, 1)",0.35867858884918374,0.41077561070431695,"[0.0058754515, -0.117991574, 0.16014004, -0.16157344, -0.46208432, 0.32451746, -0.3081357, -0.018852236, 0.073322386, 0.5909991]","(50, 10)",0.0001,"[-0.08977013826370239, -0.22106021642684937, 0.1486169695854187, -0.17062342166900635, -0.37483763694763184, 0.15330779552459717, -0.30901217460632324, -0.05814474821090698, 0.03449222445487976, 0.41412150859832764]"
81,"[-0.38363048375269804, 0.5724956451557178, -0.38640735549438077, -0.41051838152991915, -0.7335838574761817, -0.5214331243092932, -0.7026782868124636, -0.9544573645660349, -1.1336172989790019, -0.82793468041551]","[0.4551225527012044, -0.4193765182269512, 0.4959360816913345, -0.44117171859285764, 0.015326668531469245, -0.3744552630038255, -0.07348893065273387, -0.31459467807986485, -0.31993134324308503, -0.4068429778679584]","[0.46468706393788684, -0.42384938248686155, 0.4943686762270588, -0.4336812114398369, 0.011469454954100292, -0.36766105285968226, -0.07585030317899832, -0.30963066426909647, -0.3188958521715875, -0.40376541873507804]","(0, 0, 1)",0.3458068803160804,0.3972745539660378,"[0.46281415, -0.37130824, 0.47420356, -0.41512623, -0.19388506, -0.42048562, -0.22065827, -0.42150778, -0.45263135, -0.4880586]","(10, 2)",0.0001,"[0.3576842248439789, -0.24500387907028198, 0.3698734641075134, -0.24301034212112427, -0.09601151943206787, -0.276056706905365, -0.07377663254737854, -0.22912877798080444, -0.3606318235397339, -0.46228253841400146]"
78,"[0.5200330475211911, 0.8062224777539317, 0.580864918107545, 0.13247324026427154, 0.3059037376487066, 1.125774278480589, 0.03526560242708421, -0.3165970756922629, -0.05334577748158309, -0.4188978187808572]","[-0.22834963033126343, 0.37419133892622725, 0.21601556941385225, 0.1824246743468464, -0.024975717041287426, 0.165439727344997, 0.48016727556779604, -0.22245083657035591, -0.0470731195609535, -0.0031363289603147937]","[-0.19808284347484897, 0.33246206627552144, 0.21964506693517197, 0.16794540149714157, -0.016489078523684034, 0.14980457857787852, 0.45430129048826096, -0.19454410926705357, -0.05669171510904785, 0.0015562697581774803]","(0, 0, 1)",0.3276999235434622,0.4067084297677995,"[-0.17759441, 0.23639056, 0.24585395, 0.19092488, 0.022017926, 0.085019656, 0.33230698, -0.14169788, -0.080161504, -0.021720562]","(20, 4)",0.0001,"[-0.14873677492141724, 0.3158365488052368, 0.2814069390296936, 0.2320440411567688, 0.07550042867660522, 0.16441118717193604, 0.4578811526298523, -0.05889982357621193, -0.07047957181930542, 0.04387199506163597]"
