seed,True,ARMA,Informer,Informer_para,Informer_lr,RNN
22,"[0.9349710626244665, -1.0079803653464618, -2.2617010906704964, -2.5296775664849687, -2.1989700420724487, 1.0566217251543857, 2.9441932554597017, 1.7987345947809725, 0.7229064106424254, -0.22990473319400817]","[1.2545323584479693, 0.014749312019428584, -1.1410156448155417, -1.2848419367211983, -1.116619712721161, -0.8159186639846063, 1.820548948682597, 1.639719028598619, 0.16227139220006104, 0.0571184187179008]","[1.649573, -0.07741859, -1.3765855, -1.3400772, -1.3689638, -0.5084587, 1.4542482, 1.5159409, 0.78785884, 0.8724365]","(100, 20)",0.0001,"[1.338323950767517, 0.052368830889463425, -1.255385398864746, -1.2135659456253052, -1.0662282705307007, -0.8802379965782166, 1.5158330202102661, 1.7368825674057007, 0.18510682880878448, 0.1185123473405838]"
21,"[-0.12209518045912171, -0.49232190219066185, 0.273603898841564, 0.07303147537178839, -0.8278595447446644, 0.4218687285241316, 0.2656092206333669, -1.8561907060811473, -2.323855822887737, -0.9278921284749352]","[0.3090763147491202, -0.2195393520039349, -0.38129807572068775, 0.539285732735527, -0.25194297584956593, -0.6769613656379327, 0.8711247283849197, -0.2565838212678197, -1.680694389858527, -1.0632215428628462]","[-1.3521194, -0.0847537, -0.1320154, -0.62922394, -1.1078761, -1.0470213, 0.6154641, -0.9634072, -0.77159363, 0.17292657]","(50, 10)",1e-05,"[0.15828478336334229, -0.2706049680709839, -0.5284398794174194, 0.6323895454406738, -0.44109368324279785, -0.8303858637809753, 0.9598476886749268, -0.5042047500610352, -1.8209075927734375, -0.8211610913276672]"
53,"[0.8606487645789926, -0.698624895079477, 0.3247693823306157, 0.2561256273314433, -1.4423109666184164, -1.363886937991038, 0.4991661019370947, 1.0112286877495094, 1.585008755485581, 0.21626299717768338]","[0.2650488139841446, 0.6058523686803905, -0.9881464763981362, 0.8361351923372895, -0.2059925374908423, -1.1845666400380905, -0.42464511280275075, 0.7537517913568995, 0.4249861728297775, 1.0528462670767704]","[-0.093802124, 0.47844866, -0.66746885, -0.25868443, -0.28759256, -0.37086123, -0.8077926, 0.3892941, 1.1803321, 0.52965105]","(100, 20)",1e-05,"[0.29194411635398865, 0.6072454452514648, -1.1836320161819458, 0.6956542730331421, -0.17271679639816284, -1.0236278772354126, -0.2365473210811615, 0.7803094387054443, 0.42079678177833557, 0.9047064781188965]"
76,"[0.6284462840705773, 2.832357135252855, 0.7838583994273636, -2.4008159710761228, -1.276424057037398, 0.9441756474293519, 0.29418363882198173, 1.4631129432888905, -0.06437190747572186, -3.4901185360827855]","[-0.43410549494865536, 1.0343134684345907, 1.8900248873363792, -0.7766820192063408, -1.942701428483001, 0.2798901000575116, 0.9958580867254501, -0.39571301078534116, 1.3888995388129208, -0.9937534763617181]","[0.9888272, 0.68122315, -0.7570426, -1.3575152, -0.7382579, -0.7270439, 0.6522776, 0.63271105, -0.65295434, -0.4832661]","(50, 10)",1e-05,"[-0.8930555582046509, 1.0848171710968018, 1.977636456489563, -0.9139751195907593, -1.8689674139022827, -0.3455345034599304, 1.3063572645187378, -0.33280253410339355, 1.2004646062850952, -0.7791078686714172]"
37,"[-0.7320107824784348, -1.334873221862436, -2.830270727999395, -2.171825700352501, -1.1699072417331753, -0.9083298934746911, -0.6531089742269618, 0.1716358428829503, 1.420182219659508, 1.505674042252934]","[-0.2849852189977527, -0.3586198509100228, -0.8806465713955552, -1.8900262181605831, -0.4361124281334561, -0.27270423012927714, -0.39270457700217143, -0.1858217861455479, 0.4259991456128711, 1.1052115674301346]","[-1.4184129, -0.85908383, 0.04121618, 0.1507941, -0.36888453, -1.1046586, -0.71108836, 1.0753238, 1.0780064, 1.0289882]","(50, 10)",1e-05,"[-0.3391178846359253, -0.3742329478263855, -0.8298160433769226, -1.7977694272994995, -0.4317767024040222, -0.04632124304771423, -0.34446585178375244, -0.2269919067621231, 0.4005250334739685, 1.007781982421875]"
36,"[-0.6109003502778931, -1.1962871269208912, -1.9284712114416345, -0.8369365861790452, 0.6752890852409565, 0.3457813541320848, -0.32961489457060145, -1.457281927215059, -2.0157293730145973, 0.548955056985752]","[0.968335967536242, -1.2523806504491404, -0.4622226711318654, -1.1407892849121728, 0.2068437794404978, 0.7695112767270815, -0.1356949080810666, -0.3459442232798006, -1.0383340428682573, -0.9692546161114881]","[1.0863538, 0.4379829, -0.803871, -0.86756235, -0.549871, 0.43943715, 0.9708129, 0.4336335, -0.7859311, 0.025528371]","(50, 10)",1e-05,"[0.9891002178192139, -1.2666923999786377, -0.5097804069519043, -1.0887582302093506, 0.5188966989517212, 0.6966913938522339, -0.05556142330169678, -0.40518248081207275, -1.0199886560440063, -0.9422191381454468]"
83,"[-0.6545817741299405, 1.434024738276674, 0.34749362506855164, 0.5199948567396283, 0.721188136451574, 0.43640808211075144, 1.45987711423287, 1.1287010228834997, 1.2488000179907937, 2.319392260813648]","[-0.522174457218974, 0.27622257475845047, 1.342776828463979, -0.6297091169640003, 0.5615262322906871, 0.25777126146290946, 0.05826696061532441, 1.0999153474479924, 0.12378776999016444, 0.6801486780069295]","[-0.99512374, 0.5547372, -0.58838886, 0.782273, -0.5704147, -1.2816292, -0.11760949, 1.232537, 0.077590495, -0.91103816]","(50, 10)",0.0001,"[-0.5219519138336182, 0.1265098750591278, 1.4008392095565796, -0.6680371761322021, 0.7503962516784668, 0.10182443261146545, 0.1328522264957428, 1.1057356595993042, 0.2512291967868805, 0.8394746780395508]"
48,"[1.1399513399307817, 2.430756152965367, 1.934636891961126, -0.8375189558567607, -3.010068500613653, -1.667091680285292, -0.0882044017550313, 1.0351423008721765, -0.28129497585500673, 0.049888017237669335]","[0.2527927972321449, 1.2551266866436017, 1.4636846957610739, 0.6113991855564898, -1.4947160330091367, -1.9827292073380278, -0.002639350727379197, 0.3314610517609937, 0.8491999905415278, -0.859533215171663]","[1.5039115, 1.0803871, -0.6654424, -1.0258907, -0.12757613, 1.2244108, -0.19373061, -1.0834519, -1.1823622, -0.4679871]","(50, 10)",1e-05,"[0.407600998878479, 1.2109870910644531, 1.491734504699707, 0.7984196543693542, -1.441110372543335, -2.0457677841186523, 0.03618535399436951, 0.49667710065841675, 0.7388481497764587, -0.99759840965271]"
30,"[3.6797197203677383, 2.6841988295801826, -1.355879757919341, -0.9314851555473704, 1.8615556975115024, 2.590151730329535, 1.4312375358488243, 0.6150920298430339, 0.27271521074882693, -0.30257438887931704]","[2.2680611853164563, 1.595168642486804, 0.7361818186766333, -2.257549510266589, 0.405203918100588, 1.7588772206748517, 1.0941676417778106, 0.10855137902243173, 0.09262857062372803, 0.03019481364220898]","[0.2986877, 0.37121463, -0.36669666, -0.39517808, -0.61409634, -1.279278, 0.22912325, 0.94976974, 0.8787299, 0.3867545]","(50, 10)",0.0001,"[1.7683640718460083, 1.454677939414978, 0.9061586260795593, -2.153506278991699, 0.1490868180990219, 1.724386215209961, 1.0180023908615112, 0.465584933757782, 0.10123716294765472, 0.29231029748916626]"
25,"[1.080499510070525, 2.050462369521346, 1.1660135123636166, -0.11025214627619051, -0.8275167082373214, 0.29475418043174917, 0.8726591148291903, 1.0289695655039972, 1.7528068465108266, 2.38007842498586]","[1.3557094127976588, -0.029052082451668126, 1.4487197991807568, -0.11672111117880979, -0.5354971588010836, -0.5782910618128979, 0.4994290488421691, 0.36414371129540474, 0.4366384865607027, 1.0805702505069752]","[1.8405578, 0.13156731, 1.0887842, 0.5961573, -0.80104446, -0.9896635, 0.542075, 0.5107778, 0.93021506, 1.1979569]","(100, 20)",1e-05,"[1.4525282382965088, 0.04272482544183731, 1.5554603338241577, -0.1099880114197731, -0.4481826722621918, -0.6312654614448547, 0.8405463695526123, 0.31161263585090637, 0.6486439108848572, 1.146782398223877]"
78,"[-1.786411214463587, -1.8354435815308485, -1.2823137440676615, -0.3262719890789862, -0.9540302994008945, 0.005323301806313019, 1.7321971066872592, 1.8547066062348914, 0.4942234998395071, -1.5670137052905864]","[-0.674789029189929, -1.1568657175248143, -0.9246396675123958, -0.5123314281704237, 0.0765796076367032, -0.9040122022991512, 0.5647762120183046, 1.3221754808728161, 0.804453646652284, -0.14498520812009277]","[-0.44022518, -0.50018257, -0.52402586, -0.18173212, 0.30754316, -0.6557574, 0.94903684, 1.2485985, 0.49459842, -0.16736834]","(100, 20)",0.0001,"[-0.9093735218048096, -1.198965072631836, -1.05914306640625, -0.7121670246124268, 0.03743287920951843, -0.7877644300460815, 0.35790789127349854, 1.5061386823654175, 0.8680770397186279, -0.11534659564495087]"
11,"[1.220552242568979, 0.6384145957159848, -0.7898802092302276, -2.361363135025176, 0.13285202098126514, -0.1970077243723518, -0.0760779511015095, 0.10149436886419005, -0.7202119635367813, 0.23930190935999962]","[0.6584036723005278, 0.7042699585964356, -0.01359942979104134, -0.8429349597469535, -1.5579635429651244, 1.3253469064603598, -0.7607175112679561, 0.2957255648385991, -0.01640157604546212, -0.6518739327966119]","[0.48102695, 1.1065891, -0.14098337, -0.64672047, -1.1285744, 0.412791, -0.38590634, -0.38925314, 0.04383695, -0.6711804]","(100, 20)",1e-05,"[0.7903225421905518, 0.7839376926422119, 0.022930115461349487, -0.8546663522720337, -1.5202574729919434, 1.254418134689331, -0.6464917659759521, 0.1746671497821808, 0.18885201215744019, -0.6457027196884155]"
31,"[-0.2961286904765348, -0.6336096511314683, 1.0251329346676603, 0.8600392488685231, -0.11189223653348883, 0.11324071608822323, 0.9080759866243711, 0.41638558378421137, -0.27700348089556404, 1.2447834539866645]","[-0.2675527565632014, 0.14081538535483745, -0.5111042131467308, 1.2299881847894252, 0.029535128252555443, -0.3426611026890122, 0.24639982591373452, 0.6614592379435917, -0.12217859368285405, -0.3091535096138941]","[0.948756, 1.3764104, 1.0875372, 0.85642487, 1.3279643, 0.69656503, -0.4114856, -0.63976556, 0.6156586, 1.1659453]","(50, 10)",1e-05,"[-0.3132498860359192, 0.27824246883392334, -0.6584571003913879, 1.088164210319519, -0.1468512862920761, -0.08487876504659653, 0.3483281135559082, 0.14242467284202576, -0.058542706072330475, -0.2525450587272644]"
39,"[-0.12378478423108075, 0.9491369505089282, 0.6007481699702958, -0.820814645641097, -1.45030813379365, -1.3368299005403044, -0.17220820268879794, 0.5880687080090562, -0.20713407563941955, -1.009909872293798]","[-0.8326665834789205, 0.42770203431381704, 0.6580917841987213, 0.03171962886869523, -0.8248017396106548, -0.6957426568620172, -0.48811688754975413, 0.3578405254477042, 0.40278354600850125, -0.4476025218927207]","[-1.0081424, -0.2875287, 0.30451316, 0.11535585, 0.7874757, 1.4753608, -0.4384668, -0.7366982, -1.215506, -1.6764495]","(50, 10)",0.0001,"[-1.0585708618164062, 0.35915935039520264, 0.6362624764442444, 0.09422670304775238, -0.9135012030601501, -0.6180901527404785, -0.5300384163856506, 0.22923071682453156, 0.3117970824241638, -0.28330084681510925]"
75,"[0.7570397944851985, 0.3264153638780595, -0.45909094353956986, -0.5826039118794046, 1.1674121532790114, 0.08484646261257223, -1.0267676834885384, -1.9540044488697927, -1.235315180233392, -0.3720651649076729]","[1.1959159400210846, -0.02210388447918682, 0.1327669909985469, -0.5799964234671682, -0.16760820475268198, 1.3346763740020975, -0.8367006151026113, -0.6018447874755832, -1.316612431872195, -0.06963603597228973]","[1.7255574, 0.16633569, -0.08452706, -0.5000116, -0.61932516, 1.8408089, -0.5155158, -1.2840621, -1.4730868, -0.90818274]","(100, 20)",0.0001,"[1.519564151763916, -0.0830233246088028, 0.007876500487327576, -0.4515913724899292, -0.19946353137493134, 1.591881275177002, -0.6119949817657471, -0.9066286683082581, -1.1269927024841309, -0.22850723564624786]"
3,"[-0.8002904057913294, 1.0290506471787033, 0.44813717880772275, -0.652453653396722, 0.3549254962682892, 0.049329357131917106, -0.3098622573180623, 0.18935398431869174, 1.87114900921887, 1.0091447266623186]","[-1.2886888740566862, 0.24135002736395833, 1.05012781288705, -0.26500834712459487, -0.6084618280186398, 0.714278362613648, -0.3112934910452034, -0.17610509300283525, 0.31681727635132906, 1.4903414289545136]","[-1.1192749, 0.16896513, 1.1490295, -0.005117018, 0.12767306, 0.60861427, 0.18306541, 0.2729157, 0.5558761, 1.4624712]","(100, 20)",1e-05,"[-1.1425203084945679, 0.11744311451911926, 1.3720914125442505, -0.24534639716148376, -0.6386843919754028, 0.7886239290237427, -0.26502725481987, -0.28534412384033203, 0.3407934308052063, 1.3014683723449707]"
16,"[0.5152276739766124, 0.144524383745533, -1.0183953636576761, -1.9749354802841095, -1.5787766719451315, 0.25751307478105334, -0.44708157882728417, -0.674185560798419, -1.6529463550583572, -2.02131055789495]","[-0.8583976403339317, 1.3774064495241565, -0.5847352604522926, -0.8830946506855164, -1.1174226432188172, -0.4474524297685868, 0.7383639017290176, -0.9334105354121602, -0.27107179646351903, -1.1784688823175045]","[-1.5480456, 0.93376684, -0.80349696, -0.88828707, -0.9187961, -0.28019613, 0.9729694, -1.3799967, 0.16501492, -1.1067755]","(100, 20)",0.0001,"[-0.7452771067619324, 1.4067479372024536, -0.3681832551956177, -0.8352605700492859, -1.1953519582748413, -0.4609861373901367, 1.0101490020751953, -0.958447277545929, -0.40204471349716187, -1.2834511995315552]"
19,"[-0.7112980372260169, 0.5369460039820787, -0.2239064927329748, -0.6714163521295253, 0.15471560840418275, 1.626880414522232, 1.7047193560827267, 0.47754033762371034, -1.840320257066993, -0.9194332307565033]","[-1.454298790492691, 0.0624549902523136, 0.669018961881592, -0.5750900989990226, -0.3502980217424175, 0.44819568901649687, 1.2708731445751178, 0.6446279925355589, -0.2770818606459697, -1.7052968532178858]","[-1.7268212, -1.0542985, 0.3926741, -0.7519659, -0.32482076, -0.2332196, 1.1251439, 0.89336556, -0.22216733, -1.8474191]","(100, 20)",1e-05,"[-1.1865456104278564, -0.11583686619997025, 0.08370629698038101, -0.8803936243057251, -0.4465498924255371, 0.390788733959198, 1.3806363344192505, 0.6418248414993286, -0.29995864629745483, -1.5688751935958862]"
63,"[1.5183510787843302, 2.3937143568473545, 2.5425282829933686, 0.6313434942478507, 1.2377169419351737, 0.15686896505073666, 0.02589841203218335, -0.08404419849605466, -0.5951041478727183, -0.5938219288017121]","[0.3674664350881277, 1.2091005911550354, 1.3073123433941114, 1.2267656016689017, -0.4572692954768485, 1.1474626468344176, -0.5715000252853468, 0.21877239389736933, -0.16568949982967976, -0.43906850559469146]","[-1.3433001, -0.55537766, 0.2559324, 0.44882113, -1.1052676, 0.043350942, 1.2041671, 0.28712615, -0.45365542, -0.33114246]","(50, 10)",1e-05,"[0.34088200330734253, 1.4453634023666382, 1.1924887895584106, 1.3505494594573975, 0.03394355624914169, 1.117512583732605, 0.01420595496892929, 0.14351597428321838, -0.14045539498329163, -0.41605937480926514]"
45,"[0.5610074140434663, 0.07980465943690218, 0.08375326997131953, -0.1536627707201625, 0.3873411031695232, -0.20519217119133598, -1.9417602214778804, -1.8477082741216246, -1.4307904140148686, -1.9630829509448933]","[1.0861440915963883, -0.31647042631874056, -0.004349802429782362, 0.05465730201248273, -0.1873094876110566, 0.46936310169694173, -0.4594701157523096, -1.612268316640753, -0.6190646384716202, -0.5685555117890843]","[0.88675416, -0.7365031, -0.15596104, 0.3125619, 0.54866356, 0.6939268, -0.04797928, -1.2906828, -0.8731696, -0.33284515]","(100, 20)",0.0001,"[1.3065513372421265, -0.5481741428375244, 0.13085654377937317, 0.041723333299160004, -0.1516624391078949, 0.312499463558197, -0.31816720962524414, -1.7700963020324707, -0.6976379752159119, -0.5487256646156311]"
88,"[0.22461653339957438, 1.318030320057857, -0.08611223501594023, -0.8058442094657586, -0.7336720484304529, 0.6393652633056603, 0.027561054269627294, -0.4087066917385706, 0.8341597633245745, -0.9843083475757248]","[0.059506809684996, 0.44607951482876007, 0.9203924212508791, -0.7494370878914212, -0.6735775557722617, -0.2773106470746516, 0.8170161488056079, -0.3374838338386464, -0.40449768283642307, 0.8262540939012464]","[0.06506403, 0.08948961, 0.2508624, 1.1531912, -0.29822004, 0.3754412, -1.2697889, -0.5425795, 1.9422665, 2.0791075]","(50, 10)",1e-05,"[0.20709863305091858, 0.6266870498657227, 1.2541316747665405, -0.750092625617981, -0.4362243115901947, -0.29544690251350403, 1.0032188892364502, -0.3396121561527252, -0.21897932887077332, 1.04791259765625]"
50,"[-1.1074164950471894, -1.667247989755705, 0.19933135239435407, 2.6694384717533595, 0.5175092354803723, -3.05929763846666, -2.1261798332655144, -1.5593888249869532, -0.17739849212898062, -0.0876300162353374]","[-1.294546947347922, -0.23660740117292256, -1.0893862621223604, 1.1065212946828797, 2.135269274893738, -1.0983658675986212, -2.767990953569546, -0.07843375280379772, -0.6458314683957294, 0.5954661034302408]","[-1.5437313, -0.5693738, -1.0128223, 1.6327492, 2.5724115, -0.59681916, -2.4562023, -0.35082015, -0.43758997, -0.049485646]","(100, 20)",0.0001,"[-1.2669048309326172, -0.0549052357673645, -1.257375717163086, 1.3161416053771973, 2.320189952850342, -0.8274144530296326, -2.8574306964874268, 0.1467512845993042, -1.0219647884368896, 0.8231825232505798]"
