seed,Test,True,ARMA,Order,Informer,Informer_para,Informer_lr
34,"[0.2184869416602353, 0.5420275060423322, 1.03588029346413, 0.9133947231447168, 0.416652923592542, 0.6721331685159553, -0.1711999275818038, 0.4797462405590123, 0.24233270237020535, 0.9221472873115923]","[-0.7298546896731903, 0.10924347083011765, 0.2710137530211661, 0.517940146732065, 0.4566973615723584, 0.208326461796271, 0.33606658425797764, -0.0855999637909019, 0.23987312027950616, 0.12116635118510267]","[-0.742410087730932, 0.11094975079717365, 0.2752492841933892, 0.5263267173615378, 0.4642984468687644, 0.2117882158774215, 0.3416529901496521, -0.0870222632672669, 0.24378631620134908, 0.12314299719640341]","(1, 0, 0)","[0.07148047, 0.084331155, -0.31567514, -0.34557784, -0.51143193, -0.18423563, -0.11240524, 0.3462067, 0.0764021, 0.31560528]","(20, 4)",1e-08
44,"[-0.12506048090516764, 0.24493528883712168, 0.7557805845675576, -0.5453283125526576, -0.06003257754313207, 0.7473091771565255, 0.9906325392579522, 1.4082515477850248, 0.22461319488373266, 0.9586920477628594]","[-0.41185841746470175, -0.06253024045258382, 0.12246764441856084, 0.3778902922837788, -0.2726641562763288, -0.030016288771566035, 0.3736545885782627, 0.4953162696289761, 0.7041257738925124, 0.11230659744186633]","[-0.40483680215151724, -0.06144603489139942, 0.12034339671757144, 0.3713413105803485, -0.26779171780251065, -0.02947932239862851, 0.3669612173606467, 0.48660008406687616, 0.6923328426500611, 0.11035776918378223]","(1, 0, 0)","[-0.45995736, -0.34427, 0.06723003, -0.27861828, -0.36093903, 0.3087315, 0.46659046, 0.41177332, 0.5135254, -0.18843894]","(50, 10)",1e-08
37,"[-0.7761940830353553, 0.2272543230602735, 1.04238436040781, 0.036715356231693974, 0.7032182624573939, 0.17054918399981045, 1.0419365095975257, -0.12324615704837405, 0.20397858332598406, -0.4692388803163344]","[-0.11925256791424704, -0.38809704151767765, 0.11362716153013674, 0.521192180203905, 0.018357678115846987, 0.35160913122869697, 0.08527459199990522, 0.5209682547987629, -0.061623078524187025, 0.10198929166299203]","[-0.11753503158888154, -0.3826338555195813, 0.11197311488074771, 0.5136267979896204, 0.018084924233593192, 0.34638623026172277, 0.08400621879275917, 0.5132274016219177, -0.06066904433512728, 0.10040957652424246]","(1, 0, 0)","[0.39394966, -0.1448893, -0.5146097, -0.32451203, -0.38734016, 0.12801853, -0.038947374, -0.19314118, 0.34810343, 0.39000887]","(10, 2)",1e-08
25,"[1.0171931889622678, 0.2168858406387515, -0.5145188477802185, 0.7222781071472867, -0.59247279139591, -0.49969293007685334, 0.20052869907012427, 0.6195675101815534, 1.1807561108491387, 0.34026096361060965]","[0.06098487244173462, 0.5085965944811339, 0.10844292031937575, -0.25725942389010925, 0.36113905357364334, -0.296236395697955, -0.24984646503842667, 0.10026434953506214, 0.3097837550907767, 0.5903780554245693]","[0.06315051069526424, 0.5268227406577322, 0.11228296624056369, -0.26635580965741834, 0.37361154623658627, -0.3061872459677782, -0.2582457943209388, 0.10363431652601734, 0.3201939859070149, 0.6106267022535417]","(1, 0, 0)","[0.42828497, 0.27787143, 0.38378468, 0.22230494, -0.07904516, -0.47690555, -0.71637297, -0.57915866, -0.39956763, -0.09653047]","(20, 4)",1e-07
66,"[-0.9309901947603909, -0.9482959519447418, -0.019742858184902512, 0.9602257822294771, 0.6485089069792849, 0.22404191367944704, 0.7660341924291034, -0.41485878494589323, -0.7726151009177094, -0.5646713985467988]","[-0.12510889147253848, -0.46549509738019546, -0.4741479759723709, -0.009871429092451256, 0.48011289111473854, 0.32425445348964244, 0.11202095683972352, 0.3830170962145517, -0.20742939247294662, -0.3863075504588547]","[-0.1278742417332981, -0.47579165645057525, -0.4848043893619465, -0.010090506019186733, 0.4907673895988657, 0.331455125755715, 0.11450910188828552, 0.39153025540457714, -0.21197908097248286, -0.394850443015981]","(1, 0, 0)","[-0.40352252, 0.13555567, -0.1396527, -0.33369437, -0.36788535, -0.13940722, -0.27049658, -0.32850125, -0.12876165, 0.4579681]","(20, 4)",1e-07
49,"[-0.33690621599712023, 0.18309212311070805, 0.47517997801443346, -0.5787920392719067, -0.08193658971633538, 0.20682111320164295, 0.3690249939874198, -0.22470149829792682, -0.276069459879475, 0.7316461327813781]","[-0.4891075836828104, -0.16845310799856011, 0.09154606155535402, 0.23758998900721673, -0.28939601963595335, -0.04096829485816769, 0.10341055660082148, 0.1845124969937099, -0.11235074914896341, -0.1380347299397375]","[-0.47964257911335506, -0.1651878850541801, 0.08977105030694328, 0.23297565048261795, -0.2836415219284961, -0.04015290456713578, 0.10135049203045568, 0.1808356855469333, -0.11011118348029558, -0.13528024380408157]","(1, 0, 0)","[0.27110776, -0.28936875, -0.37921575, -0.09844507, -0.07996005, -0.0940799, -0.15573071, 0.16380204, -0.37820527, 0.106549904]","(10, 2)",1e-08
48,"[-0.16988289466520662, -0.23137655368753782, -0.9567346094048571, -0.6880293807415447, -0.29578408199795514, -0.5001310269606604, -1.1175038506570645, 0.03558398649075589, 0.8972921483496988, 0.3534059761421104]","[-0.21344427957062523, -0.08494144733260331, -0.11568827684376891, -0.47836730470242855, -0.34401469037077237, -0.14789204099897757, -0.2500655134803302, -0.5587519253285322, 0.017791993245377946, 0.4486460741748494]","[-0.21267161771371573, -0.08463411966519249, -0.11527032122078125, -0.47665609057317826, -0.34289567052958464, -0.14741024922446083, -0.24925389056280517, -0.5571736518902204, 0.017731649333756185, 0.44712622948523795]","(1, 0, 0)","[0.3580526, 0.2991205, 0.6470518, 0.3174985, 0.07520516, 0.30369985, 0.12316562, 0.49369878, 0.3930586, 0.16208059]","(20, 4)",1e-07
31,"[0.8647660292586286, -0.2852867575180694, 0.3430645016459463, 0.9037710932756627, 1.0441781270299235, 0.8379713080493754, 1.0667781911786125, 0.8313418302131984, 0.8582240295064933, 1.3073323480705752]","[0.1492481261825993, 0.4323830146293143, -0.1426433787590347, 0.17153225082297316, 0.45188554663783137, 0.5220890635149618, 0.4189856540246877, 0.5333890955893063, 0.4156709151065992, 0.4291120147532467]","[0.1442452746520946, 0.4179087733593485, -0.1377872671214381, 0.16569172032513113, 0.43651294865965107, 0.5047355730341498, 0.40523552827926157, 0.5162374717069508, 0.4024766617630181, 0.41568720281426835]","(1, 0, 0)","[-0.21386825, -0.24717201, 0.0023532026, 0.20686251, -0.34159437, 0.13367216, 0.48111248, 0.48769557, 0.5109541, 0.4319522]","(20, 4)",1e-08
42,"[-1.014515799285944, -0.3605698123972705, -0.5309523480537574, 0.7034478358690199, -0.4393691726347242, -1.1250788543103187, -1.4725037900488929, -1.3025045045768575, -0.492870019557752, -0.23530826248949255]","[-0.07257374369537342, -0.507257899642972, -0.18028490619863524, -0.2654761740268787, 0.35172391793450997, -0.2196845863173621, -0.5625394271551594, -0.7362518950244464, -0.6512522522884288, -0.246435009778876]","[-0.07256406471499732, -0.5071937704911976, -0.18025917668023325, -0.2654404503589573, 0.3515177265979096, -0.21943949851185235, -0.562124327553439, -0.736424571292894, -0.6519214512647872, -0.2466791628881486]","(1, 0, 0)","[0.2154662, 0.23189619, -0.36365426, 0.20124674, -0.30078784, 0.081488386, 0.4256836, 0.40027106, 0.36414286, 0.2471427]","(10, 2)",1e-08
40,"[0.9285454576119083, 0.7576591955711037, 1.295304086478693, 0.09290155446274462, 0.14936901542740705, 0.5021472126737143, 0.5890506122282467, 0.7259608148683467, 0.7442217472638841, 1.2574823483791646]","[-0.06117661746057526, 0.46427272880595416, 0.37882959778555186, 0.6476520432393466, 0.04645077723137231, 0.07468450771370352, 0.25107360633685716, 0.29452530611412336, 0.36298040743417337, 0.37211087363194206]","[-0.061469188970758114, 0.4664819858674034, 0.38064317204568043, 0.6512745356676081, 0.046677677102012725, 0.0750494457294054, 0.2523021755459905, 0.29599133265009353, 0.36493042740259823, 0.37411261357512443]","(1, 0, 0)","[-0.3866403, 0.088774666, 0.48048374, 0.3398003, -0.22200881, 0.2130882, 0.5256527, 0.4202606, 0.5880014, 0.5345656]","(10, 2)",1e-07
60,"[-0.272395853904201, -0.07360412508003852, 0.18494976741945368, -0.45348608893139347, 0.1637554254855623, -0.17822164482706843, -0.42225086962787484, -0.1105439484552756, 0.47246674992409793, -0.17814205107324046]","[-0.1709254535302071, -0.1361979269521005, -0.03680206254001926, 0.09247488370972684, -0.22674304446569674, 0.08187771274278115, -0.08911082241353421, -0.21112543481393742, -0.0552719742276378, 0.23623337496204896]","[-0.168191741363282, -0.13401994268835968, -0.03621353929603765, 0.09099590627435762, -0.22311439147654066, 0.08056694501608827, -0.08768036895687327, -0.20773485630970337, -0.054382664188734955, 0.23241599761089884]","(1, 0, 0)","[-0.3265123, 0.0501324, 0.203156, 0.055867065, -0.3375297, -0.44435784, -0.48343801, -0.01931477, -0.02697922, 0.15590104]","(20, 4)",1e-08
51,"[0.7843438106038741, -0.32621978415750624, -1.144787553427793, 0.16172543695178354, -0.33666427710480684, -0.26791370346276094, -0.9294274338803079, -0.5741381288738895, 0.1345647570067358, 0.32289628691303196]","[-0.08446396715582663, 0.3921719053019371, -0.16310989207875312, -0.5723937767138965, 0.08086271847589177, -0.16833213855240342, -0.13395685173138047, -0.46471371694015395, -0.28706906443694474, 0.0672823785033679]","[-0.08287800736140617, 0.38480102118006493, -0.15995891830047565, -0.5613632693185293, 0.07926632583173611, -0.16500800906626759, -0.13131104250789902, -0.45554919990705517, -0.28142019601288626, 0.06595825547322791]","(1, 0, 0)","[-0.45872387, 0.11193334, 0.05716715, 0.48147348, -0.13998583, -0.1696127, 0.024940655, -0.14613077, 0.13264886, -0.30178726]","(10, 2)",1e-07
56,"[0.7044223391388336, 1.1021568572614886, 0.4199261963277351, -0.5989782191319779, -0.13468527313215695, -0.9206017306940972, -0.8987337023333537, -1.1731293379928902, -0.4021836905232187, -0.6648818973667057]","[0.175935732765943, 0.3522111695694168, 0.5510784286307443, 0.20996309816386755, -0.29948910956598895, -0.06734263656607847, -0.4603008653470486, -0.44936685116667685, -0.5865646689964451, -0.20109184526160934]","[0.185294802360542, 0.37094736256959177, 0.5806027716225486, 0.22120736757091003, -0.31541891173364967, -0.07092368092385595, -0.48477885081537614, -0.47339708779177964, -0.6182053745701638, -0.21193256897789467]","(1, 0, 0)","[0.096918836, -0.40865394, 0.27644408, 0.27745423, 0.5863889, 0.02737324, -0.19594555, -0.4623653, 0.37437505, -0.3663327]","(50, 10)",1e-07
46,"[0.2938453608567786, -0.7437824733043773, -0.14735257447628486, -0.9066637711942076, -1.0198550356307916, -1.080570964994494, -0.43438443873198795, -1.0663192218453865, -0.5780627911008704, -0.5426321553680892]","[0.1650881787297693, 0.1469226804283893, -0.37189123665218865, -0.07367628723814243, -0.4533318855971038, -0.5099275178153958, -0.540285482497247, -0.21719221936599398, -0.5331596109226933, -0.2890313955504352]","[0.16947773808833724, 0.15082600277924565, -0.3816508342459694, -0.07560775252650177, -0.46521526592713164, -0.5235051765219831, -0.5549341933462312, -0.223076612362582, -0.5476260512353821, -0.29688482587845616]","(1, 0, 0)","[0.009209107, 0.3425679, -0.31301337, -0.43764699, -0.39362448, 0.06282575, 0.49879333, 0.15484795, 0.037944797, -0.36293605]","(10, 2)",1e-07
72,"[0.5744492315523593, -0.08700119505001125, 0.26756321479531303, -0.6139038759736606, 0.32243881763366933, 0.3274164276605838, -0.44995687128174056, 0.267237062522503, 0.5597956398972352, -0.07693233511951092]","[-0.33281579565717556, 0.28722461577617964, -0.043500597525005624, 0.13378160739765652, -0.3069519379868303, 0.16121940881683466, 0.1637082138302919, -0.22497843564087028, 0.1336185312612515, 0.2798978199486176]","[-0.3433516028808611, 0.296183403702331, -0.04485721453555357, 0.1379503134069958, -0.31650079467874753, 0.16616632815587062, 0.16873264291393403, -0.2318772193815418, 0.13771529038702943, 0.2884734345861216]","(1, 0, 0)","[-0.28046563, 0.007978868, -0.44269636, 0.14781383, -0.2622022, -0.255868, -0.20662749, 0.47294262, 0.5277597, 0.25051942]","(10, 2)",1e-07
54,"[0.4888938771891149, 0.8538849376233771, 0.7822007482070781, 1.3707940662188796, 0.4951662208616555, -0.7273498900646644, -1.0090801850260211, -0.38966244250239557, -0.757403435412592, -0.2172094951707776]","[-0.23621376213560064, 0.24444693859455746, 0.42694246881168857, 0.39110037410353904, 0.6853970331094398, 0.24758311043082776, -0.3636749450323322, -0.5045400925130106, -0.19483122125119778, -0.378701717706296]","[-0.23248994056632113, 0.24058454446905916, 0.42023018379009724, 0.3849913906269666, 0.6752208290842654, 0.24389794294979608, -0.35806780434748325, -0.4969450964260394, -0.19189566443816458, -0.3730521648743624]","(1, 0, 0)","[-0.40681034, -0.2071596, 0.48135197, 0.062936515, -0.51308787, 0.1900037, 0.3811614, -0.08322498, -0.4926396, -0.2883617]","(10, 2)",1e-07
50,"[-0.5880022876203503, 0.42535448188904856, 0.06516395049298368, 0.4574568410660541, 0.6212741033981666, 0.8444445506775149, 1.1204530312450673, 0.3442090361987249, 0.3034455185440542, 0.3624862670705537]","[0.2997594419417011, -0.29400114381017517, 0.21267724094452428, 0.03258197524649184, 0.22872842053302705, 0.3106370516990833, 0.42222227533875745, 0.5602265156225337, 0.17210451809936245, 0.1517227592720271]","[0.29102877018484774, -0.28526535168723954, 0.20628188747346296, 0.03160190835849754, 0.2218476964760369, 0.3012933230820259, 0.4097017580370972, 0.543900771553717, 0.16708273647566982, 0.1472924845669537]","(1, 0, 0)","[-0.48697326, -0.59637094, 0.12644576, 0.4410712, 0.6027428, 0.11066885, -0.17516494, 0.28179887, 0.11640316, -0.33913338]","(50, 10)",1e-08
68,"[-0.49955787673398316, -0.12635183479393772, -0.6366787430221004, -1.2286408222141767, -1.5844433109668274, -1.3362057989940905, 0.09650310152419594, 0.28348726609494523, 0.5281729750703139, 0.8488579031868126]","[0.2535742541468143, -0.24977893836699158, -0.06317591739696886, -0.3183393715110502, -0.6143204111070883, -0.7922216554834137, -0.6681028994970453, 0.04825155076209797, 0.14174363304747262, 0.26408648753515696]","[0.25453762915411554, -0.25065974808050706, -0.06339825707075476, -0.3194597267814015, -0.6167098622005983, -0.7958825630211198, -0.6715448115956953, 0.04846999315484057, 0.1423854060378607, 0.26528349624712166]","(1, 0, 0)","[-0.3783103, 0.21201074, -0.034986086, 0.17813398, -0.026889525, 0.40537846, -0.3014002, 0.45617345, 0.43910754, 0.5329676]","(20, 4)",1e-08
63,"[0.36193650995013127, -0.12439720160067613, -0.15237727815209506, 0.4470679853913806, 0.04227179698373562, -0.19741448140551532, 0.21220907018339846, 0.5467600772456988, 0.09408085307105002, 0.39238940845024584]","[-0.6347694656217258, 0.18096825497506563, -0.062198600800338066, -0.07618863907604753, 0.2235339926956903, 0.02113589849186781, -0.09870724070275766, 0.10610453509169923, 0.2733800386228494, 0.04704042653552501]","[-0.6607275652362568, 0.18819047394338842, -0.0646804252052923, -0.07922789390252284, 0.23244676944500836, 0.021978082999325993, -0.10263820856917039, 0.11032929221299405, 0.2842632818624079, 0.048911971563900807]","(1, 0, 0)","[-0.22558382, -0.14595884, -0.08938898, -0.4409206, -0.34147274, -0.12150292, 0.34734315, 0.38998497, 0.24712606, 0.27830535]","(50, 10)",1e-07
82,"[0.1968746991379019, 0.3550714002765329, 0.17010404778456475, -0.6502002243252746, -1.1953968531635724, -0.6581308272802215, -0.38228324418919635, 0.5223023834363588, -0.41976192307615606, -0.6886998550707594]","[-0.40100525867482484, 0.09843734956895095, 0.17753570013826644, 0.08505202389228238, -0.3251001121626373, -0.5976984265817862, -0.32906541364011077, -0.19114162209459817, 0.2611511917181794, -0.20988096153807803]","[-0.408265477688275, 0.100187826216863, 0.18069333553366626, 0.08656497948883109, -0.3308812073781222, -0.6083592695201439, -0.3349632309965691, -0.19456831426499233, 0.26583341570488067, -0.21363336401037186]","(1, 0, 0)","[0.36939076, 0.5410913, 0.5789916, 0.6316509, 0.55071455, 0.28485245, 0.20501272, -0.18981439, -0.10741506, -0.2285205]","(20, 4)",1e-08
64,"[-0.1317877475839795, -0.34306098409468333, -0.15955400496625977, 0.6020864484785236, 0.8614284902302731, -0.30140483552620656, -0.5467362427764737, 0.5532807301789935, 0.6364973245944875, 0.31493881830434506]","[0.4005492660712029, -0.06589387379198974, -0.17153049204734166, -0.07977700248312988, 0.3010432242392618, 0.43071424511513656, -0.15070241776310328, -0.27336812138823685, 0.27664036508949674, 0.31824866229724375]","[0.4045740862349269, -0.0665511138704974, -0.17323870477011818, -0.08057042804398022, 0.3040326437179779, 0.4349991464109979, -0.1521515516298537, -0.27599844937562595, 0.27928955396349964, 0.32129462390321256]","(1, 0, 0)","[-0.56188315, -0.54936093, -0.68783, -0.13527532, -0.1213725, -0.3720005, -0.0638248, -0.20198178, 0.2855821, -0.41321895]","(10, 2)",1e-07
77,"[-0.9472045988177933, -0.5673545390220747, 0.23914869887672696, -0.7055595806502173, -0.6735380584452706, -0.9236827555911922, 0.3785377216179917, 1.0391854113597039, 0.5514487989485557, 0.09121536001110842]","[-0.11221216203380308, -0.47360229940889664, -0.28367726951103733, 0.11957434943836348, -0.35277979032510864, -0.3367690292226353, -0.4618413777955961, 0.18926886080899585, 0.5195927056798519, 0.27572439947427785]","[-0.11146445714086588, -0.4704477603446875, -0.2817914447149684, 0.11877649678753985, -0.35041217504037897, -0.3345076928292129, -0.4587897131771291, 0.1879772153518673, 0.5160501450719746, 0.27384785633662534]","(1, 0, 0)","[-0.43736312, 0.068247214, -0.43916735, -0.47971952, -0.1992709, -0.5749336, -0.28380126, -0.1473056, -0.19596784, -0.37639904]","(20, 4)",1e-07
81,"[-1.2546200130065837, -0.2828773127063938, -0.5795231266931535, -0.9867245835538231, -0.4124754154089238, 0.2665306438064321, 0.8214547615034076, 0.5137083196668357, 0.6835007307556099, 1.0125355753007645]","[-0.3045512295530021, -0.6273100065032918, -0.1414386563531969, -0.28976156334657677, -0.49336229177691154, -0.2062377077044619, 0.13326532190321605, 0.4107273807517038, 0.25685415983341786, 0.34175036537780495]","[-0.30449512085739355, -0.6274062444199795, -0.14145133930582962, -0.289782495874056, -0.49341205548744194, -0.20626080851899434, 0.13327987099080987, 0.41077421666544167, 0.256895462172616, 0.3418126812273546]","(1, 0, 0)","[-0.05696101, -0.37712404, -0.47180337, -0.27604383, 0.13179785, 0.3644854, 0.35110375, 0.44918615, -0.22071862, -0.46524474]","(10, 2)",1e-08
74,"[0.7821838894588939, -0.5031342734461868, -0.42323811038645953, -1.0754911793730806, -1.486334573378389, -0.4585179832103543, -1.1757533431630494, -0.6378386260751527, -0.1632040250167811, -0.7074249573096403]","[0.2270946082103238, 0.39109194472944697, -0.2515671367230934, -0.21161905519322977, -0.5377455896865403, -0.7431672866891945, -0.22925899160517715, -0.5878766715815247, -0.31891931303757637, -0.08160201250839055]","[0.2191096868269497, 0.37744735441556915, -0.24268525000797578, -0.20414891268301136, -0.5187934441537817, -0.7176026546410671, -0.22137142506992274, -0.5676538498789239, -0.3079535471191162, -0.07879631394408647]","(1, 0, 0)","[-0.07700185, -0.058168013, -0.3077858, 0.29294994, 0.6265348, 0.0770292, -0.36000243, -0.29039335, -0.39421, -0.6417145]","(20, 4)",1e-07
79,"[0.42446265882306566, 0.9686769063149552, 0.5223332449451666, 0.2823022307692889, -0.13590533352728648, 0.706455547198342, -0.5249343343445555, 0.5525464882633004, 0.5216380578323327, 1.2073179943059698]","[-0.1496867721379674, 0.21223132941153283, 0.4843384531574776, 0.2611666224725833, 0.14115111538464445, -0.06795266676364324, 0.353227773599171, -0.26246716717227775, 0.2762732441316502, 0.2608190289161664]","[-0.14593636991055392, 0.20690926374560026, 0.4722069365684001, 0.2546323725038716, 0.13762300630238225, -0.06625457558973452, 0.3444004127735661, -0.2558142189789985, 0.2692554414767346, 0.2541883730019974]","(1, 0, 0)","[-0.63649863, -0.38518855, 0.04731655, 0.24310997, -0.38371778, 0.15179424, 0.3228958, -0.08862342, -0.15411274, 0.16516641]","(20, 4)",1e-07
80,"[0.3576623140498462, 0.9125290644010539, -0.20285695940439058, -0.4365553609371847, 0.7725919962439458, 0.3692298743929925, 1.0947863608076815, 0.04638212732483282, -0.5025981449736694, -0.2917703014607731]","[0.332304892155125, 0.1788311570249231, 0.45626453220052693, -0.10142847970219529, -0.21827768046859236, 0.3862959981219729, 0.18461493719649624, 0.5473931804038408, 0.02319106366241641, -0.2512990724868347]","[0.3363378909083838, 0.18099430628456076, 0.4617929373808298, -0.10263332833663302, -0.2208712509540999, 0.3908711381706084, 0.18679495428387874, 0.5538594688349253, 0.023458781619259076, -0.2541999741734578]","(1, 0, 0)","[0.6607951, 0.7532076, 0.20607817, -0.22894374, -0.04425233, -0.32304025, -0.4904882, -0.19808026, -0.34354737, -0.3349019]","(10, 2)",1e-07
78,"[-0.9901992906857555, 0.31360257332030694, 0.030111215454340923, 0.14270466579259994, 0.38825872243371995, 0.48958442982084205, -0.3280060952656664, 0.09660481223003664, 0.02310489051131867, 0.8050924817791366]","[-0.3526078125010548, -0.49509964534287776, 0.15680128666015347, 0.015055607727170461, 0.07135233289629997, 0.19412936121685997, 0.24479221491042102, -0.1640030476328332, 0.04830240611501832, 0.011552445255659335]","[-0.36681030865257497, -0.5150827567656783, 0.16307279030785013, 0.01565772350808703, 0.07420571788457224, 0.2018928343505148, 0.25458308390073814, -0.17055737921758474, 0.05023257675513019, 0.012013877042338228]","(1, 0, 0)","[-0.37181562, -0.6676575, -0.72428405, -0.54541165, -0.6330979, 0.2164252, -0.3457853, 0.1121663, -0.31999964, -0.53955597]","(50, 10)",1e-07
86,"[-0.13765676242591285, 0.42337229704045787, 0.2341277758004917, 0.2931513939313137, 1.0234180387787026, 0.33976406543349136, 1.0466648641871599, 1.4620026517233375, 0.8505741811585807, 0.991322199552601]","[-0.5391620190755042, -0.06882838121295642, 0.21168614852022893, 0.11706388790024586, 0.14657569696565684, 0.5117090193893513, 0.16988203271674568, 0.5233324320935799, 0.7310013258616688, 0.42528709057929037]","[-0.5446303206432336, -0.06952481791138419, 0.2137996561125142, 0.11823160630436319, 0.1480374455453829, 0.5168225148316573, 0.17157964838855913, 0.5285766311653097, 0.738780663863327, 0.42981621842277795]","(1, 0, 0)","[-0.3435623, 0.2720556, -0.29924533, 0.30841923, 0.08497015, 0.37910658, 0.57641065, -0.18459022, 0.21830487, 0.51885974]","(20, 4)",1e-07
85,"[1.1405943816127924, 0.37861658315701063, -0.6564957048666491, -0.3855623494310998, -0.6358188171112538, 0.09584332412451357, 0.8107057908411196, 0.016391535351249542, -0.7165781701675773, -0.8931692958335259]","[0.41893225611951174, 0.5702971908063962, 0.18930829157850532, -0.32824785243332455, -0.1927811747155499, -0.3179094085556269, 0.04792166206225679, 0.4053528954205598, 0.008195767675624771, -0.35828908508378865]","[0.4224239054336077, 0.5750883114407146, 0.19090035030805627, -0.3310007309728395, -0.19439501865536515, -0.3205714067161006, 0.048322837035189206, 0.4087427930290256, 0.008263762647254081, -0.36124866323584304]","(1, 0, 0)","[0.113115564, -0.4372678, 0.192018, 0.3431316, 0.09534407, -0.39611006, -0.15357025, -0.055290762, 0.54118073, -0.19091955]","(20, 4)",1e-08
90,"[-0.5361855785552851, 0.3755819870747321, -0.19945513290992434, -0.5612177826590841, -0.8342860244008042, -0.8778460639367724, 0.5543908106765251, 0.39944392314748906, -0.24663346483796147, -0.46660538902776544]","[0.2755666546001163, -0.2680927892776426, 0.18779099353736606, -0.09972756645496217, -0.28060889132954203, -0.4171430122004021, -0.4389230319683862, 0.27719540533826253, 0.19972196157374453, -0.12331673241898074]","[0.2763845583234491, -0.2688150454670063, 0.18828528327692176, -0.0999865275988763, -0.2813327427370783, -0.41822475965933126, -0.44016912259622437, 0.2778610349473051, 0.20020237285013737, -0.12361244450356176]","(1, 0, 0)","[-0.4012267, 0.22215815, 0.5844742, 0.029869797, -0.19949833, -0.20415527, -0.57799596, 0.104712814, 0.19453481, 0.049140215]","(20, 4)",1e-07
99,"[-0.958992273088238, 0.20147930681895648, -0.06844117886002651, -0.2715576426815779, 0.6171179346027178, 0.45430090580829785, 0.8646440799289014, 1.3863015610604612, 0.3990785771734411, 0.4462029967235107]","[-0.2963927045748479, -0.479496136544119, 0.10073965340947824, -0.03422058943001326, -0.13577882134078895, 0.3085589673013589, 0.22715045290414893, 0.4323220399644507, 0.6931507805302306, 0.19953928858672054]","[-0.29273587152523955, -0.47358721137094695, 0.09947757133667742, -0.03379180682231222, -0.13407741890356906, 0.3046865430050453, 0.22429877097205028, 0.42690019935028556, 0.6847813071686245, 0.1971293064647553]","(1, 0, 0)","[-0.44081423, -0.28046706, -0.40564537, -0.35439914, 0.20186605, -0.32050306, -0.48453462, 0.2484961, 0.18406273, -0.036775347]","(50, 10)",1e-08
96,"[1.2999420930688268, 1.2827823808767334, 1.0885018528194261, -0.2387220759825157, -0.48044960761799593, -0.5933945112176557, -0.46473541890927783, -1.1845429215596823, -0.04087030646885936, 0.09682411194021678]","[0.36270977049182873, 0.6499710465344134, 0.6413911904383667, 0.5442509264097131, -0.11936103799125786, -0.24022480380899797, -0.29669725560882787, -0.23236770945463892, -0.5922714607798412, -0.02043515323442968]","[0.3677183246579395, 0.658975762657165, 0.6506374820178665, 0.5521467902935627, -0.12108757280956366, -0.2436985788196675, -0.3009841764476242, -0.2357249133519928, -0.6008499692880768, -0.020730051277774907]","(1, 0, 0)","[0.13828792, -0.44437668, -0.24261278, -0.25293013, -0.2886577, -0.33560908, 0.36469683, 0.28769416, -0.11209595, -0.012905751]","(20, 4)",1e-07
