seed,True,ARMA,Informer,Informer_para,RNN
88,"[0.22461653339957438, 1.318030320057857, -0.08611223501594023, -0.8058442094657586, -0.7336720484304529, 0.6393652633056603, 0.027561054269627294, -0.4087066917385706, 0.8341597633245745, -0.9843083475757248]","[0.059506809684996, 0.44607951482876007, 0.9203924212508791, -0.7494370878914212, -0.6735775557722617, -0.2773106470746516, 0.8170161488056079, -0.3374838338386464, -0.40449768283642307, 0.8262540939012464]","[0.37431753, -0.034238964, 0.57766944, 1.1094224, -0.17802182, 0.49854952, -1.1268189, -1.0099694, 1.5462774, 1.3905779]","(50, 10)","[-0.06167382001876831, 0.601280927658081, 0.9406781196594238, -0.7017034888267517, -0.3444386124610901, -0.2093227505683899, 1.0347979068756104, -0.45398014783859253, -0.009212195873260498, 0.9899779558181763]"
4,"[2.067124107644449, 2.5686384206666197, 1.548636252558472, -1.8934739577779094, -3.0603493921538383, -1.5460546475415136, 1.6060580025500382, 1.0334052925338875, 0.1531615255673301, -0.9281370649952224]","[-0.6934151272640436, 2.3776218575252788, 0.7741830902158584, 0.3963862696822936, -2.2678525610233167, -1.3138441467792836, -0.02747901729369928, 1.8765519377017443, -0.26561020302204796, -0.041675644605451284]","[-1.0878544, 1.927939, 1.0406355, 0.23489177, -1.2933923, -1.3797058, -0.37570533, 1.3744435, -0.21257257, 0.20684135]","(100, 20)","[-0.6645828485488892, 2.221524953842163, 0.9810500144958496, 0.4295734763145447, -1.8214771747589111, -0.6659626960754395, 0.11417271196842194, 1.3615068197250366, 0.014009371399879456, -0.1421685367822647]"
6,"[0.8053994409555097, 0.8856414169249209, 0.4943224239362206, 1.7995936753740582, 1.7673214780165216, 0.6334584440749447, 1.8001778240967057, 0.22129878296870098, -1.9224282693789516, -2.283598234786646]","[1.1541817622107653, 0.28073871009764134, 0.46523209629729423, 0.00660115850473994, 1.5086673621888056, 0.4808786174208332, -0.1226396265682021, 1.5264069482365221, -0.9426061774389248, -1.4269596304347576]","[0.8265522, -0.76903915, -1.1010146, 0.9920249, -0.6958692, -1.1887944, 1.3636643, 0.8570601, -0.3664031, 1.2233374]","(10, 2)","[1.2889779806137085, 0.17292365431785583, 0.4590139091014862, -0.055837541818618774, 1.5043681859970093, 0.4485337436199188, -0.1955348551273346, 1.5016746520996094, -0.996528148651123, -1.4793049097061157]"
20,"[0.8896314159026872, -0.5813853203745856, -3.07725423138906, -3.178129315348814, 0.0009961796221158448, 0.4946515920223329, -0.9000429254088452, -0.9231928517859458, 1.8351160477986588, 2.4359315456730197]","[0.31697806608333295, 0.23955308459080216, -0.8252315520117297, -2.207631120266667, -1.119152866533463, 1.2586714568753656, -0.062132995037134986, -0.8855618299821835, -0.22463208841360643, 1.924961402585053]","[0.18417591, -0.5846564, -0.38254088, 0.700074, 1.3836544, 0.23711655, -0.24704821, -0.7708565, -0.35477567, -0.6837081]","(10, 2)","[0.46956121921539307, 0.6352311968803406, -0.9936403036117554, -2.0389962196350098, -1.4599521160125732, 0.7063847184181213, -0.01111079752445221, -0.8392597436904907, -0.33613061904907227, 1.560041904449463]"
33,"[0.051313360279217346, -1.1941266547350573, -0.49330191249584987, -0.2879651952912808, -0.38518271615872435, 0.910538106739884, 1.4459594473898747, 0.3573531292499716, -1.7438237471703844, -2.374942746444699]","[0.4097985266716356, -0.17173175150652284, -1.0501283735718405, 0.22027721194958494, -0.31000872932497614, -0.21573705141261423, 1.0197690331607996, 0.7174272412051679, -0.2110377928614669, -1.5237013860268767]","[-1.0047711, -0.31563243, 0.24180621, 0.4043329, 0.7699765, 0.5022129, 0.2135765, 0.45423973, 0.69256157, -1.409365]","(20, 4)","[0.5801954865455627, -0.25478214025497437, -1.0195691585540771, 0.319294273853302, -0.0996553897857666, -0.0245438814163208, 0.9259008765220642, 0.8548120856285095, -0.3308786153793335, -1.4911015033721924]"
18,"[1.0769444597298259, 1.1508178764839934, 1.1314012156091628, 0.6194191172025649, 0.19605842238177193, -0.03716624271710068, 0.07530562557817477, 1.092841581901716, 1.1164179633444207, 0.13578519206867418]","[0.4117106664196146, 0.7917234443298445, 0.515647929305666, 0.6743155056413788, 0.11438905252983732, 0.06183295655714788, -0.07086837975205845, 0.11045460674032039, 0.9610033282279935, 0.4104029711079279]","[0.12374155, 0.6983784, 0.4197721, 0.5270702, 0.39454937, 0.24385448, -0.06189037, -0.6401594, 0.06775159, 0.6382009]","(100, 20)","[0.3698499798774719, 1.0674984455108643, 0.5623809695243835, 0.6799107193946838, 0.14704175293445587, 0.09416188299655914, -0.10308976471424103, 0.4989159107208252, 1.1136200428009033, 0.5228206515312195]"
44,"[-0.5056082778797509, -2.0875265911689587, -1.0587424355010804, -0.5779309381379442, -0.9511686886023605, 1.2944907615656183, 0.7781956316766037, -0.40165013354457113, -0.7305511989994586, -1.953595362675893]","[0.9066305752729582, -1.220804902115266, -1.24685542134551, 0.05879457662006826, -0.28627994091444703, -0.5946582445800904, 1.619375445852434, -0.2692493333530508, -0.43113926174704276, -0.3794094163824284]","[1.4133674, 0.8261597, -0.48987415, 1.498128, 1.5109689, 0.15015174, -0.705378, 1.465879, 1.7895744, -0.41442415]","(20, 4)","[0.9877783060073853, -0.9866610765457153, -1.6046464443206787, 0.2703063488006592, -0.10236728936433792, -0.4870109558105469, 1.35458242893219, -0.16300785541534424, -0.17545902729034424, -0.43311774730682373]"
81,"[-0.5811029134529359, 0.4310004762787655, 0.6375594550160434, -0.18088458138817717, 0.11779146978495952, 1.0227561550962823, 0.8887016571627435, 0.16692453209748487, 1.3827431017558145, 2.904046528960264]","[0.34705022487489934, -0.6592954249658236, 0.7647819225303542, 0.13046455534006848, -0.3059316163431158, 0.30868707299182974, 0.7327524622640604, 0.29925864246952394, -0.08338426004351966, 1.2809102722522356]","[-0.13948701, -0.7155814, 0.8321254, 0.69258094, 0.24959303, 1.0115656, 1.2384696, -0.12868136, -1.3948845, 0.17352846]","(50, 10)","[0.0877305269241333, -0.5061382055282593, 0.8387653827667236, -0.015783458948135376, -0.27437642216682434, 0.14363360404968262, 0.7332891225814819, 0.17908251285552979, 0.009214192628860474, 1.421586036682129]"
7,"[-1.7962881168495544, -1.2732067659801491, 0.8889886203523798, 2.951012883596368, 1.2646958340563796, -0.3323120601885993, 0.0903106840418626, -0.13735260074694355, -0.9151583016949827, -1.3520889193794698]","[-1.6979879476832072, -0.745448213548314, -0.3255003972473889, 1.3184101975608118, 1.8739404929492873, -0.5083924458995719, -0.4523972739014501, 0.3736915046230299, -0.31349366045575905, -0.6613341614854449]","[-1.1248819, -0.83136445, 0.29018265, 1.2162395, 1.2644107, 0.18112935, -0.7122656, 0.058167532, 0.8957152, -0.5123959]","(100, 20)","[-1.4616541862487793, -0.9125238060951233, -0.17958562076091766, 1.401640772819519, 1.674806833267212, -0.253639817237854, -0.6216431856155396, 0.45843398571014404, -0.43699032068252563, -0.537011444568634]"
79,"[0.3212783034069509, 0.925336215464605, 1.413339881835395, 0.8285967290848415, -0.5435592959054865, -0.056201819171468714, 1.8646355226437261, 1.9385548012576812, 0.9224280275059789, -0.15752934733504564]","[-0.020878058660068977, 0.1995012737120827, 0.6804373652498913, 0.8080295946710735, 0.09369686379923348, -0.7785961949221885, 0.3154936541067953, 1.618595078210279, 0.7463944748024586, 0.024758454252039375]","[1.2673885, 0.6732628, -0.019812688, -0.95524716, -1.3596056, 1.624429, 1.602418, 1.0497284, -1.2535368, -0.8430234]","(20, 4)","[-0.0789894312620163, 0.31516745686531067, 0.8850626945495605, 0.9626492261886597, 0.0894329696893692, -0.9485012292861938, 0.40903982520103455, 1.8439751863479614, 0.7321251630783081, 0.001568034291267395]"
67,"[-0.10932086797793605, -2.3759584597037526, -0.27903187809677243, 0.9552127848679067, 0.16574953757049932, -0.9983664309168176, -0.9120398214521346, -0.9474899843698715, -1.1983056533258027, -0.31428371150315515]","[1.677251500460844, -1.3381555354713945, -1.6499418965888388, 0.9848224469504184, 0.574648424143449, -0.31396009010545733, -0.8387154765409149, -0.2575028753972636, -0.5336929427077995, -0.650181409163805]","[-0.09324642, 0.022420408, 0.61753297, -0.4255199, -0.19608411, 0.39043593, 0.49975294, 0.008269785, -1.0309176, -0.8837112]","(10, 2)","[1.80125093460083, -1.0557122230529785, -1.8909257650375366, 0.913591206073761, 0.6541140079498291, -0.4110647141933441, -0.9621144533157349, -0.20308148860931396, -0.5949205756187439, -0.6964764595031738]"
89,"[1.1097467982772344, 2.7494568229333805, 2.793437258117477, 1.2762010586136605, 0.3916148593513883, 0.9368139977123908, 1.0682075952905798, -0.2573166031314196, -0.2766141739103809, 1.5269399600003974]","[-0.10581003778192176, 1.0505671575204159, 1.8567140720388202, 1.2980353476319935, 0.22899475383163923, 0.14169663145101313, 0.7648113663448406, 0.4876967613325143, -0.5949187764911069, 0.08985147300959387]","[0.73798203, 1.1740487, 1.2913499, 0.8161452, 0.27097067, -0.009403499, 0.34875536, 0.25633684, -0.33460736, -0.5193987]","(100, 20)","[0.04225185513496399, 1.0647642612457275, 1.7263284921646118, 1.0908437967300415, 0.010114043951034546, -0.14802441000938416, 0.9376641511917114, 0.7400586605072021, -0.5856012105941772, -0.17639002203941345]"
76,"[0.6284462840705773, 2.832357135252855, 0.7838583994273636, -2.4008159710761228, -1.276424057037398, 0.9441756474293519, 0.29418363882198173, 1.4631129432888905, -0.06437190747572186, -3.4901185360827855]","[-0.43410549494865536, 1.0343134684345907, 1.8900248873363792, -0.7766820192063408, -1.942701428483001, 0.2798901000575116, 0.9958580867254501, -0.39571301078534116, 1.3888995388129208, -0.9937534763617181]","[-1.5570155, 0.60151166, 1.463175, -0.2892814, -1.8028884, -1.5413073, 1.3514514, -0.92607105, 0.07815835, -0.6581681]","(100, 20)","[-1.1367602348327637, 0.7876207232475281, 1.8480651378631592, -0.5890793800354004, -2.216350793838501, 0.3831075429916382, 0.7904781699180603, -0.27463096380233765, 1.1972200870513916, -0.3741801381111145]"
87,"[-3.453753699772272, -0.6902689726117852, -1.0857188978948584, -0.3239988130660879, 0.5905938518679926, 2.061073845904555, 0.8168329171895543, 0.22593668313470427, 0.21798706491249104, 1.2783242143974283]","[-1.802210349194059, -1.6097914363076313, 1.0149319978995854, -1.2856660095426324, 0.5795685456162364, 0.3458581854017142, 1.5551414202022835, -0.5044691644228937, 0.22517395298405843, 0.035896662584672265]","[0.94878817, -1.1390429, 1.7157631, 0.16676554, -1.2264205, 1.6321213, 0.9428465, 0.14460433, 1.0908948, -0.46903202]","(10, 2)","[-1.775558352470398, -1.0746508836746216, 1.3907767534255981, -1.2757506370544434, 0.09914076328277588, 0.7504247426986694, 1.4661052227020264, -0.4178542196750641, 0.2723194658756256, 0.10882851481437683]"
38,"[-1.5664670941876349, 0.15243834229327857, 0.983753246404777, -0.5436373409011893, 0.8970963991631993, -0.0952211032098027, 0.27406666345592756, 0.8660951032587624, -0.13081336499192697, 0.48545526971877406]","[-0.6373852795941993, -0.9784189595590161, 0.8215565121874283, 0.43617073690507185, -0.8732063213861858, 1.4038207891099832, -0.9518759748078693, 0.7639177765445756, 0.39430071579467296, -0.4594376747348362]","[0.7658308, 1.150918, -0.039644606, -1.052487, -1.4614208, -1.40655, 0.05927382, 1.2955271, 1.513719, 0.8710302]","(50, 10)","[-0.6249329447746277, -0.8414254784584045, 1.2778126001358032, 0.39045482873916626, -0.7362810969352722, 1.5002964735031128, -0.591044008731842, 0.4043160676956177, 0.5009209513664246, -0.4173242151737213]"
22,"[0.9349710626244665, -1.0079803653464618, -2.2617010906704964, -2.5296775664849687, -2.1989700420724487, 1.0566217251543857, 2.9441932554597017, 1.7987345947809725, 0.7229064106424254, -0.22990473319400817]","[1.2545323584479693, 0.014749312019428584, -1.1410156448155417, -1.2848419367211983, -1.116619712721161, -0.8159186639846063, 1.820548948682597, 1.639719028598619, 0.16227139220006104, 0.0571184187179008]","[0.08284455, 0.96566457, 0.07006315, 0.45858347, -1.0278968, 1.3145792, 0.6164331, 0.15999116, -0.86474097, 0.8323987]","(10, 2)","[1.54006826877594, 0.14534088969230652, -1.15569007396698, -1.2266461849212646, -1.1231921911239624, -0.8492177724838257, 1.4407624006271362, 1.8157413005828857, 0.2753569781780243, 0.006089150905609131]"
28,"[0.523710630683018, 0.04752838082399702, -0.12177348507794875, 0.026768672560152126, 0.3361239468267235, 0.22293268048079945, -2.111120066759831, -0.4133371844290823, 0.5128633588881688, 1.8524875363268667]","[0.6964075809833349, -0.010083503945174377, -0.11412976140365327, -0.08651596914252752, 0.09020151778366658, 0.2651784074899317, 0.010131085107810134, -1.9771454024180148, 0.9265166918163132, 0.28213090777945427]","[0.40987706, 1.8498054, 1.6275054, 0.005394712, -0.67851144, -0.7851898, -0.705393, 0.27502832, 0.40655127, 0.23629564]","(50, 10)","[0.7063661813735962, -0.07500660419464111, 0.09854996204376221, -0.16021347045898438, 0.13104236125946045, 0.22003436088562012, 0.08026266098022461, -1.9598290920257568, 0.8157961368560791, -0.1440054178237915]"
10,"[0.9540683597246074, -1.4948819926179446, -2.085307280897278, -0.7357640837443896, 0.02099719610477871, -0.884042384348172, -1.1848339102345966, 0.9365599434162426, 0.9505495460881257, 0.7274982660519955]","[0.5160140247696614, 0.46982193451931475, -1.6626851623318337, -0.8958887084831305, 0.03438048102292804, 0.029660508854070552, -0.8313061171019696, -0.5600361950894036, 1.2627679739476574, 0.10868386394966972]","[-0.12838003, -0.6053763, 0.96796346, 0.702029, 1.6491784, -0.45956627, -0.5223519, 0.086229496, -1.6274143, -2.4620008]","(50, 10)","[0.43274950981140137, 0.45533013343811035, -1.7275890111923218, -1.0612602233886719, 0.19087302684783936, 0.2167491912841797, -0.7819557189941406, -0.5186518430709839, 1.211705207824707, 0.1480884552001953]"
25,"[1.080499510070525, 2.050462369521346, 1.1660135123636166, -0.11025214627619051, -0.8275167082373214, 0.29475418043174917, 0.8726591148291903, 1.0289695655039972, 1.7528068465108266, 2.38007842498586]","[1.3557094127976588, -0.029052082451668126, 1.4487197991807568, -0.11672111117880979, -0.5354971588010836, -0.5782910618128979, 0.4994290488421691, 0.36414371129540474, 0.4366384865607027, 1.0805702505069752]","[1.9579066, 0.97538495, -0.115837485, -1.0553187, -1.9414225, -0.35877028, 0.6583451, 0.7455443, 0.11919634, -0.38087875]","(50, 10)","[1.4153826236724854, -0.015846461057662964, 1.729477047920227, -0.11869087815284729, -0.30733522772789, -0.7551376819610596, 1.0385420322418213, 0.34703564643859863, 0.6078692674636841, 1.1421167850494385]"
60,"[0.9526084233240861, 0.08244639626527595, 0.7032575939323291, 0.9462779478182216, -1.4780112925573055, -0.929984919829518, 0.30529261319500667, 0.7760026384822799, 0.49816301967014687, -0.9583953158693476]","[1.3741617108691773, -0.10197888306584102, -0.18363411824272108, 0.6623081591677501, 0.3771236888739974, -1.7332503232646692, 0.2682474062920792, 0.45503369845356384, 0.42305677290189525, 0.04595024273991749]","[0.497674, 0.5496729, -0.22659105, 0.89143044, -0.037071124, 0.8239118, 0.22712147, 2.26767, 0.98187405, 0.55815166]","(20, 4)","[1.437748908996582, -0.059240639209747314, -0.31894880533218384, 0.8096587061882019, 0.34673500061035156, -1.523348331451416, 0.17584170401096344, 0.5874592661857605, 0.4227689504623413, -0.0992112010717392]"
23,"[-0.9623806480473136, -1.6709087756701242, -0.27783964327840793, -0.9500816447829181, -1.8826477468168035, -1.8395970086951476, -1.2454507077305115, 0.5701247373579653, 3.578944774899174, 2.747911711687151]","[0.22445779088600898, -0.7196011912853146, -0.8955135842721336, 0.623586842566207, -0.9838691679522027, -0.9860855733164424, -0.6569630702756915, -0.2732891380289769, 0.9986625806476012, 2.608809982477677]","[-0.40003473, -1.0981086, 0.021545468, 1.091552, 0.9146701, 0.33079988, -0.50016487, -0.8281162, 0.5818043, -0.06056953]","(50, 10)","[-0.0004170536994934082, -0.5832616686820984, -0.9884353876113892, 0.5167120695114136, -0.7084506750106812, -1.1286993026733398, -0.6368615627288818, -0.14718061685562134, 0.8947855234146118, 2.8206236362457275]"
66,"[-0.8265169580268706, -1.396541205475884, -0.9167166386413339, -1.5898361819775375, -1.0119721880242576, 0.02266458331775667, -1.046561352298553, -1.9815628641834506, -0.8337163979212412, 0.7585149439450467]","[0.057208584614709956, -0.8765536993483297, -0.7143457384110743, -0.19403583117458034, -1.1529109777513697, -0.05343773901871579, 0.29910821987339936, -1.0943175271912702, -1.1086830003595143, 0.19069423532696345]","[1.5759231, 1.2871121, -2.9942682, -0.9690782, 1.2649748, 0.6905267, -0.73920673, -1.3755226, -1.110944, 0.38371846]","(50, 10)","[0.33204564452171326, -0.9843000769615173, -0.4640827775001526, -0.23172378540039062, -0.9729118943214417, 0.049552857875823975, 0.08398458361625671, -0.9696701169013977, -1.0109970569610596, 0.23371392488479614]"
53,"[0.8606487645789926, -0.698624895079477, 0.3247693823306157, 0.2561256273314433, -1.4423109666184164, -1.363886937991038, 0.4991661019370947, 1.0112286877495094, 1.585008755485581, 0.21626299717768338]","[0.2650488139841446, 0.6058523686803905, -0.9881464763981362, 0.8361351923372895, -0.2059925374908423, -1.1845666400380905, -0.42464511280275075, 0.7537517913568995, 0.4249861728297775, 1.0528462670767704]","[0.6323985, 0.62045324, -0.82765603, -0.16274816, 0.83718306, -0.28376958, 0.17013632, -0.14187953, -0.37553352, -0.34737107]","(20, 4)","[0.23762428760528564, 0.5439395904541016, -1.0355563163757324, 0.8262938261032104, -0.28683963418006897, -1.2904561758041382, -0.4427284002304077, 0.7353907823562622, 0.4689035415649414, 0.9692926406860352]"
9,"[2.3564076519401875, 0.08026659789866364, -1.0184116336690976, 0.7731049242622018, 0.6259768819617235, -0.6362086120037269, -0.8481798523509172, -0.3844170283470339, -1.0025075425906094, -0.23450906292930995]","[1.0584677749552682, 1.4923364637618968, -1.122379125503358, -0.5800851155402456, 1.193742103385336, -0.05870948624293382, -0.7418996493059715, -0.33151319434935506, 0.014819599365779701, -0.7975415092483881]","[-0.52737826, -1.7219118, -1.1122867, 0.29781416, -0.8133391, -1.1736053, 0.9177298, 0.36527622, 1.5440315, 1.361497]","(10, 2)","[1.3232388496398926, 1.4400644302368164, -1.1632987260818481, -0.31947529315948486, 1.1628471612930298, 0.12979018688201904, -0.9375282526016235, -0.01870548725128174, -0.1950780153274536, -0.5077739953994751]"
59,"[0.49104831094266865, -0.8048544390998214, -0.024775232916586676, 0.6952599203292249, 1.9603310146283763, 1.547732630353295, 0.6385240670328055, 0.6746580949314387, 0.3768624967118318, -1.8612362572169527]","[0.21564556273037777, 0.4825847242848753, -1.0545777689510576, 0.5001076047949539, 0.4999196948776145, 1.3560457713089817, 0.41113479830049615, 0.035423764061565666, 0.5012348020362117, 0.06843656085165595]","[0.46161768, 0.041540645, -0.13467363, -0.057687297, 0.3879716, 0.058022823, -0.3219181, 0.3010089, 1.2051499, -0.7208019]","(50, 10)","[0.20567196607589722, 0.5385324358940125, -0.9236081838607788, 0.514445960521698, 0.5575911402702332, 1.2186713218688965, 0.36935317516326904, 0.14615023136138916, 0.5251093506813049, 0.10584849119186401]"
48,"[1.1399513399307817, 2.430756152965367, 1.934636891961126, -0.8375189558567607, -3.010068500613653, -1.667091680285292, -0.0882044017550313, 1.0351423008721765, -0.28129497585500673, 0.049888017237669335]","[0.2527927972321449, 1.2551266866436017, 1.4636846957610739, 0.6113991855564898, -1.4947160330091367, -1.9827292073380278, -0.002639350727379197, 0.3314610517609937, 0.8491999905415278, -0.859533215171663]","[0.437218, 1.271592, 0.9357329, -0.076236814, -1.793713, -1.3927331, 0.020999122, 0.45016432, 0.053268436, -1.2847807]","(100, 20)","[0.07449948787689209, 1.4403311014175415, 1.3445532321929932, 0.9358551502227783, -1.2514899969100952, -2.669433355331421, 0.25572025775909424, 0.8283733129501343, 0.9374110698699951, -1.1927623748779297]"
16,"[0.5152276739766124, 0.144524383745533, -1.0183953636576761, -1.9749354802841095, -1.5787766719451315, 0.25751307478105334, -0.44708157882728417, -0.674185560798419, -1.6529463550583572, -2.02131055789495]","[-0.8583976403339317, 1.3774064495241565, -0.5847352604522926, -0.8830946506855164, -1.1174226432188172, -0.4474524297685868, 0.7383639017290176, -0.9334105354121602, -0.27107179646351903, -1.1784688823175045]","[-0.39591244, -1.1714025, -0.33034483, -0.024184983, 1.116977, 1.5060579, 0.7845007, -0.539575, 0.0063030496, -0.25267777]","(10, 2)","[-0.8628778457641602, 1.0549561977386475, -0.5593382716178894, -0.8462892770767212, -1.005084753036499, -0.3256092965602875, 0.781883716583252, -0.9647297859191895, -0.23313282430171967, -1.1066899299621582]"
80,"[-0.5613858153862623, -0.790461367838833, -1.0409663342353854, -0.5568659070484537, -0.5045889880848211, -2.70230625342549, -1.7096012135254275, 0.5860291433465896, 0.6817901070537535, 0.15430797407978392]","[0.6363220475105552, -0.8645520132644269, -0.30950265344731037, -0.6585186266447235, -0.13649868971573442, -0.3112248078802307, -2.3493995155345595, -0.1597158148071387, 0.894719307759013, 0.03574995230204431]","[1.303896, 0.93601537, 0.99280435, -1.3438138, -1.631233, 1.2140791, -0.8581457, -0.99439025, -1.3316448, -0.8977445]","(50, 10)","[0.601549506187439, -0.8615251779556274, -0.20356130599975586, -0.6139200925827026, 0.13863909244537354, -0.25609123706817627, -2.3829946517944336, 0.09001445770263672, 0.6612441539764404, 0.010464668273925781]"
84,"[1.7657596647186145, 0.80593265424549, -0.49099348239789453, -0.6131802149332892, -0.8930455165630119, 0.3785499607319385, -0.9713944955957852, -1.5850208204140368, -1.3141875053091447, 0.4742749949797309]","[1.1868901270762575, 0.7626990371639784, 0.16356557756345913, -0.5892751786800983, -0.16233802217228793, -0.6732721299686545, 0.8039957134532832, -1.3924917347862193, -0.5540909496024881, -0.7321475274869262]","[-0.25033212, 1.2183958, 0.33549216, -0.72905433, -0.73886275, -0.41644257, -0.8701224, -0.8487054, -0.63439137, -0.34665632]","(50, 10)","[1.118404746055603, 0.7236188650131226, 0.08005639910697937, -0.6040753126144409, -0.2113841325044632, -0.6366791725158691, 0.910330057144165, -1.1886215209960938, -0.8715065717697144, -0.34253519773483276]"
41,"[2.018166804797763, 0.26567622443363115, -0.9204996471380374, -1.0915786321448933, 0.09451775061611134, 0.31135675102023463, 0.4124258015615632, 0.7819182881710262, -0.06601750429049408, -1.0093415460830055]","[1.3271865846138056, 1.263780137117525, -0.7674561645015447, -0.6235334351298745, -0.48828947810733353, 0.5594706410122898, 0.05697221970524784, 0.2554370235623691, 0.4849397830804102, -0.4451383881405852]","[-0.52633256, -0.22660008, 1.3574613, 1.9699429, 1.8247247, -1.2306271, -1.0877695, -1.228887, -0.31149787, 0.64085835]","(10, 2)","[1.3478785753250122, 1.1480754613876343, -0.387224018573761, -1.0199153423309326, -0.5660486817359924, 0.4878392219543457, -0.04364868998527527, 0.2632090151309967, 0.394472599029541, -0.69144207239151]"
92,"[-0.47638607818833084, 0.2896693442622678, 1.2600691101965904, 1.9794712839398585, 2.3972614213846057, 1.74360811031123, 0.615770596118553, -1.260497787937056, 0.28965761125159295, -0.939215085030968]","[-0.38243733672059554, -0.29539852515135123, 0.5032605068681003, 0.9119965083142767, 1.2174331510405616, 1.3358768186032886, 0.5788943549760377, -0.02322213562795372, -1.3140956334420004, 1.1163778102008293]","[-0.6290949, 1.2965374, -0.93665034, 1.7377208, 1.5818664, 1.1435775, 0.94591933, -0.7214027, -1.7904327, -0.33573166]","(20, 4)","[-0.08967019617557526, -0.44474244117736816, 0.6459257006645203, 1.0420252084732056, 1.1164566278457642, 1.0712159872055054, 0.38058382272720337, -0.07036788761615753, -1.2464216947555542, 0.6786290407180786]"
61,"[-3.057948799466865, -3.963349443448349, -2.2110460710511606, -1.0383298758388935, 0.3293943821787133, -1.067748810281296, -2.149024809062282, -2.0398062169834312, -0.14888278236076757, -0.21845981564460837]","[-0.8349129540036259, -2.401717789180623, -1.766064530845529, -0.5122459526614727, -0.44357341720360827, 0.6633123152393554, -1.43046689539637, -1.05911080225231, -0.9059390981130855, 0.5836529066401555]","[0.46325874, -2.703462, -0.36742485, -0.23763882, 0.86461735, -0.8469569, 0.52267796, -0.24664673, -0.7019816, -0.61259186]","(50, 10)","[-0.6814334392547607, -2.5634098052978516, -1.0212395191192627, -1.3109368085861206, -0.038739800453186035, 0.7471157312393188, -1.4868909120559692, -1.096043348312378, -1.0957062244415283, 0.874259352684021]"
58,"[-1.1360804360825063, -2.3528033865031404, -1.9444738901971435, -0.3170785714627838, 0.2701104409570658, 0.5509030547183833, -0.37519938614217074, -0.22247583389512038, 0.902296877008832, 1.680020654510379]","[-0.6361283293190341, -0.6256766683026819, -1.7362583247077172, -0.6454829527424687, 0.2508216102327069, 0.10380298281709237, 0.42100224289725163, -0.6234307203926153, 0.1645999395763101, 0.790045941427334]","[0.031378563, -0.62546617, -1.6032691, -0.15155023, -0.046686403, 0.6426699, 0.68112713, -0.98728925, 0.80102175, 0.64084226]","(100, 20)","[-0.6828259825706482, -0.7391901016235352, -1.75204336643219, -0.657075047492981, 0.2217116355895996, 0.4023398160934448, 0.33756566047668457, -0.7567403316497803, 0.009902864694595337, 0.8051925897598267]"
17,"[1.9776637326387456, 2.2808021325809653, 2.317044702502045, -0.7175141667587497, -2.1281041285195292, -0.8441584517729043, 1.7475194681679131, 1.3316694908239595, -1.3700210622760884, -1.811697341144787]","[1.156218373636755, 0.6947561258027226, 1.1927028964731252, 0.9360993840860329, -1.5657279365541836, -0.9571450470604014, 0.19501390176518796, 1.6099732135787765, 0.015507159076137977, -1.4957714905997983]","[1.1807978, 1.0633911, 1.3323101, 1.3224634, -1.5880187, -0.60300815, 0.84460473, 1.0059583, -0.08028219, -0.78420156]","(100, 20)","[1.1503195762634277, 0.6836987137794495, 1.2040560245513916, 0.8733232021331787, -1.429323434829712, -0.9660431146621704, 0.2131531834602356, 1.636202096939087, 0.0966864600777626, -1.5194286108016968]"
85,"[0.783565604740575, -0.23128560047596272, 1.245591134008775, 0.5255730375733589, 0.13670485802958854, 1.2243003148685252, 0.5537325694994476, 0.5876690299764378, -0.9171186822264674, -0.23122972465852398]","[1.0985822034907746, -0.5842846582186091, -0.45732384995737785, 1.0275570656294004, -0.4184386889606946, 0.038510748547272045, 0.857630731623199, -0.24453221268235925, 0.38278879171452673, -1.2341201752044242]","[0.5702204, -0.0012913328, -0.2795505, -0.2707955, 0.0204164, -0.89205396, -0.30816165, -0.3029809, -0.17331323, -1.7820321]","(100, 20)","[1.0912491083145142, -0.4981727600097656, -0.18816296756267548, 1.065122365951538, -0.30149906873703003, 0.29581841826438904, 0.7068114876747131, -0.1430528610944748, 0.3419693112373352, -1.0697247982025146]"
45,"[0.5610074140434663, 0.07980465943690218, 0.08375326997131953, -0.1536627707201625, 0.3873411031695232, -0.20519217119133598, -1.9417602214778804, -1.8477082741216246, -1.4307904140148686, -1.9630829509448933]","[1.0861440915963883, -0.31647042631874056, -0.004349802429782362, 0.05465730201248273, -0.1873094876110566, 0.46936310169694173, -0.4594701157523096, -1.612268316640753, -0.6190646384716202, -0.5685555117890843]","[-1.5403068, 0.72819084, -0.3905204, -0.67610115, 0.3669642, 1.9925836, 0.5504683, -1.8609169, -2.0821614, -0.85017926]","(20, 4)","[1.2776864767074585, -0.4765535891056061, -0.03226175904273987, 0.01129499077796936, -0.1942754089832306, 0.5445890426635742, -0.515850305557251, -1.5567607879638672, -0.6967524290084839, -0.7652485370635986]"
