seed,True,ARMA,Informer,Informer_para,RNN
43,"[0.2356787515456633, -1.4567976706763466, -0.6717081563961931, 0.7491927737602012, 1.8401161990665307, 1.2543654619093307, 0.4236550841755755, -0.2638848934160358, -1.8015295186173412, -1.6143054619232844]","[0.8936651462468591, -0.35428310519226647, -1.279244770599619, 0.2924188010381349, 0.7753355250100179, 1.1856339804439269, 0.16920222514247685, -0.03971924748551117, -0.35275853312716343, -1.454892218359085]","[0.8292029, 0.89324814, 0.52129096, -0.08719093, 0.8115067, -0.1166201, -0.8629991, -0.35339674, -0.33421344, 0.637647]","(10, 2)","[0.845005214214325, -0.34240835905075073, -1.2393851280212402, 0.3597458600997925, 0.8360098004341125, 1.154031753540039, 0.2513795793056488, 0.016374006867408752, -0.4576228857040405, -1.4319379329681396]"
2,"[1.117955292270915, -0.5518213055246787, -1.8093663247008356, 0.6038570961881811, 1.7866471785563718, 0.9735819005629688, 0.6416274664424011, 0.07042582739030706, -0.18387678254019418, 0.10128451690205971]","[-0.15190144148019213, 0.7659468546665001, -1.0723893314947321, -1.0744256727534076, 1.433569264241069, 0.9164594307250928, 0.008543065285985252, 0.26322416574415114, -0.22021599527445368, -0.11102642785288429]","[-0.19226697, 0.32773, -0.5673678, -0.8390169, 0.37461847, 0.5135574, -0.13157116, 0.84322304, -0.4014074, -0.21804254]","(100, 20)","[-0.011376053094863892, 0.7327846884727478, -1.0294983386993408, -1.1483049392700195, 0.8862903714179993, 0.9751191735267639, 0.039663031697273254, 0.01623864471912384, -0.30343228578567505, -0.18656732141971588]"
63,"[1.5183510787843302, 2.3937143568473545, 2.5425282829933686, 0.6313434942478507, 1.2377169419351737, 0.15686896505073666, 0.02589841203218335, -0.08404419849605466, -0.5951041478727183, -0.5938219288017121]","[0.3674664350881277, 1.2091005911550354, 1.3073123433941114, 1.2267656016689017, -0.4572692954768485, 1.1474626468344176, -0.5715000252853468, 0.21877239389736933, -0.16568949982967976, -0.43906850559469146]","[0.014862753, 1.6643257, 1.3841906, 1.2162122, -0.012036515, 0.78107536, -0.16120398, 0.4215157, -0.13789424, 0.051518522]","(100, 20)","[0.3907734751701355, 1.1772658824920654, 1.4131083488464355, 1.3107004165649414, -0.425691157579422, 1.1358325481414795, -0.3250541687011719, 0.07767778635025024, -0.17333850264549255, -0.4585495889186859]"
70,"[1.1041198434913908, 2.498722261475809, 0.7070132528875621, -0.37924950941900215, 1.2425046147542027, 2.703513984021721, 1.785425395293896, -0.8307463292078725, -0.7578664514622202, 0.023382765994171464]","[0.8786424197861102, 0.33478203392715566, 1.8273816201602098, -0.6856174928875278, -0.16250260818279144, 1.4244340097738206, 1.3099280987326258, 0.44909152869463953, -1.2184724638836528, 0.15454459949567922]","[-0.45981556, 0.09912452, 1.5087147, 0.03241492, -1.7001089, -1.2438377, -2.0360115, 0.9690371, 1.4039311, 0.7873569]","(20, 4)","[0.6711124181747437, 0.1993551254272461, 1.8464792966842651, -0.7206341028213501, -0.16015779972076416, 1.3517109155654907, 1.602356195449829, 0.1177225112915039, -1.2329527139663696, 0.0627974271774292]"
39,"[-0.12378478423108075, 0.9491369505089282, 0.6007481699702958, -0.820814645641097, -1.45030813379365, -1.3368299005403044, -0.17220820268879794, 0.5880687080090562, -0.20713407563941955, -1.009909872293798]","[-0.8326665834789205, 0.42770203431381704, 0.6580917841987213, 0.03171962886869523, -0.8248017396106548, -0.6957426568620172, -0.48811688754975413, 0.3578405254477042, 0.40278354600850125, -0.4476025218927207]","[-0.32768783, 1.0747747, 1.7341262, -0.009584963, 0.10361016, -0.44972596, 0.56314695, 0.9709841, 0.17297518, -0.18929702]","(20, 4)","[-0.9290357828140259, 0.40894344449043274, 0.609349250793457, -0.0015394985675811768, -1.0188651084899902, -0.7061511278152466, -0.5301189422607422, 0.25394728779792786, 0.4199724495410919, -0.733613133430481]"
82,"[1.1636955896271974, 0.551543475212207, -1.597994601477104, -1.644474056900559, -0.35267418935987405, 1.2896146463399254, 0.921871432679185, 1.7473868639972983, 1.0418311651243877, 1.0962248815547175]","[0.12830905270612536, 0.8050191121429633, -0.06662866342206791, -1.5761020232464564, -0.5675162319840195, 0.3132955230805002, 1.1706706789352408, 0.1217490423724133, 1.2774046365626845, 0.07149047596407254]","[0.30780503, 0.009481402, -0.48549965, -1.2530533, -1.1020423, -0.19517295, 0.898459, 0.47564027, 1.1526995, 0.41264427]","(100, 20)","[-0.006325192749500275, 0.6751371622085571, -0.08288247138261795, -1.7031102180480957, -0.7561951875686646, 0.40594959259033203, 1.181693434715271, 0.20649436116218567, 1.2292872667312622, 0.12558704614639282]"
35,"[-2.223263267222157, -1.989672094441333, -1.4150748145182186, -0.8212655795011936, -2.2398976210908645, -1.2718568869535694, -1.2471422397079532, -1.0991395277809057, 0.5467537183927864, 3.2757550208821042]","[-1.9144632941528266, -0.7639407053194665, -1.2385702298982444, -0.5290778804603011, -0.3257706631586668, -1.878302511343735, -0.00043389802398674515, -0.9843454054857377, -0.47419849038116746, 0.9173528529143877]","[-1.5455439, -1.5360448, -0.6622746, -0.75115216, -0.33070043, -1.4996872, -0.51327294, -0.8515689, -0.6016499, 0.85012215]","(100, 20)","[-1.8634061813354492, -0.6614166498184204, -1.0062447786331177, -0.5791903138160706, -0.31706708669662476, -1.7858062982559204, -0.14444996416568756, -0.9962099194526672, -0.6366510987281799, 0.8743278384208679]"
78,"[-1.786411214463587, -1.8354435815308485, -1.2823137440676615, -0.3262719890789862, -0.9540302994008945, 0.005323301806313019, 1.7321971066872592, 1.8547066062348914, 0.4942234998395071, -1.5670137052905864]","[-0.674789029189929, -1.1568657175248143, -0.9246396675123958, -0.5123314281704237, 0.0765796076367032, -0.9040122022991512, 0.5647762120183046, 1.3221754808728161, 0.804453646652284, -0.14498520812009277]","[-1.3690166, -0.80969393, -0.31288248, 0.18721879, 0.20860243, 0.018897476, 1.4218557, 1.1832337, -1.2846382, -0.26809248]","(20, 4)","[-0.6899542808532715, -1.0926363468170166, -0.9278997182846069, -0.5317645072937012, -0.03421306610107422, -0.5657309889793396, 0.33601224422454834, 1.631256103515625, 0.766204833984375, -0.38594627380371094]"
31,"[-0.2961286904765348, -0.6336096511314683, 1.0251329346676603, 0.8600392488685231, -0.11189223653348883, 0.11324071608822323, 0.9080759866243711, 0.41638558378421137, -0.27700348089556404, 1.2447834539866645]","[-0.2675527565632014, 0.14081538535483745, -0.5111042131467308, 1.2299881847894252, 0.029535128252555443, -0.3426611026890122, 0.24639982591373452, 0.6614592379435917, -0.12217859368285405, -0.3091535096138941]","[0.7809867, -0.053727183, -0.89904296, -0.70853853, 1.080587, 0.7187166, -0.009540316, -1.2116169, 0.23864259, 0.96658826]","(10, 2)","[-0.16192153096199036, 0.2446262538433075, -0.3939796984195709, 1.0553383827209473, -0.1998538076877594, -0.23320737481117249, 0.3426284193992615, 0.3704240024089813, -0.03150448203086853, -0.37596437335014343]"
34,"[1.5659960799344281, -0.4803619457547359, -1.0839423596483155, 0.1675213475082694, 0.9709578066105129, 0.1238356957633096, -0.6905410299778845, -1.3810468241012401, -1.5426304109503217, -0.14750334587360048]","[0.5728656478990121, 0.8722564668815384, -1.145947754823562, -0.40001281504466274, 0.5735033513829847, 0.5927367322663304, -0.36220643366573324, -0.5013023029332221, -0.8427655663325201, -0.6800261813035627]","[0.31449044, -1.5279607, -0.69527775, 0.80300045, 0.60780585, -0.18359663, -0.9807347, -0.3810779, 0.14619407, -0.33640227]","(50, 10)","[0.32748594880104065, 0.7958298921585083, -1.002641201019287, -0.43794113397598267, 0.3354513943195343, 0.6304386854171753, -0.6128034591674805, -0.6231690645217896, -0.9627931118011475, -0.7308720350265503]"
19,"[-0.7112980372260169, 0.5369460039820787, -0.2239064927329748, -0.6714163521295253, 0.15471560840418275, 1.626880414522232, 1.7047193560827267, 0.47754033762371034, -1.840320257066993, -0.9194332307565033]","[-1.454298790492691, 0.0624549902523136, 0.669018961881592, -0.5750900989990226, -0.3502980217424175, 0.44819568901649687, 1.2708731445751178, 0.6446279925355589, -0.2770818606459697, -1.7052968532178858]","[-1.1391597, -1.2750633, 0.73445165, -0.19038343, -0.53777915, -0.15299581, 0.9418066, 0.9553716, -0.33838877, -1.0343093]","(100, 20)","[-1.3507165908813477, -0.07849279046058655, 0.7773278951644897, -0.8618209362030029, -0.5982360243797302, 0.5108165740966797, 1.06932532787323, 0.6053683757781982, -0.17491602897644043, -1.7035455703735352]"
69,"[-0.16234568459449816, -0.2936882445415183, -2.30238624114441, -1.693834438789145, 0.2620232653263378, 2.012165567982864, -0.002596373005707031, -0.5044192760117522, 0.890082937014962, 1.8203041144753023]","[0.5385776662267012, -0.46650508160318493, -0.07899953763253081, -1.931383819672047, -0.26434543832379964, 0.8215413297056062, 1.477075973637032, -1.0280614757278665, -0.16448201862144365, 0.9856732512105051]","[-0.6822547, -1.884969, -1.9609873, -0.63188326, 0.042024195, -0.50677335, 1.0358838, 0.093753345, 0.721801, 0.784903]","(10, 2)","[0.3587002754211426, -0.43368130922317505, -0.22975067794322968, -1.8980631828308105, -0.21002574265003204, 0.7814093232154846, 1.4516937732696533, -0.9885514378547668, -0.5108655095100403, 0.920911431312561]"
36,"[-0.6109003502778931, -1.1962871269208912, -1.9284712114416345, -0.8369365861790452, 0.6752890852409565, 0.3457813541320848, -0.32961489457060145, -1.457281927215059, -2.0157293730145973, 0.548955056985752]","[0.968335967536242, -1.2523806504491404, -0.4622226711318654, -1.1407892849121728, 0.2068437794404978, 0.7695112767270815, -0.1356949080810666, -0.3459442232798006, -1.0383340428682573, -0.9692546161114881]","[0.004782211, 0.0018649809, 0.094369985, -1.1068313, 0.025136475, -0.1269384, 0.24856311, -0.12794714, 0.14262213, -0.32048258]","(20, 4)","[1.0186936855316162, -1.1988723278045654, -0.49129563570022583, -1.0781913995742798, 0.41198521852493286, 0.6286056637763977, -0.1203397735953331, -0.40995022654533386, -0.9368265867233276, -0.9883524775505066]"
13,"[1.4793128611023205, 0.591042788834431, 0.3477782217475577, -0.806349611187325, -0.9062769035464382, 0.05592871077716732, 0.20916445777627946, -1.3139142763056653, -2.753412723668258, -2.3515827973302845]","[1.3635882169555849, 0.39423311404448613, 0.20574807604961282, 0.17493091898737567, -0.8586789620260133, -0.2716499920349156, 0.2865482657520384, 0.00586822524030034, -1.217918064509364, -1.7062703605949012]","[-1.0113337, -0.31864956, -0.19723038, -1.4109175, -0.75740725, -0.89643717, 0.79823565, 1.3281494, 1.1516076, 1.2860936]","(20, 4)","[1.2981317043304443, 0.1777622103691101, 0.32844358682632446, 0.05116492509841919, -1.0729042291641235, -0.20378214120864868, 0.36718910932540894, -0.15602576732635498, -1.3156325817108154, -1.515512466430664]"
3,"[-0.8002904057913294, 1.0290506471787033, 0.44813717880772275, -0.652453653396722, 0.3549254962682892, 0.049329357131917106, -0.3098622573180623, 0.18935398431869174, 1.87114900921887, 1.0091447266623186]","[-1.2886888740566862, 0.24135002736395833, 1.05012781288705, -0.26500834712459487, -0.6084618280186398, 0.714278362613648, -0.3112934910452034, -0.17610509300283525, 0.31681727635132906, 1.4903414289545136]","[0.5622361, 0.6873417, -0.36939663, -1.3387244, 0.34702206, 1.0076755, 0.85817134, 1.1395319, 0.6841179, -0.23409331]","(20, 4)","[-1.2728445529937744, 0.4547465741634369, 1.0370707511901855, -0.2273891270160675, -0.7117891311645508, 0.48917320370674133, -0.4874263107776642, -0.32885029911994934, 0.13429734110832214, 1.4722940921783447]"
5,"[0.21598835098125613, -0.9042088904919257, -1.8090137817402674, -1.4089284280220933, 0.3948796173719372, 1.6563896397729863, 1.8222513045715725, 0.7513808381041238, 0.21509180691047064, 0.15812087009887799]","[0.6154961032275815, -0.3136113147674944, -0.7307070251522265, -1.0857750591912372, -0.36710350518281143, 0.8477930584109312, 1.036008005092716, 0.7895444422513049, -0.10497680037970286, 0.03850099236816193]","[1.4042952, 1.2903484, -0.77206707, 0.46734056, -0.6066579, 1.2027278, 0.8761237, 0.9235012, -0.6378108, -0.6245219]","(50, 10)","[0.817367434501648, -0.43115830421447754, -0.6977199912071228, -0.9815201759338379, -0.5158886313438416, 0.6742990016937256, 1.2055609226226807, 0.8155642747879028, -0.12030865252017975, 0.03845988214015961]"
77,"[1.6381681811464013, 1.5163091051092064, -0.01503119565809874, -0.7291922849134499, -0.6024020784517252, -1.0381969221159666, -0.49444726436241826, -0.26433945326827135, 0.8936261423364658, 1.108942721816281]","[0.6339363739651767, 1.1403998556384682, 0.6058138444675307, -0.46367689644162696, -0.40552387211727314, -0.24900957693041903, -0.7681262590692697, 0.03880090606487829, -0.20233734897699485, 0.9126336494675971]","[-0.69605774, 0.29870248, 0.90357715, -0.48629272, 0.22636203, 0.6448167, -0.013874024, -0.8300194, -0.45035744, 0.5426376]","(20, 4)","[0.4125083088874817, 1.270462155342102, 0.6305455565452576, -0.49181848764419556, -0.6290518045425415, -0.14226806163787842, -0.7540667057037354, 0.04390084370970726, -0.24579095840454102, 0.9171279072761536]"
72,"[0.33601750436686517, 0.44696086144959624, 1.5477168592623303, 0.9089844435908385, 0.08969874285455368, 1.1288989688706905, 1.1573235341285844, 0.644995806543942, 0.8025087475155676, 0.618384834647737]","[-0.49659825434637983, 0.7360499890535325, -0.06723705786356618, 1.329858565555967, -0.2534944331774924, -0.0009779421810754696, 0.998846954159118, 0.24665470792049013, 0.17872211707993674, 0.47878352028263726]","[0.25638297, 1.393964, -0.09355352, 1.3981622, 1.4365106, -1.2075969, 0.20832425, -0.47734886, -0.24350114, 0.1996232]","(20, 4)","[-0.5112611055374146, 0.8349749445915222, -0.21670229732990265, 1.4363865852355957, -0.3439200520515442, 0.06195060908794403, 1.1061720848083496, 0.13677233457565308, 0.10431325435638428, 0.42098116874694824]"
26,"[-2.137207159941018, -1.548716462312171, -0.4097235362139258, 0.09950230877584003, 0.3047697198963778, 0.3717224578572047, -1.0782700431902128, -0.9204881218738453, -2.2284802823007532, 1.6278903209138331]","[-0.48619488694345114, -1.6747748323959941, -0.338907236118058, -0.03060431472841682, 0.10041403696044433, 0.22427383995143632, 0.19228911946860272, -1.1309945845017988, -0.15645906534328202, -1.8486374035991957]","[-0.41906124, 0.9171487, 0.70502204, 0.3712437, 0.46004924, -0.30467007, 0.16198348, -1.2367619, 0.9611023, -0.09633089]","(20, 4)","[-0.7594922780990601, -1.8942734003067017, -0.14522886276245117, 0.2493067979812622, 0.10006105899810791, 0.05006873607635498, 0.16696834564208984, -1.0691779851913452, -0.28479254245758057, -1.9697946310043335]"
75,"[0.7570397944851985, 0.3264153638780595, -0.45909094353956986, -0.5826039118794046, 1.1674121532790114, 0.08484646261257223, -1.0267676834885384, -1.9540044488697927, -1.235315180233392, -0.3720651649076729]","[1.1959159400210846, -0.02210388447918682, 0.1327669909985469, -0.5799964234671682, -0.16760820475268198, 1.3346763740020975, -0.8367006151026113, -0.6018447874755832, -1.316612431872195, -0.06963603597228973]","[1.4379299, 0.30610418, 0.059066482, -0.7271358, 0.0058189034, 1.5870945, -0.3093098, -0.6279879, -1.3519895, -0.12542284]","(100, 20)","[1.7290093898773193, 0.30506521463394165, 0.15737220644950867, -0.613503098487854, -0.15820178389549255, 1.587505578994751, -0.6447988748550415, -0.7463957071304321, -1.2088931798934937, -0.2081470489501953]"
8,"[-0.1459271072689517, -0.39088531478562016, -0.38063486707447913, 0.08866428006592048, -1.0456591362723784, -1.7036151373825725, -2.0873723395931476, -0.6757411489484053, 0.29169593142698025, 0.310696188212238]","[-0.015614548841277082, -0.17930241731321095, -0.22761894312515607, -0.14237562011668342, 0.22756952080995563, -1.0422649249197877, -0.780998356589522, -1.0972750190895795, 0.37338283437187825, 0.23196248186598198]","[-0.13182932, -0.07681039, -0.18236838, -0.0010823496, 0.082106024, -1.0721539, -0.5626784, -0.94931483, 0.3681415, 0.18930401]","(100, 20)","[0.06058216094970703, -0.1127617359161377, -0.18981674313545227, -0.012257128953933716, 0.23025548458099365, -1.0551683902740479, -0.8370133638381958, -0.9089276790618896, 0.17272353172302246, 0.3942476511001587]"
74,"[-0.5623526981463747, 0.37797869313613547, 0.4125857230772335, -0.8539702986625579, 0.6425177323652328, 1.4567042111346191, 1.2699117989303987, -0.32059603873438003, -0.461653773125066, -0.21328967629013376]","[-1.2582413580074092, 0.12240112919997226, 0.41680326545425717, 0.11208656180232766, -0.8937070487489676, 1.1141285327451378, 0.6956856715903534, 0.5043533329580804, -0.77776461699481, -0.029698015836541164]","[-0.3142548, 0.24936661, -0.15522552, -0.48184946, 0.5509743, 0.4687602, -0.68382955, -0.7610568, -0.3690921, 0.55064964]","(20, 4)","[-1.2919031381607056, 0.14386186003684998, 0.5595014095306396, 0.13935378193855286, -0.9505248069763184, 1.0612022876739502, 0.7920575141906738, 0.4808359444141388, -0.822045087814331, 0.013625174760818481]"
15,"[1.9877180158333834, 0.6412507552841065, -1.3332199243664182, -0.5877213416820823, -0.04635724783356576, -0.15313840750309313, -1.3506328108232484, -2.250841349679237, -0.0869710897871927, 1.8672560230339834]","[0.452616209214033, 1.5766792051359406, -0.6501895378176186, -1.1402602649260716, 0.32905387248597995, 0.013888658901490259, -0.1276943853127383, -1.1097382782745002, -1.1645264933805102, 1.0720202706298756]","[0.29408845, -1.374808, -0.53804237, -0.66174436, 1.0155022, 0.7749006, 0.70506245, 1.0231063, 0.92130643, -0.57039756]","(50, 10)","[0.5997908711433411, 1.4449362754821777, -0.7863375544548035, -0.9503352046012878, -0.14810627698898315, 0.17392295598983765, -0.0696779191493988, -1.3272387981414795, -1.280994176864624, 0.5857240557670593]"
11,"[1.220552242568979, 0.6384145957159848, -0.7898802092302276, -2.361363135025176, 0.13285202098126514, -0.1970077243723518, -0.0760779511015095, 0.10149436886419005, -0.7202119635367813, 0.23930190935999962]","[0.6584036723005278, 0.7042699585964356, -0.01359942979104134, -0.8429349597469535, -1.5579635429651244, 1.3253469064603598, -0.7607175112679561, 0.2957255648385991, -0.01640157604546212, -0.6518739327966119]","[1.6416355, 1.1192491, 0.9238564, -0.03879831, 0.46791965, 0.106194064, 0.21409087, -0.42785373, 0.14407712, 1.3539636]","(50, 10)","[0.6724609136581421, 0.6846697330474854, 0.1825571358203888, -0.7376748323440552, -1.7077497243881226, 1.0740916728973389, -0.8969694375991821, 0.3969731032848358, -0.24391600489616394, -0.41060706973075867]"
1,"[-0.44777366358533155, -0.10574035166322028, 0.3966155421575484, 1.0972745116866522, 2.027988567456552, 1.1397070686752993, -2.2610192634955197, -2.39598013703586, -0.3067146415432615, 0.40023086770772087]","[-0.6517749350971669, 0.05570744061967592, 0.04692113136899287, 0.3338012596633283, 0.7193609829901707, 1.22202587012121, 0.04261022548454341, -2.2872743038603605, -0.654427655105257, 0.7127537782298696]","[-0.26997328, 0.54887897, 0.27431953, 0.76962334, 1.0400201, 1.1077204, 0.3095291, -0.72847617, -1.1283007, 1.2881021]","(100, 20)","[-0.6968510746955872, 0.04387921094894409, 0.061812520027160645, 0.6012318730354309, 0.817326009273529, 1.2994767427444458, -0.21647191047668457, -2.2750649452209473, -0.6797828674316406, 0.7702881097793579]"
62,"[-0.38103550211399373, 2.3179132758350227, 1.9676456316651094, -0.6949430781875117, -0.015844449814724992, 0.7120288144408287, 1.6757146923382078, 0.37580041088353155, -1.5290659513724867, -2.3072879293107276]","[-1.7446886590749588, 1.2471535245019987, 1.8626008211819503, 0.353764504450078, -1.4693070342860257, 0.65953062458431, 0.45429834587653817, 1.0936652549250812, -0.6062988903655993, -1.3353803577024534]","[-1.2056866, 0.20800161, 2.105435, 1.0938296, -1.8790947, 0.13166672, 0.7001155, 1.6050764, 0.1437366, -1.7078178]","(100, 20)","[-2.1860105991363525, 1.2923201322555542, 1.9549765586853027, 0.10730630159378052, -1.233076810836792, 0.5550088882446289, 0.25203219056129456, 1.1856435537338257, -0.46001529693603516, -1.3164321184158325]"
