seed,True,ARMA,Informer,Informer_para,RNN
51,"[2.7801558908965927, 1.444691466795002, 0.22295876801519848, -2.5569285765859204, -3.1433200735719717, -3.4560790809189634, -1.0621860721879726, -0.43184800559919734, -1.6916701320538288, -1.5772351497153858]","[0.7766095537212697, 1.5092634389351196, 0.049015233025471394, -0.19471922016135285, -2.2825688398236044, -1.367981174414157, -1.8097561946364975, 0.5725625674728206, -0.2891420684701895, -1.3062478105663229]","[0.2513769, 0.4229527, -0.20993409, -0.6126041, -1.4160106, -1.2443352, -1.1145079, 0.42795664, -0.96181244, -0.44677946]","(50, 10)","[0.974010705947876, 1.2622264623641968, 0.22179904580116272, -0.25908520817756653, -1.9480137825012207, -1.1074597835540771, -1.451241374015808, 0.8119255304336548, -1.096174716949463, -1.1138542890548706]"
38,"[-1.5664670941876349, 0.15243834229327857, 0.983753246404777, -0.5436373409011893, 0.8970963991631993, -0.0952211032098027, 0.27406666345592756, 0.8660951032587624, -0.13081336499192697, 0.48545526971877406]","[-0.6373852795941993, -0.9784189595590161, 0.8215565121874283, 0.43617073690507185, -0.8732063213861858, 1.4038207891099832, -0.9518759748078693, 0.7639177765445756, 0.39430071579467296, -0.4594376747348362]","[-0.9004129, -1.0046877, 0.85219884, -0.04714893, -1.441338, 1.096065, 0.07555586, 0.75611824, 0.37101996, -0.02691786]","(50, 10)","[-0.4023232161998749, -0.9476810693740845, 0.9988483190536499, 0.46692731976509094, -0.9052762985229492, 1.5257527828216553, -0.861714243888855, 0.7746521234512329, 0.43228399753570557, -0.43275341391563416]"
45,"[0.5610074140434663, 0.07980465943690218, 0.08375326997131953, -0.1536627707201625, 0.3873411031695232, -0.20519217119133598, -1.9417602214778804, -1.8477082741216246, -1.4307904140148686, -1.9630829509448933]","[1.0861440915963883, -0.31647042631874056, -0.004349802429782362, 0.05465730201248273, -0.1873094876110566, 0.46936310169694173, -0.4594701157523096, -1.612268316640753, -0.6190646384716202, -0.5685555117890843]","[1.000621, -0.9238098, -0.17015223, -0.13826992, -0.8127506, -0.38060686, -0.77477103, -1.5052916, -0.41996866, -0.29689634]","(50, 10)","[1.2477519512176514, -0.4859659671783447, -0.0614200234413147, -0.08126199245452881, -0.12136876583099365, 0.4416211247444153, -0.5996929407119751, -1.6261789798736572, -0.6319971084594727, -0.6154594421386719]"
34,"[1.5659960799344281, -0.4803619457547359, -1.0839423596483155, 0.1675213475082694, 0.9709578066105129, 0.1238356957633096, -0.6905410299778845, -1.3810468241012401, -1.5426304109503217, -0.14750334587360048]","[0.5728656478990121, 0.8722564668815384, -1.145947754823562, -0.40001281504466274, 0.5735033513829847, 0.5927367322663304, -0.36220643366573324, -0.5013023029332221, -0.8427655663325201, -0.6800261813035627]","[0.6615503, 0.8623815, -0.6144658, -0.51535755, 0.40005136, 0.30526406, 0.00952911, -0.22467494, -1.1118405, -1.099024]","(50, 10)","[0.3633253276348114, 0.8088054060935974, -1.1989052295684814, -0.399817556142807, 0.470562607049942, 0.7575585246086121, -0.38354119658470154, -0.49465134739875793, -0.7882266640663147, -0.6329834461212158]"
63,"[1.5183510787843302, 2.3937143568473545, 2.5425282829933686, 0.6313434942478507, 1.2377169419351737, 0.15686896505073666, 0.02589841203218335, -0.08404419849605466, -0.5951041478727183, -0.5938219288017121]","[0.3674664350881277, 1.2091005911550354, 1.3073123433941114, 1.2267656016689017, -0.4572692954768485, 1.1474626468344176, -0.5715000252853468, 0.21877239389736933, -0.16568949982967976, -0.43906850559469146]","[0.27787942, 1.3937377, 1.4088532, 1.0318018, -1.1925308, 0.93195397, -1.7449399, 0.12544572, -0.41278446, -0.48041868]","(50, 10)","[0.5562021732330322, 0.9483561515808105, 1.2223941087722778, 1.0263049602508545, -0.3069789707660675, 1.0190449953079224, -0.03897237777709961, 0.4287221431732178, 0.18457962572574615, -0.5046206712722778]"
53,"[0.8606487645789926, -0.698624895079477, 0.3247693823306157, 0.2561256273314433, -1.4423109666184164, -1.363886937991038, 0.4991661019370947, 1.0112286877495094, 1.585008755485581, 0.21626299717768338]","[0.2650488139841446, 0.6058523686803905, -0.9881464763981362, 0.8361351923372895, -0.2059925374908423, -1.1845666400380905, -0.42464511280275075, 0.7537517913568995, 0.4249861728297775, 1.0528462670767704]","[0.0073816627, 0.71109545, -1.0046489, 0.6172737, 0.2608534, -1.0403978, -0.68068403, 0.98514086, 0.37708867, 1.0116915]","(50, 10)","[0.21720252931118011, 0.6171667575836182, -1.2475916147232056, 0.5144075751304626, -0.04595857858657837, -1.5279604196548462, -0.31715551018714905, 0.465823233127594, 0.5866835713386536, 0.9423097372055054]"
31,"[-0.2961286904765348, -0.6336096511314683, 1.0251329346676603, 0.8600392488685231, -0.11189223653348883, 0.11324071608822323, 0.9080759866243711, 0.41638558378421137, -0.27700348089556404, 1.2447834539866645]","[-0.2675527565632014, 0.14081538535483745, -0.5111042131467308, 1.2299881847894252, 0.029535128252555443, -0.3426611026890122, 0.24639982591373452, 0.6614592379435917, -0.12217859368285405, -0.3091535096138941]","[0.6804109, 1.317652, -0.9259444, 0.5505025, -0.44026998, -0.31566653, 0.6509712, 0.9409401, 0.42251685, 0.21637034]","(50, 10)","[-0.3172176778316498, 0.27210578322410583, -0.42690643668174744, 1.3625562191009521, -0.12659135460853577, -0.13829278945922852, 0.4691633880138397, 0.42456087470054626, 0.0035125911235809326, -0.06521680951118469]"
52,"[0.4185223717210336, -0.7013853601343594, -0.06192313177101827, 0.011469453908906357, -0.4105014783487351, -0.28678503085709656, 1.0889963254811568, 0.9104242384465742, 0.40873433318946123, -2.1422188209835333]","[0.8040690876680198, -0.641444788769282, -0.9512161844884088, 0.07843328481265055, -0.1552237386591016, -0.5268929346923581, -0.2334979932757685, 0.8195753103395942, 0.052985821611658324, -0.25878419145174414]","[0.904211, -0.18227386, -0.8339124, 0.052817285, -0.8144851, -0.5959037, -0.31492865, 0.5942789, 0.08653076, -0.28865927]","(50, 10)","[0.919730544090271, -0.41006410121917725, -0.555765688419342, 0.44103339314460754, -0.03267282247543335, -0.2641349136829376, 0.09447851777076721, 1.081890344619751, 0.18503126502037048, 0.22244998812675476]"
50,"[-1.1074164950471894, -1.667247989755705, 0.19933135239435407, 2.6694384717533595, 0.5175092354803723, -3.05929763846666, -2.1261798332655144, -1.5593888249869532, -0.17739849212898062, -0.0876300162353374]","[-1.294546947347922, -0.23660740117292256, -1.0893862621223604, 1.1065212946828797, 2.135269274893738, -1.0983658675986212, -2.767990953569546, -0.07843375280379772, -0.6458314683957294, 0.5954661034302408]","[-1.9186411, -0.10289987, -0.8397857, 1.3009601, 2.1419773, -0.56325614, -2.0287118, 0.13600618, 0.7293101, 1.1442397]","(50, 10)","[-1.4296473264694214, -0.27436232566833496, -1.068500280380249, 1.5996140241622925, 1.878219723701477, -0.2692447900772095, -3.052460193634033, -0.05086921155452728, -0.7432055473327637, 0.626356840133667]"
59,"[0.49104831094266865, -0.8048544390998214, -0.024775232916586676, 0.6952599203292249, 1.9603310146283763, 1.547732630353295, 0.6385240670328055, 0.6746580949314387, 0.3768624967118318, -1.8612362572169527]","[0.21564556273037777, 0.4825847242848753, -1.0545777689510576, 0.5001076047949539, 0.4999196948776145, 1.3560457713089817, 0.41113479830049615, 0.035423764061565666, 0.5012348020362117, 0.06843656085165595]","[-0.21598816, 0.98981434, -0.71247834, 0.8080786, 1.0827308, 1.6114615, 0.9191061, 0.3373315, 0.27060518, -0.044942856]","(50, 10)","[0.25289303064346313, 0.6519123315811157, -0.8309288620948792, 0.5963761806488037, 0.6487898826599121, 1.4407248497009277, 0.3019283413887024, 0.03141522407531738, 0.5260463953018188, 0.22218143939971924]"
44,"[-0.5056082778797509, -2.0875265911689587, -1.0587424355010804, -0.5779309381379442, -0.9511686886023605, 1.2944907615656183, 0.7781956316766037, -0.40165013354457113, -0.7305511989994586, -1.953595362675893]","[0.9066305752729582, -1.220804902115266, -1.24685542134551, 0.05879457662006826, -0.28627994091444703, -0.5946582445800904, 1.619375445852434, -0.2692493333530508, -0.43113926174704276, -0.3794094163824284]","[1.0643811, -1.0206017, -1.0311846, 0.055574518, 0.28207046, -0.53746235, 1.3215486, -0.45381945, -0.81659865, -0.26894692]","(50, 10)","[1.0604151487350464, -0.9977855086326599, -1.135203242301941, -0.2182828038930893, -0.25368809700012207, -0.6374723315238953, 1.4997377395629883, -0.33052730560302734, -0.08667503297328949, -0.5167552828788757]"
41,"[2.018166804797763, 0.26567622443363115, -0.9204996471380374, -1.0915786321448933, 0.09451775061611134, 0.31135675102023463, 0.4124258015615632, 0.7819182881710262, -0.06601750429049408, -1.0093415460830055]","[1.3271865846138056, 1.263780137117525, -0.7674561645015447, -0.6235334351298745, -0.48828947810733353, 0.5594706410122898, 0.05697221970524784, 0.2554370235623691, 0.4849397830804102, -0.4451383881405852]","[0.8814046, 1.2600586, -0.3229658, -1.5277853, -1.0739982, 0.5620183, 0.23784275, 0.534622, 1.0119394, -1.2788767]","(50, 10)","[0.8510036468505859, 1.4511150121688843, -0.8429739475250244, -0.6817145347595215, -0.6113476753234863, 0.48489460349082947, -0.015557408332824707, 0.3751557171344757, 0.5679346919059753, -0.36570727825164795]"
39,"[-0.12378478423108075, 0.9491369505089282, 0.6007481699702958, -0.820814645641097, -1.45030813379365, -1.3368299005403044, -0.17220820268879794, 0.5880687080090562, -0.20713407563941955, -1.009909872293798]","[-0.8326665834789205, 0.42770203431381704, 0.6580917841987213, 0.03171962886869523, -0.8248017396106548, -0.6957426568620172, -0.48811688754975413, 0.3578405254477042, 0.40278354600850125, -0.4476025218927207]","[-0.21511212, 0.079826504, 0.70926386, -0.05965972, -0.7202558, -0.8159555, -0.38756505, 0.44810593, 0.43285176, 0.17770007]","(50, 10)","[-0.932734489440918, 0.5669521689414978, 0.6432406306266785, -0.015150725841522217, -0.8452624082565308, -0.8631733655929565, -0.5151410102844238, 0.6014631390571594, 0.5736650824546814, -0.5298408269882202]"
47,"[-1.7111665383308072, -1.3271955440327867, -0.8947412509936394, 0.5082325191167953, 1.644393493709316, -0.3910509437959291, -0.09076708797623323, 0.1277131193985414, -0.8578829534384619, 1.2438912514993927]","[-0.7075626129649617, -1.2383178577387128, -0.18791163965311308, -0.36299818443075543, 0.8383072300302331, 0.9557272923376828, -1.1881475828598107, 0.5363787333926099, -0.09622450215700934, -0.7452347904924969]","[0.20722865, -0.91105646, -0.40078157, -0.26788864, 0.7091361, 0.87593824, -1.1743968, 0.8117121, -0.7308147, -0.9894118]","(50, 10)","[-0.6164870262145996, -1.4287928342819214, -0.058362796902656555, -0.39430731534957886, 1.0690312385559082, 1.098434567451477, -0.821318507194519, 0.21345892548561096, 0.09952428936958313, -0.8393232822418213]"
32,"[0.8919009554410655, 0.3430863057232868, -0.8331640162756686, 0.1995299285292902, -0.014756781712837341, -1.0446170315563479, -1.2185155412428688, 0.4021040272206776, 1.4225012729638218, 1.6394346542640252]","[1.0708670033078274, 0.045295010634492594, 0.03639834552131513, -0.8345627503645376, 0.6962977496386662, -0.31022366132304036, -0.7965547439488251, -0.4934608792273786, 0.8607952962943064, 0.8267061307131363]","[0.9361783, 0.18383497, 0.32233796, -0.46071416, 0.7572437, -0.048684698, -0.6497104, -0.15767169, 0.7868213, 0.88662106]","(50, 10)","[1.2650940418243408, 0.15427294373512268, 0.10411003232002258, -0.6033698320388794, 0.8784788846969604, -0.20828339457511902, -0.5132235288619995, -0.2987575829029083, 1.3665544986724854, 0.8715020418167114]"
30,"[3.6797197203677383, 2.6841988295801826, -1.355879757919341, -0.9314851555473704, 1.8615556975115024, 2.590151730329535, 1.4312375358488243, 0.6150920298430339, 0.27271521074882693, -0.30257438887931704]","[2.2680611853164563, 1.595168642486804, 0.7361818186766333, -2.257549510266589, 0.405203918100588, 1.7588772206748517, 1.0941676417778106, 0.10855137902243173, 0.09262857062372803, 0.03019481364220898]","[1.0474145, 0.7040136, 0.7862249, -1.4545246, -0.2825778, 1.2009821, 0.46126556, 0.6670996, 0.7151923, -0.6962383]","(50, 10)","[2.036576509475708, 1.573606252670288, 0.9385096430778503, -1.5683858394622803, 0.22396522760391235, 1.6660370826721191, 1.0846498012542725, 0.4453893303871155, 0.2244729995727539, 0.03488868474960327]"
35,"[-2.223263267222157, -1.989672094441333, -1.4150748145182186, -0.8212655795011936, -2.2398976210908645, -1.2718568869535694, -1.2471422397079532, -1.0991395277809057, 0.5467537183927864, 3.2757550208821042]","[-1.9144632941528266, -0.7639407053194665, -1.2385702298982444, -0.5290778804603011, -0.3257706631586668, -1.878302511343735, -0.00043389802398674515, -0.9843454054857377, -0.47419849038116746, 0.9173528529143877]","[-1.905093, -1.3752558, -1.2897354, -0.7269523, -0.38214895, -1.6590523, -0.27528837, -0.51243, -0.9036975, 0.25747806]","(50, 10)","[-1.770276665687561, -0.7893993854522705, -1.2163856029510498, -0.5658680200576782, -0.4756859242916107, -1.695245385169983, -0.051343053579330444, -1.0037225484848022, -0.49108776450157166, 0.6984279155731201]"
46,"[2.8137127642240065, -0.047749592330057045, -1.0955737735196776, -1.5325422459220963, -1.482447853598284, 1.7497486260458175, 3.2227051311515513, 2.045243991798609, -0.2059593156666384, -0.19616392221062062]","[1.806391032244124, 1.2675300096239235, -0.8734477868169073, -0.5143099794948421, -0.9233883551502011, -0.7295207189449474, 1.97432328483293, 1.674874580221986, 0.6237602432533423, -0.6188095755502503]","[1.0297854, 0.39028156, -0.25319237, -0.70060724, -0.44099948, -0.3624891, 1.1543173, 1.0336533, 0.8141371, 0.10800764]","(50, 10)","[1.920390248298645, 1.2575510740280151, -0.7499125003814697, -0.27025169134140015, -0.8620413541793823, -0.44865667819976807, 1.8849619626998901, 1.904896855354309, 0.4698523283004761, -0.5452303886413574]"
27,"[0.5433834014821325, -0.2813752169572461, -1.6507690638399892, -0.5392228109744919, 0.0358458019989249, -1.3523093968168916, -0.28370180807418044, 0.4866379650562555, -0.9807717619087977, -0.8254637564587508]","[0.5743737551420518, 0.14440912969146297, -0.4286094610866067, -1.33224326962273, 0.4118313956896023, -0.13123660571344994, -1.3135848059827064, 0.6455335423134319, 0.1503724050584376, -1.1587534149996344]","[0.79446113, -1.0198339, -1.0541795, -0.6986596, 0.8018701, 0.08350527, -1.2557598, 0.43772942, -0.18761143, -1.3817453]","(50, 10)","[0.6947827339172363, 0.1884235441684723, -0.4325013756752014, -1.257076621055603, 0.7057454586029053, -0.0032161176204681396, -1.1677453517913818, 0.9424211978912354, 0.19490358233451843, -1.0017246007919312]"
54,"[-1.6548414401155862, -1.0923288020554764, -0.20930414280020937, 0.48050805157153986, 1.5395672153751465, 2.6580351381390885, 1.3425125521817323, 2.114649888439951, 2.759196543252524, 2.1465735566472923]","[-0.37883313991831413, -1.2204703914419042, -0.004599764558070707, 0.0992513297719262, 0.44195079527611236, 1.061092868518668, 1.5172784753711788, -0.16255086979963806, 1.6264513823013556, 1.2127117675116914]","[-0.7123029, -1.159835, -0.67877656, 0.01666176, 0.4826604, 0.94821423, 1.0911475, 0.19102421, 0.73841137, 0.67731553]","(50, 10)","[-0.4300239384174347, -1.1697252988815308, -0.07053855061531067, 0.10569509863853455, 0.46215376257896423, 1.1911695003509521, 1.5079765319824219, -0.30548331141471863, 1.5412343740463257, 1.2233970165252686]"
57,"[0.7691340464710884, 0.340600860179081, 0.8267172167726493, 0.6635427933439457, 0.6719199264570652, 0.6416426284352383, 0.8824718242536251, -0.2160054395044846, -0.8160575970590329, -1.6902358651616616]","[-0.5756662577390124, 1.0554053436725186, -0.32285430640109547, 0.7543110795960487, 0.0614807356347043, 0.3729992154203001, 0.2300017557116876, 0.5088611178550742, -0.6585295026157592, -0.42745986164642813]","[-0.37068844, 1.200787, 0.09978904, 1.007393, 0.4321581, 0.47894374, 0.40938792, 0.6915061, 0.030091833, -0.5535258]","(50, 10)","[-0.40213966369628906, 1.042266845703125, -0.18152397871017456, 0.810168981552124, 0.1010897159576416, 0.4551273584365845, 0.2660130262374878, 0.6379156112670898, -0.6654723286628723, -0.4222260117530823]"
68,"[-2.485083915460492, -2.5769433457135267, -0.5272650754224179, 0.8330953983588225, 0.437108669782632, -0.9249725933620062, -0.34223249638355, 0.46424143462466905, 2.0860737485258207, 2.2017187375229894]","[-0.9208060317839213, -1.5265337012331037, -1.0535306131222595, 0.6441007211337992, 0.6033397305754296, -0.0840056465878671, -0.9254552698897629, 0.3440349146268319, 0.35533028458966126, 1.645682210914122]","[-0.6455514, -1.077629, -0.6151649, 0.80308086, 0.70645076, -0.06603689, -0.6146863, 0.5062366, 0.72029066, 1.3162434]","(50, 10)","[-0.7246732711791992, -1.4798482656478882, -1.163257360458374, 0.546928882598877, 0.6019091606140137, 0.026359081268310547, -0.777289092540741, 0.4314790964126587, 0.3344379663467407, 1.7008073329925537]"
62,"[-0.38103550211399373, 2.3179132758350227, 1.9676456316651094, -0.6949430781875117, -0.015844449814724992, 0.7120288144408287, 1.6757146923382078, 0.37580041088353155, -1.5290659513724867, -2.3072879293107276]","[-1.7446886590749588, 1.2471535245019987, 1.8626008211819503, 0.353764504450078, -1.4693070342860257, 0.65953062458431, 0.45429834587653817, 1.0936652549250812, -0.6062988903655993, -1.3353803577024534]","[-2.261063, 0.9027158, 2.9651875, -0.16901882, -1.4383814, 0.6667248, 1.1435626, 1.3837487, 0.31541795, -0.7266425]","(50, 10)","[-1.9309327602386475, 0.834773600101471, 1.9604027271270752, 0.3899650573730469, -1.3342128992080688, 0.6574053764343262, 0.37863677740097046, 1.0200858116149902, -0.5578310489654541, -1.1465167999267578]"
29,"[-0.3838494298390033, -0.8209339735103687, -0.29288624789992923, -0.0011933479864128516, -0.21558756453364483, -0.17361018908784606, 1.3877131053933396, 2.1533300994088713, 0.6818409273858781, 0.9164525058305746]","[-0.6444171644428858, 0.13447758071923782, -0.780661098213375, 0.28706017567068354, -0.0907570427572727, -0.1596847561649396, -0.04078152977932764, 1.3872118206961348, 1.0713009097000374, -0.3327560713990486]","[-0.0050322562, 0.5821656, -0.5901421, 0.12805496, 0.16543566, 0.13482834, 0.25945422, 1.5749121, 1.5755696, 0.3485998]","(50, 10)","[-0.6678991317749023, 0.12566876411437988, -0.7737760543823242, 0.27910101413726807, -0.10927439481019974, -0.144983172416687, -0.06488300114870071, 1.3598772287368774, 1.205478549003601, -0.3644530773162842]"
40,"[-0.36836396144562705, 0.06519317265661737, 1.635751843033155, 2.449605719636047, 1.5483543694146185, -0.8292807918568593, -0.32969365633440273, 1.8825053392083313, 2.7088104746043307, 1.0906967238931284]","[-0.5812837482297675, 0.226224708679752, 0.0442845071764584, 1.4762977079687007, 1.1850672469092574, 0.28909878946252787, -1.2818477371684764, 0.4883483842176247, 1.5959226716040207, 1.308324075565386]","[-1.3627918, 0.07617593, -0.4959128, 0.25450394, 0.042829406, 0.008141734, -0.7847602, 0.97748727, 1.1027122, 0.6859377]","(50, 10)","[-0.5427870750427246, 0.24572670459747314, 0.013696134090423584, 1.4695299863815308, 1.2121326923370361, 0.48408472537994385, -1.3294390439987183, 0.4839996099472046, 1.5131133794784546, 1.3738930225372314]"
65,"[3.4335508773089245, 3.144454023541827, 0.841010547351804, -1.5892790549141784, -1.825150136671232, -1.909472434156661, -2.6573631781809595, -2.932104031235805, -2.411024914237837, -0.6711922413533821]","[1.515136408143694, 1.8802918530708168, 1.0210281135174508, -0.6121721800885074, -1.453917775986262, -0.5947901336837977, -0.8917008022466039, -1.4290476028421009, -1.2573490423714384, -0.7783930596770302]","[2.876022, 1.7733217, 1.6166989, -0.3170005, -1.9134372, -0.5743977, -0.5267342, -1.1445365, -1.4542443, -0.58643097]","(50, 10)","[1.4908761978149414, 1.5598125457763672, 0.8747001886367798, -0.6614997386932373, -1.7366397380828857, -0.5891999006271362, -0.8476483821868896, -1.3622760772705078, -1.1589936017990112, -0.6454653739929199]"
49,"[2.14139299167754, 0.737526324612608, -2.695596445213911, -2.1341644105411124, 0.6657921220924975, 1.325673640268029, 0.9371901206099983, 1.7274604421408803, 1.7147301263003336, 0.6381771095028151]","[0.8043065297502421, 1.3395788166162892, -0.27351603363580324, -2.487694272643738, -0.16550447105785415, 1.3650768305006822, 0.37386154486518586, 0.18461263562942287, 1.279748431601233, 0.7093535348876685]","[1.2376792, 1.8754603, 0.71791726, -2.5228775, -0.4663227, 1.4090424, 1.373612, 0.9848973, 1.9819666, 1.7386593]","(50, 10)","[0.8372339010238647, 1.495374083518982, -0.3144392967224121, -2.483612298965454, -0.05194082856178284, 1.1127394437789917, 0.8097580671310425, 0.15857219696044922, 1.5297224521636963, 0.7087758779525757]"
60,"[0.9526084233240861, 0.08244639626527595, 0.7032575939323291, 0.9462779478182216, -1.4780112925573055, -0.929984919829518, 0.30529261319500667, 0.7760026384822799, 0.49816301967014687, -0.9583953158693476]","[1.3741617108691773, -0.10197888306584102, -0.18363411824272108, 0.6623081591677501, 0.3771236888739974, -1.7332503232646692, 0.2682474062920792, 0.45503369845356384, 0.42305677290189525, 0.04595024273991749]","[1.0720757, -0.09941129, -0.003055051, 0.050915256, -0.14998926, -1.6115834, -0.25610638, 0.49528158, 0.102692865, -0.9948895]","(50, 10)","[1.3272749185562134, -0.05872161686420441, -0.06352974474430084, 0.4550457000732422, 0.4117925763130188, -1.7328897714614868, 0.24004177749156952, 0.6247038841247559, 0.24975362420082092, 0.056503042578697205]"
87,"[-3.453753699772272, -0.6902689726117852, -1.0857188978948584, -0.3239988130660879, 0.5905938518679926, 2.061073845904555, 0.8168329171895543, 0.22593668313470427, 0.21798706491249104, 1.2783242143974283]","[-1.802210349194059, -1.6097914363076313, 1.0149319978995854, -1.2856660095426324, 0.5795685456162364, 0.3458581854017142, 1.5551414202022835, -0.5044691644228937, 0.22517395298405843, 0.035896662584672265]","[-0.9273944, -1.1252055, 0.80979663, -0.9662285, 0.4037829, 0.60029554, 1.625321, -1.0756284, 0.87002313, 0.6726012]","(50, 10)","[-1.6601768732070923, -1.3711750507354736, 0.8702924251556396, -1.0713751316070557, 0.4351438283920288, 0.5035943984985352, 1.524731993675232, -0.45407363772392273, 0.3318362236022949, 0.0020939409732818604]"
64,"[0.960188229976986, 1.9874423379743371, 1.0987946114776337, 2.0902947357532593, 2.476175664241769, 0.8121078065848485, 0.3355804188099139, 0.0889636597566559, 0.9725893746154093, 1.7738191075207315]","[0.7652422687166154, 0.3161222113425893, 1.6022566710529627, -0.026237707568565305, 1.8247733014583274, 1.158331135151183, -0.14879648987058822, 0.35764641745039655, -0.12216291054414127, 0.9427720596271478]","[0.9066016, 0.23824306, 0.775424, 0.34300917, 0.7425498, 0.7653214, 0.25133893, 0.07084252, -0.13845947, 0.4637493]","(50, 10)","[0.6605114340782166, 0.17523805797100067, 1.35085928440094, -0.10127124190330505, 1.5166726112365723, 0.931537389755249, -0.30057764053344727, 0.18621869385242462, -0.01595573127269745, 0.9808752536773682]"
37,"[-0.7320107824784348, -1.334873221862436, -2.830270727999395, -2.171825700352501, -1.1699072417331753, -0.9083298934746911, -0.6531089742269618, 0.1716358428829503, 1.420182219659508, 1.505674042252934]","[-0.2849852189977527, -0.3586198509100228, -0.8806465713955552, -1.8900262181605831, -0.4361124281334561, -0.27270423012927714, -0.39270457700217143, -0.1858217861455479, 0.4259991456128711, 1.1052115674301346]","[-0.16206217, -0.08969793, -0.5336375, -1.6562463, -1.6144512, -0.15127558, -0.13282362, 0.2380901, 0.80051297, 1.3339487]","(50, 10)","[-0.22864940762519836, -0.27412450313568115, -0.8181449770927429, -1.9126547574996948, -0.5907569527626038, -0.0836619883775711, -0.2901412546634674, -0.07838228344917297, 0.507666289806366, 1.21184504032135]"
69,"[-0.16234568459449816, -0.2936882445415183, -2.30238624114441, -1.693834438789145, 0.2620232653263378, 2.012165567982864, -0.002596373005707031, -0.5044192760117522, 0.890082937014962, 1.8203041144753023]","[0.5385776662267012, -0.46650508160318493, -0.07899953763253081, -1.931383819672047, -0.26434543832379964, 0.8215413297056062, 1.477075973637032, -1.0280614757278665, -0.16448201862144365, 0.9856732512105051]","[1.144037, -0.68648314, 0.19553223, -1.4757473, -0.2531972, 1.0619649, 1.0413935, -0.9889226, 0.0134376725, 1.1418784]","(50, 10)","[0.4355342388153076, -0.7675020694732666, -0.22192640602588654, -2.010024070739746, -0.17998383939266205, 0.614218533039093, 1.4668965339660645, -1.1019457578659058, -0.22192640602588654, 0.9749382138252258]"
92,"[-0.47638607818833084, 0.2896693442622678, 1.2600691101965904, 1.9794712839398585, 2.3972614213846057, 1.74360811031123, 0.615770596118553, -1.260497787937056, 0.28965761125159295, -0.939215085030968]","[-0.38243733672059554, -0.29539852515135123, 0.5032605068681003, 0.9119965083142767, 1.2174331510405616, 1.3358768186032886, 0.5788943549760377, -0.02322213562795372, -1.3140956334420004, 1.1163778102008293]","[-0.56709105, -0.53056276, 0.5302425, 0.8339608, 0.92160285, 1.0679078, 0.24231665, -0.10601485, -1.568676, 0.59393764]","(50, 10)","[-0.5444462299346924, 0.09919694066047668, 0.296667218208313, 1.168251872062683, 1.0888371467590332, 1.1980314254760742, 0.3905234932899475, -7.861852645874023e-05, -1.320803165435791, 0.6169947981834412]"
58,"[-1.1360804360825063, -2.3528033865031404, -1.9444738901971435, -0.3170785714627838, 0.2701104409570658, 0.5509030547183833, -0.37519938614217074, -0.22247583389512038, 0.902296877008832, 1.680020654510379]","[-0.6361283293190341, -0.6256766683026819, -1.7362583247077172, -0.6454829527424687, 0.2508216102327069, 0.10380298281709237, 0.42100224289725163, -0.6234307203926153, 0.1645999395763101, 0.790045941427334]","[-0.24682258, -0.78556585, -1.5366787, -1.4054289, 0.14188997, 0.4030762, 0.500271, -0.7359426, -0.061211836, 0.75476205]","(50, 10)","[-0.5243176221847534, -1.0036989450454712, -1.7739299535751343, -0.6255277395248413, 0.05537748336791992, 0.23943769931793213, 0.3164358139038086, -0.6857887506484985, -0.05338737368583679, 0.7669039964675903]"
36,"[-0.6109003502778931, -1.1962871269208912, -1.9284712114416345, -0.8369365861790452, 0.6752890852409565, 0.3457813541320848, -0.32961489457060145, -1.457281927215059, -2.0157293730145973, 0.548955056985752]","[0.968335967536242, -1.2523806504491404, -0.4622226711318654, -1.1407892849121728, 0.2068437794404978, 0.7695112767270815, -0.1356949080810666, -0.3459442232798006, -1.0383340428682573, -0.9692546161114881]","[1.3200971, -0.5412093, -0.26170814, -0.7715283, -0.12607412, 0.6022445, 0.11870253, 0.18802527, -0.10026865, -0.24848607]","(50, 10)","[1.1107966899871826, -0.8693154454231262, -0.6666712760925293, -1.0378468036651611, 0.32977861166000366, 0.38029778003692627, 0.03768455982208252, -0.6799551844596863, -0.8576034903526306, -1.0042293071746826]"
43,"[0.2356787515456633, -1.4567976706763466, -0.6717081563961931, 0.7491927737602012, 1.8401161990665307, 1.2543654619093307, 0.4236550841755755, -0.2638848934160358, -1.8015295186173412, -1.6143054619232844]","[0.8936651462468591, -0.35428310519226647, -1.279244770599619, 0.2924188010381349, 0.7753355250100179, 1.1856339804439269, 0.16920222514247685, -0.03971924748551117, -0.35275853312716343, -1.454892218359085]","[0.5507425, -0.09098749, -1.140706, -0.048074476, 0.84521383, 1.0203872, 0.2726354, -0.20375727, -0.040052347, -1.3813492]","(50, 10)","[0.951474666595459, -0.3077666461467743, -1.2114074230194092, 0.31025221943855286, 0.8238623142242432, 1.184348225593567, 0.2742201089859009, 0.023472756147384644, -0.3095487058162689, -1.3984941244125366]"
