seed,True,ARMA,Informer,Informer_para,RNN
56,"[1.1277697917032894, -0.6167016375988958, -2.2454707975740966, -1.7216037819454042, -0.2057979258287624, -0.6431066014382045, -0.994871653897775, 0.13107371707070214, 0.08136512881196556, -0.40860584270981265]","[1.4932332608483412, -0.1504634607184563, -0.7908307717772567, -1.5521188279192026, -0.34009359626404556, 0.40560701180921566, -0.6943650736795459, -0.4511481429464359, 0.563564792873223, -0.19104600163434404]","[1.5078717, -0.7437768, -0.25871912, -0.10926398, 0.2386493, 0.072585724, -0.7788169, -0.68613845, 1.0813774, -0.5277146]","(50, 10)","[1.5325909852981567, -0.17257320880889893, -0.9653217792510986, -1.5691465139389038, -0.35212409496307373, 0.1580350399017334, -0.6571108102798462, -0.5448940992355347, 0.5392652750015259, -0.19124555587768555]"
72,"[0.33601750436686517, 0.44696086144959624, 1.5477168592623303, 0.9089844435908385, 0.08969874285455368, 1.1288989688706905, 1.1573235341285844, 0.644995806543942, 0.8025087475155676, 0.618384834647737]","[-0.49659825434637983, 0.7360499890535325, -0.06723705786356618, 1.329858565555967, -0.2534944331774924, -0.0009779421810754696, 0.998846954159118, 0.24665470792049013, 0.17872211707993674, 0.47878352028263726]","[-0.15203632, 0.9666997, 0.56742, 1.6589966, -0.25667423, -0.45149067, 1.4505391, 0.8467551, 0.2817452, 0.33594066]","(50, 10)","[-1.0111148357391357, 0.3190632462501526, -0.17121891677379608, 1.2065470218658447, -0.2958163619041443, 0.14739181101322174, 0.9704569578170776, 0.18535391986370087, 0.15444429218769073, 0.3515627384185791]"
85,"[0.783565604740575, -0.23128560047596272, 1.245591134008775, 0.5255730375733589, 0.13670485802958854, 1.2243003148685252, 0.5537325694994476, 0.5876690299764378, -0.9171186822264674, -0.23122972465852398]","[1.0985822034907746, -0.5842846582186091, -0.45732384995737785, 1.0275570656294004, -0.4184386889606946, 0.038510748547272045, 0.857630731623199, -0.24453221268235925, 0.38278879171452673, -1.2341201752044242]","[1.156303, -0.11936554, -0.98430586, 0.756819, -0.020697903, -0.47215277, 0.8313555, -0.13236281, 0.074782714, -0.41891325]","(50, 10)","[1.1938167810440063, -0.5610582828521729, -0.42686882615089417, 1.1511260271072388, -0.4814396798610687, 0.09047946333885193, 0.851442813873291, -0.3154200613498688, 0.33018794655799866, -1.2386722564697266]"
67,"[-0.10932086797793605, -2.3759584597037526, -0.27903187809677243, 0.9552127848679067, 0.16574953757049932, -0.9983664309168176, -0.9120398214521346, -0.9474899843698715, -1.1983056533258027, -0.31428371150315515]","[1.677251500460844, -1.3381555354713945, -1.6499418965888388, 0.9848224469504184, 0.574648424143449, -0.31396009010545733, -0.8387154765409149, -0.2575028753972636, -0.5336929427077995, -0.650181409163805]","[2.0488544, -1.2747704, -2.0342038, 1.0476418, 0.973097, 0.056422535, -0.6087738, 0.17022061, 0.070266366, -0.8893997]","(50, 10)","[1.7669827938079834, -0.928389847278595, -2.025175094604492, 0.2198326587677002, 0.5333593487739563, -0.07918696105480194, -1.0848358869552612, -0.3472110331058502, -0.653058648109436, -0.7033435702323914]"
86,"[-0.6597796119947241, -1.3459889959585982, -0.7114255402078072, -1.0230528737738915, -1.4463509436814377, 0.37292661399897864, 1.444459644565084, 1.1575064800879824, 0.9256016173664637, -0.39227314322700135]","[1.0035803761355615, -1.4325782775888014, -0.1972508535243884, -0.18690639143952117, -0.7320855078211586, -0.5730856428688758, 0.8436166750556108, 0.6563974101029619, 0.3218549328239536, 0.4478954155965015]","[0.6458322, -1.9309751, -0.27955535, 0.21136405, -0.44563368, -0.6643867, 1.1733809, 1.8585186, 0.9948731, 1.1843928]","(50, 10)","[0.8481361269950867, -0.621883749961853, -0.617674708366394, -0.21724162995815277, -0.4972286820411682, -0.6728835701942444, 0.6064674258232117, 0.8094098567962646, 0.16782750189304352, 0.3376188278198242]"
98,"[0.656405584432002, -1.207656509505517, 0.5993212325163169, 0.583045848020239, -0.9246790935825699, -0.8244523844859435, 0.08045860789221096, 0.5647606216955552, 1.0008906723266189, -0.033911890927044164]","[0.89238032476624, -0.27793087143189765, -1.1163081610048424, 1.157745815952938, -0.004825251160305022, -0.9336506949052469, -0.18801392077725249, 0.3304851928203383, 0.3611302555446967, 0.6063882360290964]","[1.2806897, -0.38623008, -1.977805, 0.94901, 0.18211325, -1.5938103, -0.042690773, 0.6567083, 0.7721513, 0.6605532]","(50, 10)","[0.8261200189590454, -0.20387521386146545, -1.2609403133392334, 0.5698991417884827, 0.20919504761695862, -1.0381629467010498, -0.21816042065620422, -0.016869444400072098, 0.5077813267707825, 0.5812915563583374]"
77,"[1.6381681811464013, 1.5163091051092064, -0.01503119565809874, -0.7291922849134499, -0.6024020784517252, -1.0381969221159666, -0.49444726436241826, -0.26433945326827135, 0.8936261423364658, 1.108942721816281]","[0.6339363739651767, 1.1403998556384682, 0.6058138444675307, -0.46367689644162696, -0.40552387211727314, -0.24900957693041903, -0.7681262590692697, 0.03880090606487829, -0.20233734897699485, 0.9126336494675971]","[0.55691445, 0.7923415, 0.34843692, -1.2395345, -1.0303888, -0.9623959, -1.1327511, 0.12588213, -0.14808404, 0.91568744]","(50, 10)","[0.36185574531555176, 1.1974539756774902, 0.3363015651702881, -0.46122026443481445, -0.6884578466415405, -0.2091088891029358, -0.4739665985107422, -0.05861556529998779, 0.005085349082946777, 0.8754575848579407]"
84,"[1.7657596647186145, 0.80593265424549, -0.49099348239789453, -0.6131802149332892, -0.8930455165630119, 0.3785499607319385, -0.9713944955957852, -1.5850208204140368, -1.3141875053091447, 0.4742749949797309]","[1.1868901270762575, 0.7626990371639784, 0.16356557756345913, -0.5892751786800983, -0.16233802217228793, -0.6732721299686545, 0.8039957134532832, -1.3924917347862193, -0.5540909496024881, -0.7321475274869262]","[0.70349336, 0.415899, -0.12350741, -0.9961249, -0.48854464, -0.9487382, 0.34942046, -1.4452484, -0.6450396, -0.43231392]","(50, 10)","[1.1229196786880493, 0.6863595247268677, 0.14587464928627014, -0.6540381908416748, -0.1355157196521759, -0.6192784309387207, 0.7726709842681885, -1.2724274396896362, -0.5796185731887817, -0.5816956758499146]"
75,"[0.7570397944851985, 0.3264153638780595, -0.45909094353956986, -0.5826039118794046, 1.1674121532790114, 0.08484646261257223, -1.0267676834885384, -1.9540044488697927, -1.235315180233392, -0.3720651649076729]","[1.1959159400210846, -0.02210388447918682, 0.1327669909985469, -0.5799964234671682, -0.16760820475268198, 1.3346763740020975, -0.8367006151026113, -0.6018447874755832, -1.316612431872195, -0.06963603597228973]","[1.3974665, 0.39799854, 0.33424222, -0.965027, -0.49311402, 1.6316389, -0.44706827, -0.44541296, -1.0488018, -0.4614394]","(50, 10)","[1.2040927410125732, 0.23540076613426208, 0.12551936507225037, -0.7052600383758545, -0.2581940293312073, 1.4758751392364502, -0.7162545919418335, -0.8498607873916626, -1.1491609811782837, -0.09930622577667236]"
81,"[-0.5811029134529359, 0.4310004762787655, 0.6375594550160434, -0.18088458138817717, 0.11779146978495952, 1.0227561550962823, 0.8887016571627435, 0.16692453209748487, 1.3827431017558145, 2.904046528960264]","[0.34705022487489934, -0.6592954249658236, 0.7647819225303542, 0.13046455534006848, -0.3059316163431158, 0.30868707299182974, 0.7327524622640604, 0.29925864246952394, -0.08338426004351966, 1.2809102722522356]","[-0.6261256, -0.6917288, 1.0885406, -0.29235658, -1.4703113, 0.023070395, 0.5210404, 0.03514011, -0.4406511, 1.0602236]","(50, 10)","[0.25406938791275024, -0.7410495281219482, 0.9285423755645752, 0.10315641760826111, -0.24048791825771332, 0.30809175968170166, 0.7887681126594543, 0.3023405075073242, -0.08718092739582062, 1.2991477251052856]"
93,"[0.20159081728108763, -0.832456530206572, -2.34844928464669, -2.406744084546449, -0.626592421845463, -0.004427805454655487, -0.28116451627828387, -0.6482656161166611, -1.5171044233122044, -3.143487794109255]","[0.595424953252961, -0.21354165075029516, -0.6627042494130758, -1.6853620546989365, -1.1050245879281169, 0.2366410515033153, -0.08846207416375293, -0.23876621576282497, -0.4213096374250091, -1.099191184232291]","[0.4865967, -0.37585106, -0.5428575, -1.4141618, -0.73992145, 0.9962513, 0.045412477, -0.17840011, 0.010434143, -0.57468617]","(50, 10)","[0.3495168387889862, -0.37623724341392517, -0.7436009645462036, -1.916296124458313, -0.948311448097229, 0.6299296617507935, -0.006556600332260132, -0.27155831456184387, -0.43499788641929626, -1.176293969154358]"
70,"[1.1041198434913908, 2.498722261475809, 0.7070132528875621, -0.37924950941900215, 1.2425046147542027, 2.703513984021721, 1.785425395293896, -0.8307463292078725, -0.7578664514622202, 0.023382765994171464]","[0.8786424197861102, 0.33478203392715566, 1.8273816201602098, -0.6856174928875278, -0.16250260818279144, 1.4244340097738206, 1.3099280987326258, 0.44909152869463953, -1.2184724638836528, 0.15454459949567922]","[0.6622998, 0.29394034, 0.9160768, -0.15792301, -1.1367992, 0.7856003, 1.0607834, 0.3865713, -1.5737629, -0.67041695]","(50, 10)","[0.7651560306549072, 0.2989753484725952, 1.9032633304595947, -0.7944172620773315, -0.16293033957481384, 1.4521759748458862, 1.547481894493103, 0.1242172122001648, -1.2165136337280273, 0.0031838268041610718]"
61,"[-3.057948799466865, -3.963349443448349, -2.2110460710511606, -1.0383298758388935, 0.3293943821787133, -1.067748810281296, -2.149024809062282, -2.0398062169834312, -0.14888278236076757, -0.21845981564460837]","[-0.8349129540036259, -2.401717789180623, -1.766064530845529, -0.5122459526614727, -0.44357341720360827, 0.6633123152393554, -1.43046689539637, -1.05911080225231, -0.9059390981130855, 0.5836529066401555]","[-1.2892873, -2.4621367, -2.1676726, -1.1714878, 0.08062003, 0.02536888, -2.459613, -0.74228483, 0.04016938, 0.8859994]","(50, 10)","[-0.558871328830719, -2.664382219314575, -1.406453013420105, -0.8608188629150391, 0.10971710085868835, 0.8097898960113525, -1.4465278387069702, -1.0871459245681763, -1.1996861696243286, 0.8466157913208008]"
78,"[-1.786411214463587, -1.8354435815308485, -1.2823137440676615, -0.3262719890789862, -0.9540302994008945, 0.005323301806313019, 1.7321971066872592, 1.8547066062348914, 0.4942234998395071, -1.5670137052905864]","[-0.674789029189929, -1.1568657175248143, -0.9246396675123958, -0.5123314281704237, 0.0765796076367032, -0.9040122022991512, 0.5647762120183046, 1.3221754808728161, 0.804453646652284, -0.14498520812009277]","[-0.11038801, -0.34838295, -0.2622091, -0.16324727, -0.021272855, -0.7124537, 0.8424454, 1.7205888, 0.7620411, -0.52782744]","(50, 10)","[-0.6633656024932861, -1.3103902339935303, -1.14445161819458, -0.6206082105636597, 0.09363947808742523, -1.0002275705337524, 0.41963422298431396, 1.2872439622879028, 0.8449169397354126, -0.15030986070632935]"
66,"[-0.8265169580268706, -1.396541205475884, -0.9167166386413339, -1.5898361819775375, -1.0119721880242576, 0.02266458331775667, -1.046561352298553, -1.9815628641834506, -0.8337163979212412, 0.7585149439450467]","[0.057208584614709956, -0.8765536993483297, -0.7143457384110743, -0.19403583117458034, -1.1529109777513697, -0.05343773901871579, 0.29910821987339936, -1.0943175271912702, -1.1086830003595143, 0.19069423532696345]","[0.6664591, -1.0310202, -0.717643, -0.066246815, -0.83346546, -0.11204564, 0.9390608, -0.97442734, -1.3207737, 0.1168275]","(50, 10)","[0.13316772878170013, -1.032806634902954, -0.49829426407814026, -0.10206648707389832, -1.0469014644622803, 0.10391548275947571, 0.21845689415931702, -1.0703240633010864, -1.0589778423309326, 0.2599576413631439]"
90,"[1.7130880261288133, 1.5009803564878188, 2.081887324413866, -0.419534550644592, -0.9755141657726423, 1.0185698970243244, 1.645341301515098, 1.0585931284142258, 0.9759343192926778, 0.08256095322825291]","[0.5280869158686654, 1.1532392351085459, 0.5605761649182324, 1.4208439452299326, -1.2969912013243725, -0.11195524360867126, 1.0628744722624293, 0.7542254860459678, 0.3934725587302377, 0.5804240976887466]","[0.78324604, 0.9990287, 0.5074088, 0.9059327, -0.771617, -0.2065435, 1.0046163, 0.7806839, 0.077059805, 0.21518074]","(50, 10)","[0.5256021022796631, 1.597091555595398, 0.4107549786567688, 1.6969584226608276, -1.3603049516677856, 0.004519939422607422, 1.1100658178329468, 1.1686484813690186, 0.2377600073814392, 0.9277790784835815]"
73,"[-2.5376221671283297, -1.2580984383368738, -0.3346163985270597, 0.49886123812781336, 2.9658841044232194, 2.5419784354427586, 1.748233198849274, 0.6511930271995904, 0.4982793667647232, 1.3323473686472305]","[-1.534932330352177, -1.436521489891586, -0.14916478818273254, -0.12136248648755517, 0.5371586091124227, 2.5374839110742378, 0.782471509972768, 0.9299344799266405, 0.041638868527818784, 0.3493396369380069]","[-1.2283506, -1.1337943, 0.512665, 0.59389126, 0.9867001, 1.8778825, 0.24028464, 0.4038867, 0.1919627, 0.6767829]","(50, 10)","[-1.4092851877212524, -1.3005852699279785, 0.0019421279430389404, -0.24903112649917603, 0.7410427331924438, 2.369171142578125, 0.5839720964431763, 0.9529014825820923, -0.0556616485118866, 0.4213952422142029]"
96,"[-1.2741581362232641, -0.735933208541081, 0.27360876414691276, 0.4293168106664177, 1.612928681231648, 2.462793050964408, 1.3723185701398026, 2.5126341570302753, 3.22601166774103, 1.4886932623391762]","[0.11799775593264265, -1.2075134731034063, 0.21385354676782886, 0.3417462030610175, 0.17023055749834345, 1.3331804668721332, 1.2734274262552403, 0.05595109619423633, 2.009168061722254, 1.4511184805595319]","[0.31208676, -1.0140526, 0.83706784, 1.3023181, -0.4728532, 0.714703, 0.3768612, -0.760302, 1.803817, 0.97752887]","(50, 10)","[0.1917484998703003, -1.1020703315734863, 0.05557193234562874, 0.41993197798728943, 0.1948874145746231, 1.2957096099853516, 1.3185771703720093, -0.06869073212146759, 1.9068964719772339, 1.5799994468688965]"
76,"[0.6284462840705773, 2.832357135252855, 0.7838583994273636, -2.4008159710761228, -1.276424057037398, 0.9441756474293519, 0.29418363882198173, 1.4631129432888905, -0.06437190747572186, -3.4901185360827855]","[-0.43410549494865536, 1.0343134684345907, 1.8900248873363792, -0.7766820192063408, -1.942701428483001, 0.2798901000575116, 0.9958580867254501, -0.39571301078534116, 1.3888995388129208, -0.9937534763617181]","[-0.025056086, 1.0650764, 1.5667453, 0.080614485, -1.0032829, 0.28826764, 1.2663298, -0.4195439, 1.2157531, -1.1199604]","(50, 10)","[-0.7680703997612, 1.0899863243103027, 2.089524745941162, -0.8454955220222473, -1.6183500289916992, 0.011894524097442627, 1.3239800930023193, -0.39636194705963135, 1.130190134048462, -0.6233252286911011]"
83,"[-0.6545817741299405, 1.434024738276674, 0.34749362506855164, 0.5199948567396283, 0.721188136451574, 0.43640808211075144, 1.45987711423287, 1.1287010228834997, 1.2488000179907937, 2.319392260813648]","[-0.522174457218974, 0.27622257475845047, 1.342776828463979, -0.6297091169640003, 0.5615262322906871, 0.25777126146290946, 0.05826696061532441, 1.0999153474479924, 0.12378776999016444, 0.6801486780069295]","[-0.624317, 0.65812546, 1.4227248, -0.7216295, 0.87429965, 0.40854952, 0.030657902, 1.1961635, -0.09804214, -0.10050492]","(50, 10)","[-0.4471094608306885, 0.26522600650787354, 1.5195250511169434, -0.7302926778793335, 0.9473670721054077, 0.264592707157135, 0.13927674293518066, 1.2401684522628784, 0.08213949203491211, 0.872768759727478]"
97,"[-1.5808474741224197, -1.2290528862580499, 1.346181297541957, 1.1976573512813244, 0.3366372538547029, -0.6307799657498392, 0.1618084638687156, 0.2954837610351196, -0.2282927930042342, -0.06259748933095696]","[-1.3072190918419822, -0.6144420137771317, -0.6147636498973463, 1.604485878754506, 0.11279911560358014, 0.10107224788031996, -0.5985218386087331, 0.5006276465609918, 0.002299345065271241, -0.2558098988499508]","[-1.4155166, -0.7892487, -0.24919258, 1.2166815, -0.48335928, -0.016386094, -0.39629805, 0.59806377, -0.5605371, -0.5118694]","(50, 10)","[-1.1116594076156616, -0.5986392498016357, -0.5623071193695068, 1.740559458732605, 0.013552024960517883, 0.22453062236309052, -0.4805699586868286, 0.4662579894065857, 0.04936206340789795, -0.4765162467956543]"
94,"[-0.3082293840259648, -0.2968024086668181, 1.6957894015159427, 1.9099167868751448, 0.6237615270226489, 0.2904857733246174, 0.9414048756159239, 0.8087004644333763, -0.9667144195959287, -2.3180183124851075]","[-1.1856597651624392, 0.443109902812491, -0.4442051164897517, 1.7620976785048408, 0.710605119389977, -0.03993464772054828, 0.279485543295708, 0.6966531719473236, 0.2813386942711495, -1.1166451915279327]","[-0.904981, 0.638182, -0.6686605, 1.3955665, -0.16325545, -0.89564914, -0.34818327, -0.0024414426, -0.42265606, -1.8242046]","(50, 10)","[-1.450492024421692, 0.760767936706543, -0.5469578504562378, 1.664347529411316, 0.5079531669616699, -0.19933170080184937, 0.4348558187484741, 0.6093543171882629, -0.030532002449035645, -1.3416463136672974]"
80,"[-0.5613858153862623, -0.790461367838833, -1.0409663342353854, -0.5568659070484537, -0.5045889880848211, -2.70230625342549, -1.7096012135254275, 0.5860291433465896, 0.6817901070537535, 0.15430797407978392]","[0.6363220475105552, -0.8645520132644269, -0.30950265344731037, -0.6585186266447235, -0.13649868971573442, -0.3112248078802307, -2.3493995155345595, -0.1597158148071387, 0.894719307759013, 0.03574995230204431]","[0.5235702, -0.4973954, -0.2727104, -0.161215, 0.32766077, 0.12480414, -1.0993093, -0.9120223, 1.4483098, 0.32425308]","(50, 10)","[0.7342550754547119, -0.894368052482605, -0.13307924568653107, -0.6518245935440063, 0.1268719583749771, -0.2964845895767212, -2.3289191722869873, -0.046806320548057556, 0.8791744709014893, 0.10734759271144867]"
91,"[-1.1289669884288405, -0.3500837920234936, 0.3588623852690576, 0.6709128788251884, -0.7690741376259973, -0.999432036295885, -1.3230171276914775, 1.9302983069410935, 2.4770209522318285, -1.8142838600653524]","[-0.7757707519459813, -0.6065385173319822, 0.13701538160932414, 0.2903648387283267, 0.4316250299227421, -1.0308934604405149, -0.33671038309439766, -0.9317240756429412, 2.423428609526753, 0.9256807681473089]","[-0.4013688, -0.32395673, 0.46520114, 0.56089705, 0.5055422, -0.521464, -0.19237559, -0.44033417, 1.412517, 1.0755975]","(50, 10)","[-0.8503711223602295, -0.6303979158401489, 0.0564899742603302, 0.3487536609172821, 0.35451099276542664, -0.9884700775146484, -0.45180830359458923, -0.8837679624557495, 2.3919355869293213, 0.8534928560256958]"
89,"[1.1097467982772344, 2.7494568229333805, 2.793437258117477, 1.2762010586136605, 0.3916148593513883, 0.9368139977123908, 1.0682075952905798, -0.2573166031314196, -0.2766141739103809, 1.5269399600003974]","[-0.10581003778192176, 1.0505671575204159, 1.8567140720388202, 1.2980353476319935, 0.22899475383163923, 0.14169663145101313, 0.7648113663448406, 0.4876967613325143, -0.5949187764911069, 0.08985147300959387]","[0.41446653, 0.50898343, 1.2541739, 0.6009861, 0.022364795, -1.0909466, 0.7509747, -0.09981395, -1.6887983, -0.7394203]","(50, 10)","[-0.197945237159729, 0.9568084478378296, 1.6222559213638306, 1.2953178882598877, 0.3899642825126648, 0.20106875896453857, 0.6982210874557495, 0.6394907236099243, -0.9246657490730286, 0.04874914884567261]"
71,"[0.9522399840519237, -1.169532400658353, -1.4476195133811665, -0.0609618985288381, 0.739031087695927, 0.5808766494264185, -1.7593410788728847, -2.721187982436676, -1.6816344238498644, 0.05833687127702186]","[0.3916491396695264, 0.6767825236101027, -1.9016089294579848, -1.0084941712695954, 0.16790582485393865, 0.37983954657017627, 0.2546485506876595, -2.182880776653604, -1.93152486974583, -0.7169187551720638]","[0.6817689, 0.769392, -1.4679748, -0.8165409, 0.50363207, 0.51413876, -0.7133803, -1.2015665, -1.0978056, -0.35344186]","(50, 10)","[0.5945343375205994, 1.0948362350463867, -1.668593406677246, -0.5698023438453674, 0.47244760394096375, 0.9633864760398865, 0.1656208336353302, -1.8706272840499878, -1.3883295059204102, -0.15032103657722473]"
79,"[0.3212783034069509, 0.925336215464605, 1.413339881835395, 0.8285967290848415, -0.5435592959054865, -0.056201819171468714, 1.8646355226437261, 1.9385548012576812, 0.9224280275059789, -0.15752934733504564]","[-0.020878058660068977, 0.1995012737120827, 0.6804373652498913, 0.8080295946710735, 0.09369686379923348, -0.7785961949221885, 0.3154936541067953, 1.618595078210279, 0.7463944748024586, 0.024758454252039375]","[-0.07468592, 0.07787448, 1.0703882, 0.36469045, 0.08841069, -0.53625554, 0.6503639, 1.5050604, 1.2756128, 0.23832624]","(50, 10)","[0.21249428391456604, 0.1564035713672638, 0.8888901472091675, 0.964810848236084, 0.16276422142982483, -0.9808932542800903, 0.30816295742988586, 1.8835060596466064, 0.8328734636306763, -0.09872063994407654]"
100,"[2.1864307920249866, 2.0639327647448313, 0.10103989620108295, -0.32115888400398673, 0.6268021476008949, -0.07151195867502458, 0.8386928412588855, 1.8947658704269013, 1.32160338274791, 1.6006802152055026]","[0.40413855311960933, 1.9534454876409275, 0.7179691398652029, -0.6667820171072979, -0.1333805752632981, 0.6821206985057431, -0.41946660150930654, 0.8798187854001369, 1.221053604743374, 0.3325845397625711]","[0.5351775, 1.5766274, 1.1252648, -0.3328982, -0.4017805, 0.51220316, -0.7262333, 0.52972925, 0.8209452, 0.38203412]","(50, 10)","[0.30517277121543884, 2.160534620285034, 0.5491362810134888, -0.512826681137085, 0.030279062688350677, 0.760258674621582, -0.3972054123878479, 0.8183799386024475, 1.145546793937683, 0.23357048630714417]"
99,"[0.8573606561197087, 2.6652747225376228, 2.553801771180517, 0.32072359499827585, -0.3090027839208697, -0.5610798974268356, -1.999372983436337, -0.9593340330067425, -1.5437940233328593, -1.4610008393222689]","[-0.5237227771612865, 1.2423107810850893, 1.6509003690628252, 1.1761509544410473, -0.5929358291054603, 0.06798005798962059, -0.5236989517524206, -1.5293754614183677, 0.1929094815182859, -1.4944723451869706]","[-0.6061447, 0.6290896, 1.080922, 1.0156028, -1.3325704, -0.67683196, -0.6114375, -1.528146, -0.2755492, -0.96379083]","(50, 10)","[-0.49163150787353516, 1.1656317710876465, 1.7098987102508545, 1.038631558418274, -0.8424800634384155, 0.25806719064712524, -0.9539492130279541, -1.0803422927856445, 0.14410743117332458, -1.2417083978652954]"
82,"[1.1636955896271974, 0.551543475212207, -1.597994601477104, -1.644474056900559, -0.35267418935987405, 1.2896146463399254, 0.921871432679185, 1.7473868639972983, 1.0418311651243877, 1.0962248815547175]","[0.12830905270612536, 0.8050191121429633, -0.06662866342206791, -1.5761020232464564, -0.5675162319840195, 0.3132955230805002, 1.1706706789352408, 0.1217490423724133, 1.2774046365626845, 0.07149047596407254]","[0.39865232, 1.2723175, 0.4081983, -1.5604682, -1.2368126, 1.0079501, 1.3954751, 0.5537695, 1.1279013, 0.49045587]","(50, 10)","[0.2125464826822281, 0.8203306198120117, -0.07675288617610931, -1.5919227600097656, -0.8526401519775391, 0.3939318060874939, 1.1962437629699707, 0.11734487116336823, 1.3374733924865723, -0.029891833662986755]"
74,"[-0.5623526981463747, 0.37797869313613547, 0.4125857230772335, -0.8539702986625579, 0.6425177323652328, 1.4567042111346191, 1.2699117989303987, -0.32059603873438003, -0.461653773125066, -0.21328967629013376]","[-1.2582413580074092, 0.12240112919997226, 0.41680326545425717, 0.11208656180232766, -0.8937070487489676, 1.1141285327451378, 0.6956856715903534, 0.5043533329580804, -0.77776461699481, -0.029698015836541164]","[-0.7661426, -0.39758077, 0.92838967, -0.885916, -0.66580015, 1.228508, 0.2631433, -0.061547104, -0.883254, 0.0480143]","(50, 10)","[-1.0462546348571777, -0.1191578209400177, 0.39162343740463257, 0.2377665787935257, -0.816879391670227, 1.3505020141601562, 0.6560001373291016, 0.6915686130523682, -0.6683387756347656, -0.1782718300819397]"
88,"[0.22461653339957438, 1.318030320057857, -0.08611223501594023, -0.8058442094657586, -0.7336720484304529, 0.6393652633056603, 0.027561054269627294, -0.4087066917385706, 0.8341597633245745, -0.9843083475757248]","[0.059506809684996, 0.44607951482876007, 0.9203924212508791, -0.7494370878914212, -0.6735775557722617, -0.2773106470746516, 0.8170161488056079, -0.3374838338386464, -0.40449768283642307, 0.8262540939012464]","[0.19983456, 0.2258161, 0.63548416, -0.9331082, -0.0023957435, 0.019592647, 0.46495074, -0.37848827, 0.2217389, 0.6324966]","(50, 10)","[-0.055925436317920685, 0.4496340751647949, 0.9796925783157349, -0.8631113767623901, -0.38804110884666443, -0.1415858119726181, 0.9126197099685669, -0.26596513390541077, -0.11717984080314636, 0.9276171922683716]"
95,"[-1.8408205377327054, -0.03628414253457146, 0.47017977591069965, -2.5357434101446676, -2.625633797650085, -2.178204033737437, -0.8323780526776967, 1.887831065411457, 0.7018165890233634, -1.0450361336430805]","[-0.4618821122228167, -1.0395328575333243, 0.8195158568388687, 0.10628075812606153, -2.414362866492451, -0.7737494317514252, -1.0161757398574354, 0.17485658361555428, 1.814781226655481, -0.5450072462707811]","[-0.37254032, -0.8286515, 0.40911677, 0.37822625, -1.3443133, -0.91439044, -0.6369879, 0.21923627, 1.8625036, -0.255931]","(50, 10)","[-0.37400656938552856, -1.0360288619995117, 0.8415296077728271, -0.20577847957611084, -2.536722421646118, -0.7584097981452942, -0.8009255528450012, 0.15600240230560303, 1.861860990524292, -0.515453040599823]"
