seed,Test,True,ARMA,Informer,Informer_para,Informer_lr
35,"[0.8718212183723597, 0.23996180134999567, 0.5027677335543254, 0.256883532130359, 0.4565036352177868, 0.931794886936089, 1.1337187066863104, 1.2265590848314618, 0.9301097178148303, 1.398123321187097]","[0.6515019435710301, 0.5460702465868447, -0.03307332194342666, 0.5193043945260387, -0.002768665132660303, 0.45788796778411694, 0.7028509030440305, 0.782293255164295, 0.8354124572493142, 0.5124034891901732]","[0.6214405539085733, 0.5388342649455075, -0.031778660311524765, 0.5021402090626904, 0.0021584083145462646, 0.44016488622517325, 0.6856143237324765, 0.7615160653627133, 0.8153199511879612, 0.5021079006346396]","[-0.75239843, -0.52237517, 0.13877705, -0.08882867, -0.5587638, 0.07620944, -0.19690372, -0.030150741, 0.30673802, 0.69966096]","(20, 4)",1e-08
60,"[0.1439260942628195, -0.5516878304774138, -1.253597244706976, -0.6692049931331621, 0.09871728711618077, 0.7569978747274981, -0.1512836748371179, -0.2700760217890171, -0.642043653227157, -1.5500347664759542]","[-0.4775463092182544, 0.38269924887194673, -0.7430374549133871, -0.8820785172502825, -0.2281657345080208, 0.21280015437019117, 0.6505977975424025, -0.4765825736083192, -0.03178473498485748, -0.6261512857347282]","[-0.46870898142774825, 0.3883565710447384, -0.7448071872148279, -0.8391342398185949, -0.21579846409896447, 0.21079028575861022, 0.6330123884116368, -0.48222990100886826, -0.010990633363224839, -0.6234552261114292]","[-0.3351611, -0.6099364, -0.9124128, -0.8562512, -0.80290294, -0.7626597, -0.35187835, -0.21906534, 0.17937826, 0.05749157]","(20, 4)",1e-08
41,"[-1.4375676212985418, -2.0217203782526525, -1.9535855577314707, -2.166978050543202, -1.189794536956566, -1.3323027622775923, -1.0140894979802253, -0.2643535583450203, -0.7854779820234, -1.3409865220708328]","[-0.5559291296022015, -1.159603056497441, -1.441918850003932, -1.2326261327295045, -1.5506649841784497, -0.41446204486734106, -1.1250717398439218, -0.4515536280582644, -0.03857674431588809, -0.7661896098654559]","[-0.557218498749906, -1.160002208177576, -1.4426234727550746, -1.2326503092653884, -1.5610113121717546, -0.40729679702116095, -1.13678845620209, -0.44837780700443647, -0.04001766488173615, -0.7724826920978118]","[0.14598197, -0.5834931, -1.0736539, -0.54574513, 0.72470963, -0.3715778, -0.5282507, 0.93154395, 0.7033924, -0.53033566]","(10, 2)",1e-07
63,"[1.050059351997494, 1.1375970531793824, 0.9018157948913458, -0.34597085854476634, 0.17781742522708355, 0.9972768497318145, 0.7951631711450577, -0.4408745917527447, -0.4381256548375619, -0.12837392231248315]","[0.7913603395091786, 0.6543791822429046, 0.8104074620579301, 0.4966120638623807, -0.5942768904759567, 0.4749558704650619, 0.7597989144992836, 0.41526371389541594, -0.6485064487004526, -0.11387243048733556]","[0.7869889109168062, 0.6452059659943314, 0.8070376790866995, 0.48755976687953595, -0.5985047704230421, 0.4865364974849516, 0.7466064043589378, 0.4101849183388323, -0.6537477750776555, -0.10012735091962982]","[-1.120198, -0.89920145, 0.4634836, 0.56537366, 0.40087658, 0.17093106, -0.3511158, -0.19959332, 0.5592855, 0.9710929]","(20, 4)",1e-07
53,"[1.0042581321986983, 1.786586900069016, 0.5037616150013121, -0.8280515123641135, 0.007359997236528915, -0.34453630765982646, 0.046965674911952915, 0.3372333050774645, -0.1431627080297465, -0.8911516232459916]","[0.42355291967175035, 0.7924816723628231, 1.3903460638876046, -0.19141141694249014, -0.7323458038928684, 0.3735328991829631, -0.531302757251308, 0.31261705353760694, 0.18092477830866105, -0.23362509718407704]","[0.42232489536720097, 0.811167827767102, 1.4147281666956157, -0.21644669405843453, -0.7357896776377718, 0.3920899148312763, -0.5578305914467117, 0.3377759166990754, 0.16931206227925064, -0.2346999277222973]","[-0.38530332, -0.057638396, 0.36866376, 0.85158944, -0.28841144, 0.3603557, 0.52775514, 0.4450218, -0.53287506, -0.5844955]","(20, 4)",1e-08
71,"[-0.3554152505113094, -0.02975410376236226, -0.25959945907995363, -0.9358414537869765, -0.12890522663637843, -0.5793798935908536, -0.41284641392986976, -0.17134171205282966, 0.7643885659247678, 1.6737191415560615]","[-0.043121824067123976, -0.3338543384777474, 0.13717306547651145, -0.32818599181820934, -0.7717484578778717, 0.2569690023025575, -0.7078643947421324, -0.05891421655880358, -0.14188460377342788, 0.8353308678114817]","[-0.020695608872834406, -0.35352404671835536, 0.1338090274697506, -0.327367011249206, -0.8043941855608303, 0.2421988488141096, -0.7027652431178472, -0.09612686212844126, -0.1301836510595548, 0.8385152946069429]","[-0.27378693, -0.029413775, 0.6012614, 0.9972779, 0.5935634, 0.6734538, 1.0073938, 1.3194522, 1.2771761, 0.9309409]","(20, 4)",1e-08
62,"[0.5807857887775404, 1.309510170126392, 0.9957710142775008, 1.4423135326117467, 1.5073385732072293, 1.860124071525592, 0.6912137815587395, 0.7148231064998893, -0.005251213892576323, -0.10066984423083652]","[-0.00012903537550514044, 0.580850306465293, 1.0190850168937455, 0.486228505830628, 1.1991992796964326, 0.907738933359013, 1.4062546048460853, -0.01191352086430325, 0.720779866932041, -0.3656411473585968]","[-0.0050292125232058865, 0.5460768104122382, 1.0068606390887958, 0.526228566846015, 1.1404986003041082, 0.9554517072506253, 1.3647608733308987, 0.10301474436317182, 0.6277478228083299, -0.2530063901908243]","[-0.9082466, -0.985068, -0.8036062, -0.68661785, -0.6989093, -0.89689577, -0.556207, -0.04518813, -0.75566137, -0.017106617]","(10, 2)",1e-07
92,"[0.8596404822819658, 0.4374904133750261, 0.7191868944438928, 0.3651578480343064, 0.08424335058355342, 0.9652470838024234, -0.03361744545792311, -0.7012014607522381, 0.3366434321231948, 0.7734045106531834]","[-0.124765866916691, 0.9220234157403113, -0.023521294495129547, 0.7309475416914576, -0.00031592281142239775, 0.08440131198926462, 0.9230464278077911, -0.49514065936181867, -0.4536311310713288, 0.5634589976588592]","[-0.12610733443538885, 0.9201480725039197, -0.019637014300541822, 0.7243986108037027, 0.007279695905243189, 0.08004192507020183, 0.9205511744032829, -0.48649249196724187, -0.45599353057786735, 0.5597041931592497]","[-0.21972497, -0.28396708, 0.28048626, 0.63378704, 0.9783911, 1.0492874, 0.9023102, -0.24132343, -0.4786254, -0.5989061]","(20, 4)",1e-07
55,"[0.0597406406247821, -0.1678599922012634, -0.9621383958223706, -0.7242586151080308, -0.17647016738731758, -1.0147712914908675, -1.2606932635760457, -0.9813658235672976, 0.39282085477752915, -0.09476282728208718]","[-0.039946685167910584, 0.07971398320873739, -0.2077169838056321, -0.8582799039195546, -0.2951186631482535, -0.028910835813190816, -1.000315873584272, -0.7605353267839096, -0.6010981601753429, 0.6933699348652006]","[-0.06907712277938131, 0.09674027881931285, -0.22073881754406577, -0.8567964269955028, -0.27939672126744775, -0.030647027785685114, -1.0109987781585195, -0.7406190919633239, -0.6016329652706294, 0.7156798346675167]","[-0.9764953, -0.19072631, -0.44031054, -0.8987195, -0.37983096, -0.5009952, -1.031737, -0.27232385, 0.27643174, -0.032657057]","(10, 2)",1e-07
66,"[-0.6572802407303726, 0.33901436137985463, 0.7605520246291917, 1.1789933961523502, 1.5431756664136453, 1.6087590203804698, 0.7841834180057043, -0.2558724857185287, -0.9590685788386175, -0.24734287231134922]","[-0.7877360010386747, -0.26341224021103526, 0.47072048148537227, 0.5251917838865056, 0.9163975042090974, 1.0849769143090966, 1.0662705632259215, 0.2510481363927436, -0.3813965539149005, -0.7683703018811673]","[-0.8103061585109972, -0.2824199712124582, 0.47047184409334764, 0.5430045309919185, 0.9292160436970316, 1.1163093536414044, 1.0972273199992693, 0.2782651742360005, -0.38602027616986073, -0.7836298060943974]","[-0.6947288, -0.9396425, -0.43440232, 0.65438575, 0.36475718, 0.7517598, -0.47218868, -0.106039375, 0.37179005, 0.3057485]","(20, 4)",1e-08
64,"[0.23852963012555473, -0.6688249263640104, -1.0927167707160792, 0.07694186236625611, 0.9028233188183508, 0.8403579258344346, 0.3291329648542219, 0.6839714346741905, -0.10916170940259728, -0.36405424235644585]","[0.17516356987934845, 0.1509478451858805, -0.7442988489569506, -0.7205673462376039, 0.43722553548505805, 0.6842105510758217, 0.4982526502965237, 0.08000663970596003, 0.6439681148212105, -0.43114576681320255]","[0.1779381791215134, 0.14708782437116572, -0.7383408981224009, -0.712172752039283, 0.4369285158153269, 0.6750608247359863, 0.4925054894427252, 0.0771058160792217, 0.6405322882889941, -0.4322857361033361]","[1.344079, 1.4798801, 1.3618268, 1.2483633, 0.40328863, 0.26281652, -0.63121086, -1.0369989, -1.1411818, -0.1327276]","(10, 2)",1e-07
69,"[-1.3572221770065578, -1.689371623382879, -2.218453378526922, -2.4307958881708336, -1.608259844621509, -1.6702634237071332, -1.6587362341714638, -1.4930287109740452, -0.2854297640817306, 0.8723836238072996]","[-0.9063654868615589, -0.9040394335757783, -1.23735190659499, -1.599777425229427, -1.63090717555612, -0.7928062568434491, -1.2738602952854086, -1.0218060865287595, -0.9821256677096656, 0.2056330697731022]","[-0.8859812147194308, -0.8817022313944229, -1.2072084425123126, -1.5672341467518733, -1.6061852498201212, -0.7906774903281024, -1.2449114529074885, -1.0190943459962432, -0.9677277558393208, 0.18337461870168778]","[-0.6292138, -0.36176643, -0.28070793, -0.73321253, 0.15871003, 0.8166374, 0.95677584, 0.76139396, 0.3154554, 0.45049322]","(20, 4)",1e-08
58,"[1.510355179741854, 2.0301940980054147, 1.602444767843888, 0.48715777178627817, 0.5733721127916374, 0.3788016595510697, 0.12708588853599878, 0.2878831986044595, -0.5186035928698992, 0.01585601199575798]","[0.6038429570714859, 1.2084337012061108, 1.4259772474023593, 0.8894561441427083, 0.042429699714923996, 0.5521572629341753, 0.10272302808398204, 0.07572437449400776, 0.2500210113574556, -0.643614098548627]","[0.576713301469939, 1.2471654704322628, 1.4167796370347883, 0.878763312074571, 0.017203235429200242, 0.5871878393610004, 0.06715294357079137, 0.09483222202412614, 0.24676992077909693, -0.6771981879367619]","[0.31118447, 0.1558814, 0.3882586, 0.6534984, 1.1610615, 1.2913532, 1.2042003, 0.78072643, 0.71240556, 0.31990647]","(20, 4)",1e-07
75,"[-1.3082483367598985, -0.4126170132094682, 0.4024540984496342, 1.0164133685964796, 0.8318673149626878, 0.8285374739095881, 0.8139221795242224, 1.370061553210951, 0.32954309265826653, -0.00567307499851466]","[-0.9860339790492562, -0.8152313472352704, -0.005001339591833021, 0.4049547682455507, 0.8139359844737042, 0.42489932272583575, 0.6160878125466702, 0.5058782732508873, 1.1171224165855074, -0.22901811563448715]","[-0.888632926916791, -0.852425048350572, 0.09483449320112947, 0.536519221399687, 0.8222681636889552, 0.42427166291720664, 0.4971769523943282, 0.49069215799925164, 1.0358542120435672, -0.15751290302952553]","[0.5142025, 0.54908025, 0.9148698, 0.76039994, 0.6997876, 0.9667644, 0.6531157, 0.3412066, -0.8343165, 0.30715102]","(10, 2)",1e-07
87,"[0.37304200380651775, 0.5762159787098875, -0.19769908031622863, -0.3203639541219173, -0.8153877939653668, -0.3420536830765592, -0.41000703934783667, -1.321035881999118, -0.1696072908106876, 0.6487607692576584]","[0.0668150779555817, 0.3396344648287269, 0.4063987462955241, -0.40089845346399067, -0.11991472738992198, -0.7554304302704058, 0.03566153205864367, -0.4278378053771585, -1.1071169793105387, 0.38395119884458173]","[-0.02558583280601781, 0.4164826155219449, 0.3777382882906385, -0.434339432128005, -0.0909539775428089, -0.8262476279472493, 0.11438587903850608, -0.5075768015712014, -1.1264997110882415, 0.47683905353280587]","[0.7978989, 0.6875293, -0.7096393, -1.2486722, -0.1678555, 1.1892943, 1.1433715, 0.70338356, -0.35585457, -1.2524838]","(10, 2)",1e-07
83,"[-1.4898022222680432, -0.3109631005748127, -0.5951744279989193, -0.5246923011041309, -1.087759376814463, -0.4217591500611426, 0.7426609102994897, 0.7528060875519031, 0.7440215146198741, 1.45521694174279]","[-0.8928126776604424, -1.0433958834378219, 0.2107348411440983, -0.7005418485709685, -0.17442137681864667, -1.0005486884051398, 0.07851519414142727, 0.703403313228776, 0.40110443093751513, 0.5434692991511165]","[-0.895697360626861, -1.0490881389831839, 0.21375086157340648, -0.7034046615782864, -0.17505761879099174, -1.0020600916975828, 0.07343551456670219, 0.7060323275429836, 0.4025332432064296, 0.5450264430942713]","[-1.2037126, -0.13468677, 0.7886203, 0.54878217, 0.089915805, -0.59848875, 0.47221866, 0.26034603, -0.8442227, 0.24256898]","(10, 2)",1e-07
97,"[1.4183671678152758, 0.4139600652939346, 0.48535394723718606, -0.04410255415612191, 0.4525782606865739, 0.09852123979295663, 0.0581639591738482, -0.5169310831622613, -0.35451166912538934, 0.8486503987237831]","[0.7543061489748016, 1.041214093327875, -0.10664698137000295, 0.5386774379221875, -0.3134412731172157, 0.6092988972451818, -0.20612820882963426, 0.16122806358866532, -0.597545114956594, -0.05573911164709233]","[0.7418294414275823, 1.068763180788741, -0.1888205667983181, 0.6237982009344369, -0.41047335186242934, 0.7142470422711453, -0.308186872077254, 0.23823873336095902, -0.6793009472251772, 0.017106117049412783]","[0.555084, 0.76200205, 0.6718437, -0.008530695, 0.74067414, 0.9247568, 0.59714395, 0.34329826, 0.1768966, -0.443184]","(10, 2)",1e-07
76,"[0.9170068935406449, 0.09921659153687062, 0.027081572364266338, 0.35196597674754104, -0.6042087501673028, -0.6224803369831329, 0.30027899987465956, 0.4035081592790838, 0.46612235038460753, -0.10607835979586652]","[0.6285459706553915, 0.602733908212949, -0.20215036256960392, 0.1281567536490683, 0.2878875999230069, -0.7481525501288062, -0.24840406191872977, 0.42448103083402444, 0.19126764386207157, 0.3704885284535717]","[0.6251454807877732, 0.6077102296120348, -0.22805737281234262, 0.1519429868282902, 0.28090840145153917, -0.7771412928798127, -0.21936764929171748, 0.4295323436243168, 0.18212813694387517, 0.3819889831086757]","[-0.98191094, -0.94137496, -0.9217207, -1.2047867, -0.7165774, -0.35395175, -0.1771111, 0.041802317, -0.70819277, -0.25655]","(10, 2)",1e-07
90,"[1.4245022281618231, 1.799329875111626, 2.206378161820413, 1.767049604338895, 1.9183454248212044, 1.0744307019004289, 0.16026964917266995, 0.12059175201549427, -0.2668079118155402, 0.2526246011402322]","[0.48790248543746223, 1.1805509854430922, 1.2090543823900801, 1.6018509706253732, 0.9661241190262085, 1.4352833653081, 0.35678901924637885, -0.018124860450519475, 0.129654182240754, -0.3316350029359172]","[0.4898520788586116, 1.202980842481412, 1.2254643743455111, 1.6349238700601703, 0.9809874464569011, 1.469060779983939, 0.36155333908033416, -0.017582651434320445, 0.1321947136717327, -0.33952562936615]","[-0.16323148, -0.38560566, -0.031121971, -0.9598787, 0.41203496, -0.67548853, -1.2084877, -0.7784071, -0.45937386, 0.06381396]","(10, 2)",1e-07
72,"[0.3400362027505685, 0.5494297971996708, -0.18855905206840756, -0.17295932256218585, 0.2865234062973911, 1.093810300008649, 0.2181147109918452, -0.7681901979743875, -0.8638393452899186, -1.4775207517018147]","[0.5890670145315953, 0.0455026954847709, 0.5266784494572854, -0.4518982767970502, 0.05298981583633926, 0.2600284983792215, 0.9637960508190383, -0.26378331441767394, -0.6362985407655505, -0.5456900749071434]","[0.6002361153437772, 0.061161422180801894, 0.5319050464914653, -0.444862191306743, 0.03450494828977753, 0.2757479503726208, 0.9849771622343941, -0.24359673487468364, -0.6664742944078312, -0.5639107394250499]","[0.41157603, 0.39108157, 0.41709298, 0.45494467, 0.5575727, 0.5919137, 0.4595734, 0.66341513, 0.5262915, 0.108125955]","(10, 2)",1e-07
78,"[0.6755184010827213, 1.1439816782952925, 1.1528557572551912, 0.7089011188918671, 0.6603542970946401, 1.455951427027909, 0.7632413159410387, 0.06502358227825644, -0.02083398634245487, -0.42931481195208465]","[-0.07286427676973314, 0.7119505394675879, 0.7880064085614985, 0.758852552974442, 0.32947484240464614, 0.49561687589231707, 1.2081429890817506, 0.15916982140016345, -0.014561328421825281, -0.013553322131542228]","[-0.027662038827182128, 0.6691269283512933, 0.8170593887235055, 0.7610607337701049, 0.3532319360876894, 0.4871305976816279, 1.2051197283334179, 0.2099212957096173, -0.029688152123182286, -0.007127245485947937]","[-0.35836336, 0.17699397, 0.6191766, 0.8085124, 0.55292803, 0.64654684, 0.3193367, 0.12675086, -0.6404826, 0.07742847]","(20, 4)",1e-07
82,"[0.5965816182483674, 1.2990713543801533, 1.9234065624372736, 1.406278453618136, 0.7102716267622579, 0.4623261112951719, 0.3983423829156504, 0.739548226017041, -0.1040164850777916, 0.4512726259317906]","[0.09717399050939596, 0.5479946229936694, 1.0250740428833187, 1.4108695409956142, 0.700843683120329, 0.3598497852020934, 0.28240121869412527, 0.25714177356858775, 0.6109773392327471, -0.40950515469416515]","[0.06020410078821552, 0.5724693407468397, 1.0458596057451952, 1.4605666712365908, 0.7488203787950549, 0.3730025824843801, 0.29531765092020085, 0.26643213815587835, 0.6243684138888235, -0.3912570476014756]","[0.33691606, 0.2691522, 0.8202436, 0.6380348, 0.7636205, 0.38942623, 0.5570228, 0.93966836, 0.46081576, -0.33598796]","(10, 2)",1e-07
68,"[0.21263473829745294, -0.02159108115931474, -0.7355939908870763, 0.11311593314200874, 0.803653853729746, 0.6037626099035067, 1.279551432608447, 1.4060288513171892, 1.5881124618570683, 0.8294192362309764]","[-0.67661078237541, 0.5509401294851579, -0.2970611459018937, -0.5870634179361295, 0.4066476421100735, 0.6003300326747092, 0.3035975935661521, 1.1277526358253709, 0.8421525334045038, 1.1670361951548163]","[-0.6703703015657507, 0.5445946282647965, -0.29185531229474154, -0.5764655301717171, 0.40066170291525083, 0.5891706870690016, 0.29759494209335813, 1.1101968172424745, 0.826708666473983, 1.1507819481791477]","[-0.8283916, 0.6155503, 0.6742709, 0.42399412, 0.05919767, 0.48824954, -0.15817638, 0.0022991728, 0.82780707, 0.54051346]","(20, 4)",1e-07
65,"[-0.42039777932292344, 0.42722690301195787, -0.5352817346039381, 0.1859956830270023, 1.091069816807214, 0.7775177400114549, 0.4600446314126952, 0.3717937853021772, -0.23669389191899443, -1.3437604318320369]","[-0.9918975082850874, 0.07555097481962025, 0.38945141560214774, -0.730007442405012, 0.5509994042295083, 0.8155701146924598, 0.369732682665225, 0.27517829008008265, 0.2342046402621359, -0.3537962120500624]","[-0.9563492762304007, 0.0028110504407166947, 0.4036522556894406, -0.6780155077353021, 0.46045172896556724, 0.8382366530967106, 0.3822836462219786, 0.2742964716594569, 0.23634419765139347, -0.32433072189220347]","[0.40329367, 0.041731037, -0.05355648, 0.5545475, 0.08309313, -0.47745493, -0.03245845, 0.5865855, 0.11635837, 0.7526511]","(20, 4)",1e-07
70,"[0.10693495482647092, 0.8232310013173386, 1.2053241614363102, 1.4700828560388284, 2.016568771808842, 1.2639616120501023, 0.12985046941863365, -0.5398238340701509, 0.29509613985232397, 0.6861929947714235]","[0.13230756292857776, 0.04078117336218204, 0.8028404146362476, 0.8039039541181864, 1.0681308789797352, 1.4825033323189745, 0.5227099458906149, -0.1315045035266738, -0.474071582306814, 0.532131931005731]","[0.3567188085893027, 0.2334978695888418, 0.8762129499812864, 0.7871320081498769, 1.1521911393545978, 1.4565109339196893, 0.7696058069256995, 0.3521832335415854, 0.002292184274517828, 0.7944153055201612]","[-0.13458878, -0.21818826, 0.6744717, 0.49420896, 0.39487663, 0.024969716, 0.15208861, 0.7333594, 0.8995548, 0.75955224]","(20, 4)",1e-08
67,"[0.729710885124822, 0.3580871125226279, 0.3820539067858688, 0.5636147765141644, 1.1955202759757722, 1.1388831600958804, 1.5734531705372468, 0.708418386939582, 0.6764489948362266, -0.1955689737740191]","[-0.06776950810963145, 0.7635956391796377, -0.023710707067190917, 0.39390926031946427, 0.3666601463544322, 1.012190202798556, 0.6327880586966025, 1.2570591411889454, 0.0798888163451093, 0.6365045866636718]","[-0.07106850820224567, 0.7552481169689027, -0.019014297707443867, 0.38583159493265273, 0.36584776532132135, 0.9995290344493477, 0.6326806265607545, 1.2430601372725993, 0.092151061315556, 0.620147748965592]","[-0.34057966, -0.5102226, -0.84779894, -0.05663671, -0.048755836, -0.22941402, -0.8735231, -0.79423463, -0.24888863, 0.35009992]","(20, 4)",1e-07
91,"[0.3545847810736995, -0.38975637253466244, -1.529425353097951, -0.8268873015709277, 0.6365461092780518, -0.15301607298961528, -0.4043066933888111, -1.0811037141111999, -1.848357109134251, -2.2259245068820883]","[-0.18622597904702598, 0.4476977705972125, -0.6136052578332687, -1.2226227241813166, -0.21557593948026943, 0.7443340790181865, -0.5251831124987085, -0.14171513713945683, -1.0102461455414715, -1.3432340363635151]","[-0.19118945581715807, 0.45337468003298964, -0.6194981671871473, -1.2259402739603737, -0.21173366881167405, 0.7483688514578494, -0.5339038438540264, -0.13531246137885572, -1.0166009156838174, -1.3444998986209322]","[-0.7833723, -0.9450033, -1.0340831, -0.8071917, -0.86564916, -0.40392703, 0.5772224, -0.221318, -0.86451626, 0.396705]","(10, 2)",1e-07
74,"[-0.2080154370523759, 0.3240087946226874, 0.027330453640296903, -0.556590845023878, -0.9979922323030095, -0.15365661263831965, 1.1602266237061287, 1.5451893745146046, 1.8652690599464647, 1.478337072429936]","[0.6646332709888394, -0.5403320725467956, 0.5941748308960852, -0.26975696180774567, -0.4217123641200052, -0.7871360502430069, 0.23991141248318382, 1.0402709174645368, 1.0250539157823362, 1.3527421020552968]","[0.7124005473076636, -0.5460943728212773, 0.7970524981757139, -0.41593756403288934, -0.18346849613914307, -0.9479773471304568, 0.2593302115870581, 0.7908857479507161, 1.1250663082536994, 1.5260287690467265]","[-0.017657828, -0.4729207, 0.40240753, -0.23298757, -0.6831213, -0.69279134, -0.7901592, -0.6476851, 0.12630975, 0.5735776]","(20, 4)",1e-07
73,"[1.5981682754602797, 0.47613100745064985, 0.2460839045818798, -0.4131581420894077, -0.9561774860620392, -1.6382663600870793, -1.60388481734283, -1.8562502351959105, -1.7275972666232273, -1.8483471817968984]","[0.8859232350970252, 1.155206657911767, -0.10147232150523372, 0.2968200653344966, -0.561568174756656, -0.6753933986837113, -1.3005696607452237, -0.9535999869702182, -1.3794502417108014, -1.0378721457678266]","[0.8647769927315477, 1.1100639860772223, -0.10941013658246265, 0.29562714152064473, -0.5531975511693394, -0.6438475900642753, -1.2624867462231708, -0.9129245959686131, -1.341686091423776, -1.0004335953757932]","[0.8076477, 0.8499308, 0.16244118, -0.26305163, 0.3316316, -0.042373445, -0.32045776, 0.44109473, -0.24066207, 0.32554683]","(20, 4)",1e-07
86,"[-1.053605686133575, -0.8829235935390368, -0.621673625728832, -0.8505325239963792, -0.86748778064892, 0.2395305728917369, 0.8466424303377501, 0.4149480654767686, -0.6857906490263341, -1.063394691695795]","[-0.7888615642590333, -0.6591749040040583, -0.5533361415370077, -0.34500555496032814, -0.6780297465162152, -0.5284729073908123, 0.5037670265871431, 0.5947589170441785, 0.11756860695467933, -0.7445749525036738]","[-0.7981091518860699, -0.6152543101983581, -0.5449577455527754, -0.3236747126152722, -0.6703236615933909, -0.5009887115143103, 0.5076629829028865, 0.5671659134235381, 0.106138071711375, -0.7387411183848454]","[0.301996, 0.7941779, 0.5716936, -0.1410258, -0.9488971, -0.39185825, -0.25567028, -0.49850792, 0.0019142984, -0.30407354]","(10, 2)",1e-07
84,"[-1.0773882682801095, 0.09131150572273972, 1.4135278971612522, 1.2096555701259912, 0.8029150850723583, -0.31707212454065514, -0.10828527337610316, 0.10507598256799106, 0.7912046177200425, 0.930934130756752]","[-0.5941391785567693, -0.7803186790017248, 0.4814708452236021, 1.1727924745494511, 0.6232593328512657, 0.4912854186467255, -0.5627148338640179, 0.17307214355590578, 0.018539910790038167, 0.7819346623250234]","[-0.5990059767719628, -0.7860631344891613, 0.4811888797524254, 1.1809987262422528, 0.6279609489202093, 0.4948012170083148, -0.5654668768025906, 0.17220567910103982, 0.019938702837522325, 0.784065176761747]","[-0.50174314, -0.002655618, 0.8719702, 0.75198394, 0.73720247, 0.4448897, -0.07719393, -0.6721907, -0.8373185, -0.9790592]","(20, 4)",1e-08
81,"[-0.11825032407236824, 0.5133704831195337, -0.12972211393461386, -0.4753794384972261, -0.9712735767247948, -1.0070699126716907, -1.206213243148309, -1.5575639861401895, -1.9123992920490966, -1.7841343264400584]","[0.7205027123815342, -0.47850168026313533, 0.7526213232511014, -0.5060327755601646, -0.2223630507171438, -0.8600920513662229, -0.5770238869885792, -0.9177012996540194, -1.0987133363131798, -1.3630426238925066]","[0.7196561155258049, -0.4644811082997968, 0.7381902300939394, -0.47770534885402804, -0.2542472210032688, -0.8591798491842481, -0.611819405486622, -0.9300345151171749, -1.1372452602511918, -1.401855751361585]","[0.29534575, 0.52179205, 0.8496981, 0.4026778, 0.5099814, 0.052771606, -0.21110165, -0.78994936, -0.88857985, 0.21395308]","(20, 4)",1e-07
77,"[0.24622065274750415, 1.0890274668618551, 1.1317004588103599, 0.9311535368048494, -0.38726243233612045, -0.6997465916529763, 0.4300835202433518, 1.1174021830434606, 0.6362336595329503, -0.7596260725035046]","[-0.41153606729488623, 0.45198868639494727, 0.8630331236643815, 0.7001838969781691, 0.5810615883157648, -0.6777932264940029, -0.3608499784059748, 0.6105085094463392, 0.812147928320291, 0.23015969537280478]","[-0.3875877827239298, 0.4198387265542739, 0.8575724175075898, 0.6936904817022138, 0.576763324103699, -0.646978616474413, -0.3731046888537448, 0.593032368896574, 0.8027922563819287, 0.23641512548826377]","[0.4816764, 0.63038045, 0.9332397, 0.6948623, 0.39878726, -0.65649444, -0.89927363, 0.38318706, 0.5019563, -0.18393481]","(10, 2)",1e-07
96,"[-1.7501678292007754, -0.7971942000059093, 0.3938658922474092, -0.45714863756277946, -1.052168722196051, -1.0664714795621473, -0.7293493968282486, -0.5032054302575537, -0.23205691191626843, 0.4997808401105744]","[-0.9695056609500554, -1.2654149987257477, -0.1644867006430355, 0.47610924256892695, -0.695203258847243, -0.7045670927724295, -0.7141879331759325, -0.37225543024028235, -0.31707771513741256, -0.07351805434756215]","[-0.9949654395718345, -1.3108669407211062, -0.16338736761387235, 0.4904226953101618, -0.7232951082579265, -0.7222887720611828, -0.7383497672233428, -0.38063607330064647, -0.3282396470984749, -0.0736763309877691]","[0.026992004, -0.26357228, -0.79419863, -1.1538578, -0.48380163, 0.79300004, 0.07247978, -1.0862013, -0.88662237, -1.0305868]","(20, 4)",1e-07
89,"[-0.49526888152609727, -0.7460328929309152, -0.9918597789897783, -1.304960027194354, -1.6368133427777063, -0.4304367241010688, 0.9542770910203493, 0.8867173276198901, 0.2483301378449666, 0.8005497665221791]","[-0.6227272176590564, -0.1839052726965691, -0.6540802565826307, -0.6648196506984629, -0.9725502018451225, -1.1505382418551449, 0.14483239682650367, 0.8818608926070974, 0.44578688131634137, 0.02543669718679592]","[-0.5679200477805284, -0.17701499002428447, -0.6414255822230588, -0.6287636659604584, -0.9473950037677223, -1.1029931959078012, 0.1810885889371247, 0.8466862162612498, 0.4114592435893092, 0.018609341326199777]","[0.385227, -0.059074584, -0.9136168, -0.4188066, 0.33879682, -0.65516895, -0.8388316, -0.5727193, -0.51596576, -0.63342]","(10, 2)",1e-08
94,"[0.9920904917775231, 1.404787258984352, 0.8012487493676103, 0.7159173176371231, 0.5870722326524214, -0.22594986489279378, -0.8937359625112508, -0.35962977264115575, 0.5938938908482846, -0.18655597877024993]","[0.884112738136156, 0.5500341227094451, 1.1297701976296293, 0.23636365055279557, 0.5977354923607252, 0.28820448647205876, -0.37005210812882317, -0.7087099084468391, -0.005274818417736166, 0.5965313000571526]","[0.8641911545842516, 0.5832599609513214, 1.115689898168045, 0.2848767087208306, 0.5735834381984258, 0.3185538724852538, -0.36419661266352177, -0.7129018854421371, -0.03254873289274371, 0.59680501439315]","[0.9002497, -0.1493821, -0.93608135, -0.8724964, -0.82902944, -0.13888316, 1.09933, 0.85442543, 0.45636562, -0.534871]","(10, 2)",1e-07
