seed,ARMA_mse,ARMA_mse_true,Informer_mse,Informer_mse_true,Informer_para,Informer_lr
35,0.21791184265857194,0.00028292148887570896,1.3515363236884084,0.7184808694277707,"(10, 2)",1e-05
65,0.3775405622638983,0.0019203349095676943,0.6877514645912003,0.5318416940896664,"(20, 3)",1e-05
34,0.3286310054536899,0.0012084296867990564,1.4715304172929597,1.0840322915154514,"(20, 3)",1e-05
83,0.41489724710722975,9.78854529207963e-06,1.489422851300153,0.9072933864673889,"(50, 10)",1e-05
66,0.2516966558477584,0.00042874175504685664,0.8136082899671745,0.5497220878198856,"(20, 3)",1e-05
59,0.21804741515911713,0.0007386770482853999,1.574064530306653,1.07868029955521,"(50, 10)",1e-05
74,0.5441657083544139,0.025007381135053536,0.9761057387968879,0.37812000556872205,"(20, 3)",1e-05
81,0.44416544020443294,0.0006579429483076851,1.12717215247138,0.5534807449984488,"(20, 3)",1e-05
58,0.3132377425417757,0.0007067418039200709,1.000602678187907,0.7959975036086219,"(20, 3)",1e-05
91,0.5908067832372366,2.9266927519363866e-05,1.013113922934745,0.9248461202063745,"(10, 2)",1e-05
40,0.22756452018718348,0.001046658966998323,2.618636910364791,1.8394684544693611,"(10, 2)",1e-05
18,0.15420174906288306,0.00031468283384228276,0.4350419282273987,0.40069022549211136,"(50, 10)",1e-05
28,0.4223726875290451,0.0003225289521208659,2.273758226923054,1.5226277466412372,"(10, 2)",1e-05
61,0.3401762059931249,0.0001313727914929144,0.781049326551184,0.5259691679986652,"(10, 2)",1e-05
63,0.2652893910187974,7.647778958645055e-05,0.8464145762177212,0.8338277650312849,"(10, 2)",1e-05
14,0.1509238179235402,5.757054014884056e-05,0.8514285912658739,0.8246264055049837,"(20, 3)",1e-05
56,0.42705830774085507,0.0015460371944273985,0.6903852230762599,0.79373682116349,"(20, 3)",1e-05
16,0.2869749130727422,0.0013425487038771678,0.234777981283744,0.26671473307280996,"(20, 3)",1e-05
2,0.4043780230303777,0.0002475924343579464,0.7486203793915526,0.7265890407815455,"(20, 3)",1e-05
38,0.23378246535112351,0.0003165970522171661,2.30065989608761,1.6525858828964535,"(20, 3)",1e-05
52,0.4428481118851143,0.0007394636250474386,2.900891083724207,2.273470860935285,"(10, 2)",1e-05
36,0.6182119473017917,0.0008688119522951496,4.054643294051228,1.8476960255865058,"(20, 3)",1e-05
44,0.24105930296696715,4.093052485836665e-05,0.5316826035010618,0.4147014328570404,"(50, 10)",1e-05
32,0.2716561518270998,0.003579129018245087,0.5033772648731857,0.5000964273265728,"(20, 3)",1e-05
67,0.38769157393818754,9.427270580656044e-05,0.725949069454664,0.6696697223029531,"(10, 2)",1e-05
20,0.1535542464293302,0.0005268114492381993,0.506586075339196,0.5588850837749552,"(20, 3)",1e-05
43,0.4341353850896196,0.0005968759307382933,1.6891343267012573,0.9686173169733715,"(50, 10)",1e-05
78,0.22629401513915948,0.0008217439627391597,0.6529179608264027,0.30651209318856903,"(20, 3)",1e-05
3,0.33934788106430347,0.0008731563077903051,2.6971188330623215,1.7928342818109169,"(10, 2)",1e-05
1,0.24515473502981305,1.9975901699494725e-05,0.44748349701591994,0.3874358909582031,"(10, 2)",1e-05
