seed,Test,True,ARMA,ARMA_Order,ARMA_Train_loss,ARMA_Valid_loss,AR,AR_Order,Informer,Informer_para,Informer_lr,RNN
12,"[0.15975893077394543, -0.6714124980704688, -1.290158604413174, -1.6942023779207949, -0.2920549054519067, 1.0150965112652832, 0.5274579925926742, 0.016072710814402813, -0.11857658304519078, 0.34342723076854553]","[0.9234486538678678, -0.30196539615998846, -0.5204297999904746, -1.029943704417937, -1.1792305257118265, 0.2975603574040065, 0.86631633256328, 0.09429982631103423, -0.0310772023411143, -0.10303798187463363]","[0.9217165117178236, -0.31171162768742344, -0.5171889444181603, -1.0370313620098737, -1.1796314218941044, 0.31216354365962795, 0.8644278732983541, 0.08561912832057295, -0.028118921888333745, -0.10528980827982445]","(1, 0, 1)",0.3329992904590046,0.6386123323407297,"[0.9662401852083513, -0.3693738500715208, -0.5320724569493172, -0.9266341173452467, -1.1858605638818098, 0.2938305383145301, 0.8368970818765048, -0.028227886126419244, -0.051178010619928924, -0.026445815038809647]","(3, 0, 0)","[1.0120971, 0.07777287, -0.779923, -1.0654901, -1.4520464, -0.20983942, 0.81585807, 0.43117496, -0.23125137, -0.17174704]","(50, 20)",0.0001,"[0.8287040591239929, -0.09940901398658752, -0.67391437292099, -0.961766242980957, -1.1914019584655762, 0.3281363546848297, 0.8839059472084045, 0.04293489083647728, -0.1511579006910324, -0.14303439855575562]"
13,"[0.4776846498526209, 0.5821712388038603, 0.2802554900752415, 0.22297160123899062, -0.1975596134215989, -1.0425238717296366, 0.09155253831370191, 1.3776430823527734, 0.6777434048553513, -0.3775402270772465]","[0.6008590120983393, 0.17725514380345123, 0.49354366690213475, 0.0334836566241741, 0.2062297729269036, -0.3006744998850507, -0.8921866217871113, 0.5376458492072576, 1.1088201577491446, 0.12333332598077901]","[0.6203470883917647, 0.1503671843508363, 0.5183586614881293, 0.03652479682750076, 0.18940374464005147, -0.28489709627547105, -0.9046692953845603, 0.5052331883219576, 1.064563210169395, 0.1437571708583869]","(4, 0, 0)",0.3354132801368325,0.9182567670717832,"[0.6203470883917647, 0.1503671843508363, 0.5183586614881293, 0.03652479682750076, 0.18940374464005147, -0.28489709627547105, -0.9046692953845603, 0.5052331883219576, 1.064563210169395, 0.1437571708583869]","(4, 0, 0)","[0.67782485, 0.3107695, 0.53484386, 0.2631061, 0.2880754, -0.080061615, -0.9480765, 0.24166791, 0.9856353, 0.451397]","(50, 20)",0.0001,"[0.5832083225250244, 0.3063778579235077, 0.4945737421512604, 0.014076709747314453, 0.23816272616386414, -0.2316400110721588, -0.8188410997390747, 0.3566858470439911, 1.2624084949493408, 0.10354307293891907]"
10,"[-0.8772296308972455, -1.6549104396358945, -0.31582108669494224, 0.7705771338391414, 0.24377949080872308, -0.4566587265431938, -0.36452016573846713, -1.0615117756657937, -1.411526515194137, -0.40210935568612516]","[0.004444454067039555, -0.8794518579307653, -1.215184510670512, 0.2917711686403137, 0.6246915495189845, -0.06856628395076919, -0.4223755845678092, -0.15333237345456252, -0.9848455889385124, -0.9191037207248808]","[0.00403479385744325, -0.8787392089607038, -1.213036460141541, 0.295872951778536, 0.6200724920966081, -0.07057589892565115, -0.42082796938412165, -0.15083142782494757, -0.9849562561177636, -0.9125697541812023]","(1, 0, 1)",0.3341854351902297,0.6256478635655842,"[0.0806175275967019, -0.8960800035533184, -1.2621130509075627, 0.3053928415448362, 0.7062500751040863, -0.13110357364280908, -0.4651543842958705, -0.13072730914722966, -0.933967556172862, -0.9655274723945908]","(3, 0, 0)","[0.06278742, -0.86711746, -1.4523418, 0.30775443, 0.84988415, -0.103569664, -0.9252814, -0.23220703, -1.0266968, -1.0306342]","(10, 5)",0.0001,"[-0.029730796813964844, -0.8639661073684692, -1.0614145994186401, 0.13148081302642822, 0.6817381381988525, -0.08703106641769409, -0.4127902388572693, -0.16235780715942383, -0.9901081323623657, -0.9758375883102417]"
16,"[-0.8925604713988429, -0.6212528188330457, 0.5991684642228181, 1.282312738377204, 1.7892923932724853, 1.0734674101721913, -0.2954125087901368, -0.8968350856880265, -0.604867114153435, 0.1009670901745342]","[-0.5361011232371724, -0.6245099097802567, -0.3089978639429174, 0.7536673961942768, 0.9054790402800655, 1.3365528731324525, 0.405190973605965, -0.4980079955931193, -0.6478310878914668, -0.28095157020770156]","[-0.5230947930096586, -0.5854326141000075, -0.2873083471234527, 0.7398687111423687, 0.847219184307809, 1.2864319502620944, 0.34992959008924324, -0.47795547700079016, -0.6153939633501264, -0.2553779677659615]","(1, 0, 1)",0.3192382031454226,0.856696678034645,"[-0.5100711389541299, -0.5777582209006926, -0.23499317677654097, 0.7252997574926683, 0.8443311231663428, 1.2040857719472893, 0.38359566463942685, -0.5117746504160036, -0.5515260810466878, -0.1996088853398852]","(3, 0, 0)","[-0.58956164, -0.61013824, -0.14919907, 0.94470096, 1.1476997, 1.3763721, 0.81333727, -0.4226741, -0.6201614, -0.16568618]","(10, 5)",0.0001,"[-0.505490779876709, -0.6131976246833801, -0.24144262075424194, 0.7193996906280518, 0.8693332076072693, 1.2725037336349487, 0.3386751711368561, -0.5215365290641785, -0.608431339263916, -0.22532308101654053]"
14,"[-1.2440986860865688, -0.4865508935504905, 0.2975830767098091, 0.7568197055496705, 0.16370804313753556, 0.3232395075890545, 0.4764214573147744, -0.18314757271140183, -0.9892241619774378, -1.1428070380385411]","[-1.3117611664475848, -0.5882181028627764, -0.1924418421191023, 0.39380399776936026, 0.5599177066649903, -0.11625081019495961, 0.38136491268653433, 0.2857390009715073, -0.32601707319715545, -0.8262156253788601]","[-1.295786494964375, -0.5822188741016143, -0.19007810382258145, 0.3878953963979885, 0.5530771580565719, -0.11403413682614107, 0.37524012468511936, 0.282608522490358, -0.321275599877314, -0.8151522625647243]","(1, 0, 1)",0.29892015393226623,0.6645161188923194,"[-1.3145905337560526, -0.5884697529028204, -0.19991381452581797, 0.38617216991085257, 0.5922438472888328, -0.08824993031361969, 0.38945293201732867, 0.2858773502040071, -0.343057981140326, -0.7962458804970904]","(4, 0, 0)","[-1.2715232, -0.79297405, -0.19032267, 0.40053907, 0.53657395, 0.17659289, 0.33366317, 0.4453017, -0.30328918, -0.90315884]","(50, 20)",0.0001,"[-1.4088025093078613, -0.6630139946937561, -0.1442023366689682, 0.3189558684825897, 0.5538197755813599, -0.24088254570960999, 0.44046375155448914, 0.35390016436576843, -0.2904498279094696, -0.8856064677238464]"
20,"[0.6919287386873479, 0.4648315726744983, -0.14960425021182708, 0.18635573270171957, 0.29680787974086487, -0.4484899218346412, -0.2992076453888737, -0.06076795898061571, 0.274627471855408, -0.3427802568587124]","[0.0876909677511867, 0.6480832548117545, 0.14078994526862101, -0.2199992228461376, 0.29635534412478837, 0.14863020767847068, -0.5228050256738765, -0.037805132551935405, -0.04186539270464801, 0.295560168207732]","[0.11866962624974481, 0.6384994203715944, 0.09532752517936577, -0.21901583814245185, 0.34991779254909455, 0.09738583919410526, -0.5358605276614201, 0.03568916612932255, -0.05829793672172189, 0.2509651482129803]","(4, 0, 0)",0.33686390104473013,0.6238599844425219,"[0.11866962624974481, 0.6384994203715944, 0.09532752517936577, -0.21901583814245185, 0.34991779254909455, 0.09738583919410526, -0.5358605276614201, 0.03568916612932255, -0.05829793672172189, 0.2509651482129803]","(4, 0, 0)","[-0.027785853, 0.4380099, -0.16000879, -0.27224487, 0.31814983, 0.07079925, -0.7018447, 0.010458072, 0.06118584, 0.262532]","(10, 5)",0.0001,"[0.02506232261657715, 0.7325278520584106, 0.1722329556941986, -0.2428070306777954, 0.28870439529418945, 0.13556796312332153, -0.49248939752578735, -0.01383143663406372, -0.044604599475860596, 0.27755582332611084]"
15,"[-1.314869177500513, -0.8128914800497161, -0.9034256162458353, 0.02329661284420509, 0.19275515633593684, -0.9766123479889883, -0.8038138207200214, -0.27456184565904596, 0.6611367385216939, 1.6933467873451775]","[-0.5886015160302154, -1.0205684194854054, -0.30260727030701345, -0.7521219810923285, 0.3993576033903694, -0.006923645359247846, -0.9731505253093644, -0.3172385580653392, -0.11594256662637636, 0.719108021834882]","[-0.621215270314281, -1.076016741224494, -0.31623000919920136, -0.7946341848594352, 0.42300732674500763, -0.008652370316722197, -1.0249915603129724, -0.3313355728704317, -0.12259512251567191, 0.7588136627450301]","(1, 0, 1)",0.336381478911576,0.9488945719979281,"[-0.5989018569878585, -1.1253256241893796, -0.33013988935986716, -0.7464337746031042, 0.33580224596042263, 0.05733156374545978, -1.1043473210681536, -0.34058180281516937, -0.04648184765600638, 0.6996179815497695]","(3, 0, 0)","[-0.6427512, -1.1324259, -0.35334018, -0.5478055, 0.5461931, 0.36453384, -0.9225474, -0.2624815, -0.016681485, 0.7931886]","(10, 5)",0.0001,"[-0.621636688709259, -1.0958824157714844, -0.469021737575531, -0.7841118574142456, 0.3937441110610962, 0.07246413826942444, -0.9552542567253113, -0.479769766330719, -0.05121776461601257, 0.8026471138000488]"
18,"[0.6554220069690487, -0.27970866932576083, -0.36477843347642436, -0.031330279488522184, -0.4869737980110459, -1.1616764337448426, -0.8786642603399086, -0.2585873045465875, -0.1496013583854589, -0.758057730817691]","[1.072740373942728, 0.11905181999768472, -0.3392345793246032, -0.19516114381412275, 0.06625029241853919, -0.5200989442203154, -0.9016269616346848, -0.4278507795225662, -0.0446619147853044, -0.1272704009928067]","[1.1547053783467522, 0.12380096029347898, -0.31935480818242273, -0.09483107937907459, 0.07976103799239548, -0.5463324906645486, -0.9356640542209029, -0.4357302267558728, -0.0929494618931331, -0.2140090527656705]","(3, 0, 0)",0.34367823776986806,0.8605660024102956,"[1.1547053783467522, 0.12380096029347898, -0.31935480818242273, -0.09483107937907459, 0.07976103799239548, -0.5463324906645486, -0.9356640542209029, -0.4357302267558728, -0.0929494618931331, -0.2140090527656705]","(3, 0, 0)","[1.0301023, 0.45934692, -0.335135, -0.42206627, 0.15216601, -0.5153719, -1.0298556, -0.68426967, -0.5358363, -0.025743619]","(50, 20)",0.0001,"[1.0071287155151367, -0.06460625678300858, -0.32006895542144775, -0.18613263964653015, 0.07672839611768723, -0.49339157342910767, -0.9388993978500366, -0.48937904834747314, -0.056956417858600616, -0.10289857536554337]"
19,"[-0.9154401587451794, -0.06436007585343079, 0.4094842724044888, 0.864996052684246, 1.5430190391230463, 1.6072113163130664, 1.9569449337649647, 2.215450394275211, 1.1791069990858976, -0.35616315803360665]","[-0.6812585576001368, -0.574810879945111, 0.2230453641191247, 0.2979615903449265, 0.7160152575117827, 1.1850114103671547, 1.014705611129489, 1.4495921282002202, 1.4906543301751007, 0.4337798339983472]","[-0.7024148955760855, -0.5536382805138159, 0.2303004711104759, 0.29218528139274025, 0.7214742074920091, 1.181537934053957, 1.0023218732416166, 1.4577933358585144, 1.4829856420803504, 0.41223032618920774]","(1, 0, 1)",0.33724179694636774,0.8770303561884535,"[-0.7246318967535427, -0.6014520252133171, 0.30652840548568033, 0.27861255967147425, 0.6508279891496747, 1.1883942997183374, 1.0002290493539292, 1.4410981051130374, 1.5446332287724194, 0.43748240267704996]","(3, 0, 0)","[-0.96885836, -0.6520896, 0.21864, 0.15506937, 0.5671415, 0.9819019, 1.0930802, 1.2131547, 1.2782631, 0.5207528]","(50, 20)",0.0001,"[-0.5933600664138794, -0.5733159184455872, 0.28741931915283203, 0.4402922987937927, 0.5941704511642456, 1.242693305015564, 0.9257830381393433, 1.6006120443344116, 1.6292563676834106, 0.1669819951057434]"
23,"[-0.7972534420681722, 0.2865580919118626, 1.3092846607646509, 0.5319940660574185, -0.01799348567364678, 0.7823631415737075, 0.6977989543286605, 0.14898163745840431, -0.9797952977894697, -1.5618723998755375]","[-0.7442062845127789, -0.4251502998117827, 0.499133241817754, 1.059718039855774, 0.002135046129531526, -0.019061008738412544, 0.7918936459429138, 0.30185213135720357, -0.0019444282201974694, -0.978823083679371]","[-0.7664459173907224, -0.41250104574190266, 0.5015328804486833, 1.0669808665430784, -0.012541392470387047, -0.011714942441837376, 0.7978693526809927, 0.2928408020821487, -0.000977325692349762, -0.991349915396696]","(1, 0, 1)",0.33016205228774703,0.886888124467516,"[-0.6277787016747025, -0.5385398393842796, 0.5593852958947481, 1.0438038270556733, -0.016458027267216457, -0.061414314979994486, 0.855227928899918, 0.33489182777258686, -0.04737319391730485, -0.9250352938626749]","(3, 0, 0)","[-0.6978813, -0.56994694, 0.44246334, 1.1619916, 0.09519896, 0.022775106, 0.7732164, 0.5169889, 0.046897843, -0.766323]","(10, 5)",0.0001,"[-0.6072047352790833, -0.4561276137828827, 0.4954935610294342, 1.1203162670135498, 0.05838867276906967, -0.03560609370470047, 0.8225721120834351, 0.3873105049133301, 0.024317242205142975, -0.8606951236724854]"
17,"[0.7177026498497739, -0.3332051284093975, -1.062168419523947, -1.7271917723626906, -2.2484326699739463, -1.6921430636559718, -1.4602003730141448, -1.4343167547945197, -1.6665329052094175, -0.9171298809888877]","[1.1081008676865838, 0.163652216006482, -0.4150312364126385, -0.8546528013176277, -1.2998653717038766, -1.5984999841220078, -0.8928930715949678, -1.0137538372166608, -0.9274398361861893, -1.202812987116323]","[1.0520472388062792, 0.1317829665608642, -0.4338182284276234, -0.9279639752694412, -1.3873028814705206, -1.639345375550032, -0.90647760174621, -0.9898648065236474, -0.8675701114667282, -1.131418022424808]","(4, 0, 0)",0.3340170144411524,0.8299697530720533,"[1.0520472388062792, 0.1317829665608642, -0.4338182284276234, -0.9279639752694412, -1.3873028814705206, -1.639345375550032, -0.90647760174621, -0.9898648065236474, -0.8675701114667282, -1.131418022424808]","(4, 0, 0)","[1.0675994, 0.17407961, -0.3043166, -0.8693504, -0.997934, -1.5481894, -1.2136447, -1.1379335, -1.1158104, -1.4781507]","(10, 5)",0.0001,"[0.858857274055481, 0.021419495344161987, -0.5525116324424744, -0.5878763198852539, -1.621278166770935, -1.8600678443908691, -0.9906007051467896, -0.575703501701355, -0.6206232309341431, -1.1498286724090576]"
