seed,Test,True,ARMA,ARMA_Order,ARMA_Train_loss,ARMA_Valid_loss,AR,AR_Order,Informer,Informer_para,Informer_lr,RNN
22,"[0.33438651265842706, 0.8984919538709591, 1.255431644998678, 1.783500954397775, 1.239939248831758, -0.1801253960457755, -0.6709199658377545, -1.1298765987584993, -0.5347702735330219, -0.5966475730795737]","[0.49832583589606355, 0.08522359471039528, 0.8558801565157614, 0.8274915667407973, 1.3697551710273763, 0.5550616633180699, -0.45765622770481046, -0.4420918519853493, -0.9088306727658247, -0.0803549371501095]","[0.5111946318060916, 0.07541481733655307, 0.8924021023696773, 0.8296765295643032, 1.4137676611203562, 0.5406688384830601, -0.47311410311773194, -0.4458538612734849, -0.9379882812276625, -0.057983543145722544]","(1, 0, 1)",0.35634817354979764,0.8234666918846242,"[0.5260278318846415, 0.045814669050002865, 0.8575595875943389, 0.8521262909319001, 1.3712895738764777, 0.5716920568663716, -0.5144365541206068, -0.4538605112299569, -0.9674711208095508, -0.10545686897812723]","(4, 0, 0)","[0.76654106, -0.051537827, 1.0834606, 0.99646014, 1.3639989, 0.53055143, -0.32676193, -0.47222564, -0.7944435, 0.36076123]","(10, 5)",0.0001,"[0.4901294708251953, 0.10401669144630432, 0.7637025713920593, 0.8894330263137817, 1.3671247959136963, 0.5226902365684509, -0.31648313999176025, -0.6196173429489136, -0.8999956846237183, 0.040569037199020386]"
25,"[0.08350745381100205, -0.8242756176951482, -1.011413625416096, -0.09363244690039896, 1.0122823555583396, -0.016629211871084237, -1.339810472310588, -2.081997936761713, -1.4947085922194965, -0.5558238426717202]","[0.32273195480336575, -0.07785852359068082, -0.7853463558998078, -0.6187404474661921, 0.21573777683269707, 0.904413467141991, -0.46883594544207974, -1.105392499589548, -1.529301686966939, -0.730057748736027]","[0.305329016060335, -0.10632873223235134, -0.7156213622680225, -0.6004298640414455, 0.19606201593376255, 0.8409186236725265, -0.47466020699589445, -1.0181239521018373, -1.4460321882802898, -0.7509091614929692]","(4, 0, 0)",0.33202594667078217,0.604671511029734,"[0.305329016060335, -0.10632873223235134, -0.7156213622680225, -0.6004298640414455, 0.19606201593376255, 0.8409186236725265, -0.47466020699589445, -1.0181239521018373, -1.4460321882802898, -0.7509091614929692]","(4, 0, 0)","[0.2818308, -0.24598777, -0.4767344, -0.5839714, 0.44935903, 0.96391153, -0.11600736, -1.0994707, -1.5587584, -1.1881765]","(20, 10)",0.0001,"[0.3797946572303772, -0.056387320160865784, -0.7603467702865601, -0.6793197989463806, 0.190046027302742, 0.8369020819664001, -0.3730720281600952, -0.9836608171463013, -1.779152512550354, -0.7061904072761536]"
21,"[-0.8936733867048263, 0.18994197245032862, 1.335188669050055, 0.7564370579540775, -0.7507694914830492, -0.6151433405298958, 0.11318037870934838, -0.746704887720932, -1.7175734274000156, -1.3528722288630806]","[-0.6291354606522113, -0.5791056563787207, 0.47949480063968897, 1.0954412687302106, 0.2087164235889722, -0.8551277032775353, -0.1875794888911282, 0.20697012315491248, -0.8501899492983882, -1.2924784527508213]","[-0.5948490691335055, -0.5937424255612175, 0.5418582875010719, 1.086820852826762, 0.16402932478191837, -0.8828570840164105, -0.13216362028094933, 0.19543116162712781, -0.8971115762170876, -1.2806708302234278]","(1, 0, 1)",0.3335886845350049,0.7717558049831665,"[-0.5591506423021531, -0.6357854701081886, 0.5272623312249674, 1.1602143145419797, 0.1821867535804914, -0.826568922120642, -0.12956143427642397, 0.14618554942906237, -0.9418827734566849, -1.2332017565175266]","(4, 0, 0)","[-0.3580376, -0.21713443, 0.4688857, 0.8786531, 0.39489773, -0.64134306, -0.10863182, 0.3218856, -0.9061641, -0.97909397]","(50, 20)",0.0001,"[-0.6886813044548035, -0.479086309671402, 0.6949338316917419, 1.1915746927261353, 0.1607682704925537, -1.038164734840393, -0.12841865420341492, 0.5049835443496704, -0.9134544134140015, -1.1397919654846191]"
26,"[-0.1476671635400908, -0.6899565897852734, -0.03942738610034574, -0.041523039371085035, 0.37620241401136634, 0.9867307216742658, 1.5340533666055696, 0.6723199389881331, -0.846517886351763, -0.954506590760342]","[-0.4001582927652938, 0.052411982842556104, -0.7161625812065515, 0.31865390450292996, -0.20084999162255002, 0.47662740982264135, 0.7484170167629451, 1.159844858224097, 0.09239750987608464, -0.8927166412898053]","[-0.3963524473973442, 0.04409072042378115, -0.717043262466236, 0.3071947908695725, -0.1894964997096243, 0.46911315129864284, 0.7666445479199984, 1.1760891864758964, 0.11091594853532907, -0.9054107467906312]","(1, 0, 1)",0.3474280839903688,0.8211748269640375,"[-0.4235816969675045, -0.008912581463308616, -0.6163449616722763, 0.2565314117058774, -0.13974847525303855, 0.3877588263944077, 0.8030886050891551, 1.137703663707557, 0.1246562963190907, -0.9015177154919684]","(3, 0, 0)","[-0.11552582, -0.059557643, -0.6350512, 0.3356911, -0.006277621, 0.4870928, 0.78378975, 1.1154604, 0.40308267, -0.79460216]","(20, 10)",0.0001,"[-0.4179087281227112, 0.12948757410049438, -0.8540374636650085, 0.3225714862346649, -0.12796306610107422, 0.41579771041870117, 0.7348687648773193, 1.1035901308059692, 0.07654392719268799, -1.0634551048278809]"
27,"[0.30040852971221266, -0.8635496756460255, -1.108788642005658, -0.8672904828370445, -0.8654089035328904, -0.3739462395836059, 0.1337306828910472, 1.1138616177334373, 0.38626475625811707, -0.33900312009153016]","[0.8854465399547372, -0.14231474026515595, -0.7923923055134475, -0.7125924892489344, -0.5109942382125773, -0.6099117844266018, -0.06899034737030504, 0.1682258565761997, 1.0297486894453374, -0.12860958846455167]","[0.9356662801392459, -0.10346263666282485, -0.8221996880622506, -0.7565805759036748, -0.5426709095551667, -0.6341987893148182, -0.1002052252433421, 0.17801619919665418, 1.0428412031508925, -0.06450842785508498]","(1, 0, 1)",0.344285771765333,0.8038548576814168,"[0.9041688004836379, -0.1403668890828466, -0.9329402052425201, -0.8106052227699718, -0.4995072652509986, -0.5731667230817649, -0.0953925705497406, 0.24626448076881133, 1.0432563419411873, 0.029797001989862182]","(2, 0, 0)","[1.2323173, 0.21755855, -0.92778593, -0.9474965, -0.7433349, -0.7738693, -0.34602302, 0.013850644, 0.9834803, -0.0905402]","(10, 5)",0.0001,"[1.0256422758102417, -0.061283573508262634, -1.0344390869140625, -0.7393878102302551, -0.6637358069419861, -0.7170179486274719, -0.059492286294698715, 0.12795355916023254, 0.9643192291259766, 0.017159268260002136]"
24,"[-0.16368099539043024, 0.9924642877554309, 1.5017809662698562, 1.7499909856268978, 1.8575848526434937, 1.8671810402860531, 0.4432714813088353, 0.5882500217078281, 1.3552075007307907, 0.9892293937218952]","[-1.112930554346549, 0.39278428178284436, 0.7960721468640088, 1.103744892837852, 1.198118539207972, 1.258525583039508, 1.2379182487662992, -0.17568764307431434, 0.6760938432449853, 1.017160579108298]","[-1.075070418288198, 0.46583179506481004, 0.7452012696585083, 1.1058759748930165, 1.1507492325806867, 1.2389042265223826, 1.2006937919208194, -0.24965703960169192, 0.7536965316324846, 0.9545379224905712]","(1, 0, 1)",0.3402535565346528,0.875849824047526,"[-1.0889057262659918, 0.42548951105875515, 0.7388740811960346, 1.0649570647312234, 1.230218152500815, 1.2303096262513642, 1.2017624625712242, -0.2373124033232743, 0.6679414717196772, 0.9849897327637799]","(4, 0, 0)","[-1.1411593, -0.06655752, 0.25632468, 0.3247163, -0.09661525, 0.65984917, 1.0809628, -0.3600954, 0.6478362, 0.7372553]","(50, 20)",0.0001,"[-1.1153624057769775, 0.4136001467704773, 0.7636423707008362, 1.0191781520843506, 0.9350194931030273, 0.9914678931236267, 0.9540731310844421, 0.0026868581771850586, 0.6467919945716858, 0.9376720190048218]"
29,"[-0.6951020745913491, -0.4279128852287399, -0.918815378963657, -1.5019427858790135, -0.9666298109046424, -1.2665671590539103, -0.5775728482030134, -0.5941856313162276, -0.85509393819885, -0.1997517813043379]","[-0.6397628680588204, -0.3752206405619389, -0.24030256494777044, -0.7986640964897718, -1.1026107376341279, -0.4153244420875785, -1.058904938010121, -0.04812037919795287, -0.5701254417172512, -0.5700312173402244]","[-0.6840746107139193, -0.3761893858352015, -0.1674863824731242, -0.8477443381114843, -1.1462223263872588, -0.4271171763474526, -1.0963957752173001, -0.1615741290417625, -0.5620991785214342, -0.6831370174925951]","(3, 0, 0)",0.3099300071413748,0.8392250502396874,"[-0.6840746107139193, -0.3761893858352015, -0.1674863824731242, -0.8477443381114843, -1.1462223263872588, -0.4271171763474526, -1.0963957752173001, -0.1615741290417625, -0.5620991785214342, -0.6831370174925951]","(3, 0, 0)","[-0.6093025, -0.9021775, -0.23053876, -0.9048819, -1.2642719, -0.72554785, -1.2054363, -0.52060467, -0.6407992, -0.8898695]","(10, 5)",0.0001,"[-0.5193217992782593, -0.3673887550830841, -0.23306390643119812, -0.7612769603729248, -1.037092924118042, -0.6707772016525269, -0.9091322422027588, -0.27455514669418335, -0.418315589427948, -0.6196291446685791]"
31,"[0.30341332875453375, 0.6340193617748036, -0.4182343227752221, -1.673433365507266, -1.2106983823717758, -1.4389688373836647, -0.5797403527290004, -0.6714112545638771, -0.3776577208129207, -0.08125005336654284]","[0.3498758509388278, 0.12847540328511986, 0.5697816601322436, -0.7031251528413439, -1.321870789086594, -0.5497629878284789, -1.1640873434694252, 0.0023033190057122344, -0.6725629140667332, -0.04137626377955411]","[0.3327365157016422, 0.12110901354487344, 0.5463658963996265, -0.6785491983018612, -1.2575501530847313, -0.517987465083376, -1.117123901294905, 0.01275296918915303, -0.6483271876569513, -0.03368463317353698]","(1, 0, 1)",0.32786177262984223,0.5653741166632114,"[0.3066836720138778, 0.11188815938963445, 0.5494025486331354, -0.6111764905209913, -1.276754121643968, -0.47586932995523556, -1.0970167530020798, -0.12109694372986424, -0.6110038999940368, -0.15939233940107042]","(3, 0, 0)","[0.43768513, 0.08659186, 0.4599091, -0.5065089, -1.2406472, -0.6973944, -1.1572266, -0.045243695, -0.6091284, -0.21019068]","(10, 5)",0.0001,"[0.32023894786834717, 0.10260355472564697, 0.5189075469970703, -0.6013598442077637, -1.033965826034546, -0.6121258735656738, -1.033965826034546, -0.01055288314819336, -0.63409823179245, -0.012688994407653809]"
33,"[-1.1700749594508788, -0.632615951279612, -0.4751845445619967, -0.4547302097030288, -0.6348457431219107, -0.7505243143273135, 0.2114753886932912, -0.4974238080943947, -1.1128169748310386, -0.9364902740093957]","[-1.1922453627898077, -0.573952278055975, -0.3456398122516245, -0.30236463843618444, -0.3035478904849366, -0.4830717978794424, -0.5089884153875923, 0.46596959638708735, -0.7304086062879384, -0.7476126716870695]","[-1.2093404904491032, -0.5847272594331682, -0.35027348090609445, -0.30704250477618233, -0.307787126440608, -0.489541084421348, -0.5168497088127004, 0.46882002049010363, -0.7320836257845954, -0.761433212908107]","(1, 0, 1)",0.3387611974099034,0.7637485088336177,"[-1.3376062711401553, -0.5248259664987506, -0.25699284860031324, -0.32440719618115343, -0.31296950860975054, -0.4871576983133368, -0.5157507728740729, 0.49928935527313917, -0.7011306593340166, -0.8672689299930073]","(3, 0, 0)","[-0.8250456, -0.104385726, -0.26590878, -0.18418643, -0.34047094, -0.5057946, -0.67572045, 0.48226452, -0.8036226, -0.93768764]","(10, 5)",0.0001,"[-1.3542331457138062, -0.5912696123123169, -0.11995358765125275, -0.13412345945835114, -0.2687937617301941, -0.6243547797203064, -0.6555591821670532, 0.4739173948764801, -0.5664812326431274, -1.0521055459976196]"
30,"[1.2814768747862875, 0.7463073658718593, -0.6197134102433243, -1.037345767595449, -0.9008440397125207, 0.3078315876998408, 0.021581535938597574, -0.8796944083338989, -1.081324879546362, -0.7193946696679511]","[0.43879132928733666, 1.0620812101426191, 0.21526676080054974, -0.7273467906435991, -0.6736723722736494, -0.564007853575696, 0.5898355144876888, -0.2733362213052468, -0.7430262976812755, -0.7098117307057242]","[0.48097976227722217, 1.0416415831098753, 0.19539975499528395, -0.6788061394639447, -0.6977755808488415, -0.5651013798104605, 0.6738989084520925, -0.21724830133251397, -0.7730131776783925, -0.818123765077093]","(5, 0, 0)",0.35237016789947384,0.7920305630419598,"[0.48097976227722217, 1.0416415831098753, 0.19539975499528395, -0.6788061394639447, -0.6977755808488415, -0.5651013798104605, 0.6738989084520925, -0.21724830133251397, -0.7730131776783925, -0.818123765077093]","(5, 0, 0)","[0.38943985, 0.9414079, 0.42381015, -0.91933835, -1.0856014, -0.7396775, 0.5897218, -0.20294508, -0.9212627, -1.0596915]","(20, 10)",0.0001,"[0.4279296398162842, 1.1033952236175537, 0.2155260592699051, -0.6675629615783691, -0.7418994903564453, -0.5195978283882141, 0.5959674119949341, -0.3801872730255127, -0.8575552701950073, -0.7180041670799255]"
35,"[0.8718212183723597, 0.23996180134999567, 0.5027677335543254, 0.256883532130359, 0.4565036352177868, 0.931794886936089, 1.1337187066863104, 1.2265590848314618, 0.9301097178148303, 1.398123321187097]","[0.6515019435710301, 0.5460702465868447, -0.03307332194342666, 0.5193043945260387, -0.002768665132660303, 0.45788796778411694, 0.7028509030440305, 0.782293255164295, 0.8354124572493142, 0.5124034891901732]","[0.6214285975807919, 0.5388358607419811, -0.031778632321117856, 0.5021401045255897, 0.0021585294996426946, 0.4401648882401632, 0.6856143238463404, 0.7615160654343317, 0.81532556357766, 0.5021098188892358]","(1, 0, 1)",0.3254747408514547,0.7018860936489923,"[0.4326537215354447, 0.6964908958167637, -0.06638211134898017, 0.38666420424322406, 0.0719923591248341, 0.3382060170294323, 0.713088439681121, 0.7439864581018539, 0.7644098859102129, 0.45890269276896234]","(2, 0, 0)","[0.59597003, 0.68846273, 0.07704663, 0.21661717, 0.06731381, 0.45794922, 0.71719867, 0.8036305, 0.7119063, 0.4967087]","(10, 5)",0.0001,"[0.6729950904846191, 0.5882525444030762, -0.08651542663574219, 0.5225186347961426, -0.020462870597839355, 0.4547158479690552, 0.6551060676574707, 0.7784503698348999, 0.8012381792068481, 0.43835270404815674]"
28,"[0.4827028715952292, 1.4678364634529344, 1.3724934473667743, 1.0175367027674227, 0.022275222104768733, -1.2173349750094409, -1.5869965908448915, -1.5499497042573265, -0.8359834031823613, 0.6462443282473137]","[-0.5051172102800897, 0.7352614767352741, 1.1002057250852975, 0.8223905848241256, 0.6063414103553598, -0.2808954830729112, -1.0768872334729853, -1.0485529741083988, -1.0256732172031269, -0.3231467945807978]","[-0.5195493148204092, 0.7715169459211406, 1.1078640254820769, 0.8330566038983258, 0.6119265284675088, -0.3002502110204613, -1.0999498257325449, -1.060052230189961, -1.044751880683964, -0.3133277406556209]","(1, 0, 1)",0.32780500981721383,0.9402301025282663,"[-0.45930885294820223, 0.7929051364984041, 1.1837025577255882, 0.74717426986348, 0.5782694053422974, -0.2818498520461805, -1.1124848666749736, -1.0194862217220804, -0.9792191041731436, -0.3159743187332137]","(3, 0, 0)","[-0.35526374, 0.62288797, 1.2635843, 1.0776836, 0.47779995, -0.31004137, -1.0300841, -1.0842178, -0.99232733, -0.3832971]","(50, 20)",0.0001,"[-0.5757778882980347, 0.9135940074920654, 1.2644712924957275, 0.8710216283798218, 0.5910397171974182, -0.3177323341369629, -0.9619618654251099, -0.925944447517395, -0.9290367364883423, -0.30117517709732056]"
36,"[1.7070818713424813, 2.045447346725296, 2.1959127831650487, 2.2534853510824338, 1.5010977209710923, -0.09454852088964627, -1.462718595695245, -2.1904910799420496, -1.6940501142298685, 0.09280371768140017]","[0.7472668932694579, 1.3334484247077523, 1.3787231343714197, 1.5065512159793388, 1.5002097430927646, 0.7509928494247101, -0.47004494560200133, -1.2276961228942445, -1.5766430184949274, -0.9057286049824048]","[0.7643139812453867, 1.3509623607330359, 1.4109129981413693, 1.539368244921668, 1.5414982747480686, 0.778296843095801, -0.47285988508921517, -1.2555037112591951, -1.6182568122583112, -0.93755514853325]","(1, 0, 1)",0.3396466227906307,0.7516213108791432,"[0.8069824782782375, 1.3168941541478028, 1.4489977448990214, 1.5275946419328874, 1.5726463706853233, 0.8166772014961705, -0.43913857873233875, -1.206833996114581, -1.5545196320111767, -0.9220469570825033]","(3, 0, 0)","[0.93997866, 1.338083, 1.4890095, 1.6008943, 1.6143488, 1.2615438, -0.2940427, -1.0522324, -1.2787087, -1.0384378]","(50, 20)",0.0001,"[0.8003861308097839, 1.3450357913970947, 1.4501034021377563, 1.453410029411316, 1.456710696220398, 0.8667239546775818, -0.5270451307296753, -1.289288878440857, -1.5865286588668823, -0.9210070371627808]"
32,"[0.3506014663779186, 0.4588708537287912, 0.6111870775222703, 0.7009557382411274, -0.33368058540159296, -0.3390673579828756, 0.5324358915267126, 1.0572967256413448, -0.0632253738257702, -0.19514903824269536]","[0.8439740211373092, -0.07138554419073598, 0.4945636258241592, 0.3639052646101907, 0.519003105936032, -0.593182138369609, -0.04247628879807108, 0.5536740359257482, 0.7804597076784707, -0.45345522766500557]","[0.8153996218309069, 0.019571640368340637, 0.4320623042877615, 0.41888997893048674, 0.5103466569443255, -0.5174009885332466, -0.12492988491871075, 0.5589219191048678, 0.7972277310527844, -0.37070853122226594]","(1, 0, 1)",0.31045823717001475,0.9629613530532084,"[0.8439584221488602, 0.13392038873212236, 0.3350162476427513, 0.44841696466506953, 0.4926881805895963, -0.4883979373627383, -0.2283282122302579, 0.5792422149556457, 0.8422085756563722, -0.3294620718964141]","(2, 0, 0)","[1.0448011, 0.20498821, 0.53487194, 0.5352533, 0.46405184, -0.49555552, -0.20024563, 0.5221757, 1.0628324, -0.30662]","(10, 5)",0.0001,"[0.8327913880348206, -0.04048353433609009, 0.41039353609085083, 0.2959800362586975, 0.514160692691803, -0.41235965490341187, -0.1734524369239807, 0.4925714135169983, 0.8882430195808411, -0.5636923313140869]"
38,"[0.19644936950695574, 0.7281072577741707, 1.1272456055662539, 0.8525148113636306, -0.3894738733621225, -1.603538127060835, -1.4450464554723474, -1.0456602876981642, -0.656953379263158, -0.013529857602883555]","[-0.009104065229563349, 0.20100140212173742, 0.627606556713302, 0.8134423272096029, 0.4457936477588292, -0.6123706972415371, -1.2973527784400667, -0.7963700662523142, -0.6474752545720072, -0.3332157519771544]","[-0.01301037660725976, 0.21155564438218982, 0.6460869463858397, 0.8313382621878683, 0.44648150718826907, -0.6437542089671873, -1.3297096868985347, -0.7982377065879271, -0.6658468934522064, -0.3307656634271893]","(1, 0, 1)",0.3027490013103518,0.8082068916760692,"[0.037757362424158364, 0.19464405085344455, 0.6617463131268468, 0.844804622170519, 0.4603500633944257, -0.6314802716553582, -1.3536504927439825, -0.8501811931756482, -0.7034908138827833, -0.3268950797587059]","(4, 0, 0)","[0.2884805, 0.41837868, 0.80839753, 1.0738976, 0.5718174, -0.69825023, -1.0827758, -0.78918153, -0.6910588, -0.4409022]","(10, 5)",0.0001,"[0.08381125330924988, 0.34757140278816223, 0.6996486186981201, 0.8892791271209717, 0.5141654014587402, -0.6189479827880859, -1.0564011335372925, -0.8296185731887817, -0.62827467918396, -0.363610178232193]"
34,"[0.3332583930137314, -0.23995789038278237, -0.1122022786309056, 1.0596879630957488, 1.177080487643221, 0.06245018526644397, 0.3923453408792714, 0.7568536651749199, 0.8723372494612107, 0.7982448589461052]","[-0.46563829537462587, 0.5660775407010443, -0.5229966607333045, 0.14929605173574667, 0.9850399372278754, 0.6845605190292833, -0.27983007424819767, 0.5322603780033702, 0.4907234761732348, 0.6269755113745933]","[-0.4306201533081801, 0.5180874538080782, -0.4676848003413247, 0.10898480819102686, 0.9559974945802188, 0.67454442378833, -0.2551398797209399, 0.4915960031905935, 0.49027142165691395, 0.6011888316930285]","(1, 0, 1)",0.33904564970640105,0.8114236350526924,"[-0.35834874897659313, 0.47100850590470356, -0.41507767675511986, 0.03906849755613387, 0.9987102636919294, 0.6552279974786765, -0.26340256909220644, 0.5115716145262924, 0.5562035109441956, 0.565408413458922]","(3, 0, 0)","[-0.35129282, 0.5396072, -0.46442336, -0.042197622, 0.96739596, 0.754879, -0.25134858, 0.7319127, 0.55088663, 0.4440228]","(10, 5)",0.0001,"[-0.5152926445007324, 0.8623895645141602, -0.4264557361602783, -0.020433299243450165, 0.6417344808578491, 0.6586320400238037, -0.16951055824756622, 0.8388758897781372, 0.49724769592285156, 0.5810734629631042]"
40,"[-0.8047873718045049, -0.1300202701662716, 0.695905070661731, 0.37099730432246275, -0.07549416870083717, -0.9612037512661388, -1.6009695774664776, -1.7099297981413237, -0.8936570159629138, -0.12911489059261472]","[-0.8058451454567335, -0.40186479907613815, 0.07091212937179747, 0.6604490059758323, 0.04077280133454661, -0.09588056936811047, -0.9132634665820836, -1.144337844175436, -1.1377608760536058, -0.3247765779361109]","[-0.8199765179040269, -0.43555285953924133, 0.054326448012195036, 0.645902272500966, 0.09008496953944053, -0.10953867712754001, -0.8777195534369144, -1.176696639835732, -1.160070215044382, -0.38149462645498877]","(1, 0, 1)",0.33315996676542026,0.891501403214913,"[-0.8173035082236002, -0.46182592313179227, 0.023386840766301292, 0.5971570401426386, 0.07407092016024758, -0.11549644865513325, -0.8296337878639934, -1.1656804544526396, -1.1500128071764977, -0.42060657282141745]","(3, 0, 0)","[-1.103466, -0.70297563, -0.0099122785, 0.8084401, 0.46603024, 0.018518124, -1.053502, -1.4166712, -1.3613496, -0.54672205]","(50, 20)",0.0001,"[-0.8542312383651733, -0.321550577878952, -0.02353420853614807, 0.5778028964996338, 0.027380824089050293, -0.10333278775215149, -0.995042085647583, -1.2474676370620728, -1.2189686298370361, -0.34831616282463074]"
42,"[1.349609050956198, 0.28643198137919956, -0.580334596230885, -0.8864732069124243, -1.3947872325795727, -1.5342702678159439, -1.5749370649129626, -1.1672918085267447, 0.18855794128975967, -0.288322847974939]","[1.0400575483876775, 0.8295802767623592, -0.12835815700198006, -0.516155517729895, -0.6283954480474767, -1.0805895085558344, -0.9939755135380268, -1.0779493081439493, -0.6283171544547702, 0.5027165185171447]","[0.9817992218874243, 0.7895713384914191, -0.09881151821601208, -0.4873028353205878, -0.590390969094355, -1.0116262456269594, -0.948368765705415, -1.0171565929870632, -0.611008170198763, 0.45395252093336297]","(1, 0, 1)",0.31726298907027856,0.8362304468122281,"[1.0070322428817895, 0.7577579405691922, -0.15290346900285495, -0.5215678411008121, -0.5526455611760432, -0.9845495281498311, -0.9351932853881083, -0.9679901252602576, -0.586356414579508, 0.5058845769607772]","(3, 0, 0)","[0.8386164, 0.61326027, -0.08403436, -0.5204163, -0.4752819, -0.7712052, -1.0243745, -0.9989143, -0.7853868, 0.22687542]","(10, 5)",0.0001,"[0.6455457210540771, 0.5753676891326904, -0.08502203226089478, -0.634045422077179, -0.5951135158538818, -1.0360140800476074, -1.001969814300537, -1.050797700881958, -0.677251398563385, 0.5504056811332703]"
41,"[-1.4375676212985418, -2.0217203782526525, -1.9535855577314707, -2.166978050543202, -1.189794536956566, -1.3323027622775923, -1.0140894979802253, -0.2643535583450203, -0.7854779820234, -1.3409865220708328]","[-0.5559291296022015, -1.159603056497441, -1.441918850003932, -1.2326261327295045, -1.5506649841784497, -0.41446204486734106, -1.1250717398439218, -0.4515536280582644, -0.03857674431588809, -0.7661896098654559]","[-0.5572483735917624, -1.1600022094468647, -1.4426234689643613, -1.232650258060164, -1.5610113094865692, -0.40729679783981876, -1.1367884562305863, -0.4483778069990777, -0.04001766487809054, -0.7724826920917192]","(1, 0, 1)",0.32920742160917793,0.7515502515057803,"[-0.4954246482428011, -1.1712498942691791, -1.451072449424923, -1.2202719448839643, -1.550307797834007, -0.47492897684956836, -1.0890715039835452, -0.5730709807325731, 0.006262981076022911, -0.8006499801307436]","(3, 0, 0)","[-0.4950177, -0.9152877, -1.239495, -1.0825661, -1.2317965, -0.4614461, -1.2101141, -0.58029133, 0.08340965, -0.9791232]","(10, 5)",0.0001,"[-0.5758198499679565, -1.1539431810379028, -1.2171698808670044, -1.1697970628738403, -1.3768092393875122, -0.674604058265686, -1.247916340827942, -0.6100271940231323, 0.03620919585227966, -0.7952457666397095]"
44,"[-0.596807469842795, -0.5418199152020906, -0.16319197357150295, 1.0265786547029618, 1.277305455370556, 0.9388726183629851, -0.39804662005942176, -0.8884212270675725, -0.8771282643782096, -0.6632583023674431]","[-0.8916833748784163, -0.15096578240358682, -0.4663370240002972, 0.06997653842864565, 0.991590385488639, 0.7815102626262366, 0.5481174870498668, -0.6721053635843551, -0.552368545275395, -0.6009439917405122]","[-0.9037406805603606, -0.14451486872057892, -0.4728315381727781, 0.07415271251745174, 0.9978947052630163, 0.7832989306080624, 0.5509173324038811, -0.6812338378679084, -0.5507259657876398, -0.6060427868472201]","(1, 0, 1)",0.33795114717775004,0.6022825042459433,"[-0.8396958102529568, -0.2293323056131642, -0.3689342530208175, 0.013663103385554376, 1.0370946577309994, 0.7991093601769585, 0.47787930957400704, -0.6790637960957995, -0.6086187288702355, -0.5210895000828794]","(3, 0, 0)","[-0.7549193, -0.22178787, -0.3117764, 0.12640372, 1.0187393, 1.0929657, 0.7076124, -0.67149246, -0.63730127, -0.5445911]","(10, 5)",0.0001,"[-0.8930210471153259, -0.14595025777816772, -0.47842031717300415, 0.12535279989242554, 0.9337884783744812, 0.9284109473228455, 0.5795609354972839, -0.6290085911750793, -0.5906383395195007, -0.5987173914909363]"
39,"[0.674737531176434, 0.22585632107127612, 0.1447173558891808, 0.8449839033204969, 0.981149081186912, -0.12607406087554024, -1.1291825113924396, -1.7708241223934436, -1.9237683696617718, -0.7785626463038531]","[0.5973708668962577, 0.3760520977283051, 0.037830272207123566, 0.125802219785619, 0.7820827934276874, 0.5901076844730684, -0.4211279031120744, -0.9186185598364025, -1.3115148424752423, -1.2680109484241506]","[0.6004989480323941, 0.36306367577898296, 0.0329712344127001, 0.1302184227391736, 0.7945741242943845, 0.5710442952942734, -0.44148014053790813, -0.9154515588024148, -1.3161179470331863, -1.256902311754935]","(1, 0, 1)",0.32512605839528247,0.7343843998931467,"[0.469377211469459, 0.3531403901731745, 0.0632007012488841, 0.1558912607592733, 0.8060070555053838, 0.5944611177832193, -0.4385507580110036, -0.8799327644624308, -1.2382735353817869, -1.2651067455384561]","(3, 0, 0)","[0.31839103, 0.14581907, -0.02739257, -0.04003525, 0.76255816, 0.82427806, -0.44798708, -1.0620648, -1.2915663, -1.2923295]","(10, 5)",0.0001,"[0.46638888120651245, 0.3935468792915344, -0.01416689157485962, 0.13911479711532593, 0.8061347603797913, 0.5579594969749451, -0.4636771082878113, -0.7779641151428223, -0.8303508162498474, -0.8303508162498474]"
46,"[1.633972604008512, 2.0515556040711123, 1.2981827694919237, 0.0014295668353975222, 0.11633872874199408, 0.8278345371025561, 0.5531603536194274, 0.4213312298761668, 1.0650114075866626, 1.7370590875200516]","[0.7386829754656061, 1.2646311162757091, 1.419240045933258, 0.5885627465252948, -0.2928518064272499, 0.26276463195561905, 0.6964522211247466, 0.2049342430570541, 0.31886410834763973, 0.9055793534128427]","[0.7269515696102364, 1.2494453232116722, 1.4098037407328567, 0.5937588647168287, -0.28545567633194324, 0.25221180911544927, 0.6902592854612359, 0.20838874244090888, 0.3125339222568646, 0.8944633406360061]","(1, 0, 1)",0.33213203664064933,0.8819789654776292,"[0.6995596063511544, 1.2646451836911399, 1.4060862640107266, 0.591057462789093, -0.26921060534050933, 0.3185645398544411, 0.7558598436914975, 0.17952542150910755, 0.29063993020144485, 0.9365403058367645]","(3, 0, 0)","[0.5064931, 0.92681766, 1.0738403, 0.58912313, -0.25287932, 0.06004359, 0.5327828, 0.20775938, 0.16843969, 0.79489857]","(10, 5)",0.0001,"[0.6361522078514099, 1.3463006019592285, 1.5077934265136719, 0.6662030220031738, -0.2204934060573578, 0.18783257901668549, 0.5903924703598022, 0.20509888231754303, 0.24913229048252106, 0.8039142489433289]"
