seed,Test,True,ARMA,Order,Informer,Informer_para,Informer_lr
63,"[1.050059351997494, 1.1375970531793824, 0.9018157948913458, -0.34597085854476634, 0.17781742522708355, 0.9972768497318145, 0.7951631711450577, -0.4408745917527447, -0.4381256548375619, -0.12837392231248315]","[0.7913603395091786, 0.6543791822429046, 0.8104074620579301, 0.4966120638623807, -0.5942768904759567, 0.4749558704650619, 0.7597989144992836, 0.41526371389541594, -0.6485064487004526, -0.11387243048733556]","[0.7869889109168062, 0.6452059659943314, 0.8070376790866995, 0.48755976687953595, -0.5985047704230421, 0.4865364974849516, 0.7466064043589378, 0.4101849183388323, -0.6537477750776555, -0.10012735091962982]","(1, 0, 1)","[0.034361273, 0.0343616, 0.034360483, 0.034359857, 0.034359887, 0.03436087, 0.034361035, 0.034362584, 0.03436376, 0.034362525]","(20, 4)",0.001
73,"[1.5981682754602797, 0.47613100745064985, 0.2460839045818798, -0.4131581420894077, -0.9561774860620392, -1.6382663600870793, -1.60388481734283, -1.8562502351959105, -1.7275972666232273, -1.8483471817968984]","[0.8859232350970252, 1.155206657911767, -0.10147232150523372, 0.2968200653344966, -0.561568174756656, -0.6753933986837113, -1.3005696607452237, -0.9535999869702182, -1.3794502417108014, -1.0378721457678266]","[0.8647769927315477, 1.1100639860772223, -0.10941013658246265, 0.29562714152064473, -0.5531975511693394, -0.6438475900642753, -1.2624867462231708, -0.9129245959686131, -1.341686091423776, -1.0004335953757932]","(1, 0, 1)","[0.021098524, 0.12001528, 0.36437324, 0.36078373, 0.3372163, 0.32944566, 0.31531984, 0.32571545, 0.16032557, 0.061318707]","(20, 4)",0.001
84,"[-1.0773882682801095, 0.09131150572273972, 1.4135278971612522, 1.2096555701259912, 0.8029150850723583, -0.31707212454065514, -0.10828527337610316, 0.10507598256799106, 0.7912046177200425, 0.930934130756752]","[-0.5941391785567693, -0.7803186790017248, 0.4814708452236021, 1.1727924745494511, 0.6232593328512657, 0.4912854186467255, -0.5627148338640179, 0.17307214355590578, 0.018539910790038167, 0.7819346623250234]","[-0.5990059767719628, -0.7860631344891613, 0.4811888797524254, 1.1809987262422528, 0.6279609489202093, 0.4948012170083148, -0.5654668768025906, 0.17220567910103982, 0.019938702837522325, 0.784065176761747]","(1, 0, 1)","[0.42280012, 0.44486266, 0.3699493, 0.29475605, 0.3318332, 0.42132068, 0.41614845, 0.43328777, 0.4290912, 0.3512378]","(20, 4)",0.001
62,"[0.5807857887775404, 1.309510170126392, 0.9957710142775008, 1.4423135326117467, 1.5073385732072293, 1.860124071525592, 0.6912137815587395, 0.7148231064998893, -0.005251213892576323, -0.10066984423083652]","[-0.00012903537550514044, 0.580850306465293, 1.0190850168937455, 0.486228505830628, 1.1991992796964326, 0.907738933359013, 1.4062546048460853, -0.01191352086430325, 0.720779866932041, -0.3656411473585968]","[0.04508766421532883, 0.5998414904702785, 1.0182223614128434, 0.535735284819238, 1.1458969171301856, 0.9204100532509059, 1.3356821946688977, 0.07426959970546887, 0.5881327194880861, -0.32074867934921464]","(4, 0, 0)","[-0.22656904, -0.22657163, -0.22657046, -0.22654842, -0.2265788, -0.22658294, -0.22656482, -0.22659506, -0.22659177, -0.22654201]","(50, 10)",0.001
82,"[0.5965816182483674, 1.2990713543801533, 1.9234065624372736, 1.406278453618136, 0.7102716267622579, 0.4623261112951719, 0.3983423829156504, 0.739548226017041, -0.1040164850777916, 0.4512726259317906]","[0.09717399050939596, 0.5479946229936694, 1.0250740428833187, 1.4108695409956142, 0.700843683120329, 0.3598497852020934, 0.28240121869412527, 0.25714177356858775, 0.6109773392327471, -0.40950515469416515]","[0.04976565211858072, 0.6015427448226212, 1.0368054341641586, 1.4914035318423318, 0.7499560048908295, 0.3517976491104416, 0.2542316269658281, 0.20582807253301244, 0.5950656764471878, -0.4070931700081601]","(4, 0, 0)","[-0.0671153, -0.01425498, 0.08734248, 0.14760233, 0.078977644, 0.012182966, 0.0049679354, -0.019075528, 0.00050137937, -0.045136087]","(50, 10)",0.001
53,"[1.0042581321986983, 1.786586900069016, 0.5037616150013121, -0.8280515123641135, 0.007359997236528915, -0.34453630765982646, 0.046965674911952915, 0.3372333050774645, -0.1431627080297465, -0.8911516232459916]","[0.42355291967175035, 0.7924816723628231, 1.3903460638876046, -0.19141141694249014, -0.7323458038928684, 0.3735328991829631, -0.531302757251308, 0.31261705353760694, 0.18092477830866105, -0.23362509718407704]","[0.42232489536720097, 0.811167827767102, 1.4147281666956157, -0.21644669405843453, -0.7357896776377718, 0.3920899148312763, -0.5578305914467117, 0.3377759166990754, 0.16931206227925064, -0.2346999277222973]","(1, 0, 1)","[0.63324213, 0.63329315, 0.6333388, 0.6330553, 0.6327795, 0.63271594, 0.6327299, 0.63284075, 0.6327536, 0.6327647]","(20, 4)",0.001
76,"[0.9170068935406449, 0.09921659153687062, 0.027081572364266338, 0.35196597674754104, -0.6042087501673028, -0.6224803369831329, 0.30027899987465956, 0.4035081592790838, 0.46612235038460753, -0.10607835979586652]","[0.6285459706553915, 0.602733908212949, -0.20215036256960392, 0.1281567536490683, 0.2878875999230069, -0.7481525501288062, -0.24840406191872977, 0.42448103083402444, 0.19126764386207157, 0.3704885284535717]","[0.6251454807877732, 0.6077102296120348, -0.22805737281234262, 0.1519429868282902, 0.28090840145153917, -0.7771412928798127, -0.21936764929171748, 0.4295323436243168, 0.18212813694387517, 0.3819889831086757]","(1, 0, 1)","[-0.12328144, -0.083641835, -0.12342446, -0.1102118, -0.09499087, -0.123899885, -0.123403884, -0.1238687, -0.12418813, -0.124050446]","(50, 10)",0.001
89,"[-0.49526888152609727, -0.7460328929309152, -0.9918597789897783, -1.304960027194354, -1.6368133427777063, -0.4304367241010688, 0.9542770910203493, 0.8867173276198901, 0.2483301378449666, 0.8005497665221791]","[-0.6227272176590564, -0.1839052726965691, -0.6540802565826307, -0.6648196506984629, -0.9725502018451225, -1.1505382418551449, 0.14483239682650367, 0.8818608926070974, 0.44578688131634137, 0.02543669718679592]","[-0.5679200477805284, -0.17701499002428447, -0.6414255822230588, -0.6287636659604584, -0.9473950037677223, -1.1029931959078012, 0.1810885889371247, 0.8466862162612498, 0.4114592435893092, 0.018609341326199777]","(1, 0, 1)","[0.55873483, 0.41828015, 0.5084362, 0.5791829, 0.64406735, 0.40207118, 0.309636, 0.2766912, 0.44977787, 0.6665367]","(20, 4)",0.001
86,"[-1.053605686133575, -0.8829235935390368, -0.621673625728832, -0.8505325239963792, -0.86748778064892, 0.2395305728917369, 0.8466424303377501, 0.4149480654767686, -0.6857906490263341, -1.063394691695795]","[-0.7888615642590333, -0.6591749040040583, -0.5533361415370077, -0.34500555496032814, -0.6780297465162152, -0.5284729073908123, 0.5037670265871431, 0.5947589170441785, 0.11756860695467933, -0.7445749525036738]","[-0.7800853294769925, -0.5891533308607069, -0.6179146395767858, -0.3324466250621595, -0.6125221836294383, -0.5105704492186405, 0.4941935530319319, 0.5874412673128719, 0.139542969461444, -0.7880429116254724]","(5, 0, 0)","[0.01989732, 0.010057554, 0.009187497, 0.0055455193, 0.010041691, 0.009069376, 0.008871481, 0.009276882, 0.010288008, 0.013469137]","(50, 10)",0.001
100,"[0.6222004416663334, -0.14643987609322695, -0.589992441037281, 0.5659891711853549, 1.149165459575575, 0.4060878722864004, -0.529152482535381, -0.016476438998050513, 0.34979229227538555, 0.2217781204849847]","[0.10549828280820003, 0.5694513002622333, -0.4311655262243436, -0.37440967792510915, 0.7531940101479094, 0.7725684545016201, 0.019803645035590345, -0.5390543050531762, 0.2530507135285376, 0.22326693551111676]","[0.09460118098149356, 0.5778917805875484, -0.3686721482046894, -0.37828367013595493, 0.7109306939923012, 0.6970281415916304, 0.06265464392666342, -0.45885844627459116, 0.2152903730927635, 0.159058712113157]","(4, 0, 0)","[0.49781471, 0.3771792, 0.3809278, 0.19356085, 0.10268301, -0.0076078176, -0.054966338, 0.001490999, 0.08141416, 0.50023955]","(20, 4)",0.001
83,"[-1.4898022222680432, -0.3109631005748127, -0.5951744279989193, -0.5246923011041309, -1.087759376814463, -0.4217591500611426, 0.7426609102994897, 0.7528060875519031, 0.7440215146198741, 1.45521694174279]","[-0.8928126776604424, -1.0433958834378219, 0.2107348411440983, -0.7005418485709685, -0.17442137681864667, -1.0005486884051398, 0.07851519414142727, 0.703403313228776, 0.40110443093751513, 0.5434692991511165]","[-0.895697360626861, -1.0490881389831839, 0.21375086157340648, -0.7034046615782864, -0.17505761879099174, -1.0020600916975828, 0.07343551456670219, 0.7060323275429836, 0.4025332432064296, 0.5450264430942713]","(1, 0, 1)","[-0.2152572, -0.21493691, -0.20634097, -0.20660606, -0.20672187, -0.20659748, -0.20660573, -0.20621759, -0.21356484, -0.21271807]","(10, 2)",0.001
81,"[-0.11825032407236824, 0.5133704831195337, -0.12972211393461386, -0.4753794384972261, -0.9712735767247948, -1.0070699126716907, -1.206213243148309, -1.5575639861401895, -1.9123992920490966, -1.7841343264400584]","[0.7205027123815342, -0.47850168026313533, 0.7526213232511014, -0.5060327755601646, -0.2223630507171438, -0.8600920513662229, -0.5770238869885792, -0.9177012996540194, -1.0987133363131798, -1.3630426238925066]","[0.6489964563991975, -0.36554131847443855, 0.6698197213217696, -0.3924720870041422, -0.31979144035236573, -0.7736633059378183, -0.6410817167241423, -0.9161289026464425, -1.1831882323974154, -1.4141054655822896]","(3, 0, 0)","[0.10879492, 0.18884556, 0.16976672, 0.18116382, 0.22154243, 0.16610612, 0.22374146, 0.29928067, 0.19519961, 0.170153]","(20, 4)",0.001
98,"[-0.024751709486492857, -0.5971460663241378, 0.2728564640434047, 1.1688558513803806, 0.18526211348455457, 0.6983190008011432, 1.230512166014851, 1.0703487013429358, 1.414747368266163, 1.289010327184216]","[-0.14517548450490225, 0.04783603276595827, -0.621064082707117, 0.5833885053969632, 0.8771615986818991, -0.253318685856395, 0.8249783437293408, 0.8180229941501806, 0.6613372042678455, 1.0840787661322402]","[-0.09809520808313238, 0.019812270741271946, -0.5879291408748147, 0.5251399555549044, 0.8980666269505503, -0.22228850584155674, 0.7743907964477394, 0.8452937375605502, 0.659349097413872, 1.0778899780867133]","(1, 0, 1)","[0.19012147, 0.19068852, 0.19232348, 0.19389522, 0.193216, 0.19197854, 0.19153655, 0.18910092, 0.19019592, 0.19218469]","(20, 4)",0.001
93,"[0.30153223106988497, -0.10321544872931196, -0.2748992041791227, 0.29015353002316857, 0.35914253840275745, 0.9712980800074007, 1.1340918819236876, 0.33791150229537725, 0.40404228402007347, 0.5769322414121981]","[0.45274007283906675, 0.0751621946503516, -0.14079654605448777, -0.20450093115187884, 0.392403995599108, 0.16294054060320345, 0.889827809705799, 0.6891779770707881, -0.0066774862400167945, 0.40738102714008184]","[0.41597104929910345, 0.11607313740585093, -0.1537783126496683, -0.20526902249379228, 0.378951410386737, 0.1894402392843593, 0.8812239889389685, 0.7383682718140223, 0.009943463394460367, 0.3969929641267792]","(1, 0, 1)","[-0.29338434, -0.27886882, -0.27526018, -0.27896145, -0.28238356, -0.2785965, -0.2860415, -0.27724567, -0.26249933, -0.25637332]","(10, 2)",0.001
87,"[0.37304200380651775, 0.5762159787098875, -0.19769908031622863, -0.3203639541219173, -0.8153877939653668, -0.3420536830765592, -0.41000703934783667, -1.321035881999118, -0.1696072908106876, 0.6487607692576584]","[0.0668150779555817, 0.3396344648287269, 0.4063987462955241, -0.40089845346399067, -0.11991472738992198, -0.7554304302704058, 0.03566153205864367, -0.4278378053771585, -1.1071169793105387, 0.38395119884458173]","[-0.02558583280601781, 0.4164826155219449, 0.3777382882906385, -0.434339432128005, -0.0909539775428089, -0.8262476279472493, 0.11438587903850608, -0.5075768015712014, -1.1264997110882415, 0.47683905353280587]","(1, 0, 1)","[-0.525497, -0.5070368, -0.485076, -0.50283235, -0.49309224, -0.4795446, -0.529118, -0.48945045, -0.4838337, -0.50773716]","(50, 10)",0.001
96,"[-1.7501678292007754, -0.7971942000059093, 0.3938658922474092, -0.45714863756277946, -1.052168722196051, -1.0664714795621473, -0.7293493968282486, -0.5032054302575537, -0.23205691191626843, 0.4997808401105744]","[-0.9695056609500554, -1.2654149987257477, -0.1644867006430355, 0.47610924256892695, -0.695203258847243, -0.7045670927724295, -0.7141879331759325, -0.37225543024028235, -0.31707771513741256, -0.07351805434756215]","[-0.9949654395718345, -1.3108669407211062, -0.16338736761387235, 0.4904226953101618, -0.7232951082579265, -0.7222887720611828, -0.7383497672233428, -0.38063607330064647, -0.3282396470984749, -0.0736763309877691]","(1, 0, 1)","[0.10370612, 0.103480175, 0.103575274, 0.103467986, 0.103889346, 0.10364011, 0.10343367, 0.103578776, 0.10348067, 0.10350786]","(20, 4)",0.001
88,"[-0.12535351901394975, 0.08603058028843796, -0.5926475112831628, -0.7978512218358794, 0.03577122429240581, 0.44487145056039135, 0.7412664821382897, 0.07631729439473611, -0.9968099512419335, -1.4889540761275784]","[-0.777693907859682, 0.2634934349158912, -0.04571613716950765, -0.569789442698409, -0.512956500486675, 0.29224947453574324, 0.2987467132925197, 0.5918931254920299, -0.21962926835127883, -0.8869953170662941]","[-0.7822098284740254, 0.26646564732381034, -0.04722571819121309, -0.5726636158179284, -0.5150973560887573, 0.29537967749401095, 0.29896112038637396, 0.5957428089217391, -0.22279956491894826, -0.8907911786598022]","(1, 0, 1)","[0.10311435, 0.104083925, 0.106865376, 0.101964355, 0.10039735, 0.10282482, 0.099039644, 0.098163396, 0.099618524, 0.10198371]","(20, 4)",0.001
85,"[-1.3312969593621875, -0.4819894714107096, 0.7434917037912979, 1.3435029603963398, 0.5023171287675088, 0.1822480400419817, 0.4313604082137851, 0.7866010130572215, -0.16108620425007575, -1.0858749210216962]","[-0.7413632764748638, -0.9606153211247557, -0.001681810848331744, 0.7443326092154638, 0.9713366557886078, 0.01664880087320486, 0.17392363960537927, 0.34439858841109544, 0.6144017188516737, -0.46828706367591266]","[-0.7031187442129434, -0.9485037058051837, -0.026974855866823744, 0.720589102173367, 0.9514163132727418, 0.04268084221656812, 0.1540965609868115, 0.3406206890904425, 0.5941158276760872, -0.4257864096430451]","(1, 0, 1)","[0.19101223, 0.15297681, 0.15913026, 0.21005158, 0.21478014, 0.21259904, 0.2292814, 0.20078376, 0.17211951, 0.14476408]","(10, 2)",0.001
95,"[-1.251953775866529, -1.3727370399751577, -1.10733230794949, -0.1600413611097481, -0.035180079313670676, -0.6129131056313042, 0.011044381299815775, -0.0844093501524874, 0.6939304783580773, 0.6270762385219777]","[-0.7061472957282471, -0.8988801280024054, -0.923296975973955, -0.6456838199625125, 0.16280054887150813, -0.11658035374942474, -0.5546229287565918, 0.2883558456781117, -0.22858727299154324, 0.8082241148538489]","[-0.7233899522501364, -0.87473957644421, -0.9172600184600959, -0.6278679162317269, 0.1733617900515806, -0.1279378017515877, -0.5497447876496897, 0.3045408495011976, -0.2473714122932575, 0.8293212433786263]","(1, 0, 1)","[-0.4532222, -0.4531921, -0.4531373, -0.4531486, -0.45311853, -0.45314673, -0.45314243, -0.45313105, -0.45309833, -0.45311767]","(50, 10)",0.001
79,"[-0.6303287116750474, -0.4172462558880245, -0.7572533394594584, -0.019003206271569206, 0.4268367240084925, -0.4111084786236091, 0.2619592123410066, -0.4100592315646806, -1.152792322082976, 0.0648824619404823]","[0.2835713083607613, -0.7721143658554281, -0.031189072960310454, -0.7416588029793032, 0.35182619521808234, 0.2509236263994513, -0.5365702918233348, 0.530244358252674, -0.6751814106910177, -0.8152016167374673]","[0.2839500419819552, -0.7427018638938374, -0.05990422509420437, -0.7043431091517864, 0.30503965807998124, 0.271891415958223, -0.5225448599481475, 0.49372223875490406, -0.6204894294739005, -0.8251758826494544]","(1, 0, 1)","[0.012331232, 0.012340985, 0.012350097, 0.012369908, 0.012296215, 0.012211155, 0.012310103, 0.012270503, 0.012313105, 0.012288284]","(20, 4)",0.001
77,"[0.24622065274750415, 1.0890274668618551, 1.1317004588103599, 0.9311535368048494, -0.38726243233612045, -0.6997465916529763, 0.4300835202433518, 1.1174021830434606, 0.6362336595329503, -0.7596260725035046]","[-0.41153606729488623, 0.45198868639494727, 0.8630331236643815, 0.7001838969781691, 0.5810615883157648, -0.6777932264940029, -0.3608499784059748, 0.6105085094463392, 0.812147928320291, 0.23015969537280478]","[-0.3875877827239298, 0.4198387265542739, 0.8575724175075898, 0.6936904817022138, 0.576763324103699, -0.646978616474413, -0.3731046888537448, 0.593032368896574, 0.8027922563819287, 0.23641512548826377]","(1, 0, 1)","[-0.07833235, -0.0783506, -0.07823935, -0.07827343, -0.078414254, -0.07835518, -0.078327864, -0.07823692, -0.07833898, -0.07832593]","(50, 10)",0.001
97,"[1.4183671678152758, 0.4139600652939346, 0.48535394723718606, -0.04410255415612191, 0.4525782606865739, 0.09852123979295663, 0.0581639591738482, -0.5169310831622613, -0.35451166912538934, 0.8486503987237831]","[0.7543061489748016, 1.041214093327875, -0.10664698137000295, 0.5386774379221875, -0.3134412731172157, 0.6092988972451818, -0.20612820882963426, 0.16122806358866532, -0.597545114956594, -0.05573911164709233]","[0.7554873488403302, 1.0691925114599772, -0.15077847577341186, 0.5636884656611832, -0.42799615186322065, 0.58918296266633, -0.25323590228253484, 0.15175671439045826, -0.6137895397547856, -0.06413008677520421]","(4, 0, 0)","[0.04456077, 0.046750154, 0.045166302, 0.04395358, 0.042228233, 0.043133046, 0.042761575, 0.04249205, 0.04614192, 0.0452804]","(50, 10)",0.001
91,"[0.3545847810736995, -0.38975637253466244, -1.529425353097951, -0.8268873015709277, 0.6365461092780518, -0.15301607298961528, -0.4043066933888111, -1.0811037141111999, -1.848357109134251, -2.2259245068820883]","[-0.18622597904702598, 0.4476977705972125, -0.6136052578332687, -1.2226227241813166, -0.21557593948026943, 0.7443340790181865, -0.5251831124987085, -0.14171513713945683, -1.0102461455414715, -1.3432340363635151]","[-0.16829764746951104, 0.3993622738241991, -0.5668921543193189, -1.2571640162655775, -0.14955752467447359, 0.7284623032345994, -0.6357558802737058, -0.19481770296999035, -0.9044332966181686, -1.3867741254562254]","(3, 0, 0)","[-0.15719792, -0.15719882, -0.1571981, -0.15719876, -0.15719953, -0.1571993, -0.15719822, -0.15719846, -0.15719536, -0.15718523]","(20, 4)",0.001
99,"[-0.6498029850777745, 0.3893539140723592, -0.008361240862607366, -0.7097390734515481, -1.0072067818740826, -0.6339129644263006, 0.7135116813054091, 1.396591786710745, 1.0031708116774778, -0.4296508252965735]","[-0.11705891312578315, -0.5912735285148829, 0.6849906783298007, -0.3508565800275077, -0.5343107834377943, -0.7400513901551855, -0.2638872693487079, 0.8454553159797631, 0.9738641287208634, 0.5162387473170461]","[-0.1165765658617464, -0.5887036254923984, 0.6800190160360617, -0.3444993717742879, -0.5322249574494249, -0.7351870370462013, -0.26427104200728163, 0.8396037627154893, 0.9687199481836986, 0.5136602326811337]","(1, 0, 1)","[0.16186452, 0.16186458, 0.16186464, 0.16186467, 0.16186383, 0.16186458, 0.16186377, 0.16186377, 0.16186489, 0.16186425]","(50, 10)",0.001
78,"[0.6755184010827213, 1.1439816782952925, 1.1528557572551912, 0.7089011188918671, 0.6603542970946401, 1.455951427027909, 0.7632413159410387, 0.06502358227825644, -0.02083398634245487, -0.42931481195208465]","[-0.07286427676973314, 0.7119505394675879, 0.7880064085614985, 0.758852552974442, 0.32947484240464614, 0.49561687589231707, 1.2081429890817506, 0.15916982140016345, -0.014561328421825281, -0.013553322131542228]","[-0.08847129045421692, 0.685166044123241, 0.8124903564040478, 0.7496962908863837, 0.39292792565540086, 0.49347142027008173, 1.176959570089088, 0.18983658087519095, 0.021283373479366346, -0.013245074637651563]","(4, 0, 0)","[-0.12420362, -0.12422511, -0.12631774, -0.13434023, -0.11901365, -0.11754468, -0.18667245, -0.1633887, -0.18635964, -0.13960594]","(10, 2)",0.001
80,"[0.9636377985163948, 0.39882579524252343, -0.21844154512904299, -0.9147408817499261, -1.010092074545899, -1.2257992419273558, -1.080561231886611, -0.7668514536382576, -0.2311160523526119, -0.2887952520021184]","[0.8155109290355714, 0.555882333998609, 0.12088462824321891, -0.27888385925065245, -0.7752989521245999, -0.6224425984835991, -0.9145779426855563, -0.6232722605438328, -0.4552153233663412, -0.003508390669441308]","[0.8162415627268014, 0.5570350196680779, 0.11661555659771315, -0.28308737159525843, -0.7846455974714137, -0.6209833351463001, -0.9269018517865251, -0.6204519068436035, -0.45995729821894094, 0.003095504332171442]","(1, 0, 1)","[-0.029282384, -0.0076883584, -0.059556454, -0.09742748, -0.15982342, -0.16755307, -0.12313605, -0.03057035, -0.031501286, -0.050274976]","(10, 2)",0.001
92,"[0.8596404822819658, 0.4374904133750261, 0.7191868944438928, 0.3651578480343064, 0.08424335058355342, 0.9652470838024234, -0.03361744545792311, -0.7012014607522381, 0.3366434321231948, 0.7734045106531834]","[-0.124765866916691, 0.9220234157403113, -0.023521294495129547, 0.7309475416914576, -0.00031592281142239775, 0.08440131198926462, 0.9230464278077911, -0.49514065936181867, -0.4536311310713288, 0.5634589976588592]","[-0.12610733443538885, 0.9201480725039197, -0.019637014300541822, 0.7243986108037027, 0.007279695905243189, 0.08004192507020183, 0.9205511744032829, -0.48649249196724187, -0.45599353057786735, 0.5597041931592497]","(1, 0, 1)","[0.68748343, 1.0369661, 0.9768329, 0.98701304, 0.70583373, 0.2665665, 0.37428328, 0.16142662, 0.23936401, 0.5387159]","(20, 4)",0.001
90,"[1.4245022281618231, 1.799329875111626, 2.206378161820413, 1.767049604338895, 1.9183454248212044, 1.0744307019004289, 0.16026964917266995, 0.12059175201549427, -0.2668079118155402, 0.2526246011402322]","[0.48790248543746223, 1.1805509854430922, 1.2090543823900801, 1.6018509706253732, 0.9661241190262085, 1.4352833653081, 0.35678901924637885, -0.018124860450519475, 0.129654182240754, -0.3316350029359172]","[0.4898520788586116, 1.202980842481412, 1.2254643743455111, 1.6349238700601703, 0.9809874464569011, 1.469060779983939, 0.36155333908033416, -0.017582651434320445, 0.1321947136717327, -0.33952562936615]","(1, 0, 1)","[0.12536055, 0.12519741, 0.1252285, 0.12520969, 0.1253447, 0.12582767, 0.12603188, 0.12598222, 0.1256769, 0.12568697]","(10, 2)",0.001
94,"[0.9920904917775231, 1.404787258984352, 0.8012487493676103, 0.7159173176371231, 0.5870722326524214, -0.22594986489279378, -0.8937359625112508, -0.35962977264115575, 0.5938938908482846, -0.18655597877024993]","[0.884112738136156, 0.5500341227094451, 1.1297701976296293, 0.23636365055279557, 0.5977354923607252, 0.28820448647205876, -0.37005210812882317, -0.7087099084468391, -0.005274818417736166, 0.5965313000571526]","[0.8641911545842516, 0.5832599609513214, 1.115689898168045, 0.2848767087208306, 0.5735834381984258, 0.3185538724852538, -0.36419661266352177, -0.7129018854421371, -0.03254873289274371, 0.59680501439315]","(1, 0, 1)","[-0.30833864, -0.31645754, -0.3134921, -0.31441322, -0.31020626, -0.30511454, -0.29931298, -0.29670572, -0.29647583, -0.30089918]","(50, 10)",0.001
18,"[0.6554220069690487, -0.27970866932576083, -0.36477843347642436, -0.031330279488522184, -0.4869737980110459, -1.1616764337448426, -0.8786642603399086, -0.2585873045465875, -0.1496013583854589, -0.758057730817691]","[1.072740373942728, 0.11905181999768472, -0.3392345793246032, -0.19516114381412275, 0.06625029241853919, -0.5200989442203154, -0.9016269616346848, -0.4278507795225662, -0.0446619147853044, -0.1272704009928067]","[1.1104534598927391, 0.12676081041037027, -0.3509295594688137, -0.20215282879348898, 0.06794268335994305, -0.535748963437608, -0.9326292382022119, -0.44369809858358134, -0.046471995874828226, -0.13128591814517543]","(1, 0, 1)","[0.43465653, 0.42695, 0.46513066, 0.46460095, 0.4674268, 0.46344176, 0.470872, 0.47895756, 0.4734263, 0.48032483]","(50, 10)",0.001
